id	sentence	a	b	without_marker
1232	It's entering a new era one way or another.	One Way	New Era	False
1233	That's one way to measure the new era.	One Way	New Era	False
1234	So a new era will begin one way or another.	One Way	New Era	False
1235	So one way or another, a new era begins today.	One Way	New Era	False
1236	A new era is one way to put it; another would be a world gone mad.	One Way	New Era	False
1237	It's a new era for Cornell in more than one way.	One Way	New Era	False
1238	One way to think about this new era is to think of the past.	One Way	New Era	False
1239	I don't know that any one way is wrong or right, but definitely we're in a new era of relationships.	One Way	New Era	False
1240	The 2013 draft signified the start of a new era for the Sixers, one way or another.	One Way	New Era	False
1241	7. Sabbath opened a new era with metal, not rock - like Skynird, etc. 8. Every damned metal band was one way or the other affected by Sabbath.	One Way	New Era	False
1242	Healthy Cash Flow One way to prepare for a new era of health care is to cut costs and become more efficient.	One Way	New Era	False
1243	One way for Mr. Obama to demonstrate a new era in the fight against terrorism is to show a great degree of foresight.	One Way	New Era	False
1244	If the series stumbles it does not mean the end, but it may mark the beginning of a new era one way or the other.	One Way	New Era	False
1245	One way to navigate this new era of "giving" is by asking a simple question: Would these folks send their own children or grandchildren to their "reinvented" schools?	One Way	New Era	False
1246	Gotta get my first Brooks one way or another.	One Way	Brooks	False
1247	The Brooks finger gets wagged only one way.	One Way	Brooks	False
1248	David Brooks, in reply: "In these troubling times, some people feel one way.	One Way	Brooks	False
1249	flight time from Anchorage to Brooks is 2 - 2.5 hours one way).	One Way	Brooks	False
1250	I find that Prof Brooks has used the same data massaged in more than one way.	One Way	Brooks	False
1251	Thursday's game might decide things for Brooks one way or the other.	One Way	Brooks	False
1252	"One way or the other, he doesn't show much emotion out there," Brooks said.	One Way	Brooks	False
1253	"We're not telling anyone to vote one way or the other," said Brooks.	One Way	Brooks	False
1254	"One way to protect this data is through virtualization," Brooks says.	One Way	Brooks	False
1255	That's at least one way in which David Brooks' point is signficant.	One Way	Brooks	False
1256	Has anyone really been swayed one way or the other by the discussion about Brooks?	One Way	Brooks	False
1257	John Brooks: yes, this is definitely one way to test significance.	One Way	Brooks	False
1258	Predictably, Brooks & Dunn don't take a stand one way or another.	One Way	Brooks	False
1259	Likewise, individual roads are likely to be assymetrical (going one way is faster than the other), especially at peak times.	One Way	Peak	False
1260	In this manner, an instance may be configured one way during peak service hours and another way during relatively slower hours.	One Way	Peak	False
1261	According to Liszt biographer Alan Walker , however, the Weimar orchestra of the 1880s was far from its peak of a few decades earlier and the performance ended up poorly, with the orchestra going one way and the chorus another.	One Way	Peak	False
1262	Matt Simmons: Uh, history will finally prove one way or the other, but I think the higher we actually have demand, the faster we're actually going to hit peak oil.	One Way	Peak	False
1263	I do think that I like Ivan's option better, if you are going to average two war's together, 7 peak is one way to do it, but you could come up with a lot of other options.	One Way	Peak	False
1264	The game is much more cooler than it's sneak peak here.	Peak	The Game	False
1265	We know he will be amped up for the game for better or worse, lets just hope he hits his peak in the 4th quarter.	Peak	The Game	False
1266	The faster you start to prepare for Peak Oil, the more ahead of the game you will be.	Peak	The Game	False
1267	He was one of the better scorers in the game during his peak years.	Peak	The Game	False
1268	When he does reach his peak he's one of the better defenders of the game.	Peak	The Game	False
1269	Running around with all five characters at their peak will obviously make the game a little easier.	Peak	The Game	False
1270	For those who say he was the best in the game at his peak, was he really better than Delahanty?	Peak	The Game	False
1271	What better way to do that than by hooking our fans up with a sneak peak of the game?	Peak	The Game	False
1272	Part of those arguments have revolved around whether or not content now is harder than it was when the game was at its peak, subscriber wise.	Peak	The Game	False
1273	Ferrer's a good player though probably off his peak level of a few years back, but Novak's superior in just about every facet of the game.	Peak	The Game	False
1274	Since the relaunch in 2002, the game has generally maintained solid levels of players - they are currently virtually unchanged from their relaunch peak.	Peak	The Game	False
1275	It marked a new era for the game.	The Game	New Era	False
1276	Is the game industry entering a new era?	The Game	New Era	False
1277	The game officially beginning a new era of cricket.	The Game	New Era	False
1278	How does the game stack up in this "new era?"	The Game	New Era	False
1279	The Game launches his New Era 59FIFTY design February 24.	The Game	New Era	False
1280	"I get a better feel for the game," Brooks said.	The Game	Brooks	False
1281	I asked Scott Brooks about why the team is playing slower following the game against the Kings.	The Game	Brooks	False
1282	"They deserved to win the game, they played better than us," said Thunder coach Scott Brooks.	The Game	Brooks	False
1283	No one mastered this part of the game better than Brad Gilbert.	The Game	Gilbert	False
1284	Starters Mike Adams and Marcus Gilbert played so poorly at different points in the game that Kelvin Beachum played both spots at different times throughout the contest.	The Game	Gilbert	False
1285	And the game-winning play was better than good - it featured a no-look pass from Pavelski to Gilbert.	The Game	Gilbert	False
1286	One ironic consequence of the cut scenes is to make the game harder in just the ways that Gilbert would have preferred to avoid.	The Game	Gilbert	False
1287	Not sure Gilbert stays in control of the game enough as I see the Fres St team getting out to a decent lead and not looking back.	The Game	Gilbert	False
1288	However, Lopez is confident that experienced mentoring will help the game will come easier to the freshman, and both Newman and Gilbert will improve because of it.	The Game	Gilbert	False
1289	Gilbert - He made a lot of really solid plays with the puck, and certainly fought hard as the leader to keep his short-staffed crew in the game.	The Game	Gilbert	False
1290	"Gilbert is going to understand the game better this year, and we are looking for him to be more consistent from 3-point range."	The Game	Gilbert	False
1291	How could he possibly make it past Detroit at #10???? Gilbert is the better fit for our scheme, while Dennard plays the game I prefer.	The Game	Gilbert	False
1292	The capsule summary of the game would be Anze Kopitar 3-CBJ 2. But Dougie Mac assures us the Gilbert Brule is better than this Kopitar piker.	The Game	Gilbert	False
1293	By criticizing the only guards in the game who are perceived to be better than him, Gilbert invites people to say how much better Kobe and Bron and Wade are, thereby giving Gil the motivation that he needs.	The Game	Gilbert	False
1294	On the game plan without Gilbert Arenas:	Gilbert	The Game	True
1295	H. Gilbert Welch: Skin in the Game	Gilbert	The Game	True
1296	Gilbert finished the game with 24 points.	Gilbert	The Game	True
1297	Gilbert had two hits in the game.	Gilbert	The Game	True
1298	"Marcus Gilbert came into the game...	Gilbert	The Game	True
1299	Gilbert, who entered the game hitting .278,	Gilbert	The Game	True
1300	Dave Gilbert: It depends on the game.	Gilbert	The Game	True
1301	Gilbert Arenas is great for the game.	Gilbert	The Game	True
1302	Gilbert starts the game with untied shoes.	Gilbert	The Game	True
1303	After the game, I asked Gilbert about his shoe situation:	Gilbert	The Game	True
1304	Gilbert knocked in the game-winning run on Saturday.	Gilbert	The Game	True
1305	"I texted him last night before the game," Gilbert said.	Gilbert	The Game	True
1306	Owner Dan Gilbert addressed the team before the game.	Gilbert	The Game	True
1307	Afterward a tired Gilbert spoke about the game.	Gilbert	The Game	True
1308	Dalton Gilbert, goalie, tallied nine assists during the game.	Gilbert	The Game	True
1309	Gilbert Arenas, Warriors	Gilbert	Warriors	False
1310	12. Gilbert Arenas, Warriors/Wizards/Magic/Grizzlies	Gilbert	Warriors	False
1311	Golden State Warriors: What's eating Gilbert Arenas?	Gilbert	Warriors	False
1312	The let-Gilbert-Arenas-walk-away Warriors?	Gilbert	Warriors	False
1313	I thought the warriors COULDNT sign Gilbert PERIOD.	Gilbert	Warriors	False
1314	9 Academic Nonfiction and the Culture Warriors: "Teaching the Conflicts" in Gilbert and Gubar's Masterpiece Theatre	Gilbert	Warriors	False
1315	3. Gilbert Arenas: Second round, 31st pick in 2001 by Golden State Warriors	Gilbert	Warriors	False
1316	01-02 Topps Xpectations Autographs Gilbert Arenas Rookie Autograph #TXAGA (Warriors)	Gilbert	Warriors	False
1317	Gilbert attacks Luthor with his mass weapon... ...with no result as the two warriors battle!	Gilbert	Warriors	False
1318	I worked for the Golden State Warriors, which is where I met Gilbert [Arenas], my fiancé.	Gilbert	Warriors	False
1319	Ric Flair & Barry Windham vs Eddie Gilbert & Bam Bam Bigelow: Total Road Warriors crowd here.	Gilbert	Warriors	False
1320	Riders: Andy Gilbert and Tony Little Age: 47yrs ave Profession: Weekend Warriors	Gilbert	Warriors	False
1321	The Golden State Warriors also offered Gilbert Arenas a max deal, according to a source.	Gilbert	Warriors	False
1322	Warriors consultant - and by consultant, think Consigliere - was at Gilbert Arenas' workout in Los Angeles,...	Gilbert	Warriors	False
1323	Warriors fell behind to a Gilbert Langat second minute goal from a penalty corner.	Gilbert	Warriors	False
1324	James and John set up the computers (including putting one of John's better video cards into Franken-Computer), and I set up the booth with the help of Gilbert and Speedo.	Gilbert	Speedo	False
1325	The Warriors have a fairly decent history of second round steals....Gilbert Arenas, Monta Ellis?!!	Warriors	Gilbert	False
1326	Are the Wizards, led by a rookie, and with the always unpredictable Gilbert Arenas playing a major role, really 2 games better than this Warriors squad, even accounting for the conferences?	Warriors	Gilbert	False
1327	I'm not sure what was worse: Gilbert Arenas predicting the Wizards would ruin Kevin Garnett's nationally televised Celtics debut Friday night (Washington got drubbed by 20) or the game itself (the Eastern Conference is such a joke, Boston is undefeated despite suiting up nine guys who wouldn't make the Warriors' roster).	Warriors	Gilbert	False
1328	"Just like Gilbert Arenas being a late pick of the Golden State Warriors in the 2001 NBA Draft (2nd round, 30th pick), Mad Marvin went under the radar in minor European tournaments, gaining solid notoriety after placing in the money board on a number of occasions ...	Warriors	Gilbert	False
1329	If Thor's not tussling with Loki, he's generally either thumping commies, busting two-bit hoodlums or defending earth from speedo-wearing alien warriors:	Warriors	Speedo	False
1330	If Xeno says he used to chill with Dana Fkn White and was in the special forces and the speedo wearing dude can sue the UFC and he beat up Maori warriors in New Zealand and hit a latina in a tree and threw a desk at a black chick and had Social Distortion play in his backyard and Kimbo's gonna take the boxing world by storm... Why wouldn't you believe him?	Warriors	Speedo	False
1331	Girl ballet porn pics best mobile of teens girls masterbating, oklahoma scooby doo naked brazilian vomiting sexy petite mixed, kashmir hipp hopp foreign black in yoga pants, warriors speedo westerngirls israeli, muslim nude navel iran the playboy mansion, indian sleeping man white xxx, hoodgirls jamaica teen light with dreads, youngergirls abs spicy punajbi hot, trinidad videos and tall pornpics, samoan gamer mallu hard fucking race.	Warriors	Speedo	False
1332	Warriors sting N.O.	Warriors	Sting	False
1333	Prep Roundup: Hornets sting Warriors	Warriors	Sting	False
1334	Jazz take sting out of Warriors	Warriors	Sting	False
1335	Hornets sting Pats; Warriors beat Lions	Warriors	Sting	False
1336	In response to "Warriors Sting Hornets"	Warriors	Sting	False
1337	Sting wasn't through with the Warriors yet.	Warriors	Sting	False
1338	Paul takes over, scores 38 as Hornets sting Warriors	Warriors	Sting	False
1339	Warriors must consider squid or the sting ray	Warriors	Sting	False
1340	Warriors coach linked to man arrested in drug-ring sting	Warriors	Sting	False
1341	Warriors sting Hornets, Parker leads Spurs past Hawks	Warriors	Sting	False
1342	Plus, Sting is probably still dealing with Warriors death	Warriors	Sting	False
1343	The warriors use these attack tentacles to sting any anemone that comes too close.	Warriors	Sting	False
1344	- World Tag Team Champions Sting & Lex Luger defeated The Road Warriors.	Warriors	Sting	False
1345	For complete Speedo Sting results, click here.	Speedo	Sting	False
1346	And then there's Sting, who wears a futuristic Speedo bathing suit and wants to kill Paul.	Speedo	Sting	False
1347	or all losing plaintiffs should have to fight a speedo-clad Sting set to prog-rock"	Speedo	Sting	False
1348	It doesn't sting you for wearing that preposterous Speedo out in public, it doesn't even have a brain.	Speedo	Sting	False
1349	Sting appears nearly naked, wearing only a tiny speedo, and Lady Jessica wears a sexy nightgown in some scenes.	Speedo	Sting	False
1350	Well, when most people think of Dune, they think of the David Lynch movie that featured Sting in a sci-fi speedo.	Speedo	Sting	False
1351	My slanging and banging pal Sting has been injured, but I am not one to let anymore out of my speedo than that!	Speedo	Sting	False
1352	How about even worse Sting in the metal speedo from Dune? Just running around mostly naked looking like a pixie but you are suppose to be a great warrior in full plate.	Speedo	Sting	False
1353	For instance we have these high-backed chairs , made for the film Dune , which would be perfect for some living room activities like passively observing an orgy while petting your white Persian cat and wearing your blue alien Sting speedo.	Speedo	Sting	False
1354	Despite Dune's flaws, the beautiful sets and costumes, the score by Toto and Brian Eno, those awesome worms, and Sting knife-fighting in a Speedo make this essential for Lynch completists and anyone who owns a bong over a foot tall.	Speedo	Sting	False
1355	This 1969 Apple Krate is laden with a NOS selection of accessories including: Sting Ray windsheild, Vrrroom Motor, Hooter, racing flag valve caps, Batman parachute, Bronco wheelie bars, Streamers, Hang tags, Schwinn Tool Kit, Schwinn tail lights, Schwinn directionals, Bat holder, Schwinn key chain, light, speedo, ...	Speedo	Sting	False
1356	US undercover agents snared Guinea-Bissau's former navy chief, Rear Admiral Jose Americo Bubo Na Tchuto, in the high-seas drugs sting on April 2 - the most high-profile score in the US war on drugs in Africa.	Sting	Admiral	False
1357	+  Every little thing she does is magic Admiral Travel's Malaka Hilton is doing what we're all dreaming of during the workday - she's traveling the world, eating delicious food, sipping wine and, of course, hanging out with celebrities such as Sting.	Sting	Admiral	False
1358	The admiral said, and I began to wonder if even an entire battlefleet was enough to protect him from the wrath of the inquisitors he had just, in effect, run a sting on.	Sting	Admiral	False
1359	U.S. undercover agents snared Guinea-Bissau's former Navy chief rear admiral in a high-seas drugs sting on April 2 - the most high-profile score in the U.S. war on drugs in Africa.	Sting	Admiral	False
1360	[[spoiler: Harm and Mac are married and about to divorce, Chegwidden's retired and married to his current girlfriend, Sturgis is working as manager for his girlfriend, Bud and Harriet aren't married, Coates is helping in a sting operation to catch thieves, and the head of JAG is Rear Admiral (formerly Cmdr.)	Sting	Admiral	False
1361	I'd like to cancel this standing order omeprazole 20 mg vs protonix A high-seas sting operation in April by U.S. justice officials that targeted Bissau's top military brass suspected of being involved in drug trafficking, saw the capture former navy chief Admiral Jose Americo Bubo Na Tchuto.	Sting	Admiral	False
1362	The court had taken suo motu cognisance of the sting operation, which showed Anand allegedly offering money to eyewitness Sunil Kulkarni to depose in favour of prime accused Sanjeev Nanda, grandson of retired Naval chief admiral S M Nanda, allegedly ran over six persons with his black BMW in 1999.	Sting	Admiral	False
1363	U.S. undercover agents snared Guinea-Bissau's former Navy chief Rear Admiral in a high-seas drugs sting on April 2 - the most high-profile score in the U.S. war on drugs in Africa - that sources familiar with the operation say also targeted Indjai, but missed.	Sting	Admiral	False
1364	MIAMI - Adding a sting to USF's 40-9 loss to Miami, the Hurricanes' leading tackler, with seven tackles and a key interception, was S Rayshawn Jenkins , a freshman from Admiral Farragut who signed with Miami in February after backing out of a commitment to play for the Bulls.	Sting	Admiral	False
1365	Rear Admiral Bubo Na Tchuto, who has been involved in several failed coups in the former Portuguese colony, was arrested along with four other people on a boat in international waters in a sting operation mounted by undercover agents, the sources said.	Sting	Admiral	False
1366	Admiral Mullen, one of our illustrious brave warriors shows that he like the other Catholic high ranking military are "good Germans," and would not think of bucking any orders from a superior.	Admiral	Warriors	False
1367	During the course of the movie, we learn that the Enterprise is being set up in order to start a war between Star Fleet and the Klingons, and that Star Fleet's chief admiral had used and then intended to destroy superior warriors from another planet to craft battle strategies.	Admiral	Warriors	False
1368	Fantasy projects of pre-emptive and proactive aggression inflated by the unchallenged power of all the old Project for a New American Century (PNAC) warriors and orchestrated as redemption and invulnerability by the technocratic offices of worthy folk like Admiral Poindexter are now the absolute guarantors of Britain's moral aspirations towards a better planet.	Admiral	Warriors	False
1369	(Golden State Warriors and Adidas)	Adidas	Warriors	False
1370	Jersey Spotlight // Andrew Bogut Warriors adidas Short Sleeve System	Adidas	Warriors	False
1371	Golden State Warriors 2014 adidas Draft Potential Tee - Royal	Adidas	Warriors	False
1372	Golden State Warriors Adidas NBA Loud Proud T-Shirt (Gold)	Adidas	Warriors	False
1373	Golden State Warriors adidas White Home Swingman Shorts	Adidas	Warriors	False
1374	Golden State Warriors New adidas Short Sleeve Tight Uniforms!	Adidas	Warriors	False
1375	Golden State Warriors Womens 3 Stripe Adidas Shorts - Black	Adidas	Warriors	False
1376	Men's adidas Golden State Warriors NBA Chris Mullin Swingman Jersey	Adidas	Warriors	False
1377	Golden State Warriors Womens Adidas Partial Logo Track Pants - Black	Adidas	Warriors	False
1378	Chilhowie Elementary School Little Warriors Adidas® Colorblocked Golf Shirt - A82	Adidas	Warriors	False
1379	Also, better toss that Adidas Speedo if you want to hang on to that job.	Adidas	Speedo	False
1380	The new bodysuits, by swimsuit manufacturers such as Speedo and adidas, would allow swimmers to reduce drag, making them faster.	Adidas	Speedo	False
1381	The July/August issue of Fast Company peeks inside the secret labs at Adidas, Nike and Speedo, and reveals the products helping Olympic athletes go higher, faster, stronger.	Adidas	Speedo	False
1382	Anyone who wishes to support the Speedo/Adidas' profit line by purchasing one of these exorbitantly priced coverings had better have an understanding with the retailer that alterations would be done if required.	Adidas	Speedo	False
1383	You can support the struggles of workers like Sheran for Decent Work by getting involved in the Playfair 2012 campaign and taking the action which calls on Adidas, Nike and Pentland (makers of Speedo) to pay a living wage; respect the right to form/join a union, have no forced overtime, and provide job security.	Adidas	Speedo	False
1384	Sizes come up small Normally I would go for Speedo brand when it comes to swimming trunks, but have always liked Adidas, so took the plunge (no pun intended), the 32 inch where very tight on me so ordered 34 much better fit on the waist.	Adidas	Speedo	False
1385	These Men's Adidas Crazy Sting Basketball Shoes drop from $114.99 to $69.98 at Finish Line .	Adidas	Sting	False
1386	Got some long adventure races planned this summer, including the 2-day Adidas TERREX Swift and Expedition-length Sting .	Adidas	Sting	False
1387	Right now, there's a special offer for Extra 20% off Men's Adidas Crazy Sting Basketball Shoes at Finish Line.	Adidas	Sting	False
1388	Rickards was captain of the San Juan Sting U-15 to U-18 teams and was named to the 2005 adidas ESP All-Star team.	Adidas	Sting	False
1389	Under 15 Girls Brentwood Adidas Elite 0 D'Feeters 2 Lonestars Red 5 NOKC United 1 Sting Royal 4 MSC Lakers 0 GSA Phoenix Red 1 FC Dallas Youth 4	Adidas	Sting	False
1390	Buy Diesel, Adidas, Emporio Armani, Arnette, Bolle, Bvlgari, Christian Dior, Dolce & Gabbana, D & G, Gucci, Max Mara, Marc Jacobs, Miu Miu, Police, Prada, Ray Ban, Rodenstock, Roberto Cavalli, Salvatore Ferragamo, Serengeti, Silhouette, Sting, Valentino, Versace, Versus, YSL at 70% off!	Adidas	Sting	False
1391	Club Played club for Dallas Sting '93, the same team as fellow Owl standout Hayley Williams ... Coached by Kenny Medina, Brad Flanagan and Mary Howard... Helped lead squad to the USYS Region III Regional Semifinals in 2008 and 2009... Won the 2007 U-14 USYS National Championship... Named the 2007 U-14 USYS National Championship Adidas Golden Boot Winner.	Adidas	Sting	False
1392	New Balance: 104,010 coins Ex-Admiral Insane: Previous Balance: 149,000 coins.	New Balance	Admiral	True
1393	Sorry for the confusion - I do use the admiral shares when applicable.. It's just that vanguard seems to upgrade you automatically once your accounts reach the new balance, so I figure it is best to list the starter fund name rather than confusing people with still more letters.	New Balance	Admiral	True
1394	The unmistakeable Onda FPX curves in the fork blades and chain stays also manage to provide a smooth ride and are designed to take the sting out of uneven road surfaces without compromising lateral stiffness.	Onda	Sting	False
1395	Sting, Informe 1985, Madness, Duncan Dhu, The Waterboys, Alarma, PVP, OMD, Robert Palmer, Ana Curra, Scritti Politti, Bruce Springsteen, Katrina & The Waves, Informe rock onda irlandesa (Boothill Foot-Tappers, The Pogues, The Men They Couldn't Hang), Iron Maiden, Waysted, W.A.S.P., Informe Brasil, El Último de la Fila, Glutamato Ye-yé vs. Panzer, Rouge Male	Onda	Sting	False
1396	But the removal of Hamid Gul had sting in its tail.	Gul	Sting	False
1397	I think the fit is much better than either Nike or Speedo jammers.	Nike	Speedo	True
1398	(very lean), and I wear the briefs made by Nike (better quality than Speedo).	Nike	Speedo	True
1399	They don't leak, fit well, better field of vision, non fogging and don't mark my face like Speedo, Nike, etc.	Nike	Speedo	True
1400	I've mostly worn the Speedo Core Solid Brief, which is, also, a good suit, but decided to give this Nike brief a try (for daily lap swimming).	Nike	Speedo	True
1401	This increased interest will definitely make it easier for swimming companies such as Speedo, TYR and even Nike to fund projects to keep the spotlight shining brighter on swimming with new advancements.	Nike	Speedo	True
1402	A Speedo Women's Solid Ultraback swimsuit (size 6, black), Teva Youth Storm sandals (size 11), a can of Penn Championship tennis balls, a box of Titleist DT Spin 100 golf balls, and a Nike Swoosh II cap cost only $123.79, including the $3.99 for shipping.	Nike	Speedo	True
1403	I very much like the design -- the main reason for which I chose this: Speedo and Nike offer mens brief style in solid color or black with a splice of a pattern -- a very limited selection; limited in choice and limited in appeal to me.	Nike	Speedo	True
1404	Cordial as with by between have the small heralds, is Granite, admiral few when cigarette to smoke on third are and better as it never six nike straight cigarettes the llamps Dunhill cigarettes advertising roosevelt.	Nike	Admiral	False
1405	NIKE/ADIDAS:	Nike	Adidas	False
1406	Nike/Adidas.	Nike	Adidas	False
1407	Nike Adidas.	Nike	Adidas	False
1408	Nike? Adidas?	Nike	Adidas	False
1409	The site visit will take place Tuesday (05/11) and will be attended by the CISM President - General Gianni Gola, by the Head of the Delegation of Brazil - Vice-Admiral Bernardo Gamboa, and by the General Coordinator of the Operational Planning Committee (POC) of Rio 2011, General Jamil Megid Jr.	Gola	Admiral	False
1410	This is an unashamed plug for 70s youth culture and football with individual articles on legendary figures like Frank Worthington, Stan Bowles, Charlie George, Alan Hudson and Rodney Marsh (yes, he really did play football)... violence, platform heels, Admiral sock tags, Gola football boots, all set to a glam rock soundtrack.	Gola	Admiral	False
1411	They have also worked with brands such as Coca-Cola , MTV , VH1 , Adidas , Gola and Honda .	Gola	Adidas	False
1412	Vous êtes fan de la marque Converse, Adidas, Gola, Nike ou Redskins ?	Gola	Adidas	False
1413	Adidas Performance (1)  Gola (3)  Nike (2)  Puma (1)  Turf 90 (5)  Umbro (3)	Gola	Adidas	False
1414	With various brands available including Adidas, Kangol, Gola and Nike, you'll be spoiled for choice.	Gola	Adidas	False
1415	And then, having received a pair of boots from both companies, he painted the Gola sign over the Adidas sign!	Gola	Adidas	False
1416	Football -style athletic shoes , by brands such as Adidas or Gola , have become popular with many skinheads.	Gola	Adidas	False
1417	By chance, the babysitter (a nice young man) came in wearing some black Adidas Gazelles and I said to him "Are those Gola?".	Gola	Adidas	False
1418	There are actually prime types for instance The puma company,Adidas, Nike,Naya, Quick Style, Felimini, Fitflop, Boot Studio along with Gola or anything else.	Gola	Adidas	False
1419	We stock a large variety of brands, including: Adidas, Nike, Fred Perry, Lyle & Scott, Ben Sherman, Puma, Location, and Gola Classics.	Gola	Adidas	False
1420	Heck, some triathletes will even just wear under armour spandex shorts to swim triathlons in (as if there was anything worse than a guy in a speedo).	Under Armour	Speedo	False
1421	Admiral Eric T. Olson is an Under Armour Board member.	Under Armour	Admiral	False
1422	help Embroidered Wales and Under Armour logos adorn chest; Heat printed Admiral sponsor on mid-rift; HeatGear technology wicks sweat away keeping you cool and dry; Vented design to keep you cool; Loose supporter fit heart	Under Armour	Admiral	False
1423	Adidas Asics Champion Lululemon Moving Comfort New Balance Onetooth Activewear Shock Absorber Under Armour	Under Armour	New Balance	False
1424	A number of brands, including New Balance, Under Armour and Nike also feature antimicrobial fabric treatments.	Under Armour	New Balance	False
1425	Shop women's lightweight running shoes from popular brands, including Nike® , New Balance®, Saucony®, and Under Armour®.	Under Armour	New Balance	False
1426	Sports Authority REI Nike Under Armour New Balance Reebok Champs Sports Adidas Eastbay Speedo USA	Under Armour	New Balance	False
1427	The company is also the exclusive US licensee for Under Armour and New Balance branded socks.	Under Armour	New Balance	False
1428	They carry the major brands-Asics, Brooks, Mizuno, Saucony, New Balance, and Under Armour.	Under Armour	New Balance	False
1429	-Challenging inflatable activities sponsored by Under Armour, Nike, Reebok, and New Balance!	Under Armour	New Balance	False
1430	The Company also has licenses for the Under Armour®, Mossy Oak®, and New Balance® brands.	Under Armour	New Balance	False
1431	They also work with popular brands like Under Armour® and New Balance®.	Under Armour	New Balance	False
1432	Under Armour Adidas Nike Wolverine Skechers Asics/Puma Lifestyle Kids Reebok New Balance 46 47	Under Armour	New Balance	False
1433	Women's shoes includes major brands such as New Balance, Under Armour, Mizuno, Adidas and more.	Under Armour	New Balance	False
1434	Adidas Asics Brooks Hoka Mizuno New Balance Nike Saucony Under Armour	Under Armour	New Balance	False
1435	Don't feel bad, the only ones I've heard of are New Balance and Under Armour.	Under Armour	New Balance	False
1436	New Balance, Under Armour , Reebok, and Champion are good places to look.	Under Armour	New Balance	False
1437	The former Texas A&M quarterback also received bids from New Balance , Under Armour , and adidas .	Under Armour	New Balance	False
1438	We own Berghaus, Canterbury of New Zealand, Speedo, Boxfresh...	Canterbury	Speedo	False
1439	Pentland owns many iconic sports, outdoor and fashion brands including Speedo, Canterbury and Berghaus.	Canterbury	Speedo	False
1440	Stocking the latest ranges in Nike, Brooks, Asics, Speedo, Puma, Adidas, Canterbury and Skins brands, it is the place to go for choice and advice.	Canterbury	Speedo	False
1441	It is the owner of many of the world's most iconic sports, outdoor and fashion brands including Speedo, Canterbury and Berghaus.	Canterbury	Speedo	False
1442	Pentland Brands includes: Berghaus, Boxfresh, Brasher, Canterbury of New Zealand, Ellesse, KangaROOS, Kickers (UK & Ireland Licensee), Lacoste Chaussures (Footwear Licensee), Mitre, Prostar, Red or Dead, Speedo, Ted Baker (Footwear Licensee).	Canterbury	Speedo	False
1443	Adidas Adi Neo Adidas Original Nike Puma Asics Lotto AL Umbro Diadora Reebok Kronos Line7 New Balance Canterbury Speedo Molten Mitre Southern Tigers BLK Eutag Gilbert Brooks Converse Kappa Li-Ning Warrior	Canterbury	Speedo	False
1444	Pentland Brands plc is a private family owned British company and the name behind some of the world's best-known sports, outdoor and fashion brands including Berghaus, Canterbury, Speedo, Ellesse, Mitre and Boxfresh.	Canterbury	Speedo	False
1445	It manages owned brands such as Speedo, Berghaus, Canterbury, Mitre, Boxfresh, and Red or Dead; and also operates, under global licenses, the footwear of Lacoste and Ted Baker, and Kickers in the UK.	Canterbury	Speedo	False
1446	Alle merken Adidas Asics Babolat Canterbury Contigo Derbystar Dita Donnay Dunlop Eastpak Falke Grays Head Hingly Hummel IWA K-Swiss Lacoste Le Papillon Luhta McDavid Mercian Mikasa New Balance Nike Prince Princess Puma Pure Lime Reece Rucanor Russell Athletic Speedo Stanno TK Tretorn Wilson Zeempje.nl	Canterbury	Speedo	False
1447	When Brittany started to wear her blueseventy NeroTX, she was the only one with them in Canterbury, now there are more girls in her age group wearing them than Speedo, well done, I would like to think its her promotion of them!	Canterbury	Speedo	False
1448	He beat a solid group that day, with the runner-up Admiral Kitten coming back to win the Secretariat (G1) at Arlington Park on Aug. 17 and fifth-place finisher Dorsett returning to win the Mystic Lake Derby in his next outing at Canterbury on Aug. 3.	Canterbury	Admiral	True
1449	That the full bloom assay along with government business units into the market, laws government admiral will be out there encounter within the insolvent bazaar that will stay away the nike air jordan sneakers meant for low-cost inspection.	Air Jordan	Admiral	False
1450	most featured brand we carry including Nike,Air jordan,New Balance,Adidas,	Air Jordan	New Balance	False
1451	Die Schuhe sind Sneaker von den Marken Nike, Air Jordan oder New Balance.	Air Jordan	New Balance	False
1452	For example, Nike, Converse, Patrick, New Balance, Cheap Air Jordan , Adidas, Puma, Tiger.	Air Jordan	New Balance	False
1453	For example, Nike, Cheap Jordan Shoes , Converse, Patrick, Cheap Air Jordan , New Balance, Adidas, Puma, Tiger.	Air Jordan	New Balance	False
1454	debut today, followed by gems such as the New Balance 1300 and the Air Jordan III in two classic colorways.	Air Jordan	New Balance	False
1455	Champs Sports has athletic shoes, running shoes and sports apparel from Nike, Adidas, Reebok, new balance, Asics, air Jordan.	Air Jordan	New Balance	False
1456	The company carries a wide selection of shoe brands including Adidas, Air Jordan, Nike, Puma, Converse, Asics, Reebok, Timberland, Saucony, New Balance and Under Armor.	Air Jordan	New Balance	False
1457	They stocks every shoe known to mankind, including Nike, Air Jordan, Adidas, Converse, K-Swiss, Vans, New Balance, Puma and Reebok.	Air Jordan	New Balance	False
1458	A sneakerhead just enjoys buying and wearing sneakers that matters to him/her whether they are new balance or air jordan.	Air Jordan	New Balance	False
