Sentence	Label	Comparative	Comment
The latter will work topically and internally because the OBJECT_A or OBJECT_B will lick their fur and ingest the herbs.	NO_COMP	False	
I kinda feel like God gave me back my OBJECT_A because he knew the OBJECT_B was going.	NO_COMP	False	
I need this vacuum because I have a OBJECT_A, a OBJECT_B and a hamster and 3 children at home one with serious respiratory issues.	NO_COMP	False	
This can be a OBJECT_A or a OBJECT_B but surprisingly to some,it could also be you, or worse, your child.	NO_COMP	False	
What better way to save a spot in your book that with your favorite LOL OBJECT_A or OBJECT_B?	NO_COMP	False	
-For a non-mega pet store, Target had the better deals on most items, although Giant and Shoppers Food Warehouse had comparable prices on OBJECT_A and OBJECT_B food.	UNCLEAR	True	comparison between Target and other stores
I hope to find one that offers a OBJECT_A/OBJECT_B combo box because I don't want to shell out money for 2 different ones.	NO_COMP	False	
We originally created the sites because there was no place on the Internet to share the joy of having a OBJECT_A or a OBJECT_B member of the family.	NO_COMP	False	
Now our new product delivers superior De-Shedding for your OBJECT_A or OBJECT_B.	NO_COMP	False	
Menu Foods is the Canadian company that had to recall 95 brands of moist OBJECT_A and OBJECT_B food because of the contamination.	NO_COMP	False	
Two recent studies about OBJECT_A and OBJECT_B behavior have reignited the age-old debate about which pet is better.	NO_COMP	False	
Does your OBJECT_A or OBJECT_B die because it only drinks when it's thirsty?	NO_COMP	False	
I love this idea because I volunteer at the Randolph County Humane Society and I wanted an easy cheap way to make OBJECT_A/OBJECT_B beds.	NO_COMP	False	
I left the apartment, with our OBJECT_A, OBJECT_B because we were very ill.	NO_COMP	False	
This black guy rolled up next to his OBJECT_A on a OBJECT_B believe it or not.	NO_COMP	False	
A OBJECT_A and OBJECT_B rental services are available on site.	NO_COMP	False	
I'll have OBJECT_A/OBJECT_B transportation so moving around won't be an issue.	NO_COMP	False	
MOTHER (laughing) Tiny ain't got no OBJECT_A, he ain't even got a OBJECT_B.	NO_COMP	False	
Leucadia OBJECT_A is one of the best shops to buy your new "OBJECT_B".	NO_COMP	False	
Riding against traffic only adds the speed of the OBJECT_A to the speed of the OBJECT_B.	NO_COMP	False	
Colorful ti tanium ti bolts screws?for bike OBJECT_A motor OBJECT_B? ?	NO_COMP	False	
Suddenly the OBJECT_A is in front of a moving OBJECT_B.	NO_COMP	False	
Who needs a OBJECT_A when you have access to the 'Donky' multi-use OBJECT_B!?	NO_COMP	False	
He called his lowrider OBJECT_A and OBJECT_B club "Taste of Latin."	NO_COMP	False	
OBJECT_A, OBJECT_B rental and laundry service available and doctor on call	NO_COMP	False	
Guests May Also Take Advantage of the Internet Access, OBJECT_A Park and OBJECT_B Hire Service.	NO_COMP	False	
This is pretty much the equivalent of an automatic OBJECT_A in the OBJECT_B world.	NO_COMP	False	
Were you in on a OBJECT_A or in a OBJECT_B?	NO_COMP	False	
Police OBJECT_A-OBJECT_B collision under investigation	NO_COMP	False	
They live a OBJECT_A-lite lifestyle and sometimes escape the city to go OBJECT_B touring.	NO_COMP	False	
OBJECT_A while riding a OBJECT_B	NO_COMP	False	
All of these are accessible by OBJECT_A or OBJECT_B.	NO_COMP	False	
SDOT is anti-OBJECT_A and OBJECT_B fanatic.	NO_COMP	False	
All items are visible from a OBJECT_A or OBJECT_B.	NO_COMP	False	
Solar OBJECT_A tires are more efficient than racing OBJECT_B tires.	BETTER	True	
We cannot replace OBJECT_A/truck traffic with OBJECT_B traffic.	NO_COMP	False	
You can also hire a OBJECT_A or OBJECT_B from reception.	NO_COMP	False	
She tells him to take her home and they load the OBJECT_A in his OBJECT_B.	NO_COMP	False	
OBJECT_A vs. OBJECT_B accident Sunday, in Treynor	NO_COMP	False	
(A OBJECT_A) is way better than a OBJECT_B.	BETTER	True	
Just because a OBJECT_A and OBJECT_B collided on a road, it doesn't make it a crime, Mr. Gibson said.	NO_COMP	False	
I had a OBJECT_A accident because someone opened their OBJECT_B door.	NO_COMP	False	
If I know that you are a OBJECT_A, I know roughly what to expect of your top speed, and will try to safely navigate past you... not try to hit you just because I know that you won't damage my OBJECT_B.	NO_COMP	False	
256kbps VBR encoding in MP3 or AAC form is far better than any of my common listening environments pander to (ear buds on OBJECT_A, or Bluetooth to OBJECT_B radio while driving).	UNCLEAR	True	
That's false, putting the OBJECT_A before the horse, because the Dutch used a great deal of OBJECT_B transportation before there were any bikeways.	NO_COMP	False	
Also it is nice because a OBJECT_A has a lower depreciation rate than a OBJECT_B.	BETTER	True	tricky
A bit like complaining because a OBJECT_A isn't a OBJECT_B.	NO_COMP	False	
There was a time when we were homeless, living out of her OBJECT_A, because all I had was a BMX OBJECT_B."	NO_COMP	False	
We think they'd be better off with an actual OBJECT_A, or perhaps a OBJECT_B, or a Segway.	NO_COMP	False	tricky
Although I can rollerskate, ride a OBJECT_A, and drive a OBJECT_B, I can neither ice skate nor swim because of my balance, coordination, time, and fear.	NO_COMP	False	
But, ironically, on the same streets where I can't drive a Kei OBJECT_A because they are too dangerous, I can ride my 1972 Raleigh 3spd OBJECT_B.	NO_COMP	False	
I had been riding a OBJECT_A back and forth to work for several years because my OBJECT_B broke down beyond my financial ability to have it repaired.	NO_COMP	False	
I once heard a guy threaten to murder his next door neighbor's little kids because one of them scratched his OBJECT_A with their OBJECT_B, my neighbor says.	NO_COMP	False	
The OBJECT_A movement seems to be accelerating in a region known far better for its love affair with the OBJECT_B.	BETTER	True	
Just because you have a OBJECT_A or a OBJECT_B doesn't mean you can't share the road safely and happily.	NO_COMP	False	
We can also help you rent a OBJECT_A, motorcycle or OBJECT_B with which you can discover better Florence.	NO_COMP	False	
Why ride hundreds of miles on a OBJECT_A when you can drive in a OBJECT_B, or better yet fly in a plane?	NO_COMP	False	
I have opted to not own a OBJECT_A because I can certainly survive with the public transit system and a OBJECT_B.	NO_COMP	False	
 Protected bikeways also are a powerful symbol of democracy, because they show that a citizen on a $30 OBJECT_A is equally important to one in a $30,000 OBJECT_B.	NO_COMP	False	
Perhaps that's why driver are so courteous to bike riders there, because they appreciate that it's a OBJECT_A in front of them, and not another OBJECT_B.	NO_COMP	False	
I'd like better information on road closures and maintenance - up-to-date info on all activities that significantly affect transportation by OBJECT_A OR OBJECT_B.	NO_COMP	False	
Would it protect my noggin better in the chance of a OBJECT_A-vs-OBJECT_B mishap?	NO_COMP	False	
Where there isn't room in the far right lane for a OBJECT_A AND a OBJECT_B, I will occupy the center of that lane, because I don't want people trying to squeeze by me at 40mph in that narrow space.	NO_COMP	False	
I walked everywhere because I did not have a OBJECT_A, and took the bus or my OBJECT_B.	NO_COMP	False	
Then you would type, "I don't want a OBJECT_A because I have a OBJECT_B."	NO_COMP	False	
The OBJECT_A may turn out to be a much better product than the OBJECT_B originally envisioned .	BETTER	True	
Adolf Hitler on a OBJECT_A would be a better person than Albert Schweitzer in a OBJECT_B	BETTER	True	
Trip lengths by OBJECT_A are up in Copenhagen - and OBJECT_B trips are down - simply because it's a pain to drive in the city because of all the construction at the moment.	NO_COMP	False	
I know a few cases of dog having bad heart problems because their owner would make them run behind a OBJECT_A or a OBJECT_B.	NO_COMP	False	
Yet Orcutt's main support for the tax comes from his belief that riding a OBJECT_A is worse than driving a OBJECT_B for the environment.	WORSE	True	
That my employer does not pass these costs along (like they do with OBJECT_A parking) might be because the building management does not explicitly charge for OBJECT_B parking.	NO_COMP	False	
I am currently looking for a job, and because I already commute everywhere on my bike and live OBJECT_A free, I thought that I might look into being a OBJECT_B courier.	NO_COMP	False	
It is great that I can be here and take my medications and not be in a OBJECT_A or on a train (or worse, a OBJECT_B lol).	BETTER	True	tricky
Another illustration of how OBJECT_A lanes are counterproductive: I recently had to swerve out of the bike lane and into the traffic stream because there was a parked OBJECT_B blocking the bike lane.	NO_COMP	False	
I like having a OBJECT_A, not as nice as yours but a lot better than a OBJECT_B.	BETTER	True	
I was stationed in Germany ( Aschaffenburg ) near Frankfurt in the US Army Corps of Engineers and wanted to buy a OBJECT_A because all I had was my OBJECT_B as transportation.	NO_COMP	False	
One OBJECT_A OBJECT_B was covered with ice because the door was opened.	NO_COMP	False	
I have a OBJECT_A and it could easily be three weeks where I don't touch it because it's smarter to walk, OBJECT_B or take the bus or metro to most destinations.	WORSE	True	tricky
This is partly because it is smaller and more nimble in the same way a OBJECT_A is smaller and more nimble than a OBJECT_B, but it's also because the simple fact is that lots of people ride bikes.	BETTER	True	
Do yourself a favor, park (or better yet sell) the OBJECT_A, ride a OBJECT_B or take public transportation.	BETTER	True	tricky
You can do it because you personally are looking for a alternative to the OBJECT_A or a way to decrease the use of the ICE so you decide to use a OBJECT_B.	NO_COMP	False	
Long ago, I was in a similar situation, after getting fired from my OBJECT_A messenger job in SF because I had to be off work after getting hit by a OBJECT_B.	NO_COMP	False	
I said the police seemed to have got above themselves, and that the Chief Whip was mainly in trouble because he rode a OBJECT_A instead of sprawling in a chauffeured OBJECT_B.	NO_COMP	False	
Maybe it's because I always expect a OBJECT_A to dip into the OBJECT_B lane without giving a shit when I'm riding but I fear that someone else might not be as experienced as a rider.	NO_COMP	False	
Nearly half the OBJECT_A rides that occur in Beijing are less than five kilometers, a distance that can be better travelled via OBJECT_B or walking.	WORSE	True	better at short distances
People seems to forget that Chinese people uses OBJECT_A because they don't have much money to buy a OBJECT_B!	NO_COMP	False	
it's perfect for a summer vacation because you are really close to the beach (5 min by OBJECT_A or 10' by OBJECT_B) and the city cen...	NO_COMP	False	
I called Shadyside Honda because it was the dealer that was best situated so that when they had my OBJECT_A I could still get from the shop to home and to work on my OBJECT_B.	NO_COMP	False	
Then, we need to take alternative transportation seriously, and make it better to take busses or OBJECT_A (in this wonderful climate) or OBJECT_B pool.	NO_COMP	False	
This fish does not need a OBJECT_A, because it has a OBJECT_B!	NO_COMP	False	
A OBJECT_A, after all, is absolutely not a OBJECT_B - it can stop faster, gives a better field of view, and is much more efficient when moving than when stopped.	BETTER	True	
Comparing them is like saying a OBJECT_A hitting you at 90mph shouldn't kill you because a OBJECT_B hitting you at 5mph wouldn't kill you.	NO_COMP	False	
So I can share this secret: A OBJECT_A is better than a OBJECT_B.	BETTER	True	
5. Just because you ride a OBJECT_A doesn't mean you are better than drivers, it only means you can't afford a OBJECT_B.	NO_COMP	False	
They have that personal relationship with me, because I am on the OBJECT_A and it's easier to approach me than it is somebody in the OBJECT_B, Raines said.	NO_COMP	False	
For all of the arguments to the effect that because this was a bicyclist it is "understandable" I want you to go back and substitute the word Tractor or "slow moving OBJECT_A" instead of OBJECT_B.	NO_COMP	False	
Seven months on, he can no longer ride a OBJECT_A or drive a OBJECT_B because the stroke left him with half the peripheral vision in his left eye.	NO_COMP	False	
Last night, the Tigers lost a baseball game because Jack Cust, who if he was a OBJECT_A or a OBJECT_B would be equipped with squares for wheels, beat out an infield single in the 11th inning.	NO_COMP	False	
Is a motor OBJECT_A better than a OBJECT_B?	BETTER	True	question
That doesn't mean that a OBJECT_A is superior to a OBJECT_B.	NO_COMP	False	
Some may think that riding a OBJECT_A on busy roads is a bad idea, but it's environmentally friendly and good for your health, plus it's better and cheaper than owning a OBJECT_B.	BETTER	True	
Or do you think OBJECT_A seller win OBJECT_B seller because they sell more bikes.	NO_COMP	False	
1. Roof Mounted OBJECT_A Racks: This is a convenient arrangement because the back of the OBJECT_B is not blocked in any way.	NO_COMP	False	
Choosing vacation rentals and lodging located in the heart of Sunriver means you can leave the OBJECT_A behind and explore on foot or, better yet, OBJECT_B.	WORSE	True	
The campaign enraged OBJECT_A advocates because it seemed to mirror the placement of white Ghostbikes across the city, symbols of fatal OBJECT_B-v-bike smashes.	NO_COMP	False	
There is no better rush than the feel of traveling great distances with your OBJECT_A and discovering new places that you normally don't appreciate as well with your OBJECT_B.	BETTER	True	tricky
don't worry about blinding drivers because OBJECT_A headlights are many times brighter than any OBJECT_B light.	NO_COMP	False	
I cannot think of a better solution for keeping the front wheel of a OBJECT_A stable when traveling with your bike hanging on the rear bike rack of a OBJECT_B.	NO_COMP	False	
However, I have no problem with a portion of the taxes I pay being used for Muni because I understand how very much I benefit from Muni's existence whether I take Muni, OBJECT_A or drive my OBJECT_B.	NO_COMP	False	
Scooter rides are a great way to take in the Emerald Coast's natural beauty because they are more intimate than a OBJECT_A, but require far less effort than a OBJECT_B.	BETTER	True	
Remember the guy who drives his OBJECT_A because nobody will approve him for a OBJECT_B loan?	NO_COMP	False	
So unless you want OBJECT_A to smash OBJECT_B better let them share the road with other vehicules.	NO_COMP	False	
i used to have a motorbike and sold it because i'm just stuck in traffic on queen/spadina/front. now i just ride my OBJECT_A everywhere on wknds and only use the OBJECT_B to get to work.	NO_COMP	False	
Moreover, when going by OBJECT_A, landscapes and sightseeing places can be seen better than when hurrying by OBJECT_B.	BETTER	True	
34. OBJECT_A OR OBJECT_B? - Fall	NO_COMP	False	
(Fall, OBJECT_A, OBJECT_B) ENGL 304.	NO_COMP	False	
OBJECT_A AND OBJECT_B	NO_COMP	False	
8) OBJECT_A or OBJECT_B?	NO_COMP	False	
OBJECT_A 1983 through OBJECT_B 1985	NO_COMP	False	
OBJECT_A & OBJECT_B Olympic Games	NO_COMP	False	
OBJECT_A/OBJECT_B Energy Efficiency	NO_COMP	False	
(4) OBJECT_A/OBJECT_B Olympic Games;	NO_COMP	False	
("OBJECT_A Studies and OBJECT_B Rambles").	NO_COMP	False	
I OBJECT_A and OBJECT_B.	NO_COMP	False	
OBJECT_A 2003 and OBJECT_B 2004	NO_COMP	False	
OBJECT_A and OBJECT_B schools	NO_COMP	False	
OBJECT_A MPG 20.9/ OBJECT_B 18.8	NO_COMP	False	
20. OBJECT_A or OBJECT_B?	NO_COMP	False	
OBJECT_A or OBJECT_B [ 2 ].	NO_COMP	False	
OBJECT_A 1557 - OBJECT_B 1558 Summary	NO_COMP	False	
OBJECT_A and OBJECT_B.	NO_COMP	False	
Enjoy this OBJECT_A / OBJECT_B reading.	NO_COMP	False	
Why OBJECT_A/OBJECT_B?	NO_COMP	False	
OBJECT_A/OBJECT_B Housing	NO_COMP	False	
In OBJECT_A or OBJECT_B?	NO_COMP	False	
OBJECT_A OBJECT_B Spring Fall	NO_COMP	False	
t.tays on OBJECT_A and OBJECT_B.	NO_COMP	False	
OBJECT_A or OBJECT_B? - Fall 24.	NO_COMP	False	
OBJECT_A and OBJECT_B bird populations	NO_COMP	False	
And because parsley is available year round, it's good in OBJECT_A and good in OBJECT_B.	NO_COMP	False	
The only thing worse than a disappointing season is OBJECT_A, spring and OBJECT_B with no football.	NO_COMP	False	
So like many people you probably notice you get worse gas mileage in the OBJECT_A than in the OBJECT_B.	WORSE	True	
Honestly the OBJECT_A medals have been better than the OBJECT_B medals since 1992 with Albertville's.	BETTER	True	
We found the area beautiful in the OBJECT_A and even better in the OBJECT_B.	WORSE	True	
I confess that I like the OBJECT_A Olympics better than the OBJECT_B games.	BETTER	True	
I have cars with both, and the cloth is infinitely better in OBJECT_A/OBJECT_B extremes.	UNCLEAR	True	
Current tires are quieter, ride smoother, and handle 1000% better than the originals in both OBJECT_A and OBJECT_B.	NO_COMP	False	
Not having power in OBJECT_A is bad, but in a lot of ways I think being without power in OBJECT_B is worse.	BETTER	True	tricky
The technology is always getting better to block out hot sun in OBJECT_A and keep warm air inside in OBJECT_B.	NO_COMP	False	
It would be great in both OBJECT_A or OBJECT_B because of the heating and aircon.	NO_COMP	False	
If you have a warm OBJECT_A you are going to have scorpions worse throughout the OBJECT_B.	NO_COMP	False	
More than a half a million Americans experience a OBJECT_A depression, but are better come OBJECT_B.	NO_COMP	False	
Plan, work hard in, and enjoy your two months of OBJECT_A because OBJECT_B will not wait.	NO_COMP	False	
Soon, the terrain got much steeper and I advanced up a route that seemed better for OBJECT_A than OBJECT_B skiing.	BETTER	True	
Especially when you are studying, it is better to plan them during OBJECT_A and OBJECT_B holiday.	NO_COMP	False	
Eagle carcasses retrieved in the fall and OBJECT_A are generally in better shape than carcasses found in the OBJECT_B.	BETTER	True	
We've had an uncommonly mild fall and OBJECT_A, with only a few unbikeably frigid days-on balance, no worse than the heat of the OBJECT_B.	NO_COMP	False	
I don't know why; Thriller just seems better for OBJECT_A than OBJECT_B, and a nice cozy mystery for cold March.	BETTER	True	
Great during OBJECT_A months, even better during OBJECT_B.	WORSE	True	
Dryness is essentially a OBJECT_A problem, because humidity is high in OBJECT_B.	NO_COMP	False	
It is so ugly in the OBJECT_A and not much better in the OBJECT_B.	NO_COMP	False	
But i notice that it is at its worse in the dead of OBJECT_A, and then clears up in the OBJECT_B.	NO_COMP	False	
I LOOOVVVVEEE OBJECT_A, but even i am missing OBJECT_B :/ mainly because i have school.	NO_COMP	False	
Admits beers are better "crisper and cleaner" in OBJECT_A but says they mature much more rapidly in OBJECT_B.	UNCLEAR	True	
Especially since it is OBJECT_A in the Northern Hemisphere and the cap melting, which has gotten worse every year, won't occur until OBJECT_B.	NO_COMP	False	
We stayed in OBJECT_A so the concrete ombiance was better suited for hot OBJECT_B nights.	NO_COMP	False	
MINI's OBJECT_A tyres have been specially engineered to operate much better than OBJECT_B tyres at temperatures below 7°C.	BETTER	True	
If we have a strong OBJECT_A and fall, and weaker OBJECT_B and Spring we have a better budget scenario.	NO_COMP	False	
Optimal humidity will help you stay healthy and feel better all OBJECT_A long and in dry OBJECT_B months.	NO_COMP	False	
The eruption was worse in OBJECT_A and better in OBJECT_B.	WORSE	True	
Phormiums that are well watered during OBJECT_A will be much better adapted to deal with OBJECT_B cold.	NO_COMP	False	
Huang believes this year has been worse for West Nile simply because the mosquito population is larger because we had a mild OBJECT_A and a wet spring and OBJECT_B.	NO_COMP	False	
Clearly this is better to correct in the warmer months of OBJECT_A than the colder months of OBJECT_B.	NO_COMP	False	
So the blaze is only making matters worse for families who are watching from afar as their OBJECT_A and OBJECT_B grazing pastures are charred.	NO_COMP	False	
I'm 73 and have nothing better to do than camp and fish - OBJECT_A and OBJECT_B.	NO_COMP	False	
This is over the spring and OBJECT_A however, I imagine it would be much worse in the OBJECT_B.	BETTER	True	
If you get depressed in the OBJECT_A but feel much better in spring and OBJECT_B, you may have SAD.	NO_COMP	False	
English (Translate this text in English): Can close-out on good days in OBJECT_A, OBJECT_B is fine with better banks	NO_COMP	False	
Often (unless wind/ice is a factor), you can get better training done in the OBJECT_A than in the OBJECT_B.	BETTER	True	
I race better during the cooler months, late fall, OBJECT_A, and during spring, but not well during OBJECT_B.	BETTER	True	
Set against the breathtaking OBJECT_A, OBJECT_B, or fall backdrop of Lake Superior, let the Hampton... more	NO_COMP	False	
So - I figure its time to create a FAQ on why gas milage sucks worse in the OBJECT_A than in the OBJECT_B.	WORSE	True	
Thus they will be better in OBJECT_A than OBJECT_B.	BETTER	True	
Liu Jen-yi says bipolar disorder often gets worse when the seasons change, especially when going from spring to OBJECT_A or autumn to OBJECT_B.	NO_COMP	False	
Are folks betting that things will be better by OBJECT_A in this OBJECT_B of discontent?	NO_COMP	False	
It really screams OBJECT_A to me because I don't cold brew coffee in the OBJECT_B.	NO_COMP	False	
My Pendletons are quite varied, some OBJECT_A weight and others OBJECT_B weight, to better layer.	NO_COMP	False	
I'd say you're better off having both sets of tires, or OBJECT_A tires and OBJECT_B tires.	NO_COMP	False	
Providing superior customer OBJECT_A season, OBJECT_B and fall are perfect times for distribservice is one good example.	NO_COMP	False	
Fans in the OBJECT_A, lights in the OBJECT_B and your flock ( and herd) will be producing better all year.	NO_COMP	False	
Look at weather-related death rates in OBJECT_A and in OBJECT_B, and the case is overwhelming that warmer is better.	NO_COMP	False	
Also keep in mind that OBJECT_A blends will give you worse mileage than OBJECT_B.	WORSE	True	
As to the foam-on stuff, am I better off doing it in the OBJECT_A or OBJECT_B?	NO_COMP	False	
The housing is little better than tar-paper shacks, hot in OBJECT_A and cold in OBJECT_B.	NO_COMP	False	
In OBJECT_A the black flies and mosquitoes have their way with you and worse, having to sit on the dreaded frozen toilet seat in the OBJECT_B.	NO_COMP	False	
it's cold OBJECT_A at the moment, but I feel like during the OBJECT_B it would be ALOT better.	NO_COMP	False	
The latter factor contributed to a better fattening by grazing and more effective utilization of both OBJECT_A and OBJECT_B ranges.	NO_COMP	False	
Ask about our great rates for the OBJECT_A and better rates during the OBJECT_B.	WORSE	True	
In OBJECT_A my scalp becomes one giant flake but in OBJECT_B its barely worse than dandruff.	NO_COMP	False	
Snowboarding during OBJECT_A is a lot better than during OBJECT_B.	BETTER	True	
For this reason, you're likely to get better logs if they are harvested in OBJECT_A, rather than OBJECT_B.	BETTER	True	tricky
Last year they held up shipping during the OBJECT_A because of the OBJECT_B only tires.	NO_COMP	False	
Chamonix, better known as Mont Blanc, has become a real Mecca for OBJECT_A and OBJECT_B sports enthusiasts.	NO_COMP	False	
As a long time diesel owner I can tell you that OBJECT_A time fuel mileage mixed will be 20% worse of more than OBJECT_B driving.	WORSE	True	
Tastefully decorated, these condominiums offer moderate to superior Teton Village rentals for the OBJECT_A or OBJECT_B vacation traveller.	NO_COMP	False	
Do you feel sad during the OBJECT_A months and then feel better in the spring and OBJECT_B?	NO_COMP	False	
The better your insulation qualities, the more heat you'll block in OBJECT_A and retain in OBJECT_B, he says.	NO_COMP	False	
In cooler climates, the overall annual outcome can even improve the Star rating, as benefits from more OBJECT_A solar gain outweigh worse OBJECT_B comfort!	NO_COMP	False	
Maybe it is because I associate pies with spring and OBJECT_A more than autumn and OBJECT_B.	NO_COMP	False	
It's worse in the OBJECT_A time than in the OBJECT_B.	WORSE	True	
The NW Alpinist salopettes will be warmer in OBJECT_A and breath better in OBJECT_B than anything I have ever owned.	NO_COMP	False	
It´s OBJECT_A here and I think it comes out better in spring or OBJECT_B.	NO_COMP	False	
It's not electricity, because we use lightbulbs before sunrise and after sunset in OBJECT_A and OBJECT_B.	NO_COMP	False	
I don't know what is worse the OBJECT_A w/ the pool or the OBJECT_B with the heat on.	NO_COMP	False	
All we need is for OBJECT_A, OBJECT_B and Jaguar to start the trend.	NO_COMP	False	
We currently serve Audi, Volkswagen, Mini, OBJECT_A, and OBJECT_B.	NO_COMP	False	
Executive vehicles (including OBJECT_A, OBJECT_B and other executive marques)	NO_COMP	False	
Just look at the same era OBJECT_A, OBJECT_B, or Jaguar.	NO_COMP	False	
This includes several OBJECT_A and OBJECT_B Benz automobiles.	NO_COMP	False	
The real problem for OBJECT_A is not OBJECT_B.	NO_COMP	False	
Other brands like: Audi, OBJECT_A, Acura, Lexus don't offer yet a small SUV like OBJECT_B X1.	NO_COMP	False	
Ferrari, Porsche, OBJECT_A, OBJECT_B, Range Rover, etc).	NO_COMP	False	
They're off to strong starts in January - OBJECT_A , OBJECT_B , Audi .	NO_COMP	False	
OBJECT_A and OBJECT_B Unveil Models for Luxury Market	NO_COMP	False	
What's wrong with being OBJECT_A or OBJECT_B?	NO_COMP	False	
Fitment: They are specially designed for Luxury European cars such as OBJECT_A, OBJECT_B, AUDI, Porsche.	NO_COMP	False	
I suggest Grand Banks compares to Rolls Royce, rather than, say, a OBJECT_A Benz, or OBJECT_B.	NO_COMP	False	
Let try OBJECT_A ML (body on frame and OBJECT_B X5 series.	NO_COMP	False	
We also tested OBJECT_A and OBJECT_B.	NO_COMP	False	
It supported by VW/ Audi, OBJECT_A and OBJECT_B.	NO_COMP	False	
This is the OBJECT_A X5 and OBJECT_B ML direct competitor.	NO_COMP	False	
OBJECT_A & OBJECT_B Repair Lake Norman, NC	NO_COMP	False	
In fact, many 'supercars' will use OBJECT_A or OBJECT_B engines.	NO_COMP	False	
you OBJECT_A and OBJECT_B people are idiots.	NO_COMP	False	
All Car Tuning and Diagnostic Services specialising in OBJECT_A, OBJECT_B, Servicing, Volkswagen.	NO_COMP	False	
Try buying a OBJECT_A or OBJECT_B for that!	NO_COMP	False	
I believe it's quicker, I've sped away from many a OBJECT_A and OBJECT_B!	NO_COMP	False	
You probably can't afford a OBJECT_A Benz or OBJECT_B either.	NO_COMP	False	
Our team is experienced in all OBJECT_A and OBJECT_B models.	NO_COMP	False	
You've probably ridden behind a OBJECT_A or OBJECT_B diesel and not known it because they don't smoke and don't make clattering diesel sounds.	NO_COMP	False	
Caddy should not be chasing OBJECT_A, since Buick apparently wants to be Lexus then Caddy better aspire to be Rolls or Bentley or heck, at least OBJECT_B Benz.	UNCLEAR	True	
Going up against the OBJECT_A 5-series and OBJECT_B-Benz E-class, Lexus gave the GS better handling for the 2013 model year.	UNCLEAR	True	
Drivetrain Due to its much higher torque, the OBJECT_A X6 M does a much better job of transmitting its engine's horsepower to its wheels than the OBJECT_B-Benz G-Class.	BETTER	True	
Just funny to me how a less reliable machine can cost more because it looks better,   that goes for Bosch,  Dacor,  Sub-Zero,   OBJECT_A,  and OBJECT_B.	NO_COMP	False	
OBJECT_A doesn't have a Maybach anymore so they're able to make and take the S-Class to another level that Audi or OBJECT_B likely won't meet because they have their own uber luxury brand.	NO_COMP	False	
JP Morgan's Jose Asumendi rated OBJECT_A higher than OBJECT_B because of the manufacturer's product momentum, pricing-power and platform strategy.	BETTER	True	
In 30 minutes, EIGHT OBJECT_A/OBJECT_B/jaguar owners said they could not help me because they were either in a rush or "didn't know how to open their hoods".	NO_COMP	False	
it's simple OBJECT_A makes a superior car to OBJECT_B in this class.	BETTER	True	
This detail is particularly interesting on the X6, because OBJECT_A is applying an aggressive application of the four-door-coupe concept first seen on the OBJECT_B CLS, to the SUV/Crossover genre.	NO_COMP	False	
Utility The OBJECT_A X5 offers greater seating capacity than the OBJECT_B-Benz M-Class, making it a better choice for those who find themselves chauffeuring others around.	BETTER	True	
As for "GM's junk", GM has better statistical quality than OBJECT_A and OBJECT_B-Benz.	UNCLEAR	True	
There is no better place to see a OBJECT_A, an Audi and a OBJECT_B go head-to-head-to-head in a white-knuckle brawl for the finish line.	NO_COMP	False	
Much better looking than OBJECT_A or OBJECT_B.	NO_COMP	False	
Is a new car buyer wise to pay the premium for a OBJECT_A, Audi, or OBJECT_B and despite their high prices do they make better second-hand buys?	NO_COMP	False	
Is it true that you had the OBJECT_A X5, but that you bought an additional OBJECT_B because you thought the X5 was too big to go get coffee with?	NO_COMP	False	
OBJECT_A, OBJECT_B and Audi also make an appearance with the senior set, probably because they have money to spare and can't take it with them when they check out.	NO_COMP	False	
I use voice commands which in my experience works better than Honda's, OBJECT_A, or OBJECT_B.	NO_COMP	False	
The Leith OBJECT_A finance manager just came over from OBJECT_B a week ago, his price is retail $3200 for the 6/100k and he doesn't know how to find out how to get a better price.	NO_COMP	False	
Manufacturers like Ferrari, Honda, OBJECT_A, OBJECT_B too(me thinks) were here because of the limelight that they could be in.	NO_COMP	False	
Do you think people drive luxury cars, like a OBJECT_A Benz or a OBJECT_B, because of the great gas mileage?	NO_COMP	False	
The Germans have high labor costs as well but are doing just fine because either they're assembling in Eastern Europe or building expensive cars with higher margins (Audi, OBJECT_A, OBJECT_B).	NO_COMP	False	
The IS250's V6 would be cool: people underrate that engine largely because they haven't driven the equally dog-a-riffic OBJECT_A 323i or OBJECT_B C250, but it is smooth and revs nicely.	NO_COMP	False	
Those seeking a diesel that gets near or better than 40 mpg, meanwhile, can shop Audi, OBJECT_A-Benz or OBJECT_B.	NO_COMP	False	
It's no surprise to hear that Hyundai has recruited OBJECT_A designers (and some from OBJECT_B) because the i40 has more than a hint of Merc CLS about it.	NO_COMP	False	
And that's where the Q45 gets hurt no matter how good the car because Infiniti just does not have the image of Lexus, OBJECT_A and OBJECT_B.	NO_COMP	False	
And OBJECT_A is even loosing straight-line battles with the porkers over at OBJECT_B (the M6 looses out to the Sl600, and that's a shame because I hate the SL).	NO_COMP	False	
What they don't realize is that Cadillac is far superior to most of the OBJECT_A and OBJECT_B they hold so dear.	UNCLEAR	True	
Of course Volvo marketers would prefer you cross-shop the S80 against the E-Class OBJECT_A and 5 series OBJECT_B as well as the Audi A6, because then the $37,200 price tag will seem like a bargain.	NO_COMP	False	
