caption,sentence,object_a,object_b,predicted,gold
"infersent ('full sentence', ExtractRawSentence(processing=None))",Does this imply that milk is worse than soda as far as tooth decay is concerned??,milk,soda,ARG,NONE
"infersent ('full sentence', ExtractRawSentence(processing=None))","But those games are both available for ds and Wii as well, its just simply that we were able to get better deals on the ps2 versions.",ds,ps2,NONE,ARG
"infersent ('full sentence', ExtractRawSentence(processing=None))","Thoughts that day turned not to coffee, but to water and juice, the cooler the better.",coffee,juice,NONE,ARG
"infersent ('full sentence', ExtractRawSentence(processing=None))",Even Windows 8 does (in my experience) a decent job of playing games that hark back to the Windows XP era.,Windows XP,Windows 8,NONE,ARG
"infersent ('full sentence', ExtractRawSentence(processing=None))","I live in the home of Coca-Cola, so Pepsi is a little harder to come by vending machine wise.",Coca-Cola,Pepsi,NONE,ARG
"infersent ('full sentence', ExtractRawSentence(processing=None))",Toyota and Nissan would probably like nothing better than to see American car companies go under forever.,Toyota,Nissan,ARG,NONE
"infersent ('full sentence', ExtractRawSentence(processing=None))",is better supported than the MySQL/SQLite one).,MySQL,SQLite,ARG,NONE
"infersent ('full sentence', ExtractRawSentence(processing=None))","Latex paint provides better fade resistance, flexibility, chalk resistance and adhesion.",paint,chalk,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",Thanks to Apple removing Google maps which is 1000x better.,Apple,Google,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","It would be faster to turn on Windows XP, wait 10 minutes for it to boot, and check email that way."" - TechTarget news director Bridget Botelho's husband, on the non-intuitive nature of Windows 8 on a Samsung Series 7 Slate tablet .",Windows XP,Windows 8,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",My minestrone soup is always better with homemade pasta.,soup,pasta,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","On Tuesday, the Gators flunked their midterm against missouri, but Indiana submitted one of the better wins of the season at michigan State.",michigan,missouri,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",Why should cricketers and hockey players not be able to earn a decent living like footballers or basketball players do?,basketball,hockey,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","could also do that for MySQL, but PostgreSQL is simply a better RDBMS.",MySQL,PostgreSQL,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","She'd like to try hockey, but her dad got her hooked on the safer alternative of golf instead.",golf,hockey,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",Is Windows Vista better than Windows XP when scaled out to multiple users?,Windows XP,Windows Vista,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","In fact, amazon did poorly in google overall in general.",google,amazon,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Goodnight NetBeans, Hello Eclipse",Eclipse,NetBeans,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","faster than C++, more concise than Perl, more regular than Python, more",Python,Perl,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Early adopters of Windows 8 will find the new operating system to be like Windows 7, but optimized and faster.",Windows 7,Windows 8,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","A 5-2-1 california team went down, 27-7, then 5-1-1 oregon fell harder, 33-0.",california,oregon,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",Do you think though in general simple bread bakeries are harder than small woodfired pizza places?,bread,pizza,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Unlike Windows 7, which provided Microsoft's large user base with an evolutionary path forward from Windows XP, with a look, feel and overall experience that was better - Windows 8 is a different beast.",Windows XP,Windows 8,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","Windows 8 has efficiency improvements over Windows 7, making it about 10% faster overall.",Windows 7,Windows 8,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","This tea is much better with milk, I think.",milk,tea,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",(Is It easier to beat a google than a facebook?),google,facebook,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","If Nikon wants to claim PRO status and quality and perhaps better than Canon, then they should be willing to go there and hit the big MP guys (Leica & Kodak's huge sensor).",Nikon,Leica,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Lang, a talented tennis player and an even better basketball player, liked her busy schedule.",basketball,tennis,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Amidst a game going poorly against carolina, fans blamed Jones for drafting Carter earlier than Quincy's pedigree at georgia dictated.",georgia,carolina,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","- QUICK MOVEMENT The speed of your player is based on the weight of your gun, so when the round starts, switching to the pistol or even better, your knife, will result in much faster movement.",knife,pistol,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","We're going to have a point of view on what's better on a sandwich, what's better on a salad, what's better on a pizza.""",pizza,sandwich,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Granted both players have their own endorsement deals with the Nike, but perhaps they should have known better than to show an Adidas event in Swoosh-branded attire.",Nike,Adidas,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Now, unlike Microsoft, Apple isn't selling an inferior product.",Microsoft,Apple,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",Where marketshare matters more -- the tablet market -- Apple dominates over Google and inferior competitors such as Microsoft and Blackberry .,Microsoft,Google,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","No car drives nicer and safer than this one, made of a real steel, not plastic or aluminum.",steel,aluminum,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","The notebook's SYSmark 2004 SE performance scores were in line with those of the Dell Inspiron E1505 , which houses a slightly slower, 1.6-GHz Intel Core Duo T2300.",Intel,Dell,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Finding your next used car, truck or suv in Woodbridge just got easier with the CarFinder at Lustine Chrysler Dodge jeep.",suv,jeep,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","You also say, ""Additionally, it is equally as hard (I believe harder) to score a[n] incapacitating blow with a knife that with a pistol.""",knife,pistol,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","In addition, having already previewed Samsung i7110, we have to admit that the Nokia ergonomics are a whole lot better.",Nokia,Samsung,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","As with all Mercedes-Benz products, the new C300 and C350 are expected to retain high resale value, on par with the Audi A4 and better than the Cadillac CTS and Jaguar X-Type.",Audi,Mercedes-Benz,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",I was also surprised at how robust the query planner and optimizers are compared to Oracle when our performance testing found PostgreSQL to be faster.,Oracle,PostgreSQL,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","(10 For NetBeans, -5 for Eclipse)",Eclipse,NetBeans,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","First nite enjoyed with grilled porterhouse steak, 2nd nite (it tasted even better) with salad, candied carrots and crusty bread!",bread,steak,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",Google Makes it Easier to Dump Microsoft Office #io14,Microsoft,Google,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","Heck, if Microsoft can make a decent keyboard cover, you would think Apple could, right?",Microsoft,Apple,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","For me, bread or potato is far superior to pasta.",bread,pasta,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","There's a free demo that you can try using any type of network connection, including USB and Firewire, but if you decide to use it you'll get better results from a faster network connection, such as Gigabit Ethernet.",USB,Ethernet,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","We at Dell have been champions of the message that companies need to switch from Windows XP ever since Microsoft announced that it would be dis continuing support for the platform, not only for the superior features that Windows 7 and Windows 8 bring to the enterprise that help to increase productivity and make life easier on the IT department from the management perspective.",Microsoft,Dell,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",Why can't Ford puts better handling into the FWD Fusion if Honda can do it 10 years ago?,Ford,Honda,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","However, he added that Google Apps are ""significantly inferior to Microsoft Office.""",Microsoft,Google,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","Robert Kubica was second fastest in his BMW Sauber, just four-tenths shy of pace-setter Glock while Nico Rosberg posted the third best time just a fraction slower in his Williams Toyota.",Toyota,BMW,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",":) Is Python ""better"" than Perl?",Python,Perl,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Groovy - I love it's implicit goal of making life easier for the developer and it's interop with Java combined with features like it's XML processing, make it a great instant productivity tool.",Java,Groovy,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","The breeding of the Okami concept with the ds hardware has resulted in a game with very different strengths and weaknesses than the ps2 original -- sometimes for better, and sometimes for worse.",ds,ps2,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Modern hardware/ multicore systems perform much better on Windows 7 or Windows 8, instead of Windows XP.",Windows XP,Windows 8,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","Worse, everything you're promoting in this ""war against Apple"" is precisely what Microsoft is doing wrong.",Microsoft,Apple,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Toyota engines have better ""overclocking"" but less factory output specs; while Nissan has higher factory output but less ""overclocking"" capabilities.",Toyota,Nissan,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","I can see why you would prefer Java to Python (speed), and Tcl (better language).",Java,Python,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","I don't think it could've worked out any better with what happened (at dartmouth) at the end of the game up there, and then obviously our rival (harvard).""",harvard,dartmouth,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",I know you can write Scala as a 'better Java'.,Java,Scala,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",missouri is learning it needs a better QB. 3. West virginia (-4) at Texas Tech.,virginia,missouri,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","A migration to Windows 7 will likely be faster, but one to Windows 8 will have more longevity - Windows 7 support ends in January 2020, less than 6 years away, and organizations that are so late on Windows XP should not get into the same situation with end of Windows 7 support.",Windows XP,Windows 8,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","I was originally going to develop my website using JSPs, but learned that my ISP did not support JSPs, only Java servlets (!), so I was forced to look at PHP as a faster, easier way of developing the site.",Java,PHP,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",They cut off tennis coverage to show us Women's college basketball or even worse little league baseball...,baseball,tennis,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",Did you work harder at oregon State than you did at virginia?,virginia,oregon,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",Samsung is becoming the Intel that sold Pentium 4's at 4Ghz while AMD sold Athlon 64 at just half the speed with a better performance.,Samsung,AMD,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Contrast that with Microsoft or, even worse, Google and its absolutely a disaster.",Microsoft,Google,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","This is updated to take full advantage of Java 8. - Scala is slightly nicer some syntactic flourishments (for comprehensions, pattern matching), but it's not necessary.",Java,Scala,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",Groovy - a very powerful object oriented language that extends Java while making it much easier to use for analytic programmers that are used to languages like SAS.,Java,Groovy,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","The micro-USB adapter plugs into your smartphone, enabling faster-than-Bluetooth data speeds over a distance of a few centimeters.",USB,Bluetooth,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",IBM WebSphere is 17% faster per core on Intel Sandy Bridge at less than half the cost compared to Oracle WebLogic,IBM,Intel,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","You can also do ith with Python, but I think this is quite straightforward and easier to understand #!/bin/Bash # This script reprojects and subsets a bunch of HDF files stored in # a given dir (WORKDIR).",Python,Bash,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",Compared to Perl - Ruby is much much nicer.,Ruby,Perl,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","If michigan hadn't stolen Rich Rodriguez from West virginia, both teams may be much better off than they are today.",virginia,michigan,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",The more Ohio NCAA Division II (with football) colleges spend the better quality you can expect from their lacrosse programs.,football,lacrosse,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","The PSP does support a few thing that ds can't, They are DLC, better sound, ps2-like Graphics.",ds,ps2,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",Not sure Ford is going to be any better than Honda in that regard.,Ford,Honda,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","A lot nicer than Java without the performance penalty of other languages that target the JVM, such as Groovy or Python.",Java,Python,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",Our Sources tell us that Pepsi felt that Lynxxx who spent the better part of 2011 Touring and doing TV/Radio interviews has been career dead for just too long and this is affecting their brand presence in Nigeria which is currently controlled by arch rival Coca-Cola.,Coca-Cola,Pepsi,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","Scala is a hell of a lot faster than PLT Scheme, and it plays perfectly with the vast Java ecosystem, while Scheme does not.",Java,Scala,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Apple has also add the ability to connect the Apple TV with a Bluetooth keyboard (?!), which allows users to enter text for search much faster that using the four-way remote control, and likely faster than the Remote app for iOS, once you factor in connection and navigation time.",iOS,Apple TV,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","I know, you might expect me to be a PHP-GTK fan, but Perl-GTK just seems nicer.",PHP,Perl,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","To that I say crap, America does is better then any other country on the planet, America always has done it better, and we always will, so if you want to help your country, buy American products, buy the LG TV rather then the Samsung, buy the Chevrolet rather then the Toyota.",Toyota,Chevrolet,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","(I was surprised that they did not cough up some virginia wines, but they limited themselves to the safer california varietals.",california,virginia,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Yes, CUDA has been around longer, receives more support, and is a better product in almost all ways then OpenCL.",CUDA,OpenCL,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","As Reuters reported , Mercedes-Benz' parent Daimler is considering shedding some of its company-owned dealerships in Germany to better compete with its main rivals, Audi and BMW.",Audi,Mercedes-Benz,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",What I got out of it was that Amazon has a decent enough deal for Apple Care.,Apple,Amazon,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",tea is steeped in boiling water and is a superior alternative to lobster juice.,tea,juice,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","Yeah, it's much easier to compete with Nokia than Samsung.",Nokia,Samsung,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Sony Xperia Tablet Z has a better processor, much better form factor, slightly larger display, better connectivity options, better compatibility, better performance, etc., as compared to Apple iPad.",Apple,Sony,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",Natural stone pool coping has a superior advantage over pre-cast concrete and tile.,stone,concrete,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","You would use Groovy instead of JRuby because it plugs into the average Java developer's brain easier since it doesn't require you learn a whole new library, API, syntax, and new way of doing things.",Java,Groovy,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Will current parents and future parents decide that baseball or whatever is a better, safer alternative to football?",football,baseball,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","Even though my laptop isn't called ""ipod""'..."" Of course, Apple's attack-lawyers would have worded it better.",laptop,ipod,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Whatever the ds can do , wii can do better, right?",wii,ds,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","More open to possibilities that once seemed outlandish, Apple couldn't have found a better enterprise partner than IBM.",Apple,IBM,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Open standards are better than propietary ones, and you should know by now that's also my POV, but actual applications are better than none and OpenCL it's been here for only 1 year or so, and it's not yet as good as CUDA.",CUDA,OpenCL,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","To put its performance in perspective, that's just over 4min faster than the dual-core Intel Atom-equipped HP Mini 5103 netbook and 33sec faster than the AMD E-350 APU-equipped Dell Inspiron M102z netbook.",Intel,Dell,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Nike is definitely not my favorite, also Adidas aren't better than Converse either.",Nike,Adidas,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Even though Chevrolet models in the mid-1920s () caused the mere demise of Model T due to its superior amenities against the stereotype-driven T form, Henry Ford undoubtedly installed value to his product through price leadership strategy.",Ford,Chevrolet,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","While the 1.6GHz Intel Core i7 720QM processor runs at a slower base clockspeed than the 2.66GHz 620M chip of the Advent Sienna 700 and Sony VAIO VPC-Z12V9E/X, it is in fact far more powerful, due to its quad-core design, increased Hyper-Threading and efficient overclocking abilities.",Sony,Intel,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","I just started learning Objective-C, should I just learn Swift instead?",Swift,Objective-C,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",The sooner people stop buying these Lexus things the better as I'm sick of people saying how nice it is when they are considering a new Audi etc. It's a stinking over priced Toyota - get over it!!!,Audi,Lexus,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","In the past ten years, auto manufacturing jobs have grown at a faster pace in transplant states like georgia, Alabama or Mississippi than they are in michigan.",georgia,michigan,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","Grails uses Groovy, which IMO is easier to learn than Ruby, especially is you already know Java.",Java,Groovy,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",LUKE : Is Perl better than Python?,Python,Perl,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",ds beats out psp,ds,psp,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","This is Windows XP not Vista !! Windows Vista has nicer desktop than xp, because it has more additional features.",Windows XP,Windows Vista,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","The chairman of Ford, Harold Poling, told reporters that Japanese consumers buy so few American cars because they are too fond of luxury makes like Mercedes and BMW, not because American cars are poorly made.",Ford,BMW,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","But when I do a qrun, an Apple node is designated the mother superior node but the job runs on the IBM nodes.",Apple,IBM,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Ford surpassed Toyota in overall reliability years ago, and the Fusion has outranked the poorly built Camry in reliability by two full levels for the past three years.",Ford,Toyota,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",The emphasis is surprisingly different: Scala is very much about better component oriented programming for the Java platform.,Java,Scala,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","It's gotten better with youtube, but Kreva's itunes page is bare except for his collaboration with Miyavi.",youtube,itunes,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","In short, I don't think ABCL is a particularly useful tool to help you learn Java; it's probably a better tool to help you learn Lisp.",Java,Lisp,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",Motorola was king before Nokia came in.,Nokia,Motorola,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","My 9800GTX+ does 0% Blanked OpenCL AP tasks in a bit under 4 hours (13,600 secs), while my GTX460 does them in just over half an hour (2,100 secs), so my 9800GTX+ is about 6½ times slower than my GTX460, while at CUDA MB the 9800GTX+ is only around twice as slow as the GTX460, for a 0.37 AR the 9800GTX+ does it around 1250 secs, while the GTX460 does it in 565 secs.",CUDA,OpenCL,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",A decent fruit beer as it was not too sweet nor too juice-like.,beer,juice,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Unexpectedly, it was football that made him a better tennis player.",football,tennis,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",Is football better than baseball?,football,baseball,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Nissan/Infiniti have been the Houdini of the motor industry, not very long ago it did look as though they might go under because of their horrendous debts but with Renault on board and some truly exciting new products the future looks a great deal better.",Nissan,Renault,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",Eclipse instead of NetBeans,Eclipse,NetBeans,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","The better young male athletes in the US, said McEnroe, prefer to play football and basketball over tennis.",football,tennis,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","Now whether or not hockey hits are harder than football, who knows.",football,hockey,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",A plywood boat better than a steel one?,steel,plywood,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",stone is harder than metal.,metal,stone,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",The wii U version will be inferior to the others (except ps3 and Xbox 360.,wii,ps3,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",Will google Music Become Bigger and Better than itunes?,google,itunes,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",Smalltalk had a nice bytecoded multi-platform virtual machine long before Java.,Java,Smalltalk,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",for those who care about such things... i returned my Nikon 4500 10 days ago on 12th day of free 10-day trial and i traded down to a panasonic lumix LC40 with Leica lens because it had a faster shutter response and looked pretty bad ass.,Nikon,Leica,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","Perl's still at a decent level, on par with PHP and still above Python and...",Python,PHP,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",Exactly like Windows XP and 7 and nothing like Windows 8. but with better performance,Windows XP,Windows 8,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",I have done a decent amount of psp hacking but now i am looking to dive into the wii.,wii,psp,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",Of course a Ford V8 is a bunch different that a Toyota I6 so the Hooker could be worse.,Ford,Toyota,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","I have read the Renault-Infiniti, actually aren't they really Nissan, engine slower than Ferrari and Merc?",Nissan,Renault,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","The same can be said for graphics, as this machine outperforms the Sony, even though they use the same Intel chip, making it a better choice if you're looking to edit photos and movies - although the Asus is still the best option for this.",Sony,Intel,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Mediocre TN panels are usually the best we get on laptops (i.e., anything Apple, or some of the higher resolution upgrade options on Dell, etc).",Apple,Dell,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","I used to use Perl or white my own CGI's in C, but PHP is so, much easier than either.",PHP,Perl,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","Reviewed by: Lianne Reitter , send e-mail Published by: Stardock Corporation, go to the web site Requires: Works best with Windows XP, but also works with Windows 98, ME and 2000; Pentium III or faster CPU, 128MB RAM MSRP: $49.95",Windows XP,Windows 98,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",I have tried using Perl (slow) and AWK (faster but still slow) - does anyone have any suggestions or pointers toward alternative approaches?,Perl,AWK,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","Windows XP needed two service packs, but Windows 98 was even worse, needing a second edition to plug the holes.",Windows XP,Windows 98,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","(FWIW, Smalltalk (and to a much lesser extent, Java)",Java,Smalltalk,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","Jefferson, LA USA LUKE: Is Perl better than Python?",Python,Perl,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Rushed to market in 1983 to compete against the new IBM PC, it was so poorly designed that even Apple couldn't sell it.",Apple,IBM,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","For example, NYCB's program cites a study in which ballet was found to be the second-most strenuous ""sport"" out there: easier than football, harder than hockey.",football,hockey,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",Should Bluetooth mp3 access be faster than USB memory stick?,USB,Bluetooth,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",Since halloween is officially here I guess there is no better time to start posting thanksgiving recipes.,thanksgiving,halloween,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",I have several web sites where I have migrated from MySQL to SQLite and I couldn't be happier: it's faster with less CPU and memory footprint.,MySQL,SQLite,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",The consensus seems to be that Java killed Smalltalk.,Java,Smalltalk,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","I think PostgreSQL can support all syntax H.Q. Is more easy created question via Oracle syntax, and processing is faster (maybe better optimalisation now), than ANSI WITH syntax.",Oracle,PostgreSQL,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",John F. kennedy did barely better against Richard nixon.,kennedy,nixon,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","I will start my JavaScript tutorials soon, but for now I'm booked pretty solid with just learning PHP and mySQL.",PHP,JavaScript,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","The big jumps in computing power in the last few years have been around adding more CPU cores and reducing power consumption, the major software companies have been making their software run more efficiently (Windows 7 runs better on 5+ year-old hardware than Windows XP did when the hardware was brand new and Windows 8 runs even better again).",Windows XP,Windows 8,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",What better ingredient to pair with cranberry juice than tea!,tea,juice,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","It's just Apple trying to get better terms/service from IBM (think Dell's ""talks"" with AMD)",Apple,IBM,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))",So in this respect Google is no better than Microsoft.,Microsoft,Google,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","amazon is much better, as is netflix, and hulu.",amazon,hulu,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Still much better in Java, but the Scala plugin is catching up fast.",Java,Scala,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","youtube is so much easier, or google.",google,youtube,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Unlike Ford (and the MUCH WORSE) Toyota service departments, Lincoln seems to offer very good service here in the Sunbelt.",Ford,Toyota,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))",Simon Calder's holiday Helpdesk: Am I better off paying my Mexico wedding package by credit card?,holiday,wedding,ARG,NONE
"infersent ('middle part', ExtractMiddlePart(processing=None))","Apple's Swift Programming Language Faster, Safer Than Objective-C",Swift,Objective-C,NONE,ARG
"infersent ('middle part', ExtractMiddlePart(processing=None))","I like this model since I can start (or even do local dev) on SQLite and if I need better performance/functionality I can switch to a bigger DB system (MySQL, postgres, etc) by changing a line in my configuration file.",MySQL,SQLite,NONE,ARG
