_unit_id,_created_at,_updated_at,a,also_acceptable,b,expected_label,id,marker,raw_text,text_html,text_readable,label_gold,label_gold_reason
1532714574,1/5/2018 16:45:24,1/5/2018 17:48:16,IBM,"",Intel,"",G1024661434,TRUE,sony should also prefer windows phone os(apollo) along with android because windows phone is much better than android.Microsoft is os giant as compared to google which is internet search giant.So anytime microsoft can make best os for smartphones and tablets.agree it,"<span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> WebSphere is 17% faster per core on <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> Sandy Bridge at less than half the cost compared to Oracle WebLogic",*IBM* WebSphere is 17% faster per core on §Intel$ Sandy Bridge at less than half the cost compared to Oracle WebLogic,,
1532714575,1/5/2018 16:45:24,1/5/2018 17:14:58,Ford,"",Toyota,"",Q2682781132,TRUE,"One can argue that Toyota comes up with better names than, say BMW - ""Avalon"", ""Tacoma"", ""Corrolla"" sound better than ""3.25"" or ""5.25"".","The Rogue offers better mpg compared to its rivals, including the Honda CR-V, <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> Escape and <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> RAV4.","The Rogue offers better mpg compared to its rivals, including the Honda CR-V, *Ford* Escape and §Toyota$ RAV4.",,
1532714576,1/5/2018 16:45:24,1/5/2018 17:49:15,Google,"",Amazon,"",A791710,TRUE,I don't see Apple syncing anything better than Google.,"0.0099 0.0080 0.0060 0.0040 0.0030 0.0020 0.0018 0.0012 0.0000 <span style=""color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> HP Microsoft Rackspace Note: Shorter bars are better.",0.0099 0.0080 0.0060 0.0040 0.0030 0.0020 0.0018 0.0012 0.0000 *Amazon* §Google$ HP Microsoft Rackspace Note: Shorter bars are better.,,
1532714577,1/5/2018 16:45:24,1/5/2018 17:12:06,Ford,"",BMW,"",P2574424734,TRUE,Buy Honda or Toyota.,"The new <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> will be faster, cheaper, more practical and have much better traction while being build in Germany, just like <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>.","The new *Ford* will be faster, cheaper, more practical and have much better traction while being build in Germany, just like §BMW$.",,
1532714578,1/5/2018 16:45:24,1/5/2018 17:18:27,Nokia,"",Samsung,"",L1775395531,TRUE,"Acer Travelmate 8372 and Aspire 3820, Dell Vostro V130, Samsung QX310 all have inferior displays; Sony Vaio S13 and Apple MacBook Air aren't as expensive; Sony Vaio...","My recollection has been that <span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span> did pretty well and <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> quite poorly.",My recollection has been that *Nokia* did pretty well and §Samsung$ quite poorly.,,
1532714579,1/5/2018 16:45:24,1/5/2018 17:16:27,Nike,"",Adidas,"",Q2720847784,TRUE,"We stock a great range of superior quality sheepskin car seat covers for most vehicles including ford, holden, vw, mercedes, bmw, hyundai and more.","The standard <span style=""color: #9A14B2; font-weight: bold"">Adidas:[OBJECT_A]</span> jerseys are much nicer than those by <span style=""color: #6CB219; font-weight: bold"">Nike:[OBJECT_B]</span>.",The standard *Adidas* jerseys are much nicer than those by §Nike$.,,
1532714580,1/5/2018 16:45:24,1/5/2018 17:25:09,Google,"",Sony,"",N2262670438,TRUE,Nick Heidfeld Germany BMW Sauber-Ferrari 1m 19.899s 17.,"<span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> should also prefer windows phone os(apollo) along with android because windows phone is much better than android.Microsoft is os giant as compared to <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> which is internet search giant.So anytime microsoft can make best os for smartphones and tablets.agree it",*Sony* should also prefer windows phone os(apollo) along with android because windows phone is much better than android.Microsoft is os giant as compared to §Google$ which is internet search giant.So anytime microsoft can make best os for smartphones and tablets.agree it,,
1532714581,1/5/2018 16:45:24,1/5/2018 17:15:52,Toyota,"",BMW,"",L1892507093,TRUE,"Now, Dell will be able to better compete with HP, Lenovo, IBM and Cisco, said Patrick Moorhead, an analyst with Moor Insights & Strategy.","One can argue that <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> comes up with better names than, say <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> - ""Avalon"", ""Tacoma"", ""Corrolla"" sound better than ""3.25"" or ""5.25"".","One can argue that *Toyota* comes up with better names than, say §BMW$ - ""Avalon"", ""Tacoma"", ""Corrolla"" sound better than ""3.25"" or ""5.25"".",,
1532714582,1/5/2018 16:45:24,1/5/2018 17:25:08,Apple,"",Google,"",G1056680781,TRUE,"Test drove Ford, Nissan, Honda too.","I don't see <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> syncing anything better than <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span>.",I don't see *Apple* syncing anything better than §Google$.,,
1532714583,1/5/2018 16:45:24,1/5/2018 17:10:23,Toyota,"",Honda,"",D427873064,FALSE,"With my (not so cheap) Sony UX and 2.5G internet, I can run AGWTracker with Google Maps connected to APRS-IS in the car (sadly, I have better connectivity across much of the country than I do via rf.)","Buy <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>.",Buy *Honda* or §Toyota$.,,
1532714584,1/5/2018 16:45:24,1/5/2018 17:25:08,Apple,"",Dell,"",A131151979,TRUE,Google Makes it Easier to Dump Microsoft Office #io14,"Acer Travelmate 8372 and Aspire 3820, <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> Vostro V130, Samsung QX310 all have inferior displays; Sony Vaio S13 and <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> MacBook Air aren't as expensive; Sony Vaio...","Acer Travelmate 8372 and Aspire 3820, *Dell* Vostro V130, Samsung QX310 all have inferior displays; Sony Vaio S13 and §Apple$ MacBook Air aren't as expensive; Sony Vaio...",,
1532714585,1/5/2018 16:45:24,1/5/2018 17:14:37,Ford,"",BMW,"",S3086071110,TRUE,"Some Auto Dealers in San Mateo County CA Are Much Better Than Others The Prime Buyer's Report lists these automobile dealerships in San Mateo County: Autobahn Motors, Putnam Chevrolet Cadillac Inc, Serramonte Ford Used Cars, Toyota 101, Putnam Lexus, Boardwalk Auto Center, Peter Pan Motors Inc, Grace Honda, BMW Specialist.","We stock a great range of superior quality sheepskin car seat covers for most vehicles including <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span>, holden, vw, mercedes, <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>, hyundai and more.","We stock a great range of superior quality sheepskin car seat covers for most vehicles including *Ford*, holden, vw, mercedes, §BMW$, hyundai and more.",,
1532714586,1/5/2018 16:45:24,1/5/2018 17:50:58,Ferrari,"",BMW,"",L1803809450,FALSE,"I loved the look of Chevrolet and that's what I really wanted, but if the price was better, a Ford would have suited me just fine.","Nick Heidfeld Germany <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> Sauber-<span style=""color: #6CB219; font-weight: bold"">Ferrari:[OBJECT_B]</span> 1m 19.899s 17.",Nick Heidfeld Germany *BMW* Sauber-§Ferrari$ 1m 19.899s 17.,,
1532714587,1/5/2018 16:45:24,1/5/2018 17:19:16,IBM,"",Dell,"",L1843148344,TRUE,"Corvette, Porsche, Viper, Lotus, BMW and even Ferrari.","Now, <span style=color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> will be able to better compete with HP, Lenovo, <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span> and Cisco,"" said Patrick Moorhead, an analyst with Moor Insights & Strategy.","Now, *Dell* will be able to better compete with HP, Lenovo, §IBM$ and Cisco, said Patrick Moorhead, an analyst with Moor Insights & Strategy.",,
1532714588,1/5/2018 16:45:24,1/5/2018 17:20:40,Honda,"",Nissan,"",O2350427056,FALSE,"While many luxury brands have announced that they're strongly considering all-wheel drive variants of some of their high performance vehicle line ups to better compete against the likes of Audi and to fulfill demand (such as Mercedes-Benz offering 4MATIC all-wheel drive for the E63 and CLS63 AMG in left-hand drive markets), BMW have reportedly said [...]","Test drove Ford, <span style=""color: #9A14B2; font-weight: bold"">Nissan:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> too.","Test drove Ford, *Nissan*, §Honda$ too.",,
1532714589,1/5/2018 16:45:24,1/5/2018 17:25:08,Google,"",Sony,"",T3194850107,TRUE,for those who care about such things... i returned my nikon 4500 10 days ago on 12th day of free 10-day trial and i traded down to a panasonic lumix LC40 with Leica lens because it had a faster shutter response and looked pretty bad ass.,"With my (not so cheap) <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> UX and 2.5G internet, I can run AGWTracker with <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> Maps connected to APRS-IS in the car (sadly, I have better connectivity across much of the country than I do via rf.)","With my (not so cheap) *Sony* UX and 2.5G internet, I can run AGWTracker with §Google$ Maps connected to APRS-IS in the car (sadly, I have better connectivity across much of the country than I do via rf.)",,
1532714591,1/5/2018 16:45:24,1/5/2018 17:15:25,Microsoft,"",Google,"",F824601019,TRUE,"That said, I have to say that the quality of the M-Edge is so far superior to the Sony case or the Amazon Cover that I am quickly becoming very fond of it.","<span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> Makes it Easier to Dump <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> Office #io14",*Google* Makes it Easier to Dump §Microsoft$ Office #io14,,
1532714592,1/5/2018 16:45:24,1/5/2018 17:20:40,Cadillac,"",Lexus,"",N2245723247,TRUE,An example would be Ford makes better pick up trucks and Toyota makes better sedans.,"Some Auto Dealers in San Mateo County CA Are Much Better Than Others The Prime Buyer's Report lists these automobile dealerships in San Mateo County: Autobahn Motors, Putnam Chevrolet <span style=""color: #9A14B2; font-weight: bold"">Cadillac:[OBJECT_A]</span> Inc, Serramonte Ford Used Cars, Toyota 101, Putnam <span style=""color: #6CB219; font-weight: bold"">Lexus:[OBJECT_B]</span>, Boardwalk Auto Center, Peter Pan Motors Inc, Grace Honda, BMW Specialist.","Some Auto Dealers in San Mateo County CA Are Much Better Than Others The Prime Buyer's Report lists these automobile dealerships in San Mateo County: Autobahn Motors, Putnam Chevrolet *Cadillac* Inc, Serramonte Ford Used Cars, Toyota 101, Putnam §Lexus$, Boardwalk Auto Center, Peter Pan Motors Inc, Grace Honda, BMW Specialist.",,
1532714593,1/5/2018 16:45:24,1/5/2018 17:41:36,Ford,"",Chevrolet,"",H1187070887,TRUE,"EXAMPLES Toyota Prius, Honda Insight","I loved the look of <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> and that's what I really wanted, but if the price was better, a <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> would have suited me just fine.","I loved the look of *Chevrolet* and that's what I really wanted, but if the price was better, a §Ford$ would have suited me just fine.",,
1532714594,1/5/2018 16:45:24,1/5/2018 17:22:23,Ferrari,"",BMW,"",D526176806,FALSE,"Exactically what i mean, why can't they put a V6 2.5ltr in the 318 too? ---- If it's like ford or honda in the US, and BMW is like Caddillac, then why can't they make there cars even better then the small-time populars?","Corvette, Porsche, Viper, Lotus, <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> and even <span style=""color: #6CB219; font-weight: bold"">Ferrari:[OBJECT_B]</span>.","Corvette, Porsche, Viper, Lotus, *BMW* and even §Ferrari$.",,
1532714595,1/5/2018 16:45:24,1/5/2018 17:20:57,Audi,"",Mercedes-Benz,"",T3160966946,TRUE,"Just because a Toyota may ""look"" cooler than a BMW doesn't make it a better car.","While many luxury brands have announced that they're strongly considering all-wheel drive variants of some of their high performance vehicle line ups to better compete against the likes of <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span> and to fulfill demand (such as <span style=""color: #6CB219; font-weight: bold"">Mercedes-Benz:[OBJECT_B]</span> offering 4MATIC all-wheel drive for the E63 and CLS63 AMG in left-hand drive markets), BMW have reportedly said [...]","While many luxury brands have announced that they're strongly considering all-wheel drive variants of some of their high performance vehicle line ups to better compete against the likes of *Audi* and to fulfill demand (such as §Mercedes-Benz$ offering 4MATIC all-wheel drive for the E63 and CLS63 AMG in left-hand drive markets), BMW have reportedly said [...]",,
1532714596,1/5/2018 16:45:24,1/5/2018 17:23:35,Nikon,"",Leica,"",F766011054,TRUE,"i love my GF1 but i will like the Gf2 to became a rangefinder, i need a finder sometimes, a real finder on the corner like a leica, i'm also missing the focus , manual override of my nikon lenses, and i believe in the systme, we will have more and more lenses from diferente brands and high ISO will be better in the early years,","for those who care about such things... i returned my <span style=""color: #9A14B2; font-weight: bold"">Nikon:[OBJECT_A]</span> 4500 10 days ago on 12th day of free 10-day trial and i traded down to a panasonic lumix LC40 with <span style=""color: #6CB219; font-weight: bold"">Leica:[OBJECT_B]</span> lens because it had a faster shutter response and looked pretty bad ass.",for those who care about such things... i returned my *Nikon* 4500 10 days ago on 12th day of free 10-day trial and i traded down to a panasonic lumix LC40 with §Leica$ lens because it had a faster shutter response and looked pretty bad ass.,,
1532714597,1/5/2018 16:45:24,1/5/2018 17:41:24,Sony,"",Amazon,"",O2373230574,TRUE,4L60E 700R4 4L80E E4OD 4R100 2004R C4 C6 TH350 TH400 A727 46re 47re 48re Transmission Parts available at Oregon Performance Transmission from ATSG Transgo Superior Tru-Cool Hayden & Sonnax for GM Ford Chrysler BMW Toyota Honda.,"That said, I have to say that the quality of the M-Edge is so far superior to the <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> case or the <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> Cover that I am quickly becoming very fond of it.","That said, I have to say that the quality of the M-Edge is so far superior to the *Sony* case or the §Amazon$ Cover that I am quickly becoming very fond of it.",,
1532714598,1/5/2018 16:45:24,1/5/2018 17:13:13,Ford,"",Toyota,"",B297763396,TRUE,"The goal of the PCGA, a nonprofit consortium of game developers and publishers (Epic, Activision), hardware manufacturers and OEMs (Dell, Nvidia, AMD, Intel, Acer), and the mighty Microsoft itself, is to make the end user experience easier and to advocate the PC as a solid and superior gaming platform.","An example would be <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> makes better pick up trucks and <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> makes better sedans.",An example would be *Ford* makes better pick up trucks and §Toyota$ makes better sedans.,,
1532714599,1/5/2018 16:45:24,1/5/2018 17:08:35,Toyota,"",Honda,"",E683623792,FALSE,"Ford Motor Co, Honda Motor Co and Nissan Motor Co all posted better thane xpeced sales during the month of November.","EXAMPLES <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> Prius, <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> Insight","EXAMPLES *Toyota* Prius, §Honda$ Insight",,
1532714600,1/5/2018 16:45:24,1/5/2018 17:16:49,Ford,"",BMW,"",E682413539,TRUE,"The new chips include changes that provide faster access to memory, and IBM, NEC and Dell have changed designs to take advantage of those features.","Exactically what i mean, why can't they put a V6 2.5ltr in the 318 too? ---- If it's like <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> or honda in the US, and <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> is like Caddillac, then why can't they make there cars even better then the small-time populars?","Exactically what i mean, why can't they put a V6 2.5ltr in the 318 too? ---- If it's like *Ford* or honda in the US, and §BMW$ is like Caddillac, then why can't they make there cars even better then the small-time populars?",,
1532714601,1/5/2018 16:45:24,1/5/2018 17:11:59,Toyota,"",BMW,"",J1568498034,TRUE,"Nathan - sadly its not just Ford, BMW are no better with stock levels around here.","Just because a <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> may ""look"" cooler than a <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> doesn't make it a better car.","Just because a *Toyota* may ""look"" cooler than a §BMW$ doesn't make it a better car.",,
1532714602,1/5/2018 16:45:24,1/5/2018 17:10:36,Nikon,"",Leica,"",H1188147033,TRUE,"It was easier to explain that what Jaguar now offers, with the XF and the recently introduced new XJ, is a more personal kind of luxury with unique, dynamic exterior looks and a more bespoke-feeling interior than the engineering-driven designs of Audi, BMW, Mercedes, or Lexus.","i love my GF1 but i will like the Gf2 to became a rangefinder, i need a finder sometimes, a real finder on the corner like a <span style=""color: #9A14B2; font-weight: bold"">Leica:[OBJECT_A]</span>, i'm also missing the focus , manual override of my <span style=""color: #6CB219; font-weight: bold"">Nikon:[OBJECT_B]</span> lenses, and i believe in the systme, we will have more and more lenses from diferente brands and high ISO will be better in the early years,","i love my GF1 but i will like the Gf2 to became a rangefinder, i need a finder sometimes, a real finder on the corner like a *Leica*, i'm also missing the focus , manual override of my §Nikon$ lenses, and i believe in the systme, we will have more and more lenses from diferente brands and high ISO will be better in the early years,",,
1532714603,1/5/2018 16:45:24,1/5/2018 17:46:40,Ford,"",BMW,"",A84304551,TRUE,New Toyota and Honda Vehicles,"4L60E 700R4 4L80E E4OD 4R100 2004R C4 C6 TH350 TH400 A727 46re 47re 48re Transmission Parts available at Oregon Performance Transmission from ATSG Transgo Superior Tru-Cool Hayden & Sonnax for GM <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> Chrysler <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> Toyota Honda.",4L60E 700R4 4L80E E4OD 4R100 2004R C4 C6 TH350 TH400 A727 46re 47re 48re Transmission Parts available at Oregon Performance Transmission from ATSG Transgo Superior Tru-Cool Hayden & Sonnax for GM *Ford* Chrysler §BMW$ Toyota Honda.,,
1532714604,1/5/2018 16:45:24,1/5/2018 17:21:44,Intel,"",Dell,"",P2505470818,TRUE,"I appreciate a review that will tell me, hey the suspension is xyz, and that is better because Toyota/ Chrysler / BMW do it cheaper or better, or shittier or the transmission was outsourced from Tremec because the engine was too strong for their in-house automatic and Tremec makes the best transmission with strong shifts.... etc.","The goal of the PCGA, a nonprofit consortium of game developers and publishers (Epic, Activision), hardware manufacturers and OEMs (<span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span>, Nvidia, AMD, <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span>, Acer), and the mighty Microsoft itself, is to make the end user experience easier and to advocate the PC as a solid and superior gaming platform.","The goal of the PCGA, a nonprofit consortium of game developers and publishers (Epic, Activision), hardware manufacturers and OEMs (*Dell*, Nvidia, AMD, §Intel$, Acer), and the mighty Microsoft itself, is to make the end user experience easier and to advocate the PC as a solid and superior gaming platform.",,
1532714605,1/5/2018 16:45:24,1/5/2018 17:16:37,Ford,"",Honda,"",F740471653,TRUE,"Clearly, the Nissan NV Cargo NV1500 is a better financial choice over the Toyota Sienna, when considering MSRP.","<span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> Motor Co, <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> Motor Co and Nissan Motor Co all posted better thane xpeced sales during the month of November.","*Ford* Motor Co, §Honda$ Motor Co and Nissan Motor Co all posted better thane xpeced sales during the month of November.",,
1532714606,1/5/2018 16:45:24,1/5/2018 17:17:15,IBM,"",Dell,"",P2573940397,TRUE,"Recent improvements in the performance of thermoelectric (TE) semiconductors-perhaps most familiar as the solid-state devices that heat and chill luxury car seats-has prompted the U.S. Department of Energy (DOE) to help fund researchers at General Motors , Ford , and BMW  find out if the materials could recapture energy that is lost in engine exhaust by turning waste heat into electricity.","The new chips include changes that provide faster access to memory, and <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span>, NEC and <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> have changed designs to take advantage of those features.","The new chips include changes that provide faster access to memory, and *IBM*, NEC and §Dell$ have changed designs to take advantage of those features.",,
1532714607,1/5/2018 16:45:24,1/6/2018 18:37:56,Ford,"",BMW,"",L1783893318,TRUE,Garveyism in Belize - Peter Ashdown - Google Books influence Isaiah Morter Jamaica Journal July King and Empire Kingston later ... unenfranchised UNIA branch UNIA in Belize UNIA meeting UNIA members ...,"Nathan - sadly its not just <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> are no better with stock levels around here.","Nathan - sadly its not just *Ford*, §BMW$ are no better with stock levels around here.",,
1532714608,1/5/2018 16:45:25,1/5/2018 17:16:12,Audi,"",Lexus,"",J1479389384,TRUE,"To that I say crap, America does is better then any other country on the planet, America always has done it better, and we always will, so if you want to help your country, buy American products, buy the LG TV rather then the Samsung, buy the Chevrolet rather then the Toyota.","It was easier to explain that what Jaguar now offers, with the XF and the recently introduced new XJ, is a more personal kind of luxury with unique, dynamic exterior looks and a more bespoke-feeling interior than the engineering-driven designs of <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span>, BMW, Mercedes, or <span style=""color: #6CB219; font-weight: bold"">Lexus:[OBJECT_B]</span>.","It was easier to explain that what Jaguar now offers, with the XF and the recently introduced new XJ, is a more personal kind of luxury with unique, dynamic exterior looks and a more bespoke-feeling interior than the engineering-driven designs of *Audi*, BMW, Mercedes, or §Lexus$.",,
1532714609,1/5/2018 16:45:25,1/5/2018 17:14:59,Toyota,"",Honda,"",L1798502156,FALSE,"I notice many people say they will buy the ""better quality car"" when they make one well lately Cadillac was second only to Lexus and many here still bought Infinity, or Acura, Benz, etc. or kept their remaining.","New <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> Vehicles",New *Toyota* and §Honda$ Vehicles,,
1532714610,1/5/2018 16:45:25,1/5/2018 17:20:31,Toyota,"",BMW,"",G1019629641,TRUE,Look at Honda and Toyota.,"I appreciate a review that will tell me, hey the suspension is xyz, and that is better because <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span>/ Chrysler / <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> do it cheaper or better, or shittier or the transmission was outsourced from Tremec because the engine was too strong for their in-house automatic and Tremec makes the best transmission with strong shifts.... etc.","I appreciate a review that will tell me, hey the suspension is xyz, and that is better because *Toyota*/ Chrysler / §BMW$ do it cheaper or better, or shittier or the transmission was outsourced from Tremec because the engine was too strong for their in-house automatic and Tremec makes the best transmission with strong shifts.... etc.",,
1532714611,1/5/2018 16:45:25,1/5/2018 17:16:28,Toyota,"",Nissan,"",D489027521,TRUE,"The Cell is a high performance chip that is set to be the core of the Sony Playstation 3 video game system - its incredibly low cost, but because its highly specialized to do certain kinds of number crunching and application tasks, its faster than general purpose chips like the Intel Pentium or the PowerPC G5.","Clearly, the <span style=""color: #9A14B2; font-weight: bold"">Nissan:[OBJECT_A]</span> NV Cargo NV1500 is a better financial choice over the <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> Sienna, when considering MSRP.","Clearly, the *Nissan* NV Cargo NV1500 is a better financial choice over the §Toyota$ Sienna, when considering MSRP.",,
1532714612,1/5/2018 16:45:25,1/5/2018 17:12:58,Ford,"",BMW,"",M2076375766,TRUE,Jeeeshh... Google is worse than Microsoft of the 90s.,"Recent improvements in the performance of thermoelectric (TE) semiconductors-perhaps most familiar as the solid-state devices that heat and chill luxury car seats-has prompted the U.S. Department of Energy (DOE) to help fund researchers at General Motors , <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> , and <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>  find out if the materials could recapture energy that is lost in engine exhaust by turning waste heat into electricity.","Recent improvements in the performance of thermoelectric (TE) semiconductors-perhaps most familiar as the solid-state devices that heat and chill luxury car seats-has prompted the U.S. Department of Energy (DOE) to help fund researchers at General Motors , *Ford* , and §BMW$  find out if the materials could recapture energy that is lost in engine exhaust by turning waste heat into electricity.",,
1532714613,1/5/2018 16:45:25,1/5/2018 17:22:56,Google,"",Kingston,"",F798297392,FALSE,"The likes of Ford, BMW, Audi, Mercedes, Toyota etc don't even have to try to market a car in Europe because it just happens, but Chevrolet along with their Corvette brand has to work at it much harder.","Garveyism in Belize - Peter Ashdown - <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> Books influence Isaiah Morter Jamaica Journal July King and Empire <span style=""color: #6CB219; font-weight: bold"">Kingston:[OBJECT_B]</span> later ... unenfranchised UNIA branch UNIA in Belize UNIA meeting UNIA members ...",Garveyism in Belize - Peter Ashdown - *Google* Books influence Isaiah Morter Jamaica Journal July King and Empire §Kingston$ later ... unenfranchised UNIA branch UNIA in Belize UNIA meeting UNIA members ...,,
1532714614,1/5/2018 16:45:25,1/5/2018 17:18:48,Toyota,"",Chevrolet,"",R2934555772,TRUE,Apple would be better off competing with Nintendo than Sony and MS.,"To that I say crap, America does is better then any other country on the planet, America always has done it better, and we always will, so if you want to help your country, buy American products, buy the LG TV rather then the Samsung, buy the <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> rather then the <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>.","To that I say crap, America does is better then any other country on the planet, America always has done it better, and we always will, so if you want to help your country, buy American products, buy the LG TV rather then the Samsung, buy the *Chevrolet* rather then the §Toyota$.",,
1532714615,1/5/2018 16:45:25,1/5/2018 18:48:52,Cadillac,"",Lexus,"",I1280016715,TRUE,"Cadillac & its sisters(Pontiac,Buick and Olds)dominated the professional car market due to the fact that these were available in a heavy duty commercial chassais that were economical to purchase by coach builders,were solid foundations for a wide variety of coach styles and once in service,were reliable and very easy to maintain & repair.","I notice many people say they will buy the ""better quality car"" when they make one well lately <span style=""color: #9A14B2; font-weight: bold"">Cadillac:[OBJECT_A]</span> was second only to <span style=""color: #6CB219; font-weight: bold"">Lexus:[OBJECT_B]</span> and many here still bought Infinity, or Acura, Benz, etc. or kept their remaining.","I notice many people say they will buy the ""better quality car"" when they make one well lately *Cadillac* was second only to §Lexus$ and many here still bought Infinity, or Acura, Benz, etc. or kept their remaining.",,
1532714616,1/5/2018 16:45:25,1/5/2018 17:15:48,Toyota,"",Honda,"",K1646157236,FALSE,"Those names are BMW, Ferrari, and Pierce Brosnan.","Look at <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>.",Look at *Honda* and §Toyota$.,,
1532714617,1/5/2018 16:45:25,1/5/2018 17:23:39,Sony,"",Intel,"",O2430948891,TRUE,This is why Toyota is doing better than Ford+Holden.,"The Cell is a high performance chip that is set to be the core of the <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> Playstation 3 video game system - its incredibly low cost, but because its highly specialized to do certain kinds of number crunching and application tasks, its faster than general purpose chips like the <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> Pentium or the PowerPC G5.","The Cell is a high performance chip that is set to be the core of the *Sony* Playstation 3 video game system - its incredibly low cost, but because its highly specialized to do certain kinds of number crunching and application tasks, its faster than general purpose chips like the §Intel$ Pentium or the PowerPC G5.",,
