id,sentence,object_a,object_b,most_frequent_label,most_frequent_percentage,path
D412885695,"But the increased data capacity helps everyone: The faster your smartphone surfs the Web, the more you surf facebook and the more you shop at amazon.",facebook,amazon,NONE,1.0,X/PROPN/ROOT/^ shop/NOUN/conj/V Y/PROPN/pobj/<
Q2659513762,There is one case where Python and Java do better than OCaml: OCaml strings are mutable!,Python,Java,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
Q2659513762,There is one case where Python and Java do better than OCaml: OCaml strings are mutable!,Python,Java,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
H1076626429,"I figured it was JavaScript, but if it can be done in PHP, that'd be better.",JavaScript,PHP,NONE,0.6,X/PROPN/ROOT/^ Y/PROPN/pobj/<
H1076626429,"I figured it was JavaScript, but if it can be done in PHP, that'd be better.",JavaScript,PHP,NONE,0.6,X/PROPN/ROOT/^ but/CONJ/cc/V Y/PROPN/pobj/<
H1076626429,"I figured it was JavaScript, but if it can be done in PHP, that'd be better.",JavaScript,PHP,NONE,0.6,X/PROPN/ROOT/^ do/VERB/conj/V Y/PROPN/pobj/<
I1388284733,"I think Microsoft will probably let this one go; however, it does reflect poorly on Lee (and Google).",Microsoft,Google,NONE,0.6,X/PROPN/nsubj/> reflect/VERB/ROOT/^ lee/PROPN/pobj/< Y/PROPN/conj/<
Q2651396670,There have been a few heated debates on CUDA vs. OpenCL for GPUs and I certainly do not want to give the impression that I know which technology is better.,CUDA,OpenCL,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
Q2651396670,There have been a few heated debates on CUDA vs. OpenCL for GPUs and I certainly do not want to give the impression that I know which technology is better.,CUDA,OpenCL,NONE,1.0,X/PROPN/ROOT/^ vs./ADP/prep/V Y/PROPN/pobj/<
Q2687185442,"The Samsung model has Bluetooth connectivity, USB 3.0, better battery life, and a smaller 16GB SSD.",Bluetooth,USB,NONE,1.0,X/PROPN/compound/> connectivity/NOUN/ROOT/^ Y/PROPN/appos/<
I1344274849,is better supported than the MySQL/SQLite one).,MySQL,SQLite,NONE,1.0,NOPATH
D451727160,CardMobili is The Digital and mobile wallet That Makes Your Life Easier!,mobile,wallet,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
H1197425124,I'm considering learning Python and more PHP if any of those would be better.,Python,PHP,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
H1197425124,I'm considering learning Python and more PHP if any of those would be better.,Python,PHP,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
H1197425124,I'm considering learning Python and more PHP if any of those would be better.,Python,PHP,NONE,1.0,X/PROPN/ROOT/^ more/ADJ/amod/V Y/PROPN/conj/<
H1179595298,I like these car companies: 1. BMW. 2. Ferrari.,BMW,Ferrari,NONE,1.0,NOPATH
J1538220140,"I wrote the early versions of the stanza generator in Python, because I find that a better language to think and sketch in than JavaScript.",Python,JavaScript,BETTER,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
J1538220140,"I wrote the early versions of the stanza generator in Python, because I find that a better language to think and sketch in than JavaScript.",Python,JavaScript,BETTER,1.0,X/PROPN/ROOT/^ find/VERB/advcl/V Y/PROPN/pobj/<
G935189765,"Hewlett-Packard, Dell and Samsung marched off to war with bold ""it'll all be over by Christmas""-style boasts of how they'd all build a better tablet than Apple.",Hewlett-Packard,Dell,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
K1629349043,"Like Ferrari, Renault struggled all weekend.",Ferrari,Renault,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
P2586231243,Then there were times when the Hawks had a better golf team than hockey team.,golf,hockey,BETTER,0.8333333333333334,X/ADJ/amod/> team/NOUN/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<
E575759708,"Developing ""best practices"" for Scala is going to be _much_ harder than for Java.",Scala,Java,WORSE,1.0,X/PROPN/nsubj/> go/VERB/ROOT/^ hard/ADJ/advmod/< than/ADP/prep/< for/ADP/prep/< Y/PROPN/pobj/<
T3253708374,"You have solid Java skills and some functional programming experience, preferably with Scala .",Java,Scala,NONE,1.0,X/ADJ/amod/> skill/NOUN/ROOT/^ experience/NOUN/conj/< with/ADP/prep/< Y/PROPN/pobj/<
I1298054592,Internal timber and concrete floors,timber,concrete,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
I1298054592,Internal timber and concrete floors,timber,concrete,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
N2120558610,"Ruby wasn't designed to ""exemplify best practices"", it was to be a better Perl.",Ruby,Perl,BETTER,0.4,X/PROPN/nsubjpass/> be/VERB/ROOT/^ Y/PROPN/attr/<
N2120558610,"Ruby wasn't designed to ""exemplify best practices"", it was to be a better Perl.",Ruby,Perl,BETTER,0.4,X/PROPN/nsubjpass/> be/VERB/ROOT/^ good/ADJ/amod/V Y/PROPN/attr/<
I1351529100,"Isola says he was a ""hell of a football player"" but a lousy baseball player.",football,baseball,BETTER,0.8,X/ADJ/amod/> player/NOUN/ROOT/^ Y/PROPN/conj/<
I1351529100,"Isola says he was a ""hell of a football player"" but a lousy baseball player.",football,baseball,BETTER,0.8,X/ADJ/amod/> player/NOUN/ROOT/^ lousy/ADJ/amod/V Y/PROPN/conj/<
G1001683508,I also don't find that things like bagels or pizza will spike me any worse than a dinner of steak and green beans.,pizza,steak,WORSE,0.4,X/PROPN/nsubj/> spike/VERB/ROOT/^ bad/ADJ/advmod/< than/ADP/prep/< dinner/NOUN/pobj/< of/ADP/prep/< Y/PROPN/pobj/<
N2260454983,So much better than Wellington milk tea.,milk,tea,NONE,0.8,X/PROPN/compound/> Y/PROPN/ROOT/^
S3038821911,"wedding, birthday and family reunion group shots have never been easier with Face Detection.",wedding,birthday,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
R2828650698,"this implemented faster ... I do SQL, PHP and Perl.",PHP,Perl,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
R2828650698,"this implemented faster ... I do SQL, PHP and Perl.",PHP,Perl,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
O2359669633,"Thanx for the replies guys...I do respect your opinions of coarse,but that's what they are....just opinions.What I was looking for was maybe some benchmark tests or something to show that OpenGL is truly better than Direct3D.",OpenGL,Direct3D,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
A84304551,4L60E 700R4 4L80E E4OD 4R100 2004R C4 C6 TH350 TH400 A727 46re 47re 48re Transmission Parts available at Oregon Performance Transmission from ATSG Transgo Superior Tru-Cool Hayden & Sonnax for GM Ford Chrysler BMW Toyota Honda.,Ford,BMW,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
A84304551,4L60E 700R4 4L80E E4OD 4R100 2004R C4 C6 TH350 TH400 A727 46re 47re 48re Transmission Parts available at Oregon Performance Transmission from ATSG Transgo Superior Tru-Cool Hayden & Sonnax for GM Ford Chrysler BMW Toyota Honda.,Ford,BMW,NONE,1.0,X/PROPN/compound/> chrysler/PROPN/compound/V Y/PROPN/ROOT/^
R2776970835,"They claim that Obama's Irish heritage is better documented than that of other US presidents including Ronald reagan, Bill Clinton, and even John F. kennedy.",reagan,kennedy,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
R2776970835,"They claim that Obama's Irish heritage is better documented than that of other US presidents including Ronald reagan, Bill Clinton, and even John F. kennedy.",reagan,kennedy,NONE,1.0,X/PROPN/ROOT/^ clinton/PROPN/conj/V Y/PROPN/conj/<
R2776970835,"They claim that Obama's Irish heritage is better documented than that of other US presidents including Ronald reagan, Bill Clinton, and even John F. kennedy.",reagan,kennedy,NONE,1.0,X/PROPN/ROOT/^ even/ADV/advmod/V Y/PROPN/conj/<
R2776970835,"They claim that Obama's Irish heritage is better documented than that of other US presidents including Ronald reagan, Bill Clinton, and even John F. kennedy.",reagan,kennedy,NONE,1.0,X/PROPN/ROOT/^ john/PROPN/compound/V Y/PROPN/conj/<
R2776970835,"They claim that Obama's Irish heritage is better documented than that of other US presidents including Ronald reagan, Bill Clinton, and even John F. kennedy.",reagan,kennedy,NONE,1.0,X/PROPN/ROOT/^ f./PROPN/compound/V Y/PROPN/conj/<
Q2768204837,"They also have great soup and the other food (pizza, sandwiches, etc.) is decent.",soup,pizza,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/appos/<
Q2768204837,"They also have great soup and the other food (pizza, sandwiches, etc.) is decent.",soup,pizza,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/appos/<
Q2768204837,"They also have great soup and the other food (pizza, sandwiches, etc.) is decent.",soup,pizza,NONE,1.0,X/PROPN/ROOT/^ food/NOUN/conj/V Y/PROPN/appos/<
P2582873141,"Then, on the other hand, we have safer, more mature names with limited growth profiles such as IBM, Dell and SAP, actually outperforming this year.""",IBM,Dell,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
M1982634120,"People typically choose C++ because it is, in most cases, faster than an alternative like Python or Java.",Python,Java,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
M1982634120,"People typically choose C++ because it is, in most cases, faster than an alternative like Python or Java.",Python,Java,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
I1394887720,"I think you better take a look at OpenGL/SDL, instead of trying to reimplement DirectX (IMO, it is pointless - too much work, too little gain), since WINE already reimplemented most part of it (Direct3D.",OpenGL,Direct3D,NONE,0.8,NOPATH
J1445232291,Its easy to work with like Python or Ruby but compiles to much faster native code.,Python,Ruby,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
J1445232291,Its easy to work with like Python or Ruby but compiles to much faster native code.,Python,Ruby,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
S3002382707,Video edited using Adobe Premiere Pro CS5.5 on a Windows 7 Dell PC (Intel i7 and USB 3.0 for a faster workflow).,Dell,Intel,NONE,1.0,X/ADJ/amod/> pc/NOUN/ROOT/^ Y/PROPN/appos/<
E688025516,"- Experience with Java, Python or Ruby.",Java,Ruby,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
E688025516,"- Experience with Java, Python or Ruby.",Java,Ruby,NONE,1.0,X/PROPN/ROOT/^ python/PROPN/conj/V Y/PROPN/conj/<
H1203865668,"IMHO Python has a much better underlying model, just take JavaScript ""null",Python,JavaScript,BETTER,1.0,X/PROPN/nsubj/> have/VERB/ROOT/^ take/VERB/dep/< Y/PROPN/dobj/<
F845489078,Handcrafted in America of solid cast-stone (concrete).,stone,concrete,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/appos/<
K1690445136,"maybe even ""Ruby or Java?"".",Ruby,Java,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
K1690445136,"maybe even ""Ruby or Java?"".",Ruby,Java,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
O2369349654,"That makes database examples much easier, as everyone will be able to try them without installing and configuring MySQL or PostgreSQL.",MySQL,PostgreSQL,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
O2369349654,"That makes database examples much easier, as everyone will be able to try them without installing and configuring MySQL or PostgreSQL.",MySQL,PostgreSQL,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
D406091925,"But perhaps better to have a Full frame body with a 24-70, or a Sigma 35mm or 50mm f/1.4 Art or a Nikon 24mm f/1.4.",Sigma,Nikon,NONE,1.0,X/PROPN/nsubj/> mm/NOUN/ROOT/^ art/NOUN/conj/< Y/PROPN/conj/<
L1823778672,No soda or anything with caffeine (including chocolate) because caffeine irritates the urinary tract and will make it worse.,soda,chocolate,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
L1823778672,No soda or anything with caffeine (including chocolate) because caffeine irritates the urinary tract and will make it worse.,soda,chocolate,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/pobj/<
L1823778672,No soda or anything with caffeine (including chocolate) because caffeine irritates the urinary tract and will make it worse.,soda,chocolate,NONE,1.0,X/PROPN/ROOT/^ anything/NOUN/conj/V Y/PROPN/pobj/<
N2126530970,"[Safer::Protocol] is used to provide a ruby analogue to Objective-C Protocols (which are similar to Java interfaces, but do not require inheritance).",Objective-C,Java,NONE,0.8,X/PROPN/compound/> protocols/PROPN/ROOT/^ (/PUNCT/punct/< be/VERB/relcl/< similar/ADJ/acomp/< to/ADP/prep/< Y/PROPN/pobj/<
B320572459,"A Palm/Handspring duo should have a better chance of competing in the PDA space with large rivals such as Dell, Hewlett-Packard, and Sharp.",Dell,Hewlett-Packard,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
R2822853821,This excellent PC optimizer helps your computer run faster by accelerating some key components of Windows Vista and Windows XP.,Windows Vista,Windows XP,NONE,0.8,X/PROPN/ROOT/^ Y/PROPN/conj/<
R2822853821,This excellent PC optimizer helps your computer run faster by accelerating some key components of Windows Vista and Windows XP.,Windows Vista,Windows XP,NONE,0.8,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
H1196149476,I'm a Toyota/Honda guy.,Toyota,Honda,NONE,1.0,NOPATH
D496388211,coffee and juice) is actually safer for my teeth.,coffee,juice,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
D496388211,coffee and juice) is actually safer for my teeth.,coffee,juice,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
R2786895482,"They know that Lexus has better residual, and that Audi has better tech.",Lexus,Audi,NONE,0.6,X/PROPN/nsubj/> have/VERB/ROOT/^ Y/PROPN/conj/<
R2786895482,"They know that Lexus has better residual, and that Audi has better tech.",Lexus,Audi,NONE,0.6,X/PROPN/nsubj/> have/VERB/ROOT/^ that/ADP/mark/V Y/PROPN/conj/<
A62868354,2) Python is much faster than Ruby when it comes to processing CSV files and not much slower than C.,Python,Ruby,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ fast/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
B228110474,"Although this is still roughly 2 times faster than Wi-Fi and 50 times faster than Bluetooth, it fell well short of its wired USB counterpart.",Bluetooth,USB,WORSE,0.8,X/PROPN/npadvmod/> fall/VERB/ROOT/^ short/ADJ/oprd/< of/ADP/prep/< Y/PROPN/pobj/<
B228110474,"Although this is still roughly 2 times faster than Wi-Fi and 50 times faster than Bluetooth, it fell well short of its wired USB counterpart.",Bluetooth,USB,WORSE,0.8,X/PROPN/npadvmod/> fall/VERB/ROOT/^ short/ADJ/oprd/< of/ADP/prep/< its/ADJ/poss/V Y/PROPN/pobj/<
B228110474,"Although this is still roughly 2 times faster than Wi-Fi and 50 times faster than Bluetooth, it fell well short of its wired USB counterpart.",Bluetooth,USB,WORSE,0.8,X/PROPN/npadvmod/> fall/VERB/ROOT/^ short/ADJ/oprd/< of/ADP/prep/< wire/VERB/amod/V Y/PROPN/pobj/<
K1724300550,Mobile development iOS (Objective-C or Swift) or Android.,Objective-C,Swift,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
K1724300550,Mobile development iOS (Objective-C or Swift) or Android.,Objective-C,Swift,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
K1601091813,Large Java projects are easier to understand than ones written in Perl.,Java,Perl,BETTER,1.0,X/ADJ/amod/> be/VERB/ROOT/^ than/ADP/prep/< one/NOUN/pobj/< write/VERB/acl/< in/ADP/prep/< Y/PROPN/pobj/<
R2922617051,"To make this delectable side bread, it's easier that saying pizza pie!",bread,pizza,WORSE,0.4,X/PROPN/intj/> '/VERB/ROOT/^ say/VERB/advcl/< Y/PROPN/xcomp/<
F740053323,"Ford, Chrysler restrict colors for new cars",Ford,Chrysler,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
P2594934643,"The only machines available with any degree of decent product design were made by Apple, Sony or Dell.",Apple,Sony,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
H1073500142,"If Ford wants me to buy American, then make a cheaper car that runs better than a Honda for the same price.",Ford,Honda,WORSE,0.8,X/PROPN/nsubj/> make/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<
D440837832,"california, Illinois, missouri, Oklahoma & Tennessee",california,missouri,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
D440837832,"california, Illinois, missouri, Oklahoma & Tennessee",california,missouri,NONE,1.0,X/PROPN/ROOT/^ illinois/PROPN/appos/V Y/PROPN/conj/<
N2132053786,Sand volleyball/tennis courts,volleyball,tennis,NONE,1.0,NOPATH
H1232414836,"In addition to EGOL's excellent comments, you will also have to compete with all the amazon affiliates that sell your product, and even worse, they will create crappy ads on the web and youtube showing your product.",amazon,youtube,NONE,1.0,X/PROPN/compound/> create/VERB/ROOT/^ web/NOUN/pobj/< Y/PROPN/conj/<
T3211776710,Would I be better off going USB or Ethernet or PCI express?,USB,Ethernet,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
T3211776710,Would I be better off going USB or Ethernet or PCI express?,USB,Ethernet,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
N2243745740,"- Solid web development experience using OOP, PHP, AJAX, MySQL, WEB SERVICES, JavaScript, XML, HTML",PHP,JavaScript,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
N2243745740,"- Solid web development experience using OOP, PHP, AJAX, MySQL, WEB SERVICES, JavaScript, XML, HTML",PHP,JavaScript,NONE,1.0,X/PROPN/ROOT/^ ajax/PROPN/npadvmod/V Y/PROPN/conj/<
F810017453,Gigabyte - Asus AWARD vs AMI bios.,Gigabyte,Asus,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
I1250153644,"Indeed, this has nothing in particular to do with Windows XP, however Windows Vista is becoming worse with respect to integrating DRM into the OS.",Windows XP,Windows Vista,BETTER,1.0,X/PROPN/ROOT/^ Y/PROPN/appos/<
I1250153644,"Indeed, this has nothing in particular to do with Windows XP, however Windows Vista is becoming worse with respect to integrating DRM into the OS.",Windows XP,Windows Vista,BETTER,1.0,X/PROPN/ROOT/^ however/ADV/advmod/V Y/PROPN/appos/<
L1867323334,Of course the Nintendo ds was performing much better than the wii.,ds,wii,BETTER,1.0,X/PROPN/nsubj/> perform/VERB/ROOT/^ good/ADJ/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
L1867323334,Of course the Nintendo ds was performing much better than the wii.,ds,wii,BETTER,1.0,X/PROPN/nsubj/> perform/VERB/ROOT/^ good/ADJ/advmod/< than/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<
S2970857132,"Uniquely designed cooler to carry different combinations of wine, soda, beer and water bottles.",soda,beer,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
K1608188510,"Later, when reagan came to power, I kept thinking, my God, he's worse than nixon.",reagan,nixon,WORSE,1.0,X/PROPN/nsubj/> come/VERB/ROOT/^ keep/VERB/conj/< '/VERB/conj/< bad/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
R2922273970,"To make it easier for application writers, the OpenGL and Direct3D libraries each adopt the philosophy and data structure style of their respective APIs.",OpenGL,Direct3D,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
R2922273970,"To make it easier for application writers, the OpenGL and Direct3D libraries each adopt the philosophy and data structure style of their respective APIs.",OpenGL,Direct3D,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
S2960605747,"u can run a Toyota like shit for years b4 anything will break, a BMW is more sensitive but it is much nicer to drive and its more comfertable.",Toyota,BMW,WORSE,0.8,X/PROPN/nsubj/> break/VERB/ROOT/^ Y/PROPN/dobj/<
S2960605747,"u can run a Toyota like shit for years b4 anything will break, a BMW is more sensitive but it is much nicer to drive and its more comfertable.",Toyota,BMW,WORSE,0.8,X/PROPN/nsubj/> like/ADP/prep/V break/VERB/ROOT/^ Y/PROPN/dobj/<
S2960605747,"u can run a Toyota like shit for years b4 anything will break, a BMW is more sensitive but it is much nicer to drive and its more comfertable.",Toyota,BMW,WORSE,0.8,X/PROPN/nsubj/> for/ADP/prep/V break/VERB/ROOT/^ Y/PROPN/dobj/<
N2198305041,"Shmaltz He'Brew Genesis Ale is a decent beer, like spiked Icy tea.",beer,tea,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
N2198305041,"Shmaltz He'Brew Genesis Ale is a decent beer, like spiked Icy tea.",beer,tea,NONE,1.0,X/PROPN/ROOT/^ like/ADP/prep/V Y/PROPN/pobj/<
N2198305041,"Shmaltz He'Brew Genesis Ale is a decent beer, like spiked Icy tea.",beer,tea,NONE,1.0,X/PROPN/ROOT/^ spike/VERB/amod/V Y/PROPN/pobj/<
N2198305041,"Shmaltz He'Brew Genesis Ale is a decent beer, like spiked Icy tea.",beer,tea,NONE,1.0,X/PROPN/ROOT/^ icy/PROPN/compound/V Y/PROPN/pobj/<
B241856606,Analysts have forecast solid to strong results from facebook and amazon.,facebook,amazon,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
B241856606,Analysts have forecast solid to strong results from facebook and amazon.,facebook,amazon,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
J1446485223,"It seems that Ford, BMW, Infiniti and Mercedes are doing a much better job at figuring out just what in-car telematics should look like in the future instead of shoehorning legacy components into their designs.",Ford,BMW,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
F786045835,"From what I could gather, it is much easier for a Java programmer to read (make sense of) simple Python code than to read Scala code.",Java,Scala,NONE,0.6,X/ADJ/amod/> programmer/NOUN/ROOT/^ make/VERB/parataxis/< read/VERB/advcl/< Y/PROPN/dobj/<
C347593596,"As an industry rule, hockey and basketball sell comparatively poorly everywhere.",hockey,basketball,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
C347593596,"As an industry rule, hockey and basketball sell comparatively poorly everywhere.",hockey,basketball,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
D476752260,chocolate tea Bread,chocolate,tea,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
L1813953627,No.-Material: metal -Material Details: aluminum..-Solid Wood... read more,metal,aluminum,NONE,1.0,X/PROPN/amod/> detail/NOUN/ROOT/^ Y/PROPN/appos/<
P2487617097,The fine stone temple and timber-frame orphanage and quarters he built are far better than the average Peonian church.,stone,timber,NONE,0.8,X/ADJ/amod/> temple/NOUN/ROOT/^ Y/PROPN/conj/<
T3149667042,Where marketshare matters more -- the tablet market -- Apple dominates over Google and inferior competitors such as Microsoft and Blackberry .,Google,Microsoft,BETTER,0.8,X/PROPN/ROOT/^ Y/PROPN/pobj/<
T3149667042,Where marketshare matters more -- the tablet market -- Apple dominates over Google and inferior competitors such as Microsoft and Blackberry .,Google,Microsoft,BETTER,0.8,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/pobj/<
T3149667042,Where marketshare matters more -- the tablet market -- Apple dominates over Google and inferior competitors such as Microsoft and Blackberry .,Google,Microsoft,BETTER,0.8,X/PROPN/ROOT/^ competitor/NOUN/conj/V Y/PROPN/pobj/<
B333343448,"are all coaches in Texas, georgia, Alabama, Florida, are they all foolish for making their teams practice in triple digit temperatures with WAY worse humidity than california...?",georgia,california,WORSE,0.8,X/PROPN/npadvmod/> be/VERB/ROOT/^ foolish/ADJ/acomp/< for/ADP/prep/< make/VERB/pcomp/< practice/NOUN/ccomp/< than/ADP/prep/< Y/PROPN/pobj/<
B333343448,"are all coaches in Texas, georgia, Alabama, Florida, are they all foolish for making their teams practice in triple digit temperatures with WAY worse humidity than california...?",georgia,california,WORSE,0.8,X/PROPN/npadvmod/> alabama/PROPN/appos/V be/VERB/ROOT/^ foolish/ADJ/acomp/< for/ADP/prep/< make/VERB/pcomp/< practice/NOUN/ccomp/< than/ADP/prep/< Y/PROPN/pobj/<
B320431830,"A paint pen, if you can get your color, will touch it up easier.",paint,pen,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
F824319697,"Google defaults to suggesting a route from Kingston to Cobourg farther inland through Napanee and Belleville, but I opted for the Waterfront Trail/Loyalist Parkway to Adolphustown, across the Glenora ferry, and through Prince Edward County.",Google,Kingston,NONE,1.0,X/PROPN/compound/> default/NOUN/ROOT/^ to/ADP/prep/< suggest/VERB/pcomp/< route/NOUN/dobj/< from/ADP/prep/< Y/PROPN/pobj/<
B216705748,"Also, Motorola makes better phones than Samsung.",Motorola,Samsung,BETTER,1.0,X/PROPN/nsubj/> make/VERB/ROOT/^ phone/NOUN/dobj/< than/ADP/prep/< Y/PROPN/pobj/<
Q2645512888,The reason why perl was so successful was the speed with which you could build things in comparison to the alternatives at the time: It was more structured than shell scripting/AWK/Sed and much easier to use than C.,AWK,Sed,NONE,1.0,NOPATH
M1928022070,"Or better yet, switch languages to something like Ruby or Python, as this is more complex than I like to do in Bash.",Python,Bash,BETTER,0.8,X/PROPN/ROOT/^ Y/PROPN/pobj/<
M1928022070,"Or better yet, switch languages to something like Ruby or Python, as this is more complex than I like to do in Bash.",Python,Bash,BETTER,0.8,X/PROPN/ROOT/^ be/VERB/advcl/V Y/PROPN/pobj/<
J1545153273,"Java was pitched as a ""good enough"" Smalltalk.",Java,Smalltalk,NONE,1.0,X/PROPN/nsubjpass/> pitch/VERB/ROOT/^ as/ADP/prep/< Y/PROPN/pobj/<
J1545153273,"Java was pitched as a ""good enough"" Smalltalk.",Java,Smalltalk,NONE,1.0,X/PROPN/nsubjpass/> pitch/VERB/ROOT/^ as/ADP/prep/< good/ADJ/amod/V Y/PROPN/pobj/<
P2580184110,Then I'm looking for a decent steak sandwich.,steak,sandwich,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
K1628957526,"Like Audi, Mercedes-Benz is doing a better job of getting customers in more quickly for service appointments, and once they arrive,",Audi,Mercedes-Benz,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
L1856543182,Numerical Python with lots of loops is much slower than the equivalent C or Java code.,Python,Java,WORSE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ slow/ADJ/acomp/< than/ADP/prep/< c/PROPN/pobj/< Y/PROPN/conj/<
L1856543182,Numerical Python with lots of loops is much slower than the equivalent C or Java code.,Python,Java,WORSE,1.0,X/PROPN/nsubj/> with/ADP/prep/V be/VERB/ROOT/^ slow/ADJ/acomp/< than/ADP/prep/< c/PROPN/pobj/< Y/PROPN/conj/<
T3206429452,Women's golf Women's basketball,golf,basketball,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
T3206429452,Women's golf Women's basketball,golf,basketball,NONE,1.0,X/PROPN/compound/> women/PROPN/poss/V Y/PROPN/ROOT/^
M2054187295,"Python isn't perfect, but it sure made a lot of things easier when coming from C++/Java/Perl",Python,Java,BETTER,0.8,NOPATH
I1278573372,"In other words, CoffeeScript is an attempt to replace JavaScript syntax with a better one based on experiences from Ruby and Python worlds.",JavaScript,Python,WORSE,0.6,X/ADJ/amod/> syntax/NOUN/ROOT/^ with/ADP/prep/< one/NUM/pobj/< base/VERB/prep/< on/ADP/prep/< experience/NOUN/pobj/< from/ADP/prep/< ruby/PROPN/pobj/< Y/PROPN/conj/<
