,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,a,also_acceptable,b,expected_label,id,label_gold,marker,raw_text,text_html,text_readable,type
83,1532714462,False,finalized,3,1/5/2018 17:11:04,NONE,1.0,Intel,,Hewlett-Packard,N,Q2666823353,,False,"And what is wrong with Microsoft and Google, that they have such lousy after-sales service?","The researchers are working with companies like <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>, AMD, IBM, Sun, <span style=""color: #6CB219; font-weight: bold"">Hewlett-Packard:[OBJECT_B]</span>, and Nvidia.""","The researchers are working with companies like *Intel*, AMD, IBM, Sun, §Hewlett-Packard$, and Nvidia.""",brands
84,1532714463,False,finalized,3,1/5/2018 17:13:13,OTHER,0.6476,Microsoft,,Intel,N,K1741452224,,True,"The researchers are working with companies like Intel, AMD, IBM, Sun, Hewlett-Packard, and Nvidia.""","Most of the posters here are worse than extensive <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> support pages.",Most of the posters here are worse than extensive *Intel* and §Microsoft$ support pages.,brands
85,1532714464,False,finalized,3,1/5/2018 17:16:22,NONE,1.0,Audi,,Mercedes-Benz,N,F805681087,,True,Most of the posters here are worse than extensive Intel and Microsoft support pages.,"Germany's BMW, <span style=""color: #9A14B2; font-weight: bold"">Mercedes-Benz:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Audi:[OBJECT_B]</span> (along with its corporate cousin, Porsche) are pouring billions of dollars into developing new vehicles, placing an emphasis on their factories in the United States and Mexico, where production is cheaper and easier to modify than at tradition-laden plants back home.","Germany's BMW, *Mercedes-Benz* and §Audi$ (along with its corporate cousin, Porsche) are pouring billions of dollars into developing new vehicles, placing an emphasis on their factories in the United States and Mexico, where production is cheaper and easier to modify than at tradition-laden plants back home.",brands
86,1532714465,False,finalized,3,1/5/2018 17:12:10,NONE,1.0,Gigabyte,,Asus,N,H1206148406,,False,"Germany's BMW, Mercedes-Benz and Audi (along with its corporate cousin, Porsche) are pouring billions of dollars into developing new vehicles, placing an emphasis on their factories in the United States and Mexico, where production is cheaper and easier to modify than at tradition-laden plants back home.","(I'm looking at you <span style=""color: #9A14B2; font-weight: bold"">Gigabyte:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Asus:[OBJECT_B]</span>)",(I'm looking at you *Gigabyte* and §Asus$),brands
87,1532714466,False,finalized,3,1/5/2018 17:16:22,NONE,1.0,Ford,,Toyota,N,K1730908977,,True,(I'm looking at you Gigabyte and ASUS),"More competition from <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> helps <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> work harder, so it's all good.","More competition from *Ford* helps §Toyota$ work harder, so it's all good.",brands
88,1532714467,False,finalized,3,1/5/2018 17:12:30,NONE,0.6371,Advil,,Motrin,N,G1025946578,,False,"More competition from Ford helps Toyota work harder, so it's all good.","Ibuprofen is sold under names such as <span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span>.",Ibuprofen is sold under names such as *Advil* and §Motrin$.,brands
89,1532714468,False,finalized,3,1/5/2018 18:48:42,NONE,1.0,Ford,,Chrysler,N,F740053275,,False,Ibuprofen is sold under names such as Advil and Motrin.,"- <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> / <span style=""color: #6CB219; font-weight: bold"">Chrysler:[OBJECT_B]</span> Dealership",- *Ford* / §Chrysler$ Dealership,brands
90,1532714469,False,finalized,3,1/5/2018 17:46:44,OTHER,1.0,Nokia,,Motorola,N,K1744943605,,False,- Ford / Chrysler Dealership,"<span style=""color: #9A14B2; font-weight: bold"">Motorola:[OBJECT_A]</span> tries to differentiate from <span style=""color: #6CB219; font-weight: bold"">Nokia:[OBJECT_B]</span>!",*Motorola* tries to differentiate from §Nokia$!,brands
91,1532714470,False,finalized,3,1/5/2018 17:27:14,NONE,1.0,Nike,,Adidas,N,J1548543533,,True,Motorola tries to differentiate from Nokia!,"Jeremy & Claire Weiss , this husband and wife duo better known as ""Day19"" make their living shooting commercial advertising campaigns for the likes of <span style=""color: #9A14B2; font-weight: bold"">Adidas:[OBJECT_A]</span>, Pepsi, <span style=""color: #6CB219; font-weight: bold"">Nike:[OBJECT_B]</span>, Converse, & more.","Jeremy & Claire Weiss , this husband and wife duo better known as ""Day19"" make their living shooting commercial advertising campaigns for the likes of *Adidas*, Pepsi, §Nike$, Converse, & more.",brands
92,1532714471,False,finalized,3,1/5/2018 17:22:23,NONE,1.0,Ford,,BMW,N,F794059974,,True,"Jeremy & Claire Weiss , this husband and wife duo better known as ""Day19"" make their living shooting commercial advertising campaigns for the likes of Adidas, Pepsi, Nike, Converse, & more.","Further, we've been able to integrate Stitcher with <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span>, GM, Mercedes and <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> vehicles to make it easier to access the content you want from wherever you are.","Further, we've been able to integrate Stitcher with *Ford*, GM, Mercedes and §BMW$ vehicles to make it easier to access the content you want from wherever you are.",brands
93,1532714472,False,finalized,3,1/5/2018 17:22:23,NONE,1.0,Honda,,Nissan,N,N2129537427,,False,"Further, we've been able to integrate Stitcher with Ford, GM, Mercedes and BMW vehicles to make it easier to access the content you want from wherever you are.","Same for <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> I think.",Same for *Honda* and §Nissan$ I think.,brands
94,1532714473,False,finalized,3,1/5/2018 17:15:26,NONE,1.0,Honda,,Nissan,N,G959052175,,False,Same for Honda and Nissan I think.,"<span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> purchased rights from <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span>.",*Honda* purchased rights from §Nissan$.,brands
95,1532714474,False,finalized,3,1/5/2018 17:16:10,NONE,0.691,Honda,,Nissan,N,G958989891,,False,Honda purchased rights from Nissan.,"<span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> , 13.7%; and <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> , 11.9%.","*Honda* , 13.7%; and §Nissan$ , 11.9%.",brands
96,1532714475,False,finalized,3,1/5/2018 17:13:46,NONE,1.0,Honda,,Nissan,N,F889756923,,False,"Honda , 13.7%; and Nissan , 11.9%.","HELLO KIA...GOODBYE <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span>, TOYOTA & <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span>","HELLO KIA...GOODBYE *Honda*, TOYOTA & §Nissan$",brands
97,1532714476,False,finalized,3,1/5/2018 17:13:37,OTHER,0.6988,Advil,,Motrin,N,I1361598096,,False,"HELLO KIA...GOODBYE HONDA, TOYOTA & NISSAN","I switch off between <span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span>.",I switch off between *Advil* and §Motrin$.,brands
98,1532714477,False,finalized,3,1/5/2018 17:21:47,NONE,1.0,Samsung,,Motorola,N,K1625150494,,False,I switch off between Advil and Motrin.,"LG, <span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span>, etc.) do.","LG, *Samsung*, §Motorola$, etc.) do.",brands
99,1532714478,False,finalized,3,1/5/2018 17:38:26,NONE,0.6556,Toyota,,Chrysler,N,O2318627974,,True,"Hewlett-Packard regained the lead in worldwide PC shipments in the fourth quarter of 2003, but Dell managed to hold onto its lead for the full year, as the PC industry recorded one of its better years in recent memory, according to preliminary figures from IDC and Gartner.","Such talk about global purchasing infuriates UAW officials, but it reflects a solid consensus among management that there's no other way to close the gap versus Ford, <span style=""color: #9A14B2; font-weight: bold"">Chrysler:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> and Honda .","Such talk about global purchasing infuriates UAW officials, but it reflects a solid consensus among management that there's no other way to close the gap versus Ford, *Chrysler*, §Toyota$ and Honda .",brands
100,1532714479,False,finalized,3,1/5/2018 17:20:48,NONE,0.6798,Google,,IBM,N,M2078805398,,True,"In any case, there's no question my next car will be a BMW since both the 550 and 750 are so superior to the competing models from Audi/Mercedes/Lexus/Jaguar.","Record orders for Intel's PC chips raised hopes of solid second-quarter earnings news from <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span>, and Microsoft","Record orders for Intel's PC chips raised hopes of solid second-quarter earnings news from *Google*, §IBM$, and Microsoft",brands
101,1532714480,False,finalized,3,1/5/2018 17:10:49,BETTER,1.0,Apple,,Intel,N,I1278265793,,True,The Nissan provided better ride and handling than the Toyota.,"In other news, <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> is upgrading its current lineup of MacBook Air laptops with faster processors from <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span>.","In other news, *Apple* is upgrading its current lineup of MacBook Air laptops with faster processors from §Intel$.",brands
102,1532714481,False,finalized,3,1/5/2018 17:41:25,NONE,1.0,Google,,Intel,N,T3192993233,,True,But my biggest worry is that the tech press will continue to do what they always do and ignore a superior product from Microsoft and flog an inferior offering because it's from Google.,"With <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>, the Foundation now has a decent roster of big-name supporters including SUSE, Red Hat and <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> .","With *Intel*, the Foundation now has a decent roster of big-name supporters including SUSE, Red Hat and §Google$ .",brands
103,1532714482,False,finalized,3,1/5/2018 17:14:12,NONE,1.0,Nokia,,Motorola,N,J1502726439,,False,You thought trying to get sponsored by Nike was hard well learning how to get sponsored by Adidas is even harder.,"I've had Ericsson, <span style=""color: #9A14B2; font-weight: bold"">Motorola:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Nokia:[OBJECT_B]</span> phones.","I've had Ericsson, *Motorola* and §Nokia$ phones.",brands
104,1532714483,False,finalized,4,1/5/2018 17:11:00,BETTER,0.7526,Apple,,Amazon,B,C384100440,,True,The Sony Xperia S kept pace with the Galaxy Nexus and even loaded some websites faster than the pure Google flagship phone.,"As unlikely as it sounds, <span style=""color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span> is pushing far harder than Microsoft or <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> to get its technology into the hands of other companies.","As unlikely as it sounds, *Amazon* is pushing far harder than Microsoft or §Apple$ to get its technology into the hands of other companies.",brands
105,1532714484,False,finalized,3,1/5/2018 17:20:48,WORSE,0.657,Dell,,Hewlett-Packard,B,G935199426,,True,Clearly Leica are better at using that space than Nikon.,"<span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span> regained the lead in worldwide PC shipments in the fourth quarter of 2003, but <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> managed to hold onto its lead for the full year, as the PC industry recorded one of its better years in recent memory, according to preliminary figures from IDC and Gartner.","*Hewlett-Packard* regained the lead in worldwide PC shipments in the fourth quarter of 2003, but §Dell$ managed to hold onto its lead for the full year, as the PC industry recorded one of its better years in recent memory, according to preliminary figures from IDC and Gartner.",brands
106,1532714485,False,finalized,3,1/5/2018 17:23:04,OTHER,0.6432,Audi,,Lexus,B,H1239064557,,True,I understand that Apple is a lot safer than microsoft,"In any case, there's no question my next car will be a BMW since both the 550 and 750 are so superior to the competing models from <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span>/Mercedes/<span style=""color: #6CB219; font-weight: bold"">Lexus:[OBJECT_B]</span>/Jaguar.","In any case, there's no question my next car will be a BMW since both the 550 and 750 are so superior to the competing models from *Audi*/Mercedes/§Lexus$/Jaguar.",brands
107,1532714486,False,finalized,3,1/5/2018 17:42:34,BETTER,1.0,Toyota,,Nissan,B,P2580845002,,True,"I live in the home of Coca-Cola, so Pepsi is a little harder to come by vending machine wise.","The <span style=""color: #9A14B2; font-weight: bold"">Nissan:[OBJECT_A]</span> provided better ride and handling than the <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>.",The *Nissan* provided better ride and handling than the §Toyota$.,brands
108,1532714487,False,finalized,3,1/5/2018 17:18:18,BETTER,1.0,Microsoft,,Google,B,D402677286,,True,"To me, I think that Sony knows how to create a better media hub than Google and that is what they need to pull in.","But my biggest worry is that the tech press will continue to do what they always do and ignore a superior product from <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> and flog an inferior offering because it's from <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span>.",But my biggest worry is that the tech press will continue to do what they always do and ignore a superior product from *Microsoft* and flog an inferior offering because it's from §Google$.,brands
109,1532714488,False,finalized,3,1/5/2018 17:16:07,BETTER,0.6598,Nike,,Adidas,B,T3277331551,,True,Here's Why Coca-Cola Is Better Than Pepsi,"You thought trying to get sponsored by <span style=""color: #9A14B2; font-weight: bold"">Nike:[OBJECT_A]</span> was hard well learning how to get sponsored by <span style=""color: #6CB219; font-weight: bold"">Adidas:[OBJECT_B]</span> is even harder.",You thought trying to get sponsored by *Nike* was hard well learning how to get sponsored by §Adidas$ is even harder.,brands
110,1532714489,False,finalized,3,1/5/2018 17:15:26,BETTER,1.0,Google,,Sony,B,Q2717226477,,True,I drive a Chevrolet Trailblazer...not much different than the Envoy...and don't think it's outdated...I don't think Ford or Chrysler has done any better?,"The <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> Xperia S kept pace with the Galaxy Nexus and even loaded some websites faster than the pure <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> flagship phone.",The *Sony* Xperia S kept pace with the Galaxy Nexus and even loaded some websites faster than the pure §Google$ flagship phone.,brands
111,1532714490,False,finalized,3,1/5/2018 17:23:41,BETTER,1.0,Nikon,,Leica,B,D488851592,,True,IBM will ALWAYS be a better chipmaker than Intel.,"Clearly <span style=""color: #9A14B2; font-weight: bold"">Leica:[OBJECT_A]</span> are better at using that space than <span style=""color: #6CB219; font-weight: bold"">Nikon:[OBJECT_B]</span>.",Clearly *Leica* are better at using that space than §Nikon$.,brands
112,1532714491,False,finalized,3,1/5/2018 17:15:52,BETTER,1.0,Microsoft,,Apple,B,J1493835291,,True,"Sony is finally moving away from propriety standards, with Apple it would end up being worse than ever before.","I understand that <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> is a lot safer than <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span>",I understand that *Apple* is a lot safer than §Microsoft$,brands
113,1532714492,False,finalized,3,1/5/2018 17:12:58,BETTER,0.6429,Coca-Cola,,Pepsi,B,H1181101770,,True,"Not only is Coca-Cola the perfect thirst-quencher, and far superior to Pepsi, it literally has the power to bring the dead back to life.","I live in the home of <span style=""color: #9A14B2; font-weight: bold"">Coca-Cola:[OBJECT_A]</span>, so <span style=""color: #6CB219; font-weight: bold"">Pepsi:[OBJECT_B]</span> is a little harder to come by vending machine wise.","I live in the home of *Coca-Cola*, so §Pepsi$ is a little harder to come by vending machine wise.",brands
114,1532714493,False,finalized,3,1/5/2018 17:08:30,BETTER,1.0,Google,,Sony,B,R2923292995,,True,"Sony, though having slower updates, does manage to optimize the OS much better than Google, yielding better results.","To me, I think that <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> knows how to create a better media hub than <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> and that is what they need to pull in.","To me, I think that *Sony* knows how to create a better media hub than §Google$ and that is what they need to pull in.",brands
115,1532714494,False,finalized,3,1/5/2018 17:44:15,BETTER,1.0,Coca-Cola,,Pepsi,B,G907350110,,True,"Nintendo, Microsoft, Sony from best to worse in that exact order.","Here's Why <span style=""color: #9A14B2; font-weight: bold"">Coca-Cola:[OBJECT_A]</span> Is Better Than <span style=""color: #6CB219; font-weight: bold"">Pepsi:[OBJECT_B]</span>",Here's Why *Coca-Cola* Is Better Than §Pepsi$,brands
116,1532714495,False,finalized,3,1/5/2018 17:18:18,BETTER,1.0,Ford,,Chevrolet,B,G1062012438,,True,"Dimensions Since the Chevrolet Volt is much slimmer than the Ford Mustang, it'll be much easier to find a wide enough space in a crowded parking lot.","I drive a <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> Trailblazer...not much different than the Envoy...and don't think it's outdated...I don't think <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> or Chrysler has done any better?",I drive a *Chevrolet* Trailblazer...not much different than the Envoy...and don't think it's outdated...I don't think §Ford$ or Chrysler has done any better?,brands
117,1532714496,False,finalized,3,1/5/2018 17:22:34,BETTER,1.0,IBM,,Intel,B,G1024663378,,True,"The Sigma has slightly better image sharpness than the Nikon, as well as better vignetting control.","<span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> will ALWAYS be a better chipmaker than <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span>.",*IBM* will ALWAYS be a better chipmaker than §Intel$.,brands
118,1532714497,False,finalized,3,1/5/2018 17:15:36,NONE,0.6624,Apple,,Sony,B,N2262584159,,True,"I chose a BMW over a Ford Mondeo because it's better put together, more powerful, more comfortable and is more attractive (to me), for the same price (second hand, at the time).","<span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> is finally moving away from propriety standards, with <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> it would end up being worse than ever before.","*Sony* is finally moving away from propriety standards, with §Apple$ it would end up being worse than ever before.",brands
119,1532714498,False,finalized,3,1/5/2018 17:50:04,BETTER,1.0,Coca-Cola,,Pepsi,B,L1835469031,,True,"In addition, Google claims it will offer 50% better value than other leading cloud providers, namely Amazon.","Not only is <span style=""color: #9A14B2; font-weight: bold"">Coca-Cola:[OBJECT_A]</span> the perfect thirst-quencher, and far superior to <span style=""color: #6CB219; font-weight: bold"">Pepsi:[OBJECT_B]</span>, it literally has the power to bring the dead back to life.","Not only is *Coca-Cola* the perfect thirst-quencher, and far superior to §Pepsi$, it literally has the power to bring the dead back to life.",brands
120,1532714499,False,finalized,3,1/5/2018 17:48:02,BETTER,1.0,Google,,Sony,B,N2262702061,,True,"Amazon is, I think, in a better position (how much better, I don't know) to compete directly with Apple.","<span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span>, though having slower updates, does manage to optimize the OS much better than <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span>, yielding better results.","*Sony*, though having slower updates, does manage to optimize the OS much better than §Google$, yielding better results.",brands
121,1532714500,False,finalized,3,1/5/2018 17:10:49,BETTER,1.0,Microsoft,,Sony,B,L1805844629,,True,closed apple is better than microsoft.,"Nintendo, <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> from best to worse in that exact order.","Nintendo, *Microsoft*, §Sony$ from best to worse in that exact order.",brands
122,1532714501,False,finalized,3,1/5/2018 17:49:05,BETTER,1.0,Ford,,Chevrolet,B,E583369504,,True,"In CR's Annual Car Reliability Survey, the Ford Fusion and Mercury Milan sedans scored slightly better than the Honda Accord V6 and Toyota Camry V6.","Dimensions Since the <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> Volt is much slimmer than the <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> Mustang, it'll be much easier to find a wide enough space in a crowded parking lot.","Dimensions Since the *Chevrolet* Volt is much slimmer than the §Ford$ Mustang, it'll be much easier to find a wide enough space in a crowded parking lot.",brands
123,1532714502,False,finalized,3,1/5/2018 17:08:30,BETTER,1.0,Sigma,,Nikon,B,Q2712059259,,True,Sony EX-71s are a good choice...pretty cheap with MUCH better sound than stock Apple earbuds.,"The <span style=""color: #9A14B2; font-weight: bold"">Sigma:[OBJECT_A]</span> has slightly better image sharpness than the <span style=""color: #6CB219; font-weight: bold"">Nikon:[OBJECT_B]</span>, as well as better vignetting control.","The *Sigma* has slightly better image sharpness than the §Nikon$, as well as better vignetting control.",brands
124,1532714503,False,finalized,3,1/5/2018 17:46:44,BETTER,1.0,Ford,,BMW,B,G1034275107,,True,"On this chart EMC, Hitachi Data Systems, and IBM are all doing better than HP and Dell.","I chose a <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> over a <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> Mondeo because it's better put together, more powerful, more comfortable and is more attractive (to me), for the same price (second hand, at the time).","I chose a *BMW* over a §Ford$ Mondeo because it's better put together, more powerful, more comfortable and is more attractive (to me), for the same price (second hand, at the time).",brands
125,1532714504,False,finalized,3,1/5/2018 17:25:50,BETTER,1.0,Google,,Amazon,B,H1229744488,,True,The low-volume Ford Focus Electric is a more conventional looking (and better handling) alternative to the Nissan Leaf.,"In addition, <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> claims it will offer 50% better value than other leading cloud providers, namely <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span>.","In addition, *Google* claims it will offer 50% better value than other leading cloud providers, namely §Amazon$.",brands
126,1532714505,False,finalized,3,1/5/2018 17:11:19,BETTER,0.6488,Apple,,Amazon,B,B231874680,,True,"Only 78% of Apple customers were satisfied or very satisfied with their value for money; Lenovo was worse, with only 70% satisfaction and Sony was bottom with 62%.","<span style=""color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span> is, I think, in a better position (how much better, I don't know) to compete directly with <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span>.","*Amazon* is, I think, in a better position (how much better, I don't know) to compete directly with §Apple$.",brands
127,1532714506,False,finalized,3,1/5/2018 17:21:04,BETTER,1.0,Microsoft,,Apple,B,D492672769,,True,"Dimensions Since the BMW X3 is much slimmer than the Toyota Highlander Hybrid, it'll be much easier to find a wide enough space in a crowded parking lot.","closed <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> is better than <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span>.",closed *Apple* is better than §Microsoft$.,brands
128,1532714507,False,finalized,3,1/5/2018 17:13:46,BETTER,1.0,Ford,,Honda,B,I1248559183,,True,The 2012 numbers provides better news for Samsung fans as it dethrones Nokia as the world's top cellphone manufacturer.,"In CR's Annual Car Reliability Survey, the <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> Fusion and Mercury Milan sedans scored slightly better than the <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> Accord V6 and Toyota Camry V6.","In CR's Annual Car Reliability Survey, the *Ford* Fusion and Mercury Milan sedans scored slightly better than the §Honda$ Accord V6 and Toyota Camry V6.",brands
129,1532714508,False,finalized,3,1/5/2018 17:15:14,BETTER,1.0,Apple,,Sony,B,N2262536967,,True,Google does maps better then Yahoo and Mapquest and Apple.,"<span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> EX-71s are a good choice...pretty cheap with MUCH better sound than stock <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> earbuds.",*Sony* EX-71s are a good choice...pretty cheap with MUCH better sound than stock §Apple$ earbuds.,brands
130,1532714509,False,finalized,3,1/5/2018 17:20:48,BETTER,0.653,IBM,,Dell,B,L1921171660,,True,"In addition, Google is in a better position than Amazon to reach the high-quality/low price sweet spot.","On this chart EMC, Hitachi Data Systems, and <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> are all doing better than HP and <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span>.","On this chart EMC, Hitachi Data Systems, and *IBM* are all doing better than HP and §Dell$.",brands
131,1532714510,False,finalized,3,1/5/2018 17:13:27,BETTER,1.0,Ford,,Nissan,B,P2549626509,,True,"A mid-size BMW sedan equipped with a diesel engine returned better fuel economy on a 545-mile, London-to-Geneva, run than a gasoline-powered Toyota Prius.","The low-volume <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> Focus Electric is a more conventional looking (and better handling) alternative to the <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> Leaf.",The low-volume *Ford* Focus Electric is a more conventional looking (and better handling) alternative to the §Nissan$ Leaf.,brands
132,1532714511,False,finalized,3,1/5/2018 17:16:08,BETTER,1.0,Apple,,Sony,B,L1909328976,,True,Google Docs sounds better than Microsoft Word.,"Only 78% of <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> customers were satisfied or very satisfied with their value for money; Lenovo was worse, with only 70% satisfaction and <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> was bottom with 62%.","Only 78% of *Apple* customers were satisfied or very satisfied with their value for money; Lenovo was worse, with only 70% satisfaction and §Sony$ was bottom with 62%.",brands
133,1532714512,False,finalized,3,1/5/2018 17:25:45,BETTER,1.0,Toyota,,BMW,B,E583369365,,True,"As a Netflix subscriber (and also short since $140) I do agree with most of the comments about the indy-type films being better views than Starz content; however, I can get the indy stuff elsewhere, most of the Stars -- especially Sony content is the high priced stuff that's harder to find elsewhere (ie Amazon, Hulu).","Dimensions Since the <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> X3 is much slimmer than the <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> Highlander Hybrid, it'll be much easier to find a wide enough space in a crowded parking lot.","Dimensions Since the *BMW* X3 is much slimmer than the §Toyota$ Highlander Hybrid, it'll be much easier to find a wide enough space in a crowded parking lot.",brands
134,1532714513,False,finalized,4,1/5/2018 18:19:39,BETTER,1.0,Nokia,,Samsung,B,O2389306881,,True,"Mainly in rallying, Ferrari, Porsche, BMW, Merc, and F1.","The 2012 numbers provides better news for <span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> fans as it dethrones <span style=""color: #6CB219; font-weight: bold"">Nokia:[OBJECT_B]</span> as the world's top cellphone manufacturer.",The 2012 numbers provides better news for *Samsung* fans as it dethrones §Nokia$ as the world's top cellphone manufacturer.,brands
135,1532714514,False,finalized,4,1/5/2018 17:13:24,BETTER,1.0,Apple,,Google,B,F824336823,,True,"Currently, Samsung is better than Nokia in almost all terms - manufacturing, logistics, marketing, etc, etc, etc.","<span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> does maps better then Yahoo and Mapquest and <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span>.",*Google* does maps better then Yahoo and Mapquest and §Apple$.,brands
136,1532714515,False,finalized,3,1/5/2018 17:18:45,BETTER,1.0,Google,,Amazon,B,H1229744925,,True,"Finally, the concept was perfected by Apple - and later poorly copied by Microsoft.","In addition, <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> is in a better position than <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> to reach the high-quality/low price sweet spot.","In addition, *Google* is in a better position than §Amazon$ to reach the high-quality/low price sweet spot.",brands
