id	sentence	a	b	without_marker
1526	Experience with Embedded Operating Systems (OS) like Linux, iOS, Windows, etc. US Citizenship or Permanent Resident...	Embedded operating systems	iOS	False
1527	Many of the current embedded operating systems (OSs) (e.g., Windows CE, Linux, VxWorks, Android, iOS) provide self-suspension mechanisms to control the execution of tasks flexibly.	Embedded operating systems	iOS	False
1528	The web-site 122 may also be configured to support devices using embedded operating systems such as Cisco's Internetwork Operating System (IOS), WindRiver's VxWorks and others.	Embedded operating systems	iOS	False
1529	Its kernel runs on Intel and ARM architectures, under Linux, Mac and Windows, as well as soon under iOS and Android, and certain embedded operating systems.	Embedded operating systems	iOS	False
1530	Adding support for Android and iOS, together with the most widely used embedded operating systems, will give us the potential to target hundreds of millions of products and to help make Qt the dominant force in the software development world."	Embedded operating systems	iOS	False
1531	NOTE : Qt supports Android, iOS, and many challenger mobile OS platforms together with all major desktop operating systems, including Windows, Mac OS X, and Linux, and embedded operating systems such as embedded Linux, embedded Android, Windows Embedded, and RTOS.	Embedded operating systems	iOS	False
1532	[0051] The operating system 150 (for example, LINUX, UNIX, OS X, WINDOWS, Chrome, Symbian, WinCE, Windows Mobile, iOS, Android, Bada, VxWorks, pSOS or other embedded operating systems) may include various types of software components and/or drivers for controlling system tasks such as memory management, power management and the like.	Embedded operating systems	iOS	False
1533	Qt supports all major desktop operating systems, including Windows, Mac OS X and Linux, embedded operating systems such as embedded Linux, Windows Embedded as well as the most widely deployed real-time operating systems for embedded devices - VxWorks, Neutrino and INTEGRITY - and popular mobile OSes including Android, iOS (Technology Previews), BlackBerry, and SailFish.	Embedded operating systems	iOS	False
1534	Our complete line of stand alone security DVRs come with many advanced surveillance features like motion detection recording, H.264 / MPEG4 / MJPEG video compression, remote viewing on your iOS / Android smart device, and Linux Embedded operating systems for a reliable and secure recording platform.	Embedded operating systems	iOS	False
1535	iOS is more like Windows 95.	Windows 95	iOS	False
1536	iOS is to RIM as Windows 95 was to Apple.	Windows 95	iOS	False
1537	iOS is using the same multitasking scheme as Windows 95.	Windows 95	iOS	False
1538	Also, the Metro UI makes iOS look like Windows 95.	Windows 95	iOS	False
1539	Not boring like iOS (reminds me of Windows 95).	Windows 95	iOS	False
1540	I would disagree that any of the apps on Cydia make iOS look like Windows 95.	Windows 95	iOS	False
1541	Mac OS X, iOS, Windows 95, 98, XP, 7. MS Office Suite 2003, 2007, 2010.	Windows 95	iOS	False
1542	The final projections look like a cross between Windows 95 and iOS 7.	Windows 95	iOS	False
1543	Q: I want to deploy Windows Server 2016 within Hyper-V VMs.	Windows Server 2016	VMS	False
1544	It's available on the Azure cloud on VMs running Windows Server 2016 Tech Preview 3. I've been playing with it and I've got SpreadServe running inside a container.	Windows Server 2016	VMS	False
1545	Happy virtualization with Hyper-V and Windows Server 2016 with lot of the new features including Hyper-V Management improvements, Nested virtualization, Shielded VMs, Windows Containers, Linux Secure Boot & more ...	Windows Server 2016	VMS	False
1546	According to a Microsoft licensing datasheet , the decision to mimic Windows Server 2016's core-based model is an effort to "provide a consistent licensing metric for managed VMs."	Windows Server 2016	VMS	False
1547	Microsoft Cluster Operating System (OS) Rolling Upgrade is a feature that keeps Hyper-V virtual machines (VMs) or Scale-Out File Server workloads running during an upgrade from a Windows Server 2012 R2 cluster to a Windows Server 2016 cluster.	Windows Server 2016	VMS	False
1548	Windows Home Server 2011	Windows Home Server 2011	Windows Home Server	False
1549	Windows Home Server 2011 logo	Windows Home Server 2011	Windows Home Server	False
1550	Windows Home Server 2011 RTM	Windows Home Server 2011	Windows Home Server	False
1551	Tag - Windows Home Server 2011	Windows Home Server 2011	Windows Home Server	False
1552	Troubleshooting Windows Home Server 2011	Windows Home Server 2011	Windows Home Server	False
1553	Why Windows Home Server 2011?	Windows Home Server 2011	Windows Home Server	False
1554	#15: Microsoft Windows Home Server 2011-CRBS	Windows Home Server 2011	Windows Home Server	False
1555	#8: Microsoft Windows Home Server 2011-CRBS	Windows Home Server 2011	Windows Home Server	False
1556	Complete Windows Home Server 2011 initial configuration	Windows Home Server 2011	Windows Home Server	False
1557	I use Windows home server 2011.	Windows Home Server 2011	Windows Home Server	False
1558	Lights-Out for Windows Home Server 2011	Windows Home Server 2011	Windows Home Server	False
1559	Microsoft Windows Home Server 2011 64-Bit	Windows Home Server 2011	Windows Home Server	False
1560	Microsoft Windows Home Server 2011 unleashed /	Windows Home Server 2011	Windows Home Server	False
1561	Release Notes for Windows Home Server 2011	Windows Home Server 2011	Windows Home Server	False
1562	We are obviously going to ignore Windows Mobile, Win Phone 7, Windows Home Server, Windows XP Embedded, Windows Fundamentals for Legacy PCs, and Windows Embedded CE 6.0, because, well because we can.	Windows Fundamentals for Legacy PCs	Windows Home Server	False
1563	The father of Digital VMS and Windows NT 3.1 is still at Microsoft.	Windows NT 3.1	VMS	False
1564	Microsoft graduated to this model with Windows NT 3.1, having hired Dave Cutler, designer of Digitial's VMS system, to design it.	Windows NT 3.1	VMS	False
1565	R2's virtualization also extends to a new Hyper-V for Windows Server 2008 R2 (think mucho better management, beefier resources for VMs and more).	Windows Server 2008	VMS	False
1566	In announcing its Windows Server 2012 product edition lineup this week, Microsoft also revealed that it was killing off two poorly-selling Server variants, Windows Home Server and Windows Small Business Server (SBS) Standard.	Windows Server 2012	Windows Home Server	False
1567	Windows Server 2012 Essentials is a rock-solid replacement for both Windows Home Server and Windows Small Business Server, but to take advantage of its best features, you have to join your client PCs to a domain.	Windows Server 2012	Windows Home Server	False
1568	Hosted Shared Desktops - RDS on Windows Server 2012 R2 VMs	Windows Server 2012	VMS	True
1569	Importing & Exporting Hyper-V VMs in Windows Server 2012 R2	Windows Server 2012	VMS	True
1570	Windows Server 2012 R2 for guest server VMs	Windows Server 2012	VMS	True
1571	I'm getting ready to upgrade my SBS 2008 box to two Windows Server 2012 R2 VMs.	Windows Server 2012	VMS	True
1572	My question concerns Windows Server 2012 Standard which includes licensing for two VMs.	Windows Server 2012	VMS	True
1573	Microsoft Windows 98, Microsoft Windows Millennium Edition	Windows 98	Windows Millennium Edition	False
1574	Microsoft Windows 98/Windows Millennium Edition startup disk	Windows 98	Windows Millennium Edition	False
1575	Windows 95, Windows 98, and Windows Millennium Edition	Windows 98	Windows Millennium Edition	False
1576	Microsoft Windows 98 and Microsoft Windows Millennium Edition only!	Windows 98	Windows Millennium Edition	False
1577	... Windows 98 Second Edition and Windows Millennium Edition are supported.	Windows 98	Windows Millennium Edition	False
1578	Microsoft Windows 98 Second Edition and Microsoft Windows Millennium Edition	Windows 98	Windows Millennium Edition	False
1579	"Vail" is the version 2 release of Windows Home Server based on Windows Server 2008 R2.	Windows Server 2008 R2	Windows Home Server	False
1580	Windows Home Server V2 VAIL Adding an offline 4TB Disk to Windows Server 2008 R2	Windows Server 2008 R2	Windows Home Server	False
1581	3. I loaded Windows Home Server 2011 (which is a repackaging of Windows Server 2008 R2).	Windows Server 2008 R2	Windows Home Server	False
1582	Windows Server 2012 R2 Windows Server 2012 Windows Home Server 2011 Windows Server 2008 R2	Windows Server 2008 R2	Windows Home Server	False
1583	Worked without problems on FreeNAS/FreeBSD, required some driver hunting on Windows Home Server 2011 / Windows Server 2008 R2 x64.	Windows Server 2008 R2	Windows Home Server	False
1584	Even though Windows Home Server 2011 is based on Windows Server 2008 R2 no support for DirectAccess is implemented.aspx):	Windows Server 2008 R2	Windows Home Server	False
1585	6. Install Windows Home Server 2011 (essentially Windows Server 2008 R2 on the cheap) as a guest VM.	Windows Server 2008 R2	Windows Home Server	False
1586	I have had some luck getting drivers to work on my DG965WH with Windows Home Server 2011 (which is based upon Windows Server 2008 R2).	Windows Server 2008 R2	Windows Home Server	False
1587	Microsoft Windows Server 2008 R2 hosting, using Hyper-V: Windows Home Server (My WHS VM) FreeNAS OpenFiler unRaid CentOS EON Ubuntu	Windows Server 2008 R2	Windows Home Server	False
1588	Over the weekend I experienced an oddly inaccessible network share on a Windows Home Server instance running in Hyper-V using Windows Server 2008 R2.	Windows Server 2008 R2	Windows Home Server	False
1589	CloudBerry Lab has created an intriguing spate of products designed to make managing cloud storage easier, including file explorers for several cloud storage services; a mobile explorer (for Windows Mobile only); and backup tools for Windows Server 2003 / 2008 (32 and 64-bit), Microsoft Small Business Server 2011 Essentials, and Windows Home Server...	Windows Server 2003	Windows Home Server	False
1590	CloudBerry Lab has created an intriguing spate of products designed to make managing cloud storage easier, including file explorers for several cloud storage services; a mobile explorer (for Windows Mobile only); and backup tools for Windows Server 2003 / 2008 (32 and 64-bit), Microsoft Small Business Server 2011 Essentials, and Windows Home Server... Read more	Windows Server 2003	Windows Home Server	False
1591	Microsoft Windows 2000, Microsoft Windows NT, Microsoft Windows Millennium Edition, Apple MacOS 9.1, Microsoft Windows XP, Microsoft Windows Server 2003	Windows Server 2003	Windows Millennium Edition	False
1592	On a computer running Microsoft® Windows® 95, Windows® 98, Windows® Millennium Edition, Microsoft® Windows NT® , Windows 2000, Windows XP, or Windows Server 2003 operating systems, insert the Setup CD for Windows Server 2003 in the CD-ROM drive.	Windows Server 2003	Windows Millennium Edition	False
1593	file (Windows 95, Windows 98, and Windows Millennium Edition) or the SchedLgU.Txt file (Windows 2000, Windows XP, and Windows Server 2003) for readability purposes.	Windows Server 2003	Windows Millennium Edition	False
1594	Microsoft Windows 98 Second Edition, Microsoft Windows NT 4.0 SP6, Microsoft Windows Millennium Edition, Microsoft Windows 2000 SP4, Microsoft Windows XP SP2, Microsoft Windows Server 2003 SP1	Windows Server 2003	Windows Millennium Edition	False
1595	In Windows Server 2003, printer drivers for client computers running Windows 95, Windows 98, or Windows Millennium Edition can be installed on the print server.	Windows Server 2003	Windows Millennium Edition	False
1596	RMS supports Windows 2000 Service Pack 3, Windows 98 Second Edition, Windows ME, Windows Server 2003, Windows XP, Microsoft Windows 98 Second Edition, and Microsoft Windows Millennium Edition.	Windows Server 2003	Windows Millennium Edition	False
1597	Supported Operating Systems: Windows 98SE (remote component debugging only) Windows Millennium Edition (remote component debugging only) Windows NT 4 Windows 2000 Windows XP Windows Server 2003	Windows Server 2003	Windows Millennium Edition	False
1598	To resolve this problem, re-format the floppy disk with Windows 98, Windows Millennium Edition, Windows NT, Windows 2000, Windows XP, or Windows Server 2003.	Windows Server 2003	Windows Millennium Edition	False
1599	This security flaw affects Windows NT Server 4.0, Windows 2000, Windows XP, Windows Server 2003, Windows 98 and Windows Millennium Edition.	Windows Server 2003	Windows Millennium Edition	False
1600	Windows 98, Windows Millennium Edition (ME), Windows NT 4.0 (Service Pack 6a), Windows 2000 (Service Pack 4), Windows XP (Service Pack 1), or Windows Server 2003	Windows Server 2003	Windows Millennium Edition	False
1601	Windows Home Server 2011 Windows Phone 7 connector RC released	Windows Phone 7	Windows Home Server	False
1602	Or better yet - why not integrate Windows Home Server support to Windows Phone 7?	Windows Phone 7	Windows Home Server	False
1603	windows home server the center of life windows phone 7 monitor network traffic win 7 network activity widget	Windows Phone 7	Windows Home Server	False
1604	Well, Microsoft has recently announced the Release Candidate of the Windows Home Server 2011 Windows Phone 7 Connector.	Windows Phone 7	Windows Home Server	False
1605	Charlie is known for building two Seattle startups (including MileLogr), the Windows Phone 7 application platform and 3rd party ecosystem, Windows Home Server, and Windows Media Center.	Windows Phone 7	Windows Home Server	False
1606	The application, when available, will allow its Windows Phone 7 users to set up and connect to the Windows Home Server right from their devices.	Windows Phone 7	Windows Home Server	False
1607	System Requirements : Microsoft DOS, Microsoft Windows 3.x/95/98, Microsoft Windows NT 3.51 or later, Microsoft Windows Millennium Edition	Windows NT 3.51	Windows Millennium Edition	False
1608	OS Required : Microsoft DOS, Microsoft Windows 3.x/95/98, Microsoft Windows NT 3.51 or later, Microsoft Windows Millennium Edition	Windows NT 3.51	Windows Millennium Edition	False
1609	OS Required Linux Microsoft Windows 2000 / NT4.0 Microsoft Windows 95/98 Microsoft Windows Millennium Edition Microsoft Windows NT 3.51 or later Microsoft Windows XP Novell NetWare 4.1x Novell NetWare 5.0 UnixWare 7.x	Windows NT 3.51	Windows Millennium Edition	False
1610	OS Required: Microsoft Windows 2000 / Microsoft Windows 98 / Microsoft Windows Millennium Edition / Microsoft Windows XP/Microsoft Windows 95 / Microsoft Windows NT 3.51 or later/Microsoft Windows 95 / Microsoft Windows NT 3.x	Windows NT 3.51	Windows Millennium Edition	False
1611	Windows XP Home Edition, Windows XP Professional, Windows Millennium Edition, Windows 2000 Professional, Windows 98 Second Edition, Windows NT 3.51, Windows NT 4.0, Windows 3.1, Windows 95, MS-DOS	Windows NT 3.51	Windows Millennium Edition	False
1612	You cannot directly import and export the Internet Explorer Favorites folder between the versions of Internet Explorer that run on Microsoft Windows 3.1 or Microsoft Windows NT 3.51 and Microsoft Windows 95, Windows 98, Windows 98 Second Edition, and Windows Millennium Edition, or Windows NT 4.0, and Windows 2000.	Windows NT 3.51	Windows Millennium Edition	False
1613	Microsoft Windows NT 4.0, Microsoft Windows 95/98, Microsoft Windows 3.1, Microsoft Windows 2000, Microsoft Windows NT 3.5 or later, Microsoft Windows Millennium Edition	Windows NT 3.5	Windows Millennium Edition	False
1614	I believe this VRM MOS protection is a standard part of the new types of BIOS required by Windows 8.	Windows 8	MOS	False
1615	I have a new Lenovo laptop (3 mos old) with Windows 8. Before I could play Castleville on my old laptop in Chrome Browser if I turned off Shockwave Flash Player.	Windows 8	MOS	False
1616	His current certifications and courses include MCT 2012, MCITP - Enterprise Admin/Messaging (Exchange)/Desktop Enterprise Admin, MCTS - Virtualization, SCVMM, SCCM, Private Cloud, Exchange 2007/2010, Sharepoint, SQL 2008, Server2008/Server 2012, Windows 7/ Windows 8, MOS 2007 Master (Office), MCSE 2012, MCSE 2003 + Security, Webmaster, CompTIA A+ 2009 and Security +.	Windows 8	MOS	False
1617	985: Windows 1.0 1987: Windows 2.0 1990: Windows 3.0 1992: Windows 3.1 1993: Windows NT 3.1 1995: Windows 95 1996: Windows NT Workstation 4.0 1998: Windows 98 2000: Windows Millennium Edition, Windows 2000 Professional...	Windows 1.0	Windows Millennium Edition	False
1618	The Arx Fatalis Portable Launcher has been tested by me under Windows XP (32 Bit) and Windows 7 (64 Bit).	Windows 7	ARX	False
1619	Last night I re-installed Arx on my Aspire One running Windows 7, and it runs and plays just fine as it did on XP, though it doesn't appears to get as many frames per second as it did on XP.	Windows 7	ARX	False
1620	I've had lots of experience with: DOS 3.3 DOS 5.0 DOS 6.1 Windows 3.0/3.1 Windows 3.11, Windows for Workgroups Windows NT 4.0 Windows 95 Windows 95b/c Windows 98/98SE Windows Millennium Edition [a.k.a.: "Major Error"] Windows 2000 Windows Server 2000/SBS 2K Windows XP Windows Server 2003/SBS 2K3 Windows Vista Windows Small Business Server 2008 Windows 7	Windows 3.0	Windows Millennium Edition	False
1621	Microsoft Windows 95, Microsoft Windows 98, Microsoft Windows Millennium Edition, Microsoft Windows Vista (32/64 bits), Microsoft Windows 7 (32/64 bits), Microsoft Windows XP (32/64 bits), Windows 10 (32/64 bits)	Windows 10	Windows Millennium Edition	False
1622	All 32-bit and 64-bit Windows versions support LanToucher Messenger supports the following x86 and x64 operating systems: Windows 95, Windows 98, Windows Millennium Edition, Windows NT 4, Windows 2000, Windows XP, Windows Vista, Windows 7, Windows 8, Windows 10, Windows Server 2003, Windows Server 2008, Windows Server 2012, and Windows Server 2016.	Windows 10	Windows Millennium Edition	False
1623	USB / Ethernet	Ethernet	USB	True
1624	USB/Ethernet?	Ethernet	USB	True
1625	AppleTalk,Ethernet,	Ethernet	AppleTalk	False
1626	AppleTalk, Ethernet,	Ethernet	AppleTalk	False
1627	Ethernet, AppleTalk, etc).	Ethernet	AppleTalk	False
1628	AppleTalk doesn't predate Ethernet.	Ethernet	AppleTalk	False
1629	AppleTalk, Ethernet, IRDA).	Ethernet	AppleTalk	False
1630	Appletalk and Ethernet fixed!	Ethernet	AppleTalk	False
1631	080089 Kinetics AppleTalk-Ethernet interface	Ethernet	AppleTalk	False
1632	[SLUG] printing linux/appletalk/ethernet	Ethernet	AppleTalk	False
1633	Ethernet is recommended over Appletalk.	Ethernet	AppleTalk	False
1634	With the Appletalk to ethernet	Ethernet	AppleTalk	False
1635	Asante printer box (ethernet to appletalk).	Ethernet	AppleTalk	False
1636	Ethernet, IPI, HIPPI, Fire-Wire, USB, or IDE).	Ethernet	HIPPI	False
1637	The Hippi-6400 switches will also bridge to Ethernet.	Ethernet	HIPPI	False
1638	I've done that with fiber HIPPI and Gigabit ethernet.	Ethernet	HIPPI	False
1639	It supports data transmission and framing protocols for SCSI, HIPPI, Ethernet, Internet Protocol (IP) & ATM.	Ethernet	HIPPI	False
1640	Unlike Ethernet, 802.5 Token Ring, or FDDI, HIPPI does not use a shared medium.	Ethernet	HIPPI	False
1641	assigned to each node on an Ethernet, FDDI, 802 network or HIPPI-	Ethernet	HIPPI	False
1642	formats, both the generic Ethernet ARP packet and the HIPPI-800 HARP	Ethernet	HIPPI	False
1643	I would recommend HIPPI, then Gigabit Ethernet for a high performance cluster.	Ethernet	HIPPI	False
1644	Log Message: Added definitions for Essential Communications RoadRunner HIPPI and Gigabit Ethernet interfaces.	Ethernet	HIPPI	False
1645	The computer systems are conected via hubs/routers/switches, type of connects are: HIPPI,Ethernet,SCSI,ATM, Fibrechannel.	Ethernet	HIPPI	False
1646	Whether it was FDDI, HIPPI, name your interconnect, they all failed to gain enough market share over Ethernet to survive.	Ethernet	HIPPI	False
1647	Connections can be over any sort of transport, including Ethernet, HiPPI, Fibre Channel, ATM, SCSI, and more.	Ethernet	HIPPI	False
1648	This system will have HIPPI, FDDI, and Ethernet connectivity and will initially run a version of NSL-UniTree software.	Ethernet	HIPPI	False
1649	Gigabit Ethernet and ATM, among others, are established standards of data networks, while HIPPI was developed in the supercomputing arena.	Ethernet	HIPPI	False
1650	Solid- Ethernet or USB connection is detected.	USB	Ethernet	False
1651	USB 3.0 is quite a bit faster than gigabit ethernet.	USB	Ethernet	False
1652	New L-com USB Wireless Ethernet Adapter Provides Faster Connection	USB	Ethernet	False
1653	USB is much faster then 10/100 ethernet.	USB	Ethernet	False
1654	My list contains Appletalk, USB, Internet (http), and so on.	USB	AppleTalk	False
1655	i. Identify your connection type - Printer (USB) or Printer (AppleTalk).	USB	AppleTalk	False
1656	I've tried printing over AppleTalk, USB, ethernet, Bonjour and IP.	USB	AppleTalk	False
1657	USB MIDI interfaces sometimes have problems handling MIDI data when AppleTalk is activated.	USB	AppleTalk	False
1658	Adding an AppleTalk or LPR network printer is very similar to adding a USB printer.	USB	AppleTalk	False
1659	Apparently the new models include parallel, AppleTalk, and USB conectors on them.	USB	AppleTalk	False
1660	It is typically used when communicating with USB, serial, Appletalk, and AppSocket (port 9100) printers.	USB	AppleTalk	False
1661	You can add printers that broadcast in Appletalk (seen above) or a local USB printer.	USB	AppleTalk	False
1662	mine also seems to have special mentions of 'epson appletalk/firewire/tcpip/usb' hp ip printing, and lexmark inkjet networking.	USB	AppleTalk	False
1663	Device 300 may include any number of ports or interfaces, which may correspond to serial communication architectures like Universal Serial Bus (USB), RS-x, FireWire, Ethernet, SCSI, and PCI Express or parallel communication architectures such as ATA, HIPPI, IEEE-488, and PCMCIA for output devices 325 and input devices 330 .	IEEE-488	HIPPI	False
1664	FireWire (IEEE 1394) is generally faster than USB 2.0 when using Tableau forensic bridges.	IEEE 1394	USB	False
1665	Up to six times faster than contemporary external storage solutions: USB 2.0 and Firewire (IEEE 1394)	IEEE 1394	USB	False
1666	FireWire (IEEE 1394) is an interface that manages to move data even faster than USB 2.0.	IEEE 1394	USB	False
1667	FireWire® (IEEE 1394 or i.Link) Wired connection (serial bus) standard similar to, but faster than, USB .	IEEE 1394	USB	False
1668	A port on the computer that is faster than a serial port but slower than SCSI, USB, or IEEE 1394 ports.	IEEE 1394	USB	False
1669	The D1 uses IEEE 1394 (Firewire) for computer connection, the D100 uses the much slower USB 1.1.	IEEE 1394	USB	False
1670	It brings the superior technology of the IEEE 1394 commonly known as FireWire with mega warp speed and 30 times more bandwidth than the USB interface.	IEEE 1394	USB	False
1671	Among the ones supported by NetBSD are Ethernet (10/100/1000MBd), Arcnet, serial line, ATM , FDDI , Fiber Channel, USB , HIPPI , FireWire ( IEEE 1394), Token Ring, serial lines and others.	IEEE 1394	HIPPI	False
1672	Computer and Communication Standards And direct links to the sections on: ADSL, ATM, CORBA, Ethernet, FCS, FDDI, Frame Relay, HIPPI, HTML, IEEE 1394, IP Next Generation, ISDN, Macintosh, MIME, MPEG, MPI, ODBC, SCI, SCSI, SMDS, SONET, STEP, TCP, Unix, USENET, Windows, xDSL	IEEE 1394	HIPPI	False
1673	The TCP/IP protocol stack behaves the same regardless of the underlying media used, and NetBSD supports a wide range of these, among them are Ethernet (10/100/1000MBd), Arcnet, serial line, ATM , FDDI , Fiber Channel, USB , HIPPI , FireWire ( IEEE 1394), Token Ring, and serial lines.	IEEE 1394	HIPPI	False
1674	## Supported Media The TCP/IP protocol stack behaves the same regardless of the underlying media used, and NetBSD supports a wide range of these, among them are Ethernet (10/100/1000MBd), Arcnet, serial line, ATM, FDDI, Fiber Channel, USB, HIPPI, FireWire (IEEE 1394), Token Ring, and serial lines.	IEEE 1394	HIPPI	False
1675	net/appletalk : ddp.c net/atm : mpc.c svc.c net/bluetooth : l2cap.c	Bluetooth	AppleTalk	False
1676	This includes code for IPv6 and Appletalk as well as protocols for Ethernet, wifi, bluetooth, etc.	Bluetooth	AppleTalk	False
1677	Under "Networking" get rid of all the network protocols you're not going to use like Appletalk, Bluetooth, radio, or IPX.	Bluetooth	AppleTalk	False
1678	(2.6.33 features sata, dmcrypt, IPV6, CIFS, NFS4, EXT3, EXT4, JFS, XFS, FUSE(for ntfs-3g), UBIFS, usb-serial, uvcvideo, iptables, appletalk, bluetooth, v4l and ppp)[/list]	Bluetooth	AppleTalk	False
1679	Features systemd, e-sata, dmcrypt, IPV6, CIFS, NFS4, EXT3, EXT4, JFS, XFS, FUSE(for ntfs-3g), UBIFS, usb-serial, uvcvideo, iptables, appletalk, bluetooth, v4l and ppp.	Bluetooth	AppleTalk	False
1680	Turn off Appletalk, Bluetooth, Airport and any other network connections, unless you need them, unmount iDisks and any servers you're not planning to use, and disable Sharing.	Bluetooth	AppleTalk	False
1681	When I call getaddrinfo with AF_UNSPEC , it can theoretically return any address families it likes: AF_INET , AF_INET6 , maybe AppleTalk, bluetooth, datalink, netlink addresses...	Bluetooth	AppleTalk	False
1682	To be exact, the problem exists in implementations of AppleTalk, IPX, IRDA, X.25, AX.25, Bluetooth, IUCV, INET6 (aka IPV6), PPP over X and ISDN.	Bluetooth	AppleTalk	False
1683	Moreover, the invention may be readily implemented with TCP/IP communications protocols, IPX, Bluetooth, Appletalk, IP-6, NetBIOS, OSI or any number of existing or future protocols.	Bluetooth	AppleTalk	False
1684	Now if I want to the printer to the MacBook I installed the drivers on, I don't get a Button bar with (Default,Fax,IP,Windows,Bluetooth,AppleTalk,MOre Printers).	Bluetooth	AppleTalk	False
1685	Clicking on the More Printers button allows users to add many more types of printers, including Bluetooth, SMB (Windows), Appletalk, and other printers using TCP/IP protocols that do not use the Line Printer Daemon (LPD), or Bonjour.	Bluetooth	AppleTalk	False
1686	Wireless LAN Optional Bluetooth Optional IEEE 1284 Parallel Network ProtocolTCP/IP; IPX/SPX; NetBEUI,AppleTalk (Auto switching) Network Operating SystemsWindows 95/98/NT 4.0/2000/XP/2003,Macintosh 8.6 - 9.2/10.1,	Bluetooth	AppleTalk	False
1687	Kernel and modules are available from the following location: Features e-sata, dmcrypt, IPV6, CIFS, NFS4, EXT3, EXT4, JFS, XFS, FUSE(for ntfs-3g), UBIFS, usb-serial, uvcvideo, iptables, appletalk, bluetooth, v4l and ppp.	Bluetooth	AppleTalk	False
1688	Disabling IPX/SPX .....................83 Disabling DLC/LLC .....................83 Disabling AppleTalk ...................84 Parallel configuration ...........................85 USB configuration ..........................86 Auxiliary connection configuration .......................87 HP Jetdirect print servers ........................88 Available software solutions ....................88 Wireless printing ..........................89 IEEE 802.11 standard ......................89 Bluetooth ..........................89 4 Printing tasks Controlling print jobs ..........................92...	Bluetooth	AppleTalk	False
1689	Mapping HIPPI Into SONET/ATM	ATM	HIPPI	False
1690	In addition to SCSI, the switch supports ATM and HIPPI.	ATM	HIPPI	False
1691	Examples of this technology include ATM switches and HIPPI channels.	ATM	HIPPI	False
1692	HIPPI or ATM network in /etc/gateways with a series of "host" lines.	ATM	HIPPI	False
1693	HIPPI or ATM network in /etc/gateways witha series of "host" lines.	ATM	HIPPI	False
1694	SCSI, HIPPI, ATM, IP, and IPI protocols have been mapped to the Fibre Channel transport.	ATM	HIPPI	False
1695	An ASIC designed to support intelligent controllers on some XIO devices; for instance, ATM, HIPPI.	ATM	HIPPI	False
1696	"Comparison of Raw and Internet Protocols in an HIPPI/ATM/SONET Gigabit Network" ACM Computer Comm.	ATM	HIPPI	False
1697	FibreChannel HiPPI ATM Loopback SLIP/PPP Myrinet Other ) was the network type .	ATM	HIPPI	False
1698	HIPPI packets can be encapsulated and sent over ATM and Fibre Channel networks.	ATM	HIPPI	False
1699	NetStar's goal was to have local HiPPI networking to WAN ATM connectivity.	ATM	HIPPI	False
1700	A few of these bear mentioning, including HIPPI, ATM, Fibre Channel, and AmpNet.	ATM	HIPPI	False
1701	FIG. 3 is a block diagram of an HIPPI-based communication system having an ATM network;	ATM	HIPPI	False
1702	SMDS fast switching of IPX and AppleTalk packets provides faster packet transfer on serial links with speeds above 56 kbps.	IPX	AppleTalk	False
1703	SMDS fast switching of IP, IPX, and AppleTalk packets provides faster packet transfer on serial links with speeds above 56 kbps.	IPX	AppleTalk	False
1704	It becomes harder to maintain this correspondence at higher layers - for example, at the Network layer IP, Novell IPX and AppleTalk all use port numbers as a 'transport address,' but CLNP and DECnet have no notion of ports.	IPX	AppleTalk	False
1705	IPX is clumsy, Appletalk is better but still a bit of a wierd beast, Decnet is just a mess plus frankly each phase was plaguerised from something else anyway.	IPX	AppleTalk	False
1706	No Support for IPX, Appletalk, WebDav, or NetDDE Even less capable backup built in than XP, which itself had inferior backup to previous versions High cost Bloat #1 - takes over 10GB of hard disk Bloat #2 - 2GB of RAM needed Crippled wordpad can't read .doc	IPX	AppleTalk	False
1707	# netstat -V net-tools 1.60 netstat 1.42 (2001-04-15) Fred Baumgarten, Alan Cox, Bernd Eckenfels, Phil Blundell, Tuan Hoang and others +NEW_ADDRT +RTF_IRTT +RTF_REJECT +FW_MASQUERADE -I18N AF: (inet) +UNIX +INET +INET6 +IPX +AX25 +NETROM +X25 +ATALK -ECONET -ROSE HW: +ETHER +ARC +SLIP +PPP +TUNNEL +TR +AX25 +NETROM +X25 +FR -ROSE -ASH -SIT -FDDI -HIPPI -HDLC/LAPB	IPX	HIPPI	False
1708	It is a method for interconnecting networks, regardless of the particular networking technology (Ethernet, ATM, HIPPI, Frame Relay, FDDI), used by the individual systems.	Frame relay	HIPPI	True
1709	USB/IO: 2 x USB 2.0, 1 x IEEE 1394 (Firewire) Expansion Slots:7 Case Fans: 1 rear Mounted Fan and 1 side panel Fan (see pics) Model#: AMX-01BDU SPX-02BF	SPX	IEEE 1394	False
1710	larger frame sizes like ATM, FDDI, or HIPPI may perform better with MCLSHIFT set to 12 or 13, giving mbuf cluster sizes of 4096 and 8192	FDDI	HIPPI	False
1711	claim 6 , wherein said interface protocol comprises one of the following protocols: Infiniband, Ethernet, TCP/IP, HIPPI, Token Ring, Arcnet, FDDI, LocalTalk, ESCON, FICON, ATM, SAS, SATA, and combinations thereof.	ARCNET	HIPPI	False
