id,caption,sentence,object_a,object_b,predicted,gold
1788,middle_paths_unrestricted_16,Why are Nokia and IPhone known to be easier to use than Samsung?,Nokia,Samsung,NONE,BETTER
1675,middle_paths_unrestricted_16,3. cement against wood?,cement,wood,BETTER,NONE
2262,middle_paths_unrestricted_16,"I don't think it could've worked out any better with what happened (at dartmouth) at the end of the game up there, and then obviously our rival (harvard).""",dartmouth,harvard,NONE,BETTER
49,middle_paths_unrestricted_16,Their aim is to make Windows 8 run faster than Windows 7 on the same machine.,Windows 8,Windows 7,BETTER,NONE
211,middle_paths_unrestricted_16,"I'm asking about Perl because I believe it is more stable, more secure and faster than PHP.",Perl,PHP,NONE,BETTER
1404,middle_paths_unrestricted_16,"Dell, on the other hand, says, ""We're just going to use off-the-shelf Intel PC technology and we're just going to do it better than everyone else.""",Dell,Intel,WORSE,NONE
670,middle_paths_unrestricted_16,League members VCU (against michigan) Saint Louis (against oregon) and Butler (against Marquette) all have decent shots of reaching the Sweet 16 on Saturday.,michigan,oregon,BETTER,NONE
1806,middle_paths_unrestricted_16,"Sure enough, my daughter moved quickly from my hand-me-down laptop to her own (faster, newer) MacBook and iphone.",laptop,iphone,NONE,WORSE
1279,middle_paths_unrestricted_16,"The ps2 games were miles better, though, and I'm sure the ds one I mentioned would be great, too.",ps2,ds,NONE,BETTER
415,middle_paths_unrestricted_16,"That's not as good as Utah or virginia with their A- grades, but better than california with its C-....",virginia,california,NONE,BETTER
2228,middle_paths_unrestricted_16,I really wonder what makes Python slower than Perl ?,Python,Perl,NONE,WORSE
1631,middle_paths_unrestricted_16,This means that earnings at LinkedIn and amazon are likely to grow vastly faster than earnings at facebook over the next few years.,amazon,facebook,NONE,BETTER
207,middle_paths_unrestricted_16,"These are the nicest rubber tees I have ever played on, probably even better than concrete.",rubber,concrete,NONE,BETTER
447,middle_paths_unrestricted_16,FD: football and baseketball got on it faster than baseball.,football,baseball,NONE,BETTER
248,middle_paths_unrestricted_16,"The entity may even provide sample Java code, but Perl is a far better solution.",Java,Perl,NONE,WORSE
632,middle_paths_unrestricted_16,If you use NetBeans instead of Eclipse.,NetBeans,Eclipse,BETTER,NONE
2004,middle_paths_unrestricted_16,"Even though Chevrolet models in the mid-1920s () caused the mere demise of Model T due to its superior amenities against the stereotype-driven T form, Henry Ford undoubtedly installed value to his product through price leadership strategy.",Chevrolet,Ford,NONE,WORSE
1937,middle_paths_unrestricted_16,"The language seems to place itself as 'faster than Groovy, simpler than Scala and incorporates all the benefits of Java'.",Scala,Java,NONE,BETTER
1063,middle_paths_unrestricted_16,"Also, keep in tmind that two years ago, Dell,HP,Gateway etc, never used AMD chips as Intel produced the better chip.",Dell,Intel,NONE,WORSE
483,middle_paths_unrestricted_16,With Nokia 808 at 2x digital zoom will be already worse than this Samsung.,Nokia,Samsung,BETTER,WORSE
4,middle_paths_unrestricted_16,"tennis is so much harder on the body than golf,"" he said.",tennis,golf,BETTER,WORSE
858,middle_paths_unrestricted_16,"Also, Eclipse has more plugins that NetBeans.",Eclipse,NetBeans,NONE,BETTER
876,middle_paths_unrestricted_16,"Netflix, amazon and I think the new Genius tool for itunes have much better systems.",amazon,itunes,NONE,WORSE
585,middle_paths_unrestricted_16,"This is where Scala stops being a better Java, in the sense Groovy is, and becomes its own language.",Scala,Java,NONE,WORSE
620,middle_paths_unrestricted_16,"If you do a lot of offroading, the jeep ""can"" be optioned better but for an everyday v6 suv, the Explorer is right up there.",jeep,suv,NONE,BETTER
1941,middle_paths_unrestricted_16,What Perl can do better than Ruby and vice versa,Perl,Ruby,BETTER,NONE
916,middle_paths_unrestricted_16,"(What about PostpreSQL you ask? Meh, decent license but it can't be embedded, performs better than SQLite but much worse than Firebird and MySQL; feature-wise its about on par with Firebird)",SQLite,MySQL,NONE,WORSE
1247,middle_paths_unrestricted_16,"AMD fans should take a look at the Samsung Series 5 510R5E, which is lighter and slimmer, hence offering better mobility.",AMD,Samsung,NONE,WORSE
222,middle_paths_unrestricted_16,@Slava: FUD! Shameless FUD! Groovy is definitely not thousands times slower than Java!,Groovy,Java,WORSE,BETTER
1573,middle_paths_unrestricted_16,tea is steeped in boiling water and is a superior alternative to lobster juice.,tea,juice,NONE,BETTER
1849,middle_paths_unrestricted_16,New ipod Touch faster than iphone 3G,ipod,iphone,NONE,BETTER
2085,middle_paths_unrestricted_16,"In many ways, Scala is a superior language because it relieves many of the age-old, time-consuming Java programming headaches.",Scala,Java,NONE,BETTER
936,middle_paths_unrestricted_16,"Please do a Google Search for ""Places of Worship in Kingston, RI"" for complete listings, or contact one of the chaplains for recommendations.",Google,Kingston,BETTER,NONE
458,middle_paths_unrestricted_16,"Come On Man georgia is not better than oregon, no way and they almost beat them.",georgia,oregon,BETTER,WORSE
149,middle_paths_unrestricted_16,"Simplistic like [[Smalltalk]] (methods are public, members are private) or complex like [[Java]]?",Smalltalk,Java,WORSE,NONE
1516,middle_paths_unrestricted_16,"For me, being a lefty who is right-eye dominant means I'm lousy at tennis but great at golf.",tennis,golf,NONE,WORSE
2346,middle_paths_unrestricted_16,"Ruby looks pretty easy to learn, and it even looks fun; but I'm skeptical about whether or not I'd be safer going down the more established PHP route.",Ruby,PHP,BETTER,WORSE
2121,middle_paths_unrestricted_16,Java is a superior language especially in comparison to PHP.,Java,PHP,NONE,BETTER
2224,middle_paths_unrestricted_16,"Considering AM is alive and well on all other electric cars and hybrids from manufacturers like General Motors, Toyota, Tesla and Nissan, just to name a few, I'd say it has more to do with lousy engineering on the part of BMW.",Toyota,BMW,NONE,BETTER
1078,middle_paths_unrestricted_16,"My only point is that the presentation of my numbers is off, but there is no case in which OpenGL has ever been faster than Direct3D in all tests I have run on all machines.",OpenGL,Direct3D,BETTER,WORSE
1827,middle_paths_unrestricted_16,"If you spend are likely to spend more time with Java, then Scala or Groovy are possibly better options.",Java,Scala,BETTER,WORSE
157,middle_paths_unrestricted_16,"I live in the home of Coca-Cola, so Pepsi is a little harder to come by vending machine wise.",Coca-Cola,Pepsi,NONE,BETTER
1616,middle_paths_unrestricted_16,"The Samsung LN22A450 produces a well-contrasted picture for its size, yet I kept coming back to the Toshiba 22AV500U as a superior small-screen choice, as it features better color quality and an additional HDMI port.",Samsung,Toshiba,NONE,WORSE
243,middle_paths_unrestricted_16,I don't see Apple syncing anything better than Google.,Apple,Google,NONE,WORSE
501,middle_paths_unrestricted_16,Sony was as cool or even cooler in the 80's than Apple is today.,Sony,Apple,WORSE,BETTER
1081,middle_paths_unrestricted_16,"The sandwich would have been perfect with a better cooked egg, but the sausage was fennelly, tasty, and totally worth the extra 100% saturated fat.",sandwich,sausage,WORSE,NONE
1596,middle_paths_unrestricted_16,"People are in a serious mood of trolling in OTW! _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog",Google,Kingston,NONE,BETTER
2225,middle_paths_unrestricted_16,This idea has given me a small kick in the pants and I actually started prototyping in Bash-- but will switch back to Python because of better array support.,Bash,Python,NONE,WORSE
1334,middle_paths_unrestricted_16,"It'll get better, but it's baseball, not basketball.",baseball,basketball,BETTER,NONE
1009,middle_paths_unrestricted_16,"With the hard rubber this shoe has, it is somewhat better for on dirt rather than concrete.",rubber,concrete,WORSE,BETTER
689,middle_paths_unrestricted_16,We obviously linked to youtube above even though hulu has superior quality and content.,youtube,hulu,NONE,WORSE
2222,middle_paths_unrestricted_16,"It still doesn't have macros the way Lisp does and it doesn't have sexprs (yes, I really do like the parenthesis), but it is a better follow-on to C than C++ and still hits the system-programming domain that Java missed so bady.",Lisp,Java,NONE,BETTER
1529,middle_paths_unrestricted_16,The coffee really improved a mediocre base beer.,coffee,beer,NONE,BETTER
1493,middle_paths_unrestricted_16,P.S.: I think Pepsi works better in flavored colas than Coke because Cokes trademark acidity (which I enjoy most in its old-relable regular Coca-Cola form) sometimes conflicts with the other flavors.,Pepsi,Coca-Cola,NONE,BETTER
1391,middle_paths_unrestricted_16,"I would have expected Python to be slower than Java, but apparently that is not the case.",Python,Java,WORSE,BETTER
1699,middle_paths_unrestricted_16,"With immense competition and reliability a given, Honda will continue to bleed market share with GM, Ford, Hyundai and VW making better cars.",Honda,Ford,NONE,WORSE
678,middle_paths_unrestricted_16,Could the Google-opoly be any worse than the Microsoft Empire?,Google,Microsoft,BETTER,NONE
490,middle_paths_unrestricted_16,"oregon maybe isn't Notre Dame or michigan, but (it is) certainly better known than George Mason or Gonzaga,"" McEvoy said.",oregon,michigan,NONE,WORSE
2298,middle_paths_unrestricted_16,"If REAL football turns your stomach, better watch tennis... Oakland vs. Denver: An AFC West pillowfight.",football,tennis,NONE,WORSE
1346,middle_paths_unrestricted_16,"Compare the Cloud released new rankings indicating Amazon Web Services, though a perennial cloud services frontrunner, is experiencing slower growth and is losing the ""mind share"" battle with competitors such as IBM and Microsoft.",Amazon,Microsoft,NONE,WORSE
1977,middle_paths_unrestricted_16,"Even if Microsoft manages to invent or buy a new idea, Google will come up with a way of making it faster, cheaper, safer and more powerful.",Microsoft,Google,NONE,WORSE
617,middle_paths_unrestricted_16,"Now this last system used only a 1.8GHz Opteron 144 processor as opposed to the 2.0GHz Opteron 246 of the IBM systems, so the Intel compiler is actually faster at 1093/1162.",IBM,Intel,NONE,WORSE
1216,middle_paths_unrestricted_16,"Freeman and Pryce describe DSLs and their benefits and how EDSLs are common in lanugages with small syntaxes (Haskell, Lisp, Smalltalk) but are harder to hit into large syntax languages such as Java.",Lisp,Java,WORSE,BETTER
1175,middle_paths_unrestricted_16,"According to Apple, who co-developed the protocol with Intel, Thunderbolt is up to 12 times faster than Firewire 800 and 20 times faster than USB2.",Apple,Intel,BETTER,NONE
253,middle_paths_unrestricted_16,"I loved the look of Chevrolet and that's what I really wanted, but if the price was better, a Ford would have suited me just fine.",Chevrolet,Ford,NONE,BETTER
589,middle_paths_unrestricted_16,"They had better enter it in sports car racing like Ford is doing with the new Mustang which has already won four races against BMW M3s, Porsche 911s, Nissan 350Zs, and other cars in Grand-Am Cup.",Ford,BMW,NONE,BETTER
1433,middle_paths_unrestricted_16,"Convenience Due to the larger tank size and better fuel economy of the Audi Q7, you will definitely be making fewer stops at the gas station than with the Lexus RX 450h.",Audi,Lexus,NONE,BETTER
2362,middle_paths_unrestricted_16,"Undefeated missouri jumped ahead of michigan State by winning 51-28 at Vanderbilt, and the Commodores are a better team than Iowa in my estimation.",missouri,michigan,NONE,BETTER
1834,middle_paths_unrestricted_16,Pros: Windows 8 is more stable and faster than my Windows 7 installs.,Windows 8,Windows 7,NONE,BETTER
164,middle_paths_unrestricted_16,"Nintendo, Microsoft, Sony from best to worse in that exact order.",Microsoft,Sony,NONE,BETTER
45,middle_paths_unrestricted_16,Only recommendation would be to move to Python (or something better than Bash/perl) in order to increase library support and adoption.,Python,Bash,NONE,BETTER
1409,middle_paths_unrestricted_16,"Nissan failed in its attempts to enter the U.S. truck and SUV markets, and as for Renault--can you think of anything worse than dealing with the French government?",Nissan,Renault,BETTER,NONE
1995,middle_paths_unrestricted_16,"Apple computers seem to be better, and many (but not all) of the Dell laptops work good.",Apple,Dell,NONE,BETTER
1551,middle_paths_unrestricted_16,We'd assume with a water bottle of this style we could probably pass beer as tea with no one the wiser.,beer,tea,WORSE,NONE
1260,middle_paths_unrestricted_16,"While some of them can be used via FFI, it won't be feasible for functions that require high performance (FFI calls have their overhead) There's also a question of hosting -- it might be easier to find Java hosting rather than Lisp web hosting.",Java,Lisp,WORSE,BETTER
2312,middle_paths_unrestricted_16,EnterpriseDB claims PostgreSQL is superior in procedural language support to MySQL.,PostgreSQL,MySQL,WORSE,BETTER
1662,middle_paths_unrestricted_16,"If OpenGL is faster, and it has a comparable feature set, and hardware support is excellent... why is Direct3D still the de facto API?",OpenGL,Direct3D,WORSE,BETTER
691,middle_paths_unrestricted_16,The restaurant would have to be better than just a simple cafe or pizza place.,restaurant,cafe,BETTER,NONE
1892,middle_paths_unrestricted_16,Regarding this C/C++/D/Java/C#/etc are worse and Python and Go are better.,Java,Python,NONE,WORSE
992,middle_paths_unrestricted_16,I saw ps3 games that looked worse than the ps2 Kingdom Hearts titles xD.,ps3,ps2,BETTER,WORSE
1500,middle_paths_unrestricted_16,"Umberto, if you read my post carefully, you will see that I never say that Objective-C is superior as a language to Java.",Objective-C,Java,BETTER,NONE
225,middle_paths_unrestricted_16,"She has also found that the Apple Store people and online Mac forums can answer questions much better than, say, Dell Customer Support can.",Apple,Dell,NONE,BETTER
1651,middle_paths_unrestricted_16,"To me, the Thinkpad looks like a better laptop than the Macbook Air, because it's got an optical drive, three USB ports instead of one, built-in Ethernet, and a faster processor.",USB,Ethernet,NONE,BETTER
371,middle_paths_unrestricted_16,The ps3 MOVE is just the wii with better graphics.,ps3,wii,NONE,BETTER
1126,middle_paths_unrestricted_16,"Handling The Nissan LEAF has a significantly smaller turning radius than the Ford Focus ST, allowing much better maneuverability in and out of tight spots.",Nissan,Ford,WORSE,BETTER
572,middle_paths_unrestricted_16,"The company was late to get lens coatings sorted out, but beginning in the late 1980s it cemented its position as a leading maker of camera optics, to the point that today I consider it to be a peer of Zeiss and Leica and, broadly speaking, slightly superior to Canon or Nikon as a lensmaker.",Leica,Nikon,NONE,BETTER
1335,middle_paths_unrestricted_16,"pizza cooks faster and is more tender, bread crusts as it's never crusted before.",pizza,bread,NONE,BETTER
2056,middle_paths_unrestricted_16,Windows 8 adoption 5x slower than Windows 7 so far,Windows 8,Windows 7,BETTER,WORSE
884,middle_paths_unrestricted_16,I liked the Toyota over the Ford and it looks better than the Chevy.,Toyota,Ford,NONE,BETTER
1096,middle_paths_unrestricted_16,"While the tutorial implies that using SQLite is the easiest path to getting a working app, it's probably easier to use MySQL or postgres if you're comfortable with those.",SQLite,MySQL,NONE,WORSE
1681,middle_paths_unrestricted_16,"I have a hard time believing that this team was worse than Villanova, Marquette, or missouri, to name a few of the other power conference teams that got the bubble nod while virginia Tech was overlooked once again.",missouri,virginia,BETTER,NONE
2300,middle_paths_unrestricted_16,"I'm sure the dedicated winter tires help but I have found that my BMW handles better then some of my previous cars (00 Honda Accord EX-V6, 97 Ford Explorer, 96 Maxima SE).",BMW,Ford,NONE,BETTER
1110,middle_paths_unrestricted_16,"With most Java code I seldom have to use the source, but for the Scala code it seems easier to start with the source.",Java,Scala,NONE,WORSE
1152,middle_paths_unrestricted_16,"Can you Show How Groovy is ""Better Java""?",Groovy,Java,NONE,BETTER
1615,middle_paths_unrestricted_16,"DavidKorn For a few years after the release of Perl in 1987, AWK remained competitive simply because it had a smaller, faster implementation.",Perl,AWK,NONE,WORSE
879,middle_paths_unrestricted_16,1) Laptop or netbook with Bluetooth means that I don't have to plug anything into a USB port in order to use a decent mouse with the computer.,Bluetooth,USB,NONE,BETTER
453,middle_paths_unrestricted_16,"Ruby 1.9 is about 3x faster, which should put it in the 20x slower than native ballpark that Perl and Python are at today.",Ruby,Python,NONE,BETTER
705,middle_paths_unrestricted_16,"virginia Tech put together a solid drive, but michigan forced a 37-yard field goal.",virginia,michigan,BETTER,WORSE
1550,middle_paths_unrestricted_16,"While this manipulation is all available in the standard JDK and is thus available to Java applications, Groovy is better suited for scripting needs like this.",Java,Groovy,NONE,WORSE
1287,middle_paths_unrestricted_16,Terrible football field; worse baseball field.,football,baseball,WORSE,BETTER
1895,middle_paths_unrestricted_16,It runs more than 3 times faster than AWK solution presented above and about 60 times faster that GNU Sed! Really impressing.,AWK,Sed,NONE,BETTER
2292,middle_paths_unrestricted_16,"Plasticky in the way a Samsung Galaxy S II feels solid, although far from finely machined like a Nokia N8 .",Samsung,Nokia,NONE,WORSE
954,middle_paths_unrestricted_16,"9 thoughts on "" Is PHP better than Java, .net",PHP,Java,NONE,BETTER
1093,middle_paths_unrestricted_16,"To me, Ruby on Rails doesn't look any better than PHP.",Ruby,PHP,BETTER,NONE
2255,middle_paths_unrestricted_16,The Buick is a far better driver but doesn't have the wretched excess appeal of the Cadillac.,Buick,Cadillac,WORSE,NONE
1129,middle_paths_unrestricted_16,I found that the experience on my HTC Sensation Android phone was far superior to use of my ipod Touch.,phone,ipod,WORSE,BETTER
144,middle_paths_unrestricted_16,Did you work harder at oregon State than you did at virginia?,oregon,virginia,BETTER,NONE
978,middle_paths_unrestricted_16,"Likewise, its no doubt easier to get a job programming Java or C, rather than Lisp or J.",Java,Lisp,NONE,BETTER
2347,middle_paths_unrestricted_16,"Granted, Pentium 4M was a horrible CPU platform to start with but somehow IBM pulled off a decent design based on same processor with the T30 and Dell didn't.",IBM,Dell,NONE,BETTER
694,middle_paths_unrestricted_16,"It might be easier to hire Java developers, but a Scala team will be able to get a lot more done",Java,Scala,NONE,WORSE
1153,middle_paths_unrestricted_16,30% better in MySQL 5.0.20a and 37% better in PostgreSQL 8.2-dev.,MySQL,PostgreSQL,NONE,WORSE
219,middle_paths_unrestricted_16,you can write serious programs in Lisp faster than in Python... ;-),Lisp,Python,NONE,BETTER
1293,middle_paths_unrestricted_16,Tethering over Bluetooth is slower but being wireless is a great advantage over USB.,Bluetooth,USB,WORSE,BETTER
1453,middle_paths_unrestricted_16,"-SQL Server is significantly superior to MySQL, faster than PostgreSQL, and for most businesses is cheaper than Oracle.",MySQL,PostgreSQL,BETTER,NONE
2156,middle_paths_unrestricted_16,It was easier for Samsung to see what was happening than it was for Nokia.,Samsung,Nokia,WORSE,BETTER
386,middle_paths_unrestricted_16,"Decent at football, Top 20 program in basketball.",football,basketball,WORSE,NONE
959,middle_paths_unrestricted_16,It can be very easy to change Perl code quickly but slower in PHP.,Perl,PHP,NONE,BETTER
1711,middle_paths_unrestricted_16,You can use plywood for a basic bar but planks of lumber look nicer for a more elaborate setup and are easier to finish with stain or paint.,plywood,lumber,NONE,WORSE
2191,middle_paths_unrestricted_16,"volleyball has helped me to see players in basketball better, and I have a better idea of what's happening.''",volleyball,basketball,NONE,BETTER
874,middle_paths_unrestricted_16,"The abstraction level of both C# and Java is mediocre; it's much better than C, somewhat weaker (!) than C++, and not nearly as good as languages that support both object-oriented and functional programming (such as Lisp and Ocaml).",Java,Lisp,NONE,WORSE
351,middle_paths_unrestricted_16,"Seating position: Slightly behind the BMW i3, basically on par with the Mercedes B-class and a bit better than the Volt and Ford Focus.",BMW,Ford,NONE,BETTER
2215,middle_paths_unrestricted_16,"virginia coach Tony Bennett said georgia Tech is ""a better team"" this season.",virginia,georgia,NONE,WORSE
2186,middle_paths_unrestricted_16,The Mercedes-Benz E220 provides a solid option but it can't match the driving dynamics of the BMW or the style and interior luxury of the Audi.,Mercedes-Benz,Audi,BETTER,WORSE
1386,middle_paths_unrestricted_16,"I like the Sigma (Nex) 30mm even better then the Nikon, and I do want a faster, wider lens then the 50mm for this trip.",Sigma,Nikon,NONE,BETTER
1121,middle_paths_unrestricted_16,We were glad that Apple was a niche product compared with the ubiquity of the competition of mediocre IBM clones.,Apple,IBM,NONE,BETTER
0,middle_paths_unrestricted_16,"Apple cider vinegar will taste better then white, but lemon juice is the best tasting.",cider,juice,NONE,WORSE
1621,middle_paths_unrestricted_16,"There are other languages which may be better suited than PHP if you want to see things from a different angle - I suggest that you try a functional language like Lisp, Scheme, Haskell, F#, or a weakly typed language like Python.",Lisp,Python,WORSE,BETTER
207,middle_paths_unrestricted_16,"In FPGAs, Integer or fixed-point math can often run 10 to 100 times faster than Floating-point computations.",Integer,Floating-point,NONE,BETTER
1910,middle_paths_unrestricted_16,Apparently the wii isn't superior to the ds for Square-enix.,wii,ds,BETTER,WORSE
1030,middle_paths_unrestricted_16,"As an aside, who in their right mind would buy an inferior GM or Ford car when a very well engineered European car, like that from Mercedes Benz and BMW can be purchased for a much lower price than now when the euro falls.",Ford,BMW,NONE,WORSE
2400,middle_paths_unrestricted_16,"# SQLite seems to be faster in almost all cases, and in some cases MySQL can be much slower.",SQLite,MySQL,NONE,BETTER
243,middle_paths_unrestricted_16,"When it comes to extras you'll Harman Kardon speakers offering decent sound quality, then there are the latest Gigabit Ethernet, 802.11n wireless LAN, four USB ports, ExpressCard and HDMI slots and there is even Bluetooth for hooking up to your mobile phone.",Ethernet,Bluetooth,BETTER,NONE
2367,middle_paths_unrestricted_16,nixon Ike...who in retrospect appear better than kennedy.,nixon,kennedy,NONE,BETTER
2321,middle_paths_unrestricted_16,"For another, while the current Apple TV is noticeably slower than the Amazon Fire TV, that shouldn't be the case for much longer.",Apple,Amazon,BETTER,WORSE
2076,middle_paths_unrestricted_16,"Ethernet will always be faster, but if your machines are not networked, order the USB cable and use it.",Ethernet,USB,WORSE,BETTER
209,middle_paths_unrestricted_16,Many processors can do Integer calculations much faster than similar Floating-point operations.,Integer,Floating-point,NONE,BETTER
1263,middle_paths_unrestricted_16,"But if sales are slower than expected, Toyota may have to offer deals like the ones Ford and DaimlerChrysler have been doing.",Toyota,Ford,BETTER,NONE
1239,middle_paths_unrestricted_16,"My last PC had Windows 7 and I would use it from time to time until I realized Windows 8 was better, faster and had less problems.",Windows 7,Windows 8,NONE,WORSE
990,middle_paths_unrestricted_16,"Open standards are better than propietary ones, and you should know by now that's also my POV, but actual applications are better than none and OpenCL it's been here for only 1 year or so, and it's not yet as good as CUDA.",OpenCL,CUDA,NONE,WORSE
1379,middle_paths_unrestricted_16,"Adidas kits may look nice, but are made of even worse material than Nike.",Adidas,Nike,BETTER,WORSE
2097,middle_paths_unrestricted_16,"So if you've built a TV library around iTunes, you own iOS devices and you rip your DVDs, the Apple TV will probably be a better choice.",iOS,Apple TV,NONE,WORSE
1973,middle_paths_unrestricted_16,"Mercer leads at 556, one stroke better than georgia Tech with virginia Tech third at 565.",georgia,virginia,NONE,BETTER
1617,middle_paths_unrestricted_16,"It's gotten better with youtube, but Kreva's itunes page is bare except for his collaboration with Miyavi.",youtube,itunes,NONE,BETTER
722,middle_paths_unrestricted_16,tea tastes better with a dash of milk.,tea,milk,BETTER,NONE
906,middle_paths_unrestricted_16,This is one where a company like Dell can dominate a company like Apple that makes a better product.,Dell,Apple,WORSE,BETTER
238,middle_paths_unrestricted_16,"Scala makes the code less verbose, its better performance than Java.",Scala,Java,NONE,BETTER
560,middle_paths_unrestricted_16,"Toyota continues to dominate the market with an excellent 21.2% share this month thanks to 884 sales, ahead of BMW very solid at 631 units and 15.1% vs. 13% year-to-date, Mercedes with 510 sales and 12.2% and Volkswagen at 456 units and 10.9% vs. 9.1% year-to-date.",Toyota,BMW,NONE,BETTER
1823,middle_paths_unrestricted_16,"The MediaPad 7 Lite came with other apps already installed like Kingston Office, which is already free in the Google Play app store.",Kingston,Google,BETTER,NONE
2203,middle_paths_unrestricted_16,I traded in a much nicer Samsung cell phone for a lesser (in terms of bells and whistles) Nokia phone because I just like their layout better.,Samsung,Nokia,NONE,BETTER
1697,middle_paths_unrestricted_16,Setting up Python running as FastCGI on either Apache or lighttpd is much harder than creating a page of PHP.,Python,PHP,BETTER,NONE
1223,middle_paths_unrestricted_16,"Turn-in is crisper in the Lexus than in either the BMW or the Cadillac, a fact borne out by its first-place slalom finish in spite of a mediocre skidpad performance.",Lexus,Cadillac,NONE,BETTER
1691,middle_paths_unrestricted_16,"More challenging yet, the van's designers had only shaped the engine box for a four-cylinder engine, meaning Toyota could not fit the Previa with a V-6 engine to compete with the faster and more powerful Chrysler minivans--or those from Ford and General Motors as well.",Toyota,Chrysler,NONE,WORSE
2,middle_paths_unrestricted_16,"pennsylvania is no better, but states such as South carolina and Florida have no estate or inheritance tax.",pennsylvania,carolina,NONE,WORSE
2397,middle_paths_unrestricted_16,"Again, facebook is growing faster than Apple and google.",facebook,google,NONE,BETTER
457,middle_paths_unrestricted_16,If you're so anti-Oracle you're better off using PostgreSQL.,Oracle,PostgreSQL,NONE,WORSE
1206,middle_paths_unrestricted_16,"Who's up for an intra-company cannibalizing Buick Regal 2.0T, which looks better, probably drives better, and is more Teutonic in every way than this large-on-the-outside but small-on-the-inside answer to a question no one is asking of Cadillac?",Buick,Cadillac,NONE,BETTER
899,middle_paths_unrestricted_16,"The graphics are good for ds, but I'm sure the wii one has much better graphics.",ds,wii,NONE,WORSE
756,middle_paths_unrestricted_16,"And this is what Coca-Cola generally advertise, that their drink tastes great, and therefore (indirectly) tastes better than any other drink (such as Pepsi).",Coca-Cola,Pepsi,NONE,BETTER
2384,middle_paths_unrestricted_16,But then Microsoft delayed Vista YET again and also Dell offered at least a mediocre gpu with the 1505.,Microsoft,Dell,BETTER,NONE
1331,middle_paths_unrestricted_16,"The restaurant is doing much better,"" Sal reveals of Papa C's Eastside cafe.",restaurant,cafe,NONE,BETTER
205,middle_paths_unrestricted_16,The consensus seems to be that Java killed Smalltalk.,Java,Smalltalk,NONE,BETTER
1760,middle_paths_unrestricted_16,"The best thing about this pizza is the sausage, which has a decent spice level.",pizza,sausage,WORSE,NONE
1074,middle_paths_unrestricted_16,"Despite improved security in Windows 8, McAfee believes targeted malware will be available faster than it was for Windows 7.",Windows 8,Windows 7,BETTER,WORSE
854,middle_paths_unrestricted_16,"Reviewed by: Lianne Reitter , send e-mail Published by: Stardock Corporation, go to the web site Requires: Works best with Windows XP, but also works with Windows 98, ME and 2000; Pentium III or faster CPU, 128MB RAM MSRP: $49.95",Windows XP,Windows 98,NONE,BETTER
1594,middle_paths_unrestricted_16,"That's true, function passing is painless in Python and a little harder in Ruby.",Python,Ruby,NONE,BETTER
2235,middle_paths_unrestricted_16,"cnn, at this point you're no better than fox News.",cnn,fox,BETTER,WORSE
1495,middle_paths_unrestricted_16,Of course it's vastly inferior like hockey than to real football so that would be your answer to that question.,hockey,football,NONE,WORSE
430,middle_paths_unrestricted_16,Its easier to create a mediocre baseball movie than and mediocre basketball or football movie.,baseball,football,NONE,BETTER
225,middle_paths_unrestricted_16,I can type just as fast if not faster on my phone than my laptop.,phone,laptop,NONE,BETTER
2318,middle_paths_unrestricted_16,"Lenovo has done a nice job of making customizing easier since the IBM days, though they're probably still not as good as Dell.",IBM,Dell,BETTER,WORSE
1415,middle_paths_unrestricted_16,"If you're talking about CHRP/PREP hardware, IBM and Motorola delivered PowerPC machines with lots of PC legacy, while Apple delivered much better, legacy free PowerPC Macs.",IBM,Apple,NONE,WORSE
1071,middle_paths_unrestricted_16,"A PC World article proclaimed the current Sony Touch Edition superior to the Kindle without knowing that the Kindle has free 24-hr web access to sites everywhere, for U.S. residents, though it is far better to access mainly-text sites, since it is slow otherwise, and the writer assumed one can buy books only from Amazon, which regular readers of this blog know is completely untrue.",Sony,Amazon,BETTER,NONE
1465,middle_paths_unrestricted_16,"Depending on what you're actually trying to accomplish (watching digital movies on the go, watching streaming movies on the go, playing iOS games on the car TV, etc) there is likely a better solution to the problem than an Apple TV, router, and ipad.",iOS,Apple TV,NONE,BETTER
1898,middle_paths_unrestricted_16,"Even better alternatives for soda are water, unsweetened iced tea, and low-fat milk, she suggests.",soda,milk,BETTER,WORSE
191,middle_paths_unrestricted_16,"CUDA has much better support than AMD or OpenCL, try to get AMD to help you to debug your code, and you will see what happen!",CUDA,OpenCL,NONE,BETTER
2314,middle_paths_unrestricted_16,"It wouldn't surprise me if Google has a better (faster, more secure, does what most people need) OS than Microsoft or Apple in a year or two.",Google,Microsoft,NONE,BETTER
1505,middle_paths_unrestricted_16,"I can get a project from concept to completion in Java faster than in C, C++, C# (although that's damn close..), or Objective-C.",Java,Objective-C,NONE,BETTER
1625,middle_paths_unrestricted_16,Why do most wii games look like gamecube games or worse?,wii,gamecube,BETTER,NONE
90,middle_paths_unrestricted_16,Will google Music Become Bigger and Better than itunes?,google,itunes,BETTER,NONE
476,middle_paths_unrestricted_16,Does this imply that milk is worse than soda as far as tooth decay is concerned??,milk,soda,WORSE,NONE
