,_golden,_last_judgment_at,_trusted_judgments,_unit_id,_unit_state,a,also_acceptable,b,expected_label,gold_label,id,label,label:confidence,label_gold,marker,raw_text,text_html,text_readable,type
189,False,1/5/2018 17:39:25,3,1532714569,finalized,Microsoft,,Sony,,,A127628447,NONE,1.0,,True,"According to Peddie, by moving to a conventional X86 architecture, Microsoft and Sony will reduce the tool costs for developers, make cross-platform game development faster and easier, and allow the game developers to get to market much faster.","According to Peddie, by moving to a conventional X86 architecture, <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> will reduce the tool costs for developers, make cross-platform game development faster and easier, and allow the game developers to get to market much faster.","According to Peddie, by moving to a conventional X86 architecture, *Microsoft* and §Sony$ will reduce the tool costs for developers, make cross-platform game development faster and easier, and allow the game developers to get to market much faster.",brands
310,False,1/11/2018 19:32:37,4,1534177146,finalized,Java,,PHP,,,H1235463977,NONE,0.7753,,True,"In a language like PHP or Java, we can hide even more and the code becomes even easier to read:","In a language like <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, we can hide even more and the code becomes even easier to read:","In a language like *PHP* or §Java$, we can hide even more and the code becomes even easier to read:",compsci
405,False,1/12/2018 18:11:40,3,1543286919,finalized,playstation,,gamecube,,,F796579375,NONE,1.0,,False,"gamecube, playstation 2, etc.","<span style=""color: #9A14B2; font-weight: bold"">gamecube:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">playstation:[OBJECT_B]</span> 2, etc.","*gamecube*, §playstation$ 2, etc.",jbt
225,False,1/5/2018 17:16:17,3,1532714606,finalized,IBM,,Dell,,,P2573940397,NONE,1.0,,True,"The new chips include changes that provide faster access to memory, and IBM, NEC and Dell have changed designs to take advantage of those features.","The new chips include changes that provide faster access to memory, and <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span>, NEC and <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> have changed designs to take advantage of those features.","The new chips include changes that provide faster access to memory, and *IBM*, NEC and §Dell$ have changed designs to take advantage of those features.",brands
131,False,1/12/2018 14:59:27,3,1543286641,finalized,playstation,,wii,,N,T3182342250,OTHER,1.0,,True,Will Natal be better than wii or playstation Move?,"Will Natal be better than <span style=""color: #9A14B2; font-weight: bold"">wii:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">playstation:[OBJECT_B]</span> Move?",Will Natal be better than *wii* or §playstation$ Move?,jbt
143,False,1/5/2018 17:15:17,3,1532714522,finalized,Microsoft,,Amazon,B,,K1713879383,BETTER,0.7068,,True,"Microsoft Reader was an early entry in the e-reader space, and in many ways is still superior to the offerings of Amazon, Barnes & Noble, and others.","<span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> Reader was an early entry in the e-reader space, and in many ways is still superior to the offerings of <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span>, Barnes & Noble, and others.","*Microsoft* Reader was an early entry in the e-reader space, and in many ways is still superior to the offerings of §Amazon$, Barnes & Noble, and others.",brands
219,False,1/5/2018 17:16:21,3,1532714600,finalized,Ford,,BMW,,,E682413539,NONE,0.6239,,True,"Exactically what i mean, why can't they put a V6 2.5ltr in the 318 too? ---- If it's like Ford or honda in the US, and BMW is like Caddillac, then why can't they make there cars even better then the small-time populars?","Exactically what i mean, why can't they put a V6 2.5ltr in the 318 too? ---- If it's like <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> or honda in the US, and <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> is like Caddillac, then why can't they make there cars even better then the small-time populars?","Exactically what i mean, why can't they put a V6 2.5ltr in the 318 too? ---- If it's like *Ford* or honda in the US, and §BMW$ is like Caddillac, then why can't they make there cars even better then the small-time populars?",brands
347,False,1/11/2018 19:16:50,3,1534177183,finalized,OpenGL,,Direct3D,,,E584184949,BETTER,1.0,,True,Direct3D is now better than OpenGL Says John Carmack,"<span style=""color: #9A14B2; font-weight: bold"">Direct3D:[OBJECT_A]</span> is now better than <span style=""color: #6CB219; font-weight: bold"">OpenGL:[OBJECT_B]</span> Says John Carmack",*Direct3D* is now better than §OpenGL$ Says John Carmack,compsci
448,False,1/12/2018 18:48:46,3,1543286962,finalized,plastic,,wood,,,N2243611328,NONE,1.0,,True,solid balsa wood with plastic props.,"solid balsa <span style=""color: #9A14B2; font-weight: bold"">wood:[OBJECT_A]</span> with <span style=""color: #6CB219; font-weight: bold"">plastic:[OBJECT_B]</span> props.",solid balsa *wood* with §plastic$ props.,jbt
404,False,1/11/2018 19:24:19,4,1534177240,finalized,Java,,Scala,,,J1533588532,WORSE,0.7698,,True,"I would kill to see good games written in Java or better yet, Scala or Clojure.","I would kill to see good games written in <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> or better yet, <span style=""color: #6CB219; font-weight: bold"">Scala:[OBJECT_B]</span> or Clojure.","I would kill to see good games written in *Java* or better yet, §Scala$ or Clojure.",compsci
298,False,1/5/2018 17:13:37,3,1532714680,finalized,Nissan,,Renault,,,M2091032660,OTHER,0.6627,,True,"Renault is set to fare better, as its alliance with Nissan Motor Co. (7201) gives it a stronger presence in growing markets outside Europe.","<span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span> is set to fare better, as its alliance with <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> Motor Co. (7201) gives it a stronger presence in growing markets outside Europe.","*Renault* is set to fare better, as its alliance with §Nissan$ Motor Co. (7201) gives it a stronger presence in growing markets outside Europe.",brands
165,False,1/5/2018 17:15:53,3,1532714545,finalized,Intel,,Hewlett-Packard,,,G935184092,WORSE,0.6823,,False,Hewlett-Packard -0.02% ( 9.19 )         INTL BUS MACHINE -0.02% ( 124.07 )         Intel CORP 0% (28.81),"<span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span> -0.02% ( 9.19 )         INTL BUS MACHINE -0.02% ( 124.07 )         <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> CORP 0% (28.81)",*Hewlett-Packard* -0.02% ( 9.19 )         INTL BUS MACHINE -0.02% ( 124.07 )         §Intel$ CORP 0% (28.81),brands
220,False,1/5/2018 17:11:19,3,1532714601,finalized,Toyota,,BMW,,,J1568498034,OTHER,0.6488,,True,"Just because a Toyota may ""look"" cooler than a BMW doesn't make it a better car.","Just because a <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> may ""look"" cooler than a <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> doesn't make it a better car.","Just because a *Toyota* may ""look"" cooler than a §BMW$ doesn't make it a better car.",brands
355,False,1/5/2018 17:22:56,3,1532714737,finalized,Google,,Intel,,,D394664330,NONE,0.6439,,True,But Intel doesn't want to just build a better Google TV.,"But <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> doesn't want to just build a better <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> TV.",But *Intel* doesn't want to just build a better §Google$ TV.,brands
34,False,1/5/2018 17:14:34,3,1532714412,finalized,IBM,,Hewlett-Packard,N,,L1798881918,NONE,0.7134,,True,"NEW YORK, Aug 26 (Reuters) - Hewlett-Packard, the computer and printer maker, said on Tuesday it closed the $13.9 billion purchase of Electronic Data Systems Corp., a deal that HP hopes will help it better compete with IBM.","NEW YORK, Aug 26 (Reuters) - <span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span>, the computer and printer maker, said on Tuesday it closed the $13.9 billion purchase of Electronic Data Systems Corp., a deal that HP hopes will help it better compete with <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span>.","NEW YORK, Aug 26 (Reuters) - *Hewlett-Packard*, the computer and printer maker, said on Tuesday it closed the $13.9 billion purchase of Electronic Data Systems Corp., a deal that HP hopes will help it better compete with §IBM$.",brands
414,False,1/12/2018 18:12:32,3,1543286928,finalized,amazon,,hulu,,,I1261302986,NONE,1.0,,True,Inferior video and audio quality (aka bitrates) is why we watch almost nothing on amazon Prime or hulu Plus.,"Inferior video and audio quality (aka bitrates) is why we watch almost nothing on <span style=""color: #9A14B2; font-weight: bold"">amazon:[OBJECT_A]</span> Prime or <span style=""color: #6CB219; font-weight: bold"">hulu:[OBJECT_B]</span> Plus.",Inferior video and audio quality (aka bitrates) is why we watch almost nothing on *amazon* Prime or §hulu$ Plus.,jbt
204,False,1/11/2018 19:24:41,3,1534177036,finalized,Python,,Bash,B,,J1501044800,BETTER,1.0,,True,I've concluded that it is better to use Python on Windows (for all the scripting) rather than Bash.,"I've concluded that it is better to use <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> on Windows (for all the scripting) rather than <span style=""color: #6CB219; font-weight: bold"">Bash:[OBJECT_B]</span>.",I've concluded that it is better to use *Python* on Windows (for all the scripting) rather than §Bash$.,compsci
145,False,1/12/2018 15:23:57,3,1543286655,finalized,suv,,minivan,,N,E726524239,NONE,1.0,,False,"Fits almost any car, minivan or suv.","Fits almost any car, <span style=""color: #9A14B2; font-weight: bold"">minivan:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">suv:[OBJECT_B]</span>.","Fits almost any car, *minivan* or §suv$.",jbt
72,False,1/5/2018 17:12:10,3,1532714451,finalized,Advil,,Motrin,N,,D504985234,NONE,1.0,,False,"Common Brands: Advil, Motrin","Common Brands: <span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span>","Common Brands: *Advil*, §Motrin$",brands
232,False,1/5/2018 17:22:23,3,1532714613,finalized,Google,,Kingston,,,F798297392,NONE,1.0,,False,Garveyism in Belize - Peter Ashdown - Google Books influence Isaiah Morter Jamaica Journal July King and Empire Kingston later ... unenfranchised UNIA branch UNIA in Belize UNIA meeting UNIA members ...,"Garveyism in Belize - Peter Ashdown - <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> Books influence Isaiah Morter Jamaica Journal July King and Empire <span style=""color: #6CB219; font-weight: bold"">Kingston:[OBJECT_B]</span> later ... unenfranchised UNIA branch UNIA in Belize UNIA meeting UNIA members ...",Garveyism in Belize - Peter Ashdown - *Google* Books influence Isaiah Morter Jamaica Journal July King and Empire §Kingston$ later ... unenfranchised UNIA branch UNIA in Belize UNIA meeting UNIA members ...,brands
89,False,1/5/2018 18:48:42,3,1532714468,finalized,Ford,,Chrysler,N,,F740053275,NONE,1.0,,False,- Ford / Chrysler Dealership,"- <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> / <span style=""color: #6CB219; font-weight: bold"">Chrysler:[OBJECT_B]</span> Dealership",- *Ford* / §Chrysler$ Dealership,brands
360,False,1/12/2018 17:13:54,3,1543286871,finalized,wii,,ds,,,Q2631916275,BETTER,1.0,,True,"The rankings have not changed since April, though Nintendo's wii did do quite a bit better while the ds fared slightly worse.","The rankings have not changed since April, though Nintendo's <span style=""color: #9A14B2; font-weight: bold"">wii:[OBJECT_A]</span> did do quite a bit better while the <span style=""color: #6CB219; font-weight: bold"">ds:[OBJECT_B]</span> fared slightly worse.","The rankings have not changed since April, though Nintendo's *wii* did do quite a bit better while the §ds$ fared slightly worse.",jbt
55,False,1/11/2018 12:28:55,3,1534176885,finalized,USB,,Bluetooth,O,,T3268030790,NONE,1.0,,True,"You're better off getting something like a Parrot MKi9200 (will do Bluetooth audio & handsfree, USB, aux, SD cards etc)","You're better off getting something like a Parrot MKi9200 (will do <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> audio & handsfree, <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span>, aux, SD cards etc)","You're better off getting something like a Parrot MKi9200 (will do *Bluetooth* audio & handsfree, §USB$, aux, SD cards etc)",compsci
28,False,1/12/2018 13:38:27,3,1543286536,finalized,google,,amazon,,O,F824211624,OTHER,0.6442,,True,google and amazon have a better chance.,"<span style=""color: #9A14B2; font-weight: bold"">google:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span> have a better chance.",*google* and §amazon$ have a better chance.,jbt
131,False,1/11/2018 17:39:30,3,1534176962,finalized,Python,,Bash,N,,G1022990967,NONE,1.0,,True,I believe that if a SysAdmin knows what they are doing in shell/Bash/perl/Python nothing can do things better as we can be it the automation or ensuring you have a stable server to serve millions of users .,"I believe that if a SysAdmin knows what they are doing in shell/<span style=""color: #9A14B2; font-weight: bold"">Bash:[OBJECT_A]</span>/perl/<span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> nothing can do things better as we can be it the automation or ensuring you have a stable server to serve millions of users .",I believe that if a SysAdmin knows what they are doing in shell/*Bash*/perl/§Python$ nothing can do things better as we can be it the automation or ensuring you have a stable server to serve millions of users .,compsci
275,False,1/5/2018 17:13:35,3,1532714656,finalized,Apple,,Intel,,,D411212354,NONE,0.6463,,True,But the Apple laptops are going to be getting a lot faster due to the switch to Intel chips.,"But the <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> laptops are going to be getting a lot faster due to the switch to <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> chips.",But the *Apple* laptops are going to be getting a lot faster due to the switch to §Intel$ chips.,brands
413,False,1/12/2018 18:14:33,3,1543286927,finalized,baseball,,golf,,,F820319985,BETTER,1.0,,True,golf is easier to pick up than baseball.,"<span style=""color: #9A14B2; font-weight: bold"">golf:[OBJECT_A]</span> is easier to pick up than <span style=""color: #6CB219; font-weight: bold"">baseball:[OBJECT_B]</span>.",*golf* is easier to pick up than §baseball$.,jbt
70,False,1/11/2018 12:35:45,3,1534176900,finalized,USB,,Ethernet,N,,A115608686,NONE,1.0,,True,A better design would be to move the firewire port inbetween the second USB port and the Ethernet port.,"A better design would be to move the firewire port inbetween the second <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> port and the <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> port.",A better design would be to move the firewire port inbetween the second *USB* port and the §Ethernet$ port.,compsci
357,False,1/11/2018 20:28:26,3,1534177193,finalized,Java,,Smalltalk,,,D483603898,NONE,1.0,,False,"C++, Java, Smalltalk, database schemata, data dictionaries,","C++, <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span>, database schemata, data dictionaries,","C++, *Java*, §Smalltalk$, database schemata, data dictionaries,",compsci
109,False,1/5/2018 16:05:00,3,1530059814,canceled,Apple,,IBM,,,I1253555750,BETTER,1.0,,True,"In earlier years, the Apple Macintosh computer was widely regarded to be superior to the IBM compatible computers, and the Mac OS was considered much better than Windows.","In earlier years, the <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> Macintosh computer was widely regarded to be superior to the <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span> compatible computers, and the Mac OS was considered much better than Windows.","In earlier years, the *Apple* Macintosh computer was widely regarded to be superior to the §IBM$ compatible computers, and the Mac OS was considered much better than Windows.",brands
345,False,1/11/2018 19:21:49,3,1534177181,finalized,Sed,,AWK,,,K1674852294,OTHER,0.6793,,True,Many of these are faster and easier to use than Sed and AWK within their own areas of expertise.,"Many of these are faster and easier to use than <span style=""color: #9A14B2; font-weight: bold"">Sed:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">AWK:[OBJECT_B]</span> within their own areas of expertise.",Many of these are faster and easier to use than *Sed* and §AWK$ within their own areas of expertise.,compsci
129,False,1/11/2018 17:41:46,3,1534176960,finalized,PHP,,JavaScript,N,,N2243745740,NONE,1.0,,True,"- Solid web development experience using OOP, PHP, AJAX, MySQL, WEB SERVICES, JavaScript, XML, HTML","- Solid web development experience using OOP, <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>, AJAX, MySQL, WEB SERVICES, <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>, XML, HTML","- Solid web development experience using OOP, *PHP*, AJAX, MySQL, WEB SERVICES, §JavaScript$, XML, HTML",compsci
194,False,1/11/2018 17:38:14,3,1534177025,finalized,Eclipse,,NetBeans,N,,E635905496,BETTER,0.6905,,False,Eclipse instead of NetBeans,"<span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span> instead of <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>",*Eclipse* instead of §NetBeans$,compsci
235,False,1/11/2018 19:21:46,3,1534177067,finalized,Java,,Perl,B,,J1456301572,BETTER,1.0,,True,It's much faster to write an application in Perl than in C or Java.,"It's much faster to write an application in <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> than in C or <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.",It's much faster to write an application in *Perl* than in C or §Java$.,compsci
172,False,1/12/2018 18:44:44,3,1543286682,finalized,bread,,pasta,,N,S3114292112,NONE,1.0,,True,What's better with pasta than fresh baked bread?,"What's better with <span style=""color: #9A14B2; font-weight: bold"">pasta:[OBJECT_A]</span> than fresh baked <span style=""color: #6CB219; font-weight: bold"">bread:[OBJECT_B]</span>?",What's better with *pasta* than fresh baked §bread$?,jbt
26,False,1/5/2018 15:02:01,3,1530057552,finalized,Nikon,N,Leica,O,,H1109951860,NONE,1.0,,True,"If you choose tho adapt manual lenses, like Nikon or Leica mount, etc, the handling will be much better with the more ergonomically designed bodies like the GH3, EM1, G6 and GX7.","If you choose tho adapt manual lenses, like <span style=""color: #9A14B2; font-weight: bold"">Nikon:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Leica:[OBJECT_B]</span> mount, etc, the handling will be much better with the more ergonomically designed bodies like the GH3, EM1, G6 and GX7.","If you choose tho adapt manual lenses, like *Nikon* or §Leica$ mount, etc, the handling will be much better with the more ergonomically designed bodies like the GH3, EM1, G6 and GX7.",brands
331,False,1/12/2018 17:13:54,3,1543286842,finalized,truck,,motorcycle,,,I1327583901,NONE,1.0,,True,"I owned a car, truck, and motorcycle, and lived in a decent apartment without roommates.","I owned a car, <span style=""color: #9A14B2; font-weight: bold"">truck:[OBJECT_A]</span>, and <span style=""color: #6CB219; font-weight: bold"">motorcycle:[OBJECT_B]</span>, and lived in a decent apartment without roommates.","I owned a car, *truck*, and §motorcycle$, and lived in a decent apartment without roommates.",jbt
353,False,1/12/2018 17:18:10,3,1543286864,finalized,fox,,cnn,,,E696959232,OTHER,0.7059,,True,"Far superior in factual evidence compared to fox, MSNBC and cnn.","Far superior in factual evidence compared to <span style=""color: #9A14B2; font-weight: bold"">fox:[OBJECT_A]</span>, MSNBC and <span style=""color: #6CB219; font-weight: bold"">cnn:[OBJECT_B]</span>.","Far superior in factual evidence compared to *fox*, MSNBC and §cnn$.",jbt
120,False,1/11/2018 17:40:40,3,1534176951,finalized,Ruby,,Python,N,,F750437745,NONE,1.0,,True,"for json: i also think its better to just use Python, Ruby, perl and transform it.","for json: i also think its better to just use <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>, perl and transform it.","for json: i also think its better to just use *Python*, §Ruby$, perl and transform it.",compsci
268,False,1/12/2018 16:06:52,3,1543286778,finalized,wood,,cement,,,E705272086,OTHER,1.0,,False,Fiber cement vs. engineered wood,"Fiber <span style=""color: #9A14B2; font-weight: bold"">cement:[OBJECT_A]</span> vs. engineered <span style=""color: #6CB219; font-weight: bold"">wood:[OBJECT_B]</span>",Fiber *cement* vs. engineered §wood$,jbt
380,False,1/5/2018 17:44:15,3,1532714762,finalized,Dell,,Hewlett-Packard,,,D407254326,OTHER,0.6383,,True,"But Samsung, a highly diversified company, can better withstand a poor showing in the tablet market than can Hewlett-Packard and Dell.","But Samsung, a highly diversified company, can better withstand a poor showing in the tablet market than can <span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span>.","But Samsung, a highly diversified company, can better withstand a poor showing in the tablet market than can *Hewlett-Packard* and §Dell$.",brands
335,False,1/12/2018 17:14:56,3,1543286846,finalized,baseball,,basketball,,,K1711973742,BETTER,0.6459999999999999,,True,Michael Jordan was a phenomenal basketball player and a lousy baseball player.,"Michael Jordan was a phenomenal <span style=""color: #9A14B2; font-weight: bold"">basketball:[OBJECT_A]</span> player and a lousy <span style=""color: #6CB219; font-weight: bold"">baseball:[OBJECT_B]</span> player.",Michael Jordan was a phenomenal *basketball* player and a lousy §baseball$ player.,jbt
407,False,1/12/2018 18:12:02,3,1543286921,finalized,bread,,steak,,,J1572044902,NONE,0.6838,,True,"Just like resting a steak, the bread will be better when it's rested for a while.","Just like resting a <span style=""color: #9A14B2; font-weight: bold"">steak:[OBJECT_A]</span>, the <span style=""color: #6CB219; font-weight: bold"">bread:[OBJECT_B]</span> will be better when it's rested for a while.","Just like resting a *steak*, the §bread$ will be better when it's rested for a while.",jbt
165,False,1/12/2018 15:17:16,3,1543286675,finalized,mouse,,rat,,N,M1949277453,OTHER,1.0,,True,Our Lexington rodent (rat and mouse) control is superior to other pest management companies.,"Our Lexington rodent (<span style=""color: #9A14B2; font-weight: bold"">rat:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">mouse:[OBJECT_B]</span>) control is superior to other pest management companies.",Our Lexington rodent (*rat* and §mouse$) control is superior to other pest management companies.,jbt
138,False,1/5/2018 17:26:01,3,1532714517,finalized,Microsoft,,Google,B,,F824334293,BETTER,0.6796,,True,Google Docs sounds better than Microsoft Word.,"<span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> Docs sounds better than <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> Word.",*Google* Docs sounds better than §Microsoft$ Word.,brands
269,False,1/5/2018 17:10:49,3,1532714650,finalized,Ibuprofen,,Advil,,,M1964345775,NONE,1.0,,True,"Pain and fever medicines such as acetaminophen, better know as Tylenol, and Ibuprofen, known as Advil or Motrin are not included in the FDA advisory.","Pain and fever medicines such as acetaminophen, better know as Tylenol, and <span style=""color: #9A14B2; font-weight: bold"">Ibuprofen:[OBJECT_A]</span>, known as <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span> or Motrin are not included in the FDA advisory.","Pain and fever medicines such as acetaminophen, better know as Tylenol, and *Ibuprofen*, known as §Advil$ or Motrin are not included in the FDA advisory.",brands
295,False,1/5/2018 17:17:00,3,1532714677,finalized,Advil,,Motrin,,,G1025948501,NONE,1.0,,False,Ibuprofen  Advil  Motrin  Nuprin,"Ibuprofen  <span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span>  <span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span>  Nuprin",Ibuprofen  *Advil*  §Motrin$  Nuprin,brands
213,False,1/12/2018 16:48:17,3,1543286723,finalized,plastic,,concrete,,B,F814705439,BETTER,0.6683,,True,Glass Fiber reinforced plastic technology is an innovative technology that is rapidly replacing the conventional materials such as concrete due to its superior properties.,"Glass Fiber reinforced <span style=""color: #9A14B2; font-weight: bold"">plastic:[OBJECT_A]</span> technology is an innovative technology that is rapidly replacing the conventional materials such as <span style=""color: #6CB219; font-weight: bold"">concrete:[OBJECT_B]</span> due to its superior properties.",Glass Fiber reinforced *plastic* technology is an innovative technology that is rapidly replacing the conventional materials such as §concrete$ due to its superior properties.,jbt
129,False,1/5/2018 17:15:14,3,1532714508,finalized,Apple,,Sony,B,,N2262536967,BETTER,1.0,,True,Sony EX-71s are a good choice...pretty cheap with MUCH better sound than stock Apple earbuds.,"<span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> EX-71s are a good choice...pretty cheap with MUCH better sound than stock <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> earbuds.",*Sony* EX-71s are a good choice...pretty cheap with MUCH better sound than stock §Apple$ earbuds.,brands
415,False,1/12/2018 18:46:29,3,1543286929,finalized,pizza,,sandwich,,,M2076693230,OTHER,1.0,,True,"Recently, I have ordered a pepperoni pizza and a chicken bacon ranch sandwich, and both were poorly made.","Recently, I have ordered a pepperoni <span style=""color: #9A14B2; font-weight: bold"">pizza:[OBJECT_A]</span> and a chicken bacon ranch <span style=""color: #6CB219; font-weight: bold"">sandwich:[OBJECT_B]</span>, and both were poorly made.","Recently, I have ordered a pepperoni *pizza* and a chicken bacon ranch §sandwich$, and both were poorly made.",jbt
198,False,1/11/2018 17:38:14,3,1534177029,finalized,Python,,PHP,N,,K1732093111,NONE,1.0,,True,"More is better. 2 years of web development with Python, Ruby, PHP, HTML, CSS.","More is better. 2 years of web development with <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, Ruby, <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>, HTML, CSS.","More is better. 2 years of web development with *Python*, Ruby, §PHP$, HTML, CSS.",compsci
212,False,1/5/2018 17:41:25,3,1532714593,finalized,Ford,,Chevrolet,,,H1187070887,BETTER,0.655,,True,"I loved the look of Chevrolet and that's what I really wanted, but if the price was better, a Ford would have suited me just fine.","I loved the look of <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> and that's what I really wanted, but if the price was better, a <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> would have suited me just fine.","I loved the look of *Chevrolet* and that's what I really wanted, but if the price was better, a §Ford$ would have suited me just fine.",brands
291,False,1/5/2018 17:23:17,3,1532714673,finalized,Gigabyte,,Asus,,,D542802263,NONE,1.0,,False,"Custom GeForce GTX 750 Ti Offerings - Asus, Gigabyte and Palit","Custom GeForce GTX 750 Ti Offerings - <span style=""color: #9A14B2; font-weight: bold"">Asus:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Gigabyte:[OBJECT_B]</span> and Palit","Custom GeForce GTX 750 Ti Offerings - *Asus*, §Gigabyte$ and Palit",brands
35,False,1/5/2018 15:15:56,3,1530057561,finalized,Ford,,Chevrolet,O,,F740324709,OTHER,1.0,,True,"Ford Fiesta, VW Voyage and Polo, Fiat Grand Siena, Renault Logan and Chevrolet Cobalt and Prisma all drive better than Versa.","<span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> Fiesta, VW Voyage and Polo, Fiat Grand Siena, Renault Logan and <span style=""color: #6CB219; font-weight: bold"">Chevrolet:[OBJECT_B]</span> Cobalt and Prisma all drive better than Versa.","*Ford* Fiesta, VW Voyage and Polo, Fiat Grand Siena, Renault Logan and §Chevrolet$ Cobalt and Prisma all drive better than Versa.",brands
377,False,1/11/2018 19:27:59,3,1534177213,finalized,Python,,JavaScript,,,I1282336936,OTHER,1.0,,True,"In practice, Go has performance superior to Python and JavaScript, but far inferior to C++ and Java.","In practice, Go has performance superior to <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>, but far inferior to C++ and Java.","In practice, Go has performance superior to *Python* and §JavaScript$, but far inferior to C++ and Java.",compsci
