caption,sentence,object_a,object_b,predicted,gold
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Making matters worse for the company is the fact that its sales were eclipsed last month by Chrysler Group LLC, an automaker that almost ceased to exist a couple of years ago and one which historically has always trailed far behind Toyota.",Toyota,Chrysler,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",For Java I like NetBeans over Eclipse.,Eclipse,NetBeans,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Even better alternatives for soda are water, unsweetened iced tea, and low-fat milk, she suggests.",milk,soda,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",The only thing worse than pro football is pro hockey!,football,hockey,WORSE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",There's far better Ford and Chevrolet full sizes than Toyota in 2012.,Ford,Toyota,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","I think PostgreSQL can support all syntax H.Q. Is more easy created question via Oracle syntax, and processing is faster (maybe better optimalisation now), than ANSI WITH syntax.",Oracle,PostgreSQL,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","As the recommendation, you better use Wi-Fi and USB, not Bluetooth.",USB,Bluetooth,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","further, some stuff is a lot easier (one example: standardized vertex buffers in Direct3D versus the VAR/VAO extension mess in OpenGL).",OpenGL,Direct3D,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Or better yet, switch languages to something like Ruby or Python, as this is more complex than I like to do in Bash.",Python,Bash,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",I have seen PostgreSQL perform much better in areas that Oracle isn't very suitable.,Oracle,PostgreSQL,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","IMHO Python has a much better underlying model, just take JavaScript ""null",Python,JavaScript,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Honda is solid at #6 and 6.1% share, Ford is back above Mercedes and BMW, Mazda shines again at #8 and local manufacturer Luxgen is back inside the Top 10 at #9 with 1.104 sales and 3.2% share.",Ford,BMW,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","There is a real, major benefit of using Java over other languages, such as C or Haskell or Smalltalk, which is this: it lets you work with other mediocre programmers, and has limitations that prevents them from doing anything too crazy.",Java,Haskell,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","We reached to 10k websites as we speak, and we find it 100x harder to run Python than PHP.",Python,PHP,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Those were the days when Macs were much much nicer than PCs (which were referred to as 'IBM compatible' at the time, before Microsoft took over the world), because PCs still made you do everything through the command line.",Microsoft,IBM,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",I know I like Mello Yello (Coca-Cola product) better than Mountain Dew (Pepsi-Cola product) and have ever since I 1st tried Mello Yello and I'll only drink a Dew if I run out of Mello Yello here in Houston.,Coca-Cola,Pepsi,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",The Sony has an Amazon Instant Video app and the browser works much better than the one on the Boxee.,Sony,Amazon,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",This means that earnings at LinkedIn and amazon are likely to grow vastly faster than earnings at facebook over the next few years.,amazon,facebook,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Solid beer but not my cup of tea.,beer,tea,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","That's like saying Ford/Chevrolet/Dodge/etc, is better than Ferrari/Lamborghini/Bugatti/Aston Martin/McLaren/etc, because they outsell them by a huge margin.",Ford,Chevrolet,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",It is why BMW are doing so much better then Ford and Toyota for the moment at least.......they are selling the cars to Doctors and high end civil servents who retain some credit capacity......but if the ship of state defaults ?,Ford,BMW,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Amidst a game going poorly against carolina, fans blamed Jones for drafting Carter earlier than Quincy's pedigree at georgia dictated.",georgia,carolina,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Husband laughed and said, ""Do you really think steak au poivre is a better choice than pizza?""",pizza,steak,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Putting all that aside, though, I think it's fair to say that during the last several years, Direct3D has been objectively superior to OpenGL for Windows graphics programming, for the following reasons:",OpenGL,Direct3D,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Similarly if you are talking client side processing JavaScript is much faster since PHP doesn't run at all.,PHP,JavaScript,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Play To, almost completely worthless in Windows 7, is now even harder to use in Windows 8.",Windows 7,Windows 8,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Ruby looks pretty easy to learn, and it even looks fun; but I'm skeptical about whether or not I'd be safer going down the more established PHP route.",Ruby,PHP,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","The answer, much like the iphone, is you better have your laptop with you.",laptop,iphone,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","When compared to the Ford products we owned before, the Toyota vehicles have been a better experience for us.",Ford,Toyota,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","One cannot have communion with beer and steak (both of which, I, for one, think superior to bread and wine), just as one cannot baptise someone with sand rather than water.",bread,steak,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","I like the Sigma (Nex) 30mm even better then the Nikon, and I do want a faster, wider lens then the 50mm for this trip.",Sigma,Nikon,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","My only point is that the presentation of my numbers is off, but there is no case in which OpenGL has ever been faster than Direct3D in all tests I have run on all machines.",OpenGL,Direct3D,BETTER,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Yale offered nothing at all really, mit was a little nicer, but by far stanford offered the best FA package.",stanford,mit,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","If you're mostly dealing with Java development, Groovy is a FAR better choice than Ruby for scripting.",Java,Groovy,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Perl's still at a decent level, on par with PHP and still above Python and...",Python,PHP,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","That's a bit slower than EMC (14.4%) and NetApp (11.1%) but much faster than IBM, Hewlett-Packard and Dell.",Dell,Hewlett-Packard,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Regarding this C/C++/D/Java/C#/etc are worse and Python and Go are better.,Java,Python,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","This colleague, let's call him Phil, was a role model of self-taught analysis-programming physicists, until he decided that choosing a script language like Python for the said task was completely insane, because, you know, Bash scripts do things much faster, don't they?",Python,Bash,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Undefeated missouri jumped ahead of michigan State by winning 51-28 at Vanderbilt, and the Commodores are a better team than Iowa in my estimation.",michigan,missouri,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Perl is surely harder to learn than Python.,Python,Perl,BETTER,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Do you think Microsoft handled their situation better than Sony handled theirs?,Microsoft,Sony,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Other JVM languages - Java is a solid od workhorse, but the real innovation is happening with the new JVM langauges (Scala, Clojure in particular).",Java,Scala,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Windows 7 boots much faster than Windows Vista-but surprisingly, no faster than Windows XP.",Windows XP,Windows Vista,BETTER,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Groovy makes writing Java programs far easier.,Java,Groovy,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","It's funny--I love it when doing Smalltalk, not so much when coding Java .",Java,Smalltalk,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Sony should also prefer windows phone os(apollo) along with android because windows phone is much better than android.Microsoft is os giant as compared to Google which is internet search giant.So anytime microsoft can make best os for smartphones and tablets.agree it,Google,Sony,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",LUKE : Is Perl better than Python?,Python,Perl,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Many smaller sites use MySQL, but I believe most of them actually would be better served by SQLite.",MySQL,SQLite,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Ruby is older than Java.,Java,Ruby,BETTER,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","The pasta was mediocre, not as memorable as the pizza.",pizza,pasta,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","georgia looked much better against missouri, particularly in the second half than it did at any point against Buffalo and might be putting things together now.",georgia,missouri,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",I no more defend that Nokia is superior to Samsung as I did all tese days.,Nokia,Samsung,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",I figured I'd start with Python because that's easier than Java & C for exploring and testing with... :),Java,Python,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","And I work with files from the Nikon 35/1.4G and I know, optically, it's not better than the Sigma.",Sigma,Nikon,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","We are looking at maybe moving to IBM hardware 2006/7 though whether that will be any better than Dell remains to be seen, I suspect not from what I have heard.",IBM,Dell,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","misunderstanding to think that Ruby is an attempt at better Perl,",Ruby,Perl,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Cooler server side scripting languages of the day like Ruby and Python are a lot less like C. Therefore learning PHP and JavaScript is a great place to start.,Python,JavaScript,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",JavaScript is just as bad as PHP if not worse now that someone's tried to port it to server side.,PHP,JavaScript,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Apparently the wii isn't superior to the ds for Square-enix.,wii,ds,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",My compelling use case for MI in Python is... better to model MI in Java,Java,Python,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",It's much faster to write an application in Perl than in C or Java.,Java,Perl,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",So the standard (C)Python is not necessarily slower than Java or C#.,Java,Python,WORSE,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","While recognized as a great basketball player, he was only mediocre on the baseball diamond.",baseball,basketball,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Glass Fiber reinforced plastic technology is an innovative technology that is rapidly replacing the conventional materials such as concrete due to its superior properties.,plastic,concrete,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","A Honda CRX is cooler than ANY Alfa?!?! Bite your tongue, Ford-obsessed heathen!!",Ford,Honda,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Acer Travelmate 8372 and Aspire 3820, Dell Vostro V130, Samsung QX310 all have inferior displays; Sony Vaio S13 and Apple MacBook Air aren't as expensive; Sony Vaio...",Apple,Dell,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","This title does look a little bit nicer than ps2/psp games of this sort, but don't expect anything huge.",psp,ps2,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","With ARM processors already slower than Intel counterparts, it would be VERY difficult to run programs like Adobe Photoshop, though perhaps Microsoft Office could function.",Microsoft,Intel,WORSE,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Apple  ( NASDAQ:AAPL ) is obviously the major player, with Amazon pushing its Kindle line harder this year than ever.",Apple,Amazon,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","PHP, for example, is arguably easier than Java to get a project started, but it is harder to scale and maintain for many years.",Java,PHP,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",This makes JavaScript in my experience harder to debug than Python.,Python,JavaScript,BETTER,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Granted both players have their own endorsement deals with the Nike, but perhaps they should have known better than to show an Adidas event in Swoosh-branded attire.",Nike,Adidas,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","And this is what Coca-Cola generally advertise, that their drink tastes great, and therefore (indirectly) tastes better than any other drink (such as Pepsi).",Coca-Cola,Pepsi,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",It also didn't hurt my faith in Microsoft when Sony kept releasing a newer and uglier PS3 each time.,Microsoft,Sony,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Python , the best language a business can use without risking the lack of programmers ( Common Lisp is better, but I don't know anyone who knows it except for me)",Python,Lisp,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","As far as buy back concern, I believe Amazon is offering better deals then even the Microsoft croperate trade in program, especially for win8 tablets and etc.",Microsoft,Amazon,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Perl is slower and faster than Java,Java,Perl,WORSE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Yeah, Nvidia's OpenCL is not good and CUDA is way better.",CUDA,OpenCL,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Anyway, it seems like an ideal solution for me, as I have to provide a simple to use set of RPMs for my programs and SQLite is a lot easier to package up and use than MySQL or PostGreSQL.",MySQL,SQLite,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","That's a problem for Dell, and it won't get any better until it starts beating Apple at its own game.",Apple,Dell,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","are all coaches in Texas, georgia, Alabama, Florida, are they all foolish for making their teams practice in triple digit temperatures with WAY worse humidity than california...?",california,georgia,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Perl would have been more better had there been good REPL like Python.,Python,Perl,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Here's the question: do any of you believe the Intel 510 is a better option than say the OCZ Vertex3 MIOPS or the Kingston HyperX?,Intel,Kingston,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Last time I checked Apple had 3% market share (Personal Computers) Sony does better.,Apple,Sony,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Latex paint provides better fade resistance, flexibility, chalk resistance and adhesion.",paint,chalk,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","OS/2 was technically superior, but Microsoft beat IBM through marketing and by tying its Office applications to Windows.""",Microsoft,IBM,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","-SQL Server is significantly superior to MySQL, faster than PostgreSQL, and for most businesses is cheaper than Oracle.",MySQL,PostgreSQL,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Docter continued her solid play in Saturday's home defeat of cornell, leading harvard with 13 kills.",harvard,cornell,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","It's better for Amazon to cannibalize itself than have it done anymore by Apple,"" he adds.",Apple,Amazon,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","timber Processing's June issue discusses how the third generation H.W. Culp lumber Co. sees better than projected results with the ""horizontal shape sawing"" system.",timber,lumber,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",It would be a virtuous cycle for PHP(things get better because the status quo is better) and a vicious cycle for Java(things get worse because the status quo is worse).,Java,PHP,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Try shooting a wedding on a manual focus Hasselblad and a Nikon F3 or worse still a Leica ;),Nikon,Leica,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","According to The New York Times, Amazon has an employee stack-ranking system every bit as bad - if not considerably worse - than did Ballmer's Microsoft.",Microsoft,Amazon,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Intel PCs can do art and music, but the Apple stuff was better at it.",Apple,Intel,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",You could make it in Java but its probably going to be a lot easier in PHP.,Java,PHP,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","The 6th Generation of Chevrolet Camaro finally unveiled in Detroit, since 5th generation the Camaro is just getting better to rival the direct competition - Ford Mustang.",Ford,Chevrolet,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","To that I say crap, America does is better then any other country on the planet, America always has done it better, and we always will, so if you want to help your country, buy American products, buy the LG TV rather then the Samsung, buy the Chevrolet rather then the Toyota.",Toyota,Chevrolet,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Renault is already allied to Nissan pursuing joint programs with Daimler so PSA is the only manufacturer that could come close to fitting the bill for Fiat, but a tie-up between the two is easier said than done.",Nissan,Renault,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Nevertheless, Audi says the A5 2.0 gets better fuel economy than any of its direct competitors from BMW and Mercedes-Benz.",Audi,Mercedes-Benz,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","My use of Scala to date has been as a ""better Java.",Java,Scala,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",I'm so glad people here have finally remembered that fox isn't actually better than espn!,fox,espn,BETTER,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","I live in the home of Coca-Cola, so Pepsi is a little harder to come by vending machine wise.",Coca-Cola,Pepsi,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Isn't it better that Smoke is running Chevrolet cars with Hendricks motors than staying with Gibbs racing and driving a Toyota?,Toyota,Chevrolet,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Google and Amazon are considered better buys than Apple??? Maybe the world will end on the 21st!!!!!! LOL,Apple,Amazon,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","While the Python source code browsing is only mediocre when compared with the Java support, the integrated debugging is very powerful.",Java,Python,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","But in both cases Apple gets poor grades from Greenpeace while Dell gets better grades, despite the inconvenient fact that both are in exactly the same boat: stuck.",Apple,Dell,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Apple cider vinegar will taste better then white, but lemon juice is the best tasting.",juice,cider,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",ur kidding right ?? i use core i5 and 4gb ram with this graphics 45 fps no less than that number iam sure i can i make it (and any game) hit 120 fps simply doing 1 thing which is installing the ugly Windows XP sp3 (it dont even compare to Windows 8 beauty) but its about 3 times faster,Windows XP,Windows 8,BETTER,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",I switched from Nikon at the time and feel the camera build quality of the Leica was better.,Nikon,Leica,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Also, Eclipse has more plugins that NetBeans.",Eclipse,NetBeans,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",The only sport that's slower to watch than golf is baseball.,baseball,golf,WORSE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","tl;dr To me, Haskell is better sold as ""that one language that allows you to make the same that in Java, only with 5 times less code and 5 times more trust in your code"" than ""that one language that's good for teaching purposes, like Pascal or good ol' Caml"".",Java,Haskell,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","If they are good, they might find it easier to make an impact on the PHP community than, say, in the Java or .NET community.",Java,PHP,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",I do know I've officially decided that the espn broadcasters are worse than fox.,fox,espn,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",The USB 3.0 port enables 10 times faster file transfer while the Bluetooth and WLAN IEEE 802.11 ac standards enable network communications.,USB,Bluetooth,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","metal ramps are good, but concrete is better.",metal,concrete,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Adidas kits may look nice, but are made of even worse material than Nike.",Nike,Adidas,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","This is Windows XP not Vista !! Windows Vista has nicer desktop than xp, because it has more additional features.",Windows XP,Windows Vista,BETTER,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Good to see again a Renault ahead of a Ferrari.,Ferrari,Renault,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","The real question is: for any given programming concept, is there anything about Ruby syntax that makes it harder to learn or implement than the equivalent in PHP?",Ruby,PHP,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Windows 8 has efficiency improvements over Windows 7, making it about 10% faster overall.",Windows 7,Windows 8,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Is Google GDrive any better than Microsoft SkyDrive?,Microsoft,Google,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Windows XP needed two service packs, but Windows 98 was even worse, needing a second edition to plug the holes.",Windows XP,Windows 98,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","(And, I was thinking, Common Lisp implementations typically execute code much faster than Ruby and Python!)",Ruby,Python,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Light weight wood or one of the various board substitutes is better than cardboard.,wood,cardboard,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","While the ps2 was a lousy DVD player, the ps3 is a fantastic Blu-ray player.",ps3,ps2,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","The headline read: "" Sega: wii U graphics on-par with playstation 3, maybe even better "".",playstation,wii,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","oregon maybe isn't Notre Dame or michigan, but (it is) certainly better known than George Mason or Gonzaga,"" McEvoy said.",michigan,oregon,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","virginia coach Tony Bennett said georgia Tech is ""a better team"" this season.",virginia,georgia,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","GM's point: Apply enough hybrid technology you developed (in a joint project with DaimlerChrysler and BMW) and you can develop a nearly three-ton SUV that gets better city mileage than a gasoline-engine Toyota Camry, a figure we verified in our recent review.",Toyota,BMW,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","This is most likely done to optimize for Integer calculations, rather than slower Floating-point math.",Integer,Floating-point,WORSE,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","First nite enjoyed with grilled porterhouse steak, 2nd nite (it tasted even better) with salad, candied carrots and crusty bread!",bread,steak,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","The Google Books implementation will still be superior, because it will offer both the ASCII text and the backup page images, which are presumably not in the Sony versions.",Google,Sony,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Decent alternatives for you might include the Android-powered Samsung Galaxy 3 , the HTC Wildfire or indeed, if you can afford the step up, the Nokia C7 for a considerably superior Symbian^3 experience.",Nokia,Samsung,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Contrast that with Microsoft or, even worse, Google and its absolutely a disaster.",Microsoft,Google,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","The ps2 games were miles better, though, and I'm sure the ds one I mentioned would be great, too.",ds,ps2,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Granted, Pentium 4M was a horrible CPU platform to start with but somehow IBM pulled off a decent design based on same processor with the T30 and Dell didn't.",IBM,Dell,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Music streams at 320kbps, which is must faster than the Amazon and Apple streams.",Apple,Amazon,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Python is easier to read (Matlab is more like Ruby or Lua).,Ruby,Python,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",I have several web sites where I have migrated from MySQL to SQLite and I couldn't be happier: it's faster with less CPU and memory footprint.,MySQL,SQLite,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","People said they liked Pepsi, labeled M, better than Coke, labeled Q. Irritated by this, Coca-Cola did their own study and put Coke in both glasses.",Coca-Cola,Pepsi,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Snow removal from concrete is easier than from mulch or stone.,stone,concrete,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Apple: Worse for open source than Microsoft?,Microsoft,Apple,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","I can get a project from concept to completion in Java faster than in C, C++, C# (although that's damn close..), or Objective-C.",Java,Objective-C,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","This is more of a cafe bar rather than a restaurant, but it is none the worse for that.",restaurant,cafe,WORSE,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",The bigger ill is that espn has performed much better than TNT and much worse than fox - which the vast majority of the print media will not discuss.,fox,espn,BETTER,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",Windows Vista ran slower than Windows XP with all three methods and on the Fujitsu notebook.,Windows XP,Windows Vista,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",I love the Swift because it's safer and easier than Objective-C.,Swift,Objective-C,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",There is also no sane reason to use mySQL (or Oracle) when PostgreSQL is better than both in almost every respect.,Oracle,PostgreSQL,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","OT a bit, but I liked Shattered Memories much better on the psp then the wii.",wii,psp,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","In many ways, Java seems closer to Smalltalk than to C++.",Java,Smalltalk,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))",I and nearly everybody knows C++ is way faster than Java and Perl & CGI is even more faster than every other language.,Java,Perl,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","In other news, Apple is upgrading its current lineup of MacBook Air laptops with faster processors from Intel.",Apple,Intel,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",The extra Nokia apps give it an edge over Samsung and HTC and L920's design is just better.,Nokia,Samsung,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","Otherwise, Microsoft will build hardware that better integrates with the operating software, and companies like Dell will suffer.",Microsoft,Dell,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))",I'm having a difficult time believing that PHP is between 100 and 150 times slower than Java.,Java,PHP,NONE,WORSE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","But those with a broader portfolio -- like Hewlett-Packard and IBM -- will be able to weather the storm better than the likes of Dell,"" Kumar said.",Dell,Hewlett-Packard,NONE,BETTER
"unigrams ('full sentence', ExtractRawSentence(processing=None))","It will be faster than any NVIDIA laptop chip, at least until NVIDIA introduces its mobile variant of G71.",mobile,laptop,BETTER,NONE
"unigrams ('full sentence', ExtractRawSentence(processing=None))","While the tutorial implies that using SQLite is the easiest path to getting a working app, it's probably easier to use MySQL or postgres if you're comfortable with those.",MySQL,SQLite,NONE,WORSE
