_unit_id,_created_at,_updated_at,label,sentence,please_select_how_object_a_and_object_b_compare_in_the_sentence_above_gold,please_select_how_object_a_and_object_b_compare_in_the_sentence_above_gold_reason
1444891854,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,There are a dozen OBJECT_A phones for which the hardware is superior to the OBJECT_B.,,
1444891855,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"Overall, this is a great phone and definitely better than the OBJECT_A 5 because of its speed, screen size, screen quality, hardware, and OBJECT_B 4.0.4",,
1444891856,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,I'm in the minority because I am using an OBJECT_A and not an OBJECT_B.,,
1444891857,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,To me it is much better than OBJECT_A and OBJECT_B.,,
1444891858,11/9/2017 11:16:30,11/9/2017 11:16:30,UNCLEAR,"For web even good smart phone (OBJECT_A, OBJECT_B, etc.) is way better than ereader.",,
1444891859,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,There are OBJECT_A devices which have vastly superior battery life and screens than an OBJECT_B.,,
1444891860,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,"The OBJECT_A has a superior number of good apps, though OBJECT_B phones counter with good alternatives.",,
1444891861,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,OBJECT_A seems to be better at offering a wider selection of models than OBJECT_B.,,
1444891862,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,"Otherwise, the hardware platform looks to be very competitive with OBJECT_A handsets, with many models having specs superior to those of the Apple OBJECT_B 4.",,
1444891863,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,I love OBJECT_A because the OBJECT_B might be coming to Verizon and I could care less.,,
1444891864,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,In my opinion its superior when compared to the built in email clients on OBJECT_A or  OBJECT_B.,,
1444891865,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"This really better be good, because BlackBerry apps aren't that great compared to OBJECT_A or potentially OBJECT_B.",,
1444891866,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,"I am a family medicine physician , and for me OBJECT_A is still superior to the OBJECT_B ( i am talking about the personal use )",,
1444891867,11/9/2017 11:16:30,11/9/2017 11:16:30,WORSE,"OBJECT_A is Robot Jesus because it breaks through that wall, but OBJECT_B will be even bigger.",,
1444891868,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,"I say this with sadness, because so far I like the OBJECT_A OS much better than OBJECT_B.",,
1444891869,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,I sold off my OBJECT_A 4 thinking I would like the features of the OBJECT_B phone better.,,
1444891870,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,Lots of people buy an OBJECT_A phone because it is cheaper than OBJECT_B.,,
1444891871,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"If you happen to like OBJECT_A better, why make it a point to bash OBJECT_B constantly?",,
1444891872,11/9/2017 11:16:30,11/9/2017 11:16:30,WORSE,"The OBJECT_A is cool, I think the SDK for OBJECT_B is a tick better and a bit...",,
1444891873,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,that is why you consider your OBJECT_A better then OBJECT_B.,,
1444891874,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,5 Ways The OBJECT_A Is Better Than OBJECT_B,,
1444891875,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"Even better, it supports multiple book readers: OBJECT_A, OBJECT_B, Nook, Web.",,
1444891876,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,We can't let him walk away thinking that his precious OBJECT_A is that  much better than OBJECT_B now can we?,,
1444891877,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"SO is not a place for questions like which is better, OBJECT_A and OBJECT_B?",,
1444891878,11/9/2017 11:16:30,11/9/2017 11:16:30,WORSE,OBJECT_A getting worse battery life than an OBJECT_B???,,
1444891879,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"If you look at the OBJECT_A or OBJECT_B devices, their graphics look a lot better than the Wii.",,
1444891880,11/9/2017 11:16:30,11/9/2017 11:16:30,UNCLEAR,Any modern OBJECT_A phone today has the same level or better build quality than any OBJECT_B.,,
1444891884,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Choose OBJECT_A or OBJECT_B.,,
1444891885,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"OBJECT_A ok, OBJECT_B negotiable.",,
1444891886,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,OBJECT_A & OBJECT_B Travel,,
1444891887,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,OBJECT_A & OBJECT_B Antibiotics,,
1444891888,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Entertain your OBJECT_A or OBJECT_B.,,
1444891889,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,OBJECT_A pillow OBJECT_B bed,,
1444891890,11/9/2017 11:16:30,11/9/2017 11:41:30,NO_COMP,OBJECT_A / OBJECT_B Exams $20.00,,
1444891891,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"Pets: 1 OBJECT_A, 1 OBJECT_B",,
1444891892,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,OBJECT_A And OBJECT_B Toys & Supplies .,,
1444891893,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,or a OBJECT_A or OBJECT_B?,,
1444891894,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Two settings: OBJECT_A or OBJECT_B.,,
1444891895,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,OBJECT_A scared of OBJECT_B,,
1444891896,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,3.) OBJECT_A or OBJECT_B?,,
1444891897,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,OBJECT_A/OBJECT_B issues slowly resolving,,
1444891898,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,OBJECT_A OBJECT_B bird horse . . . .,,
1444891899,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Lost OBJECT_A/OBJECT_B reports?,,
1444891900,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,THAT OBJECT_A SCRATCHES MY OBJECT_B!!,,
1444891901,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Lost a OBJECT_A or OBJECT_B?,,
1444891902,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,OBJECT_A Policy: OBJECT_B Policy:,,
1444891903,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,OBJECT_A Food & OBJECT_B Food,,
1444891904,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,One OBJECT_A OBJECT_B per room.,,
1444891905,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,(Your family OBJECT_A or OBJECT_B!),,
1444891906,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Original OBJECT_A and OBJECT_B Paintings,,
1444891907,11/9/2017 11:16:30,11/9/2017 11:35:51,NO_COMP,"OBJECT_A, OBJECT_B, and Mts.",,
1444891908,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"OBJECT_A-boys, OBJECT_B-girls...",,
1444891909,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"I care not for a man's religion whose OBJECT_A or OBJECT_B are not the better for it.""",,
1444891910,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"Your OBJECT_A or OBJECT_B has a much better sense of hearing than you do, so loud, unfamiliar sounds can be especially unsettling.",,
1444891911,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"@Rogelio - I have been to OBJECT_A & OBJECT_B several times because my house is a few steps from theirs, Animal House Jupiter, and VIP.",,
1444891912,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,But IMO they are better than trading your OBJECT_A for somebody else's OBJECT_B.,,
1444891913,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"It is better to re-phrase this and say, ""The OBJECT_A and OBJECT_B are sleeping peacefully on the mat.""",,
1444891914,11/9/2017 11:16:30,11/9/2017 11:16:30,WORSE,I expected them to say the carpet needed replaced because OBJECT_A urine is much worse then OBJECT_B.,,
1444891915,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Many OBJECT_A and OBJECT_B lovers simply do without because of their allergies.,,
1444891916,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"It's funny, because this sort of thing is completely out of favor in OBJECT_A training and behaviour, but is still 'acceptable' in OBJECT_B training.",,
1444891917,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"// Class cast exception because ""molly"" will return a OBJECT_A object not a OBJECT_B",,
1444891918,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Thousands of OBJECT_A and OBJECT_B are put to death every year because owners do spay or neuter their pet.,,
1444891919,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"Q: To a OBJECT_A...""What would you like the family to do about the OBJECT_B to make you feel better?",,
1444891920,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"If a quarantine cannot be imposed because the OBJECT_A or OBJECT_B cannot be captured, the officer may kill the animal.",,
1444891921,11/9/2017 11:16:30,11/9/2017 11:16:30,UNCLEAR,Protein and fat are much better energy sources for your OBJECT_A or OBJECT_B.,,
1444891922,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Archetype is a superior raw OBJECT_A and OBJECT_B diet suitable for all life stages and sizes.,,
1444891923,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,SHE'S SUCH A LITTLE PIGGY AND SHE LIKES OBJECT_A FOOD BETTER THAN HER OBJECT_B FOOD.,,
1444891924,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,You have a OBJECT_A and a OBJECT_B and you can't keep them anymore because you're pregnant?,,
1444891925,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,So i beat my OBJECT_A to death because the guy down the road beat his OBJECT_B to death.,,
1444891926,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"With a play area, and a shop for all your fish, bird, OBJECT_A and OBJECT_B needs, The Parrot Place is like a pet shop, only better.",,
1444891927,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Tomorrow I won't make it to the gym because I have to take our OBJECT_A and OBJECT_B to my parents house about an hour away.,,
1444891928,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"So for kids, looking for a robotic pet, what could be better than a robot OBJECT_A or OBJECT_B ?",,
1444891929,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"I've had one full black OBJECT_A named XTC also known as ""baby"" or ""Puppy"" because he was the size of a OBJECT_B.",,
1444891930,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,It's tough to treat them like a OBJECT_A or a OBJECT_B because they're so close to you.,,
1444891931,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"We use only superior products and ""Cutting Edge"" tools to assure that your OBJECT_A or OBJECT_B remains happy and healthy.",,
1444891932,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Often because of their advanced age an animal shelter may deny the elderly the possibility of adopting a young OBJECT_A or OBJECT_B.,,
1444891933,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"This was my favorite of this series, because I love Halloween and haunted castles, and was touched by the affection the OBJECT_A-OBJECT_B has for Jerry.",,
1444891934,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"A OBJECT_A and OBJECT_B food store would have much better options and even then, the big chain ones tend to have crap too.:rolleyes:",,
1444891935,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"They rage at me because I won't validate their belief in an afterlife where they will be rejoined with mommy, daddy and their beloved OBJECT_A or OBJECT_B.",,
1444891936,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"We sacrifice a lot for our pets, but realize it is worth it when the OBJECT_A or OBJECT_B puts us in a better mood or relieves workday stress.",,
1444891937,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"I bought it because my older male OBJECT_A was carrying around a stuffed OBJECT_B toy and I thought he might like the """"tail"""" on this thing.",,
1444891938,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"In this case, more is better so let the mixture soak overnight, and sponge it on your OBJECT_A or OBJECT_B to kill fleas instantly.",,
1444891939,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"Jonson's knight doesn't just have a OBJECT_A - he totes around a OBJECT_B as well, though we never see her because she isn't let out of her bag.",,
1444891940,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,I think this is because most people don't believe that their OBJECT_A or OBJECT_B will eat a pill.,,
1444891941,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,4. A man that hath learned sympathy is better learned than the philosopher that will kick a OBJECT_A or a OBJECT_B.,,
1444891942,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"The world is divided into ""OBJECT_A people"" and ""OBJECT_B people,"" each passionately believing that their preferred pet is superior.",,
1444891943,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"You're adding them, I assume, because in OBJECT_A, OBJECT_B, and Horse meat are all taboo from your perspective.",,
1444891944,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Now you can see the many powerful ways technology is far better than the do-it-yourself approach to finding a lost OBJECT_A or OBJECT_B.,,
1444891945,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"He's the best pet that you can get, Better than a OBJECT_A or OBJECT_B.",,
1444891946,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,I love these things because they keep OBJECT_A and OBJECT_B food fresh.,,
1444891947,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,My question is because she is so small can we use OBJECT_A clippers on her for the first time and then go out to purchase OBJECT_B nail clippers.,,
1444891948,11/9/2017 11:16:30,11/9/2017 11:16:30,WORSE,"Everything that the OBJECT_A command does, OBJECT_B does it better.",,
1444891949,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,You can't keep 'em outdoors because some passing OBJECT_A or OBJECT_B will provoke them to spray.,,
1444891950,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,So I decided to try this OBJECT_A toothpaste because I have searched everywhere and no one has the four paws OBJECT_B (white) toothpaste.,,
1444891951,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"So when these poor babes see a friendly OBJECT_A or OBJECT_B approach, they scream, throw stones or worse.",,
1444891952,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"Malia and Sasha named the OBJECT_A ""Bo"" because they had a cousin with a OBJECT_B of the same name, and because their grandfather's nickname was ""Diddley.""",,
1444891953,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"As a matter of fact Mrs. Persis, the housekeeper at Halkin Street, and Hignett fight OBJECT_A and OBJECT_B--it will be much better to part them.",,
1444891954,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,This reminds me of the arguments that I hear from people who don't accept evolution because they have never seen a OBJECT_A give birth to a OBJECT_B.,,
1444891955,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"If your OBJECT_A or OBJECT_B has pustules causing bald spots or staph infections from itching, there is nothing better.",,
1444891956,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,I used to put my OBJECT_A food in the bathroom because my OBJECT_B won't go in because he is afraid of the bathtub.,,
1444891957,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,How many times have you grabbed a bag of OBJECT_A or OBJECT_B food because it's the same brand your parents used to [...],,
1444891958,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"The Bonny Blog deserves a bunch of follows-the posts will make you feel better, and often there's a OBJECT_A or a OBJECT_B.",,
1444891959,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"All of our OBJECT_A and OBJECT_B treat recipes contain no wheat, no corn and no soy which means better digestion and a healthier and happier pet.",,
1444891960,11/9/2017 11:16:30,11/9/2017 11:16:30,UNCLEAR,And either a OBJECT_A or a OBJECT_B is a way better choice than any other possible pet.,,
1444891961,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,I am sure his OBJECT_A brother will thank me when he comes home a much better OBJECT_B.,,
1444891962,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Egypt - Not all place names should be turned into a name for your child... maybe this would be better on your OBJECT_A or OBJECT_B?,,
1444891963,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Modify the OBJECT_A class to include a new instance variable weight (double) and the OBJECT_B... better.,,
1444891964,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Should you or your OBJECT_A-OBJECT_B drink a pyrethoids you would experience dry mouth because it will close the saliva glans temporary.,,
1444891965,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,It's impossible to determine whether a OBJECT_A is behaving in an unusual manner because it smells an earthquake coming or a OBJECT_B across the street.,,
1444891966,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Collars are great because they visually mark your OBJECT_A or OBJECT_B as being part of a family.,,
1444891967,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"Actually, we're pretty sure he doesn't know he's a OBJECT_A because he acts more like a OBJECT_B.",,
1444891968,11/9/2017 11:16:30,11/9/2017 11:16:30,WORSE,"This might mean they don't have Sprocket around, but mabye this new Family could have another Muppet OBJECT_A or better yet, a Muppet OBJECT_B, who hates the Fraggles.",,
1444891969,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,The recall by Natura because of salmonella contamination has now expanded to include all Natura dry OBJECT_A and OBJECT_B foods with a range of expiration dates.,,
1444891970,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,The latter will work topically and internally because the OBJECT_A or OBJECT_B will lick their fur and ingest the herbs.,,
1444891971,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,I kinda feel like God gave me back my OBJECT_A because he knew the OBJECT_B was going.,,
1444891972,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"I need this vacuum because I have a OBJECT_A, a OBJECT_B and a hamster and 3 children at home one with serious respiratory issues.",,
1444891973,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"This can be a OBJECT_A or a OBJECT_B but surprisingly to some,it could also be you, or worse, your child.",,
1444891974,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,What better way to save a spot in your book that with your favorite LOL OBJECT_A or OBJECT_B?,,
1444891975,11/9/2017 11:16:30,11/9/2017 11:16:30,UNCLEAR,"-For a non-mega pet store, Target had the better deals on most items, although Giant and Shoppers Food Warehouse had comparable prices on OBJECT_A and OBJECT_B food.",,
1444891976,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,I hope to find one that offers a OBJECT_A/OBJECT_B combo box because I don't want to shell out money for 2 different ones.,,
1444891977,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,We originally created the sites because there was no place on the Internet to share the joy of having a OBJECT_A or a OBJECT_B member of the family.,,
1444891978,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Now our new product delivers superior De-Shedding for your OBJECT_A or OBJECT_B.,,
1444891979,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Menu Foods is the Canadian company that had to recall 95 brands of moist OBJECT_A and OBJECT_B food because of the contamination.,,
1444891980,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Two recent studies about OBJECT_A and OBJECT_B behavior have reignited the age-old debate about which pet is better.,,
1444891981,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Does your OBJECT_A or OBJECT_B die because it only drinks when it's thirsty?,,
1444891982,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,I love this idea because I volunteer at the Randolph County Humane Society and I wanted an easy cheap way to make OBJECT_A/OBJECT_B beds.,,
1444891983,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"I left the apartment, with our OBJECT_A, OBJECT_B because we were very ill.",,
1444891988,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,This black guy rolled up next to his OBJECT_A on a OBJECT_B believe it or not.,,
1444891989,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,A OBJECT_A and OBJECT_B rental services are available on site.,,
1444891990,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,I'll have OBJECT_A/OBJECT_B transportation so moving around won't be an issue.,,
1444891991,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,"MOTHER (laughing) Tiny ain't got no OBJECT_A, he ain't even got a OBJECT_B.",,
1444891992,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,"Leucadia OBJECT_A is one of the best shops to buy your new ""OBJECT_B"".",,
1444891993,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,Riding against traffic only adds the speed of the OBJECT_A to the speed of the OBJECT_B.,,
1444891994,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,Colorful ti tanium ti bolts screws?for bike OBJECT_A motor OBJECT_B? ?,,
1444891995,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,Suddenly the OBJECT_A is in front of a moving OBJECT_B.,,
1444891996,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,Who needs a OBJECT_A when you have access to the 'Donky' multi-use OBJECT_B!?,,
1444891997,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,"He called his lowrider OBJECT_A and OBJECT_B club ""Taste of Latin.""",,
1444891998,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,"OBJECT_A, OBJECT_B rental and laundry service available and doctor on call",,
1444891999,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,"Guests May Also Take Advantage of the Internet Access, OBJECT_A Park and OBJECT_B Hire Service.",,
1444892000,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,This is pretty much the equivalent of an automatic OBJECT_A in the OBJECT_B world.,,
1444892001,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,Were you in on a OBJECT_A or in a OBJECT_B?,,
1444892002,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,Police OBJECT_A-OBJECT_B collision under investigation,,
1444892003,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,They live a OBJECT_A-lite lifestyle and sometimes escape the city to go OBJECT_B touring.,,
1444892004,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,OBJECT_A while riding a OBJECT_B,,
1444892005,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,All of these are accessible by OBJECT_A or OBJECT_B.,,
1444892006,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,SDOT is anti-OBJECT_A and OBJECT_B fanatic.,,
1444892007,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,All items are visible from a OBJECT_A or OBJECT_B.,,
1444892008,11/9/2017 11:16:31,11/9/2017 11:16:31,BETTER,Solar OBJECT_A tires are more efficient than racing OBJECT_B tires.,,
1444892009,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,We cannot replace OBJECT_A/truck traffic with OBJECT_B traffic.,,
1444892010,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,You can also hire a OBJECT_A or OBJECT_B from reception.,,
1444892011,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,She tells him to take her home and they load the OBJECT_A in his OBJECT_B.,,
1444892012,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,"OBJECT_A vs. OBJECT_B accident Sunday, in Treynor",,
1444892013,11/9/2017 11:16:31,11/9/2017 11:16:31,BETTER,(A OBJECT_A) is way better than a OBJECT_B.,,
1444892014,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,"Just because a OBJECT_A and OBJECT_B collided on a road, it doesn't make it a crime, Mr. Gibson said.",,
1444892015,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,I had a OBJECT_A accident because someone opened their OBJECT_B door.,,
1444892016,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,"If I know that you are a OBJECT_A, I know roughly what to expect of your top speed, and will try to safely navigate past you... not try to hit you just because I know that you won't damage my OBJECT_B.",,
1444892017,11/9/2017 11:16:31,11/9/2017 11:16:31,UNCLEAR,"256kbps VBR encoding in MP3 or AAC form is far better than any of my common listening environments pander to (ear buds on OBJECT_A, or Bluetooth to OBJECT_B radio while driving).",,
1444892018,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,"That's false, putting the OBJECT_A before the horse, because the Dutch used a great deal of OBJECT_B transportation before there were any bikeways.",,
1444892019,11/9/2017 11:16:31,11/9/2017 11:16:31,BETTER,Also it is nice because a OBJECT_A has a lower depreciation rate than a OBJECT_B.,,
1444892020,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,A bit like complaining because a OBJECT_A isn't a OBJECT_B.,,
1444892021,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,"There was a time when we were homeless, living out of her OBJECT_A, because all I had was a BMX OBJECT_B.""",,
1444892022,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,"We think they'd be better off with an actual OBJECT_A, or perhaps a OBJECT_B, or a Segway.",,
1444892023,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,"Although I can rollerskate, ride a OBJECT_A, and drive a OBJECT_B, I can neither ice skate nor swim because of my balance, coordination, time, and fear.",,
1444892024,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,"But, ironically, on the same streets where I can't drive a Kei OBJECT_A because they are too dangerous, I can ride my 1972 Raleigh 3spd OBJECT_B.",,
1444892025,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,I had been riding a OBJECT_A back and forth to work for several years because my OBJECT_B broke down beyond my financial ability to have it repaired.,,
1444892026,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,"I once heard a guy threaten to murder his next door neighbor's little kids because one of them scratched his OBJECT_A with their OBJECT_B, my neighbor says.",,
1444892027,11/9/2017 11:16:31,11/9/2017 11:16:31,BETTER,The OBJECT_A movement seems to be accelerating in a region known far better for its love affair with the OBJECT_B.,,
1444892028,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,Just because you have a OBJECT_A or a OBJECT_B doesn't mean you can't share the road safely and happily.,,
1444892029,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,"We can also help you rent a OBJECT_A, motorcycle or OBJECT_B with which you can discover better Florence.",,
1444892030,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,"Why ride hundreds of miles on a OBJECT_A when you can drive in a OBJECT_B, or better yet fly in a plane?",,
1444892031,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,I have opted to not own a OBJECT_A because I can certainly survive with the public transit system and a OBJECT_B.,,
1444892032,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP," Protected bikeways also are a powerful symbol of democracy, because they show that a citizen on a $30 OBJECT_A is equally important to one in a $30,000 OBJECT_B.",,
1444892033,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,"Perhaps that's why driver are so courteous to bike riders there, because they appreciate that it's a OBJECT_A in front of them, and not another OBJECT_B.",,
1444892034,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,I'd like better information on road closures and maintenance - up-to-date info on all activities that significantly affect transportation by OBJECT_A OR OBJECT_B.,,
1444892035,11/9/2017 11:16:31,11/9/2017 11:16:31,NO_COMP,Would it protect my noggin better in the chance of a OBJECT_A-vs-OBJECT_B mishap?,,
