,id,domain,object_a,object_b,sentence,it_1_confidence,it_2_confidence,better_count,worse_count,none_count,most_frequent_label,most_frequent_count,it_1_judgments,it_2_judgments,sentence_html,judgments,confidence,most_frequent_percentage
908,T3194959853,jbt,amazon,youtube,"With Netflix as the cornerstone, amazon content as a supplement and youtube supposedly on the way, the $99 Roku box keeps looking better and better.",0.66,0.5039,2,0,3,NONE,3,3,2,"With Netflix as the cornerstone, <span style=""color: #9A14B2; font-weight: bold"">amazon:[OBJECT_A]</span> content as a supplement and <span style=""color: #6CB219; font-weight: bold"">youtube:[OBJECT_B]</span> supposedly on the way, the $99 Roku box keeps looking better and better.",5,0.5975600000000001,0.6
1237,D399349100,compsci,Python,Haskell,"But it would be so much better if you could elaborate/substantiate each of your claims with examples: for each of the ""gone"", ""how it is in Python/C/whatever"" vs ""how is is 'gone' in Haskell"".",1.0,1.0,0,0,5,NONE,5,3,2,"But it would be so much better if you could elaborate/substantiate each of your claims with examples: for each of the ""gone"", ""how it is in <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>/C/whatever"" vs ""how is is 'gone' in <span style=""color: #6CB219; font-weight: bold"">Haskell:[OBJECT_B]</span>"".",5,1.0,1.0
432,I1307312807,jbt,harvard,cornell,In their second meeting of the season Killorn and harvard got the better of Gotovets and cornell.,0.6565,0.5,3,0,2,BETTER,3,3,2,"In their second meeting of the season Killorn and <span style=""color: #9A14B2; font-weight: bold"">harvard:[OBJECT_A]</span> got the better of Gotovets and <span style=""color: #6CB219; font-weight: bold"">cornell:[OBJECT_B]</span>.",5,0.5939,0.6
85,N2212770281,compsci,Sed,AWK,"Since text processing features in Windows were lot inferior, to make life easy, we had downloaded Unix Command line port of many of its popular utilities such as grep, AWK, Sed, curl, lynx, wget, mycurl (just to name a few).",1.0,1.0,0,0,5,NONE,5,3,2,"Since text processing features in Windows were lot inferior, to make life easy, we had downloaded Unix Command line port of many of its popular utilities such as grep, <span style=""color: #9A14B2; font-weight: bold"">AWK:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Sed:[OBJECT_B]</span>, curl, lynx, wget, mycurl (just to name a few).",5,1.0,1.0
233,E587199916,brands,Microsoft,Intel,Disk: OCZ Vertex Solid State 100GB OS: Windows 7 64-bit Hardware: Intel i5 2.2ghz laptop Virus scanner: Microsoft Security Essentials 2.0,1.0,1.0,0,0,5,NONE,5,3,2,"Disk: OCZ Vertex Solid State 100GB OS: Windows 7 64-bit Hardware: <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> i5 2.2ghz laptop Virus scanner: <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> Security Essentials 2.0",5,1.0,1.0
1297,K1724381228,brands,Nokia,Motorola,Mobile Nokia 15           Motorola 6           HTC 10,0.6385,0.5096,3,0,2,BETTER,3,3,2,"Mobile <span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span> 15           <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span> 6           HTC 10",5,0.58694,0.6
1236,G1030688472,brands,Apple,Sony,"I can't even believe how some can compare to Sony and creative when they just take what Apple has done, trash it, then say their product is better.",0.6723,0.5397,0,2,3,NONE,3,3,2,"I can't even believe how some can compare to <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> and creative when they just take what <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> has done, trash it, then say their product is better.",5,0.61926,0.6
716,O2397330271,jbt,baseball,softball,The AHS baseball and softball teams ended their seasons with solid advances but no big trophies.,1.0,1.0,0,0,5,NONE,5,3,2,"The AHS <span style=""color: #9A14B2; font-weight: bold"">baseball:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">softball:[OBJECT_B]</span> teams ended their seasons with solid advances but no big trophies.",5,1.0,1.0
476,N2120556492,compsci,Ruby,Python,"Ruby vs other dynamicaly typed interpreted languages like Python, Perl, PHP, ... it really is not slower.",1.0,0.5116,0,1,5,NONE,5,4,2,"<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> vs other dynamicaly typed interpreted languages like <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, Perl, PHP, ... it really is not slower.",6,0.8371999999999999,0.8333333333333334
498,T3226818365,brands,Google,Amazon,"Yes, most likely Amazon, Google, et al., have far better security that your small business.",0.626,1.0,0,0,5,NONE,5,3,2,"Yes, most likely <span style=""color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span>, et al., have far better security that your small business.",5,0.7756000000000001,1.0
1832,A99768554,jbt,carolina,michigan,"7:28-5:27 -- Another very solid three and out forced by michigan, South carolina forced to punt again.",1.0,0.5263,1,0,4,NONE,4,3,2,"7:28-5:27 -- Another very solid three and out forced by <span style=""color: #9A14B2; font-weight: bold"">michigan:[OBJECT_A]</span>, South <span style=""color: #6CB219; font-weight: bold"">carolina:[OBJECT_B]</span> forced to punt again.",5,0.81052,0.8
2356,N2260454983,jbt,milk,tea,So much better than Wellington milk tea.,0.6957,1.0,0,1,4,NONE,4,3,2,"So much better than Wellington <span style=""color: #9A14B2; font-weight: bold"">milk:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">tea:[OBJECT_B]</span>.",5,0.81742,0.8
1139,I1299904753,compsci,Python,Perl,In that regard we judged Python to be far superior to Perl.,1.0,1.0,5,0,0,BETTER,5,3,2,"In that regard we judged <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> to be far superior to <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>.",5,1.0,1.0
629,M2023103609,compsci,MySQL,PostgreSQL,PostgreSQL has better clustering support than MySQL so easier to support larger environments.,1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> has better clustering support than <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> so easier to support larger environments.",5,1.0,1.0
2217,M1938941903,jbt,football,golf,Other fundraisers for the football team include the annual golf outing and the 3 on 3 Superior Shootout basketball tournament.,1.0,1.0,0,0,5,NONE,5,3,2,"Other fundraisers for the <span style=""color: #9A14B2; font-weight: bold"">football:[OBJECT_A]</span> team include the annual <span style=""color: #6CB219; font-weight: bold"">golf:[OBJECT_B]</span> outing and the 3 on 3 Superior Shootout basketball tournament.",5,1.0,1.0
1897,K1588561486,brands,Google,Amazon,Kindle Fire: Google Smacks Amazon With Superior $199 Tablet,0.6689,1.0,1,0,4,NONE,4,3,2,"Kindle Fire: <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> Smacks <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> With Superior $199 Tablet",5,0.80134,0.8
1043,I1315383553,brands,Microsoft,IBM,"In the Y2K runup, the definition of collaboration was easier to wrap around the leading players, from Microsoft to Lotus/IBM to Netscape.",1.0,1.0,0,0,5,NONE,5,3,2,"In the Y2K runup, the definition of collaboration was easier to wrap around the leading players, from <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> to Lotus/<span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span> to Netscape.",5,1.0,1.0
305,I1298054592,jbt,concrete,timber,Internal timber and concrete floors,1.0,1.0,0,0,6,NONE,6,4,2,"Internal <span style=""color: #9A14B2; font-weight: bold"">timber:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">concrete:[OBJECT_B]</span> floors",6,1.0,1.0
2052,N2236237146,brands,Apple,Sony,"So if Sony can offer a usable 650$ Laptop with a decent screen how about Apple providing a 1000$ 15"" Macbook that you can actually use?",0.6729999999999999,0.5128,2,0,3,NONE,3,3,2,"So if <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> can offer a usable 650$ Laptop with a decent screen how about <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> providing a 1000$ 15"" Macbook that you can actually use?",5,0.6089199999999999,0.6
439,K1673554933,compsci,Python,Perl,"Many interesting languages are slower than Java, including many of the languages that Graham suggests (Perl, Python, Scheme).",0.7601,1.0,0,0,6,NONE,6,4,2,"Many interesting languages are slower than Java, including many of the languages that Graham suggests (<span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, Scheme).",6,0.8400666666666665,1.0
308,M1964345775,brands,Ibuprofen,Advil,"Pain and fever medicines such as acetaminophen, better know as Tylenol, and Ibuprofen, known as Advil or Motrin are not included in the FDA advisory.",1.0,1.0,0,0,5,NONE,5,3,2,"Pain and fever medicines such as acetaminophen, better know as Tylenol, and <span style=""color: #9A14B2; font-weight: bold"">Ibuprofen:[OBJECT_A]</span>, known as <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span> or Motrin are not included in the FDA advisory.",5,1.0,1.0
1253,F821495545,brands,Apple,Google,"Good for Apple, better for Google?",0.64,1.0,0,2,3,NONE,3,3,2,"Good for <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span>, better for <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span>?",5,0.784,0.6
2205,G899589181,brands,Sigma,Nikon,here and here ) the optical performance of the Sigma lens is better than the Nikon and Canon equivalents.,1.0,1.0,5,0,0,BETTER,5,3,2,"here and here ) the optical performance of the <span style=""color: #9A14B2; font-weight: bold"">Sigma:[OBJECT_A]</span> lens is better than the <span style=""color: #6CB219; font-weight: bold"">Nikon:[OBJECT_B]</span> and Canon equivalents.",5,1.0,1.0
1485,I1295465414,compsci,Java,Groovy,"IntelliJ features Groovy, GWT, and CSS3 improvements while TeamCity adds better .NET support and Java detection for agents.",0.7548,1.0,1,0,5,NONE,5,4,2,"IntelliJ features <span style=""color: #9A14B2; font-weight: bold"">Groovy:[OBJECT_A]</span>, GWT, and CSS3 improvements while TeamCity adds better .NET support and <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> detection for agents.",6,0.8365333333333334,0.8333333333333334
2026,G994929772,brands,Ford,Chrysler,"Hummer, Ford, Lincoln, Statesman, Territory, Chrysler, Mercedes.",1.0,1.0,0,0,5,NONE,5,3,2,"Hummer, <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span>, Lincoln, Statesman, Territory, <span style=""color: #6CB219; font-weight: bold"">Chrysler:[OBJECT_B]</span>, Mercedes.",5,1.0,1.0
88,N2243702012,jbt,wood,rubber,Solid rubber-wood frame and legs.,1.0,1.0,0,0,5,NONE,5,3,2,"Solid <span style=""color: #9A14B2; font-weight: bold"">rubber:[OBJECT_A]</span>-<span style=""color: #6CB219; font-weight: bold"">wood:[OBJECT_B]</span> frame and legs.",5,1.0,1.0
910,M1983246719,brands,Ford,Chevrolet,"People who wanted something ""better"" (read, more expensive looking) than a Chevrolet or a Ford could buy a Pontiac, Oldsmobile or Buick.",1.0,1.0,0,0,5,NONE,5,3,2,"People who wanted something ""better"" (read, more expensive looking) than a <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> or a <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> could buy a Pontiac, Oldsmobile or Buick.",5,1.0,1.0
398,C358078990,compsci,MySQL,PostgreSQL,"As for where PostgreSQL does better than MySQL, here is my take.",1.0,1.0,6,0,0,BETTER,6,4,2,"As for where <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> does better than <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>, here is my take.",6,1.0,1.0
1634,N2243666977,brands,Microsoft,Google,"Solid knowledge of Microsoft Office Suite, Google Analytics, content management systems",1.0,1.0,0,0,5,NONE,5,3,2,"Solid knowledge of <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> Office Suite, <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> Analytics, content management systems",5,1.0,1.0
1808,K1631167649,compsci,Java,Ruby,Like Ruby but Java like.,1.0,1.0,0,0,5,NONE,5,3,2,"Like <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> but <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> like.",5,1.0,1.0
18,O2399014671,jbt,pizza,sandwich,"The alternative choices weren't a whole lot better: breaded chicken patty sandwich, hamburger, pizza or burritos.",0.6373,1.0,0,0,5,NONE,5,3,2,"The alternative choices weren't a whole lot better: breaded chicken patty <span style=""color: #9A14B2; font-weight: bold"">sandwich:[OBJECT_A]</span>, hamburger, <span style=""color: #6CB219; font-weight: bold"">pizza:[OBJECT_B]</span> or burritos.",5,0.7823800000000001,1.0
460,L1830818277,compsci,USB,Bluetooth,not having a CD player does not bother me as I prefer USB/Bluetooth which also makes the unit a lot lighter and easier to fit... ,0.5016,1.0,0,0,6,NONE,6,4,2,"not having a CD player does not bother me as I prefer <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> which also makes the unit a lot lighter and easier to fit... ",6,0.6677333333333333,1.0
892,I1272731840,brands,Apple,IBM,"In my experience, IBM and Apple laptops tend to have the best reception, but individual laptops may do better or worse in various locations.",1.0,1.0,0,0,5,NONE,5,3,2,"In my experience, <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> laptops tend to have the best reception, but individual laptops may do better or worse in various locations.",5,1.0,1.0
1438,T3273791495,compsci,Windows 7,Windows 8,Your Windows 7 PC will boot and run faster with Windows 8.,0.3551,0.5217,1,2,2,NONE,2,3,2,"Your <span style=""color: #9A14B2; font-weight: bold"">Windows 7:[OBJECT_A]</span> PC will boot and run faster with <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span>.",5,0.42174,0.4
1488,F818997569,compsci,Java,Objective-C,"- going back to ""it's relative"" -- I still think that learning C++ and the minimal amount of copy-pasting occasionally necessary to invoke it is easier, faster, and more productive than learning three different programming languages and re-writing the code three times; this was (and is) my main point of contention: ""OS X or iOS, I'd go to Objective-C, for Windows, I'd learn C#, and for Android, I'd continue with Java"";",1.0,1.0,0,0,5,NONE,5,3,2,"- going back to ""it's relative"" -- I still think that learning C++ and the minimal amount of copy-pasting occasionally necessary to invoke it is easier, faster, and more productive than learning three different programming languages and re-writing the code three times; this was (and is) my main point of contention: ""OS X or iOS, I'd go to <span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span>, for Windows, I'd learn C#, and for Android, I'd continue with <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>"";",5,1.0,1.0
2179,J1545084508,compsci,Java,Ruby,"Java, Ruby, anything.",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>, anything.",5,1.0,1.0
1615,K1713782601,brands,Microsoft,Sony,Microsoft is the devil but Sony truly isn't any better.,0.6665,0.5238,2,0,3,NONE,3,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> is the devil but <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> truly isn't any better.",5,0.6094200000000001,0.6
1209,H1167891330,compsci,Eclipse,NetBeans,I just move to Eclipse from NetBeans.,1.0,0.5,1,0,4,NONE,4,3,2,"I just move to <span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span> from <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>.",5,0.8,0.8
376,O2423337283,jbt,coffee,juice,"The breakfast is mediocre- bread, jam, juice and coffee.",1.0,1.0,0,0,5,NONE,5,3,2,"The breakfast is mediocre- bread, jam, <span style=""color: #9A14B2; font-weight: bold"">juice:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">coffee:[OBJECT_B]</span>.",5,1.0,1.0
1255,S3115609764,brands,Google,Sony,"What's REALLY fucked up is that for companies like Apple, Google, Nokia, Sears, and Sony paying $80,00 is asswipe money and more efficient and cheaper in the long run than fighting this which only makes it harder for everyone else down the line.",1.0,1.0,0,0,5,NONE,5,3,2,"What's REALLY fucked up is that for companies like Apple, <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span>, Nokia, Sears, and <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> paying $80,00 is asswipe money and more efficient and cheaper in the long run than fighting this which only makes it harder for everyone else down the line.",5,1.0,1.0
1473,L1818788313,compsci,Ruby,Python,No one said here Ruby and Python were better.,1.0,1.0,0,0,5,NONE,5,3,2,"No one said here <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> were better.",5,1.0,1.0
1065,H1174236798,brands,Gigabyte,Asus,"I know that Asus, Gigabyte, and PNY are also good.",1.0,1.0,0,0,5,NONE,5,3,2,"I know that <span style=""color: #9A14B2; font-weight: bold"">Asus:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Gigabyte:[OBJECT_B]</span>, and PNY are also good.",5,1.0,1.0
1608,B235228176,brands,Microsoft,Apple,A Microsoft product is harder to repair than an Apple product?,1.0,0.5191,0,4,1,WORSE,4,3,2,"A <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> product is harder to repair than an <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> product?",5,0.80764,0.8
2372,C368936714,brands,Nokia,Motorola,"as Motorola, Nokia etc.",1.0,1.0,0,0,5,NONE,5,3,2,"as <span style=""color: #9A14B2; font-weight: bold"">Motorola:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Nokia:[OBJECT_B]</span> etc.",5,1.0,1.0
764,O2377214656,brands,Nokia,Samsung,That's much better for their bottom line than a Samsung Android Device and a Nokia Windows Device.,1.0,1.0,0,0,6,NONE,6,4,2,"That's much better for their bottom line than a <span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> Android Device and a <span style=""color: #6CB219; font-weight: bold"">Nokia:[OBJECT_B]</span> Windows Device.",6,1.0,1.0
692,R2853240240,jbt,psp,ps2,-This maybe works too in the ps2 version but it will be harder than on the psp version.,0.3553,0.5238,2,2,1,WORSE,2,3,2,"-This maybe works too in the <span style=""color: #9A14B2; font-weight: bold"">ps2:[OBJECT_A]</span> version but it will be harder than on the <span style=""color: #6CB219; font-weight: bold"">psp:[OBJECT_B]</span> version.",5,0.4227000000000001,0.4
16,H1122028771,compsci,Windows XP,Windows 8,"If you're on Windows XP, Windows Vista or Windows 7-and if you're reading this site and a human, you better be-upgrading to Windows 8 is going to be dirt cheap and totally worth it: only 40 bucks.",1.0,1.0,0,5,0,WORSE,5,3,2,"If you're on <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span>, Windows Vista or Windows 7-and if you're reading this site and a human, you better be-upgrading to <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span> is going to be dirt cheap and totally worth it: only 40 bucks.",5,1.0,1.0
1400,F740336690,brands,Ford,Chrysler,"Ford, GM, Chrysler, Toyota, Nissan.",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span>, GM, <span style=""color: #6CB219; font-weight: bold"">Chrysler:[OBJECT_B]</span>, Toyota, Nissan.",5,1.0,1.0
2224,R2932959568,compsci,Java,Scala,To summarize: Scala to me is just a better Java with too many trade offs.,1.0,1.0,5,0,0,BETTER,5,3,2,"To summarize: <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> to me is just a better <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> with too many trade offs.",5,1.0,1.0
92,G1025947068,brands,Advil,Motrin,"Ibuprofen- Motrin, Advil, Nuprin",1.0,1.0,0,0,5,NONE,5,3,2,"Ibuprofen- <span style=""color: #9A14B2; font-weight: bold"">Motrin:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>, Nuprin",5,1.0,1.0
2002,I1295551145,brands,Nvidia,MSI,- Intel Xeon E5440 /w Scythe Kama Angle cooler on it - MSI P35 Neo2-FR - obviously no RAM - Nvidia GTX 470 - Samsung 830 256gb SSD and a couple of HDDs,1.0,1.0,0,0,5,NONE,5,3,2,"- Intel Xeon E5440 /w Scythe Kama Angle cooler on it - <span style=""color: #9A14B2; font-weight: bold"">MSI:[OBJECT_A]</span> P35 Neo2-FR - obviously no RAM - <span style=""color: #6CB219; font-weight: bold"">Nvidia:[OBJECT_B]</span> GTX 470 - Samsung 830 256gb SSD and a couple of HDDs",5,1.0,1.0
916,S3099833188,compsci,MySQL,SQLite,"(What about PostpreSQL you ask? Meh, decent license but it can't be embedded, performs better than SQLite but much worse than Firebird and MySQL; feature-wise its about on par with Firebird)",1.0,0.5455,0,4,1,WORSE,4,3,2,"(What about PostpreSQL you ask? Meh, decent license but it can't be embedded, performs better than <span style=""color: #9A14B2; font-weight: bold"">SQLite:[OBJECT_A]</span> but much worse than Firebird and <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>; feature-wise its about on par with Firebird)",5,0.8182,0.8
656,K1708975958,jbt,psp,ps2,Metal Gear Solid: Snake Eater 3D This 3D port of the ps2/psp game is looking pretty good.,1.0,1.0,0,0,5,NONE,5,3,2,"Metal Gear Solid: Snake Eater 3D This 3D port of the <span style=""color: #9A14B2; font-weight: bold"">ps2:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">psp:[OBJECT_B]</span> game is looking pretty good.",5,1.0,1.0
1991,H1114248921,brands,Google,Amazon,"If you have a Google or Yahoo or Amazon mega-cookie, they'll be better off.",1.0,1.0,0,0,4,NONE,4,3,1,"If you have a <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> or Yahoo or <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> mega-cookie, they'll be better off.",4,1.0,1.0
121,K1654338550,brands,Toyota,Nissan,"Love to see Nissan and Toyota will return to their old root, decent R&H and sporty car.",1.0,1.0,0,0,5,NONE,5,3,2,"Love to see <span style=""color: #9A14B2; font-weight: bold"">Nissan:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> will return to their old root, decent R&H and sporty car.",5,1.0,1.0
581,H1177155721,jbt,california,oregon,I learned to surf in the cooler waters of Northern california and oregon.,0.6836,1.0,0,0,5,NONE,5,3,2,"I learned to surf in the cooler waters of Northern <span style=""color: #9A14B2; font-weight: bold"">california:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">oregon:[OBJECT_B]</span>.",5,0.81016,1.0
2207,H1211509762,jbt,beer,cider,IMO making a terrific hard cider is WAY harder than making great beer.,0.6559999999999999,1.0,0,4,1,WORSE,4,3,2,"IMO making a terrific hard <span style=""color: #9A14B2; font-weight: bold"">cider:[OBJECT_A]</span> is WAY harder than making great <span style=""color: #6CB219; font-weight: bold"">beer:[OBJECT_B]</span>.",5,0.7936,0.8
1475,L1813340607,brands,Nokia,Motorola,"Nokia, Motorola, Ericsson and others are shareholders.",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span>, Ericsson and others are shareholders.",5,1.0,1.0
956,D402103900,jbt,michigan,pennsylvania,"But Minnesota would be harder for a Republican to win than Wisconsin, it doesn't border michigan, and it's a little farther removed from Ohio and pennsylvania.",0.6818,1.0,0,1,4,NONE,4,3,2,"But Minnesota would be harder for a Republican to win than Wisconsin, it doesn't border <span style=""color: #9A14B2; font-weight: bold"">michigan:[OBJECT_A]</span>, and it's a little farther removed from Ohio and <span style=""color: #6CB219; font-weight: bold"">pennsylvania:[OBJECT_B]</span>.",5,0.80908,0.8
1376,H1109065992,compsci,Perl,JavaScript,"If you can comfortably program something semi-decent in C/C++, Perl and JavaScript, then you've got the skills to learn any modern programming language within two days.",1.0,1.0,0,0,5,NONE,5,3,2,"If you can comfortably program something semi-decent in C/C++, <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>, then you've got the skills to learn any modern programming language within two days.",5,1.0,1.0
1533,N2208519618,brands,Cadillac,Buick,"Simply put, Buick and Cadillac for luxury, heck Chrysler will have some entry luxury in the 200 better appealing and more class leading at a lower price point then anything Lincoln.",1.0,1.0,0,0,5,NONE,5,3,2,"Simply put, <span style=""color: #9A14B2; font-weight: bold"">Buick:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Cadillac:[OBJECT_B]</span> for luxury, heck Chrysler will have some entry luxury in the 200 better appealing and more class leading at a lower price point then anything Lincoln.",5,1.0,1.0
238,B228992388,jbt,steel,aluminum,aluminum has better heat conduction than steel but worse than copper.,1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">aluminum:[OBJECT_A]</span> has better heat conduction than <span style=""color: #6CB219; font-weight: bold"">steel:[OBJECT_B]</span> but worse than copper.",5,1.0,1.0
74,T3258524302,compsci,Swift,Objective-C,You'll learn How to call Swift from Objective-C from the Automatically Generated Header.,1.0,1.0,0,0,5,NONE,5,3,2,"You'll learn How to call <span style=""color: #9A14B2; font-weight: bold"">Swift:[OBJECT_A]</span> from <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span> from the Automatically Generated Header.",5,1.0,1.0
1637,P2498575631,jbt,steel,aluminum,"The frame is made from ONE-PIECE solid stainless steel, not cheap metal or aluminum like other inferior replicas.",0.6356,1.0,4,0,1,BETTER,4,3,2,"The frame is made from ONE-PIECE solid stainless <span style=""color: #9A14B2; font-weight: bold"">steel:[OBJECT_A]</span>, not cheap metal or <span style=""color: #6CB219; font-weight: bold"">aluminum:[OBJECT_B]</span> like other inferior replicas.",5,0.78136,0.8
226,J1473953529,jbt,amazon,itunes,itunes AAC(256) is better than amazon MP3 (256),1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">itunes:[OBJECT_A]</span> AAC(256) is better than <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span> MP3 (256)",5,1.0,1.0
408,J1575303367,compsci,Swift,Objective-C,Just use existing Objective-C APIs in Swift.,1.0,1.0,0,0,5,NONE,5,3,2,"Just use existing <span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span> APIs in <span style=""color: #6CB219; font-weight: bold"">Swift:[OBJECT_B]</span>.",5,1.0,1.0
891,F750395659,compsci,Java,Groovy,"For Java, Eclipse if you are paying (free) and Idea if someone else is ;-) Actually, I prefer Eclipse but I think that Idea has better support for Groovy so that it is attractive to me.",0.6557,1.0,0,1,4,NONE,4,3,2,"For <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, Eclipse if you are paying (free) and Idea if someone else is ;-) Actually, I prefer Eclipse but I think that Idea has better support for <span style=""color: #6CB219; font-weight: bold"">Groovy:[OBJECT_B]</span> so that it is attractive to me.",5,0.79342,0.8
