_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,please_select_how_object_a_and_object_b_compare_in_the_sentence_above,label,please_select_how_object_a_and_object_b_compare_in_the_sentence_above_gold,sentence
1444891713,11/9/2017 15:42:50,false,3014436439,,11/9/2017 15:41:23,false,clixsense,0.9091,24002472,ITA,15,Camporotondo Etneo,82.53.44.10,UNCLEAR,BETTER,,"I'm not totally convinced the debugging tools for Perl, OBJECT_A or PHP are substantially better than OBJECT_B, even if they are slightly better."
1444891713,11/9/2017 15:42:53,false,3014436738,,11/9/2017 15:41:21,false,neodev,0.8889,43860707,TUR,68,Ankara,78.161.184.112,BETTER,BETTER,,"I'm not totally convinced the debugging tools for Perl, OBJECT_A or PHP are substantially better than OBJECT_B, even if they are slightly better."
1444891713,11/9/2017 16:12:16,false,3014579419,,11/9/2017 16:11:24,false,neodev,0.8571,42090408,VEN,25,Caracas,190.74.208.125,BETTER,BETTER,,"I'm not totally convinced the debugging tools for Perl, OBJECT_A or PHP are substantially better than OBJECT_B, even if they are slightly better."
1444891714,11/9/2017 15:36:30,false,3014402284,,11/9/2017 15:35:55,false,neodev,0.8333,29042907,ROU,14,Constanta,5.14.66.118,NO_COMP,NO_COMP,,Agile development is the most popular model at the moment because of architectures like OBJECT_A on Rails and Django (for OBJECT_B).
1444891714,11/9/2017 15:37:21,false,3014407134,,11/9/2017 15:36:19,false,neodev,1.0,43931724,PHL,F2,Quezon City,112.201.93.60,NO_COMP,NO_COMP,,Agile development is the most popular model at the moment because of architectures like OBJECT_A on Rails and Django (for OBJECT_B).
1444891714,11/9/2017 15:38:38,false,3014415022,,11/9/2017 15:37:09,false,neodev,1.0,43531815,CHL,12,Santiago,181.160.148.130,UNCLEAR,NO_COMP,,Agile development is the most popular model at the moment because of architectures like OBJECT_A on Rails and Django (for OBJECT_B).
1444891714,11/9/2017 15:38:44,false,3014415651,,11/9/2017 15:37:13,false,neodev,0.9091,43777305,EGY,06,Alexandria,156.212.235.221,UNCLEAR,NO_COMP,,Agile development is the most popular model at the moment because of architectures like OBJECT_A on Rails and Django (for OBJECT_B).
1444891715,11/9/2017 15:45:28,false,3014449613,,11/9/2017 15:44:30,false,neodev,0.8,43606451,VEN,11,Punto Fijo,200.82.148.115,WORSE,WORSE,,In addition the comparison on multi-core machines is also flawed because OBJECT_A code uses only one CPU whereas OBJECT_B uses all four due to use of multiprocessing library.
1444891715,11/9/2017 15:45:32,false,3014449811,,11/9/2017 15:44:48,false,neodev,0.7778,43447518,COL,34,Bogotá,181.56.80.207,WORSE,WORSE,,In addition the comparison on multi-core machines is also flawed because OBJECT_A code uses only one CPU whereas OBJECT_B uses all four due to use of multiprocessing library.
1444891715,11/9/2017 15:46:06,false,3014453198,,11/9/2017 15:45:54,false,neodev,1.0,40494751,TUR,68,Ankara,176.88.1.56,WORSE,WORSE,,In addition the comparison on multi-core machines is also flawed because OBJECT_A code uses only one CPU whereas OBJECT_B uses all four due to use of multiprocessing library.
1444891716,11/9/2017 15:43:37,false,3014440248,,11/9/2017 15:42:57,false,neodev,1.0,20306047,GBR,C3,Ely,89.240.36.160,WORSE,WORSE,,OBJECT_A is even worse than OBJECT_B.
1444891716,11/9/2017 15:43:39,false,3014440330,,11/9/2017 15:42:52,false,clixsense,0.9091,24002472,ITA,15,Camporotondo Etneo,82.53.44.10,WORSE,WORSE,,OBJECT_A is even worse than OBJECT_B.
1444891716,11/9/2017 15:44:16,false,3014443427,,11/9/2017 15:43:02,false,neodev,0.9091,43777305,EGY,06,Alexandria,156.212.235.221,WORSE,WORSE,,OBJECT_A is even worse than OBJECT_B.
1444891717,11/9/2017 15:45:57,false,3014452165,,11/9/2017 15:45:18,false,clixsense,1.0,33526008,MYS,12,Petaling Jaya,118.101.16.92,NO_COMP,NO_COMP,,"Perl, OBJECT_A, and OBJECT_B were successful because their creators were good coders with clear goals, who shipped useful programs."
1444891717,11/9/2017 15:46:24,false,3014454891,,11/9/2017 15:45:31,false,neodev,0.8,43606451,VEN,11,Punto Fijo,200.82.148.115,UNCLEAR,NO_COMP,,"Perl, OBJECT_A, and OBJECT_B were successful because their creators were good coders with clear goals, who shipped useful programs."
1444891717,11/9/2017 15:48:56,false,3014469690,,11/9/2017 15:45:20,false,neodev,1.0,36113457,EGY,11,Cairo,41.237.6.9,NO_COMP,NO_COMP,,"Perl, OBJECT_A, and OBJECT_B were successful because their creators were good coders with clear goals, who shipped useful programs."
1444891718,11/9/2017 15:39:56,false,3014421678,,11/9/2017 15:37:26,false,neodev,1.0,43931724,PHL,F2,Quezon City,112.201.93.60,NO_COMP,NO_COMP,,"OBJECT_A and OBJECT_B were much more recently the ""hot new thing"" and have gotten a lot more attention in the last decade or so because of that."
1444891718,11/9/2017 16:09:33,false,3014567658,,11/9/2017 16:08:43,false,clixsense,1.0,40846833,SRB,00,Belgrade,79.101.222.173,NO_COMP,NO_COMP,,"OBJECT_A and OBJECT_B were much more recently the ""hot new thing"" and have gotten a lot more attention in the last decade or so because of that."
1444891718,11/9/2017 16:11:50,false,3014577527,,11/9/2017 16:07:25,false,elite,0.8571,33102233,VNM,20,Ho Chi Minh City,115.77.220.177,UNCLEAR,NO_COMP,,"OBJECT_A and OBJECT_B were much more recently the ""hot new thing"" and have gotten a lot more attention in the last decade or so because of that."
1444891719,11/9/2017 15:45:47,false,3014451330,,11/9/2017 15:44:48,false,neodev,1.0,20306047,GBR,C3,Ely,89.240.36.160,WORSE,WORSE,,"I've tried OBJECT_A, and can see why people like it, but OBJECT_B suits my style better."
1444891719,11/9/2017 15:46:12,false,3014453818,,11/9/2017 15:44:58,false,neodev,0.8333,41841779,VEN,13,Barquisimeto,200.84.31.235,WORSE,WORSE,,"I've tried OBJECT_A, and can see why people like it, but OBJECT_B suits my style better."
1444891719,11/9/2017 16:16:42,false,3014599887,,11/9/2017 16:15:17,false,neodev,0.8571,42090408,VEN,25,Caracas,190.74.208.125,WORSE,WORSE,,"I've tried OBJECT_A, and can see why people like it, but OBJECT_B suits my style better."
1444891720,11/9/2017 15:45:28,false,3014449619,,11/9/2017 15:44:30,false,neodev,0.8,43606451,VEN,11,Punto Fijo,200.82.148.115,UNCLEAR,NO_COMP,,"OBJECT_A and OBJECT_B are languages competing for a similar bracket, so they will always appear to be ""converging,"" because smart people are finding the key features."
1444891720,11/9/2017 15:45:32,false,3014449830,,11/9/2017 15:44:48,false,neodev,0.7778,43447518,COL,34,Bogotá,181.56.80.207,UNCLEAR,NO_COMP,,"OBJECT_A and OBJECT_B are languages competing for a similar bracket, so they will always appear to be ""converging,"" because smart people are finding the key features."
1444891720,11/9/2017 15:46:06,false,3014453178,,11/9/2017 15:45:54,false,neodev,1.0,40494751,TUR,68,Ankara,176.88.1.56,UNCLEAR,NO_COMP,,"OBJECT_A and OBJECT_B are languages competing for a similar bracket, so they will always appear to be ""converging,"" because smart people are finding the key features."
1444891721,11/9/2017 15:44:46,false,3014445935,,11/9/2017 15:43:38,false,neodev,0.7778,43447518,COL,34,Bogotá,181.56.80.207,UNCLEAR,NO_COMP,,"I started with OO languages (OBJECT_A & OBJECT_B) because people recommend them, and they seem to be relatively easy to get started with."
1444891721,11/9/2017 15:45:06,false,3014447756,,11/9/2017 15:43:38,false,neodev,1.0,43889953,VEN,25,Caracas,201.209.232.151,NO_COMP,NO_COMP,,"I started with OO languages (OBJECT_A & OBJECT_B) because people recommend them, and they seem to be relatively easy to get started with."
1444891721,11/9/2017 15:45:12,false,3014448348,,11/9/2017 15:43:50,false,clixsense,1.0,43758573,ITA,07,Guidonia,185.82.113.70,UNCLEAR,NO_COMP,,"I started with OO languages (OBJECT_A & OBJECT_B) because people recommend them, and they seem to be relatively easy to get started with."
1444891722,11/9/2017 15:44:00,false,3014442224,,11/9/2017 15:43:19,false,clixsense,0.7778,43827456,LKA,36,Colombo,103.21.164.26,NO_COMP,NO_COMP,,"Unfortunately, when it comes to potential projects OBJECT_A suffers because it's similarity to OBJECT_B."
1444891722,11/9/2017 15:44:13,false,3014443237,,11/9/2017 15:43:17,false,neodev,1.0,43931724,PHL,F2,Quezon City,112.201.93.60,NO_COMP,NO_COMP,,"Unfortunately, when it comes to potential projects OBJECT_A suffers because it's similarity to OBJECT_B."
1444891722,11/9/2017 15:44:27,false,3014444315,,11/9/2017 15:43:20,false,neodev,0.8,43606451,VEN,11,Punto Fijo,200.82.148.115,UNCLEAR,NO_COMP,,"Unfortunately, when it comes to potential projects OBJECT_A suffers because it's similarity to OBJECT_B."
1444891723,11/9/2017 15:41:21,false,3014428466,,11/9/2017 15:40:21,false,clixsense,0.9091,24002472,ITA,15,Camporotondo Etneo,82.53.44.10,NO_COMP,NO_COMP,,"It is worth noting that because the APIs use the standard HTTP protocol you can easily work with them from any programming language including C#, Java, OBJECT_A, OBJECT_B, Perl, PHP and others."
1444891723,11/9/2017 15:42:27,false,3014434333,,11/9/2017 15:40:46,false,neodev,0.7778,43447518,COL,34,Bogotá,181.56.80.207,UNCLEAR,NO_COMP,,"It is worth noting that because the APIs use the standard HTTP protocol you can easily work with them from any programming language including C#, Java, OBJECT_A, OBJECT_B, Perl, PHP and others."
1444891723,11/9/2017 15:43:53,false,3014441447,,11/9/2017 15:40:44,false,neodev,0.7143,33056318,VEN,19,Cumaná,190.198.249.24,NO_COMP,NO_COMP,,"It is worth noting that because the APIs use the standard HTTP protocol you can easily work with them from any programming language including C#, Java, OBJECT_A, OBJECT_B, Perl, PHP and others."
1444891723,11/9/2017 15:46:48,false,3014457289,,11/9/2017 15:45:14,false,neodev,0.8571,39616594,ALB,"","",46.99.117.99,UNCLEAR,NO_COMP,,"It is worth noting that because the APIs use the standard HTTP protocol you can easily work with them from any programming language including C#, Java, OBJECT_A, OBJECT_B, Perl, PHP and others."
1444891724,11/9/2017 15:41:46,false,3014430656,,11/9/2017 15:40:52,false,neodev,0.8,43606451,VEN,11,Punto Fijo,200.82.148.115,UNCLEAR,NO_COMP,,"With dynamically typed languages, like PHP, OBJECT_A, OBJECT_B, your development will be much faster, but you will have to test your code much better."
1444891724,11/9/2017 15:41:57,false,3014431721,,11/9/2017 15:40:53,false,neodev,1.0,20306047,GBR,C3,Ely,89.240.36.160,NO_COMP,NO_COMP,,"With dynamically typed languages, like PHP, OBJECT_A, OBJECT_B, your development will be much faster, but you will have to test your code much better."
1444891724,11/9/2017 15:44:00,false,3014442152,,11/9/2017 15:41:14,false,clixsense,0.7143,40667297,UKR,"","",5.153.132.82,NO_COMP,NO_COMP,,"With dynamically typed languages, like PHP, OBJECT_A, OBJECT_B, your development will be much faster, but you will have to test your code much better."
1444891724,11/9/2017 15:46:48,false,3014457297,,11/9/2017 15:45:14,false,neodev,0.8571,39616594,ALB,"","",46.99.117.99,WORSE,NO_COMP,,"With dynamically typed languages, like PHP, OBJECT_A, OBJECT_B, your development will be much faster, but you will have to test your code much better."
1444891725,11/9/2017 15:39:56,false,3014421685,,11/9/2017 15:37:26,false,neodev,1.0,43931724,PHL,F2,Quezon City,112.201.93.60,WORSE,BETTER,,"The only reason OBJECT_A is used over OBJECT_B, is because of libraries..."
1444891725,11/9/2017 16:09:33,false,3014567656,,11/9/2017 16:08:43,false,clixsense,1.0,40846833,SRB,00,Belgrade,79.101.222.173,UNCLEAR,BETTER,,"The only reason OBJECT_A is used over OBJECT_B, is because of libraries..."
1444891725,11/9/2017 16:11:50,false,3014577528,,11/9/2017 16:07:25,false,elite,0.8571,33102233,VNM,20,Ho Chi Minh City,115.77.220.177,NO_COMP,BETTER,,"The only reason OBJECT_A is used over OBJECT_B, is because of libraries..."
1444891726,11/9/2017 15:43:31,false,3014439816,,11/9/2017 15:42:28,false,neodev,0.7778,43447518,COL,34,Bogotá,181.56.80.207,UNCLEAR,NO_COMP,,"And now that MS has support for OBJECT_A and OBJECT_B, they are as evil as before but also stupid, because that means they don't have any direction to give to the community."
1444891726,11/9/2017 15:44:12,false,3014443157,,11/9/2017 15:42:28,false,neodev,0.875,33664760,VEN,13,Barquisimeto,190.142.84.66,NO_COMP,NO_COMP,,"And now that MS has support for OBJECT_A and OBJECT_B, they are as evil as before but also stupid, because that means they don't have any direction to give to the community."
1444891726,11/9/2017 16:14:53,false,3014591506,,11/9/2017 16:12:42,false,elite,0.8571,33102233,VNM,20,Ho Chi Minh City,115.77.220.177,UNCLEAR,NO_COMP,,"And now that MS has support for OBJECT_A and OBJECT_B, they are as evil as before but also stupid, because that means they don't have any direction to give to the community."
1444891727,11/9/2017 15:36:17,false,3014401000,,11/9/2017 15:35:16,false,neodev,1.0,43931724,PHL,F2,Quezon City,112.201.93.60,BETTER,BETTER,,a sequence reserve can be simply: s.reverse etc. if you use databases: OBJECT_A database binding API is arguably better than OBJECT_B.
1444891727,11/9/2017 15:36:59,false,3014405107,,11/9/2017 15:35:19,false,neodev,1.0,43531815,CHL,12,Santiago,181.160.148.130,BETTER,BETTER,,a sequence reserve can be simply: s.reverse etc. if you use databases: OBJECT_A database binding API is arguably better than OBJECT_B.
1444891727,11/9/2017 15:37:11,false,3014406314,,11/9/2017 15:35:51,false,neodev,0.9091,43777305,EGY,06,Alexandria,156.212.235.221,BETTER,BETTER,,a sequence reserve can be simply: s.reverse etc. if you use databases: OBJECT_A database binding API is arguably better than OBJECT_B.
1444891728,11/9/2017 15:42:55,false,3014436949,,11/9/2017 15:42:00,false,neodev,1.0,20306047,GBR,C3,Ely,89.240.36.160,NO_COMP,NO_COMP,,"It comes with an updated XML stack and lets dynamic languages like OBJECT_A, Groovy, OBJECT_B and JavaScript get better performance running on JVMs."
1444891728,11/9/2017 15:42:59,false,3014437340,,11/9/2017 15:41:55,false,neodev,0.9091,43777305,EGY,06,Alexandria,156.212.235.221,UNCLEAR,NO_COMP,,"It comes with an updated XML stack and lets dynamic languages like OBJECT_A, Groovy, OBJECT_B and JavaScript get better performance running on JVMs."
1444891728,11/9/2017 15:45:30,false,3014449731,,11/9/2017 15:42:18,false,neodev,1.0,41595150,VEN,"","",190.76.250.69,NO_COMP,NO_COMP,,"It comes with an updated XML stack and lets dynamic languages like OBJECT_A, Groovy, OBJECT_B and JavaScript get better performance running on JVMs."
1444891729,11/9/2017 15:45:46,false,3014451170,,11/9/2017 15:44:26,false,neodev,0.9091,43777305,EGY,06,Alexandria,156.212.235.221,UNCLEAR,NO_COMP,,"We will just be a little more conscious,"" because I don't see OBJECT_A or OBJECT_B as being inevitably slower."
1444891729,11/9/2017 15:46:20,false,3014454538,,11/9/2017 15:44:22,false,neodev,0.8571,43698706,VEN,"","",190.202.174.86,UNCLEAR,NO_COMP,,"We will just be a little more conscious,"" because I don't see OBJECT_A or OBJECT_B as being inevitably slower."
1444891729,11/9/2017 15:48:03,false,3014464390,,11/9/2017 15:44:04,false,clixsense,0.7143,40667297,UKR,"","",5.153.132.82,NO_COMP,NO_COMP,,"We will just be a little more conscious,"" because I don't see OBJECT_A or OBJECT_B as being inevitably slower."
1444891730,11/9/2017 15:44:59,false,3014447141,,11/9/2017 15:44:04,false,clixsense,0.7778,43827456,LKA,36,Colombo,103.21.164.26,NO_COMP,NO_COMP,,The problem is OBJECT_A and OBJECT_B are not seen as enterprise ready or fit for anything better than simple applications.
1444891730,11/9/2017 15:47:23,false,3014460148,,11/9/2017 15:44:13,false,neodev,0.875,33664760,VEN,13,Barquisimeto,190.142.84.66,NO_COMP,NO_COMP,,The problem is OBJECT_A and OBJECT_B are not seen as enterprise ready or fit for anything better than simple applications.
1444891730,11/9/2017 15:49:55,false,3014474558,,11/9/2017 15:43:55,false,neodev,0.7143,33056318,VEN,19,Cumaná,190.198.249.24,NO_COMP,NO_COMP,,The problem is OBJECT_A and OBJECT_B are not seen as enterprise ready or fit for anything better than simple applications.
1444891731,11/9/2017 15:41:21,false,3014428482,,11/9/2017 15:40:21,false,clixsense,0.9091,24002472,ITA,15,Camporotondo Etneo,82.53.44.10,NO_COMP,NO_COMP,,OBJECT_A and OBJECT_B perform significantly better.
1444891731,11/9/2017 15:42:27,false,3014434330,,11/9/2017 15:40:46,false,neodev,0.7778,43447518,COL,34,Bogotá,181.56.80.207,UNCLEAR,NO_COMP,,OBJECT_A and OBJECT_B perform significantly better.
1444891731,11/9/2017 15:43:53,false,3014441473,,11/9/2017 15:40:44,false,neodev,0.7143,33056318,VEN,19,Cumaná,190.198.249.24,NO_COMP,NO_COMP,,OBJECT_A and OBJECT_B perform significantly better.
1444891731,11/9/2017 15:46:35,false,3014455780,,11/9/2017 15:45:29,false,neodev,0.8889,43860707,TUR,68,Ankara,78.161.184.112,NO_COMP,NO_COMP,,OBJECT_A and OBJECT_B perform significantly better.
1444891732,11/9/2017 15:43:03,false,3014437700,,11/9/2017 15:41:47,false,neodev,0.8,43606451,VEN,11,Punto Fijo,200.82.148.115,UNCLEAR,NO_COMP,,"Yes, I keep on bitchin' on collectors because I should probably spend my free time learning OBJECT_A or OBJECT_B or something."
1444891732,11/9/2017 15:43:15,false,3014438582,,11/9/2017 15:41:53,false,clixsense,0.7778,43827456,LKA,36,Colombo,103.21.164.26,NO_COMP,NO_COMP,,"Yes, I keep on bitchin' on collectors because I should probably spend my free time learning OBJECT_A or OBJECT_B or something."
1444891732,11/9/2017 15:47:50,false,3014463009,,11/9/2017 15:41:51,false,neodev,1.0,43531815,CHL,12,Santiago,181.160.148.130,NO_COMP,NO_COMP,,"Yes, I keep on bitchin' on collectors because I should probably spend my free time learning OBJECT_A or OBJECT_B or something."
1444891733,11/9/2017 15:39:56,false,3014421671,,11/9/2017 15:37:26,false,neodev,1.0,43931724,PHL,F2,Quezon City,112.201.93.60,NO_COMP,NO_COMP,,"The even better news is that it is actually possible to use a variety of tools: OBJECT_A, OBJECT_B, shell scripts and R to perform distributed fault tolerant processing of your data on a Hadoop cluster...."
1444891733,11/9/2017 16:09:33,false,3014567663,,11/9/2017 16:08:43,false,clixsense,1.0,40846833,SRB,00,Belgrade,79.101.222.173,NO_COMP,NO_COMP,,"The even better news is that it is actually possible to use a variety of tools: OBJECT_A, OBJECT_B, shell scripts and R to perform distributed fault tolerant processing of your data on a Hadoop cluster...."
1444891733,11/9/2017 16:11:50,false,3014577523,,11/9/2017 16:07:25,false,elite,0.8571,33102233,VNM,20,Ho Chi Minh City,115.77.220.177,NO_COMP,NO_COMP,,"The even better news is that it is actually possible to use a variety of tools: OBJECT_A, OBJECT_B, shell scripts and R to perform distributed fault tolerant processing of your data on a Hadoop cluster...."
1444891734,11/9/2017 15:45:04,false,3014447505,,11/9/2017 15:44:03,false,clixsense,0.9091,24002472,ITA,15,Camporotondo Etneo,82.53.44.10,NO_COMP,NO_COMP,,"That hurts because for a company to want a telecommuter bad enough, they'd better bring some serious talent to the table which usually consists of front-end, backend, OBJECT_A and OBJECT_B experience."
1444891734,11/9/2017 15:47:23,false,3014460155,,11/9/2017 15:44:13,false,neodev,0.875,33664760,VEN,13,Barquisimeto,190.142.84.66,NO_COMP,NO_COMP,,"That hurts because for a company to want a telecommuter bad enough, they'd better bring some serious talent to the table which usually consists of front-end, backend, OBJECT_A and OBJECT_B experience."
1444891734,11/9/2017 15:49:55,false,3014474563,,11/9/2017 15:43:55,false,neodev,0.7143,33056318,VEN,19,Cumaná,190.198.249.24,NO_COMP,NO_COMP,,"That hurts because for a company to want a telecommuter bad enough, they'd better bring some serious talent to the table which usually consists of front-end, backend, OBJECT_A and OBJECT_B experience."
1444891735,11/9/2017 15:42:55,false,3014436938,,11/9/2017 15:42:00,false,neodev,1.0,20306047,GBR,C3,Ely,89.240.36.160,BETTER,NO_COMP,,"So in OBJECT_A, a good programmer will want to take a different route to solving the problem than he would in OBJECT_B, just because it actually is the better way to do it."
1444891735,11/9/2017 15:42:59,false,3014437330,,11/9/2017 15:41:55,false,neodev,0.9091,43777305,EGY,06,Alexandria,156.212.235.221,BETTER,NO_COMP,,"So in OBJECT_A, a good programmer will want to take a different route to solving the problem than he would in OBJECT_B, just because it actually is the better way to do it."
1444891735,11/9/2017 15:45:30,false,3014449725,,11/9/2017 15:42:18,false,neodev,1.0,41595150,VEN,"","",190.76.250.69,BETTER,NO_COMP,,"So in OBJECT_A, a good programmer will want to take a different route to solving the problem than he would in OBJECT_B, just because it actually is the better way to do it."
1444891736,11/9/2017 15:44:16,false,3014443421,,11/9/2017 15:43:04,false,neodev,0.8889,43860707,TUR,68,Ankara,78.161.184.112,NO_COMP,NO_COMP,,"He also thinks that ""SOAP never caught on because many popular languages were left out such as OBJECT_A and OBJECT_B."""
1444891736,11/9/2017 15:44:18,false,3014443608,,11/9/2017 15:43:04,false,clixsense,0.875,43773547,TUR,34,Istanbul,176.33.155.192,UNCLEAR,NO_COMP,,"He also thinks that ""SOAP never caught on because many popular languages were left out such as OBJECT_A and OBJECT_B."""
1444891736,11/9/2017 15:48:33,false,3014467453,,11/9/2017 15:43:09,false,neodev,1.0,43308548,VEN,07,Guacara,190.205.44.2,UNCLEAR,NO_COMP,,"He also thinks that ""SOAP never caught on because many popular languages were left out such as OBJECT_A and OBJECT_B."""
1444891737,11/9/2017 15:45:57,false,3014452155,,11/9/2017 15:45:18,false,clixsense,1.0,33526008,MYS,12,Petaling Jaya,118.101.16.92,BETTER,BETTER,,I mention all that because I think you've missed an important way in which OBJECT_A blocks are more powerful than anything in OBJECT_B: a block executes fully within the defining context.
1444891737,11/9/2017 15:46:56,false,3014457951,,11/9/2017 15:45:14,false,clixsense,1.0,43758573,ITA,07,Guidonia,185.82.113.70,BETTER,BETTER,,I mention all that because I think you've missed an important way in which OBJECT_A blocks are more powerful than anything in OBJECT_B: a block executes fully within the defining context.
1444891737,11/9/2017 15:47:38,false,3014461385,,11/9/2017 15:45:08,false,elite,0.8333,42350730,GEO,"","",46.49.53.73,BETTER,BETTER,,I mention all that because I think you've missed an important way in which OBJECT_A blocks are more powerful than anything in OBJECT_B: a block executes fully within the defining context.
1444891738,11/9/2017 15:44:59,false,3014447140,,11/9/2017 15:44:04,false,clixsense,0.7778,43827456,LKA,36,Colombo,103.21.164.26,UNCLEAR,NO_COMP,,"For better or worse, OBJECT_A, OBJECT_B, JavaScript and so on have changed how people see programming."
1444891738,11/9/2017 15:47:23,false,3014460138,,11/9/2017 15:44:13,false,neodev,0.875,33664760,VEN,13,Barquisimeto,190.142.84.66,NO_COMP,NO_COMP,,"For better or worse, OBJECT_A, OBJECT_B, JavaScript and so on have changed how people see programming."
1444891738,11/9/2017 15:49:55,false,3014474560,,11/9/2017 15:43:55,false,neodev,0.7143,33056318,VEN,19,Cumaná,190.198.249.24,NO_COMP,NO_COMP,,"For better or worse, OBJECT_A, OBJECT_B, JavaScript and so on have changed how people see programming."
1444891739,11/9/2017 15:45:52,false,3014451620,,11/9/2017 15:45:07,false,neodev,1.0,43889953,VEN,25,Caracas,201.209.232.151,BETTER,NO_COMP,,"People fight over principles like ""OBJECT_A is better than OBJECT_B"" or ""you shouldn't write unit test,"" all of which are absolutely absurd."
1444891739,11/9/2017 15:45:58,false,3014452377,,11/9/2017 15:45:06,false,clixsense,0.9091,24002472,ITA,15,Camporotondo Etneo,82.53.44.10,BETTER,NO_COMP,,"People fight over principles like ""OBJECT_A is better than OBJECT_B"" or ""you shouldn't write unit test,"" all of which are absolutely absurd."
1444891739,11/9/2017 15:46:05,false,3014453157,,11/9/2017 15:45:04,false,clixsense,0.875,43773547,TUR,34,Istanbul,176.33.155.192,NO_COMP,NO_COMP,,"People fight over principles like ""OBJECT_A is better than OBJECT_B"" or ""you shouldn't write unit test,"" all of which are absolutely absurd."
1444891740,11/9/2017 15:45:28,false,3014449602,,11/9/2017 15:44:30,false,neodev,0.8,43606451,VEN,11,Punto Fijo,200.82.148.115,UNCLEAR,NO_COMP,,"Node is a good fit for CouchDB because Couch encourages asynchronous background processes, but people also use OBJECT_A / OBJECT_B / Java for the same purposes."
1444891740,11/9/2017 15:45:32,false,3014449823,,11/9/2017 15:44:48,false,neodev,0.7778,43447518,COL,34,Bogotá,181.56.80.207,UNCLEAR,NO_COMP,,"Node is a good fit for CouchDB because Couch encourages asynchronous background processes, but people also use OBJECT_A / OBJECT_B / Java for the same purposes."
1444891740,11/9/2017 15:46:06,false,3014453186,,11/9/2017 15:45:54,false,neodev,1.0,40494751,TUR,68,Ankara,176.88.1.56,UNCLEAR,NO_COMP,,"Node is a good fit for CouchDB because Couch encourages asynchronous background processes, but people also use OBJECT_A / OBJECT_B / Java for the same purposes."
1444891741,11/9/2017 15:44:16,false,3014443432,,11/9/2017 15:43:04,false,neodev,0.8889,43860707,TUR,68,Ankara,78.161.184.112,NO_COMP,UNCLEAR,,It is a lot easier to do text parsing in Perl/OBJECT_A/OBJECT_B than it is in Java or C# (partially because it is a lot easier to use regular expressions).
1444891741,11/9/2017 15:44:18,false,3014443586,,11/9/2017 15:43:04,false,clixsense,0.875,43773547,TUR,34,Istanbul,176.33.155.192,UNCLEAR,UNCLEAR,,It is a lot easier to do text parsing in Perl/OBJECT_A/OBJECT_B than it is in Java or C# (partially because it is a lot easier to use regular expressions).
1444891741,11/9/2017 15:48:33,false,3014467443,,11/9/2017 15:43:09,false,neodev,1.0,43308548,VEN,07,Guacara,190.205.44.2,NO_COMP,UNCLEAR,,It is a lot easier to do text parsing in Perl/OBJECT_A/OBJECT_B than it is in Java or C# (partially because it is a lot easier to use regular expressions).
1444891742,11/9/2017 15:45:57,false,3014452126,,11/9/2017 15:45:18,false,clixsense,1.0,33526008,MYS,12,Petaling Jaya,118.101.16.92,NO_COMP,NO_COMP,,"Wanting to learn more about Google Wave, I ported the Wave Robot OBJECT_A Client library to OBJECT_B, mainly because I wanted to understand the protocol."
1444891742,11/9/2017 15:46:56,false,3014457943,,11/9/2017 15:45:14,false,clixsense,1.0,43758573,ITA,07,Guidonia,185.82.113.70,UNCLEAR,NO_COMP,,"Wanting to learn more about Google Wave, I ported the Wave Robot OBJECT_A Client library to OBJECT_B, mainly because I wanted to understand the protocol."
1444891742,11/9/2017 15:47:38,false,3014461358,,11/9/2017 15:45:08,false,elite,0.8333,42350730,GEO,"","",46.49.53.73,NO_COMP,NO_COMP,,"Wanting to learn more about Google Wave, I ported the Wave Robot OBJECT_A Client library to OBJECT_B, mainly because I wanted to understand the protocol."
1444891743,11/9/2017 15:43:03,false,3014437710,,11/9/2017 15:41:47,false,neodev,0.8,43606451,VEN,11,Punto Fijo,200.82.148.115,UNCLEAR,NO_COMP,,"for json: i also think its better to just use OBJECT_A, OBJECT_B, perl and transform it."
1444891743,11/9/2017 15:43:15,false,3014438576,,11/9/2017 15:41:53,false,clixsense,0.7778,43827456,LKA,36,Colombo,103.21.164.26,BETTER,NO_COMP,,"for json: i also think its better to just use OBJECT_A, OBJECT_B, perl and transform it."
1444891743,11/9/2017 15:47:50,false,3014463016,,11/9/2017 15:41:51,false,neodev,1.0,43531815,CHL,12,Santiago,181.160.148.130,NO_COMP,NO_COMP,,"for json: i also think its better to just use OBJECT_A, OBJECT_B, perl and transform it."
1444891744,11/9/2017 15:41:49,false,3014430929,,11/9/2017 15:40:40,false,neodev,1.0,43531815,CHL,12,Santiago,181.160.148.130,BETTER,NO_COMP,,"Sitting down with another programming language for a while can open your mind up to other ways of solving problems, and I think I became a better OBJECT_A programmer after spending time in OBJECT_B land."
1444891744,11/9/2017 15:42:05,false,3014432437,,11/9/2017 15:40:19,false,neodev,0.875,33664760,VEN,13,Barquisimeto,190.142.84.66,UNCLEAR,NO_COMP,,"Sitting down with another programming language for a while can open your mind up to other ways of solving problems, and I think I became a better OBJECT_A programmer after spending time in OBJECT_B land."
