name,source,type
Marqués de la Palma,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Marsh Wheeling,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Marty Oswald Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Matacan,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Mehari's,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Miguel Grau,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Milenio,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Mito de San Andres,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
MJ Frias Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Molino del Rey,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Mombacho,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Monte Canario,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Monte Pascoal,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Monteros,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Montesino,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Monte Cristo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Montecristo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Montecruz,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Morro Castle,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Muriel,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Mythos Solitude,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Nabucco,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Nat Cicco,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Natural Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Nat Sherman,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
NFUZE,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Nicaragua Habanos,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Nick Bada Bing Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
La Nobleza Manila,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Nomad Cigar Company,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Nomi,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Nub,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Oliveros,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Olmecas,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Olor Del Cibao Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Ordibehesht,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Ornelas,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Oro de Panama,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Origen,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Ortega Serie D Maduro,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Ortega Serie D Naturals,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Oshno,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Oud Kampen,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Padilla,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Padrón,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
La Palina,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Partagás,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Paul Garmirian,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
La Paz,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Peñamil,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Perdomo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Phillies,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Pichón,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Plantation Reserve,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Plasencia,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Playboy,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Por Larrañaga,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Pricewise Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Pride of Panama,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Privilegio's Select Line,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Privilegio's Special Line,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Primo del Rey,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
PROPIO,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Puerto Rico 965,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Punto De Oro,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Puro Puro,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Puros Reynoso,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Purisco,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Puros Indios,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Puros Julio,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Puros Richard,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Puros Sol Dorado,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Puyana,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Pythia,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Quai d'Orsay,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Quesada,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Quevedo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Quiteria,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Quintero,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Quorum,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Rafael González,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Ramrod,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Ranch Hand,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Real de Los Tuxtlas,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
La Regenta,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Reloba,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Reinado Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Republic Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Reserva Cristobal,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Reserva Ecologica,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Reserva Miraflor,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
La Restina,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Rewaechad,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
El Rey de los Habanos,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
El Rey del Mundo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
La Rica,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
La Rica Hoja,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Ricardo Turrent,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
El Rico Habano,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Rima,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Ritmeester,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Rivalos,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Rocky Patel,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Romeo y Julieta,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
La Rosa Cubana,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Royal Barbados,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Royal Jamaican,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
El Rubio,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Sabrositos,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Saint Luis Rey,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Solomne,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Salute to Arms,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Sam Houston,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Sam Lord,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
San Bosco,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
San Cristóbal de la Habana,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
San Martín,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
San Miguel,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
San Teodoro,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Sancho Panza,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Sandes,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Santa Clara 1830,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Santa Rosa,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
São Salvador,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Savinelli,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Schimmelpenninck,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Señor de Sipán,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
El Septimo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Serena,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Sibelius,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Siboney,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Siete Magníficos,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Siglo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Sikar Del Señorio,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
l Sitio,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Smokin' Toad,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Sosa,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Srintil,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Los Statos de Luxe,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Stormen,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Strandrove,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Sueños Oro,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Suerdieck,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Swisher,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Tabacalera,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Tabaricos,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Taino,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Talavera,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Tambor,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Tampanillas,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Tabacos Brito,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Tatiana,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Tatuaje,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Tabacos Baez,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Tabak Especial,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Tambo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Te Amo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Ted's Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Tenorio,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Thomas Hinds,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Tierra del Sol,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Tir,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Tabacos Costa,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Tony Alvarez,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Topkapı,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Toraño,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Torcedor OVG,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Torcedores de Los Tuxtlas,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Tortuga Reserva,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Petri Toscanelli,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Toscanello,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Toscano,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Tres Hermanos,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
TS1532,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Uiltje,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
La Unica,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Un Puro,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Valle de la Iguana,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Vallejuelo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Valdez,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Van der Donk,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Van Cleef,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Vargas,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Vato Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Vegafina,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
La Vega Divina,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Vegas de Santiago,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Vegas de Tabacalera Esteli,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Vegas Robaina,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Vegueros,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Veracruz,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
El Verso,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
La Vieja Habana,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Vieux Carré,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
La Vigía,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Villa Zamorano,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Villegas,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Vintage X,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Virreyes D México,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Viva Republica,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Vueltabajo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Xtabay,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Yaquba,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
Zino,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar
A Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Akhtamar,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Alain Delon,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Avolution,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Bahman[1],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Belomorkanal,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Benson & Hedges,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Bentoel,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Bintang Buana,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Capri,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Capstan,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Carroll's,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Cavanders[3],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Chunghwa,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Clas Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Classic Filter Kings[2],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Clavo,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Cohiba,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Cool[8],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Craven A,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Deluxe Tenor[8],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Djarum Black,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Djarum Vanilla,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Dji Sam Soe 234,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Doral,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Double Happiness,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Du Maurier,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Dunhill,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Elita,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Envio Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Ernte 23,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Esse,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Fellas Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Fix Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Fixation,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Four Square[3],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
FS1[3],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Galan,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Gauloises,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Geo Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Gitanes,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
GL,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Gudang Garam,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
HB[9],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Hits Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Hongtashan,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Joged,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Kent,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Krong Thip,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
L&M,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
L.A. Lights,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Lambert & Butler,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Lark,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
LD,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Liggett Select,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Lucky Strike,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Marlboro,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Matra,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Mayfair,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
MayPole[8],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Mevius,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Minak Djinggo,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Mocne,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Moments[6],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Mondial[7],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
MS,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Muratti,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Natural American Spirit,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Navy Cut[2],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Neo Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Neslite,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Newport,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Nikki Super,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Niko International,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Niu Niu,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
NO.10[8],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
North Pole[3],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Nuu Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Pall Mall,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Panama[4],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Pensil Mas,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Peter Stuyvesant,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Pianissimo Peche,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Polo Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Popularne,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Pueblo,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Pundimas,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Rambler,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Rawit,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Regent[8],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Relax Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Romeo y Julieta,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Rothmans,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Saat,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Sampoerna Hijau,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Sakura,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Score Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Sejati,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Senior Service,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Shaan[10],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Silk Cut,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Slic Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Sobranie,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
ST Dupont,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Star Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
State Express 555,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Surya Pro Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Sweet Afton[4],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Taj Chhap Deluxe[4],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Tali Jagat,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Tareyton,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Ten Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Thang Long,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
U Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Ultra Special,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Uno Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Up Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Urban Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Vantage,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Vegas Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Viceroy,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Virginia Slims,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Wills Navy Cut,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Winfield,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Win Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Wismilak,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Woodbine,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
X Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Ziganov,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Zhongnanhai,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette
Blackmagic Design,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,Digital Camera
Aigo,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,Digital Camera
Advert Tech,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,Digital Camera
Phase One,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,Digital Camera
AgfaPhoto,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,Digital Camera
Leica,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,Digital Camera
Medion,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,Digital Camera
Minox,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,Digital Camera
Praktica,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,Digital Camera
Rollei,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,Digital Camera
Tevion,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,Digital Camera
foscam,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,Digital Camera
Vageeswari,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,Digital Camera
Canon,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,Digital Camera
Casio,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,Digital Camera
Epson,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,Digital Camera
