_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,orig__golden,a,b,id,label_gold,label_gold_reason,marker,raw_text,text_html,text_readable,type
1622486352,false,finalized,2,3/10/2018 16:42:32,NONE,1.0,False,Honda,BMW,G959023531,,,True,"Honda, Harley-Davidson, Suzuki, Kawasaki, Yamaha, Ducati, BMW, Triumph, KTM and other manufacturers all are trying to sell products, and if horsepower is a factor in the equation, more can only be better.","<span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span>, Harley-Davidson, Suzuki, Kawasaki, Yamaha, Ducati, <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>, Triumph, KTM and other manufacturers all are trying to sell products, and if horsepower is a factor in the equation, more can only be better.","*Honda*, Harley-Davidson, Suzuki, Kawasaki, Yamaha, Ducati, §BMW$, Triumph, KTM and other manufacturers all are trying to sell products, and if horsepower is a factor in the equation, more can only be better.",brands
1622486353,false,finalized,2,3/10/2018 16:44:00,BETTER,1.0,False,Honda,BMW,F801830848,,,True,"Generally speaking, in a ""squeeze the brakes as hard as possible and let ABS take over"" kind of stop, the Yamaha and the Honda, with their faster cycling times, will out-stop the BMW by several feet.","Generally speaking, in a ""squeeze the brakes as hard as possible and let ABS take over"" kind of stop, the Yamaha and the <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span>, with their faster cycling times, will out-stop the <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> by several feet.","Generally speaking, in a ""squeeze the brakes as hard as possible and let ABS take over"" kind of stop, the Yamaha and the *Honda*, with their faster cycling times, will out-stop the §BMW$ by several feet.",brands
1622486354,false,finalized,2,3/10/2018 16:39:09,NONE,1.0,False,Ford,Nissan,R2798861824,,,True,"The Yukon does a better job handling those tasks than the Jeep Grand Cherokee, Ford Explorer, Isuzu Trooper and Nissan Pathfinder.","The Yukon does a better job handling those tasks than the Jeep Grand Cherokee, <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> Explorer, Isuzu Trooper and <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> Pathfinder.","The Yukon does a better job handling those tasks than the Jeep Grand Cherokee, *Ford* Explorer, Isuzu Trooper and §Nissan$ Pathfinder.",brands
1622486355,false,finalized,2,3/10/2018 17:34:55,NONE,1.0,False,IBM,Intel,S3094075714,,,True,"We went visiting here and as a test I brought with me an old IBM PC with a decent Intel P4 CPU, and installed was BLAG 5000.","We went visiting here and as a test I brought with me an old <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> PC with a decent <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> P4 CPU, and installed was BLAG 5000.","We went visiting here and as a test I brought with me an old *IBM* PC with a decent §Intel$ P4 CPU, and installed was BLAG 5000.",brands
1622486356,false,finalized,2,3/10/2018 16:43:22,NONE,1.0,False,Nissan,Renault,B217191750,,,True,"also one of China rapidly grow auto company Chery which before cooperation which Better Place (Nissan-Renault subsidary in EV technology) to build their own EV, FCEV now has setup new brand to capture a little pie in greener car market.","also one of China rapidly grow auto company Chery which before cooperation which Better Place (<span style=""color: #9A14B2; font-weight: bold"">Nissan:[OBJECT_A]</span>-<span style=""color: #6CB219; font-weight: bold"">Renault:[OBJECT_B]</span> subsidary in EV technology) to build their own EV, FCEV now has setup new brand to capture a little pie in greener car market.","also one of China rapidly grow auto company Chery which before cooperation which Better Place (*Nissan*-§Renault$ subsidary in EV technology) to build their own EV, FCEV now has setup new brand to capture a little pie in greener car market.",brands
1622486357,false,finalized,2,3/10/2018 16:43:25,NONE,1.0,False,Audi,Lexus,L1762314512,,,True,"My CTS is, without any exceptions or explanations, every bit as good or better than what Mercedes, BMW, Audi, Lexus and Infiniti can turn out for the money.","My CTS is, without any exceptions or explanations, every bit as good or better than what Mercedes, BMW, <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Lexus:[OBJECT_B]</span> and Infiniti can turn out for the money.","My CTS is, without any exceptions or explanations, every bit as good or better than what Mercedes, BMW, *Audi*, §Lexus$ and Infiniti can turn out for the money.",brands
1622486358,false,finalized,2,3/10/2018 16:44:45,WORSE,1.0,False,Microsoft,Google,B293293610,,,True,And yet Microsoft somehow comes off worse than Google for it...,"And yet <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> somehow comes off worse than <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> for it...",And yet *Microsoft* somehow comes off worse than §Google$ for it...,brands
1622486359,false,finalized,2,3/10/2018 16:40:50,NONE,1.0,False,Avaya,Huawei,P2442910202,,,False,"The company enjoys high levels of authorisation from such vendors as Alcatel, APC, Avaya, Cisco Systems, EMC, FSC, HP, Huawei, IBM, Microsoft, Oracle, SAP, Siemens and others.","The company enjoys high levels of authorisation from such vendors as Alcatel, APC, <span style=""color: #9A14B2; font-weight: bold"">Avaya:[OBJECT_A]</span>, Cisco Systems, EMC, FSC, HP, <span style=""color: #6CB219; font-weight: bold"">Huawei:[OBJECT_B]</span>, IBM, Microsoft, Oracle, SAP, Siemens and others.","The company enjoys high levels of authorisation from such vendors as Alcatel, APC, *Avaya*, Cisco Systems, EMC, FSC, HP, §Huawei$, IBM, Microsoft, Oracle, SAP, Siemens and others.",brands
1622486360,false,finalized,2,3/10/2018 16:39:30,NONE,0.5,False,Microsoft,Amazon,M1959476512,,,True,"Over the next five years, MercadoLibre is even expected to grow earnings at a substantially faster clip (40% per annum) than e-commerce titans Amazon (26%), Google (17%), and Microsoft (10%).","Over the next five years, MercadoLibre is even expected to grow earnings at a substantially faster clip (40% per annum) than e-commerce titans <span style=""color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span> (26%), Google (17%), and <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> (10%).","Over the next five years, MercadoLibre is even expected to grow earnings at a substantially faster clip (40% per annum) than e-commerce titans *Amazon* (26%), Google (17%), and §Microsoft$ (10%).",brands
1622486361,false,finalized,2,3/10/2018 16:45:24,NONE,1.0,False,Ford,Toyota,L1838575159,,,True,"Not that Toyota, Nissan, Ford or any of the others are really any better.","Not that <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span>, Nissan, <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> or any of the others are really any better.","Not that *Toyota*, Nissan, §Ford$ or any of the others are really any better.",brands
1622486362,false,finalized,2,3/10/2018 16:39:09,NONE,1.0,False,Ford,Toyota,B233451406,,,True,american cars do have better quality now (Ford is matched with Toyota).,"american cars do have better quality now (<span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> is matched with <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>).",american cars do have better quality now (*Ford* is matched with §Toyota$).,brands
1622486363,false,finalized,2,3/10/2018 16:38:13,NONE,1.0,False,Microsoft,Google,E666641092,,,True,Even Google and Microsoft would score poorly on that measure.,"Even <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> would score poorly on that measure.",Even *Google* and §Microsoft$ would score poorly on that measure.,brands
1622486364,false,finalized,2,3/10/2018 16:38:10,NONE,1.0,False,Ferrari,Renault,Q2691783551,,,False,"These are Renault, Ferrari, Mercedes, and Pure.""","These are <span style=color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ferrari:[OBJECT_B]</span>, Mercedes, and Pure.""","These are *Renault*, §Ferrari$, Mercedes, and Pure.",brands
1622486365,false,finalized,2,3/10/2018 16:44:00,NONE,1.0,False,Honda,Nissan,L1806097338,,,False,"Nissan sales, vs. Honda sales...","<span style=""color: #9A14B2; font-weight: bold"">Nissan:[OBJECT_A]</span> sales, vs. <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> sales...","*Nissan* sales, vs. §Honda$ sales...",brands
1622486366,false,finalized,2,3/10/2018 16:42:22,BETTER,1.0,False,Toyota,Chevrolet,I1351006160,,,True,Isn't it better that Smoke is running Chevrolet cars with Hendricks motors than staying with Gibbs racing and driving a Toyota?,"Isn't it better that Smoke is running <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> cars with Hendricks motors than staying with Gibbs racing and driving a <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>?",Isn't it better that Smoke is running *Chevrolet* cars with Hendricks motors than staying with Gibbs racing and driving a §Toyota$?,brands
1622486367,false,finalized,2,3/10/2018 16:37:13,NONE,1.0,False,Samsung,Toshiba,T3197620574,,,True,"With products from leading brands such as Toshiba, Sony and Samsung, there's never been a better place to purchase a DVD recorder.","With products from leading brands such as <span style=""color: #9A14B2; font-weight: bold"">Toshiba:[OBJECT_A]</span>, Sony and <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span>, there's never been a better place to purchase a DVD recorder.","With products from leading brands such as *Toshiba*, Sony and §Samsung$, there's never been a better place to purchase a DVD recorder.",brands
1622486368,false,finalized,2,3/10/2018 16:43:45,NONE,1.0,False,Apple,Amazon,E592447339,,,True,Does Apple manage its supply chain better than Amazon manages its own?,"Does <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> manage its supply chain better than <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> manages its own?",Does *Apple* manage its supply chain better than §Amazon$ manages its own?,brands
1622486369,false,finalized,2,3/10/2018 19:05:19,WORSE,0.525,False,Audi,Lexus,I1371523224,,,True,"It did better than the Audi A6, Lexus GS, Cadillac STS, Volvo S80, and Saab 9-5.","It did better than the <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span> A6, <span style=""color: #6CB219; font-weight: bold"">Lexus:[OBJECT_B]</span> GS, Cadillac STS, Volvo S80, and Saab 9-5.","It did better than the *Audi* A6, §Lexus$ GS, Cadillac STS, Volvo S80, and Saab 9-5.",brands
1622486370,false,finalized,2,3/10/2018 16:41:38,NONE,1.0,False,Honda,BMW,J1536758930,,,True,"I would ride up to an Indian or Harley CVO rider with a Ducati Multistrada 1200s or BMW R1200rs or even a Honda VFR800fi and know the fit and finish, power, sound, practicality, versatility, maintenance costs, and character are far superior to anything that American motorcycle manufacturers have to offer.","I would ride up to an Indian or Harley CVO rider with a Ducati Multistrada 1200s or <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> R1200rs or even a <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> VFR800fi and know the fit and finish, power, sound, practicality, versatility, maintenance costs, and character are far superior to anything that American motorcycle manufacturers have to offer.","I would ride up to an Indian or Harley CVO rider with a Ducati Multistrada 1200s or *BMW* R1200rs or even a §Honda$ VFR800fi and know the fit and finish, power, sound, practicality, versatility, maintenance costs, and character are far superior to anything that American motorcycle manufacturers have to offer.",brands
1622486371,false,finalized,2,3/10/2018 16:43:21,NONE,1.0,False,Nokia,Samsung,E609981787,,,True,Do you think these companies will be able to do a better job compared to Samsung and Nokia?,"Do you think these companies will be able to do a better job compared to <span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Nokia:[OBJECT_B]</span>?",Do you think these companies will be able to do a better job compared to *Samsung* and §Nokia$?,brands
1622486372,false,finalized,2,3/10/2018 16:45:19,NONE,1.0,False,Nvidia,MSI,D529233334,,,True,"Count on your MSI GeForce GTX 650's revolutionary next-gen Nvidia® Kepler™ architecture for stunning graphics, 1080p HD brilliance, to play your favourite games with full DirectX® 11 support and rock-solid performance.","Count on your <span style=""color: #9A14B2; font-weight: bold"">MSI:[OBJECT_A]</span> GeForce GTX 650's revolutionary next-gen <span style=""color: #6CB219; font-weight: bold"">Nvidia:[OBJECT_B]</span>® Kepler™ architecture for stunning graphics, 1080p HD brilliance, to play your favourite games with full DirectX® 11 support and rock-solid performance.","Count on your *MSI* GeForce GTX 650's revolutionary next-gen §Nvidia$® Kepler™ architecture for stunning graphics, 1080p HD brilliance, to play your favourite games with full DirectX® 11 support and rock-solid performance.",brands
1622486373,false,finalized,2,3/10/2018 16:39:55,NONE,1.0,False,Samsung,Motorola,K1744931950,,,False,"Motorola, Samsung, HTC, and others).","<span style=""color: #9A14B2; font-weight: bold"">Motorola:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span>, HTC, and others).","*Motorola*, §Samsung$, HTC, and others).",brands
1622486374,false,finalized,2,3/10/2018 16:39:14,NONE,1.0,False,Google,Sony,F814841422,,,True,"GL Benchmark 2.5 (on-screen, higher is better): Google Nexus 4: 4380 LG Optimus G: 4221 Motorola RAZR HD LTE: 2504 Sony Xperia T: 2431 Huawei D Quad XL: 2347 Samsung Galaxy S III: 2335 HTC One X+: 2042 Samsung Galaxy Note II: 1960 HTC One X (Tegra 3): 1650","GL Benchmark 2.5 (on-screen, higher is better): <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> Nexus 4: 4380 LG Optimus G: 4221 Motorola RAZR HD LTE: 2504 <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> Xperia T: 2431 Huawei D Quad XL: 2347 Samsung Galaxy S III: 2335 HTC One X+: 2042 Samsung Galaxy Note II: 1960 HTC One X (Tegra 3): 1650","GL Benchmark 2.5 (on-screen, higher is better): *Google* Nexus 4: 4380 LG Optimus G: 4221 Motorola RAZR HD LTE: 2504 §Sony$ Xperia T: 2431 Huawei D Quad XL: 2347 Samsung Galaxy S III: 2335 HTC One X+: 2042 Samsung Galaxy Note II: 1960 HTC One X (Tegra 3): 1650",brands
1622486375,false,finalized,2,3/10/2018 16:42:57,NONE,1.0,False,Ford,BMW,M2018632841,,,True,"Porsche was among the industry's best, and BMW and the Jaguar division of Ford were better than average, as was G.M.'s Saab division.","Porsche was among the industry's best, and <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> and the Jaguar division of <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> were better than average, as was G.M.'s Saab division.","Porsche was among the industry's best, and *BMW* and the Jaguar division of §Ford$ were better than average, as was G.M.'s Saab division.",brands
1622486376,false,finalized,2,3/10/2018 16:42:21,NONE,1.0,False,Nokia,Motorola,K1631772045,,,False,Like the Nokia N900 or Motorola Droid .,"Like the <span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span> N900 or <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span> Droid .",Like the *Nokia* N900 or §Motorola$ Droid .,brands
1622486377,false,finalized,2,3/10/2018 17:38:33,NONE,1.0,False,Nissan,Renault,H1176357841,,,True,"(I know you're not asking me but, y'know...) It was pretty good, no better or worse than the Renault and Euro-Nissan cars that donated bits but it was bloody cheap so it felt like reasonable value.","(I know you're not asking me but, y'know...) It was pretty good, no better or worse than the <span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span> and Euro-<span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> cars that donated bits but it was bloody cheap so it felt like reasonable value.","(I know you're not asking me but, y'know...) It was pretty good, no better or worse than the *Renault* and Euro-§Nissan$ cars that donated bits but it was bloody cheap so it felt like reasonable value.",brands
1622486378,false,finalized,2,3/10/2018 16:41:50,NONE,1.0,False,Google,Intel,N2106209547,,,True,"Rick has been quite recently (6:19pm EST Tue Mar 21 2006) What is funny.. is that Google thought they would do something break thru go with a new CPU vendor that has been crowing about their superior performance, superior power and as reliable if not more then Intel.","Rick has been quite recently (6:19pm EST Tue Mar 21 2006) What is funny.. is that <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> thought they would do something break thru go with a new CPU vendor that has been crowing about their superior performance, superior power and as reliable if not more then <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span>.","Rick has been quite recently (6:19pm EST Tue Mar 21 2006) What is funny.. is that *Google* thought they would do something break thru go with a new CPU vendor that has been crowing about their superior performance, superior power and as reliable if not more then §Intel$.",brands
1622486379,false,finalized,2,3/10/2018 16:38:43,BETTER,1.0,False,Sony,Dell,O2373627341,,,True,"That said, the solid metal base provides a 25-degree range of motion, and much more stability than you get from the Samsung Series 7 (DP700A3B-A01US) ($1,099 direct, 3.5 stars) or the Sony VAIO VPC-L231FX/W ($999.99 list, 4.5 stars), if less than you get with the Dell Inspiron One 2320 ($1,249.99 direct, 4 stars).","That said, the solid metal base provides a 25-degree range of motion, and much more stability than you get from the Samsung Series 7 (DP700A3B-A01US) ($1,099 direct, 3.5 stars) or the <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> VAIO VPC-L231FX/W ($999.99 list, 4.5 stars), if less than you get with the <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> Inspiron One 2320 ($1,249.99 direct, 4 stars).","That said, the solid metal base provides a 25-degree range of motion, and much more stability than you get from the Samsung Series 7 (DP700A3B-A01US) ($1,099 direct, 3.5 stars) or the *Sony* VAIO VPC-L231FX/W ($999.99 list, 4.5 stars), if less than you get with the §Dell$ Inspiron One 2320 ($1,249.99 direct, 4 stars).",brands
1622486380,false,finalized,2,3/10/2018 16:44:29,NONE,1.0,False,Google,Sony,B220085788,,,True,"Also, to say ""Apple factory"" is to perpetuate a false message picked up by countless news outlets in 665,000 articles I found using Google search; Better to say ""HP, Dell, Apple, Sony (PlayStation), Microsoft (X-box) factory.,""","Also, to say ""Apple factory"" is to perpetuate a false message picked up by countless news outlets in 665,000 articles I found using <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> search; Better to say ""HP, Dell, Apple, <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> (PlayStation), Microsoft (X-box) factory.,""","Also, to say ""Apple factory"" is to perpetuate a false message picked up by countless news outlets in 665,000 articles I found using *Google* search; Better to say ""HP, Dell, Apple, §Sony$ (PlayStation), Microsoft (X-box) factory.,""",brands
1622486381,false,finalized,2,3/10/2018 16:38:44,NONE,1.0,False,IBM,Dell,Q2727966462,,,True,"The Sun Fire X4470 server delivered better 4 socket x86 system performance on the SPECint_rate2006 benchmark compared to HP (DL585 G7), Cicso (UCS C460 M1), Dell (R815) and IBM (x3850 X5).","The Sun Fire X4470 server delivered better 4 socket x86 system performance on the SPECint_rate2006 benchmark compared to HP (DL585 G7), Cicso (UCS C460 M1), <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> (R815) and <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span> (x3850 X5).","The Sun Fire X4470 server delivered better 4 socket x86 system performance on the SPECint_rate2006 benchmark compared to HP (DL585 G7), Cicso (UCS C460 M1), *Dell* (R815) and §IBM$ (x3850 X5).",brands
1622486382,false,finalized,2,3/10/2018 16:42:43,NONE,1.0,False,Gigabyte,Asus,C384482185,,,False,Asus & Gigabyte X58 Motherboard Roundup - PAGE 3,"<span style=""color: #9A14B2; font-weight: bold"">Asus:[OBJECT_A]</span> & <span style=""color: #6CB219; font-weight: bold"">Gigabyte:[OBJECT_B]</span> X58 Motherboard Roundup - PAGE 3",*Asus* & §Gigabyte$ X58 Motherboard Roundup - PAGE 3,brands
1622486383,false,finalized,2,3/10/2018 16:42:40,NONE,1.0,False,Apple,Amazon,T3167999054,,,True,Whilst they both have decent sites I can't equate their position in the market with the likes of Amazon or Apple.,"Whilst they both have decent sites I can't equate their position in the market with the likes of <span style=""color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span>.",Whilst they both have decent sites I can't equate their position in the market with the likes of *Amazon* or §Apple$.,brands
1622486384,false,finalized,2,3/10/2018 16:45:04,NONE,1.0,False,Intel,Hewlett-Packard,R2913291255,,,False,"Today, Hewlett-Packard , Boeing and Intel are leading the declines.","Today, <span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span> , Boeing and <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> are leading the declines.","Today, *Hewlett-Packard* , Boeing and §Intel$ are leading the declines.",brands
1622486385,false,finalized,2,3/10/2018 16:44:10,NONE,1.0,False,Google,Intel,O2353373397,,,True,"thanks Alpha ....good(better )Intel.... of course,I just used Google maps and wondered how the deployments off Iran (Hormuz) made it possible...but the best way to avoid a false flag disaster is to squak early and loud...distrust and verify with this admin/junta","thanks Alpha ....good(better )<span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>.... of course,I just used <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> maps and wondered how the deployments off Iran (Hormuz) made it possible...but the best way to avoid a false flag disaster is to squak early and loud...distrust and verify with this admin/junta","thanks Alpha ....good(better )*Intel*.... of course,I just used §Google$ maps and wondered how the deployments off Iran (Hormuz) made it possible...but the best way to avoid a false flag disaster is to squak early and loud...distrust and verify with this admin/junta",brands
1622486386,false,finalized,2,3/10/2018 16:53:19,NONE,1.0,False,Sony,Amazon,T3197163867,,,True,"Without vastly superior selection, there's very little to reccomend Netflix streaming over say Showtime Direct or HBO In Home or Sony Streamflix by Amazon or whatever else is going to be out there.","Without vastly superior selection, there's very little to reccomend Netflix streaming over say Showtime Direct or HBO In Home or <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> Streamflix by <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> or whatever else is going to be out there.","Without vastly superior selection, there's very little to reccomend Netflix streaming over say Showtime Direct or HBO In Home or *Sony* Streamflix by §Amazon$ or whatever else is going to be out there.",brands
1622486387,false,finalized,2,3/10/2018 16:42:43,NONE,1.0,False,Microsoft,Dell,P2551435399,,,True,The main point of offer XB1 is to drive sales so the numbers look a bit better so Microsoft can sell it to Dell or Lenovo.,"The main point of offer XB1 is to drive sales so the numbers look a bit better so <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> can sell it to <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> or Lenovo.",The main point of offer XB1 is to drive sales so the numbers look a bit better so *Microsoft* can sell it to §Dell$ or Lenovo.,brands
1622486388,false,finalized,2,3/10/2018 16:43:17,NONE,1.0,False,Gigabyte,Asus,L1905889840,,,False,One was Asus and the other Gigabyte.,"One was <span style=""color: #9A14B2; font-weight: bold"">Asus:[OBJECT_A]</span> and the other <span style=""color: #6CB219; font-weight: bold"">Gigabyte:[OBJECT_B]</span>.",One was *Asus* and the other §Gigabyte$.,brands
1622486389,false,finalized,2,3/10/2018 16:45:19,NONE,1.0,False,Nokia,Motorola,L1813340607,,,False,"Nokia, Motorola, Ericsson and others are shareholders.","<span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span>, Ericsson and others are shareholders.","*Nokia*, §Motorola$, Ericsson and others are shareholders.",brands
1622486390,false,finalized,2,3/10/2018 16:44:51,NONE,1.0,False,Nokia,Motorola,D462599088,,,False,Certainly not Nokia or Motorola.,"Certainly not <span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span>.",Certainly not *Nokia* or §Motorola$.,brands
1622486394,false,finalized,2,3/10/2018 16:42:22,BETTER,1.0,False,Ford,Chevrolet,I1291172821,,,True,"Instead of debating whether a Ford is better than Chevrolet, however, they'd debate whether a Mercedes is better than a BMW.","Instead of debating whether a <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> is better than <span style=""color: #6CB219; font-weight: bold"">Chevrolet:[OBJECT_B]</span>, however, they'd debate whether a Mercedes is better than a BMW.","Instead of debating whether a *Ford* is better than §Chevrolet$, however, they'd debate whether a Mercedes is better than a BMW.",brands
1622486395,false,finalized,2,3/10/2018 16:46:23,BETTER,0.5294,False,Samsung,Toshiba,T3233960575,,,True,You also shouldn't know whether the SSD is a decent quality Samsung a much slower and lower quality Toshiba.,"You also shouldn't know whether the SSD is a decent quality <span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> a much slower and lower quality <span style=""color: #6CB219; font-weight: bold"">Toshiba:[OBJECT_B]</span>.",You also shouldn't know whether the SSD is a decent quality *Samsung* a much slower and lower quality §Toshiba$.,brands
1622486396,false,finalized,2,3/10/2018 16:39:43,NONE,1.0,False,Toyota,Chrysler,P2453387593,,,True,"The CR ""excellent"" rating is not only enough to beat out its regular competitors, like the Ford Taurus, Toyota Avalon and Chrysler 300, it means Consumer Reports believes the Impala is a better overall sedan than imported heavy-hitters like the Audi A6.","The CR ""excellent"" rating is not only enough to beat out its regular competitors, like the Ford Taurus, <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> Avalon and <span style=""color: #6CB219; font-weight: bold"">Chrysler:[OBJECT_B]</span> 300, it means Consumer Reports believes the Impala is a better overall sedan than imported heavy-hitters like the Audi A6.","The CR ""excellent"" rating is not only enough to beat out its regular competitors, like the Ford Taurus, *Toyota* Avalon and §Chrysler$ 300, it means Consumer Reports believes the Impala is a better overall sedan than imported heavy-hitters like the Audi A6.",brands
1622486397,false,finalized,2,3/10/2018 16:45:24,BETTER,0.5185,False,Ford,Nissan,S3008428816,,,True,"Volkswagen improves slightly slower than the market at +28% to 10% share in May, followed by Peugeot (+52%), Mercedes (+29%), BMW (+14%), Nissan up a gargantuan 79% and Ford up an equally impressive 78%.","Volkswagen improves slightly slower than the market at +28% to 10% share in May, followed by Peugeot (+52%), Mercedes (+29%), BMW (+14%), <span style=""color: #9A14B2; font-weight: bold"">Nissan:[OBJECT_A]</span> up a gargantuan 79% and <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> up an equally impressive 78%.","Volkswagen improves slightly slower than the market at +28% to 10% share in May, followed by Peugeot (+52%), Mercedes (+29%), BMW (+14%), *Nissan* up a gargantuan 79% and §Ford$ up an equally impressive 78%.",brands
1622486398,false,finalized,2,3/10/2018 16:41:43,NONE,1.0,False,Apple,Sony,L1872371138,,,True,"Of the 54 companies measured in the study, only five had a better reputation globally than they enjoy in their home markets: Apple, Ford, Google, Nestle, and Sony.","Of the 54 companies measured in the study, only five had a better reputation globally than they enjoy in their home markets: <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span>, Ford, Google, Nestle, and <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span>.","Of the 54 companies measured in the study, only five had a better reputation globally than they enjoy in their home markets: *Apple*, Ford, Google, Nestle, and §Sony$.",brands
1622486399,false,finalized,2,3/10/2018 16:41:56,WORSE,0.5152,False,Honda,Nissan,G958989895,,,False,"Honda (+13%), and Nissan (+14.8%).","<span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> (+13%), and <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> (+14.8%).","*Honda* (+13%), and §Nissan$ (+14.8%).",brands
