,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,a,also_acceptable,b,expected_label,id,label_gold,marker,raw_text,text_html,text_readable,type
1373,1576062257,False,finalized,3,2/16/2018 10:07:24,NONE,1.0,USB,,Ethernet,,R2850273330,,True,This kit instantly creates an Ethernet connection from any USB port for a faster and more reliable internet connection.,"This kit instantly creates an <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> connection from any <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> port for a faster and more reliable internet connection.",This kit instantly creates an *Ethernet* connection from any §USB$ port for a faster and more reliable internet connection.,compsci
1433,1576062318,False,finalized,3,2/17/2018 15:31:06,NONE,1.0,Java,,Groovy,,H1112571394,,True,"If you elect to use Groovy in an application, you'll have an easier time integrating with Java in the JVM, but you'll have less resources available (books, blogs, community).","If you elect to use <span style=""color: #9A14B2; font-weight: bold"">Groovy:[OBJECT_A]</span> in an application, you'll have an easier time integrating with <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> in the JVM, but you'll have less resources available (books, blogs, community).","If you elect to use *Groovy* in an application, you'll have an easier time integrating with §Java$ in the JVM, but you'll have less resources available (books, blogs, community).",compsci
1134,1576062018,False,finalized,3,2/16/2018 10:06:14,NONE,0.6364,OpenGL,,Direct3D,,S3112718793,,True,"What makes me ask is because of this advice I got: ""although i prefer c4d, for your purpose xsi will probably be better, coz c4d chokes on high poly scenes coz of it's lack of Direct3D support, only openGL.""","What makes me ask is because of this advice I got: ""although i prefer c4d, for your purpose xsi will probably be better, coz c4d chokes on high poly scenes coz of it's lack of <span style=""color: #9A14B2; font-weight: bold"">Direct3D:[OBJECT_A]</span> support, only <span style=""color: #6CB219; font-weight: bold"">OpenGL:[OBJECT_B]</span>.","What makes me ask is because of this advice I got: ""although i prefer c4d, for your purpose xsi will probably be better, coz c4d chokes on high poly scenes coz of it's lack of *Direct3D* support, only §OpenGL$.""",compsci
386,1534177222,False,finalized,3,1/11/2018 19:29:18,WORSE,1.0,Oracle,,PostgreSQL,,Q2653881562,,True,There is also no sane reason to use mySQL (or Oracle) when PostgreSQL is better than both in almost every respect.,"There is also no sane reason to use mySQL (or <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span>) when <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span> is better than both in almost every respect.",There is also no sane reason to use mySQL (or *Oracle*) when §PostgreSQL$ is better than both in almost every respect.,compsci
748,1576061630,False,finalized,3,2/5/2018 18:18:20,NONE,1.0,OpenGL,,Direct3D,,B287353214,,True,"And, unless you need scalability to ancient hardware as well, maybe it's a better idea to just implement your software rendering as pixel shaders under OpenGL or Direct3D?","And, unless you need scalability to ancient hardware as well, maybe it's a better idea to just implement your software rendering as pixel shaders under <span style=""color: #9A14B2; font-weight: bold"">OpenGL:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Direct3D:[OBJECT_B]</span>?","And, unless you need scalability to ancient hardware as well, maybe it's a better idea to just implement your software rendering as pixel shaders under *OpenGL* or §Direct3D$?",compsci
457,1576061337,False,finalized,3,2/5/2018 15:53:45,NONE,1.0,USB,,Bluetooth,,I1246590037,,True,"In comparison to the recent Lenovo i5 deal , this PC has a slower processor but better integrated graphics, USB 3.0, Wi-Fi and Bluetooth wireless connectivity.","In comparison to the recent Lenovo i5 deal , this PC has a slower processor but better integrated graphics, <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> 3.0, Wi-Fi and <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> wireless connectivity.","In comparison to the recent Lenovo i5 deal , this PC has a slower processor but better integrated graphics, *USB* 3.0, Wi-Fi and §Bluetooth$ wireless connectivity.",compsci
239,1576061115,False,finalized,3,2/5/2018 15:50:29,WORSE,0.6471,Java,,Perl,,M1988309240,,True,Perl isn't inherently a better language than Java.,"<span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> isn't inherently a better language than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.",*Perl* isn't inherently a better language than §Java$.,compsci
29,1534176859,False,finalized,3,1/11/2018 13:06:02,NONE,0.655,Python,,Bash,O,H1148063360,,True,"I have found that, in particular at the beginning, it is often harder to think of basic data munging concepts in R - typical tasks like sorting, grouping, data type conversion - often your language of choice (Perl, Python, or even bash) is just quicker for doing these things in the first instance when I'm paring the data down into what I want to apply some form of statistical analysis or charting too.","I have found that, in particular at the beginning, it is often harder to think of basic data munging concepts in R - typical tasks like sorting, grouping, data type conversion - often your language of choice (Perl, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, or even <span style=""color: #6CB219; font-weight: bold"">Bash:[OBJECT_B]</span>) is just quicker for doing these things in the first instance when I'm paring the data down into what I want to apply some form of statistical analysis or charting too.","I have found that, in particular at the beginning, it is often harder to think of basic data munging concepts in R - typical tasks like sorting, grouping, data type conversion - often your language of choice (Perl, *Python*, or even §Bash$) is just quicker for doing these things in the first instance when I'm paring the data down into what I want to apply some form of statistical analysis or charting too.",compsci
1258,1576062142,False,finalized,3,2/16/2018 10:02:53,NONE,0.662,USB,,Ethernet,,E650492657,,True,Enabled with USB port for optional Better Together capabilities two port Gigabit Ethernet switch for PC pass through.,"Enabled with <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> port for optional Better Together capabilities two port Gigabit <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> switch for PC pass through.",Enabled with *USB* port for optional Better Together capabilities two port Gigabit §Ethernet$ switch for PC pass through.,compsci
637,1576061519,False,finalized,3,2/5/2018 18:24:18,NONE,1.0,Java,,Haskell,,M1934749573,,True,"or Ruby or Haskell, or C# or Java, or CLisp... it might be better to","or Ruby or <span style=""color: #9A14B2; font-weight: bold"">Haskell:[OBJECT_A]</span>, or C# or <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, or CLisp... it might be better to","or Ruby or *Haskell*, or C# or §Java$, or CLisp... it might be better to",compsci
1102,1576061986,False,finalized,3,2/16/2018 08:45:04,NONE,1.0,Ethernet,,Bluetooth,,O2333091545,,True,"T91 offers a 1.33GHz Intel Atom Z520 processor (1400 MHz), 1 GB of DDR2 memory, a 16GB solid-state drive, Intel GMA950 graphics, 802.11a/b/g/n wireless connectivity, 10/100Mbps Ethernet, Bluetooth 2.1+EDR, a Lithium polymer battery rated at 5 hours and Microsoft Windows XP Home.","T91 offers a 1.33GHz Intel Atom Z520 processor (1400 MHz), 1 GB of DDR2 memory, a 16GB solid-state drive, Intel GMA950 graphics, 802.11a/b/g/n wireless connectivity, 10/100Mbps <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> 2.1+EDR, a Lithium polymer battery rated at 5 hours and Microsoft Windows XP Home.","T91 offers a 1.33GHz Intel Atom Z520 processor (1400 MHz), 1 GB of DDR2 memory, a 16GB solid-state drive, Intel GMA950 graphics, 802.11a/b/g/n wireless connectivity, 10/100Mbps *Ethernet*, §Bluetooth$ 2.1+EDR, a Lithium polymer battery rated at 5 hours and Microsoft Windows XP Home.",compsci
688,1576061570,False,finalized,3,2/5/2018 18:45:41,NONE,1.0,Oracle,,MySQL,,M1926920095,,False,Oracle MySQL Executive Summary,"<span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> Executive Summary",*Oracle* §MySQL$ Executive Summary,compsci
1629,1576062515,False,finalized,3,2/17/2018 15:29:46,NONE,1.0,USB,,Ethernet,,F858514843,,True,"HDMI has to be severely bent, usb ports are worse, and even the ethernet only has about 1/4"" of cable exposed before the wall.","HDMI has to be severely bent, <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> ports are worse, and even the <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> only has about 1/4"" of cable exposed before the wall.","HDMI has to be severely bent, *USB* ports are worse, and even the §Ethernet$ only has about 1/4"" of cable exposed before the wall.",compsci
1210,1576062094,False,finalized,3,2/16/2018 10:04:08,WORSE,0.6728,MySQL,,SQLite,,D541124835,,True,"Currently the implementation uses SQLite database (I'm quite addicted to its dynamic typing), but if migrated to MySQL or larger RDBMS, it would run tons faster.","Currently the implementation uses <span style=""color: #9A14B2; font-weight: bold"">SQLite:[OBJECT_A]</span> database (I'm quite addicted to its dynamic typing), but if migrated to <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> or larger RDBMS, it would run tons faster.","Currently the implementation uses *SQLite* database (I'm quite addicted to its dynamic typing), but if migrated to §MySQL$ or larger RDBMS, it would run tons faster.",compsci
250,1576061126,False,finalized,3,2/5/2018 15:53:47,NONE,1.0,Eclipse,,NetBeans,,L1791484283,,False,"NetBeans or Eclipse, you ask?","<span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span>, you ask?","*NetBeans* or §Eclipse$, you ask?",compsci
1590,1576062476,False,finalized,3,2/17/2018 15:27:38,NONE,1.0,Ruby,,JavaScript,,B241578717,,True,"...analysis and produce solid technical designs - Write clean , modular, robust code to implement the desired requirements...English - Programming languages: Ruby on Rails , PHP, HTML/XHTML, CSS , JavaScript - Operating Systems:...- 4 years of programming experience - A work style that is extremely detail oriented and strives for","...analysis and produce solid technical designs - Write clean , modular, robust code to implement the desired requirements...English - Programming languages: <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> on Rails , PHP, HTML/XHTML, CSS , <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span> - Operating Systems:...- 4 years of programming experience - A work style that is extremely detail oriented and strives for","...analysis and produce solid technical designs - Write clean , modular, robust code to implement the desired requirements...English - Programming languages: *Ruby* on Rails , PHP, HTML/XHTML, CSS , §JavaScript$ - Operating Systems:...- 4 years of programming experience - A work style that is extremely detail oriented and strives for",compsci
647,1576061529,False,finalized,3,2/5/2018 18:14:29,NONE,1.0,USB,,Bluetooth,,I1372320286,,True,It does however look better than most USB Bluetooth adapters and the build quality is very good.,"It does however look better than most <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> adapters and the build quality is very good.",It does however look better than most *USB* §Bluetooth$ adapters and the build quality is very good.,compsci
809,1576061691,False,finalized,3,2/16/2018 08:43:13,NONE,1.0,Eclipse,,NetBeans,,M2082395351,,False,Refresh the project (in NetBeans or Eclipse),"Refresh the project (in <span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span>)",Refresh the project (in *NetBeans* or §Eclipse$),compsci
1095,1576061979,False,finalized,3,2/16/2018 08:42:51,BETTER,1.0,Java,,Groovy,,T3191778139,,True,"With groovy you can accomplish many task faster than in Java ( see how easy is to work with List, Maps ) or how fast is to create POGOs.","With <span style=""color: #9A14B2; font-weight: bold"">Groovy:[OBJECT_A]</span> you can accomplish many task faster than in <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> ( see how easy is to work with List, Maps ) or how fast is to create POGOs.","With *Groovy* you can accomplish many task faster than in §Java$ ( see how easy is to work with List, Maps ) or how fast is to create POGOs.",compsci
774,1576061656,False,finalized,3,2/16/2018 08:43:20,NONE,1.0,Java,,Objective-C,,D400127901,,True,"But I would suggest learning Python so well that you have a certain skillset first, because 1) programming (and debugging) on the PC is easier than on a smartphone and 2) learning Java or even Objective-C will be far easier if you know another language well first.","But I would suggest learning Python so well that you have a certain skillset first, because 1) programming (and debugging) on the PC is easier than on a smartphone and 2) learning <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> or even <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span> will be far easier if you know another language well first.","But I would suggest learning Python so well that you have a certain skillset first, because 1) programming (and debugging) on the PC is easier than on a smartphone and 2) learning *Java* or even §Objective-C$ will be far easier if you know another language well first.",compsci
636,1534177473,False,finalized,3,1/27/2018 19:01:04,NONE,0.6671,Windows XP,,Windows Vista,,D524603073,,True,"CorelDRAW Graphics Suite X4 has been designed to take advantage of the latest innovations from Windows Vista, while still offering a superior experience for Windows XP users.","CorelDRAW Graphics Suite X4 has been designed to take advantage of the latest innovations from <span style=""color: #9A14B2; font-weight: bold"">Windows Vista:[OBJECT_A]</span>, while still offering a superior experience for <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> users.","CorelDRAW Graphics Suite X4 has been designed to take advantage of the latest innovations from *Windows Vista*, while still offering a superior experience for §Windows XP$ users.",compsci
611,1576061493,False,finalized,3,2/5/2018 18:14:29,BETTER,1.0,Ruby,,JavaScript,,N2120510358,,True,"Ruby is a beautiful language, much easier to learn (syntactically) than javascript.","<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> is a beautiful language, much easier to learn (syntactically) than <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>.","*Ruby* is a beautiful language, much easier to learn (syntactically) than §JavaScript$.",compsci
863,1576061745,False,finalized,3,2/16/2018 08:45:21,BETTER,0.6778,Java,,Haskell,,L1784833999,,True,Nat Pryce noticed that collections were processed easier (and with less code) in the Haskell and Smalltalk solutions than in Java.,"Nat Pryce noticed that collections were processed easier (and with less code) in the <span style=""color: #9A14B2; font-weight: bold"">Haskell:[OBJECT_A]</span> and Smalltalk solutions than in <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.",Nat Pryce noticed that collections were processed easier (and with less code) in the *Haskell* and Smalltalk solutions than in §Java$.,compsci
1322,1576062206,False,finalized,3,2/16/2018 10:07:55,NONE,1.0,Sed,,AWK,,O2417066016,,True,"the biggest problem with the PHP-GTK manual is how hard it is to actually work on it , it uses a complex build system & adding new data/pages/sections requires knowledge of XML/XSLT + awk,sed and custom php build routines etc, its a nightmare to work with & IMO harder to build than php-gtk itself.","the biggest problem with the PHP-GTK manual is how hard it is to actually work on it , it uses a complex build system & adding new data/pages/sections requires knowledge of XML/XSLT + <span style=""color: #9A14B2; font-weight: bold"">AWK:[OBJECT_A]</span>,<span style=""color: #6CB219; font-weight: bold"">Sed:[OBJECT_B]</span> and custom php build routines etc, its a nightmare to work with & IMO harder to build than php-gtk itself.","the biggest problem with the PHP-GTK manual is how hard it is to actually work on it , it uses a complex build system & adding new data/pages/sections requires knowledge of XML/XSLT + *AWK*,§Sed$ and custom php build routines etc, its a nightmare to work with & IMO harder to build than php-gtk itself.",compsci
1414,1576062299,False,finalized,3,2/16/2018 10:02:19,BETTER,1.0,Java,,PHP,,J1545023693,,True,Java is a superior language especially in comparison to PHP.,"<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> is a superior language especially in comparison to <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>.",*Java* is a superior language especially in comparison to §PHP$.,compsci
163,1534176994,False,finalized,3,1/11/2018 17:38:50,NONE,1.0,Perl,,JavaScript,N,L1903224768,,True,One reason Racket goes slower is that it use big ints while perl and javascript will both operate mod 2^32.,"One reason Racket goes slower is that it use big ints while <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span> will both operate mod 2^32.",One reason Racket goes slower is that it use big ints while *Perl* and §JavaScript$ will both operate mod 2^32.,compsci
929,1576061812,False,finalized,3,2/16/2018 08:45:06,WORSE,0.6736,Java,,Objective-C,,N2146615694,,True,"Second, in real world tasks using apps, all other things being equal, the iphone 5 enjoys an inherent advantage in that it mandates programmers to use Objective-C, which is a much lower-level language than the Java used in Android machines, which runs programs in the Dalvik virtual machine, creating a software that necessarily is more indirect than the iPhone programming approach and hence slower.","Second, in real world tasks using apps, all other things being equal, the iphone 5 enjoys an inherent advantage in that it mandates programmers to use <span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span>, which is a much lower-level language than the <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> used in Android machines, which runs programs in the Dalvik virtual machine, creating a software that necessarily is more indirect than the iPhone programming approach and hence slower.","Second, in real world tasks using apps, all other things being equal, the iphone 5 enjoys an inherent advantage in that it mandates programmers to use *Objective-C*, which is a much lower-level language than the §Java$ used in Android machines, which runs programs in the Dalvik virtual machine, creating a software that necessarily is more indirect than the iPhone programming approach and hence slower.",compsci
297,1534177129,False,finalized,3,1/11/2018 19:26:02,WORSE,1.0,Java,,Python,,J1545024764,,True,"Java) is demonstrably worse than teaching in Python, but ""worse"" in","<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>) is demonstrably worse than teaching in <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, but ""worse"" in","*Java*) is demonstrably worse than teaching in §Python$, but ""worse"" in",compsci
401,1576061281,False,finalized,3,2/5/2018 15:52:11,NONE,1.0,USB,,Bluetooth,,F739793530,,True,"For connectivity there are two USB 3.0 ports for a faster data transfer, Bluetooth 4.0, WiFi 802.11 b/g/n, and HDMI support.","For connectivity there are two <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> 3.0 ports for a faster data transfer, <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> 4.0, WiFi 802.11 b/g/n, and HDMI support.","For connectivity there are two *USB* 3.0 ports for a faster data transfer, §Bluetooth$ 4.0, WiFi 802.11 b/g/n, and HDMI support.",compsci
1564,1576062450,False,finalized,3,2/17/2018 15:32:50,NONE,0.6471,Windows XP,,Windows Vista,,T3184425613,,True,"Windows 7 being the latest stable version of the Microsoft Windows Operating Systems, is definitely better than Windows XP and Windows Vista.","Windows 7 being the latest stable version of the Microsoft Windows Operating Systems, is definitely better than <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Windows Vista:[OBJECT_B]</span>.","Windows 7 being the latest stable version of the Microsoft Windows Operating Systems, is definitely better than *Windows XP* and §Windows Vista$.",compsci
179,1576061054,False,finalized,3,2/5/2018 13:45:39,NONE,1.0,Java,,Ruby,,J1544980990,,False,"Java, C#, Ruby, Python, VisualBasic.NET, ...).","<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, C#, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>, Python, VisualBasic.NET, ...).","*Java*, C#, §Ruby$, Python, VisualBasic.NET, ...).",compsci
498,1576061378,False,finalized,3,2/5/2018 16:22:14,NONE,0.6667,Windows XP,,Windows 98,,M1979364764,,True,"Penetration of Windows 2000 wasn't really that great, Windows XP was better, but there's still a lot of people out there running Windows 98 in all honesty.","Penetration of Windows 2000 wasn't really that great, <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> was better, but there's still a lot of people out there running <span style=""color: #6CB219; font-weight: bold"">Windows 98:[OBJECT_B]</span> in all honesty.","Penetration of Windows 2000 wasn't really that great, *Windows XP* was better, but there's still a lot of people out there running §Windows 98$ in all honesty.",compsci
225,1534177057,False,finalized,3,1/11/2018 19:57:51,BETTER,1.0,Windows 7,,Windows 8,B,E689714843,,True,"Extended desktop in Windows 8 works so much better than Windows 7, it's not even funny.","Extended desktop in <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> works so much better than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span>, it's not even funny.","Extended desktop in *Windows 8* works so much better than §Windows 7$, it's not even funny.",compsci
504,1576061384,False,finalized,3,2/5/2018 19:13:21,NONE,1.0,Sed,,AWK,,B313052205,,True,"Any decent unix system will have grep, awk, and sed, which is all you need to get a report.","Any decent unix system will have grep, <span style=""color: #9A14B2; font-weight: bold"">AWK:[OBJECT_A]</span>, and <span style=""color: #6CB219; font-weight: bold"">Sed:[OBJECT_B]</span>, which is all you need to get a report.","Any decent unix system will have grep, *AWK*, and §Sed$, which is all you need to get a report.",compsci
441,1534177277,False,finalized,3,1/11/2018 19:27:59,BETTER,0.6974,CUDA,,OpenCL,,P2565066914,,True,"The most important difference is that you did your tests using an upclocked nVidia GTX570 GPU that is great for CUDA but lousy for OpenCL.""","The most important difference is that you did your tests using an upclocked nVidia GTX570 GPU that is great for <span style=""color: #9A14B2; font-weight: bold"">CUDA:[OBJECT_A]</span> but lousy for <span style=""color: #6CB219; font-weight: bold"">OpenCL:[OBJECT_B]</span>.","The most important difference is that you did your tests using an upclocked nVidia GTX570 GPU that is great for *CUDA* but lousy for §OpenCL$.""",compsci
46,1576060920,False,finalized,3,2/5/2018 12:28:56,NONE,1.0,USB,,Ethernet,,G1002794305,,True,"I also kind of want a faster uplink to the PC, either Ethernet or USB 2.0.","I also kind of want a faster uplink to the PC, either <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> 2.0.","I also kind of want a faster uplink to the PC, either *Ethernet* or §USB$ 2.0.",compsci
1160,1576062044,False,finalized,3,2/16/2018 10:05:42,NONE,1.0,Ruby,,Python,,T3170230329,,True,Who gave you the silly notion that Ruby and Python are better?,"Who gave you the silly notion that <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> are better?",Who gave you the silly notion that *Ruby* and §Python$ are better?,compsci
973,1576061856,False,finalized,3,2/16/2018 08:36:49,WORSE,1.0,Windows XP,,Windows Vista,,A127148285,,True,According to many industry experts Windows Vista drains notebook battery life faster than Windows XP.,"According to many industry experts <span style=""color: #9A14B2; font-weight: bold"">Windows Vista:[OBJECT_A]</span> drains notebook battery life faster than <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>.",According to many industry experts *Windows Vista* drains notebook battery life faster than §Windows XP$.,compsci
1388,1576062272,False,finalized,3,2/16/2018 10:03:18,NONE,0.6772,iOS,,Apple TV,,N2237022505,,True,"So if you've built a TV library around iTunes, you own iOS devices and you rip your DVDs, the Apple TV will probably be a better choice.","So if you've built a TV library around iTunes, you own <span style=""color: #9A14B2; font-weight: bold"">iOS:[OBJECT_A]</span> devices and you rip your DVDs, the <span style=""color: #6CB219; font-weight: bold"">Apple TV:[OBJECT_B]</span> will probably be a better choice.","So if you've built a TV library around iTunes, you own *iOS* devices and you rip your DVDs, the §Apple TV$ will probably be a better choice.",compsci
151,1576061026,False,finalized,3,2/5/2018 13:45:39,WORSE,0.6970000000000001,Java,,Lisp,,O2393366554,,True,"The abstraction level of both C# and Java is mediocre; it's much better than C, somewhat weaker (!) than C++, and not nearly as good as languages that support both object-oriented and functional programming (such as Lisp and Ocaml).","The abstraction level of both C# and <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> is mediocre; it's much better than C, somewhat weaker (!) than C++, and not nearly as good as languages that support both object-oriented and functional programming (such as <span style=""color: #6CB219; font-weight: bold"">Lisp:[OBJECT_B]</span> and Ocaml).","The abstraction level of both C# and *Java* is mediocre; it's much better than C, somewhat weaker (!) than C++, and not nearly as good as languages that support both object-oriented and functional programming (such as §Lisp$ and Ocaml).",compsci
1701,1576062588,False,finalized,3,2/17/2018 15:30:04,BETTER,0.6562,Python,,JavaScript,,M2073548845,,True,"Really, the only advantage that HTML/CSS/Javascript has over Python is that every PC has an interpreter present out of the box, but given that if you're doing JS there's few tools better than Firebug, you've got installation to do anyway and you might as well just suck it up.","Really, the only advantage that HTML/CSS/<span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> has over <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> is that every PC has an interpreter present out of the box, but given that if you're doing JS there's few tools better than Firebug, you've got installation to do anyway and you might as well just suck it up.","Really, the only advantage that HTML/CSS/*JavaScript* has over §Python$ is that every PC has an interpreter present out of the box, but given that if you're doing JS there's few tools better than Firebug, you've got installation to do anyway and you might as well just suck it up.",compsci
197,1534177028,False,finalized,3,1/11/2018 17:44:01,NONE,1.0,PHP,,JavaScript,N,N2243644637,,True,"Solid experience in HTML,Javascript, CSS, PHP, MySQL, and adhering to accessibility standards.","Solid experience in HTML,<span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span>, CSS, <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>, MySQL, and adhering to accessibility standards.","Solid experience in HTML,*JavaScript*, CSS, §PHP$, MySQL, and adhering to accessibility standards.",compsci
201,1534177033,False,finalized,3,1/11/2018 19:30:45,BETTER,1.0,Oracle,,PostgreSQL,B,A62740058,,True,2. postgresql can do many things faster than oracle.,"2. <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> can do many things faster than <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>.",2. *PostgreSQL* can do many things faster than §Oracle$.,compsci
219,1534177051,False,finalized,3,1/11/2018 19:18:30,BETTER,0.6741,Integer,,Floating-point,B,K1676248405,,True,Many processors can do integer calculations much faster than similar floating-point operations.,"Many processors can do <span style=""color: #9A14B2; font-weight: bold"">Integer:[OBJECT_A]</span> calculations much faster than similar <span style=""color: #6CB219; font-weight: bold"">Floating-point:[OBJECT_B]</span> operations.",Many processors can do *Integer* calculations much faster than similar §Floating-point$ operations.,compsci
536,1576061416,False,finalized,3,2/5/2018 18:15:24,WORSE,0.6779,PHP,,JavaScript,,C369095799,,True,As much as I love PHP would it not be easier to implement this using JavaScript by hiding and showing layers dynamically depending on what is selected?,"As much as I love <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> would it not be easier to implement this using <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span> by hiding and showing layers dynamically depending on what is selected?",As much as I love *PHP* would it not be easier to implement this using §JavaScript$ by hiding and showing layers dynamically depending on what is selected?,compsci
400,1534177236,False,finalized,3,1/11/2018 19:22:45,BETTER,1.0,Windows XP,,Windows Vista,,B308911198,,True,Another 'Windows XP is better than Windows Vista' post,"Another '<span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> is better than <span style=""color: #6CB219; font-weight: bold"">Windows Vista:[OBJECT_B]</span>' post",Another '*Windows XP* is better than §Windows Vista$' post,compsci
1504,1576062390,False,finalized,3,2/17/2018 15:31:48,NONE,1.0,Integer,,Floating-point,,C349395979,,True,"As a result, Penryn processors can perform integer and floating-point division about twice as fast and work faster on square roots as well.","As a result, Penryn processors can perform <span style=""color: #9A14B2; font-weight: bold"">Integer:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Floating-point:[OBJECT_B]</span> division about twice as fast and work faster on square roots as well.","As a result, Penryn processors can perform *Integer* and §Floating-point$ division about twice as fast and work faster on square roots as well.",compsci
