_created_at,_golden,_last_judgment_at,_trusted_judgments,_unit_id,_unit_state,_updated_at,a,also_acceptable,b,expected_label,id,label,label:confidence,label_gold,label_gold_reason,marker,raw_text,text_html,text_readable
1/5/2018 16:45:32,,,,1532715522,,1/5/2018 16:45:32,Advil,,Motrin,,J1426139091,,,,,False,"Under Armour Inc. (NYSE: UA) is now a solid competitor with Nike or Adidas in many segments of sporting goods and apparel, and its market cap was recently about $7.6 billion.","I told him <span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span>.",I told him *Advil* or §Motrin$.
1/5/2018 16:45:32,,,,1532715523,,1/5/2018 16:45:32,Samsung,,AMD,,M2025254238,,,,,True,Currently they're offering Motorola and Nokia phones.,"Powering an <span style=""color: #9A14B2; font-weight: bold"">AMD:[OBJECT_A]</span> FX 6300 OC'd to 4.2 GHZ, Windforce GTX 660 OC, <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> EVO 240 SSD and WD 1TB HDD under a Cooler Master HAF 922.","Powering an *AMD* FX 6300 OC'd to 4.2 GHZ, Windforce GTX 660 OC, §Samsung$ EVO 240 SSD and WD 1TB HDD under a Cooler Master HAF 922."
1/5/2018 16:45:32,,,,1532715524,,1/5/2018 16:45:32,Nissan,,Renault,,M2042289751,,,,,True,"It's better for Amazon to cannibalize itself than have it done anymore by Apple, he adds.","Project Better Place and the <span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span>-<span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> Alliance   1.1.2",Project Better Place and the *Renault*-§Nissan$ Alliance   1.1.2
1/5/2018 16:45:32,,,,1532715525,,1/5/2018 16:45:32,Sony,,Dell,,N2262509379,,,,,True,"Others get better after trying one or more conservative treatments, which may include rest from strenuous activity; application of heat and /or cold; conditioning and stretching exercises; use of orthotic devices (shoe insert or heel cup); physical therapy, including ultrasound; over-the-counter pain relievers such as aspirin or Tylenol (acetaminophen); prescription pain relievers; non-steroidal anti-inflammatory medications such as Advil (ibuprofen) or Aleve (naproxen); and steroid (cortisone) injections.","<span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span>, HP/Compaq amongst others use proprietary parts where possible (notebooks are even worse) so if a part fails, you have to buy from them at outrageous cost.","*Sony*, §Dell$, HP/Compaq amongst others use proprietary parts where possible (notebooks are even worse) so if a part fails, you have to buy from them at outrageous cost."
1/5/2018 16:45:32,,,,1532715526,,1/5/2018 16:45:32,Sigma,,Nikon,,K1676562801,,,,,True,The Center of Environmental Health's recent testing found that Coca-Cola did a much better job of cleaning up their act than Pepsi.,"Many <span style=""color: #9A14B2; font-weight: bold"">Sigma:[OBJECT_A]</span> lenses are as good & in some cases better optically to <span style=""color: #6CB219; font-weight: bold"">Nikon:[OBJECT_B]</span> lenses.",Many *Sigma* lenses are as good & in some cases better optically to §Nikon$ lenses.
1/5/2018 16:45:32,,,,1532715527,,1/5/2018 16:45:32,Microsoft,,Amazon,,M1959701877,,,,,True,"Daimler and Renault-Nissan have worked together since 2010 to better compete with the likes of Volkswagen AG, which can spread costs across a stable of 12 brands.","Over the past few years, public cloud services such as <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> Azure, Google App Engine, and <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> Web Services have made it easier and less expensive to host many IT applications.","Over the past few years, public cloud services such as *Microsoft* Azure, Google App Engine, and §Amazon$ Web Services have made it easier and less expensive to host many IT applications."
1/5/2018 16:45:32,,,,1532715528,,1/5/2018 16:45:32,Nike,,Adidas,,S2964505520,,,,,True,"Rather than take a sporty approach, and build a true rear-wheel drive competitor to the BMW 3-Series and Mercedes-Benz 190E sedans, Lexus took a much softer and safer route, basing their entry-level ES, or ""Executive Sedan,"" on the very un-sporty front-wheel drive Toyota Camry.","Under Armour Inc. (NYSE: UA) is now a solid competitor with <span style=""color: #9A14B2; font-weight: bold"">Nike:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Adidas:[OBJECT_B]</span> in many segments of sporting goods and apparel, and its market cap was recently about $7.6 billion.","Under Armour Inc. (NYSE: UA) is now a solid competitor with *Nike* or §Adidas$ in many segments of sporting goods and apparel, and its market cap was recently about $7.6 billion."
1/5/2018 16:45:32,,,,1532715529,,1/5/2018 16:45:32,Nokia,,Motorola,,D541315295,,,,,False,[ 2 ] [ 32 ] [ 36 ] IBM chose the 8088 over the superior 8086 because Intel offered a better price on the former and could provide more units.,"Currently they're offering <span style=""color: #9A14B2; font-weight: bold"">Motorola:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Nokia:[OBJECT_B]</span> phones.",Currently they're offering *Motorola* and §Nokia$ phones.
1/5/2018 16:45:32,,,,1532715530,,1/5/2018 16:45:32,Apple,,Amazon,,J1442905661,,,,,True,"Market leaders such as Alcatel, Cisco, EMC2, HP, Nokia and Siemens rely on Solid for their mission-critical applications.","It's better for <span style=color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span> to cannibalize itself than have it done anymore by <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span>,"" he adds.","It's better for *Amazon* to cannibalize itself than have it done anymore by §Apple$, he adds."
1/5/2018 16:45:32,,,,1532715531,,1/5/2018 16:45:32,Ibuprofen,,Advil,,M1940725312,,,,,True,Trek: Honda/Toyota.,"Others get better after trying one or more conservative treatments, which may include rest from strenuous activity; application of heat and /or cold; conditioning and stretching exercises; use of orthotic devices (shoe insert or heel cup); physical therapy, including ultrasound; over-the-counter pain relievers such as aspirin or Tylenol (acetaminophen); prescription pain relievers; non-steroidal anti-inflammatory medications such as <span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span> (<span style=""color: #6CB219; font-weight: bold"">Ibuprofen:[OBJECT_B]</span>) or Aleve (naproxen); and steroid (cortisone) injections.","Others get better after trying one or more conservative treatments, which may include rest from strenuous activity; application of heat and /or cold; conditioning and stretching exercises; use of orthotic devices (shoe insert or heel cup); physical therapy, including ultrasound; over-the-counter pain relievers such as aspirin or Tylenol (acetaminophen); prescription pain relievers; non-steroidal anti-inflammatory medications such as *Advil* (§Ibuprofen$) or Aleve (naproxen); and steroid (cortisone) injections."
1/5/2018 16:45:32,,,,1532715532,,1/5/2018 16:45:32,Coca-Cola,,Pepsi,,O2431324027,,,,,True,"A second reason: it turns out that Intel chips are faster and better than PowerPC chips after all, despite decades of vehement Apple fanboy arguments to the contrary.","The Center of Environmental Health's recent testing found that <span style=""color: #9A14B2; font-weight: bold"">Coca-Cola:[OBJECT_A]</span> did a much better job of cleaning up their act than <span style=""color: #6CB219; font-weight: bold"">Pepsi:[OBJECT_B]</span>.",The Center of Environmental Health's recent testing found that *Coca-Cola* did a much better job of cleaning up their act than §Pepsi$.
1/5/2018 16:45:32,,,,1532715533,,1/5/2018 16:45:32,Nissan,,Renault,,D546110814,,,,,True,"Solid first impression, no visible branding (only on zipper pull) and supposed to be more durable than any other performance gear (Nike, Adidas, UA etc.)","Daimler and <span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span>-<span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> have worked together since 2010 to better compete with the likes of Volkswagen AG, which can spread costs across a stable of 12 brands.","Daimler and *Renault*-§Nissan$ have worked together since 2010 to better compete with the likes of Volkswagen AG, which can spread costs across a stable of 12 brands."
1/5/2018 16:45:32,,,,1532715534,,1/5/2018 16:45:32,Toyota,,BMW,,M2068011329,,,,,True,"Ah, the Macalope loves it when a Dell executive steps forward and says something dumb about Apple; it makes the horny one's job easier.","Rather than take a sporty approach, and build a true rear-wheel drive competitor to the <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> 3-Series and Mercedes-Benz 190E sedans, Lexus took a much softer and safer route, basing their entry-level ES, or ""Executive Sedan,"" on the very un-sporty front-wheel drive <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> Camry.","Rather than take a sporty approach, and build a true rear-wheel drive competitor to the *BMW* 3-Series and Mercedes-Benz 190E sedans, Lexus took a much softer and safer route, basing their entry-level ES, or ""Executive Sedan,"" on the very un-sporty front-wheel drive §Toyota$ Camry."
1/5/2018 16:45:32,,,,1532715535,,1/5/2018 16:45:32,IBM,,Intel,,A52346732,,,,,True,"For about the same price, better alternatives include the Toyota Highlander, Nissan Murano, and Mazda CX-9.","[ 2 ] [ 32 ] [ 36 ] <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> chose the 8088 over the superior 8086 because <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> offered a better price on the former and could provide more units.",[ 2 ] [ 32 ] [ 36 ] *IBM* chose the 8088 over the superior 8086 because §Intel$ offered a better price on the former and could provide more units.
1/5/2018 16:45:32,,,,1532715536,,1/5/2018 16:45:32,Nokia,,Siemens,,K1681252045,,,,,True,The truth is that Nintendo's business model has been far superior to that of Sony and Microsoft in this generation.,"Market leaders such as Alcatel, Cisco, EMC2, HP, <span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Siemens:[OBJECT_B]</span> rely on Solid for their mission-critical applications.","Market leaders such as Alcatel, Cisco, EMC2, HP, *Nokia* and §Siemens$ rely on Solid for their mission-critical applications."
1/5/2018 16:45:32,,,,1532715537,,1/5/2018 16:45:32,Toyota,,Honda,,R2943361150,,,,,False,Coca-Cola Ad Sparks Twitter Threats Of A Boycott-- But Racists Won't Like Pepsi Any Better,"Trek: <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>.",Trek: *Honda*/§Toyota$.
1/5/2018 16:45:32,,,,1532715538,,1/5/2018 16:45:32,Apple,,Intel,,C353491095,,,,,True,"I love the 28mm and 50mm Nikon E lenses, and also use a old Tamron 80-200 (could be better), and a great Sigma 28-105.","A second reason: it turns out that <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> chips are faster and better than PowerPC chips after all, despite decades of vehement <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> fanboy arguments to the contrary.","A second reason: it turns out that *Intel* chips are faster and better than PowerPC chips after all, despite decades of vehement §Apple$ fanboy arguments to the contrary."
1/5/2018 16:45:32,,,,1532715539,,1/5/2018 16:45:32,Nike,,Adidas,,N2243647465,,,,,True,"Specifically, Gibson suggests, Google is getting better at gadget design faster than Apple is getting better at Internet services.","Solid first impression, no visible branding (only on zipper pull) and supposed to be more durable than any other performance gear (<span style=""color: #9A14B2; font-weight: bold"">Nike:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Adidas:[OBJECT_B]</span>, UA etc.)","Solid first impression, no visible branding (only on zipper pull) and supposed to be more durable than any other performance gear (*Nike*, §Adidas$, UA etc.)"
1/5/2018 16:45:32,,,,1532715540,,1/5/2018 16:45:32,Apple,,Dell,,B181887625,,,,,True,"Parallels Desktop is much faster than the old software for running Windows on pre-Intel Macs, a Microsoft product called Virtual PC.","Ah, the Macalope loves it when a <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> executive steps forward and says something dumb about <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span>; it makes the horny one's job easier.","Ah, the Macalope loves it when a *Dell* executive steps forward and says something dumb about §Apple$; it makes the horny one's job easier."
1/5/2018 16:45:32,,,,1532715541,,1/5/2018 16:45:32,Toyota,,Nissan,,F735764129,,,,,True,- MSI GT680 Gaming Laptop Review (SSD/Bluray/i7/Nvidia) @ Kitguru - ASUS M5A97 EVO AM3+ @ Techpowerup - Nintendo Wii U Hands On: An Entirely Different Way to See Things @ Gizmodo - Cooler Master CM Storm Spawn Gaming Mouse @ Tweaknews - SteelSeries Cataclysm MMO Gaming Mouse @ RWLabs,"For about the same price, better alternatives include the <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> Highlander, <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> Murano, and Mazda CX-9.","For about the same price, better alternatives include the *Toyota* Highlander, §Nissan$ Murano, and Mazda CX-9."
1/5/2018 16:45:32,,,,1532715542,,1/5/2018 16:45:32,Microsoft,,Sony,,Q2744932917,,,,,True,You've got three really good Ford and Chevrolet teams over there and they're all using the same cars and making them better each week.,"The truth is that Nintendo's business model has been far superior to that of <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> in this generation.",The truth is that Nintendo's business model has been far superior to that of *Sony* and §Microsoft$ in this generation.
1/5/2018 16:45:32,,,,1532715543,,1/5/2018 16:45:32,Coca-Cola,,Pepsi,,D495598609,,,,,True,Those with a sense of automotive history will remember that both Toyota and Nissan were ridiculed (or worse) by the American automotive press throughout the 1960s.,"<span style=""color: #9A14B2; font-weight: bold"">Coca-Cola:[OBJECT_A]</span> Ad Sparks Twitter Threats Of A Boycott-- But Racists Won't Like <span style=""color: #6CB219; font-weight: bold"">Pepsi:[OBJECT_B]</span> Any Better",*Coca-Cola* Ad Sparks Twitter Threats Of A Boycott-- But Racists Won't Like §Pepsi$ Any Better
1/5/2018 16:45:32,,,,1532715544,,1/5/2018 16:45:32,Sigma,,Nikon,,H1188803732,,,,,True,"It's hard to keep up with all of the places that electric car promoters/builders Better Place (and their Renault and Nissan partners) are trying to do business, but we've got to keep trying.","I love the 28mm and 50mm <span style=""color: #9A14B2; font-weight: bold"">Nikon:[OBJECT_A]</span> E lenses, and also use a old Tamron 80-200 (could be better), and a great <span style=""color: #6CB219; font-weight: bold"">Sigma:[OBJECT_B]</span> 28-105.","I love the 28mm and 50mm *Nikon* E lenses, and also use a old Tamron 80-200 (could be better), and a great §Sigma$ 28-105."
1/5/2018 16:45:32,,,,1532715545,,1/5/2018 16:45:32,Apple,,Google,,O2283515447,,,,,True,Either way Android is a superior product and Apple and Microsoft know it.,"Specifically, Gibson suggests, <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> is getting better at gadget design faster than <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> is getting better at Internet services.","Specifically, Gibson suggests, *Google* is getting better at gadget design faster than §Apple$ is getting better at Internet services."
1/5/2018 16:45:32,,,,1532715546,,1/5/2018 16:45:32,Microsoft,,Intel,,M1967295465,,,,,True,Please Select BMW of Northwest Arkansas BMW of Tyler CADILLAC OF BENTONVILLE Mercedes-Benz of Northwest Arkansas Superior Chevrolet Buick GMC of Siloam Springs Superior Chevrolet Conway Superior Collision Conway Superior Collision Rogers Superior Conway Group Superior Dodge Chrysler Jeep Ram Superior Dodge Chrysler Jeep Ram of Northwest Arkansas Superior Ford Superior Ford Inc Superior Hyundai Superior Kia Superior Mazda Superior Mitsubishi Superior Nissan Superior Nissan of Conway Superior Pre-Owned Superstore,"Parallels Desktop is much faster than the old software for running Windows on pre-<span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> Macs, a <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> product called Virtual PC.","Parallels Desktop is much faster than the old software for running Windows on pre-*Intel* Macs, a §Microsoft$ product called Virtual PC."
1/5/2018 16:45:32,,,,1532715547,,1/5/2018 16:45:32,Nvidia,,MSI,,L1752843774,,,,,True,Microsoft Says Better Than Google Soon,"- <span style=""color: #9A14B2; font-weight: bold"">MSI:[OBJECT_A]</span> GT680 Gaming Laptop Review (SSD/Bluray/i7/<span style=""color: #6CB219; font-weight: bold"">Nvidia:[OBJECT_B]</span>) @ Kitguru - ASUS M5A97 EVO AM3+ @ Techpowerup - Nintendo Wii U Hands On: An Entirely Different Way to See Things @ Gizmodo - Cooler Master CM Storm Spawn Gaming Mouse @ Tweaknews - SteelSeries Cataclysm MMO Gaming Mouse @ RWLabs",- *MSI* GT680 Gaming Laptop Review (SSD/Bluray/i7/§Nvidia$) @ Kitguru - ASUS M5A97 EVO AM3+ @ Techpowerup - Nintendo Wii U Hands On: An Entirely Different Way to See Things @ Gizmodo - Cooler Master CM Storm Spawn Gaming Mouse @ Tweaknews - SteelSeries Cataclysm MMO Gaming Mouse @ RWLabs
1/5/2018 16:45:32,,,,1532715548,,1/5/2018 16:45:32,Ford,,Chevrolet,,T3278193535,,,,,True,"Interestingly enough, Dell will offer a 2P Opteron server in a time where Intel is considered to offer a very competitive or even superior solution with its Xeon 5100 ""Woodcrest"" processor.","You've got three really good <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Chevrolet:[OBJECT_B]</span> teams over there and they're all using the same cars and making them better each week.",You've got three really good *Ford* and §Chevrolet$ teams over there and they're all using the same cars and making them better each week.
1/5/2018 16:45:32,,,,1532715549,,1/5/2018 16:45:32,Toyota,,Nissan,,R2889877337,,,,,True,"Despite the sour news coming out ChangeWave's survey, Apple and Dell could fare better than most of their competitors.","Those with a sense of automotive history will remember that both <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> were ridiculed (or worse) by the American automotive press throughout the 1960s.",Those with a sense of automotive history will remember that both *Toyota* and §Nissan$ were ridiculed (or worse) by the American automotive press throughout the 1960s.
1/5/2018 16:45:32,,,,1532715550,,1/5/2018 16:45:32,Nissan,,Renault,,J1450447067,,,,,True,"According to Apple, who co-developed the protocol with Intel, Thunderbolt is up to 12 times faster than Firewire 800 and 20 times faster than USB2.","It's hard to keep up with all of the places that electric car promoters/builders Better Place (and their <span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> partners) are trying to do business, but we've got to keep trying.","It's hard to keep up with all of the places that electric car promoters/builders Better Place (and their *Renault* and §Nissan$ partners) are trying to do business, but we've got to keep trying."
1/5/2018 16:45:32,,,,1532715551,,1/5/2018 16:45:32,Microsoft,,Apple,,E642788090,,,,,True,Is Microsoft better because of Apple?,"Either way Android is a superior product and <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> know it.",Either way Android is a superior product and *Apple* and §Microsoft$ know it.
1/5/2018 16:45:32,,,,1532715552,,1/5/2018 16:45:32,Cadillac,,Buick,,M2009319286,,,,,True,"And if Steve Jobs thinks he can manage chip design and manufacturing better than IBM or Intel, he's a fool.","Please Select BMW of Northwest Arkansas BMW of Tyler <span style=""color: #9A14B2; font-weight: bold"">Cadillac:[OBJECT_A]</span> OF BENTONVILLE Mercedes-Benz of Northwest Arkansas Superior Chevrolet <span style=""color: #6CB219; font-weight: bold"">Buick:[OBJECT_B]</span> GMC of Siloam Springs Superior Chevrolet Conway Superior Collision Conway Superior Collision Rogers Superior Conway Group Superior Dodge Chrysler Jeep Ram Superior Dodge Chrysler Jeep Ram of Northwest Arkansas Superior Ford Superior Ford Inc Superior Hyundai Superior Kia Superior Mazda Superior Mitsubishi Superior Nissan Superior Nissan of Conway Superior Pre-Owned Superstore",Please Select BMW of Northwest Arkansas BMW of Tyler *Cadillac* OF BENTONVILLE Mercedes-Benz of Northwest Arkansas Superior Chevrolet §Buick$ GMC of Siloam Springs Superior Chevrolet Conway Superior Collision Conway Superior Collision Rogers Superior Conway Group Superior Dodge Chrysler Jeep Ram Superior Dodge Chrysler Jeep Ram of Northwest Arkansas Superior Ford Superior Ford Inc Superior Hyundai Superior Kia Superior Mazda Superior Mitsubishi Superior Nissan Superior Nissan of Conway Superior Pre-Owned Superstore
1/5/2018 16:45:32,,,,1532715553,,1/5/2018 16:45:32,Microsoft,,Google,,K1713909150,,,,,True,Didn't return it because both Google and Sony assured me that within a few months it would be better.,"<span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> Says Better Than <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> Soon",*Microsoft* Says Better Than §Google$ Soon
1/5/2018 16:45:32,,,,1532715554,,1/5/2018 16:45:32,Intel,,Dell,,I1296402453,,,,,True,"Honda quality has gone downhill in recent years, Hyundai or Ford is a much better value if shopping for a new 2012.","Interestingly enough, <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> will offer a 2P Opteron server in a time where <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> is considered to offer a very competitive or even superior solution with its Xeon 5100 ""Woodcrest"" processor.","Interestingly enough, *Dell* will offer a 2P Opteron server in a time where §Intel$ is considered to offer a very competitive or even superior solution with its Xeon 5100 ""Woodcrest"" processor."
1/5/2018 16:45:32,,,,1532715555,,1/5/2018 16:45:32,Apple,,Dell,,E573283909,,,,,True,"Now witch I choose... Asus, MSI, Gigabyte","Despite the sour news coming out ChangeWave's survey, <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> could fare better than most of their competitors.","Despite the sour news coming out ChangeWave's survey, *Apple* and §Dell$ could fare better than most of their competitors."
1/5/2018 16:45:32,,,,1532715556,,1/5/2018 16:45:32,Apple,,Intel,,A125675126,,,,,True,I know I like Mello Yello (Coca-Cola product) better than Mountain Dew (Pepsi-Cola product) and have ever since I 1st tried Mello Yello and I'll only drink a Dew if I run out of Mello Yello here in Houston.,"According to <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span>, who co-developed the protocol with <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span>, Thunderbolt is up to 12 times faster than Firewire 800 and 20 times faster than USB2.","According to *Apple*, who co-developed the protocol with §Intel$, Thunderbolt is up to 12 times faster than Firewire 800 and 20 times faster than USB2."
1/5/2018 16:45:32,,,,1532715557,,1/5/2018 16:45:32,Microsoft,,Apple,,I1350623308,,,,,True,"Decent alternatives for you might include the Android-powered Samsung Galaxy 3 , the HTC Wildfire or indeed, if you can afford the step up, the Nokia C7 for a considerably superior Symbian^3 experience.","Is <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> better because of <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span>?",Is *Microsoft* better because of §Apple$?
1/5/2018 16:45:32,,,,1532715558,,1/5/2018 16:45:32,IBM,,Intel,,B257805484,,,,,True,"Drugs such as aspirin, ibuprofen (Advil, Motrin), or naproxen (Aleve, Naprosyn) may make your symptoms worse.","And if Steve Jobs thinks he can manage chip design and manufacturing better than <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span>, he's a fool.","And if Steve Jobs thinks he can manage chip design and manufacturing better than *IBM* or §Intel$, he's a fool."
1/5/2018 16:45:32,,,,1532715559,,1/5/2018 16:45:32,Google,,Sony,,E579531964,,,,,True,"Importantly, Apple can now boast that its systems are significantly faster than competing Intel Pentium MMX systems.","Didn't return it because both <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> assured me that within a few months it would be better.",Didn't return it because both *Google* and §Sony$ assured me that within a few months it would be better.
1/5/2018 16:45:32,,,,1532715560,,1/5/2018 16:45:32,Ford,,Honda,,G959052329,,,,,True,"In the scheme of things it's not much from these car makers budgets to give me a van and let me pimp them out as only I can:  ""Mmm....kids and I are enjoying nice cold beverages from the built in cooler in my Honda/Toyota/Chrysler!""","<span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> quality has gone downhill in recent years, Hyundai or <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> is a much better value if shopping for a new 2012.","*Honda* quality has gone downhill in recent years, Hyundai or §Ford$ is a much better value if shopping for a new 2012."
1/5/2018 16:45:32,,,,1532715561,,1/5/2018 16:45:32,Gigabyte,,Asus,,L1853977815,,,,,False,cpu Intel core 2 duo e6850 4 cache 3GB Ram DDR2 KINGSTON 2x2 GB Main Gigabyte ep43 ES3G HDD SAMSUNG ATA 160 GB VGA HIS 5770 1GB PSU cooler master elite 460w Window XP SP3 32 bit,"Now witch I choose... <span style=""color: #9A14B2; font-weight: bold"">Asus:[OBJECT_A]</span>, MSI, <span style=""color: #6CB219; font-weight: bold"">Gigabyte:[OBJECT_B]</span>","Now witch I choose... *Asus*, MSI, §Gigabyte$"
1/5/2018 16:45:32,,,,1532715562,,1/5/2018 16:45:32,Coca-Cola,,Pepsi,,H1172590489,,,,,True,We just got signs from Intel and Dell that things are getting worse.,"I know I like Mello Yello (<span style=""color: #9A14B2; font-weight: bold"">Coca-Cola:[OBJECT_A]</span> product) better than Mountain Dew (<span style=""color: #6CB219; font-weight: bold"">Pepsi:[OBJECT_B]</span>-Cola product) and have ever since I 1st tried Mello Yello and I'll only drink a Dew if I run out of Mello Yello here in Houston.",I know I like Mello Yello (*Coca-Cola* product) better than Mountain Dew (§Pepsi$-Cola product) and have ever since I 1st tried Mello Yello and I'll only drink a Dew if I run out of Mello Yello here in Houston.
1/5/2018 16:45:32,,,,1532715563,,1/5/2018 16:45:32,Nokia,,Samsung,,E559239142,,,,,True,Apple IS better than Microsoft .,"Decent alternatives for you might include the Android-powered <span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> Galaxy 3 , the HTC Wildfire or indeed, if you can afford the step up, the <span style=""color: #6CB219; font-weight: bold"">Nokia:[OBJECT_B]</span> C7 for a considerably superior Symbian^3 experience.","Decent alternatives for you might include the Android-powered *Samsung* Galaxy 3 , the HTC Wildfire or indeed, if you can afford the step up, the §Nokia$ C7 for a considerably superior Symbian^3 experience."
1/5/2018 16:45:32,,,,1532715564,,1/5/2018 16:45:32,Ibuprofen,,Advil,,E616511528,,,,,True,"The Dell Inspiron 15R sports an integrated Intel HD Graphics 4000 graphics processor that provides decent performance, but don't expect to play anything too taxing.","Drugs such as aspirin, <span style=""color: #9A14B2; font-weight: bold"">Ibuprofen:[OBJECT_A]</span> (<span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>, Motrin), or naproxen (Aleve, Naprosyn) may make your symptoms worse.","Drugs such as aspirin, *Ibuprofen* (§Advil$, Motrin), or naproxen (Aleve, Naprosyn) may make your symptoms worse."
1/5/2018 16:45:32,,,,1532715565,,1/5/2018 16:45:32,Apple,,Intel,,H1213128283,,,,,True,"Upgrades like slimmer headlights, a bolder front grille, fresh wheel designs, and a more pronounced chin spoiler create a clean, sophisticated look that's better aligned with its named competitors, the Lexus RX350 , BMW X5 , Audi Q5 , Acura MDX , and Nissan Murano .","Importantly, <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> can now boast that its systems are significantly faster than competing <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> Pentium MMX systems.","Importantly, *Apple* can now boast that its systems are significantly faster than competing §Intel$ Pentium MMX systems."
