id	sentence	a	b	without_marker
G994915179	Humility will attract better than pride.	pride	humility	False
G994910293	Humility is better than pride; simplicity is better than excess.	pride	humility	False
J1571264977	Justin L. Perkins was subsequently arraigned on March 6 in Chittenden County Superior Court on charges of petit larceny (12 counts), grand larceny, violation of conditions of release, sale of stolen property and credit card fraud.	grand larceny	petit larceny	False
M1977839967	Peace is better than war, dream is superior to conflict.	war	peace	False
S3014583184	War is easier than peace.	war	peace	False
M1977841718	Peace is much harder than war.	war	peace	False
M1977840595	"Peace is far superior to war.	war	peace	False
M1977844234	Peace Is Superior to War -- 27.	war	peace	False
C384155043	A superior defense gives even a mediocre offense a much better chance for the win, obviously.	defense	offense	False
K1702649269	Mediocre offense, mediocre defense.	defense	offense	False
F857913724	Hayward played lousy offense...decent defense Burke was lousy on both ends of the court.	defense	offense	False
N2221821599	(slightly better offense, worse defense.)	defense	offense	False
T3186604268	Wiser responses to pleasure and pain	pleasure	pain	False
N2184561019	She moaned from the demanding pain or pleasure, bucking faster and breathing harder.	pleasure	pain	False
G909577443	Her hands moved faster and faster across her breasts,rubbing and rubbing the nipples, harder and harder until the pleasure wasalmost a pain.	pleasure	pain	False
M1964414274	Pain is easier to fake than pleasure.	pleasure	pain	False
G1044470632	I didn't know if it was pain or pleasure, didn't care as you took me harder, faster.	pleasure	pain	False
M2038541418	problems waking up? sleeping poorly?	sleeping	waking	False
S3068377589	Well, waking sleeping puppies is even worse!	sleeping	waking	False
S3011764729	Waking myself up in pain and sleeping very poorly.	sleeping	waking	False
S3011763882	Waking is better than sleeping.	sleeping	waking	False
O2384013566	That waking, is better than sleeping.	sleeping	waking	False
E683256564	Examples include: novel joining/welding processes that render fumes harmless; reduction of contaminant and sludge generation in processes such as electrochemical machining; modified foundry approaches that reduce or reuse current waste streams; joining and fastening processes that improve disassembly/separation; novel hybrid processes including plasma or beam processing that minimize waste production and improve material/energy use or reuse; advances in additive processing, such as solid freeform fabrication; dry machining; and nanotechnologies that address pollution prevention or remanufacturing.	fabrication	disassembly	False
C381836400	As they say in the book, assembly is the reverse of dismantling, but slower cos you forgot where all the bits are	dismantling	assembly	False
N2200777779	Should I try to start dismantling my car or is it simply better to buy a new light assembly?	dismantling	assembly	False
E587253405	Dismantling all the pieces of the shipment and getting them to the assembly area was easier than I thought it would be for this 66 year old woman and her trusty dolly.	dismantling	assembly	False
O2306480033	Storing small parts for your classic car project When dismantling your classic car it's a good idea to store small parts in plastic bags, and label them to make things easier when it comes time for re-assembly.	dismantling	assembly	False
R2874443455	This type of balance wheel which represents the ultimate in innovation, guarantees greater reliability when subjected to shock and also during assembly and dismantling of the movement, thus achieving better chronometric results over time.	dismantling	assembly	False
F894179616	Hence the repulsion/attraction.	repulsion	attraction	True
N2094568136	Repulsion or attraction?	repulsion	attraction	True
B243599999	An attraction-repulsion.	repulsion	attraction	True
Q2650013184	Therefore, we do not discuss intelligence as superior and stupidity as inferior.	intelligence	stupidity	False
O2312690368	Stupidity in others annoys you, as does superior intelligence.	intelligence	stupidity	False
I1405469790	"It is easier to copy stupidity than intelligence."	intelligence	stupidity	False
C348628310	As a result, anything that suggests inferior intelligence cannot (by definition) reflect stupidity.	intelligence	stupidity	False
L1835210205	Not only does this stupidity lead to more medication errors, but poorer people's lower intelligence also results in worse personal health habits.	intelligence	stupidity	False
O2324065708	Supply correlates poorly with demand.	demand	supply	False
O2324050678	Supply and demand rules all, for better or worse.	demand	supply	False
E564390340	demand and kind of mediocre supply."	demand	supply	False
O2324094765	Supply rising faster than demand.	demand	supply	False
O2324094766	Supply Rising Faster Than Demand	demand	supply	False
R2792945033	They reduce ecological diversity, eliminate fauna populations and can push the vegetation mix toward more flammable, faster growing species.	vegetation	fauna	False
A475666	[0004] Still, it is possible to get samples from single macrocomponents (bottom vegetation, fauna, macroparticles of solid sediments).	vegetation	fauna	False
F833434194	Great views, amazing flora and fauna, a decent sit-down restaurant as well as quality counter service, programs throughout the day, and it really provides you with an in-depth glimpse into the wildlife and vegetation of southern Arizona.	vegetation	fauna	False
S2986628921	Using native or traditional livestock breeds that are better adapted to graze semi-natural vegetation is viewed as a form of conservation grazing that can maintain areas of conservation interest to the benefit of flora and fauna.	vegetation	fauna	False
P2530275715	Their net effect on soil carbon sequestration, however, strongly depends on the complementarity of the traits of soil fauna and vegetation, as illustrated by the sharp decline in soil carbon pools caused by the invasive earthworms in North-American temperate forests that resulted in much faster litter decomposition than in non-invaded forests ( Bohlen et al.	vegetation	fauna	False
E603888205	Do religious beliefs that drunkenness is sinful or inferior to sobriety harm alcoholics?	sobriety	drunkenness	False
I1348895663	Is it better to live a life of sobriety or one of drunkenness?	sobriety	drunkenness	False
Q2722214450	The states of "drunkenness" and "sobriety" are both important in developing a better understanding of the Divine.	sobriety	drunkenness	False
C376023083	Associating whites with foolish drunkenness a nd blacks with sobriety and wit was one means of championing a public image of a morally and intellectually com petent (if not superior) black identity.	sobriety	drunkenness	False
I1318992957	In this respect, sobriety is superior to drunkenness since it gives the saints, and a fortiori the Divine messengers, the basîra , the "clearsightedness" required for the fulfilment of their function as guides.	sobriety	drunkenness	False
M2026425792	Praise and encouragement work much better than punishment and discouragement.	discouragement	encouragement	False
H1078789741	I find that many times discouragement makes me work harder than encouragement.	discouragement	encouragement	False
E624640475	During this period I discovered encouragement, many times, is a lot worse than discouragement.	discouragement	encouragement	False
D528155867	Could there be some sort of discouragement, or better, encouragement of using "How to" or "Why"?	discouragement	encouragement	False
R2852381702	This makes life a lot easier and should be an encouragement not a discouragement to getting out.	discouragement	encouragement	False
B282847313	And there is no better retort to a charge of stinginess than an act of generosity.	generosity	stinginess	False
D389444837	But I decided it is better to err on the side of excessive generosity than on the side of excessive stinginess.	generosity	stinginess	False
R2910984217	To be sure, the message of "A Christmas Carol"-that generosity is better than stinginess-can seem timeless, or even affirmatively timely.	generosity	stinginess	False
G955369210	Hmmm... Good things: 1. Independence 2. Intelligence 3. Body fitness 4. Ethics 5. Hair ...wow, this is tougher than I thought... 6. Generosity; or maybe "lack of stinginess" would be better phrasing 7.	generosity	stinginess	False
R2881941632	This window into liberal Democrats' personal stinginess is simply a reflection of their philosophy that it's better for the government to give from coercive taxation (other people's money) than it is for a private individual to give from the generosity of his heart.	generosity	stinginess	False
G972978501	(However, even I am an advocate for additional passing tracks to permit faster express trains to pass, local, slower trains.)	express	local	False
N2122101998	) runs express coach and slower local services throughout the Republic.	express	local	False
A40243073	1) Local trains are sometimes faster than express trains.	express	local	False
P2479707743	the express travels 14 mph faster than the local.	express	local	False
E689595407	Express vs Local    Getting more there trumps getting there faster.	express	local	False
Q2750628215	The uptick/downtick voting system only made it worse.	downtick	uptick	False
O2369376366	That makes it a lot harder to gauge how effectively they're handling other cases, whether there's an uptick or downtick in harassment, or what they even consider harassment in the first place.	downtick	uptick	False
H1236459913	In a matter of two weeks, the Cubs managed to uptick focusing on the long-term plan while the White Sox managed to downtick faster than Lehman Brothers (questionable management and naked short selling , anyone?).	downtick	uptick	False
N2210046241	Since consumer spending accounts for two-thirds of economic activity, this uptick in saving and correlating downtick in spending has spelled the difference between a solid recovery and the shaky one the U.S. is experiencing.	downtick	uptick	False
N2227069315	so an uptick given the aforementioned things factored in already to it's downtick to the 'green' ... just been reading a lot of negative stuff, it's just not really true so ... guess it's easier to be 100% objective out of the country right ... numbers don't usually lie, hehe	downtick	uptick	False
T3171076084	Wholesale and Retail G nicer Commission Merchant.	retail	wholesale	False
O2323371545	Superior perfumery retail, wholesale and for exportation.	retail	wholesale	False
I1243160099	IN BULK SOLID MEATS, WHOLESALE AND RETAIL.	retail	wholesale	False
B308742784	Another wants to start a wholesale trade, which offers better returns and faster turnover than retail.	retail	wholesale	False
K1655673139	L RHELYIIEIMR, Clothiugr House, WHOLESALE & RETAIL, 1!H SUPERIOR STREET.	retail	wholesale	False
J1553084477	Job and income growth are decent enough to generate at least mediocre spending.	spending	income	False
E636354218	Economists divide all our income spending into two categories: inferior goods and superior goods.	spending	income	False
O2285186997	SPENDING SOFT, BUT INCOME SOLID	spending	income	False
P2440574583	The combination of faster spending and slower income growth pulled the savings rate down to 3.7% from 4%.	spending	income	False
R2884865294	Tho female ond of tho jury was solid for conviction and U tho other for acquittal.	conviction	acquittal	False
D529163660	Countiss acknowledged that the overturned conviction and acquittal of Winfrey's father and brother made his job harder.	conviction	acquittal	False
B272749100	And "retrials after acquittal have been considered particularly obnoxious, worse even, in the eyes of many, than retrials after conviction."	conviction	acquittal	False
M2086933624	Release from a conviction or sentence is better sooner rather than later, and acquittal at trial is better yet.	conviction	acquittal	False
T3164460974	While the justice system does screw up sometimes, it's definitely better than conviction (or acquittal) by public opinion.	conviction	acquittal	False
P2452172540	The Court reasoned that the special verdict, a finding of an aggravating circumstance that authorized the imposition of an exceptional sentence, could be harmonized with the general verdict convicting Mr. Duncalf of a crime inferior in degree to the highest charged offense.	general verdict	special verdict	False
N2156561537	Selflessness versus overblown "I-am-Superior" Egoism!	selflessness	egoism	False
S3113203997	What motivates people to work harder: The promise of reward or the threat of penalty?	reward	penalty	False
I1386754525	I think its better to think of score like a reward or a penalty.	reward	penalty	False
Q2641793062	There are several risk and reward holes but beware the risks are usually a sure penalty or worse.	reward	penalty	False
E722374307	First, I want to separate the reward component and penalty component of the utility function so it's easier to test.	reward	penalty	False
H1202212283	I'm going to give myself a sliding money-based reward (or penalty) based on how well (or poorly) I do on my goals each week.	reward	penalty	False
B328238669	approbation (n.) the expression of approval or favorable opinion, praise; official approval synonyms: commendation, sanction antonyms: disapproval, condemnation, censure assuage (v.) to make easier or milder, relieve; to quiet, calm; to put an end to, appease, satisfy, quench synonyms:	condemnation	approbation	False
S3007371569	[vi] Whatever Confusion the Schoolmen introduced into Philosophy, some of their keenest Adversaries 2 seem to threaten it with a worse kind of Confusion, by attempting to take away some of the most immediate Hutcheson: 10 simple Perceptions, and to explain all Approbation, Condemnation, Pleasure and Pain, by some intricate Relations to the Perceptions of the External Senses.	condemnation	approbation	False
T3133334927	When modernist poetry, or what not so long ago passed for modernist poetry, can reach the stage where the following piece by Mr. Ezra Pound is seriously offered as a poem, there is some justification for the plain reader and orthodox critic who shrinks from anything that may be labelled 'modernist' either in terms of condemnation or approbation.... Better he thinks, that ten authentic poets should be left for posterity to discover than one charlatan should be allowed to steal into the Temple of Fame.	condemnation	approbation	False
P2463856720	The difficulty (or I better say easiness of the slopes) is the same, class 2 (only a short section), most of it is class 1.	easiness	difficulty	False
G976682624	However I think there are other factors, like difficulty of building a better mechanical teacher versus easiness of building mechanical cotton picker.	easiness	difficulty	False
P2463850158	"The difficulty of getting a living by regular work, and the easiness of getting a better living without it, tempted not only the vicious into evil ways," said I.	easiness	difficulty	False
G1048789263	I do hear that Sweet is quite a bit easier than Mild though (I did my first playthrough on Mild and have not yet played Sweet) so some people may have issues with the overall degree of easiness on the lowest difficulty.	easiness	difficulty	False
P2463850159	"The difficulty of getting a living by regular work, and the easiness of getting a better living without it, tempted not only the vicious into evil ways," said I. "When you extirpate the professional gambler you do a great deal to discourage the amateur.	easiness	difficulty	False
O2324823612	Supposedly the maximally greatest being that we can conceive of must be the "goodest" being there is, though I really have yet to determine how we can know that benevolence is objectively superior to malevolence.	benevolence	malevolence	False
G1031892884	I can't say; it's possible that there's this small decent part of Lance that truly was changed by cancer, and that his creation of Livestrong was out of benevolence, not malevolence.	benevolence	malevolence	False
O2316802061	Such an event is likely to be worse because it "challenges core assumptions people carry in the world about other people, trust, safety, benevolence/malevolence of the world and justice."	benevolence	malevolence	False
I1400235416	It is almost as common for men to conceive of God as a being of worse than human malevolence in their hearts, as to stile [?] him a being of infinite benevolence with their lips.	benevolence	malevolence	False
M1987648525	Perhaps, we'd all be better off were we to leave such a mischievous being seeming split between an internal conflict of alternating benevolence and malevolence to entertain itself by keeping it at arms length or beyond.	benevolence	malevolence	False
F747994968	forgiveness trust mercy forgiveness grudges mercilessness forgiveness leads to failure which leads to unhappiness grudges lead to inadequacy and isolation which lead to unhappiness everyone deserves forgiveness easier said than done to hold a grudge to teach a lesson will only...	mercy	mercilessness	False
R2861905090	This "presence" demands a corresponding absence as inferior and marginal.	presence	absence	False
N2243668530	Solid line: absence; dotted line: presence.	presence	absence	False
D448855976	Can we not determine whether the presence of one is better or worse than its absence?	presence	absence	False
B240244640	An absence is harder to notice than a presence).	presence	absence	False
S3107920207	What if data absence, become data presence - does that make us wiser?	presence	absence	False
L1838048993	Not tackling the deficit will lead to rising interest rates, currency instability and slower economic recovery.	lead	deficit	False
O2389705579	The 2-1 lead becomes a 4-2 deficit faster than you can say Nasty Boys.	lead	deficit	False
P2483254547	The faster growth in exports will lead to a reduction in the U.S. trade deficit.	lead	deficit	False
E651349776	Endodontic materials or instruments when displaced into the inferior alveolar canal can lead to various degrees of neurological deficit.	lead	deficit	False
G956694827	Holding the lead in Montreal tonight will be much easier than coming back from a deficit.	lead	deficit	False
B196309882	All juvenile citations are heard in adult superior court.	adult	juvenile	False
O2341054719	Targeting both juvenile and adult forms develops resistance even faster.	adult	juvenile	False
J1576013910	Juvenile demodicosis is easier to cure than adult onset demodicosis.	adult	juvenile	False
K1711156608	Miami Dolphins Embroidered on Solid Black - Regular Small Adult/Juvenile	adult	juvenile	False
T3264311835	Young aged poorly in print.	young	aged	False
G984827101	"However, very young horses (less than two years) or aged horses heal faster or slower, respectively."	young	aged	False
Q2668256479	There's middle aged and mediocre, and there's young and	young	aged	False
D459551339	CDC: Flu Hit Young, Middle-aged Adults Harder This Year	young	aged	False
N2238962429	So in short, it's just easier and safer for a parasite to use Host Language than anything else.	parasite	host	False
N2243670065	Solid lines represent host and parasite co-selection over generations.	parasite	host	False
G981561773	However, the host-parasite interactions responsible for initiating this response are poorly understood.	parasite	host	False
P2516870482	The host-parasite interaction during early filarial nematode migration is poorly understood.	parasite	host	False
M2042693662	Prokaryote genetic systems are much easier to study and better understood than are eukaryote systems.	eukaryote	prokaryote	False
Q2698119559	These evolutionary changes - from prokaryote to eukaryote, from anaerobic to aerobic - occupied the better part of two billion years.	eukaryote	prokaryote	False
M1946733050	Our empirical results on a number of Prokaryote and Eukaryote DNA contig databases demonstrate up to 50-fold filtration ratio of the search space, up to 13 times faster filtration.	eukaryote	prokaryote	False
C370664664	A solid (organic) or liquid (blood, semen, cell culture) biological sample from a eukaryote or prokaryote is mixed in a solution comprised of a mixture of trisodium ethylenediaminetetraacetic acid (EDTA), sodium fluoride (NaF), and saturation with thymol (extracted from	eukaryote	prokaryote	False
F857513901	HAWK & DOVE: Bad art and a worse story.	hawk	dove	False
P2512691155	The Hawk Dove is "nicer than it was before, but it's still a saloon."	hawk	dove	False
N2113138120	Rock better than Martian Manhunter or Hawk and Dove.	hawk	dove	False
S2992481467	@uu3y324rdry : Hawk & Dove was just... Yeah less said the better.	hawk	dove	False
G1062877804	(I'd venture to guess an albino mourning dove might be easier prey for a cooper's hawk.)	hawk	dove	False
O2323363914	Superior King or Queen	queen	king	False
Q2629865192	The queen would be more agile, whereas the king would be slower but more solid.	queen	king	False
I1350351313	ISLAND SUPERIOR KING / DOUBLE QUEEN	queen	king	False
O2323363915	Superior King or Queen Bed	queen	king	False
K1690357454	Maybe dash the queen or king lines as they appear graphically to be slower than a solid Spadina line which runs faster.	queen	king	False
C376118586	as solid electrolyte, cathode and anode, respectively	anode	cathode	False
D514458232	Consequently, anode 58 is cooler than cathode 56 .	anode	cathode	False
L1754499498	Much nicer than the inferior black or the white options.	black	white	False
G1041561995	Ideologies divide things into black and white, superior and inferior.	black	white	False
O2418553812	The black boy starts fucking the straight white boy harder and harder and faster and faster.	black	white	False
T3168977533	White was not better, just as black was not inferior.	black	white	False
R2867004712	This seemed to insinuate that the white people are superior in the black people are inferior.	black	white	False
O2323360402	Superior-inferior means top to bottom.	bottom	top	False
E583240568	Dimension 1: Top to bottom of head (superior to inferior).	bottom	top	False
R2925679164	Tonsils in humans include, from superior (top) to inferior (bottom):	bottom	top	False
J1442594660	It's been redesigned from top-to-bottom to be faster, easier to read, and better looking.	bottom	top	False
K1653621888	Lovely bottom, mediocre top.	bottom	top	False
H1236391810	In a majority opinion written by Justice Clarence Thomas, the court concluded that "if the manufacturers had independently changed their label to satisfy their state-law duty to attach a safer label to their generic (drug), they would have violated the federal requirement that generic drug labels be the same as the corresponding brand-name drug labels."	brand-name drug	generic drug	False
I1348891799	Is it better to do all capital letters or lowercase?	capital	lowercase	False
T3210905168	Worse, the keyboard does not bother to actually reflect capital letters vs. lowercase letters.	capital	lowercase	False
I1405460067	It is easier for a young child to form a lowercase letter than a capital letter.	capital	lowercase	False
S2981985499	Use all capital letters when possible because they're much easier to read than lowercase.	capital	lowercase	False
D450401030	Capital letters seem to be easier for them to write, compared to lowercase letters.	capital	lowercase	False
O2323374621	Superior Quality conductor,insulator and varnish used.	conductor	insulator	False
D542922737	Custom-made or ready-made, which is better?	custom-made	ready-made	False
Q2651202769	There has been virtually no opinion expressed as to whether a boarding school environment is better than a day school environment for learning maths.	day school	boarding school	False
H1236542140	In a meeting with the Scowishan Band11, the following exchange occurred: Question: [Commissioner] Which do you think would be better, a day school or a boarding school?	day school	boarding school	False
P2546807827	The little day school quickly developed into a boarding school offering both a solid grammar school curriculum and the equivalent of high school courses, in two sessions per year.	day school	boarding school	False
G979313052	However, personal NAS devices are also available for home users that require more storage capacity and faster performance than a non-dedicated file server would allow.	dedicated file server	non-dedicated file server	False
D434151869	By rapidly rotating both thermometers, or by blowing air over the bulbs, the temperature of the wet-bulb thermometer is cooler than that of the dry-bulb thermometer.......	dry-bulb thermometer	wet-bulb thermometer	False
D434151867	By rapidly rotating both thermometers, or by blowing air over the bulbs, the temperature of the wet-bulb thermometer is cooler than that of the dry-bulb thermometer.	dry-bulb thermometer	wet-bulb thermometer	False
D434151868	By rapidly rotating both thermometers, or by blowing air over the bulbs, the temperature of the wet-bulb thermometer is cooler than that of the dry-bulb thermometer....	dry-bulb thermometer	wet-bulb thermometer	False
H1149088657	I have heard that you can use the dry fly equivalent and it will be easier to get the bead around the bend, but I already have a decent supply of nymph/wet fly hooks.	dry fly	wet fly	False
I1398767166	It is a better wet fly pool but has also been productive in summer and early fall with dry fly fishing.	dry fly	wet fly	False
E697363130	faster import and export	export	import	False
I1247331362	In contrast, South Africa, the region's largest trader, reported slower import growth and faster export growth.	export	import	False
E572248424	Despite pretty decent export growth over the last year, import demand is running faster.	export	import	False
T3218836103	XML makes it harder, not easier to export/import and edit.	export	import	False
A152834210	A fast lane and a slow lane that will get slower and slower with every month.	fast lane	slow lane	False
B219227445	Also, the path would be even better if there were a slow lane and a fast lane.	fast lane	slow lane	False
P2483312066	The fast lane off ramps are as safe or safer than the slow lane ramps in that area, plain and simple.	fast lane	slow lane	False
N2149126398	Sections of the N2 are the only places I have ever seen where the "fast lane" is actually slower than the "slow lane".	fast lane	slow lane	False
M2078019642	Recognizing that hundreds of thermal reactor plants will be operating before a significant shift toward fast-reactor powered plants comes onto the market, it may be possible to choose some variant of thermal reactor that would make the later transition easier.	fast reactor	thermal reactor	False
E633779857	Easily 2 cents per kWh added if you want to do it properly, vitrify the aqueous wastes etc. Spent MOx fuel is nearly useless for a thermal reactor, because of the low fissile plutonium that is left in it, and mediocre startup fuel for a fast reactor, where plutonium of any type will do okay.	fast reactor	thermal reactor	False
B282700692	) and the reduction of the thermal inertia provided by the moderator in thermal reactor designs, or the liquid metal coolant in other fast reactor systems, (iv) fuel cycle technology, including simple and compact spent-fuel treatment and refabrication for recycling, (v) development of core materials with superior resistance to fast-neutron fluence under very-high-temperature conditions with good fission product retention capabilities.	fast reactor	thermal reactor	False
Q2708566706	These values are similar, but in a poorly designed swage channel a little bit of looseness to an already compressed fixture can permit copper heatpipes to settle back into the channels, away from the CPU.	fixture	looseness	False
Q2747395679	The type of wine produced has changed, for example, with varietal wine (Chardonnay, Cabernet Sauvignon) increasing faster than production of generic wine ("Chablis," "Burgundy").	generic	varietal	False
Q2742918444	The translation is a bit rough in parts, but it says their goal is to take away a major profit center for illegal drug traffickers, and also to give addicts of harder drugs a soft drug that they can consume freely and safely (note: this is the complete opposite of the "Gateway Drug" theory prevalent in the U.S. Uruguay wants to use marijuana as a gateway for hard drug addicts to re-enter mainstream society).	hard drug	soft drug	False
F848115493	Hardware gets faster, software gets slower.	hardware	software	False
N2232778967	"software gets slower faster than hardware gets faster"	hardware	software	False
N2232778969	"Software gets slower faster than hardware gets faster".	hardware	software	False
T3186407078	Wirth's Law: Software gets slower faster than hardware gets faster.	hardware	software	False
N2232778970	Software gets slower faster than hardware gets faster... N. Wirth	hardware	software	False
L1862037188	Occasionally when travelling into or with the wind, the boat will be trimmed forward, aft, to larboard, or to starboard to give it better stability.	larboard	starboard	False
I1347578688	I should explain that the space under the topgallant forecastle was divided by a bulkhead running fore and aft into parts forming separate cabins, one called the starboard, and the other the larboard berths, with bunks built up on both sides, one above another, or rather, in two stories, to explain myself better.	larboard	starboard	False
K1626682749	Lieutenant Lynch, who was at my elbow dived out underneath tho starboard ridge rone, at the moment when thero was about four feet water on thu deck, und I had th good fortune to get clear, in the same way, through the larboard side, and also lo take direction which brought mo to the land, with out having seen any thing whatever to guide mo through darkness worse than mat niuht.	larboard	starboard	False
T3147665473	Whereas by the V and VI Articles every private Ship is directed to fire Musquets and beat their Drums and ring their Bells, yet for the better avoiding any accident that may happen, when sailing upon a wind, by a particular Ship being taken at Stays, the Ships while on the Starboard Tack shall fire Musquets and beat their drums only, and on the Larboard Tack they are to fire Musquets and ring their Bells only.	larboard	starboard	False
A107756738	8. McKeehan's note: "To prevent mistakes, owing to the very winding course of the river, Starboard side and Larboard side were made use of in the original journal, instead of north side and south side; during the remainder of the voyage up the Missouri; but have been changed to north side and south side, as being better understood, and sufficiently representing the general course of the river."	larboard	starboard	False
O2320765124	Summary: Buyer Beware: Windows Mobile 6.1 is not a stabile OS, the iPhone is hands down a better device.	mobile	stabile	False
O2289918018	stabile - An abstract sculpture that has movable parts similar to a mobile, but that is attached to a solid, unmovable base rather than suspended.	mobile	stabile	False
A155041059	Affirmative demonstration is superior to negative.	negative	affirmative	False
A155040247	"Affirmative" and "negative" were easier to differentiate.	negative	affirmative	False
A55863725	26 Since affirmative demonstration is superior to negative.	negative	affirmative	False
T3219515111	XXV.: That Affirmative is superior to Negative Demonstration	negative	affirmative	False
F818329915	God's negative is better than the world's affirmative.	negative	affirmative	False
L1817664368	Non-volatile storage and solid-state reliability	non-volatile storage	volatile storage	False
Q2641514006	There are serious needs for solid state non-volatile storage.	non-volatile storage	volatile storage	False
M2001883667	Placing such an index on faster non-volatile storage, such as a Solid State Disk (SSD) has some performance benefits.	non-volatile storage	volatile storage	False
E697352965	Faster binary programming and reduced power consumption are provided in a non-volatile storage system.	non-volatile storage	volatile storage	False
T3187440485	With 9/11 a renewed interest in preserving the name of Islam helped many sisters research their hijabs to better explain it to prejudiced persons and more modest loose fitting robe abayaat began to return, as well as more Western takes on the Qu'ranic classic, such as open styles (only hijab when also paired with a modest long dress underneath that is itself an overgarment not the undergarment).	overgarment	undergarment	False
A312131	[0002] Solid oral dosage form drug products for human use include prescription drug products, over-the-counter drug products, biological drug products, and homeopathic drug products.	over-the-counter drug	prescription drug	False
G1022895036	I believe that a new, solid core rotor piece facing the solid core stator piece will give better results.	rotor	stator	False
I1285030235	In Salome, I defined a Rotor Solid and a Stator Solid.	rotor	stator	False
K1664093033	Main Parts of Turbogenerator Stator Core Cooler Insert Cover Rotor fan	rotor	stator	False
E633732109	easier, faster compliance testing with source and sink method of implementation.	sink	source	False
S2959321015	Typically, a current source is slower than a current sink.	sink	source	False
O2273484595	Source-to-sink systems are poorly known in tropical rivers.	sink	source	False
P2546054400	The link between the source and sink is solid (e.g.	sink	source	False
P2574257262	The newer Source/Sink model is easier to program against.	sink	source	False
S3014763049	Warm-up routines should start slower and more general and progress towards faster more specific movements.	specific	general	False
J1412093922	It is of course, easier to obtain in the general and harder as we move to the more specific.	specific	general	False
Q2693132475	These benefits may be specific as in a faster way to do analysis or general as in easier to use.	specific	general	False
D531307995	Cowley Mistress, Coldness iii, "Though Heat dissolve the Ice again, The Chrystal solid does remain.	heat	coldness	False
K1664320164	Maintaining the coldness of the return path will only make your compressor 'work harder' (to compress & heat up the gas).	heat	coldness	False
A21666971	1. 2 hours can be deadly in the summer heat, I would recommend that you travel with it very cold - look up Liz Marek's "Box Cooler" instructions and make a cooler/box to help insulate that coldness.	heat	coldness	False
D424146734	But when it changes from a solid to a liquid then it absorbs heat; its coldness disappears and its crystals melt.	heat	coldness	False
D395555029	But isn't hardness better than softness?	softness	hardness	False
G950163485	His penis grew hot, the pulsations faster, the small softness giving way to immensity, to hardness.	softness	hardness	False
Q2659726106	__________________ There is only one Quality worse than Hardness of Heart, and that is Softness of Head.	softness	hardness	False
Q2716475522	The solid element gives consistency to matter varying from hardness to softness.	softness	hardness	False
A784907	[0008] Under better texture, we understand herewith a controlled softness, a better crispiness and controlled hardness.	softness	hardness	False
H1092729851	If the analogy was pursued, in the case of divorce the point would be to condemn an attitude of frivolity or lack of seriousness about marriage, and to encourage an attitude of loyalty to a partner 'for better or worse, until death'.	seriousness	frivolity	False
Q2614649165	the point of the post is not the frivolity or seriousness of this man's decision to leave the wife he thought was a more modest woman, but to reveal, in technicolor glory, how deadly serious men judge women's sluttiness, and how biologically ingrained this cruel judgment happens to be. if women don't want to risk losing their marriages to enraged, betrayed men, then they had better think twice before running riot in their premarital days with a battalion of cockas.]	seriousness	frivolity	False
N2243676972	Solid matter had gravity, airy things had levity.	levity	gravity	False
K1624459546	Levity helps us overcome gravity, especially when we shine the light of laughter on those poorly-lit corridors of power.	levity	gravity	False
K1732201456	More likely, its centre of gravity (or better, of levity) is located somewhere deep within the solid metal inner core (cf.	levity	gravity	False
O2308803050	Striking a balance between levity and gravity, it is a culturally relevant interpretation of the "Find Better".	levity	gravity	False
A58184738	2. After the simple inquiry of gravity and levity, proceed to a comparative inquiry; viz., which heavy bodies weigh more, and which less, in the same dimensions; and of like ones, which mount upward the swifter, and which the slower.	levity	gravity	False
R2908363194	To accomplish this goal you should build your relationship around a solid friendship founded on trust, closeness, honesty, and a sense of openness that includes mutual self-disclosure.	openness	closeness	False
M2018066216	Pop stars, conversely, have become more and more adept at being themselves, or at least constructing pseudo-selves for social-media consumption; better at manipulating the levers of closeness and distance, openness and mystery, that social media requires.	openness	closeness	False
B292799575	And, yes, I understand, that Jagex does not owe anything to the fan sites, but I do believe that better results for everyone can be achieved using cooperation and openness rather than disdain and closeness.	openness	closeness	False
N2151535624	Seeing as the Leveson inquiry is concerned not only with the appalling behaviour of journalists in hacking phones and the like, but also the unpublicised closeness between politicians and newspaper executives and therefore, tacitly, matters of transparency and openness, it might have been better if Leveson had simply stated, in public, that he thought Michael Gove was behaving like a bit of a twat and that such comments about his inquiry were not only unhelpful but might undermine the whole shebang.	openness	closeness	False
P2520096870	the idea that femininity and femaleness is inferior to masculinity and maleness i.e. gender hierarchy:	masculinity	femaleness	False
O2414121903	"The belief that maleness and masculinity are superior to femaleness and femininity."	masculinity	femaleness	False
L1919418850	On the other hand, traditional sexism is "the belief that maleness and masculinity are superior to femaleness and femininity" (14).	masculinity	femaleness	False
S3117688063	What trans-misogyny is and means is NOT "reification of femmephobia and by extension misogyny through scapegoating of those who most embody the concept that femaleness and femininity are not inherently inferior to or less preferable than maleness and masculinity".	masculinity	femaleness	False
B230566719	Amanda Hess offers a definition by fellow feminist Julia Serano, stating that misogyny is the belief that "femaleness and femininity are inferior to, and exist primarily for the benefit of, maleness and masculinity."	masculinity	femaleness	False
P2525893462	The intercept of each power law function with the 100% solidity axis represents the effective stress necessary to remove all porosity from naturally pure sedimentary particles of that granular solid mineral.	solidity	porosity	False
