id	sentence	a	b	without_marker
C380119065	As the maps grow, the hash table retrieval time will stay constant, and the red-black tree time will slowly grow until it is slower than a hash table.	Redâblack tree	Hash table	False
H1206626308	I'm mapping views for a rolling hash table.	Rolling hash	Hash table	True
Q2664888000	There's almost never any excuse for re-implementing your own vector or linked list or hash table yourself "because it is faster" because it almost certainly never is.	Linked list	Hash table	False
F743709478	For example, if you're doing a lot of random adding and deleting of entries, a hash table will be much faster than a linked list.	Linked list	Hash table	False
D413127386	But the kind of person who is talking about using a hash table because it's faster than a linked list when you are dealing with at most 5 objects needs to hear that as an absolute.	Linked list	Hash table	False
B319499735	Anyway, using Fortran pointers for anything more complex then a linked list/hash table is usually too error-prone and compiler-dependent, and is often better done using allocatable arrays.	Linked list	Hash table	False
B236568233	A modern hyper-optimized multi-threaded processor running super-optimized code to look up data by key in a 10,000,000-item linear linked list stored in RAM would be slower than a much slower processor running a rather simply-coded nested hash table.	Linked list	Hash table	False
A15040394	[10] B. Vastenhouw, R. H. Bisseling: A Two-Dimensional Data Distribution Method for Parallel Sparse Matrix-Vector Multiplication, SIAM Review, v.47 n.1, p.67-95, 2005 [11] J. T. Bradley, D. V. de Jager, W. J. Knottenbelt, A. Trifunovic: Hypergraph partitioning for faster parallel PageRank computation, LECT NOTES COMPUT SC, 2005, Vol: 3670, Pages: 155 - 171, ISSN: 0302-9743	Hypergraph	Matrix	False
I1256845461	In excess of 2300sq ft the deceptively spacious accommodation comprises, to the ground floor, an entrance hall leading to a double reception room which has solid oak flooring, a beautiful feature fireplace, a conservatory, a large kitchen/dining room which leads to a secluded decked garden featuring a pagoda at the rear section of the garden.	Double	Pagoda	False
I1249177002	Indeed, complex SD allows complex matrix operations which are faster than real counterparts in double dimension.	Double	Matrix	False
T3245545239	You can then also just typedef a float and/or a double matrix, depending on the system you are running on and which one works faster/better there.	Double	Matrix	False
D530173364	Coursework must be word processed in a 12 point font, use double-line spacing and should avoid using inferior-quality dot-matrix printing.	Double	Matrix	False
E663731304	E.T. perhaps works better as modern myth than as science fiction, which goes double for The Matrix .	Double	Matrix	False
E609743716	Do you think it is a better idea all around to do matrix computations in single or double precision?	Double	Matrix	False
R2865515646	This results in a sort of matrix; most of the time, the superior value succeeds, and sometimes it succeeds double-plus good.	Double	Matrix	False
N2205730215	Silva has never fought a guy so well rounded and his matrix shtick won't mean shit when GSP double legs him and merks him to a solid UD.	Double	Matrix	False
F746694091	For example, when the solid matrix forming monomer contains a reactive double bond, suitable curing methods include heating, irradiation with UV radiation, irradiation with electron beams (EB), etc.	Double	Matrix	False
C376977399	As stated above, the use of the intercalator-substituted solid matrix is solely for the purpose of capturing and concentrating nucleic acids in double-stranded form.	Double	Matrix	False
E708932080	FIG. 3 shows a cooler block comprising a cooler matrix 300 of the charge-air cooler of the embodiment, in this case a double-row charge-air cooler having a plurality of the stepped air fins 101 and flat pipes of the invention.	Double	Matrix	False
Q2630923382	The Rab Women's Wintertrek Pants use a combination of heavy and midweight Matrix DWS stretch double weave softshell to provide wind and water resistance and high durability for mountain use in cooler conditions.	Double	Matrix	False
L1915242280	On SPARC machines it makes thinkgs much slower, because when the matrix product is done in the R matprod procedure, it accumulates sums in "long double" form, which is extraordinarily slow on our SPARC machine.	Double	Matrix	False
H1164384200	I implemented it for matrix operations and it perform exactly as fast as working with primitive types directly, with double, decimal and integer while with single it is about 30% slower (time is 150%).	Double	Matrix	False
P2470080744	the EAH5870 MATRIX is quite radically changed from the reference model with double the amount of memory onboard at 2GB, superior voltage regulators, a much more effective cooling system and of course a big bump in clock rates.	Double	Matrix	False
L1822871502	Northwave also exploited its winter sports experience, choosing to employ on Matrix the new X-Crossbow sole, and making it the first All-Mountain shoe with the innovative double-crossbow construction, providing superior foot support and outstanding heel shock absorbing.	Double	Matrix	False
A149951170	A double-vacuum-bag process has been devised as a superior alternative to a single-vacuum-bag process used heretofore in making laminated fiber-reinforced resin-matrix composite-material structural components.	Double	Matrix	False
F736694885	For all its work on double-takes, however, the research did not examine the phenomenon of why successful Keanu Reeves movies - "Bill and Ted's Excellent Adventure," "Speed," and "The Matrix" - failed to spawn decent sequels.	Double	Matrix	False
A122085365	A b-tree rather than a linked list (or a b-tree OF linked lists) might be a better search-and-destroy method.	B+ tree	List	False
G1058975837	I don't think you adequately analyzed your second suggestion (maintaining a priority queue, when all you need is the next event, is generally superior to maintaining a sorted list).	Priority queue	List	False
A115596310	A better approach would be to store the loading items in an array (or eventually some sort of binary search tree, or possibly a hash map).	Binary search tree	Array	False
L1861285362	Obviously the data structure in the above could just be an unordered array but a better way to do it is to use a binary search tree because 3. will then be O(log n) rather than linear.	Binary search tree	Array	False
K1690337593	Maybe conkey had better be an int2[] variable-length array.	Variable-length array	Array	False
E727546794	- Fixed bug #1201330 : Dangerous variable-length array (VLA) declaration in map_generator.cc - Fixed bug #1202040 : Soldier preference button graphics - Fixed bug #1202133 : Dialogs (and list of maps) have white background and repetition - Fixed bug #1202146 : With opengl enabled, screenshots display edges in terrain strangely - Fixed bug #1202228 : Better controls for specifying preference of strong and weak soldiers - Fixed bug #1202499 : Can't open directory with maps - Fixed bug #1203121 : Latest trunk FTBFS on Ubuntu 12.04                          (src/helper.	Variable-length array	Array	False
J1463023744	It's probably better to model a row as a Map instead of an array list.	Array list	Array	False
H1174725614	I know that the array list is more of a structured and overall better way of doing this.	Array list	Array	False
K1709463968	method for better performance, for details check How to sort Array List in ascending and descending order .	Array list	Array	False
D388963968	But, I am reading the schema and storing it in a array list, because it is easier to implement, and it demands less code.	Array list	Array	False
T3248469274	You'd be better off creating a new array/list and appending the first 50 elements to it if you want to use lists/arrays.	Array list	Array	False
T3196029829	Without checking the link posted and assuming that an array list is 3 times slower as you say then the speed difference is likely to vary accross JVMs, several things could influence the speed of getting a value back.	Array list	Array	False
R2813402731	This boils down to the definition of your "retrieval", if it is finding arbitrary object A in an array list vs hashmap/set, a hashmap/set will be faster (asymptotically).	Array list	Array	False
H1196275189	I'm aware that I need to make some kind of Array list and use objects, but is there an easier way to do this without scrapping my old method completely?	Array list	Array	False
I1395876172	I thought first store them in an Array List but I don't know how would be the better way to achieve this, please give a hand, thanks in advance	Array list	Array	False
N2252339323	Someone else may had better suggestions for auto refreshing with out using a button, perhaps you can have a thread monitor changes to the array list and when they change refresh the text area.	Array list	Array	False
O2331705859	Synchronized operations consumes more time compared to non-synchronized ones so if there is no need for thread safe operation, Array List is a better choice as performance will be improved because of the concurrent processes.	Array list	Array	False
J1461728575	It sounds like- the better part of a decade later- they finally figured out that univeral types and being able to express types like 'int array list list' is a good thing.	Array list	Array	False
R2882585174	This would also help immensely if you wanted to make a 3D version... Also, there's a way to use what's known as the Strategy Pattern (along with a hash map or array list) to make moving/searching in different directions far easier.	Array list	Array	False
H1081434056	If it's an array list, using get(int) is very efficient, and the for-loop with the int counter is going to be a little better (from a put performance perspective) than creating the Iterator -- but basically just the cost of creating the Iterator object.	Array list	Array	False
J1423676512	It may seem one tree implementation is much better, but a much simpler linear octree in an array may turn out to be many times faster than a BSP in actual use once the program has run a while.	Linear octree	Array	False
D492537672	Clojure and Scala use something similar to a Hash array mapped trie , except an immutable variant that allows for faster updates by copying only the branch that is affected by the update in O(logn).	Hash array mapped trie	Array	False
I1319660669	In this talk I will describe a new map data type that uses a recently developed data structure, a hash array mapped trie, to achieve better real world performance.	Hash array mapped trie	Array	False
F850859343	%%% hashing; double hashing; fast set member	Double Hashing	Set	True
K1706193846	Memory usage isn't considered, maps are tested with only one data set, not all maps use the same double hashing that HashMap uses, iteration isn't tested, getting keys not in the map isn't tested, etc.	Double Hashing	Set	True
B277364915	And that means coming clean about working on revising my assignment and needing to make it better.	Clean	Assignment	False
P2559057349	The method is clean and uncomplicated, and provides the Gram assignment much faster than by conventional Gram sign protocols or by prior art methods based on fluorescent staining.	Clean	Assignment	False
T3146566197	"When you say you got a D [grade] because it's poorly commented and spaghetti code and you say, 'But it works,' you say, 'Yes it works, but your assignment was to write clean, well-documented code.'	Clean	Assignment	False
Q2716609708	The solution isn't necessarily to disable OKH / STAVKA's movement, it's to get the support unit assignment interface is a fast and clean enough state that it's faster to do that instead of railing Zhukov around.	Clean	Assignment	False
J1513458446	I was appalled that the school could use this to clean and prevent tools from rusting in the "organic garden" We have since decided not to do this assignment as replacement oils on-line have suggested even worse--motor oil!	Clean	Assignment	False
Q2672494113	The result is much more focus, brainstorming, improvisation, creativity, engagement, collaboration, and FUN (and even better clean up) than when we just do the traditional one-assignment-at-a-time structure.	Clean	Assignment	False
T3167721547	While your solution is very clean and a much better way of programming, I'm sure, the assignment was specifically to "replace each switch statement with two or more function calls," as defined by the professor's instructions (silly, I know).	Clean	Assignment	False
M2044625405	Pros: + Large case with ample room to grow the system + Good video card (Nvidia EVGA 570) + Good set of included software + Hot Swap drive bays are a great idea, but... (See below) + 950w PSU + Clean case assignment and decent cable management + SD Card reader is great addition	Clean	Assignment	False
H1075802688	If I clean out 1 drawer, by the time I get to the 2nd one, the 1st one is messed up again!! Maybe it would work better if I pretend I am still in school and it was an assignment that I had to do one each day (LOL).	Clean	Assignment	False
M1989414484	Personally, I am grateful about some of the discussions I had here that enlightened me to solve a certain aspect of my assignment in a better and more elegant way and I didn't mind when I had to clean my Data class so it would only use String[] instead of using a Room object to make it more reusable and generic and applicable to other application domains.	Clean	Assignment	False
R2922644285	To make transportation easier, the dried beans are then packed in clean sacks made from sisal .	Clean	SISAL	False
L1920784826	On the upside, FLOR's sisal carpet tile are easier to clean-and softer underfoot.	Clean	SISAL	False
N2217437469	Sisal fibers give the solid pattern a richly woven look, while the fringeless cotton border creates clean contrast.	Clean	SISAL	False
B221622948	Alternative: Eliminate need for lumber and sisal rope by using clean, solid, bark-covered tree limbs or trunks approx.	Clean	SISAL	False
L1784907082	Natural area rugs made from sisal fiber is a smart alternative to wall-to-wall carpeting for allergy sufferers, as they're easier to maintain and keep clean.	Clean	SISAL	False
N2243748716	Solid wood construction just like you expect from fine furniture Clean understated American Craftsman styling fits in anywhere Premium sisal scratching surface in tightly woven neutral color Use in a...	Clean	SISAL	False
D477633528	Choosing materials such as waxed linen, cotton, or some clean finishing cord such as polyester cable over jute or sisal will allow for a much smoother movement of the cable through a pattern - and it will even be easier on your hands when it comes to establishing consistent tension throughout the entire crafting process.	Clean	SISAL	False
T3175358999	Why is Clean faster than Haskell?	Haskell	Clean	False
F751007126	For many applications, Clean is appreciably faster than Haskell,...	Haskell	Clean	False
F751007127	For many applications, Clean is appreciably faster than Haskell, and at least on par with OCaml.	Haskell	Clean	False
A159300424	After all, it is easier to program in Haskell, Clean or Scheme than in LaTeX.	Haskell	Clean	False
F848041487	hard to make with Haskell (though, in Clean a bit easier, sorry for	Haskell	Clean	False
H1211042650	I'm not trying to prove that Haskell (or Clean or whatever) is superior, as I'm not trying to prove that any approach is superior.	Haskell	Clean	False
Q2630051201	The question is, can the Clean compiler, in combination with Hacle, produce faster executables than existing Haskell compilers?	Haskell	Clean	False
G1042979999	I did look at Clean and it looks like it has somewhat nicer record syntax... but it doesn't look like anything haskell couldn't do better if it one day got a real record system.	Haskell	Clean	False
I1302372004	In the case of the program below, Haskell System.Random library seems to work much better than Clean MersenneTwister.	Haskell	Clean	False
G970875196	However, after a while I found my beautiful, clean Haskell was becoming harder to read and understand than my original C so I gave up.	Haskell	Clean	False
B185967785	A language like Haskell or Clean would be a better choice, but there's social issues, as well as implementation issues surrounding those.	Haskell	Clean	False
I1277089925	In order to get a better feeling of the thing, here is the 'solvit´ function, in Clean and Haskell (you can consider the # as a kind of do):	Haskell	Clean	False
H1116914361	If you know order dependencies due to uniqueness typing (Clean, Mercury) or monads (Haskell) then a higher level language is easier to optimize because the optimizer knows which rearrangements are safe.	Haskell	Clean	False
G986148652	However, you'd probably be much better off learning to write really clean, idiomatic Haskell, as the people behind it are some of the smartest programming language people that have walked the Earth.	Haskell	Clean	False
G939208248	Hi Don, I think you're providing workarounds for some serious short- comings in Haskell! while a fully integrated design would be nicer (as in the old orthogonally persistent systems - google for "type-safe linguistic reflection"; or more recently in Clean), I look forward to having at least a pragmatically oriented subset of the features available.	Haskell	Clean	False
M2074316772	Reasoning about Haskell definitions is a lot easier than reasoning about programs that use destructive assignment.	Haskell	Assignment	False
I1409589842	It is much easier to hire someone with an extensive background in Java or C++ than it is to find someone that has done more than a college assignment in Haskell.	Haskell	Assignment	False
K1609135496	Launch the damn Singularity already so you can give yourself a better temporal-assignment-of-credit algorithm, eat 7 cakes without gaining weight, and push your daughter on the swing and canoe past crocodiles while composing weird jazz fission and programming meta-Haskell and kiss your wife while proving theorems that are themselves hyperdimensional conscious beings... yadda yadda... Focus!	Haskell	Assignment	False
N2203699400	Side effects include I/O, mutable assignment (destructively writing to memory), generating random numbers etc. Haskell of course has to allow these things otherwise it could not produce useful programs it just does a lot better job of isolating these side effects from Code that does not have these side effects which have many benefits first most being the ability to compose/glue code together in all sorts of neat ways and not having to worry about unintentional side effects.	Haskell	Assignment	False
S3038787699	"We'd better wait outside while they clean up," Miranda said.	Miranda	Clean	False
S3063947201	Well, in the paper, Wadler argues that Miranda, a non-strict (aka lazy evaluation), pure (no destructive assignment) programming language would better serve the goals SICP; in other words it is a superior language for teaching.	Miranda	Assignment	False
I1261300267	(inferior-lisp-proc): Clean up error message.	Lisp	Clean	False
E633755411	Easier to learn (small language, being a (very-clean) Lisp)	Lisp	Clean	False
K1692054920	Maybe Java code is longer but it is much easier to read because it is talking to You and has a clean structure, whereas this LISP is nesting and neting and nesting.	Lisp	Clean	False
L1866001869	Of course it's much easier to attempt with languages like Lisp and Python that have simple clean syntax, rather than languages like Perl and C++ with complex byzantine syntax.	Lisp	Clean	False
I1344187963	I say tricky, because I actually was not able to find a clean solution (without toggling TILEMODE) - perhaps some of you LISP "Jedi masters" will know of a better way?	Lisp	Clean	False
R2869154512	This solution creates a new Racket instance for every evaluation, and hence is not as efficient as an Inferior Lisp based solution (or similar), but it works, is more straightforward, avoids Racket issues such as specifying the correct module context for evaluating the code, and the evaluation context is always "clean" as a new Racket instance is used.	Lisp	Clean	False
L1819881639	No pitting, peening or crack closure Rinse Parts Clean Superior Flowability Water Soluable Easier Disposal	Closure	Clean	False
A33168155	18 square Reverses to solid ivory.Button closure; insert sold separately.Spot clean.	Closure	Clean	False
N2102054121	Reversible headband with one solid side & one printed side with bonded closure for clean, sleek finish.	Closure	Clean	False
M2052528822	Push pull and hyper flow caps are just harder to clean compared to the simplicity of the closure cap.	Closure	Clean	False
K1716429773	Mile 12 market neater, better after closure 'As you can see, every where is clean.	Closure	Clean	False
I1371700168	It didn't create a clean, solid closure and there were gaps when I sat down and stuff.	Closure	Clean	False
T3211874700	Would it be better to state that the closure class has a defaulted move constructor and a defaulted move assignment operator?	Closure	Assignment	False
O2419066768	The block is a lexical closure, not in the same frame as the outside function so you get the usual assignment to local problem, but its worse because it looks like a suite in the local scope the same way for and while suites are.	Closure	Assignment	False
I1408983193	It is likely that, as a test pilot, he considered commanding the first manned Gemini flight a far superior assignment to spending several days in the cramped, trouble-prone Mercury design that had already tried to kill him once.	Mercury	Assignment	False
S2948943138	Try to postpone all official acts, such as signing papers or beginning an assignment, until Mercury goes direct on September 2 or, better still, leaves Leo for good on the 10th.	Mercury	Assignment	False
L1887939865	Once Mercury is moving forward in your house of work and other obligations, you'll have a better chance of landing a job or tackling an assignment that is both emotionally nurturing and financially rewarding.	Mercury	Assignment	False
T3136082261	When she talks her boss into giving her a better assignment, she doesn't anticipate it will actually lead her back to a cult leader: the charismatic Galileo Mercury, who turns out not to be a cult leader at all, but a bona fide angel.	Mercury	Assignment	False
S2958835550	Typed arrays are expensive to create, but much faster to access than objects or even normal javascript arrays, so this single allocation and multiple assignment pattern works well.	JavaScript	Assignment	False
L1765568053	My first assignment is typed array implementation improvements in JavaScript so Firefox can perform WebGL, audio/video and binary data better.	JavaScript	Assignment	False
B255279333	And hey this is my v1 :) If I end up implementing something browser based in Javascript I have better and more reliable ways to do this color assignment.	JavaScript	Assignment	False
D417327590	But the syntax is much nicer in JavaScript 1.7 with the addition of destructuring assignment (if you're lucky enough to be targeting an environment guaranteed to support it (e.g. a Firefox extension)):	JavaScript	Assignment	False
A26568024	15/10/04: GPAC 0.2.1 release - massive fixes in javascript (assignment was only 50% working), new faster, less memory-hungry implementation (and Othello reg test now passes!!) - CreateVrmlFromScript support for VRML content.	JavaScript	Assignment	False
J1519458249	I was recently reading Google's JavaScript Style Guide when I came across the following claim: "Note that since assigning values to an array is faster than using push() you should use assignment where possible."	JavaScript	Assignment	False
T3234892921	You are correct in wanting to use the jQuery click event assignment rather than onClick - it makes your code easier to read, and is required by the principle of Unobtrusive Javascript.	JavaScript	Assignment	False
J1545123558	JavaScript (through ES6 and ES7) is getting a true module system, data observation ( Object.observe() ), better language constructs ( arrow functions , rest parameters , destructuring assignment ) and native promises after years of client-side libraries coalescing around an idiom for async behavior.	JavaScript	Assignment	False
M1955749026	Outside of this basic requirement, your initial assignment will be to make some specific changes to make the site run faster as reported in Google Insights (Javascript and CSS optimisation, image optimisation and other items to make sure the site is loading at optimal speeds).	JavaScript	Assignment	False
I1334757934	I really don't have words to thank you, am studying Web design with Unisa, I was clueless and the Text book don't help at all, I was ready to give up, I didn't even do my 1st assignment because I didn't understand, javascript is worse, I wanted to cry till I found these lesson that took me from 0-10, you really gave me hope	JavaScript	Assignment	False
T3278252376	You've got to have some situations where your scheme is harder for them to pick up just by assignment.	Scheme	Assignment	False
B295339776	An efficient routing and wavelength/waveband assignment scheme helps to relax this restriction, reduce blocking, and provide better network throughput.	Scheme	Assignment	False
D400866677	Butler believes Shazier's ability to think about the entire scheme instead of his own personal assignment will make the transition from college to the NFL easier.	Scheme	Assignment	False
G976723424	However, it is a good idea to stick to a standard color assignment scheme, to make it easier to get cables terminated the same way on both ends.	Scheme	Assignment	False
S3114373298	What's easier to believe: he played well the whole season and plummeted in this game, or the scheme gave him a really difficult assignment?	Scheme	Assignment	False
Q2626949875	The proposed scheme shows better performance corresponds to the equal power assignment when the total power is sufficient with respect to the network size.	Scheme	Assignment	False
S3075370014	"We played much better as far as our assignment, and we didn't have those giant busts with our scheme and those mental mistakes.	Scheme	Assignment	False
A151847032	A dynamic and distributed channel assignment scheme has been proposed which generates the network topologies ensuring less interference and better connectivity.	Scheme	Assignment	False
D493849391	Clutts is ahead of Copeland when it comes to having a working knowledge of the scheme and a better feel for what he has to do assignment-wise.	Scheme	Assignment	False
E669444778	Even playing within the same scheme, they would have done better if they simply kept their assignment instead of losing position due to over-aggressive play.	Scheme	Assignment	False
F818986421	Going back scheme-wise defensively in what we're doing- assignment, alignment, gap responsibility, coverage- all those things that you don't get better at until you do them.	Scheme	Assignment	False
O2406201817	The assignment had a back story - we were acting as white hat investigators at a company where the CFO's 12 year old nephew made the poorly thought out security scheme that we were hacking.	Scheme	Assignment	False
J1436462056	It's a lot harder to find a diverse player, that can win their match-up more than they lose it, and follow their assignment within a scheme, than some seem to think.	Scheme	Assignment	False
F794444924	Future Social Security numbers could be made more secure by switching to a randomized assignment scheme, but protecting people who already have been issued numbers is harder, the researchers said.	Scheme	Assignment	False
Q2638540744	There are many factual errors in this page, and the introduction is extremely misleading by stating that Scheme encourages recursive processes over iterative processes ''and'' that iterative code using assignment would be faster.	Scheme	Assignment	False
J1414682539	It is simply easier to blame the scheme or play call than it is to identify which player lost their assignment, and evaluate to what degree that was poor play by our guys or good play by their guys.	Scheme	Assignment	False
R2807000724	think it would be easier to turn Emacs Lisp into Common Lisp, than to	Emacs Lisp	Common Lisp	True
N2139030103	Scheme is a nicer language IMO than Common Lisp, for sure, and would be an improvement over emacs lisp too.	Emacs Lisp	Common Lisp	True
E647579686	Emacs Lisp has many features of Common Lisp, although it is considerably smaller (and thus easier to master).	Emacs Lisp	Common Lisp	True
J1439584420	It's arguably closer to Common Lisp, and in many ways it's inferior to both of them, but learning a little about Common Lisp or Scheme will improve your Emacs-Lisp coding dramatically.	Emacs Lisp	Common Lisp	True
F755406285	For myself, I use Common Lisp as much as I can, and plan to learn Erlang and Haskell to see what they can bring me for better & more productive code.	Erlang	Common Lisp	False
P2549902661	The lush language is small compared to ANSI Common Lisp and is optimized for numeric calculations.	Lush	Common Lisp	True
O2403296685	The applications were originally written in Common Lisp, but, as I add new features, I see where a continuation-based web server might eliminate some of the standard HTTP interaction baggage and better facilitate mental flow while exploring ideas.	Continuation	Common Lisp	False
L1896420551	One might argue that Clojure is a decent enough lisp, but my current quest is all about Common Lisp really.	Clojure	Common Lisp	False
D492539056	Clojure is a Lisp-1, so the shared namespace is generally better than Lisp-2's like Common Lisp.	Clojure	Common Lisp	False
K1635466465	Linux expert, algorithm savvy, very strong in C, Bash, python, scheme/common lisp decent in perl, familiar with java and clojure and haskell.	Clojure	Common Lisp	False
K1636285851	LISP (and dialects such as Scheme, Common LISP and Clojure) haven't gained much industry support even though they are quite decent programming languages.	Clojure	Common Lisp	False
H1218592729	I'm surprised that 'def' performs so poorly though, but I suppose there's no reason something should work the same way in Clojure as it does in Scheme and Common Lisp.	Clojure	Common Lisp	False
K1647502953	Looking at the best ideas from ABCL's JAVA package and Alan Ruttenberg's JSS package while studying the best patterns from Clojure, design and implement an interface possibly using macros, auto-magic PACKAGE import, and other standard language extension features that allow Java developers to easily use ABCL but has solid Common Lisp foundations.	Clojure	Common Lisp	False
K1647502952	Looking at the best ideas from ABCL's JAVA package and ​ Alan Ruttenberg's JSS package while studying the best patterns from Clojure, design and implement an interface possibly using macros, auto-magic PACKAGE import, and other standard language extension features that allow Java developers to easily use ABCL but has solid Common Lisp foundations.	Clojure	Common Lisp	False
A125224101	According the Great Benchmarks Game, ATS is faster than the rest with Haskell, Scala, and one of the variants of Common Lisp in a rough tie for speed close behind that.	Scala	Common Lisp	False
D387845855	But hey, if most of your business domain is better modeled with OO style objects and imperative code, no problem - Common Lisp, OCaml, and Scala can do that too.	Scala	Common Lisp	False
L1861823444	OCaml post dates Common Lisp and is superior.	OCaml	Common Lisp	False
L1890713871	Once you learn them, Ocaml or Common Lisp are quicker both to code and to run; but good luck getting a team of mediocre developers to finish anything useful in those.	OCaml	Common Lisp	False
K1639934168	LLVM is rumored to be a bit faster, but is also rumored to be slow as a pure JIT (just in time) code generated (w.r.t. to other non Ocaml implementations - eg SBCL or CLISP common lisp).	OCaml	Common Lisp	False
I1352119601	I speculate that it's because there are more attractive languages in the various ecological niches it inhabits - ruby and python are more unixy when you want a scripting language, common lisp is more 'batteries included' when you want a lisp, ocaml is faster when you want a multiparadigm language.	OCaml	Common Lisp	False
M1939146512	Other important tools to help you produce better code are splint (security check), Valgrind (memory leak check etc.), and gprof (performance analysis, a.k.a.	Valgrind	gprof	False
S2993693811	Valgrind is about 10X better and more useable than their checker tool, their profiler is ok (when it doesn't crash, which is once a day), but no better than gprof or Google's profiler for Android.	Valgrind	gprof	False
B273069495	Andrew Overholt announced [5] release 0.4.0 of the Eclipse Linux Tools, complete with SystemTap call graphs, GProf integration and better autotools support.	Systemtap	gprof	False
M2041349375	profiles from gprof as oprofile is much better for that.	OProfile	gprof	True
I1351869355	Is oprofile better than gprof in terms of helping optimizing code time performance?	OProfile	gprof	True
M1925846209	OProfile is good, because it makes it much easier than Gprof to profile multiple programs at once.	OProfile	gprof	True
J1580333999	K/C faster 1 (no comment) 1 gprof : K/C much better 1 vtune : faster than K/C, but crappy 1 pixie/ssrun(Irix) : K has better GUI, more flexible output 1 oprofile : K quite different 2	OProfile	gprof	True
C346730731	A sampling profiler (oprofile for Linux, or VTune(Intel)/CodeAnalyst(AMD) for Windows) is often better than gprof that instrument the code - the reason being that the instrumentation adds to the run-time, and doesn't necessarily show the actual time spent in each function.	OProfile	gprof	True
K1713963838	Microsoft's Outrageous Office Profits Windows XP Media Center Edition vs Apple TV Better Off Dead?	Apple TV	Windows XP	False
O2366073451	That is much like saying Windows CE is better than Windows XP on legacy hardware or that MuLinux is better than RedHat on older hardware.	Windows CE	Windows XP	True
P2560036683	The Microsoft Windows XP version of the 1525L touchcomputer includes a hard drive; the Windows CE .NET version has solid-state components without moving parts.	Windows CE	Windows XP	True
T3217970063	Xbox was just the beginning ... MS wants your TiVo running Windows CE, or better yet MS wants it to be a PC running Windows XP.	Windows CE	Windows XP	True
T3184544844	Windows Embedded Academic Program The Windows Embedded Academic Program (WEMAP) helps provide a better understanding of the Windows CE and Windows XP Embedded operating systems to academia.	Windows CE	Windows XP	True
T3184544845	Windows Embedded Academic Program (WEMAP) The Windows Embedded Academic Program (WEMAP) helps provide a better understanding of the Windows CE and Windows XP Embedded operating systems to academia.	Windows CE	Windows XP	True
P2560035775	The Microsoft Windows 2000 and XP Professional versions of the 1529L touchcomputer include a hard drive - the Windows CE .NET and Windows XP Embedded versions have solid-state components with no moving parts.	Windows CE	Windows XP	True
K1746401149	Moving-parts having motors like Hard Disk and DVD-Players are replaced by solid-state chips (Flash and SD-Card) while the heavy Windows XP OS is replaced by a light-weight Microsoft Windows CE operating system with OfficeSkypeMSNIM etc..	Windows CE	Windows XP	True
T3163079955	While some small, UMPC-like devices target Windows CE or Windows Mobile with low-end processors such as the 520MHz PXA270 -- for example Sharp's EM-ONE, Seamless Internet's S-XGen, and Peace East Technology Development's "H10" -- virtually all Windows XP-oriented UMPCs feature 900MHz or faster ULV Pentium M or Celeron processors.	Windows CE	Windows XP	True
D455782500	Casino DelRio meets the highest standards of fair casino play by providing better than Vegas casino odds and by performing rigorous testing of the Casino's Random Number Generator program that determines the outcome for all the games you play in the Author: Best Online Casinos 2004 Date: 28 February, 2005 OS Support: Windows CE , 3.x , Windows 2000 , Windows 95 , Windows 98 , Windows Millennium , Windows NT , Windows XP	Windows CE	Windows XP	True
D455782499	Casino DelRio meets the highest standards of fair casino play by providing better than Vegas casino odds and by performing rigorous testing of the Casino's Random Number Generator program that determines the outcome for all the games you play in the Author: Best Online Casinos 2004 Date: 22 July, 2005 OS Support: Windows CE , 3.x , Windows 2000 , Windows 95 , Windows 98 , Windows Millennium , Windows NT , Windows XP	Windows CE	Windows XP	True
B183475451	Airfoil 2.6 for Windows from Rogue Amoeba features an overhauled code base, more device support, and better integration with Apple TV.	Windows	Apple TV	False
B326181647	Apple finally ships Apple TV 2.0 update Commented on: 7 years ago (February 13, 2008) Why is AppleTV so much better than Windows Media Center?	Windows	Apple TV	False
E563987699	Dell has a $229 computer that in its base model ($299 with Windows 7 and 802.11n), is better than either Apple's Mac Mini or its Apple TV.	Windows	Apple TV	False
S2985204899	Use with my Windows/MAC/Android devices and screen mirror/stream to my chromecast cleaner, better quality, and cheaper than Apple TV.	Windows	Apple TV	False
R2926910035	Tools like Boxee (even with the Apple TV ) and Windows 7 Media Center make it easier than ever to connect your computer to your TV to enjoy online content.	Windows	Apple TV	False
T3184599132	Windows Media Center is just as easy to use as it is on other Vista Ultimate and Home Premium systems; however, in my opinion, the Apple TV interface is better.	Windows	Apple TV	False
T3263404873	You need only: - Windows PC/Notebook or Android Smartphone/TV Box, Amazon Fire TV, Apple TV etc. - Internet Connection The quality is really good, mostly better as satelite quality.	Windows	Apple TV	False
E695784192	Fans of Microsoft will love the new Windows 8 features and how it will better integrate smartphone, tablet, and desktop computers, although this is something Apple has already done with the iPhone, iPod, Mac OS, Apple TV and iPad.	Windows	Apple TV	False
B261364468	And in the last decade, there have been numerous efforts, ranging from Apple's Apple TV box to Microsoft's Media Center interface for Windows, to make it easier for consumers to view content from the Internet on the big-screen TVs in their living room.	Windows	Apple TV	False
P2463922085	The digital copy is an iTunes or Windows media download that lives on your computer or can be streamed from the iTunes store to an iPhone or Apple TV, something that still seems easier than the UltraViolet scheme used by other studios.	Windows	Apple TV	False
