id	sentence	a	b	without_marker
R2912532725	Todas las marcas A-IBAR ABB AIRTAC AUTONICS CHINT CONTRINEX DELTA DYMO EAST CONDUIT HANYOUNG NUX HOFFMAN LAPP KABEL LEUZE ELECTRONIC METAL CORAZA MIAMI BREAKER MIGUELEZ OPTEX PANDUIT PENTAX PHELPS DODG PIZZATO RITTAL ROXIAN SALZER SCHNEIDER ELECTRIC SCI SIEMENS	Pentax	Siemens	True
L1908911100	Online Shopping in Pakistan A4Tech Acer Ainol Anex, Apple, Bose, Canon, Crown, Beurer, Dany, Dell, HUAWEI, Haier, Hush Puppies, JBL, Kenwood, Kingston, PSP, Panasonic Pentax, Philips, Pioneer, Pipo, JVC, Samsung, Sharp, Siemens, Sonashi	Pentax	Siemens	True
M2039617233	Producent Acer Agfa BenQ Canon Casio Concord Contax Digital Dream Epson Fujifilm Fujitsu Siemens General Electric Genius Hewlett Packard Hyundai IT Works Jenoptik JVC Kodak Konica Minolta Kyocera Yashica Leica Lytro Mamiya Minox Mustek Nikon Olympus Panasonic Pentax Polaroid Praktica Ricoh Rollei Samsung Sanyo Sigma Sony Umax Vivitar VoigtLander Yakumo	Pentax	Siemens	True
A131040850	Acer Arima-Rioworks Asus Audiovox BenQ Canon Casio Dell Dopod Epson Fuji Garmin Gigabyte Hitachi HP-Compaq HTC I-Mate JVC Kodak Konica-Minolta Kyocera LG Mitac Mitsubishi Motorola Mustek NEC Nikon Nokia O2 Olympus Palm Panasonic Pantech & Curitel Pentax Philips-Magnavox Polaroid Praktika Psion Q-Tek RCA Ricoh Rollei Sagem Samsung Sanyo Sharp Siemens Sigma Sony TomTom Toshiba Viewsonic Vivitar Vodaphone VuPoint Xcute	Pentax	Siemens	True
R2862867052	This programme has recently powered the performance of: Abu Dhabi Investment House (ADIH) ArcelorMittal Arieso BP Colt Deloitte Deutsche Bank Etihad Etisalat Company (Mobily) Greene King Jadwa Investment Mubadala Petroleum Services Nedbank OJSC Pentax Medical Petrobras Philips Reckitt Benckiser Rolls-Royce Saudi Aramco Saudi Telecom Company (STC) Sberbank Schneider Electric Senwes Siemens Suzer Group Symphony EYC TASNEE Tawazun Vivendi Consulting Vodafone	Pentax	Siemens	True
S3010341413	Výrobce Acer Agfa BenQ Canon Casio Concord Contax Digital Dream Epson Fujifilm Fujitsu Siemens General Electric Genius Hewlett Packard Hyundai IT Works Jenoptik JVC Kodak Konica Minolta Kyocera Yashica Leica Lytro Mamiya Minox Mustek Nikon Olympus Panasonic Pentax Polaroid Praktica Ricoh Rollei Samsung Sanyo Sigma Sony Umax Vivitar VoigtLander Yakumo Model	Pentax	Siemens	True
S3010341400	Výrobca Acer Agfa BenQ Canon Casio Concord Contax Digital Dream Epson Fujifilm Fujitsu Siemens General Electric Genius Hewlett Packard Hyundai IT Works Jenoptik JVC Kodak Konica Minolta Kyocera Yashica Leica Lytro Mamiya Minox Mustek Nikon Olympus Panasonic Pentax Polaroid Praktica Ricoh Rollei Samsung Sanyo Sigma Sony Umax Vivitar VoigtLander Yakumo Model	Pentax	Siemens	True
N2155472058	[-Select Brand-] 3d io Actiance Alcatel Lucent Allied Telesis Attachmate Autodesk Autodesk AVAYA CommVault Commvault (Mobility) Dell Software Diomatic Enlogic Extreme Networks Fortinet Infortrend iPi Soft IXIA Kodak Linksys Lookout Materialise Mental Images NETGAIN Nexsan Office Gemini Overland Panzura Progress Software Promise Technology QLogic Quantum Ruckus Wireless SafeNet (Multi-Factor Authentication) SafeNet (Sentinel) Sage Samsung (M&E) Samsung (Mobility) Samsung (Storage) Sgi Socomec Solid Fire Solus SonicWall Storage Craft Stratasys TalariaX Tandberg Tintri Trend Micro Trend Micro (Mobility) Unity V-ray Vaultize Wandera Zscaler [-Select Category-]	Allied Telesis	SGI	True
O2415038968	The best LCD panels I think come from SGI and Eizo.	Eizo	SGI	True
G1001497629	I also compared screens by Eizo, Samsung, LG, SGI, Viewsonic (VP, the VX2000 not available at time of purchase) and Apple (with adaptor) but each was considerably more expensive (up to twice the price).	Eizo	SGI	True
O2428844596	The careers of the two new Marconi Fellows intertwined, with both serving as professors at the University of California at San Diego, and Wolf consulting and working part time for Jacobs' Qualcomm over a span of 25 years, during which time he patented technologies that enabled communications networks to run faster and with less interference.	Qualcomm	Marconi	False
H1197208362	I'm certain that the engineers and scientists at Intel, AMD, VIA, Transmeta, Motorola, IBM, SGI, etc. (many of whom with EARNED Ph.D's) are all sitting around reading Slashdot so that they can harvest your pearls of wisdom, and learn from the master how to build faster microprocessors.	Motorola	SGI	False
N2223584929	Smart Ideas for Better Networking Helios products run on powerful and scalable Unix/RISC-based servers from Apple Computer, Data General, Digital, HP, IBM, Motorola, SGI, and Sun, providing reliable cross-platform support for Macintosh, DOS/Windows and UNIX-based clients.	Motorola	SGI	False
B222830239	Although better known for inventing the CRT, Braun shared the Nobel Prize in 1909 with Guglielmo Marconi for wireless telegraphy.	Braun	Marconi	False
P2576611003	the next batch of SGI (supermicro) nodes we got were xe310's which we got with one better quality SATA disk (seagate NS, no WCE) in each node.	Seagate	SGI	False
E674199496	Even your average Grundig (considered Low Fi forever, despite some stunning work they produced here and there) sounded WAY better than your average Pioneer, or some such.	Pioneer	Grundig	False
R2913475226	Today I got a Pioneer DEH-P4900IB (yes I gave up on the retro/Mcintosh mx406 idea and decided to spend the money on a better amp instead).	McIntosh	Pioneer	False
T3133005435	When looking into that purchase, the HUs that looked better (eclipse mkii, mcintosh, high end pioneer) were over twice as much.	McIntosh	Pioneer	False
P2569380189	The Nak a sure bet for very good sound for middle to high range listener, if you want something better you would have to spend BIG $ jump to a McIntosh or other new Pioneer or Marantz?	McIntosh	Pioneer	False
L1829931030	Not everyone is going to buy a DENON, ONKYO, or better yet a higher end like SUNFIRE, MARK LEVINSON, ADCOM, MCINTOSH,MBL,CLASSE,KRELL... average consumer would be more in tune of a sony, yamaha, pioneer, kenwood, panasonic, jvc, rca, phillips or even realistic.	McIntosh	Pioneer	False
K1646324749	look at the autotek 7007 eq tho, its better than both the cadence and clarion and has a 9 volt line driver built in.if it will fit in the pocket a bit ,just cut the back out and slide it in.	Clarion	Cadence	False
T3154136930	Which Headunit is better Clarion VRX765VD or Pioneer AVH-P4000DVD?	Clarion	Pioneer	True
M1965935655	Panasonic had decent pic quality, Pioneer was just ok, Kenwood was great, as was Clarion.	Clarion	Pioneer	True
T3241136691	You can get a fairly decent pioneer, kenwood, clarion or orion amp on ebay somewhat cheap.	Clarion	Pioneer	True
M1999705390	Pioneer, Kenwood, Clarion, Eclipse and none of them have been easier to use than the iDrive.	Clarion	Pioneer	True
I1246530399	In comparison an Alpine, Kenwood, Sony, Clarion or Pioneer etc sounds significantly better.	Clarion	Pioneer	True
P2489102489	The first elements of the faster design cadence will appear this June beginning with Woodcrest, a dual-core server processor for the mainstream servers with two processor sockets.	Dual	Cadence	False
I1303107392	In the course of riding, I've found that simpler computers without multiple lap times, splits, max cadence reports, dual-tripmeters, and all that stuff are much easier to use on-the-fly due to their larger and clearer display screens.	Dual	Cadence	False
G1016455781	I am still looking to upgrade my amp and need input from anyone who's had experience with the planet audio P2150 or the cadence A5000+...musical realism is important 2me, and I've had trouble so far finding am amp that can best my modified 23-yr old SanyoPA6110(honest!),the latest victim being a supposedly decent Sony XM1002HX@3x th power!!!Help!!!	Sony	Cadence	False
A167521338	After sending the LG 32LD450 jumping through our usual torture tests, we found that it had decent video deinterlacing performance, with a small but totally forgivable amount of jaggies making their way onto the screen, surprisingly good film cadence detection (the 2:2 test sequence passed when the [Real Cinema] option was turned on in the [Expert Control] menu), and completely acceptable scaling performance, which reminded us of the scaling seen on Philips and Sony LCD TVs with its generally sharp appearance, and mild ringing around fine lines.	Sony	Cadence	False
H1142337617	I have a Grundig YB400PE that is similar in size and was much more expensive, but the Sony sounds better.	Sony	Grundig	False
G1021798641	I became interested in DX and shortwave and picked up a solid-state Grundig and Sony and began not to listen so much to the Silvertone.	Sony	Grundig	False
M1925342787	Opinion seems to be evenly divided between Chinese-made Kaito, Sangean, Grundig, Radio Shack and the more expensive and technically better-made Sony.	Sony	Grundig	False
B225635278	Although on the outside the machines look like the same machine, the Grundig uses no Sony chips, and has improved microcontroller firmware (it finds tracks WAY faster that the Philips).	Sony	Grundig	False
F756339474	For one thing, the excellent synchronous detection on both the Grundig and the Eton held lock far below the level the 2010 could, meaning that listenability was often better on either of them than on the Sony.	Sony	Grundig	False
R2786054097	They include; Sundance Myths,Sundance Film Fest; Blue's Room,Hasbro; Miller Lite, Hi Bob; Tyco Toys,Sesame Street; Sony/Sesame Street Movie Trailers; Mattel Toys, Eureeka's Castle; Pizza Hut; Better World Society,TNT; Milton Bradley, Hands Down; Oster,Oster Kitchen Center; Post/Crispy Critters; Coronet Tissues, Pepsico/Miranda, Procter & Gamble/Duo Bleach, Grundig/Stereo (Cleo Award),Hasbro Toys/Wuzzles, Wise/Wise Potato Chip	Sony	Grundig	False
P2455627593	the cute little Panasonic sub box under the passenger seat just isnt cutting it after replacing all my door speakers with better and larger Cadence components.	Panasonic	Cadence	False
A49770766	2 12" cadence ultra drive subs, 2 DirectEd 400 watt amps JVC MP3 head unit type 2 eyelids K&N air filter (yeehaw) 35% tint all the way around (no tickets) tail pipe extender (no its not huge and it doesnt make any noises, just looks better than brown)	JVC	Cadence	False
T3202383299	With the Samsung Gear devices, the team can better monitor their health, racing cadence and speed.	Samsung	Cadence	False
B232396102	AMD's fast cadence here is reminiscent of mobile manufacturers', like Samsung and LG - both HSA members - very quick product iterations, getting better devices to the consumers at the right time, and repeatedly.	Samsung	Cadence	False
I1400665885	"It is also great that the hardware suppliers of the road team, Look, Sram and Continental have also come on board with Endura mountain bike racing and I could not ask for better equipment to do the job in XC racing."	Continental	SRAM	False
T3120392907	Wheel Set: Rol Volant Clinchers Tires: Continental Components: Sram Rival Riders: 1   Distance: 45 miles Time: Three hours Fuel Burn: 2,791 calories Power Output: Can't justify the expense for Power Tap, bought an iPad one instead - better value for money and more utility.	Continental	SRAM	False
Q2685241848	The Sachs/Sedis chains might be easier to locate as SRAM chains, and work great (i.e.	Sachs	SRAM	True
B318846455	Anyway, Shimano freewheels are WAY better than Sachs/Sram, and a helluvalot cheaper.	Sachs	SRAM	True
L1760082870	My back home has the Sachs Power Grip Extreme married to an XTR deraileur but I think the Sram set up is superior.	Sachs	SRAM	True
O2289043650	Sram (sachs actually) chains were better back in the day when the shimano chains were sub par, but that is not the case anymore.	Sachs	SRAM	True
C345215332	As a former mechanic, I've had a large sample to judge by, and the Sachs/SRAM chains are stronger, and seem to be made of harder metal that resists twists and gouges.	Sachs	SRAM	True
T3168257208	Whist I was initially wary of my hub upgrade (which needed the clickbox) from the earlier Sachs 3x7 to its evolution the Sram Dualdrive, I have to admit its much superior in its gear changes.	Sachs	SRAM	True
L1764151475	My experience with the Sachs (which became the SRAM) was that the losses were negligible, and probably not any worse than what would be caused by using a 9T cassette gear.	Sachs	SRAM	True
H1173310801	I know it would be easier to get a Sachs 3x7 or even a Sram dual drive 3x9, but I've got most of the parts needed for what would be an interesting project.	Sachs	SRAM	True
T3169630457	Who cares because SRAM isn't going to bend over backwards for a little frame builder and, regardless, better that the big boys in industry thrive as a whole than Richard Sachs get his parts in time for hand built bikes for NAHBS."	Sachs	SRAM	True
H1096448227	"If the Professional Continental team is definite, the schedule changes for the better and we can choose to take part in the Giro [d'Italia], which is the main objective of the team.	Giro	Continental	False
D399019985	But it was much, much worse before I changed from Continental Tri tyres to Schwalbe Ultremos.	Schwalbe	Continental	False
D519495255	Continental 4000S and Schwalbe Ultremo ZX are slightly better tires but cost much more.	Schwalbe	Continental	False
N2207328822	Similar to the story I've heard from Specialized and Schwalbe, Continental says that larger tires roll faster.	Schwalbe	Continental	False
B276186895	and stick to decent brand tubes like Spesh, Continental, Schwalbe, Vitorria etc. cheap or unnamed brands usually end up being just that - cheap	Schwalbe	Continental	False
G1008021292	I am assuming that the combination of the higher thread count and the latex tube might give the Schwalbe a better ride than the Continental.	Schwalbe	Continental	False
N2140352353	Schwalbe, Continental, Bontrager, and others make other tires that weigh better than a pound and a half less for a pair in 700x32 and offer better ride, speed, and grip.	Schwalbe	Continental	False
H1088017086	I found the Paselas to be a bit faster but not nearly as durable, the Schwalbe Marathons to betough but very slow and the Continental Gatorskins kind of stuck in them middle (okay at everything great at nothing).	Schwalbe	Continental	False
P2448056518	The Continental Gatorskins may be solid tires, but they are heavy and are nigh impossible to remove and replace on the Campagnolo rims, so I am considering replacing these with Schwalbe Ultremo R1 tires.	Schwalbe	Continental	False
R2906310129	Tires with better handling characteristics while still remaining tough under touring loads are tires with woven or polymer flat breakers and tough sidewall protection like the Continental Travel Contact or the Schwalbe Marathon HS 368 .	Schwalbe	Continental	False
A91091195	(5) Do Schwalbe tyres give better grip on a muddy road than Continental Gatorskins? (6) How long does it take to get by train from a thunderstorm in Dordrecht to a warm dry Amsterdam apartment?	Schwalbe	Continental	False
R2906291696	Tires: Continental Sport Contact 28mm Break: Campagnolo Veloce linearpull cantilever for roadbikes Crank: Shimano600 (52/14) Pedals: old Gipiemme trackbike Saddle: vintage Ideale Swallow Cutaway The stem will be changed to one that fits better.	Campagnolo	Continental	False
N2243639464	Solid earnings from Goldman Sachs and JPMorgan Chase on Wednesday helped lift estimates for S&P 500 corporate earnings slightly to a 2.2% gain, Thomson Reuters data showed.	Thomson	Sachs	True
F820042604	Goldman Sachs posted a shareholder loss of US$428 million, or 84 cents a share, far worse than analysts' average forecast for a loss of 16 cents a share, according to Thomson Reuters I/B/E/S.	Thomson	Sachs	True
N2243639465	Solid earnings from Goldman Sachs and JPMorgan Chase on Wednesday helped lift estimates for S&P 500 corporate earnings slightly to a 2.2 percent gain, Thomson Reuters data showed.	Thomson	Sachs	True
N2243639466	Solid earnings from Goldman Sachs ( GS.N ) and JPMorgan Chase ( JPM.N ) on Wednesday helped lift estimates for S&P 500 corporate earnings slightly to a 2.2 percent gain, Thomson Reuters data showed.	Thomson	Sachs	True
D532101372	Cracks in the global economy are making the oil glut worse - Thomson ReutersA wooden boat is seen stranded on the dry cracked riverbed of the Dawuhan Dam during drought season in Madiun, Indonesia's East Java province Will oil go below $20? Jeffrey Currie, the head of commodities research at Goldman Sachs, said on ...	Thomson	Sachs	True
A104086974	8:10AM Goldman Sachs beats by $0.74, beats on revs (GS) 153.78 : Reports Q1 (Mar) earnings of $1.56 per share, $0.74 better than the Thomson Reuters consensus of $0.82; revenues fell 6.9% year/year to $11.89 bln vs the $10.18 bln consensus.	Thomson	Sachs	True
D399366484	but it would look better with Continental.	LOOK	Continental	False
D519497745	Continental airplanes look better than Delta's new aircraft.	LOOK	Continental	False
K1646812497	Look for a decent clincher tire sponsorship (Maxxis, Continental or the like).	LOOK	Continental	False
J1506935716	I've since taught myself Continental so that my colourwork would go faster and look more defined.	LOOK	Continental	False
N2253121502	Some orders, like the ones from Continental Airlines, All Nippon Airlines and Japan Airlines, look solid.	LOOK	Continental	False
B233976625	American, Russian or German continental conquest imperialism does look and feel different (and nastier) to British sea based trade imperialism, but the issues remain the same.	LOOK	Continental	False
S3020529095	Waves almost always look decent when they first pull off Africa, since they are usually just maintaining continental convection.	LOOK	Continental	False
S3098686088	We would do better to look at distributing water on a continental basis in North America.	LOOK	Continental	False
O2278576006	So with Continental working the property now, Magnum's prospects for the region look much better.	LOOK	Continental	False
N2244098969	So look: suave new continental styling, even better handling; same rear-engined traction.	LOOK	Continental	False
I1365979556	It appears that the Goldman Sachs bankers and alumni look to better themselves on the backs of EU taxpayers.	LOOK	Sachs	False
G972947250	However, equity index futures buckled on disappointing earnings headlines from Goldman Sachs whose numbers look worse thanks to a recent SEC fine and British banking tax.	LOOK	Sachs	False
N2246442046	Some commentators, such as Jeffrey Sachs, want to look at the bright side : it could be worse, they say; at least the U.S. is now talking.	LOOK	Sachs	False
T3173454887	Why did he think becoming the boytoy of a skeazy tabloid editor would be a better look for his grandson than working for a Senator or Goldman Sachs?	LOOK	Sachs	False
J1531746750	I would avoid shares of Goldman Sachs for now, and look to JP Morgan Chase and Morgan Stanley for better investment opportunities.	LOOK	Sachs	False
B231257267	A massive wave of downgrades has since followed, with forecasters including JPMorgan, Morgan Stanley and Goldman Sachs taking a harder look at their assumptions of how well the S4, Samsung's latest Galaxy smartphone, would actually do.	LOOK	Sachs	False
B231257268	A massive wave of downgrades  has since followed, with forecasters including JPMorgan,  Morgan Stanley  and Goldman Sachs taking a harder look at their assumptions of how well the S4, Samsung's latest Galaxy smartphone, would actually do.	LOOK	Sachs	False
B293649207	And, you also get the solid performance of SRAM shifting and the quality of Bontrager controls.	Bontrager	SRAM	False
B259666211	And I'll add that the bike did everything I wanted and asked - and I was impressed by the solid braking power of the SRAM Force brakes and Bontrager Aeolus 5.0 carbon clinchers.	Bontrager	SRAM	False
M2012280197	Plus, the Madone's choice components offer excellent ride quality, value and reliability, like the 20-speed Shimano drivetrain with SRAM compact crankset for easier climbing and the first-rate Bontrager controls and wheels.	Bontrager	SRAM	False
H1199099610	I mean just check out the spec of the machine: Rock Shox Lyric forks, Marzocchi Roco Air TST R rear shock, AM Truvativ Hammerschmidt, Avid Elixir R stoppers, SRAM X9 kit, decent tyres, cock pit, etc.	Marzocchi	SRAM	False
K1684907464	Marzocchi is too big to merge with Shimano both are flying, look at Rockshox now after SRAM Rockshox has never been better, Manitou will follow Rockshox story, as for magura they dont need bailing so they shouldnt get bailed	Marzocchi	SRAM	False
J1463029443	It's probably easier (if you can find one) to get a hub gear like a Shimano Nexus, Sturmey Archer or Sram Spectro.	Sturmey Archer	SRAM	False
A138653890	Actually, Sturmey Archer is not really considered better than Shimano or SRAM in terms of hub gears, it's just that there are no low end 8 speed hubs.	Sturmey Archer	SRAM	False
S2972910971	Unless this German company made some scientific breakthrough, I don't see how they're going to develope a hub significantly better than Shimano, Sram or Sturmey Archer when it comes to friction losses.	Sturmey Archer	SRAM	False
O2289040297	SRAM Duel Drive hub 3 speed cassette or Sturmey Archer hub 3 speed cassette CS-RK3 (Parts are hard to get and not suited for hauling big loads due to failure of the Pawls or Gear Ring) Below is a better option it's a freaking dinner plate.	Sturmey Archer	SRAM	False
S3007761510	VO aheadset (sealed bearing, very nice finish) Cafam cantis VO stem Silver shifters (friction bar ends; none better) XT hubs Velocity rims, offset rear Phil bottom bracket XT derailleurs Nitto seatpost Brooks saddle of choice (you specified the Flyer -- nice pick) Sugino XD cranks SRAM chain.	Sugino	SRAM	False
O2289043525	Sram, Rock Shox, Avid, Truvativ compontents are solid products which are stocked on a large number of Bikes.	Avid	SRAM	False
A146671542	A decent trainer racer tyre is the vredestein fortezza tricomp  or schwalbe ultremo zx .	Vredestein	Schwalbe	True
L1917537006	On their website it looks like a quality one-speed model featuring a butted 7005-aluminum frame, nice aluminum wheels and solid components stem to stern including a Kinetix forged-aluminum crankset, Suntour folding pedals, Schwalbe Marathon tires and a Shimano coaster-brake hub.	SunTour	Schwalbe	False
Q2688821217	The Schwalbe One appears to be wearing better than the Mavic but not as well as Conti.	Mavic	Schwalbe	True
F811292036	"Giro and Easton are leading brands within the action sports industry that set the bar with their technologically superior and high-performance products," says Cuker CEO Aaron Cuker.	Easton	Giro	False
I1302876093	In the complaint filed in the Superior Court of California, Santa Clara County, Easton-Bell said that a dealer agreement addendum "has unlawfully restrained and will continue to unlawfully restrain the sale of Giro shoes ..."	Easton	Giro	False
O2377013886	That's left money in the kitty for a quality set of Easton wheels, with decent Schwalbe Durano tyres, plus FSA finishing kit.	Easton	Schwalbe	False
I1340437399	I rode home last night carrying 55lbs in groceries on my Xtracycle, front tire was a Schwalbe Ice Spiker, rear tire a semi-slick kenda.	Xtracycle	Schwalbe	True
Q2766975909	The Xtracycle in its current incarnation isn't great for snow, what with the slick Schwalbe Big Apple tires, but it worked well enough.	Xtracycle	Schwalbe	True
N2140352297	Schwalbe Big Bens on my previous Xtracycle and found the clearance in FreeRadical was so tight that you wouldn't be able to run fenders.	Xtracycle	Schwalbe	True
K1659111896	LX Rear der. - LX Shifters - LX Spokes DT Swiss 14g Tires -Schwalbe Big Apple 26 X 2.0 Pedals - not included Xtracycle kit, Snapdeck, left and right V-racks left and right freeloader bags.	Xtracycle	Schwalbe	True
F735754959	For about eleven years I used Michelin Wildgripper City tyres on the Xtracycle which handled packed snow and ice surprisingly well, but they were falling to bits so I replaced them with Schwalbe Marathon tyres which haven't got the same bite.	Xtracycle	Schwalbe	True
N2140352492	Schwalbe Furious Fred (315 gr) - better than Maxxis Maxxlite, but still a non-offroad tyre IMO.	Maxxis	Schwalbe	False
Q2760226650	The weight is not light when compared to the faster wearing options from Schwalbe, but are competitive with similar offerings from Maxxis.	Maxxis	Schwalbe	False
M2053571235	Putting slick tires on it (Ritchey Tom Slicks are 1.4", Schwalbe Big Apples and Maxxis Hookworms are, both, I believe, 2.5", and there's a wide variety of slick/city/urban tires in between) is much faster and easier.	Maxxis	Schwalbe	False
R2792240477	They're all rubber, schwalbe thin-plys are twice the price of maxxis 2-plys, the more expensive aren't always the lightest, better traction etc etc	Maxxis	Schwalbe	False
P2567297699	The Mrs always rolls away from me downhill on her Moulton TSR with Schwalbe Stelvio tires, and from what I can see most people think these tires are significantly faster than the stock Maxxis Birdy tires.	Maxxis	Schwalbe	False
H1161030777	I hope Maxxis get their tubeless ready technology sorted like Schwalbe have so I can run this as my 'go to' enduro/AM/trail dry condition rear tire in the future, the sooner the better!	Maxxis	Schwalbe	False
K1642998594	Logan's Run was filmed using the inferior TODD-AO 35 process, similar to 35mm Panavision or Cinemascope, and not TODD-AO 70 (as is assumed).	Todd-AO 35	Panavision	False
O2342587461	Taylor County: What better place to live?	Live	Taylor	False
L1809348423	Nobody is better than Taylor live.	Live	Taylor	False
P2528876010	Their dedicated service has made Taylor County a safer place for our families to live.	Live	Taylor	False
H1181081364	I live in Taylor, MI, closer would be better.	Live	Taylor	False
K1621349403	Let's make Taylor a better place to live!	Live	Taylor	False
E621297317	During his 29 year career in law enforcement, Quentin was no stranger to danger and worked tirelessly to make Taylor County a safer and better place to live.	Live	Taylor	False
N2105690009	Richard Taylor, 44, of Manor, said: "Fly-tipping is definitely getting worse where I live.	Live	Taylor	False
T3221357414	Yeah, her live vocals are worse than Bobcat Goldthwait's (just kidding, Taylor fans).	Live	Taylor	False
D397938398	But it's easier to live with the thought that Christina-Taylor died in a car accident.	Live	Taylor	False
O2342541110	Taylor 910CE: An incredibly solid workhorse for live performance and studio work.	Live	Taylor	False
O2342646459	Taylor is a superior player and contributed more to the Stones live than Ron Wood is capable of.	Live	Taylor	False
B308340281	another thing is ur probly just wantn attention cuz you suck at guitar worse than taylor swift live.	Live	Taylor	False
F820372476	Go listen to Carrie live and then tell me Taylor is better!	Live	Taylor	False
R2875498895	This video may suck but it is still better than Taylor Swift's live performance.... Read More	Live	Taylor	False
L1910912895	Only one student was allowed to be live on television and who better than Taylor.	Live	Taylor	False
O2407497339	The audience seems to really love it so it's possible that Taylor just sounds better live.	Live	Taylor	False
I1246122760	Including this ... "Sharpstein said Taylor, 24, emerged from surgery in better shape and will likely live.	Live	Taylor	False
O2281154336	"Sparks Fly" by Taylor Swift Live, but better quality than most recordings.	Live	Taylor	False
O2342635461	Taylor Hicks strength is being a phenominal live performing artist - there is no one better.	Live	Taylor	False
N2190349565	She sounds even better live than on her records," Taylor gushed to British newspaper Metro.	Live	Taylor	False
O2375362158	That's easier to say than live through, but Kylee and Taylor seem to be handling it just fine.	Live	Taylor	False
O2342683828	Taylor makes a pretty solid addition to any team as long as you can live with the dropped interceptions.	Live	Taylor	False
Q2687207329	The San Antonio Brass present Olympic Spirit: Faster!	Spirit	Antonio	True
M1942518886	Other upcoming concerts to look for include: March 22 at 7 p.m. San Antonio Brass present "Olympic Spirit: Faster!	Spirit	Antonio	True
D462636746	Certainly: Pachuca boss Enrique Meza is wiser, smarter, more studious, bolder and less arrogant than Antonio "Turco" Mohamed, yet the fighting spirit of Santos is very much alive.	Spirit	Antonio	True
N2131361241	San Antonio, Texas Flanagan got better as the game went on, showcasing energy and a play-making spirit.	Spirit	Antonio	True
N2131338897	SAN ANTONIO - Officials with Animal Care Services are joining the spirit of Black Friday with an adopt-a-thon aimed at finding forever homes for the shelter's "harder-to-place pets."	Spirit	Antonio	True
O2409604028	The awards recognition program is designed to foster a spirit of camaraderie and build morale across Joint Base San Antonio, enhance individual efforts to better manage units, develop esprit de corps and recognize outstanding personnel.	Spirit	Antonio	True
T3160930321	While many consider his teammate Andrea Pirlo to be the hinge on which the balance of power swung in 2011, no one better expressed Antonio Conte's spirit and philosophy on the pitch than the player known as "El Guerrero," or "The Warrior."	Spirit	Antonio	True
F773239112	Frankie decides it would be better if Aunt Edie didn't live alone, so she develops an ad for a caregiver: "Kind, responsible caregiver wanted to share lovely home with demented octogenarian, who is old of body but young in spirit.	Spirit	Frankie	False
O2336343922	Take care of Frankie now,..he needs you as I have the past 6 months...do all you can for him, but remember that it is INEVITABLE that we leave the flesh & come into the Spirit,..which is better, actually!	Spirit	Frankie	False
D549800555	Darling I must admit , the songs that has forever spoken to my spirit,is SUPERSTAR,by the late great king of his date LUTHER VANDROSS, and I'm also partial to HAPPY FEELINGS,by FRANKIE BEVERLY&MAZE, and that song by JENNIFER HOLIDAY, I'm not sure of the correct name, but I think it's YOU'RE GONNA LOVE ME,,,and I'M CATCHING HELL song by NATALIE COLE, well I better stop now, because I could go on,and on .....Michael	Spirit	Frankie	False
M2083194114	Regardless, it's a very intriguing bout, and it should help UFC 156 - which also features UFC featherweight champion Jose Aldo vs. Frankie Edgar and Rashad Evans vs. Antonio Rogerio Nogueira - do solid pay-per-view numbers.	Antonio	Frankie	False
O2319593316	Suffering through until she was given her first break, Molly couldn't imagine things getting any worse until worse transformed itself into horrid and Antonio appeared carrying the steaks that she and Frankie had previously ordered and the conversation turned once again to her pussy.	Antonio	Frankie	False
A11267680	:08 You gotta know that the spirit or better put, the "hops" of Michael Jordan was in Taj Gibson when he took off not once but twice on the Heat.	Michael Jordan	Spirit	False
K1650882306	Los Angeles Lakers superstar Kobe Bryant put on such a solid performance on Saturday night's game against the San Antonio Spurs, that he reminded opposing head coach Gregg Popovich of a former player named Michael Jordan.	Michael Jordan	Antonio	False
M1960872387	Owen is not only hopelessly devoted to the "advanced basketball statistics" cult but he is a member of the WoW chapter, which means that he believes that Dennis Rodman was better than Michael Jordan, that Pau Gasol is better than Kobe Bryant and that many guards are in fact better than Kobe, including the shooting guard in San Antonio who is about to lead the number one seed to a rare loss to a number eight seed.	Michael Jordan	Antonio	False
I1330260111	I pray we can "move away from that" and we can have a "better spirit" between us.	Between Us	Spirit	False
P2463410176	The difference between us and them is that we do NOT love the lousy things that we do to each other and we are in the process of constant change and rejuvenation of the mind and spirit.	Between Us	Spirit	False
Q2738838865	"The time is ripe, coming as it is on the eve of the California game, to take a definite step towards furthering a better spirit between us."	Between Us	Spirit	False
G1039974246	Ideally, it would include your kids --maybe brought in with the spirit of "I want to understand what's going on and what I can do to make things better between us."	Between Us	Spirit	False
P2509036304	The Green Blood Flows Between Us 2. Together On Ash We Stride 3.Spirit Of The Green Never Dies -- By Mohamat Asyraf Qutty 4.A Solid Foundation Builds A Better Future - By Mike Chooi Kok Keong 5. Spearheading The New Century- Michaelians Soar To New Heights 6. Onward Michaelians!	Between Us	Spirit	False
B223569741	Although here in the southern hemisphere oct 31st is Beltane a festival of life, joy and fertility, and Samhain is may 1st honouring the dead and a time when the veil between us and the spirit world is thinner allowing easier communication with souls of lost loved ones.	Between Us	Spirit	False
