,id,domain,object_a,object_b,sentence,it_1_confidence,it_2_confidence,better_count,worse_count,none_count,most_frequent_label,most_frequent_count,it_1_judgments,it_2_judgments,sentence_html,judgments,confidence,most_frequent_percentage
542,D552571618,brands,Toyota,Ford,"@Dave M - when you suggest a Toyota Camry would drive better than a Ford Contour, what exactly did you mean?",0.6709999999999999,0.5556,3,0,2,BETTER,3,3,2,"@Dave M - when you suggest a <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> Camry would drive better than a <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> Contour, what exactly did you mean?",5,0.62484,0.6
94,A103008306,jbt,swimming,fishing,7. swimming and fishing.,1.0,1.0,0,0,6,NONE,6,4,2,"7. <span style=""color: #9A14B2; font-weight: bold"">swimming:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">fishing:[OBJECT_B]</span>.",6,1.0,1.0
912,A149167368,brands,Sony,Microsoft,"Admit it, Sony and Microsoft are better.",1.0,1.0,0,0,5,NONE,5,3,2,"Admit it, <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> are better.",5,1.0,1.0
896,E693101419,jbt,potato,bread,"Fadge is probably a better-known term in Ireland, where it is a potato bread.",1.0,1.0,0,0,5,NONE,5,3,2,"Fadge is probably a better-known term in Ireland, where it is a <span style=""color: #9A14B2; font-weight: bold"">potato:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">bread:[OBJECT_B]</span>.",5,1.0,1.0
1582,D544420737,jbt,football,tennis,"Cycling is safer than: Fishing, horseback riding, swimming, athletic training, football and tennis.",1.0,1.0,0,0,5,NONE,5,3,2,"Cycling is safer than: Fishing, horseback riding, swimming, athletic training, <span style=""color: #9A14B2; font-weight: bold"">football:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">tennis:[OBJECT_B]</span>.",5,1.0,1.0
1453,I1351006160,brands,Chevrolet,Toyota,Isn't it better that Smoke is running Chevrolet cars with Hendricks motors than staying with Gibbs racing and driving a Toyota?,0.6665,1.0,4,0,1,BETTER,4,3,2,"Isn't it better that Smoke is running <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> cars with Hendricks motors than staying with Gibbs racing and driving a <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>?",5,0.7999,0.8
1208,H1123502722,brands,Nissan,Ford,"If your tastes are more sporting in nature, the Nissan Maxima or the 365-horsepower Ford Taurus SHO might be a better fit.",1.0,1.0,0,0,5,NONE,5,3,2,"If your tastes are more sporting in nature, the <span style=""color: #9A14B2; font-weight: bold"">Nissan:[OBJECT_A]</span> Maxima or the 365-horsepower <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> Taurus SHO might be a better fit.",5,1.0,1.0
2047,I1327233805,compsci,USB,Ethernet,"iOS devices using this I/O can charge faster, mirror or span the display to multiple screens, dock adaptors can have USB, video, Ethernet, FW, audio, ports, eSATA.",1.0,1.0,0,0,5,NONE,5,3,2,"iOS devices using this I/O can charge faster, mirror or span the display to multiple screens, dock adaptors can have <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span>, video, <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span>, FW, audio, ports, eSATA.",5,1.0,1.0
762,H1190314120,compsci,Groovy,Java,"I love working in Groovy, it's tons better than Java.",1.0,1.0,5,0,0,BETTER,5,3,2,"I love working in <span style=""color: #9A14B2; font-weight: bold"">Groovy:[OBJECT_A]</span>, it's tons better than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.",5,1.0,1.0
1149,T3198930015,jbt,amazon,hulu,"With streaming services like Netflix, amazon Prime, and hulu Plus, watching imported television programs has never been easier.",1.0,1.0,0,0,5,NONE,5,3,2,"With streaming services like Netflix, <span style=""color: #9A14B2; font-weight: bold"">amazon:[OBJECT_A]</span> Prime, and <span style=""color: #6CB219; font-weight: bold"">hulu:[OBJECT_B]</span> Plus, watching imported television programs has never been easier.",5,1.0,1.0
251,M2047804556,jbt,psp,ds,psp vs ds.,0.6355,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">psp:[OBJECT_A]</span> vs <span style=""color: #6CB219; font-weight: bold"">ds:[OBJECT_B]</span>.",5,0.7813,1.0
901,D437806234,compsci,PostgreSQL,MySQL,By using a SQL database such as PostgreSQL or MySQL it seams that it would make this task much easier.,0.6707,1.0,0,1,4,NONE,4,3,2,"By using a SQL database such as <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> it seams that it would make this task much easier.",5,0.8024199999999999,0.8
646,H1119081708,compsci,PHP,Python,"If you plan on making something with millions of users, PHP is faster than Python or Ruby.",1.0,1.0,5,0,0,BETTER,5,3,2,"If you plan on making something with millions of users, <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> is faster than <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> or Ruby.",5,1.0,1.0
465,S3089752615,jbt,potato,bread,"We use potato bread...less chance for allergic reactions (and it tastes better, IMO).",0.6689,1.0,0,0,5,NONE,5,3,2,"We use <span style=""color: #9A14B2; font-weight: bold"">potato:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">bread:[OBJECT_B]</span>...less chance for allergic reactions (and it tastes better, IMO).",5,0.80134,1.0
533,M1943065872,compsci,JavaScript,Ruby,"Otherwise known as eXo Cloud IDE , it's a solid Cloud contender that supports the usual languages like JavaScript, Ruby, Groovy, Java and HTML to name just a few.",1.0,1.0,0,0,5,NONE,5,3,2,"Otherwise known as eXo Cloud IDE , it's a solid Cloud contender that supports the usual languages like <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>, Groovy, Java and HTML to name just a few.",5,1.0,1.0
537,O2416120253,compsci,Lisp,Python,"The better syntax languages I used are Lisp, Python, and xml.",0.6828,1.0,0,0,5,NONE,5,3,2,"The better syntax languages I used are <span style=""color: #9A14B2; font-weight: bold"">Lisp:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, and xml.",5,0.80968,1.0
2248,J1488630425,brands,BMW,Toyota,It will be even nicer if the rear lights especially the break light looks like those current BMW 5 Series or Toyota Camry and the front like the Audi A1.,1.0,1.0,0,0,5,NONE,5,3,2,"It will be even nicer if the rear lights especially the break light looks like those current <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> 5 Series or <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> Camry and the front like the Audi A1.",5,1.0,1.0
1599,K1656856547,jbt,carolina,pennsylvania,"Luckily, in many states, such as West Virginia, Virginia, North carolina and pennsylvania, the laws are relatively consistent and the answer is easier than expected.",1.0,1.0,0,0,5,NONE,5,3,2,"Luckily, in many states, such as West Virginia, Virginia, North <span style=""color: #9A14B2; font-weight: bold"">carolina:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">pennsylvania:[OBJECT_B]</span>, the laws are relatively consistent and the answer is easier than expected.",5,1.0,1.0
2251,B187558142,brands,Avaya,Huawei,- Alcatel-Lucent - Aspect Software - Avaya - Cisco - Convergys - Ericsson - Fujitsu - Genesys - Holly Connects - Huawei - Interactive Intelligence - Inticube - NEC - Nice Systems - Nuance Communications - Oki Electric - P&W Solutions - Verint Systems - ZTE - Zeacom,1.0,1.0,0,0,5,NONE,5,3,2,"- Alcatel-Lucent - Aspect Software - <span style=""color: #9A14B2; font-weight: bold"">Avaya:[OBJECT_A]</span> - Cisco - Convergys - Ericsson - Fujitsu - Genesys - Holly Connects - <span style=""color: #6CB219; font-weight: bold"">Huawei:[OBJECT_B]</span> - Interactive Intelligence - Inticube - NEC - Nice Systems - Nuance Communications - Oki Electric - P&W Solutions - Verint Systems - ZTE - Zeacom",5,1.0,1.0
672,I1335969026,jbt,rubber,cement,I really only used rubber cement from the mid-70s to around 1980 when I (for better or for worse) switched to Spra-Mount .,1.0,1.0,0,0,5,NONE,5,3,2,"I really only used <span style=""color: #9A14B2; font-weight: bold"">rubber:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">cement:[OBJECT_B]</span> from the mid-70s to around 1980 when I (for better or for worse) switched to Spra-Mount .",5,1.0,1.0
527,D521818669,jbt,michigan,virginia,"Conversely, michigan State managed 44.7 percent shooting, markedly better than the 38.6 percent shooting virginia allowed opponents this season.",1.0,0.5157,4,0,1,BETTER,4,3,2,"Conversely, <span style=""color: #9A14B2; font-weight: bold"">michigan:[OBJECT_A]</span> State managed 44.7 percent shooting, markedly better than the 38.6 percent shooting <span style=""color: #6CB219; font-weight: bold"">virginia:[OBJECT_B]</span> allowed opponents this season.",5,0.80628,0.8
1384,E573513912,compsci,Windows Vista,Windows XP,"Despite this, Windows Vista manages to boot faster than Windows XP.",1.0,1.0,5,0,0,BETTER,5,3,2,"Despite this, <span style=""color: #9A14B2; font-weight: bold"">Windows Vista:[OBJECT_A]</span> manages to boot faster than <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>.",5,1.0,1.0
308,T3217494493,jbt,missouri,california,"Wyoming, missouri, Utah and california.",1.0,1.0,0,0,6,NONE,6,4,2,"Wyoming, <span style=""color: #9A14B2; font-weight: bold"">missouri:[OBJECT_A]</span>, Utah and <span style=""color: #6CB219; font-weight: bold"">california:[OBJECT_B]</span>.",6,1.0,1.0
1028,S2969396655,compsci,JavaScript,PHP,"Unfortunately, there aren't many decent JavaScript OAuth libraries, and I finally settled on using PHP for the three-legged OAuth handling.",1.0,1.0,0,0,5,NONE,5,3,2,"Unfortunately, there aren't many decent <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> OAuth libraries, and I finally settled on using <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> for the three-legged OAuth handling.",5,1.0,1.0
1022,K1721846819,jbt,missouri,california,"missouri, Washington, Oregon, california Cotter family",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">missouri:[OBJECT_A]</span>, Washington, Oregon, <span style=""color: #6CB219; font-weight: bold"">california:[OBJECT_B]</span> Cotter family",5,1.0,1.0
2149,M1924927656,compsci,Windows 98,Windows XP,"Operating System: Microsoft® Windows® 98/Me/XP/2000 / Zoo Tycoon (Marine Mania is an add-on product for Zoo Tycoon) Processor: PC with a 233 MHz processor, 300 MHz recommended RAM: 64 MB of system RAM for Windows 98/ME/2000, 128 MB RAM for Windows XP Hard Drive: 650 MB available hard disk space CD-ROM: 4x speed or faster CD-ROM drive Processor: Sound card and speakers or headphones required for audio",1.0,1.0,0,0,5,NONE,5,3,2,"Operating System: Microsoft® Windows® 98/Me/XP/2000 / Zoo Tycoon (Marine Mania is an add-on product for Zoo Tycoon) Processor: PC with a 233 MHz processor, 300 MHz recommended RAM: 64 MB of system RAM for <span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span>/ME/2000, 128 MB RAM for <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> Hard Drive: 650 MB available hard disk space CD-ROM: 4x speed or faster CD-ROM drive Processor: Sound card and speakers or headphones required for audio",5,1.0,1.0
1885,I1266908099,jbt,oregon,virginia,"In Iowa, Minnesota, oregon, Washington, and Wisconsin, she now trails John McCain while Obama leads him, and she is doing markedly poorer in Connecticut and virginia, too.",1.0,0.5185,1,0,4,NONE,4,3,2,"In Iowa, Minnesota, <span style=""color: #9A14B2; font-weight: bold"">oregon:[OBJECT_A]</span>, Washington, and Wisconsin, she now trails John McCain while Obama leads him, and she is doing markedly poorer in Connecticut and <span style=""color: #6CB219; font-weight: bold"">virginia:[OBJECT_B]</span>, too.",5,0.8074,0.8
477,H1224006999,brands,Ford,Chevrolet,"In 1975, in a move to better compete with the AMC Gremlin, Ford introduced the 2.8L V6; while far less powerful than the Gremlin, the V6 gave the Pinto a feature unavailable in the Chevrolet Vega.",0.6729,0.5255,3,1,1,BETTER,3,3,2,"In 1975, in a move to better compete with the AMC Gremlin, <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> introduced the 2.8L V6; while far less powerful than the Gremlin, the V6 gave the Pinto a feature unavailable in the <span style=""color: #6CB219; font-weight: bold"">Chevrolet:[OBJECT_B]</span> Vega.",5,0.61394,0.6
1189,P2460181411,brands,Dell,Intel,"The Dell Inspiron 15R sports an integrated Intel HD Graphics 4000 graphics processor that provides decent performance, but don't expect to play anything too taxing.",1.0,1.0,0,0,5,NONE,5,3,2,"The <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> Inspiron 15R sports an integrated <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> HD Graphics 4000 graphics processor that provides decent performance, but don't expect to play anything too taxing.",5,1.0,1.0
1735,S3005385379,brands,Sony,Amazon,"Virtually every Blu-ray player and game counsel streams (in fairness, my Sony Blu-ray player is painfully slow with Amazon Prime compared to my Roku, while Netflix has a better menu system than the Roku, and supports 1080p Super HD with 5.1 -- Netflix only offers that on the newest Roku even though my XD supports 1080p and 5.1).",0.7664,1.0,1,0,5,NONE,5,4,2,"Virtually every Blu-ray player and game counsel streams (in fairness, my <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> Blu-ray player is painfully slow with <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> Prime compared to my Roku, while Netflix has a better menu system than the Roku, and supports 1080p Super HD with 5.1 -- Netflix only offers that on the newest Roku even though my XD supports 1080p and 5.1).",6,0.8442666666666665,0.8333333333333334
2096,D390719696,jbt,kennedy,reagan,"But, if it makes you feel better, you can substitute ""Truman,"" ""Eisenhower,"" ""kennedy,"" ""Johnson"", ""Nixon,"" ""Ford,"" ""Carter"", ""reagan,"" ""Bush"" or ""Clinton"" in there wherever you want.",1.0,1.0,0,0,5,NONE,5,3,2,"But, if it makes you feel better, you can substitute ""Truman,"" ""Eisenhower,"" ""<span style=""color: #9A14B2; font-weight: bold"">kennedy:[OBJECT_A]</span>,"" ""Johnson"", ""Nixon,"" ""Ford,"" ""Carter"", ""<span style=""color: #6CB219; font-weight: bold"">reagan:[OBJECT_B]</span>,"" ""Bush"" or ""Clinton"" in there wherever you want.",5,1.0,1.0
864,S2972137051,compsci,AWK,Perl,"Unix proved to be the fertile ground for scripting development and essentially pioneered scripting as it was the first environment in which scripting was put on a solid basis with AWK, C-shell, and later Perl.",1.0,1.0,0,0,5,NONE,5,3,2,"Unix proved to be the fertile ground for scripting development and essentially pioneered scripting as it was the first environment in which scripting was put on a solid basis with <span style=""color: #9A14B2; font-weight: bold"">AWK:[OBJECT_A]</span>, C-shell, and later <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>.",5,1.0,1.0
2161,D553375059,jbt,steak,potato,"DAVID : I'm a carnivore, and to me there's nothing better than a juicy steak, a baked potato, and a salad.",1.0,1.0,0,0,5,NONE,5,3,2,"DAVID : I'm a carnivore, and to me there's nothing better than a juicy <span style=""color: #9A14B2; font-weight: bold"">steak:[OBJECT_A]</span>, a baked <span style=""color: #6CB219; font-weight: bold"">potato:[OBJECT_B]</span>, and a salad.",5,1.0,1.0
341,L1881595599,brands,Leica,Nikon,"Old OM lenses were better, but old Canon FDn lenses, Leica lenses, and Contax lenses and Nikon AIS lenses were better.",1.0,1.0,0,0,5,NONE,5,3,2,"Old OM lenses were better, but old Canon FDn lenses, <span style=""color: #9A14B2; font-weight: bold"">Leica:[OBJECT_A]</span> lenses, and Contax lenses and <span style=""color: #6CB219; font-weight: bold"">Nikon:[OBJECT_B]</span> AIS lenses were better.",5,1.0,1.0
1083,L1817610257,jbt,timber,steel,"Non-toxic Polyurethane or Natural Olive Ash Hardwood Veneer, Solid timber, Solid Maple, Cork, steel Metal, Hardwax Oil.",1.0,1.0,0,0,5,NONE,5,3,2,"Non-toxic Polyurethane or Natural Olive Ash Hardwood Veneer, Solid <span style=""color: #9A14B2; font-weight: bold"">timber:[OBJECT_A]</span>, Solid Maple, Cork, <span style=""color: #6CB219; font-weight: bold"">steel:[OBJECT_B]</span> Metal, Hardwax Oil.",5,1.0,1.0
818,I1327235400,compsci,Objective-C,Swift,"iOS Engineer - Objective-C, Swift , Cocoa - Competitive salary!!",1.0,1.0,0,0,5,NONE,5,3,2,"iOS Engineer - <span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Swift:[OBJECT_B]</span> , Cocoa - Competitive salary!!",5,1.0,1.0
1015,E633763538,compsci,Perl,PHP,Easier web programming language: Perl or PHP?,1.0,1.0,0,0,5,NONE,5,3,2,"Easier web programming language: <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>?",5,1.0,1.0
2096,M2011504816,compsci,PostgreSQL,Oracle,"Plus, if the database supports prepared statements (the soon-to-be-released PostgreSQL 7.3, Oracle, etc), several executes on the same prepare can be faster, since it can reuse the same query plan.",1.0,1.0,0,0,5,NONE,5,3,2,"Plus, if the database supports prepared statements (the soon-to-be-released <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> 7.3, <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>, etc), several executes on the same prepare can be faster, since it can reuse the same query plan.",5,1.0,1.0
2132,I1335569969,compsci,Java,Groovy,"I really like Ruby and I'm quite impressed with Rails, but as a developer with a major investment in Java it's been a much easier transition for me to learn Groovy and Grails.",0.3588,0.5185,2,1,2,NONE,2,3,2,"I really like Ruby and I'm quite impressed with Rails, but as a developer with a major investment in <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> it's been a much easier transition for me to learn <span style=""color: #6CB219; font-weight: bold"">Groovy:[OBJECT_B]</span> and Grails.",5,0.42268,0.4
583,I1295513478,compsci,Direct3D,OpenGL,Intel's drivers tend to work better with Direct3D rather than OpenGL on Windows.,1.0,1.0,5,0,0,BETTER,5,3,2,"Intel's drivers tend to work better with <span style=""color: #9A14B2; font-weight: bold"">Direct3D:[OBJECT_A]</span> rather than <span style=""color: #6CB219; font-weight: bold"">OpenGL:[OBJECT_B]</span> on Windows.",5,1.0,1.0
1196,M2047772425,jbt,psp,ps2,"psp and ps2 didn't have unified online, but they were still better.",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">psp:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">ps2:[OBJECT_B]</span> didn't have unified online, but they were still better.",5,1.0,1.0
153,H1239064557,brands,Audi,Lexus,"In any case, there's no question my next car will be a BMW since both the 550 and 750 are so superior to the competing models from Audi/Mercedes/Lexus/Jaguar.",0.6413,1.0,0,0,5,NONE,5,3,2,"In any case, there's no question my next car will be a BMW since both the 550 and 750 are so superior to the competing models from <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span>/Mercedes/<span style=""color: #6CB219; font-weight: bold"">Lexus:[OBJECT_B]</span>/Jaguar.",5,0.78478,1.0
1719,T3184468497,compsci,Windows 8,Windows 7,Windows 8 has no better support than Windows 7 for NTVDM.,0.6771,1.0,0,1,4,NONE,4,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> has no better support than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> for NTVDM.",5,0.80626,0.8
2266,E704042085,brands,Ferrari,Renault,"Ferrari, BMW, Renault, and Toyota are enough as it is.",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Ferrari:[OBJECT_A]</span>, BMW, <span style=""color: #6CB219; font-weight: bold"">Renault:[OBJECT_B]</span>, and Toyota are enough as it is.",5,1.0,1.0
1854,M2087167613,brands,Lexus,Audi,"Reliability ehhh, im sure its no Lexus, but its seems a tad bit better than BMW or Audi.",0.6864,0.5238,3,0,2,BETTER,3,3,2,"Reliability ehhh, im sure its no <span style=""color: #9A14B2; font-weight: bold"">Lexus:[OBJECT_A]</span>, but its seems a tad bit better than BMW or <span style=""color: #6CB219; font-weight: bold"">Audi:[OBJECT_B]</span>.",5,0.62136,0.6
720,S3097250548,compsci,JavaScript,Python,We will just fix this minor and rare case and thus allow easier manipulation of ant systems from your favourite scripting language (JavaScript/Python/whatever).,0.6812,1.0,0,0,5,NONE,5,3,2,"We will just fix this minor and rare case and thus allow easier manipulation of ant systems from your favourite scripting language (<span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>/whatever).",5,0.8087200000000001,1.0
1335,K1692406847,brands,Leica,Nikon,"Maybe old Leica or Rolliei does better and has a better charm than the old Nikon, but still, you can present yourself 100 percent amateur, and that's good sometimes.",1.0,1.0,5,0,0,BETTER,5,3,2,"Maybe old <span style=""color: #9A14B2; font-weight: bold"">Leica:[OBJECT_A]</span> or Rolliei does better and has a better charm than the old <span style=""color: #6CB219; font-weight: bold"">Nikon:[OBJECT_B]</span>, but still, you can present yourself 100 percent amateur, and that's good sometimes.",5,1.0,1.0
865,T3184463361,compsci,Windows 8,Windows 7,"Windows 8 boots faster than Windows 7, but so what?",1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> boots faster than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span>, but so what?",5,1.0,1.0
723,T3156969502,compsci,USB,Ethernet,"While a USB dongle is certainly possible, a software solution using the Ethernet port is a much better solution.",1.0,1.0,0,5,0,WORSE,5,3,2,"While a <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> dongle is certainly possible, a software solution using the <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> port is a much better solution.",5,1.0,1.0
138,F806065926,jbt,wii,playstation,"Get a faster computer, mine even plays wii and playstation 2 games flawlessly.",0.6659999999999999,1.0,0,0,5,NONE,5,3,2,"Get a faster computer, mine even plays <span style=""color: #9A14B2; font-weight: bold"">wii:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">playstation:[OBJECT_B]</span> 2 games flawlessly.",5,0.7996,1.0
1003,G955894772,jbt,basketball,golf,"Hobbies : Tennis, skiing, basketball, golf.",1.0,1.0,0,0,5,NONE,5,3,2,"Hobbies : Tennis, skiing, <span style=""color: #9A14B2; font-weight: bold"">basketball:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">golf:[OBJECT_B]</span>.",5,1.0,1.0
526,I1361546965,compsci,Windows Vista,Windows XP,Is Windows Vista better than Windows XP when scaled out to multiple users?,1.0,0.5106,1,0,4,NONE,4,3,2,"Is <span style=""color: #9A14B2; font-weight: bold"">Windows Vista:[OBJECT_A]</span> better than <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> when scaled out to multiple users?",5,0.8042400000000001,0.8
345,I1361562997,brands,Nikon,Leica,I switched from Nikon at the time and feel the camera build quality of the Leica was better.,1.0,1.0,0,5,0,WORSE,5,3,2,"I switched from <span style=""color: #9A14B2; font-weight: bold"">Nikon:[OBJECT_A]</span> at the time and feel the camera build quality of the <span style=""color: #6CB219; font-weight: bold"">Leica:[OBJECT_B]</span> was better.",5,1.0,1.0
1227,D552865134,brands,Kingston,Google,"David Ayton is the owner/manager of a business based in Kingston Park, Ncle known as ""1st Property Services"" (Google it) he also has the franchise on ""drain doctor"" in the area.",1.0,1.0,0,0,5,NONE,5,3,2,"David Ayton is the owner/manager of a business based in <span style=""color: #9A14B2; font-weight: bold"">Kingston:[OBJECT_A]</span> Park, Ncle known as ""1st Property Services"" (<span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> it) he also has the franchise on ""drain doctor"" in the area.",5,1.0,1.0
1993,P2566075376,compsci,Ethernet,USB,"The motherboards have decent graphics performance and depending on configuration 2 or 3 SATA sockets, RAID support, Gigabit Ethernet and up to 10 USB ports.",1.0,1.0,0,0,5,NONE,5,3,2,"The motherboards have decent graphics performance and depending on configuration 2 or 3 SATA sockets, RAID support, Gigabit <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> and up to 10 <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> ports.",5,1.0,1.0
440,A140578194,jbt,football,volleyball,"A day on the beach with a good book, football, volleyball, and a cooler of tasty beverages- aahhh... heaven.",1.0,1.0,0,0,5,NONE,5,3,2,"A day on the beach with a good book, <span style=""color: #9A14B2; font-weight: bold"">football:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">volleyball:[OBJECT_B]</span>, and a cooler of tasty beverages- aahhh... heaven.",5,1.0,1.0
577,E726164277,jbt,fishing,swimming,fishing and swimming.,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">fishing:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">swimming:[OBJECT_B]</span>.",5,1.0,1.0
266,N2120514181,compsci,Ruby,JavaScript,Ruby is simply a better language than JavaScript will ever become.,1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> is simply a better language than <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span> will ever become.",5,1.0,1.0
1187,S3057080256,brands,Intel,Dell,We just got signs from Intel and Dell that things are getting worse.,1.0,1.0,0,0,5,NONE,5,3,2,"We just got signs from <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> that things are getting worse.",5,1.0,1.0
2242,I1381712113,compsci,JavaScript,Perl,It has the flavor of a cross between JavaScript and the better parts of Perl.,1.0,0.5217,1,0,4,NONE,4,3,2,"It has the flavor of a cross between <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> and the better parts of <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>.",5,0.8086800000000001,0.8
739,H1224920047,brands,IBM,Apple,"In 1996, however, he ""figured the CFO track would be faster outside IBM,"" and joined Apple.",1.0,0.5455,0,1,5,NONE,5,4,2,"In 1996, however, he ""figured the CFO track would be faster outside <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span>,"" and joined <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span>.",6,0.8484999999999999,0.8333333333333334
682,S2992168653,compsci,Sed,AWK,"Utilities like cat, Sed, grep, AWK, and sort may not seem too useful to them at first, but they'll probably notice that copying and moving files is a hell of a lot faster in a CLI than it is in a GUI.",1.0,1.0,0,0,5,NONE,5,3,2,"Utilities like cat, <span style=""color: #9A14B2; font-weight: bold"">Sed:[OBJECT_A]</span>, grep, <span style=""color: #6CB219; font-weight: bold"">AWK:[OBJECT_B]</span>, and sort may not seem too useful to them at first, but they'll probably notice that copying and moving files is a hell of a lot faster in a CLI than it is in a GUI.",5,1.0,1.0
