,sentence,object_a,object_b,predicted,gold,origin
1418,Actually for many Windows XP users it is easier to migrate to Linux Mint than to Windows 8.,Windows XP,Windows 8,ARG,NONE,both
1420,Its the same with Windows 8 over Windows 7 it runs better on older hardware.,Windows 7,Windows 8,NONE,ARG,both
1421,"I'm using mesa and xserver 9999 _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog",Google,Kingston,NONE,ARG,both
1423,"In Crysis the Kingston 40GB again takes second place to the Intel in the SSD ranks, making it a pretty decent proposition for gaming.",Intel,Kingston,NONE,ARG,both
1424,"The NP900X4C was decidedly mediocre at gaming tests, thanks to its Intel HD Graphics 4000 integrated graphics, but the 62Wh battery let it last a long time on the MobileMark battery test: just short of 7 hours, ahead of the Zenbook Prime UX32VD (5:26) and the Sony VAIO E15 (4:34) by a wide margin.",Sony,Intel,NONE,ARG,both
1425,"I'll repeat with a GTX580 on the next tests - I imagine CUDA does not improve PP6 over FCPX when you have a faster, higher spec Nvidia card that also boosts OpenCL on FCPX.",CUDA,OpenCL,ARG,NONE,both
1427,I wouldn't say Microsoft is worse then Apple.,Microsoft,Apple,ARG,NONE,both
1428,The advantage of Java over Python for scientific computing is faster for,Java,Python,NONE,ARG,both
1429,"Mine was the hot dog à la maison (16), a fairly decent sausage presented on rather dry bread and topped with pickled fennel.",bread,sausage,NONE,ARG,both
1430,Apple is reportedly planning to upgrade its current lineup of MacBook Air laptops on Tuesday with faster processors from Intel.,Apple,Intel,NONE,ARG,both
1431,"When compared to the Ford products we owned before, the Toyota vehicles have been a better experience for us.",Ford,Toyota,NONE,ARG,both
1433,"Apart from the fact that languages such as Python, Ruby, Haskell do have very powerful functional programming support for like 10-15 years - and IMHO better one than C# or LINQ - all this goes back to Lisp , which will be celebrating 50th anniversary next year.",Python,Lisp,ARG,NONE,both
1434,"The language seems to place itself as 'faster than Groovy, simpler than Scala and incorporates all the benefits of Java'.",Java,Scala,NONE,ARG,both
1435,Last time I checked Apple had 3% market share (Personal Computers) Sony does better.,Apple,Sony,NONE,ARG,both
1436,"This would probably be easier in Python, but Bash works fine after you get the quoting straightened out.",Python,Bash,NONE,ARG,both
1438,Apple had better watch out for Google.,Apple,Google,NONE,ARG,both
1439,"Generally speaking, in a ""squeeze the brakes as hard as possible and let ABS take over"" kind of stop, the Yamaha and the Honda, with their faster cycling times, will out-stop the BMW by several feet.",Honda,BMW,NONE,ARG,both
1440,The Buick is a far better driver but doesn't have the wretched excess appeal of the Cadillac.,Cadillac,Buick,ARG,NONE,both
1441,california door suppliers better wake up before this Ambiance company from North carolina take away all their business.,california,carolina,NONE,ARG,both
1442,"Intel SSDs had a failure rate of 0.59%, while the solid-state competition from Corsair, Crucial, Kingston, and OCZ ranged from 2.17-2.93%.",Intel,Kingston,NONE,ARG,both
1446,"I can do whatever Google does[masked] cheaper and much better; I do what neither IBM, nor Oracle, nor Microsoft cannot do.",Google,IBM,NONE,ARG,both
1448,"It gets better-this is cnn, not fox.",fox,cnn,NONE,ARG,both
1450,"We decided to code the account switching business logic on the back-end in Groovy, instead of Java as the rest of the back-end.The reason for thiswasreallythathavingoneprograminglanguage on a project is superior to havingtwo, especiallysince the new language is much more expressive and cool than the old one.Compilation of code base in twolanguages is slow.",Java,Groovy,NONE,ARG,both
1452,The process of converting it to Java resulted in a 100x speed up - despite Perl possibly having a faster regex implementation.,Java,Perl,NONE,ARG,both
1454,How was it that Nokia overcame Motorola?,Nokia,Motorola,NONE,ARG,both
1456,One reviewer felt that Mitt Romney delivered a better performance than John F. kennedy against nixon.,kennedy,nixon,NONE,ARG,both
1457,"Swift Swift is based on Objective-C, and will be even easier for a Java programmer to learn and use.",Java,Objective-C,NONE,ARG,both
1458,"I'm sure the dedicated winter tires help but I have found that my BMW handles better then some of my previous cars (00 Honda Accord EX-V6, 97 Ford Explorer, 96 Maxima SE).",Ford,BMW,NONE,ARG,both
1459,"Certainly it's not the best language, but it's better than writing C or Java, more fun than Python and more straightforward than Haskell.",Python,Haskell,ARG,NONE,both
1460,Do I think google will score better than amazon?,google,amazon,ARG,NONE,both
1461,They are very nice - with solid wood backs (not the cheap cardboard back type).,wood,cardboard,NONE,ARG,both
1462,I liked the Toyota over the Ford and it looks better than the Chevy.,Ford,Toyota,NONE,ARG,both
1463,"While Gordon's Chevrolet excelled at the end, Busch's Toyota never got better.",Toyota,Chevrolet,NONE,ARG,both
1464,"I would kill to see good games written in Java or better yet, Scala or Clojure.",Java,Scala,NONE,ARG,both
1465,"I still used Joystick's metal backing plates, but only to better distribute the load to the marine plywood.",metal,plywood,ARG,NONE,both
1467,"For some reason baseball players think hitting a softball is 'easier.'""",baseball,softball,NONE,ARG,both
1468,It also didn't hurt my faith in Microsoft when Sony kept releasing a newer and uglier PS3 each time.,Microsoft,Sony,NONE,ARG,both
1470,Would the new Nikon 85 be that much better than the old one or the inexpensive Sigma to justify the investment?,Sigma,Nikon,ARG,NONE,both
1471,"Kind of a toss up as to which is easier, depending on how good your PHP coding is compared to your JavaScript coding.",PHP,JavaScript,ARG,NONE,both
1472,Does Apple manage its supply chain better than Amazon manages its own?,Apple,Amazon,ARG,NONE,both
1473,Sony should also prefer windows phone os(apollo) along with android because windows phone is much better than android.Microsoft is os giant as compared to Google which is internet search giant.So anytime microsoft can make best os for smartphones and tablets.agree it,Google,Sony,ARG,NONE,both
1474,Adidas is a German company - therein I understand Nike being American better already.,Nike,Adidas,NONE,ARG,both
1475,The restaurant would have to be better than just a simple cafe or pizza place.,restaurant,cafe,ARG,NONE,both
1476,It could be worse for Microsoft - Apple could be dominating this market.,Microsoft,Apple,NONE,ARG,both
1477,"When compared to Windows 7 , Windows 8 has a faster booting time .",Windows 7,Windows 8,NONE,ARG,both
1478,"I think your program might be better suited for Bash, but I like you answer and I like Python.",Python,Bash,NONE,ARG,both
1479,"Compared with Windows XP, Windows Vista does a better job of helping to prevent hostile programs and Web sites from attacking your PC.",Windows XP,Windows Vista,NONE,ARG,both
1481,"This one I just checked about, and Oracle still appears to recommend using raw devices, as they claim it can be up to 50% faster...but, how would one implement this in PostgreSQL?",Oracle,PostgreSQL,ARG,NONE,both
1484,"and dont even start with the ""Microsoft greed monopoly"" thing, Apple is 10X worse""",Microsoft,Apple,NONE,ARG,both
1485,"Windows 8 Developer desktop - looks like Windows 7, runs a hair faster.",Windows 7,Windows 8,NONE,ARG,both
1486,"Although this is still roughly 2 times faster than Wi-Fi and 50 times faster than Bluetooth, it fell well short of its wired USB counterpart.",USB,Bluetooth,NONE,ARG,both
1487,I don't think very many people are going to buy an Sigma SD-10 when the Canon 10D and Nikon D70 are so clearly superior.,Sigma,Nikon,NONE,ARG,both
1489,I was using google music but amazon is just better.,google,amazon,NONE,ARG,both
1490,"Hewlett-Packard regained the lead in worldwide PC shipments in the fourth quarter of 2003, but Dell managed to hold onto its lead for the full year, as the PC industry recorded one of its better years in recent memory, according to preliminary figures from IDC and Gartner.",Dell,Hewlett-Packard,NONE,ARG,both
1495,"That's true for Perl too I guess, but I like Python better order of magnitudes myself",Python,Perl,NONE,ARG,both
1496,"youtube is really solid though, but how about facebook?",facebook,youtube,ARG,NONE,both
1497,"Java has an impoverished model of abstraction; Groovy is a decent alternative (I find its syntax and a few language features a little weird at times, but when you come from a Lisp/Smalltalk background, languages with extensive syntax always seem a little crude :)",Java,Groovy,NONE,ARG,both
1498,"If you're talking about CHRP/PREP hardware, IBM and Motorola delivered PowerPC machines with lots of PC legacy, while Apple delivered much better, legacy free PowerPC Macs.",Apple,IBM,NONE,ARG,both
1500,Tis the season and what better way to kick off my annal holiday inspiration advent calendar  than with a winter woodland wedding!,holiday,wedding,ARG,NONE,both
1501,"Python at least is every bit as good at 'net' programming as Java, and faster to develop with.",Java,Python,NONE,ARG,both
1502,"Apart from that, raytracing with Direct3D is in development at the moment (so no wonderfull new era of platform independent graphics APIs), the situation will just get worse as the people behind OpenGL will just add that functionality using extensions, but I guess that discussion has been hold long enough now...",OpenGL,Direct3D,ARG,NONE,both
1503,"Note, that because of my own terrible experiences with Windows Vista, I had dutifully remained on Windows XP, accepting the fact that my environment continued to get slower and slower in between more frequent cleaning reinstall cycles.",Windows XP,Windows Vista,NONE,ARG,both
1505,There is also no sane reason to use mySQL (or Oracle) when PostgreSQL is better than both in almost every respect.,Oracle,PostgreSQL,NONE,ARG,both
1506,For Java I like NetBeans over Eclipse.,Eclipse,NetBeans,NONE,ARG,both
1509,JS is better than GWT? Scala is better for Java in the enterprise?,Java,Scala,ARG,NONE,both
1510,Are the Chrysler products harder to wash than a comparable van from Honda or Toyota?,Toyota,Chrysler,ARG,NONE,both
1511,I have no desire to argue that fox is any better or worse than cnn.,fox,cnn,ARG,NONE,both
1512,"INCLUDES OUR EXCLUSIVE UNLIMITED MILEAGE LIFETIME POWERTRAIN WARRANTY, You won't find a better suv than this great 2014 jeep Wrangler.",suv,jeep,ARG,NONE,both
1513,He claims the locking up of forest has made it harder to get the special timber he needs.,forest,timber,ARG,NONE,both
1514,"Rather than take a sporty approach, and build a true rear-wheel drive competitor to the BMW 3-Series and Mercedes-Benz 190E sedans, Lexus took a much softer and safer route, basing their entry-level ES, or ""Executive Sedan,"" on the very un-sporty front-wheel drive Toyota Camry.",Toyota,BMW,NONE,ARG,both
1515,"again, usc lost to oregon fucking state!! notre dame will have 1 quality win and a piss-poor sched, and michigan will have 2 quality wins(bucky, and i reluctanly add notre dame) and a mediocre sched.",michigan,oregon,NONE,ARG,both
1516,"I guess you could say it's like gamecube to wii... it's better, but only just.",wii,gamecube,NONE,ARG,both
1517,I've seen much better from Dell and certainly the Sony XBrite and Toshiba TruBrite screens are better than what the Inspiron 6000 offers up.,Sony,Dell,NONE,ARG,both
1518,If South carolina represents the worst performance to be expected of Devin Gardner than michigan is in solid hands.,carolina,michigan,ARG,NONE,both
1519,"The Java-Cocoa bridge was maintained for years, but the advice every third-party Mac developer would give you if you asked them was that you were much better off taking the time to learn Objective-C.",Java,Objective-C,ARG,NONE,both
1520,What if I can't find any aspect of PHP that is better than Ruby?,Ruby,PHP,ARG,NONE,both
1521,"A mid-size BMW sedan equipped with a diesel engine returned better fuel economy on a 545-mile, London-to-Geneva, run than a gasoline-powered Toyota Prius.",Toyota,BMW,ARG,NONE,both
1522,"From what I could gather, it is much easier for a Java programmer to read (make sense of) simple Python code than to read Scala code.",Java,Scala,ARG,NONE,both
1524,I just think whole milk would be better then juice?,milk,juice,NONE,ARG,both
1525,"Here you say that you like Python clean syntax, but do you know that Pliant one is as clean but much more flexible (can either look instructions centric or Lisp like), and can even be customized to better match various needs.",Python,Lisp,ARG,NONE,both
1526,"We chose for PostgreSQL (not to start an MySQL pg flamewar, but pg was the more suitable for our purposes) because it's open, and thus safer.",MySQL,PostgreSQL,NONE,ARG,both
1527,"Unless you need USB 3.0, or better Bluetooth, or Fusion drive or something like that.....",USB,Bluetooth,NONE,ARG,both
1529,"Green car: The official pick for this category was the Toyota Prius , which outscores the Chevrolet Volt , mainly thanks to better practicality.",Toyota,Chevrolet,NONE,ARG,both
1531,"While a USB dongle is certainly possible, a software solution using the Ethernet port is a much better solution.",USB,Ethernet,NONE,ARG,both
1533,"The shuttle is a decent space truck, but we need a cheaper (and safer) space ""bus.""",bus,truck,NONE,ARG,both
1534,This was one of my favourite games on the ps2 and looks fantastic on the ds: the same but better!,ds,ps2,NONE,ARG,both
1535,"But I would bet that a loaded, $30,000 Honda Accord offers more refinement and an EcoBoost Ford Fusion is faster.",Ford,Honda,NONE,ARG,both
1536,# This subprogram will green tag a red tagged truck  and mark it as availible #Each truck should have its own file and there should be a csv file showing the current status of all of the trucks in the system # This might be easier to write as a Bash script rather then a Python program.,Python,Bash,NONE,ARG,both
1537,"Like Apple's Genius in itunes, google has something similar but better called Instant Mix.",google,itunes,NONE,ARG,both
1538,"(Personally, my users demand OCamL anyway, so it's not an additional build for me; and it's much faster to build than Erlang or Haskell and I think also than Perl; don't know about Python).",Python,Haskell,ARG,NONE,both
1539,"Is Windows 8 better than Windows 7, its predecessor?",Windows 7,Windows 8,ARG,NONE,both
1540,"Not as attractive as Toyota or Honda and better than Dodge, Kia or Chevrolet.",Toyota,Chevrolet,ARG,NONE,both
1541,When giving presentations I find it easier to carry around my ipod and A/V chord instead of a laptop and chords.,laptop,ipod,NONE,ARG,both
1542,Terrible football field; worse baseball field.,football,baseball,NONE,ARG,both
1543,"Is a BMW 3 series $15,000 better than a Ford Focus?",Ford,BMW,ARG,NONE,both
1544,"It is powered (OTS) by SQLite, but for larger systems can use MySQL (obviously quite capable), supports multiple playlists, global hotkeys, a decent search (no support for regex tho, AFAIK), etc.",MySQL,SQLite,NONE,ARG,both
1547,Nowdays though it seems that SE is makeing better quality built phones followed closely by Moto and Siemens (love the SL55 BTW - just i need BT) and last and IMO least - Nokia.,Nokia,Siemens,NONE,ARG,both
1548,"Mazda 6, Honda Accord Euro and Toyota Camry better watch out for this advanced strategic move from Ford.",Ford,Toyota,NONE,ARG,both
1549,"JavaScript reminds me of Perl 4 with a slightly better syntax and a couple of additional features (basic lexical scoping, higher order functions, and method dispatch, not to mention competing implementations with a lot of effort spent on optimizing away efficiencies inherent in some of the poorest misfeatures of the language's design).",Perl,JavaScript,NONE,ARG,both
1550,"The NFL and professional baseball are covered to death in this country, and hockey is just cooler.""",baseball,hockey,NONE,ARG,both
1552,"States with 10 percent unemployment or worse included Nevada, 14.2; Rhode Island, 11.3; michigan 10.7; South carolina, 10.5; Oregon, 10.4; Kentucky, 10.4; Georgia, 10.4; and Mississippi 10.1.",carolina,michigan,NONE,ARG,both
1555,"Unless you can't prove that OpenGL falls short in terms of the results you get out of it, Direct3D might be the better designed API - but it's not a better solution.",OpenGL,Direct3D,NONE,ARG,both
1557,"And, one for institutional (soda fountains) use which is, thicker and better for fountain drinks like chocolate egg creams.",chocolate,soda,NONE,ARG,both
1558,"Actually scratch my last post, I canceled the Nikon and ordered the Sigma 18-50 mm f2.8 HSM instead, as I think it should be the better lens.",Sigma,Nikon,NONE,ARG,both
1559,"There is a real, major benefit of using Java over other languages, such as C or Haskell or Smalltalk, which is this: it lets you work with other mediocre programmers, and has limitations that prevents them from doing anything too crazy.",Java,Haskell,NONE,ARG,both
1560,"I'm a Perl guy myself, but sometimes AWK is faster and cleaner for extracting data.",Perl,AWK,NONE,ARG,both
1561,"Samsung voids warranty for rooting, Motorola doesn't.",Samsung,Motorola,NONE,ARG,both
1562,"(In saying that, at least they were successful to begin with - I recall seeing similar stupidity from Siemens, who've never been anywhere near as good at making decent phones as Nokia, and whose reaction to having inadvertently produced a decent handset was to panic and junk it before anyone had time to notice...)",Nokia,Siemens,NONE,ARG,both
1563,"Compare the Cloud released new rankings indicating Amazon Web Services, though a perennial cloud services frontrunner, is experiencing slower growth and is losing the ""mind share"" battle with competitors such as IBM and Microsoft.",Microsoft,Amazon,NONE,ARG,both
1564,The MSI GeForce 8800 GTS 512MB is one of the better mid-high performance cards available for its price and fills the gap between the current generation of high-end cards and the eagerly awaited series that's soon to come from Nvidia.,Nvidia,MSI,ARG,NONE,both
1565,"However, this does not take into consideration whether the code is optimized better for a specific platform, the quality of the drivers and the OpenCL stack (which does not perform as well as CUDA on NVidia).",CUDA,OpenCL,NONE,ARG,both
1566,"What puzzles him, though, is that with hundreds of millions of computers still running Windows XP-and Microsoft keener than ever to get their owners to migrate to Windows 7, if not Windows 8-the least the firm might have done is to make the whole upgrade path a good deal easier road to travel.",Windows XP,Windows 8,ARG,NONE,both
1567,"Python has a better standard library, but Perl has a better nonstandard library.",Python,Perl,ARG,NONE,both
1568,"As the recommendation, you better use Wi-Fi and USB, not Bluetooth.",USB,Bluetooth,NONE,ARG,both
1569,"For all of Google TV's faults as a platform, Sony has done a decent enough job with the WiFi-endowed NSZ-GS7, though it does run on the ageing Android 3.2 Honeycomb OS.",Google,Sony,NONE,ARG,both
1572,"volleyball has helped me to see players in basketball better, and I have a better idea of what's happening.''",basketball,volleyball,NONE,ARG,both
1574,Visibly faster than Python ... faster than Java I'd bet.,Java,Python,ARG,NONE,both
1575,"Microsoft, with its forays into Surface and trying to finagle a hold of Dell, well they potentially are in a better position, but like Sony theyre going to have to hit a sweet spot, too high and the uptake will remain low (like the ps3), too low and they run the rist of it cannibalising other parts of their market.",Sony,Dell,ARG,NONE,both
1578,"Indeed is even worse; Ruby shows about 10K hits there, compared to 20K for PHP and 100K for Java.",Java,PHP,NONE,ARG,both
1579,"While Direct3D works, OpenGL seems to give better texture quality and smoother frame rate in CS1.6.",OpenGL,Direct3D,NONE,ARG,both
1580,"Worse than coffee, the effect beer has on my bladder.",coffee,beer,NONE,ARG,both
1582,The change initially started as part of a personal crusade against Michael Widenius' selfish attack on the Oracle Sun deal but the fact that PostgreSQL also happens to be awesome makes the transition even easier!,Oracle,PostgreSQL,ARG,NONE,both
1583,"This is most likely done to optimize for Integer calculations, rather than slower Floating-point math.",Integer,Floating-point,ARG,NONE,both
1586,"Python , the best language a business can use without risking the lack of programmers ( Common Lisp is better, but I don't know anyone who knows it except for me)",Python,Lisp,NONE,ARG,both
1588,"While the $750 price tag of the Editors' Choice Dell Inspiron 14z may be a bit more than the budget-minded shopper wants to pay, alternatives closer in price to the Lifebook LH532, like the Acer Aspire TimelineX AS4830T-6841 and the Sony VAIO VPC-EH25FM  provide superior performance, longer battery life, and better value for your dollar.",Sony,Dell,ARG,NONE,both
1590,"Now this last system used only a 1.8GHz Opteron 144 processor as opposed to the 2.0GHz Opteron 246 of the IBM systems, so the Intel compiler is actually faster at 1093/1162.",IBM,Intel,NONE,ARG,both
1591,"Other reviews have shown these new 470 series SSDs from Samsung have significantly better scores than the rest, while still competing with Toshiba on power consumption.",Samsung,Toshiba,ARG,NONE,both
1593,The pizza use to be better and the Crazy bread was definately better.,bread,pizza,NONE,ARG,both
1594,So why is Mario golf World Tour superior to Mario tennis Open?,golf,tennis,NONE,ARG,both
1595,"From my experience plastic inserts are stronger and provide better support, but even well-crafted cardboard inserts provide solid support.",plastic,cardboard,ARG,NONE,both
1596,"Netflix, amazon and I think the new Genius tool for itunes have much better systems.",amazon,itunes,NONE,ARG,both
1599,"Otherwise, Microsoft will build hardware that better integrates with the operating software, and companies like Dell will suffer.",Microsoft,Dell,NONE,ARG,both
1600,It's definitely gotten worse since we moved to North carolina from california.,california,carolina,NONE,ARG,both
1601,"A sweep this weekend would put them 1 point behind harvard for second, and move them to no worse than a tie with dartmouth.",harvard,dartmouth,ARG,NONE,both
1602,"While dozens of manufacturers will gladly slap an Intel, Microsoft, or NVIDIA advertisement on the palmrest of your brand new laptop, Google knows better than to partake in this annoying practice.",Google,Intel,NONE,ARG,both
1603,The most important difference is that you did your tests using an upclocked nVidia GTX570 GPU that is great for CUDA but lousy for OpenCL.,CUDA,OpenCL,NONE,ARG,both
1604,"There are other languages which may be better suited than PHP if you want to see things from a different angle - I suggest that you try a functional language like Lisp, Scheme, Haskell, F#, or a weakly typed language like Python.",Python,Lisp,NONE,ARG,both
1605,Much better than JavaScript e -mails/PHP.,PHP,JavaScript,NONE,ARG,both
1606,"Remember the Dell display is a little smaller, but I am guessing the Intel processer is a little better (not sure though).",Intel,Dell,NONE,ARG,both
1607,"To me, the Thinkpad looks like a better laptop than the Macbook Air, because it's got an optical drive, three USB ports instead of one, built-in Ethernet, and a faster processor.",USB,Ethernet,NONE,ARG,both
1609,The only thing worse than pro football is pro hockey!,football,hockey,NONE,ARG,both
1610,"If OSU beats michigan State Saturday and finishes undefeated, there's a better chance for a one-loss Auburn to jump the Buckeyes than a one-loss missouri.",michigan,missouri,ARG,NONE,both
1611,"2. Horrible synchronization sotfware (Siemens, but from what I'm told Nokia is no better).",Nokia,Siemens,NONE,ARG,both
1612,"Not to ruin the review, but in our HTPC real world benchmark the Express 6G was 243% faster than the Samsung SSD and an astonishing 361% faster than the Apple stock Toshiba drive; and that's not even the worst drubbing the OWC SSD levied.",Samsung,Toshiba,ARG,NONE,both
1613,"While the new 2012 is a much better suv, a week's worth of driving begged the inevitable question: Is it a better jeep?",suv,jeep,ARG,NONE,both
1615,There are not many companies better poised to take a run at Microsoft than IBM and Sun in their heydays.,Microsoft,IBM,ARG,NONE,both
1616,"@Adam Smith, any parsing toolchain will be ok - e.g., Antlr with a Java backend, or (much better) any functional language with ADTs (SML, OCaml, Haskell, ...).",Java,Haskell,NONE,ARG,both
1617,"If you spend are likely to spend more time with Java, then Scala or Groovy are possibly better options.",Java,Scala,NONE,ARG,both
1618,Good to see again a Renault ahead of a Ferrari.,Ferrari,Renault,NONE,ARG,both
1623,"It's a decent rival to the Mercedes-Benz CLA45 AMG, though the Mercedes still wins when it comes to power output; let's hope Audi hurries up and brings out a new RS 3.",Audi,Mercedes-Benz,NONE,ARG,both
1626,"Gladow's take: A loss to Florida State is worse than a loss at oregon, true, but Boston College still boasts wins over virginia Tech, Georgia Tech and Wake Forest.",virginia,oregon,ARG,NONE,both
1627,"East carolina and Boise st are a harder game than Purdue, Illinois, Indiana, Kansa, Texas tech, california, Colorado, Kentucky, Rutgers, West Virginia, Maryland, virginia, and so on.",california,carolina,ARG,NONE,both
1628,"This colleague, let's call him Phil, was a role model of self-taught analysis-programming physicists, until he decided that choosing a script language like Python for the said task was completely insane, because, you know, Bash scripts do things much faster, don't they?",Python,Bash,NONE,ARG,both
1629,"They know that Lexus has better residual, and that Audi has better tech.",Audi,Lexus,ARG,NONE,both
1630,"That's a problem for Dell, and it won't get any better until it starts beating Apple at its own game.",Apple,Dell,NONE,ARG,both
1634,lumber business has increased in price and even better demands for timber lands.,timber,lumber,ARG,NONE,both
1635,What Perl can do better than Ruby and vice versa,Ruby,Perl,ARG,NONE,both
1636,"I wouldn't be too concerned about using Windows 8, Windows 7 is usually regarded as 'better'.",Windows 7,Windows 8,NONE,ARG,both
1637,I'm not saying the ps3 is better or worse than the Xbox360 and wii.,wii,ps3,ARG,NONE,both
1638,"People are in a serious mood of trolling in OTW! _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog",Google,Kingston,NONE,ARG,both
1639,In summary - a plaigarized technology - a bad cement and a worse concrete.,concrete,cement,NONE,ARG,both
1641,"Originally, that up there said 'Smalltalk' instead of 'Java'.",Java,Smalltalk,NONE,ARG,both
1643,The new Windows 7 is said to be so much better than the problems ridden Windows Vista and is a considerable improvement on Windows XP.,Windows XP,Windows Vista,NONE,ARG,both
1644,"Volkswagen improves slightly slower than the market at +28% to 10% share in May, followed by Peugeot (+52%), Mercedes (+29%), BMW (+14%), Nissan up a gargantuan 79% and Ford up an equally impressive 78%.",Ford,Nissan,NONE,ARG,both
1645,i have been trying to bend MySQL (PostgreSQL has better support,MySQL,PostgreSQL,NONE,ARG,both
1647,But they get better fuel economy than our new CRD jeep and definitely better fuel economy than any gas powered suv of similar size.,suv,jeep,ARG,NONE,both
1648,"Suprise for me that sbcl is much slower then ccl, also that Java is so much faster then both clozure and sbcl .. Also Perl is 2x faster then clozure and 7-8x faster then sbcl .. and that is really unexpected.",Java,Perl,ARG,NONE,both
1652,"Coca-Cola per say is not worse than any other type of cola, like Pepsi, or generic branded cola.",Coca-Cola,Pepsi,ARG,NONE,both
1653,"Here the standouts are Eisenhower, nixon, and to a lesser extent Ronald reagan, whose views were poorly grounded in specifics.",reagan,nixon,NONE,ARG,both
1654,Solid beer but not my cup of tea.,beer,tea,NONE,ARG,both
1655,"Lo and behold, the same code runs 280 times slower when compiled as a Groovy class than its Java counterpart.",Java,Groovy,ARG,NONE,both
1656,Most of the applications I see that use Oracle would work fine or better with an OSS database such as PostgreSQL or even SQLite.,Oracle,PostgreSQL,NONE,ARG,both
1657,"Amazon is, I think, in a better position (how much better, I don't know) to compete directly with Apple.",Apple,Amazon,NONE,ARG,both
1658,ISA is the old bus of the old IBM-compatible PCs while PCI is a newer and faster bus from Intel.,IBM,Intel,NONE,ARG,both
1659,"Users of Windows 98 and previous versions will find Windows XP a change for the better, but it isn?t really much of an improvement over Windows 2000 or ME.",Windows XP,Windows 98,NONE,ARG,both
1660,"For that reason, I dropped itunes as soon as I could get a decent selection from amazon.",amazon,itunes,NONE,ARG,both
1662,"The whole Florida line didn't play well versus missouri, but was better against georgia.",georgia,missouri,ARG,NONE,both
1663,Men's basketball finds itself somewhere between North carolina (very good) and missouri (decent) when it comes to it's national ranking entering the 2011 season.,carolina,missouri,NONE,ARG,both
1664,"When moving files Gb Ethernet is faster, when doing LOTS of small transfers, USB is faster.)",USB,Ethernet,ARG,NONE,both
1667,"Also, softball is weak, basketball is a much better sport, luckily I kept my cardio because I don't smoke spice.",basketball,softball,NONE,ARG,both
1668,After 15+ years of C++/Java and OO we would still all be better off programming in Lisp.,Java,Lisp,NONE,ARG,both
1669,"I chose a BMW over a Ford Mondeo because it's better put together, more powerful, more comfortable and is more attractive (to me), for the same price (second hand, at the time).",Ford,BMW,NONE,ARG,both
1670,"First, Motorola, then HTC and Samsung.",Samsung,Motorola,NONE,ARG,both
1671,"Honda is solid at #6 and 6.1% share, Ford is back above Mercedes and BMW, Mazda shines again at #8 and local manufacturer Luxgen is back inside the Top 10 at #9 with 1.104 sales and 3.2% share.",Ford,BMW,NONE,ARG,both
1673,"It's better for Amazon to cannibalize itself than have it done anymore by Apple,"" he adds.",Apple,Amazon,ARG,NONE,both
1674,"I'm getting excited because most people got the impression from testing that BMW wouldn't be any better than Renault/Red Bull/Williams/Toyota - and now it turns out they're miles ahead from that group, and even look slightly closer to McLaren/Ferrari than last year.",Toyota,BMW,ARG,NONE,both
1675,Google would not put a 2300mah battery of it didn't get decent battery life (higher quality parts can raise power efficiency so battery life can be better/worse than mah would make it seem) your mixing them up with Sony who is notorious for it.,Google,Sony,ARG,NONE,both
1676,"While Google is still expected to grow its business at a faster rate than Apple, even slow-growing Intel boasts a meaningful premium to free cash flow compared to Apple.",Google,Intel,ARG,NONE,both
1677,What's better about Ruby than Python?,Ruby,Python,ARG,NONE,both
1679,"This last fact alone makes it easier to code in Java, even though the code can never be as terse and and elegant as the equivalent Groovy code.",Java,Groovy,NONE,ARG,both
1681,steel is stronger and harder then aluminum.,steel,aluminum,NONE,ARG,both
1682,I switched from Nikon at the time and feel the camera build quality of the Leica was better.,Nikon,Leica,NONE,ARG,both
1683,"But in both cases Apple gets poor grades from Greenpeace while Dell gets better grades, despite the inconvenient fact that both are in exactly the same boat: stuck.",Apple,Dell,NONE,ARG,both
1684,InfoQ : Are there specific features of Groovy that you feel make it better suited to Spring development than Java?,Java,Groovy,ARG,NONE,both
1686,Apple is only 50% better than Dell or HP?,Apple,Dell,ARG,NONE,both
1687,"The answer, much like the iphone, is you better have your laptop with you.",laptop,iphone,NONE,ARG,both
1690,"Looking backwards, investing in Sears in 1890 turned out better than investing in Sony in 1950; that, more than anything, explains the relative performance of Amazon and Apple in the stock market.",Sony,Amazon,ARG,NONE,both
1691,"Use your knife to get to places faster, but also use your pistol if your not sure the area is clear.",knife,pistol,ARG,NONE,both
1692,"In terms of revenues, Cisco is growing faster than Intel, about as fast as Juniper, and a bit behind Microsoft.",Microsoft,Intel,NONE,ARG,both
1693,"With immense competition and reliability a given, Honda will continue to bleed market share with GM, Ford, Hyundai and VW making better cars.",Ford,Honda,NONE,ARG,both
1694,"A Honda CRX is cooler than ANY Alfa?!?! Bite your tongue, Ford-obsessed heathen!!",Ford,Honda,ARG,NONE,both
1695,The build quality of the LG made Nexus 5 is better than Samsung - but not better than Nokia!,Nokia,Samsung,ARG,NONE,both
