id,assigned_class,assigned_class:confidence,label,new_sentence,sentence,_golden,_unit_state,_trusted_judgments,_last_judgment_at
1445637774,NO_COMP,1,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, and <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>, too) undoubtedly influenced people's votes when it","OBJECT_A, and OBJECT_B, too) undoubtedly influenced people's votes when it",false,finalized,3,11/10/2017 13:41:19
1445637847,UNCLEAR,0.6778,NO_COMP,"Anyway, for this book, geany has been used, mainly because it handles both <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> (amongst many others), and is rather lightweight.","Anyway, for this book, geany has been used, mainly because it handles both OBJECT_A and OBJECT_B (amongst many others), and is rather lightweight.",false,finalized,3,11/10/2017 13:34:18
1445637848,BETTER,1,BETTER,"I love the language but I'm considering getting better at <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> just because <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> is so slow I feel bad using it for anything serious.",I love the language but I'm considering getting better at OBJECT_A just because OBJECT_B is so slow I feel bad using it for anything serious.,false,finalized,3,11/10/2017 14:08:40
1445637849,NO_COMP,0.6522,NO_COMP,"Modern languages like scala, <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> and maybe <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span> are much better at this.","Modern languages like scala, OBJECT_A and maybe OBJECT_B are much better at this.",false,finalized,3,11/10/2017 13:42:59
1445637850,BETTER,1,WORSE,"I usually recommend <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> over <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>, as I prefer it, but in this case it may be better, due to everything inherently being an object.","I usually recommend OBJECT_A over OBJECT_B, as I prefer it, but in this case it may be better, due to everything inherently being an object.",false,finalized,3,11/10/2017 13:49:08
1445637851,NO_COMP,1,NO_COMP,"It's why I mention <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>, because they've at least heard of them.","It's why I mention OBJECT_A and OBJECT_B, because they've at least heard of them.",false,finalized,3,11/10/2017 13:41:38
1445637852,NO_COMP,0.6659,NO_COMP,"And so you have many programmers choosing to use <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> because good libraries exist there for solving modern problems.",And so you have many programmers choosing to use OBJECT_A or OBJECT_B because good libraries exist there for solving modern problems.,false,finalized,3,11/10/2017 13:32:14
1445637853,UNCLEAR,0.6229,UNCLEAR,"<span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> may actually help promote better programming practices, but they aren't as accessible as PHP in terms of examples, online docs and tutorials, and hosting is not as easy.","OBJECT_A or OBJECT_B may actually help promote better programming practices, but they aren't as accessible as PHP in terms of examples, online docs and tutorials, and hosting is not as easy.",false,finalized,3,11/10/2017 13:36:57
1445637854,WORSE,0.6627,WORSE,"<span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> would have also been a good choice but IMO it is an inferior language compared to <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>.",OBJECT_A would have also been a good choice but IMO it is an inferior language compared to OBJECT_B.,false,finalized,3,11/10/2017 13:46:52
1445637855,NO_COMP,0.6669,NO_COMP,"Got a good job writing C++? Hopefully you also know some Java, or better yet some <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> or some other higher level scripting language.","Got a good job writing C++? Hopefully you also know some Java, or better yet some OBJECT_A, OBJECT_B or some other higher level scripting language.",false,finalized,3,11/10/2017 15:05:43
1445637856,WORSE,1,WORSE,"I'd been kind of hoping Apple would dump AppleScript and switch over to <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> or (even better) <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span> as the official AppleEvent scripting language [1].",I'd been kind of hoping Apple would dump AppleScript and switch over to OBJECT_A or (even better) OBJECT_B as the official AppleEvent scripting language [1].,false,finalized,3,11/10/2017 14:08:40
1445637857,NO_COMP,0.6879,NO_COMP,"I'd go so far as to say <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span> aren't either, though both are very powerful and are better suited to some tasks than Java.","I'd go so far as to say OBJECT_A and OBJECT_B aren't either, though both are very powerful and are better suited to some tasks than Java.",false,finalized,3,11/10/2017 13:44:48
1445637858,NO_COMP,0.7015,NO_COMP,"Proves Superior to <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>, Perl and Other Dynamic Programming Languages","Proves Superior to OBJECT_A, OBJECT_B, Perl and Other Dynamic Programming Languages",false,finalized,3,11/10/2017 13:45:10
1445637859,UNCLEAR,0.7748,NO_COMP,"I'm a huge <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>/Django & <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>/Rails fan, but I will never stop using PHP because it is so broadly accepted and supported.","I'm a huge OBJECT_A/Django & OBJECT_B/Rails fan, but I will never stop using PHP because it is so broadly accepted and supported.",false,finalized,4,11/10/2017 13:42:57
1445637860,NO_COMP,0.6678,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> support features of orthogonality, maintainability, etc. even better, in many respects.","OBJECT_A and OBJECT_B support features of orthogonality, maintainability, etc. even better, in many respects.",false,finalized,3,11/10/2017 13:38:40
1445637861,NO_COMP,0.6771,UNCLEAR,"Your argument of awk being the ""underlanguage"" and not suitable for the job because you think that only Perl/<span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> can do the job is flawed and weak.","Your argument of awk being the ""underlanguage"" and not suitable for the job because you think that only Perl/OBJECT_A/OBJECT_B can do the job is flawed and weak.",false,finalized,3,11/10/2017 13:45:06
1445637862,BETTER,1,BETTER,"<span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> has RDoc , and it looks better than anything I've seen in <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>.","OBJECT_A has RDoc , and it looks better than anything I've seen in OBJECT_B.",false,finalized,3,11/10/2017 13:45:34
1445637863,NO_COMP,0.6361,NO_COMP,"You might be better served learning a language like Objective-C, <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> or even Unix shell-scripting, which are more useful for creating useful code on modern computer systems.","You might be better served learning a language like Objective-C, OBJECT_A, OBJECT_B or even Unix shell-scripting, which are more useful for creating useful code on modern computer systems.",false,finalized,3,11/10/2017 13:45:49
1445637864,BETTER,0.7141,UNCLEAR,"Any sources that discuss the pros and cons of each or why it would be better to do X in <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> rather than <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>?",Any sources that discuss the pros and cons of each or why it would be better to do X in OBJECT_A rather than OBJECT_B?,false,finalized,3,11/10/2017 13:45:49
1445637865,NO_COMP,1,NO_COMP,"Perl isn't dying because the competition, namely <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>, is itself idiosyncratic,"" Hyperlogos blogger Martin Espinoza opined.","Perl isn't dying because the competition, namely OBJECT_A and OBJECT_B, is itself idiosyncratic, Hyperlogos blogger Martin Espinoza opined.",false,finalized,3,11/10/2017 13:42:34
1445637866,NO_COMP,0.6771,NO_COMP,"Today? You'll build a better app in less time and with fewer people using <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> with Django or <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> on Rails.",Today? You'll build a better app in less time and with fewer people using OBJECT_A with Django or OBJECT_B on Rails.,false,finalized,3,11/10/2017 13:45:06
1445637867,BETTER,0.7141,BETTER,"One of them ( Jan rather than Andrzej ) was of the opinion that <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> was more object oriented than <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span> because you are able tack methods onto the built-in classes.",One of them ( Jan rather than Andrzej ) was of the opinion that OBJECT_A was more object oriented than OBJECT_B because you are able tack methods onto the built-in classes.,false,finalized,3,11/10/2017 13:45:49
1445637868,NO_COMP,0.6744,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>, WordPress, and the old standard OpenOffice (in a freshly minted version 4) are better and stronger than ever.","OBJECT_A, OBJECT_B, WordPress, and the old standard OpenOffice (in a freshly minted version 4) are better and stronger than ever.",false,finalized,3,11/10/2017 14:02:32
1445637869,BETTER,0.6943,BETTER,"<span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> has better support for such declarative styles and I am glad the core <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span> language is not going down that route.",OBJECT_A has better support for such declarative styles and I am glad the core OBJECT_B language is not going down that route.,false,finalized,3,11/10/2017 13:43:27
1445637870,WORSE,0.6595,BETTER,"Mainly because <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> is used in considerably more non-web applications than <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>, which makes your skills more portable (and you more employable).","Mainly because OBJECT_A is used in considerably more non-web applications than OBJECT_B, which makes your skills more portable (and you more employable).",false,finalized,3,11/10/2017 13:49:56
1445637871,NO_COMP,1,NO_COMP,"This is one area where MySQL Cookbook really shines, because it contains a large amount of sample code in Perl, PHP, <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, Java, and even <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>.","This is one area where MySQL Cookbook really shines, because it contains a large amount of sample code in Perl, PHP, OBJECT_A, Java, and even OBJECT_B.",false,finalized,3,11/10/2017 13:46:14
1445637872,NO_COMP,1,NO_COMP,"I use <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> heavily because it's easy for other people to understand and I can quickly do a task in them.",I use OBJECT_A and OBJECT_B heavily because it's easy for other people to understand and I can quickly do a task in them.,false,finalized,3,11/10/2017 13:46:44
1445637873,NO_COMP,1,NO_COMP,"I take your word that Perl/<span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>/LISP/whatever is much superior.",I take your word that Perl/OBJECT_A/OBJECT_B/LISP/whatever is much superior.,false,finalized,3,11/10/2017 13:45:10
1445637885,NO_COMP,1,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> only.",OBJECT_A and OBJECT_B only.,false,finalized,3,11/10/2017 13:40:16
1445637886,NO_COMP,1,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span>, iPad, and <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> Compatible!","OBJECT_A, iPad, and OBJECT_B Compatible!",false,finalized,3,11/10/2017 13:44:34
1445637887,BETTER,0.5271,BETTER,"(See <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> Dethrones the <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> .)",(See OBJECT_A Dethrones the OBJECT_B .),false,finalized,4,11/10/2017 13:42:57
1445637888,NO_COMP,1,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>, BlackBerry, Windows","OBJECT_A, OBJECT_B, BlackBerry, Windows",false,finalized,3,11/10/2017 13:46:14
1445637889,NO_COMP,1,NO_COMP,", free for <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>).",", free for OBJECT_A and OBJECT_B).",false,finalized,3,11/10/2017 13:42:54
1445637891,NO_COMP,1,NO_COMP,"Download our <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> & <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> Apps",Download our OBJECT_A & OBJECT_B Apps,false,finalized,3,11/10/2017 13:44:49
1445637892,NO_COMP,1,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span>/iPad and <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> Apps",OBJECT_A/iPad and OBJECT_B Apps,false,finalized,3,11/10/2017 13:42:08
1445637893,NO_COMP,1,NO_COMP,"...developer for <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> AND <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>.",...developer for OBJECT_A AND OBJECT_B.,false,finalized,3,11/10/2017 13:45:29
1445637894,NO_COMP,1,NO_COMP,"(<span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>).","(OBJECT_A, OBJECT_B).",false,finalized,3,11/10/2017 13:36:57
1445637895,NO_COMP,1,NO_COMP,"Apps for <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>",Apps for OBJECT_A and OBJECT_B,false,finalized,3,11/10/2017 14:02:32
1445637896,NO_COMP,1,NO_COMP,"(<span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>; free)","(OBJECT_A, OBJECT_B; free)",false,finalized,3,11/10/2017 13:44:33
1445637897,NO_COMP,1,NO_COMP,"( <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> , <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> , Metal Slug X )","( OBJECT_A , OBJECT_B , Metal Slug X )",false,finalized,3,11/10/2017 15:05:43
1445637898,NO_COMP,1,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> & web app developer","OBJECT_A, OBJECT_B & web app developer",false,finalized,3,11/10/2017 13:45:28
1445637899,NO_COMP,1,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> editions (£2.39),","OBJECT_A and OBJECT_B editions (£2.39),",false,finalized,3,11/10/2017 13:46:44
1445637900,NO_COMP,1,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> apps",OBJECT_A and OBJECT_B apps,false,finalized,3,11/10/2017 13:42:07
1445637901,NO_COMP,1,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span>  and  <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> .",OBJECT_A  and  OBJECT_B .,false,finalized,3,11/10/2017 13:40:16
1445637902,NO_COMP,1,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> & <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> Development",OBJECT_A & OBJECT_B Development,false,finalized,3,11/10/2017 13:46:34
1445637903,NO_COMP,1,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>, Windows phone, etc).","OBJECT_A, OBJECT_B, Windows phone, etc).",false,finalized,3,11/10/2017 13:38:39
1445637904,NO_COMP,1,NO_COMP,"RetailMeNot for <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> .",RetailMeNot for OBJECT_A or OBJECT_B .,false,finalized,3,11/10/2017 13:46:39
1445637905,NO_COMP,1,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span>], <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>, Windows and Linux)","OBJECT_A], OBJECT_B, Windows and Linux)",false,finalized,3,11/10/2017 13:46:44
1445637906,NO_COMP,0.6834,NO_COMP,"( <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> , Crush , iPad , <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> )","( OBJECT_A , Crush , iPad , OBJECT_B )",false,finalized,3,11/10/2017 13:42:07
1445637907,NO_COMP,1,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> app.",OBJECT_A and OBJECT_B app.,false,finalized,3,11/10/2017 13:36:57
1445637908,NO_COMP,1,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span>, iPad & <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> Devices Supported","OBJECT_A, iPad & OBJECT_B Devices Supported",false,finalized,4,11/10/2017 13:46:52
1445637909,NO_COMP,1,NO_COMP,"Flowd (<span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>/Nokia)",Flowd (OBJECT_A/OBJECT_B/Nokia),false,finalized,3,11/10/2017 13:47:27
1445637910,NO_COMP,1,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> / BlackBerry / <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> / Symbian",OBJECT_A / BlackBerry / OBJECT_B / Symbian,false,finalized,3,11/10/2017 13:38:39
1445637911,BETTER,1,BETTER,"<span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> is much better, economically speaking, than <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>.","OBJECT_A is much better, economically speaking, than OBJECT_B.",false,finalized,4,11/10/2017 13:42:57
1445637912,BETTER,1,BETTER,"Probably because of this they would find <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> more simple and straightforward than <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>.",Probably because of this they would find OBJECT_A more simple and straightforward than OBJECT_B.,false,finalized,3,11/10/2017 13:46:03
1445637913,WORSE,0.6741,NO_COMP,"If you're a fed-up <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> user looking to switch to an <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> device, there are better options.","If you're a fed-up OBJECT_A user looking to switch to an OBJECT_B device, there are better options.",false,finalized,3,11/10/2017 13:41:56
1445637914,BETTER,0.7273,BETTER,"I'm actually quite disappointed with how much better are the photos than from my <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span>, which easily matched <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> 4S.","I'm actually quite disappointed with how much better are the photos than from my OBJECT_A, which easily matched OBJECT_B 4S.",false,finalized,3,11/10/2017 13:47:59
1445637915,WORSE,1,WORSE,"why accept an inferior phone running Google's <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> when you can have Apple's superior <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> for a hundred dollars more?"" That is a matter of opinion.",why accept an inferior phone running Google's OBJECT_A when you can have Apple's superior OBJECT_B for a hundred dollars more? That is a matter of opinion.,false,finalized,3,11/10/2017 13:45:28
1445637916,UNCLEAR,1,NO_COMP,"It multitasks even better than <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span>, its as responsive as an <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>, and its hardware is better than most blackberries.","It multitasks even better than OBJECT_A, its as responsive as an OBJECT_B, and its hardware is better than most blackberries.",false,finalized,3,11/10/2017 13:45:10
1445637917,NO_COMP,0.6695,NO_COMP,"People do not necessarily switch from an <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> to an <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> or vice versa because they think one is better than the other.",People do not necessarily switch from an OBJECT_A to an OBJECT_B or vice versa because they think one is better than the other.,false,finalized,3,11/10/2017 13:42:48
1445637918,BETTER,1,BETTER,"This is significant if you consider there are a number of <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> phones available for a similar price which are technologically superior to the <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> 3GS .",This is significant if you consider there are a number of OBJECT_A phones available for a similar price which are technologically superior to the OBJECT_B 3GS .,false,finalized,4,11/10/2017 13:44:19
1445637919,BETTER,1,BETTER,"How hard is it to accept the fact <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> is doing better then the <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> these days?",How hard is it to accept the fact OBJECT_A is doing better then the OBJECT_B these days?,false,finalized,3,11/10/2017 13:42:54
1445637920,BETTER,1,BETTER,"However, with Apple's switch, Google's superior mapping app gives <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> phones a clear advantage over the <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> in this important function.","However, with Apple's switch, Google's superior mapping app gives OBJECT_A phones a clear advantage over the OBJECT_B in this important function.",false,finalized,3,11/10/2017 13:42:07
1445637921,NO_COMP,1,NO_COMP,"There was no port to <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span>, iPad, or <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> because that would require rewriting the program.","There was no port to OBJECT_A, iPad, or OBJECT_B because that would require rewriting the program.",false,finalized,3,11/10/2017 13:43:01
1445637922,WORSE,1,WORSE,"(Seriously this page works worse on an <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> using chrome than it did on the <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> using safari.)",(Seriously this page works worse on an OBJECT_A using chrome than it did on the OBJECT_B using safari.),false,finalized,3,11/10/2017 13:44:48
1445637923,WORSE,1,WORSE,"Unsure if the ole <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> has this app, because <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> is so much better..lol..but the SLEEP APNEA 2.0 SLEEP ANALYZER works great.","Unsure if the ole OBJECT_A has this app, because OBJECT_B is so much better..lol..but the SLEEP APNEA 2.0 SLEEP ANALYZER works great.",false,finalized,3,11/10/2017 13:32:14
1445637924,UNCLEAR,0.5282,NO_COMP,"See what <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> has to offer "" better smartphones than BlackBerries!","See what OBJECT_A or OBJECT_B has to offer "" better smartphones than BlackBerries!",false,finalized,4,11/10/2017 13:44:13
1445637925,NO_COMP,1,NO_COMP,"must have been reading our site because they finally ported their popular <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> application to <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>.",must have been reading our site because they finally ported their popular OBJECT_A application to OBJECT_B.,false,finalized,3,11/10/2017 13:45:28
1445637926,BETTER,0.7108,BETTER,"Yawn... <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> phones are rapidly becoming better spec'd out than the <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>.",Yawn... OBJECT_A phones are rapidly becoming better spec'd out than the OBJECT_B.,false,finalized,3,11/10/2017 13:40:40
1445637927,NO_COMP,0.667,NO_COMP,"These great apps will help you get better photos on your <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> smart phone.",These great apps will help you get better photos on your OBJECT_A or OBJECT_B smart phone.,false,finalized,3,11/10/2017 13:47:27
1445637928,UNCLEAR,0.7405,UNCLEAR,"From an end user perspective, the <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> , <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> and even the Windows Phone are providing better functionality than the BlackBerry.","From an end user perspective, the OBJECT_A , OBJECT_B and even the Windows Phone are providing better functionality than the BlackBerry.",false,finalized,4,11/10/2017 13:44:19
1445637929,BETTER,1,NO_COMP,"iHater muck-raking is useless because a 90% working <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> 4 is still better than a 95% working <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> or Symbian or RIM crapphone.",iHater muck-raking is useless because a 90% working OBJECT_A 4 is still better than a 95% working OBJECT_B or Symbian or RIM crapphone.,false,finalized,3,11/10/2017 13:41:56
1445637930,UNCLEAR,0.6457,NO_COMP,"Make it a unique one a better one than <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>.",Make it a unique one a better one than OBJECT_A and OBJECT_B.,false,finalized,3,11/10/2017 13:42:14
1445637931,WORSE,1,NO_COMP,"While we find this better in implementation that the <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span>, it's still more limited than <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>.","While we find this better in implementation that the OBJECT_A, it's still more limited than OBJECT_B.",false,finalized,3,11/10/2017 13:34:18
1445637932,WORSE,0.6753,WORSE,"There is nothing the <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> can do that an equally powerful <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> device can't do and more and better.",There is nothing the OBJECT_A can do that an equally powerful OBJECT_B device can't do and more and better.,false,finalized,3,11/10/2017 13:41:58
1445637933,WORSE,1,WORSE,"I went GS3 over <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> simply because I prefer the <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> operating system.",I went GS3 over OBJECT_A simply because I prefer the OBJECT_B operating system.,false,finalized,3,11/10/2017 13:41:38
1445637934,WORSE,0.6457,BETTER,"<span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> didn't out pace the <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> this year, it just sold slightly better in America.","OBJECT_A didn't out pace the OBJECT_B this year, it just sold slightly better in America.",false,finalized,3,11/10/2017 13:42:14
