id,domain,object_a,object_b,sentence,it_1_confidence,it_2_confidence,better_count,worse_count,none_count,most_frequent_label,most_frequent_count,it_1_judgments,it_2_judgments,sentence_html,judgments,confidence,most_frequent_percentage
R2923475832,compsci,Ruby,PHP,"To me, Ruby on Rails doesn't look any better than PHP.",0.6951,1.0,0,1,4,NONE,4,3,2,"To me, <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> on Rails doesn't look any better than <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>.",5,0.8170600000000001,0.8
M2092763242,compsci,Oracle,MySQL,Replicating between MySQL and Oracle,1.0,1.0,0,0,5,NONE,5,3,2,"Replicating between <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>",5,1.0,1.0
J1492169620,compsci,Ruby,Perl,"It would be really sad, if the Perl (and Ruby) people simply program OOP and say it's simply better, without knowing when and why.",1.0,1.0,0,0,5,NONE,5,3,2,"It would be really sad, if the <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> (and <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>) people simply program OOP and say it's simply better, without knowing when and why.",5,1.0,1.0
T3165855318,compsci,MySQL,SQLite,"While the tutorial implies that using SQLite is the easiest path to getting a working app, it's probably easier to use MySQL or postgres if you're comfortable with those.",0.6714,0.5217,1,3,1,WORSE,3,3,2,"While the tutorial implies that using <span style=""color: #9A14B2; font-weight: bold"">SQLite:[OBJECT_A]</span> is the easiest path to getting a working app, it's probably easier to use <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> or postgres if you're comfortable with those.",5,0.6115200000000001,0.6
O2326338423,compsci,Ruby,Python,"Sure, PHP, Perl, Python, and Ruby are slower than C or C++.",1.0,1.0,0,0,5,NONE,5,3,2,"Sure, PHP, Perl, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, and <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> are slower than C or C++.",5,1.0,1.0
F850958279,compsci,Java,Haskell,"Haskell, Eiffel, Java, C# It is decidedly not a goal of this paper to demonstrate that one lan- guage is ""better"" than any other language.",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Haskell:[OBJECT_A]</span>, Eiffel, <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, C# It is decidedly not a goal of this paper to demonstrate that one lan- guage is ""better"" than any other language.",5,1.0,1.0
D394257774,compsci,MySQL,PostgreSQL,But in low traffic sites MySQL/PostgreSQL is better.,0.6667,1.0,0,1,4,NONE,4,3,2,"But in low traffic sites <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span> is better.",5,0.80002,0.8
M1988327607,compsci,Perl,AWK,"Perl provided a convenient method of rewriting the shell / AWK scripts into a single executable, which not only provided more power and flexibility but also ran faster!",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> provided a convenient method of rewriting the shell / <span style=""color: #6CB219; font-weight: bold"">AWK:[OBJECT_B]</span> scripts into a single executable, which not only provided more power and flexibility but also ran faster!",5,1.0,1.0
O2326871995,compsci,Windows 7,Windows 8,"Sure, Windows 8 maybe slightly faster than Windows 7 but is faster than Windows XP?",1.0,1.0,5,0,0,BETTER,5,3,2,"Sure, <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> maybe slightly faster than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> but is faster than Windows XP?",5,1.0,1.0
B328704602,compsci,USB,Ethernet,Approximately forty times faster than conventional USB 1.1 10/100M Ethernet on boardLets you easily connect ...,1.0,1.0,0,0,5,NONE,5,3,2,"Approximately forty times faster than conventional <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> 1.1 10/100M <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> on boardLets you easily connect ...",5,1.0,1.0
F789505566,compsci,Java,Ruby,"Functional Knowledge: Java, Ruby, Lua, PHP.",1.0,1.0,0,0,5,NONE,5,3,2,"Functional Knowledge: <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>, Lua, PHP.",5,1.0,1.0
J1553053666,compsci,Oracle,PostgreSQL,"Joaquin Quintas : Experienced python/django developer, solid knowledge of CSS/HTML, JS frameworks like JQuery, database systems like Mysql, PostgreSQL, sqlite3, Oracle, Db2.",1.0,1.0,0,0,5,NONE,5,3,2,"Joaquin Quintas : Experienced python/django developer, solid knowledge of CSS/HTML, JS frameworks like JQuery, database systems like Mysql, <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span>, sqlite3, <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>, Db2.",5,1.0,1.0
J1430823916,compsci,Eclipse,NetBeans,I tried both in Eclipse and NetBeans.,0.6992,1.0,0,1,4,NONE,4,3,2,"I tried both in <span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>.",5,0.81952,0.8
H1099630756,compsci,Java,PHP,"If they are good, they might find it easier to make an impact on the PHP community than, say, in the Java or .NET community.",0.6403,1.0,4,0,1,BETTER,4,3,2,"If they are good, they might find it easier to make an impact on the <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> community than, say, in the <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> or .NET community.",5,0.78418,0.8
N2137844702,compsci,Java,Scala,Scala enums are inferior to Java enums _and_ are incompatible.,0.6364,0.5161,1,3,1,WORSE,3,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> enums are inferior to <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> enums _and_ are incompatible.",5,0.5882799999999999,0.6
I1258968300,compsci,Windows 7,Windows 8,"In fact, Microsoft says Windows 8 upgrades are faster than Windows 7 updates in 2009.",1.0,1.0,5,0,0,BETTER,5,3,2,"In fact, Microsoft says <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> upgrades are faster than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> updates in 2009.",5,1.0,1.0
L1885501055,compsci,Windows 7,Windows 8,"On Balance Microsoft Windows 7 is better than Windows 8"".",1.0,1.0,5,0,0,BETTER,5,3,2,"On Balance Microsoft <span style=color: #9A14B2; font-weight: bold"">Windows 7:[OBJECT_A]</span> is better than <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span>"".",5,1.0,1.0
T3194670679,compsci,Java,Scala,"With most Java code I seldom have to use the source, but for the Scala code it seems easier to start with the source.",0.6682,1.0,1,4,0,WORSE,4,3,2,"With most <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> code I seldom have to use the source, but for the <span style=""color: #6CB219; font-weight: bold"">Scala:[OBJECT_B]</span> code it seems easier to start with the source.",5,0.8009200000000001,0.8
F749938285,compsci,CUDA,OpenCL,"For instance, there's a session on GPU acceleration for applications, which is news to me, and although there are no specifics yet, things like CUDA and OpenCL are ripe for exploitation for a new OS looking to seem faster.",1.0,1.0,0,0,5,NONE,5,3,2,"For instance, there's a session on GPU acceleration for applications, which is news to me, and although there are no specifics yet, things like <span style=""color: #9A14B2; font-weight: bold"">CUDA:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">OpenCL:[OBJECT_B]</span> are ripe for exploitation for a new OS looking to seem faster.",5,1.0,1.0
B326636012,compsci,iOS,Apple TV,"Apple's next generation iPad and iPhone, both due the first half of this year, will pack a new version of the company's custom A4 chip, with dual, faster graphics cores capable of supporting a Retina Display iPad and potentially bringing 1080p HD support to iOS devices, including Apple TV.",1.0,1.0,0,0,5,NONE,5,3,2,"Apple's next generation iPad and iPhone, both due the first half of this year, will pack a new version of the company's custom A4 chip, with dual, faster graphics cores capable of supporting a Retina Display iPad and potentially bringing 1080p HD support to <span style=""color: #9A14B2; font-weight: bold"">iOS:[OBJECT_A]</span> devices, including <span style=""color: #6CB219; font-weight: bold"">Apple TV:[OBJECT_B]</span>.",5,1.0,1.0
H1204799230,compsci,Java,PHP,"I'm into programming languages, and I know many that have better designs than Java and PHP.",1.0,1.0,0,0,5,NONE,5,3,2,"I'm into programming languages, and I know many that have better designs than <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>.",5,1.0,1.0
J1444922437,compsci,Python,Lisp,It's easier to pass around named function objects in Python than in just about any language not named Lisp.,0.6807,1.0,3,0,2,BETTER,3,3,2,"It's easier to pass around named function objects in <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> than in just about any language not named <span style=""color: #6CB219; font-weight: bold"">Lisp:[OBJECT_B]</span>.",5,0.8084199999999999,0.6
F745981169,compsci,USB,Bluetooth,For example there is a decent Bluetooth speaker by the bed with a USB charging port.,0.6552,1.0,1,0,4,NONE,4,3,2,"For example there is a decent <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> speaker by the bed with a <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> charging port.",5,0.79312,0.8
F758485865,compsci,Integer,Floating-point,"For some architectures conversion between int and float isn't expensive, and hardware Floating-point division is much faster than software-based Integer division.",1.0,1.0,5,0,0,BETTER,5,3,2,"For some architectures conversion between int and float isn't expensive, and hardware <span style=""color: #9A14B2; font-weight: bold"">Floating-point:[OBJECT_A]</span> division is much faster than software-based <span style=""color: #6CB219; font-weight: bold"">Integer:[OBJECT_B]</span> division.",5,1.0,1.0
C364261640,compsci,OpenGL,Direct3D,"As it is, DirectX isn't going anywhere despite what anyone from Epic might say; Windows Direct3D support from drivers (for starters) is just better than the OpenGL support in a lot of cases, enough cases that it has to be supported or a game will just fall over on a lot of computers.",1.0,1.0,5,0,0,BETTER,5,3,2,"As it is, DirectX isn't going anywhere despite what anyone from Epic might say; Windows <span style=""color: #9A14B2; font-weight: bold"">Direct3D:[OBJECT_A]</span> support from drivers (for starters) is just better than the <span style=""color: #6CB219; font-weight: bold"">OpenGL:[OBJECT_B]</span> support in a lot of cases, enough cases that it has to be supported or a game will just fall over on a lot of computers.",5,1.0,1.0
Q2614743671,compsci,Java,Perl,"The point wasn't ""Java is better than Perl"".",0.6885,1.0,3,0,2,BETTER,3,3,2,"The point wasn't ""<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> is better than <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>"".",5,0.8130999999999999,0.6
H1207731903,compsci,Python,Perl,"I'm not a developer, but I'm decent with Java, C++, Python, and Perl.",1.0,1.0,0,0,5,NONE,5,3,2,"I'm not a developer, but I'm decent with Java, C++, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, and <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>.",5,1.0,1.0
H1176221358,compsci,Java,Scala,I know you can write Scala as a 'better Java'.,0.6667,1.0,3,0,2,BETTER,3,3,2,"I know you can write <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> as a 'better <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>'.",5,0.80002,0.6
F739793530,compsci,USB,Bluetooth,"For connectivity there are two USB 3.0 ports for a faster data transfer, Bluetooth 4.0, WiFi 802.11 b/g/n, and HDMI support.",1.0,1.0,0,0,5,NONE,5,3,2,"For connectivity there are two <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> 3.0 ports for a faster data transfer, <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> 4.0, WiFi 802.11 b/g/n, and HDMI support.",5,1.0,1.0
L1760066995,compsci,Java,Groovy,"My back end is Groovy, Java based, and it works for comercial scale better than ROR, imo.",1.0,1.0,0,0,5,NONE,5,3,2,"My back end is <span style=""color: #9A14B2; font-weight: bold"">Groovy:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> based, and it works for comercial scale better than ROR, imo.",5,1.0,1.0
T3287193027,compsci,Oracle,MySQL,"·  Database: Oracle, MySQL, Hibernate.",1.0,1.0,0,0,5,NONE,5,3,2,"·  Database: <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>, Hibernate.",5,1.0,1.0
L1841985822,compsci,Java,Objective-C,"No wait, you're right, hiring multiple developers to code in Java and Objective-C and who knows what else is a much better solution.",1.0,1.0,0,0,5,NONE,5,3,2,"No wait, you're right, hiring multiple developers to code in <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span> and who knows what else is a much better solution.",5,1.0,1.0
A159701997,compsci,PHP,Perl,"After all, [THE FOLLOWING IS SARCASM:] this conclusively proves that IIS is far superior to the Linux Apache Mysql Perl/Python/PHP system.",1.0,1.0,0,0,5,NONE,5,3,2,"After all, [THE FOLLOWING IS SARCASM:] this conclusively proves that IIS is far superior to the Linux Apache Mysql <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span>/Python/<span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> system.",5,1.0,1.0
K1692054920,compsci,Java,Lisp,"Maybe Java code is longer but it is much easier to read because it is talking to You and has a clean structure, whereas this Lisp is nesting and neting and nesting.",1.0,0.5152,4,0,1,BETTER,4,3,2,"Maybe <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> code is longer but it is much easier to read because it is talking to You and has a clean structure, whereas this <span style=""color: #6CB219; font-weight: bold"">Lisp:[OBJECT_B]</span> is nesting and neting and nesting.",5,0.80608,0.8
M1926897745,compsci,Oracle,PostgreSQL,"Oracle has superior clustering to PostgreSQL, better native XML support, autonomous transactions, procedures that can return multiple result sets, a really solid embedded JVM for procedures, proven scaling to absurdly huge database sizes, etc.",1.0,0.5217,4,0,1,BETTER,4,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> has superior clustering to <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span>, better native XML support, autonomous transactions, procedures that can return multiple result sets, a really solid embedded JVM for procedures, proven scaling to absurdly huge database sizes, etc.",5,0.8086800000000001,0.8
F788980714,compsci,Windows XP,Windows 98,"full set of 7 powerful tools built for Windows 98, Windows Me, Windows NT, Windows 2000, Windows XP and 2003 Keep your PC running faster, cleaner, and secure with IE Secure Master?",1.0,1.0,0,0,5,NONE,5,3,2,"full set of 7 powerful tools built for <span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span>, Windows Me, Windows NT, Windows 2000, <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> and 2003 Keep your PC running faster, cleaner, and secure with IE Secure Master?",5,1.0,1.0
S2987289623,compsci,Java,Objective-C,Using the Phonegap plugins to avoid it will only go so far before the cost being so high you'll better be programming in Java or Objective-C anyway.,1.0,1.0,0,0,5,NONE,5,3,2,"Using the Phonegap plugins to avoid it will only go so far before the cost being so high you'll better be programming in <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span> anyway.",5,1.0,1.0
J1433945598,compsci,Ruby,JavaScript,It's actually easier to learn than JavaScript or Ruby.,1.0,1.0,0,0,5,NONE,5,3,2,"It's actually easier to learn than <span style=color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>.",5,1.0,1.0
R2930028061,compsci,Java,Haskell,"To quote myself in response to someone asking ""Can you provide examples of legacy hacks and how Scala, Haskell and F# are actually better than languages like C# or Java?"": (...) I am not downplaying this disaster, but are you just gloating?",0.3463,1.0,3,1,1,BETTER,3,3,2,"To quote myself in response to someone asking ""Can you provide examples of legacy hacks and how Scala, <span style=""color: #9A14B2; font-weight: bold"">Haskell:[OBJECT_A]</span> and F# are actually better than languages like C# or <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>?"": (...) I am not downplaying this disaster, but are you just gloating?",5,0.60778,0.6
M2090903916,compsci,Oracle,MySQL,Re: MySQL vs Oracle,1.0,1.0,0,0,5,NONE,5,3,2,"Re: <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> vs <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>",5,1.0,1.0
M1985513042,compsci,Python,Haskell,"Perhaps developers would be better off with either ""more typing"" (a richer, statically typed system with type inference, as in Haskell, Scala or F#), or ""less typing"" (a more flexible, meta-programmable, dynamically typed system, as in Ruby or Python).",0.6572,0.5311,1,1,3,NONE,3,3,2,"Perhaps developers would be better off with either ""more typing"" (a richer, statically typed system with type inference, as in <span style=""color: #9A14B2; font-weight: bold"">Haskell:[OBJECT_A]</span>, Scala or F#), or ""less typing"" (a more flexible, meta-programmable, dynamically typed system, as in Ruby or <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>).",5,0.60676,0.6
S2961432256,compsci,iOS,Apple TV,UHD will take more bandwidth and more memory so iOS devices will have to include much more storage and download expectations may well change because it isn't likely that bandwidth to homes will be overwhelmingly better before bigger file sizes arrive-and Apple TV will need to at least adjust its buffers and probably other features to push UHD content to the new sets.,0.6364,1.0,2,0,3,NONE,3,3,2,"UHD will take more bandwidth and more memory so <span style=""color: #9A14B2; font-weight: bold"">iOS:[OBJECT_A]</span> devices will have to include much more storage and download expectations may well change because it isn't likely that bandwidth to homes will be overwhelmingly better before bigger file sizes arrive-and <span style=""color: #6CB219; font-weight: bold"">Apple TV:[OBJECT_B]</span> will need to at least adjust its buffers and probably other features to push UHD content to the new sets.",5,0.78184,0.6
Q2639397857,compsci,Ruby,Python,"There are much better alternatives (Python, Ruby).",1.0,1.0,0,0,5,NONE,5,3,2,"There are much better alternatives (<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>).",5,1.0,1.0
I1294519919,compsci,Windows 7,Windows 8,"In supply-chain conversations, the Pacific Crest semiconductor team learned that Windows 7 inventory is moving faster than Windows 8.",1.0,1.0,5,0,0,BETTER,5,3,2,"In supply-chain conversations, the Pacific Crest semiconductor team learned that <span style=""color: #9A14B2; font-weight: bold"">Windows 7:[OBJECT_A]</span> inventory is moving faster than <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span>.",5,1.0,1.0
K1612803251,compsci,Java,Scala,Learning speed for Scala is faster than that of C++ or Java for same task.,1.0,1.0,5,0,0,BETTER,5,3,2,"Learning speed for <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> is faster than that of C++ or <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> for same task.",5,1.0,1.0
E683200391,compsci,Java,Ruby,+%%EXAMPLESDIR%%/%%PORTVERSION%%/Ruby/Java/runme.rb,1.0,1.0,0,0,5,NONE,5,3,2,"+%%EXAMPLESDIR%%/%%PORTVERSION%%/<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>/runme.rb",5,1.0,1.0
I1299904753,compsci,Python,Perl,In that regard we judged Python to be far superior to Perl.,1.0,1.0,5,0,0,BETTER,5,3,2,"In that regard we judged <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> to be far superior to <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>.",5,1.0,1.0
E688025516,compsci,Java,Ruby,"- Experience with Java, Python or Ruby.",1.0,1.0,0,0,5,NONE,5,3,2,"- Experience with <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, Python or <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>.",5,1.0,1.0
N2166249110,compsci,Python,Bash,"Several other PDAs were better, but still - for a guy used to working with the GUI but if something quick and dirty needed, always uses the small Python or Bash script, they all felt a little cumbersome.",1.0,1.0,0,0,5,NONE,5,3,2,"Several other PDAs were better, but still - for a guy used to working with the GUI but if something quick and dirty needed, always uses the small <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Bash:[OBJECT_B]</span> script, they all felt a little cumbersome.",5,1.0,1.0
Q2657176631,compsci,Ruby,Python,There is no doubt Python is better than Ruby at in aspect you will pick.,1.0,1.0,5,0,0,BETTER,5,3,2,"There is no doubt <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> is better than <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> at in aspect you will pick.",5,1.0,1.0
B270315363,compsci,USB,Bluetooth,"And often, the cheap USB ELM327 transmit data faster than the Bluetooth ELM327.",1.0,1.0,5,0,0,BETTER,5,3,2,"And often, the cheap <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> ELM327 transmit data faster than the <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> ELM327.",5,1.0,1.0
D501575099,compsci,Windows 7,Windows 8,"Come on now Windows 8 may not be Windows 7 in popularity but it is actually a better, faster and more secure OS.",1.0,1.0,5,0,0,BETTER,5,3,2,"Come on now <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> may not be <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> in popularity but it is actually a better, faster and more secure OS.",5,1.0,1.0
O2356365979,compsci,CUDA,OpenCL,"Thanks to CUDA, DirectX Compute, OpenCL and PhysX Support, the stream processors can also be used for other applications (video coding, physic effects....) and are much faster than typical main processors due to the large number of shaders working parallel to one another.",1.0,1.0,0,0,5,NONE,5,3,2,"Thanks to <span style=""color: #9A14B2; font-weight: bold"">CUDA:[OBJECT_A]</span>, DirectX Compute, <span style=""color: #6CB219; font-weight: bold"">OpenCL:[OBJECT_B]</span> and PhysX Support, the stream processors can also be used for other applications (video coding, physic effects....) and are much faster than typical main processors due to the large number of shaders working parallel to one another.",5,1.0,1.0
C346905870,compsci,Windows XP,Windows 8,"- As an alternative and a bit slower procedure, always booting Windows PE, Windows XP or Windows 8, you may fast format Win1 drive and deploy into it the .vhd",1.0,1.0,0,0,5,NONE,5,3,2,"- As an alternative and a bit slower procedure, always booting Windows PE, <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span>, you may fast format Win1 drive and deploy into it the .vhd",5,1.0,1.0
M2054210575,compsci,Python,Lisp,"Python would be a much better choice in my view for a variety of reasons (and I say this though I'm a Perl nut!), or hell, if you teach them Lisp they'll be horribly screwed up for the rest of their lives but at least they'll understand how registers and OOP work.",1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> would be a much better choice in my view for a variety of reasons (and I say this though I'm a Perl nut!), or hell, if you teach them <span style=""color: #6CB219; font-weight: bold"">Lisp:[OBJECT_B]</span> they'll be horribly screwed up for the rest of their lives but at least they'll understand how registers and OOP work.",5,1.0,1.0
I1390300149,compsci,Ruby,Python,"I think that's a more appropriate response that ""prove it or STFU!"" Ruby is inferior to Python in some area; and superior in others.",0.6446,1.0,0,4,1,WORSE,4,3,2,"I think that's a more appropriate response that ""prove it or STFU!"" <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> is inferior to <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> in some area; and superior in others.",5,0.7867599999999999,0.8
J1540843793,compsci,MySQL,PostgreSQL,"Jakub Musil]''': Experienced python/django freelance web developer, with solid knowledge of CSS/HTML, JS frameworks like JQuery, database systems like MySQL, PostgreSQL and SQLite3.",1.0,1.0,0,0,5,NONE,5,3,2,"Jakub Musil]''': Experienced python/django freelance web developer, with solid knowledge of CSS/HTML, JS frameworks like JQuery, database systems like <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span> and SQLite3.",5,1.0,1.0
L1864694082,compsci,PHP,Perl,Of course a project done with PHP and/or Perl will go much faster!!!,1.0,1.0,0,0,5,NONE,5,3,2,"Of course a project done with <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> and/or <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span> will go much faster!!!",5,1.0,1.0
F785916071,compsci,Ethernet,Bluetooth,"From Vaccuum Tubes, to Transistors, to Integrated Circuits, to Solid State Ram, to Winchester disks, to Liquid Crystal and LED displays, to Ethernet, to Wifi and Bluetooth.",1.0,1.0,0,0,5,NONE,5,3,2,"From Vaccuum Tubes, to Transistors, to Integrated Circuits, to Solid State Ram, to Winchester disks, to Liquid Crystal and LED displays, to <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span>, to Wifi and <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span>.",5,1.0,1.0
D449752418,compsci,Java,Groovy,"Can you Show How Groovy is ""Better Java""?",0.6893,0.5294,3,0,2,BETTER,3,3,2,"Can you Show How <span style=""color: #9A14B2; font-weight: bold"">Groovy:[OBJECT_A]</span> is ""Better <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>""?",5,0.62534,0.6
A66286471,compsci,MySQL,PostgreSQL,30% better in MySQL 5.0.20a and 37% better in PostgreSQL 8.2-dev.,0.6485,0.5294,0,3,2,WORSE,3,3,2,"30% better in <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> 5.0.20a and 37% better in <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span> 8.2-dev.",5,0.60086,0.6
N2118195425,compsci,MySQL,PostgreSQL,"Roughly speaking, the conclusion was that PostgreSQL was the better database, but MySQL had a larger user base.",0.6672,0.5152,3,1,1,BETTER,3,3,2,"Roughly speaking, the conclusion was that <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> was the better database, but <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> had a larger user base.",5,0.6064,0.6
F759480975,compsci,Python,Haskell,"For such a small self-contained task, I don't think Haskell is any better than Python.",0.66,0.5294,0,3,2,WORSE,3,3,2,"For such a small self-contained task, I don't think <span style=""color: #9A14B2; font-weight: bold"">Haskell:[OBJECT_A]</span> is any better than <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>.",5,0.6077600000000001,0.6
