id,domain,object_a,object_b,sentence,it_1_confidence,it_2_confidence,better_count,worse_count,none_count,most_frequent_label,most_frequent_count,it_1_judgments,it_2_judgments,sentence_html,judgments,confidence,most_frequent_percentage
F781374105,compsci,Java,Ruby,From Java To Ruby,1.0,1.0,0,0,5,NONE,5,3,2,"From <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> To <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>",5,1.0,1.0
B253764471,jbt,harvard,princeton,And harvard is a better school than princeton.,1.0,1.0,5,0,0,BETTER,5,3,2,"And <span style=""color: #9A14B2; font-weight: bold"">harvard:[OBJECT_A]</span> is a better school than <span style=""color: #6CB219; font-weight: bold"">princeton:[OBJECT_B]</span>.",5,1.0,1.0
M2088306654,jbt,milk,juice,"Remember, if it gets too spicy, milk or juice will cut the heat faster than water!",1.0,1.0,0,0,5,NONE,5,3,2,"Remember, if it gets too spicy, <span style=""color: #9A14B2; font-weight: bold"">milk:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span> will cut the heat faster than water!",5,1.0,1.0
I1327583901,jbt,truck,motorcycle,"I owned a car, truck, and motorcycle, and lived in a decent apartment without roommates.",1.0,1.0,0,0,5,NONE,5,3,2,"I owned a car, <span style=""color: #9A14B2; font-weight: bold"">truck:[OBJECT_A]</span>, and <span style=""color: #6CB219; font-weight: bold"">motorcycle:[OBJECT_B]</span>, and lived in a decent apartment without roommates.",5,1.0,1.0
A57878499,jbt,bread,soup,"29 reviews of Panera bread ""Panera is a solid soup and salad place.",1.0,1.0,0,0,5,NONE,5,3,2,"29 reviews of Panera <span style=""color: #9A14B2; font-weight: bold"">bread:[OBJECT_A]</span> ""Panera is a solid <span style=""color: #6CB219; font-weight: bold"">soup:[OBJECT_B]</span> and salad place.",5,1.0,1.0
L1806328923,jbt,kennedy,nixon,nixon Ike...who in retrospect appear better than kennedy.,1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">nixon:[OBJECT_A]</span> Ike...who in retrospect appear better than <span style=""color: #6CB219; font-weight: bold"">kennedy:[OBJECT_B]</span>.",5,1.0,1.0
I1335969026,jbt,rubber,cement,I really only used rubber cement from the mid-70s to around 1980 when I (for better or for worse) switched to Spra-Mount .,1.0,1.0,0,0,5,NONE,5,3,2,"I really only used <span style=""color: #9A14B2; font-weight: bold"">rubber:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">cement:[OBJECT_B]</span> from the mid-70s to around 1980 when I (for better or for worse) switched to Spra-Mount .",5,1.0,1.0
E719378661,jbt,timber,lumber,Finger jointed products features the characteristic interlocking join and the joining process results in a length of timber of equivalent strength to solid lumber.,1.0,0.507,0,1,4,NONE,4,3,2,"Finger jointed products features the characteristic interlocking join and the joining process results in a length of <span style=""color: #9A14B2; font-weight: bold"">timber:[OBJECT_A]</span> of equivalent strength to solid <span style=""color: #6CB219; font-weight: bold"">lumber:[OBJECT_B]</span>.",5,0.8028,0.8
R2945979041,brands,Cadillac,Buick,"True, car sales at Ford, Lincoln, Dodge, Chrysler, Buick, Cadillac and Chevrolet combined to grow 10% year-over-year, which is significantly better than the overall passenger-car market's 1% decline.",1.0,1.0,0,0,5,NONE,5,3,2,"True, car sales at Ford, Lincoln, Dodge, Chrysler, <span style=""color: #9A14B2; font-weight: bold"">Buick:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Cadillac:[OBJECT_B]</span> and Chevrolet combined to grow 10% year-over-year, which is significantly better than the overall passenger-car market's 1% decline.",5,1.0,1.0
N2243710760,compsci,PHP,JavaScript,"Solid skills in shader writing, python, C/C++, pipeline, web technologies as JavaScript, PHP, and bash with extensive linux certifications.",0.6693,1.0,0,0,5,NONE,5,3,2,"Solid skills in shader writing, python, C/C++, pipeline, web technologies as <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>, and bash with extensive linux certifications.",5,0.80158,1.0
F836706561,jbt,georgia,missouri,"Groups under his direction have received numerous Superior ratings, and have performed in missouri, georgia, Indiana, Florida, Washington, D.C., New York, and Paris, France.",1.0,1.0,0,0,5,NONE,5,3,2,"Groups under his direction have received numerous Superior ratings, and have performed in <span style=""color: #9A14B2; font-weight: bold"">missouri:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">georgia:[OBJECT_B]</span>, Indiana, Florida, Washington, D.C., New York, and Paris, France.",5,1.0,1.0
B265968903,compsci,Python,Bash,"And keep in mind that people from Europe and some Asian countries get much better than the average American what these thing can do (the first thing I did with mine is installing Bash and Python; and, yes, a powerful always-on pocket computer with GPS, constant internet access, camera and all kind of sensors can be programmed to do lots of new unusual useful things).",1.0,1.0,0,0,5,NONE,5,3,2,"And keep in mind that people from Europe and some Asian countries get much better than the average American what these thing can do (the first thing I did with mine is installing <span style=""color: #9A14B2; font-weight: bold"">Bash:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>; and, yes, a powerful always-on pocket computer with GPS, constant internet access, camera and all kind of sensors can be programmed to do lots of new unusual useful things).",5,1.0,1.0
T3255041176,jbt,georgia,carolina,"you ignorant georgia fans are worse then texas a&m, lsu, south carolina, florida, and BAMA!",1.0,1.0,0,5,0,WORSE,5,3,2,"you ignorant <span style=""color: #9A14B2; font-weight: bold"">georgia:[OBJECT_A]</span> fans are worse then texas a&m, lsu, south <span style=""color: #6CB219; font-weight: bold"">carolina:[OBJECT_B]</span>, florida, and BAMA!",5,1.0,1.0
O2413931611,jbt,milk,juice,The beetroot juice or milk sugar (diabetes worse.,0.6557,1.0,1,0,4,NONE,4,3,2,"The beetroot <span style=""color: #9A14B2; font-weight: bold"">juice:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">milk:[OBJECT_B]</span> sugar (diabetes worse.",5,0.79342,0.8
Q2759564290,jbt,thanksgiving,halloween,"The weather starts to get cooler, the leaves change color, and halloween leads to thanksgiving, which leads to Christmas.",1.0,1.0,0,0,5,NONE,5,3,2,"The weather starts to get cooler, the leaves change color, and <span style=""color: #9A14B2; font-weight: bold"">halloween:[OBJECT_A]</span> leads to <span style=""color: #6CB219; font-weight: bold"">thanksgiving:[OBJECT_B]</span>, which leads to Christmas.",5,1.0,1.0
O2309402263,compsci,PHP,JavaScript,"Strong skills in Java, PHP, ROR, JavaScript, HTML and CSS with a solid understanding of cross-browser platform constraints required.",1.0,1.0,0,0,5,NONE,5,3,2,"Strong skills in Java, <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>, ROR, <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>, HTML and CSS with a solid understanding of cross-browser platform constraints required.",5,1.0,1.0
B271990214,jbt,ps2,gamecube,and ps2 has better graphics than gamecube?,1.0,1.0,5,0,0,BETTER,5,3,2,"and <span style=""color: #9A14B2; font-weight: bold"">ps2:[OBJECT_A]</span> has better graphics than <span style=""color: #6CB219; font-weight: bold"">gamecube:[OBJECT_B]</span>?",5,1.0,1.0
I1405478470,jbt,psp,ps3,It is easier to organize data on the psp than on the ps3.,1.0,1.0,5,0,0,BETTER,5,3,2,"It is easier to organize data on the <span style=""color: #9A14B2; font-weight: bold"">psp:[OBJECT_A]</span> than on the <span style=""color: #6CB219; font-weight: bold"">ps3:[OBJECT_B]</span>.",5,1.0,1.0
N2232754108,compsci,Oracle,MySQL,"Software Engineer, MySQL-Oracle",1.0,1.0,0,0,5,NONE,5,3,2,"Software Engineer, <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span>-<span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>",5,1.0,1.0
T3120156253,compsci,Windows XP,Windows 98,"What You Will Need to Run MEET MANAGER MEET MANAGER for Swimming requires a Pentium, Celeron, or AMD computer of at least 500 MHz (preferably 1 GHz or faster) with at least 500 MB of RAM (preferably 1 GB of RAM or more) and either Windows 98, Windows NT, Windows 2000, Windows XP, Windows Vista, or Windows 7.",1.0,1.0,0,0,5,NONE,5,3,2,"What You Will Need to Run MEET MANAGER MEET MANAGER for Swimming requires a Pentium, Celeron, or AMD computer of at least 500 MHz (preferably 1 GHz or faster) with at least 500 MB of RAM (preferably 1 GB of RAM or more) and either <span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span>, Windows NT, Windows 2000, <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>, Windows Vista, or Windows 7.",5,1.0,1.0
Q2634542525,brands,Gigabyte,Asus,"There are 5 manufacturers: MSI, Biostar, AsRock, Asus and Gigabyte.",1.0,1.0,0,0,5,NONE,5,3,2,"There are 5 manufacturers: MSI, Biostar, AsRock, <span style=""color: #9A14B2; font-weight: bold"">Asus:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Gigabyte:[OBJECT_B]</span>.",5,1.0,1.0
D483603898,compsci,Java,Smalltalk,"C++, Java, Smalltalk, database schemata, data dictionaries,",1.0,1.0,0,0,5,NONE,5,3,2,"C++, <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span>, database schemata, data dictionaries,",5,1.0,1.0
R2789202748,compsci,Oracle,PostgreSQL,"They might have existed a few years ago, but now we have MySQL, PostgreSQL for free or Sybase, Oracle and a slew of other databases that can contain more data better and for automation we have PHP, Java, Python and Ruby.",1.0,1.0,0,0,5,NONE,5,3,2,"They might have existed a few years ago, but now we have MySQL, <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> for free or Sybase, <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span> and a slew of other databases that can contain more data better and for automation we have PHP, Java, Python and Ruby.",5,1.0,1.0
O2359646541,compsci,Java,Perl,"than using Perl & Java, much faster and smaller, reusable widget-based arch,",1.0,1.0,0,0,5,NONE,5,3,2,"than using <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> & <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, much faster and smaller, reusable widget-based arch,",5,1.0,1.0
F837698642,jbt,football,golf,"GT has better basketball, golf, and baseball programs, and the football team has been historically better although not recently.",1.0,1.0,0,0,5,NONE,5,3,2,"GT has better basketball, <span style=""color: #9A14B2; font-weight: bold"">golf:[OBJECT_A]</span>, and baseball programs, and the <span style=""color: #6CB219; font-weight: bold"">football:[OBJECT_B]</span> team has been historically better although not recently.",5,1.0,1.0
K1674327336,brands,Google,Amazon,"Many of the better websites did survive, like Yahoo, Amazon and Google.",1.0,1.0,0,0,5,NONE,5,3,2,"Many of the better websites did survive, like Yahoo, <span style=""color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span>.",5,1.0,1.0
K1706816148,jbt,carolina,missouri,Men's basketball finds itself somewhere between North carolina (very good) and missouri (decent) when it comes to it's national ranking entering the 2011 season.,1.0,0.5,4,0,1,BETTER,4,3,2,"Men's basketball finds itself somewhere between North <span style=""color: #9A14B2; font-weight: bold"">carolina:[OBJECT_A]</span> (very good) and <span style=""color: #6CB219; font-weight: bold"">missouri:[OBJECT_B]</span> (decent) when it comes to it's national ranking entering the 2011 season.",5,0.8,0.8
B253103724,jbt,georgia,missouri,And from my experience the ticks are much worse in Mid missouri than they are in South georgia which is much warmer year round.,0.7768,1.0,0,5,1,WORSE,5,4,2,"And from my experience the ticks are much worse in Mid <span style=""color: #9A14B2; font-weight: bold"">missouri:[OBJECT_A]</span> than they are in South <span style=""color: #6CB219; font-weight: bold"">georgia:[OBJECT_B]</span> which is much warmer year round.",6,0.8512,0.8333333333333334
L1806086517,brands,Toyota,Nissan,"Nissan Motor , which restored production faster than Toyota and Honda after the March earthquake in Japan, saw a sales gain of 25 percent.",1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Nissan:[OBJECT_A]</span> Motor , which restored production faster than <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> and Honda after the March earthquake in Japan, saw a sales gain of 25 percent.",5,1.0,1.0
L1915536472,brands,Samsung,Toshiba,"On synthetic benchmarks, the A10 generally scored better than the Toshiba Excite Pure and the Samsung Galaxy Tab 3 10.1.",0.6501,1.0,1,0,4,NONE,4,3,2,"On synthetic benchmarks, the A10 generally scored better than the <span style=""color: #9A14B2; font-weight: bold"">Toshiba:[OBJECT_A]</span> Excite Pure and the <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> Galaxy Tab 3 10.1.",5,0.79006,0.8
M1942770690,jbt,golf,hockey,"Otherwise, golf could become like hockey: a minor niche sport looking back nostalgically at better, halcyon days, and wondering where it all went wrong.",1.0,1.0,0,0,5,NONE,5,3,2,"Otherwise, <span style=""color: #9A14B2; font-weight: bold"">golf:[OBJECT_A]</span> could become like <span style=""color: #6CB219; font-weight: bold"">hockey:[OBJECT_B]</span>: a minor niche sport looking back nostalgically at better, halcyon days, and wondering where it all went wrong.",5,1.0,1.0
L1791578878,jbt,amazon,itunes,"Netflix, amazon and I think the new Genius tool for itunes have much better systems.",0.3333,1.0,1,3,1,WORSE,3,3,2,"Netflix, <span style=""color: #9A14B2; font-weight: bold"">amazon:[OBJECT_A]</span> and I think the new Genius tool for <span style=""color: #6CB219; font-weight: bold"">itunes:[OBJECT_B]</span> have much better systems.",5,0.59998,0.6
D505085864,compsci,Java,Lisp,"Common Lisp is a bit less strongly functionally-oriented, but it still supports it better than, say, C or Java, by having first-class functions and closures.",0.7516,1.0,5,1,0,BETTER,5,4,2,"Common <span style=""color: #9A14B2; font-weight: bold"">Lisp:[OBJECT_A]</span> is a bit less strongly functionally-oriented, but it still supports it better than, say, C or <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, by having first-class functions and closures.",6,0.8344,0.8333333333333334
J1443978700,compsci,USB,Ethernet,"Its configuration is decent, but it does lack niceties such as USB 3.0 and Gigabit Ethernet.",1.0,1.0,0,0,5,NONE,5,3,2,"Its configuration is decent, but it does lack niceties such as <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> 3.0 and Gigabit <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span>.",5,1.0,1.0
K1722801897,jbt,juice,soda,"Mixers (soda, juice, Syrups)",1.0,1.0,0,0,5,NONE,5,3,2,"Mixers (<span style=""color: #9A14B2; font-weight: bold"">soda:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span>, Syrups)",5,1.0,1.0
E695784037,jbt,youtube,itunes,"Fans of Michael Jackson's music would be better off watching the actual music videos on youtube, or buying the songs in itunes.",0.6737,1.0,1,0,4,NONE,4,3,2,"Fans of Michael Jackson's music would be better off watching the actual music videos on <span style=""color: #9A14B2; font-weight: bold"">youtube:[OBJECT_A]</span>, or buying the songs in <span style=""color: #6CB219; font-weight: bold"">itunes:[OBJECT_B]</span>.",5,0.8042199999999999,0.8
Q2719031436,jbt,metal,concrete,The specimens with solid concrete slabs carried higher load compared to those with metal deck slabs.,1.0,0.5011,4,0,1,BETTER,4,3,2,"The specimens with solid <span style=""color: #9A14B2; font-weight: bold"">concrete:[OBJECT_A]</span> slabs carried higher load compared to those with <span style=""color: #6CB219; font-weight: bold"">metal:[OBJECT_B]</span> deck slabs.",5,0.80044,0.8
D462505622,compsci,Python,Haskell,"Certainly it's not the best language, but it's better than writing C or Java, more fun than Python and more straightforward than Haskell.",0.6793,1.0,1,0,4,NONE,4,3,2,"Certainly it's not the best language, but it's better than writing C or Java, more fun than <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> and more straightforward than <span style=""color: #6CB219; font-weight: bold"">Haskell:[OBJECT_B]</span>.",5,0.80758,0.8
A123555600,brands,Intel,Hewlett-Packard,"Accenture, Intel, BEA, Hewlett-Packard and Oracle are also members of WS-I.",1.0,1.0,0,0,5,NONE,5,3,2,"Accenture, <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>, BEA, <span style=""color: #6CB219; font-weight: bold"">Hewlett-Packard:[OBJECT_B]</span> and Oracle are also members of WS-I.",5,1.0,1.0
K1625150494,brands,Samsung,Motorola,"LG, Samsung, Motorola, etc.) do.",1.0,1.0,0,0,5,NONE,5,3,2,"LG, <span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span>, etc.) do.",5,1.0,1.0
M1949277453,jbt,mouse,rat,Our Lexington rodent (rat and mouse) control is superior to other pest management companies.,1.0,1.0,0,0,5,NONE,5,3,2,"Our Lexington rodent (<span style=""color: #9A14B2; font-weight: bold"">rat:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">mouse:[OBJECT_B]</span>) control is superior to other pest management companies.",5,1.0,1.0
I1310886349,jbt,georgia,michigan,"In the past ten years, auto manufacturing jobs have grown at a faster pace in transplant states like georgia, Alabama or Mississippi than they are in michigan.",0.6512,0.5385,3,0,2,BETTER,3,3,2,"In the past ten years, auto manufacturing jobs have grown at a faster pace in transplant states like <span style=""color: #9A14B2; font-weight: bold"">georgia:[OBJECT_A]</span>, Alabama or Mississippi than they are in <span style=""color: #6CB219; font-weight: bold"">michigan:[OBJECT_B]</span>.",5,0.60612,0.6
Q2712059762,brands,Sigma,Nikon,The Sigma is worth the price in comparison (it gets soft at 500 but at 400 wide open is clearly better than the Nikon - it's cheaper too.,1.0,1.0,4,0,0,BETTER,4,3,1,"The <span style=""color: #9A14B2; font-weight: bold"">Sigma:[OBJECT_A]</span> is worth the price in comparison (it gets soft at 500 but at 400 wide open is clearly better than the <span style=""color: #6CB219; font-weight: bold"">Nikon:[OBJECT_B]</span> - it's cheaper too.",4,1.0,1.0
I1254278512,compsci,Java,Haskell,"I need support for a technical argument: why going to an intermediate form for an existing functional back end like Haskell really, truly is better for implementing a functional language than is going to an intermediate form like the Java intermediate form and re-doing all the various specialized mechanism needed to support a true lazy functional language.",0.6562,0.5357,3,1,1,BETTER,3,3,2,"I need support for a technical argument: why going to an intermediate form for an existing functional back end like <span style=""color: #9A14B2; font-weight: bold"">Haskell:[OBJECT_A]</span> really, truly is better for implementing a functional language than is going to an intermediate form like the <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> intermediate form and re-doing all the various specialized mechanism needed to support a true lazy functional language.",5,0.608,0.6
H1082428481,jbt,baseball,hockey,"If it weren't for my lousy hockey & baseball picks, I would've had an epic night.",1.0,1.0,0,0,5,NONE,5,3,2,"If it weren't for my lousy <span style=""color: #9A14B2; font-weight: bold"">hockey:[OBJECT_A]</span> & <span style=""color: #6CB219; font-weight: bold"">baseball:[OBJECT_B]</span> picks, I would've had an epic night.",5,1.0,1.0
H1224006999,brands,Ford,Chevrolet,"In 1975, in a move to better compete with the AMC Gremlin, Ford introduced the 2.8L V6; while far less powerful than the Gremlin, the V6 gave the Pinto a feature unavailable in the Chevrolet Vega.",0.6729,0.5255,3,1,1,BETTER,3,3,2,"In 1975, in a move to better compete with the AMC Gremlin, <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> introduced the 2.8L V6; while far less powerful than the Gremlin, the V6 gave the Pinto a feature unavailable in the <span style=""color: #6CB219; font-weight: bold"">Chevrolet:[OBJECT_B]</span> Vega.",5,0.61394,0.6
N2243599693,jbt,tea,juice,Solid appearance overall - looks like a bowl blackberry juice and tea with thick molasses added.,1.0,1.0,0,0,5,NONE,5,3,2,"Solid appearance overall - looks like a bowl blackberry <span style=""color: #9A14B2; font-weight: bold"">juice:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">tea:[OBJECT_B]</span> with thick molasses added.",5,1.0,1.0
R2930101884,brands,Microsoft,IBM,"Torben comes to SMS PASSCODE with a solid background from international sales positions with Microsoft, IBM and most recently Better Place, an innovative environmentally friendly electric car infrastructure provider.",1.0,1.0,0,0,5,NONE,5,3,2,"Torben comes to SMS PASSCODE with a solid background from international sales positions with <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span> and most recently Better Place, an innovative environmentally friendly electric car infrastructure provider.",5,1.0,1.0
G962661922,jbt,beer,tea,"Hops is also used in beer, which tastes better than the tea.",1.0,1.0,5,0,0,BETTER,5,3,2,"Hops is also used in <span style=""color: #9A14B2; font-weight: bold"">beer:[OBJECT_A]</span>, which tastes better than the <span style=""color: #6CB219; font-weight: bold"">tea:[OBJECT_B]</span>.",5,1.0,1.0
I1380786408,brands,Google,IBM,It has happened to the best in the past (remember the invincible Big Blue of IBM?) so Google better pay heed to history.,1.0,0.5565,1,1,3,NONE,3,3,2,"It has happened to the best in the past (remember the invincible Big Blue of <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span>?) so <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> better pay heed to history.",5,0.8226,0.6
L1791534312,compsci,Eclipse,NetBeans,NetClipse is an Eclipse plugin for NetBeans.,1.0,1.0,0,0,5,NONE,5,3,2,"NetClipse is an <span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span> plugin for <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>.",5,1.0,1.0
F739793530,compsci,USB,Bluetooth,"For connectivity there are two USB 3.0 ports for a faster data transfer, Bluetooth 4.0, WiFi 802.11 b/g/n, and HDMI support.",1.0,1.0,0,0,5,NONE,5,3,2,"For connectivity there are two <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> 3.0 ports for a faster data transfer, <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> 4.0, WiFi 802.11 b/g/n, and HDMI support.",5,1.0,1.0
F833863247,brands,Toyota,Chevrolet,"Green car: The official pick for this category was the Toyota Prius , which outscores the Chevrolet Volt , mainly thanks to better practicality.",1.0,1.0,5,0,0,BETTER,5,3,2,"Green car: The official pick for this category was the <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> Prius , which outscores the <span style=""color: #6CB219; font-weight: bold"">Chevrolet:[OBJECT_B]</span> Volt , mainly thanks to better practicality.",5,1.0,1.0
C356949788,brands,Honda,BMW,"As for recalculating route - all you do is make a wrong turn and it is automatic, this is also processed faster in the BMW the Honda.",1.0,1.0,0,0,5,NONE,5,3,2,"As for recalculating route - all you do is make a wrong turn and it is automatic, this is also processed faster in the <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> the <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span>.",5,1.0,1.0
H1218207269,jbt,football,volleyball,I'm sure the same people who think UH won't have trouble filling an independent football schedule must think that Wahine volleyball will have an easier time.,0.7,1.0,1,0,4,NONE,4,3,2,"I'm sure the same people who think UH won't have trouble filling an independent <span style=""color: #9A14B2; font-weight: bold"">football:[OBJECT_A]</span> schedule must think that Wahine <span style=""color: #6CB219; font-weight: bold"">volleyball:[OBJECT_B]</span> will have an easier time.",5,0.8200000000000001,0.8
T3166636638,brands,Toyota,Nissan,"While Toyota, Nissan, Hyundai and Kia underperformed the industry, Honda posted a solid 7.1% gain.",1.0,1.0,0,0,5,NONE,5,3,2,"While <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span>, Hyundai and Kia underperformed the industry, Honda posted a solid 7.1% gain.",5,1.0,1.0
J1444923051,jbt,golf,hockey,It's easier to play golf than hockey.,1.0,1.0,5,0,0,BETTER,5,3,2,"It's easier to play <span style=""color: #9A14B2; font-weight: bold"">golf:[OBJECT_A]</span> than <span style=""color: #6CB219; font-weight: bold"">hockey:[OBJECT_B]</span>.",5,1.0,1.0
L1777199375,compsci,Oracle,MySQL,MySQL To Oracle 4.0.1.6,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> To <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span> 4.0.1.6",5,1.0,1.0
S3101244807,compsci,Java,PHP,"What are the benefits, where is PHP better than ColdFusion, Java, etc.?",0.6093,1.0,4,0,1,BETTER,4,3,2,"What are the benefits, where is <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> better than ColdFusion, <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, etc.?",5,0.7655799999999999,0.8
Q2754880074,brands,IBM,Hewlett-Packard,"The ViA IIC is desirable because it uses a faster processor, provides increased RAM, provides increased hard-drive space, provides an increased Level II cache, produces less heat, and is capable of using a variety of operating systems including Windows 95, Windows 98, Windows 2000, Windows NT 4.0, and Sun, Hewlett-Packard, Apple Macintosh, and IBM operating systems.",1.0,1.0,0,0,5,NONE,5,3,2,"The ViA IIC is desirable because it uses a faster processor, provides increased RAM, provides increased hard-drive space, provides an increased Level II cache, produces less heat, and is capable of using a variety of operating systems including Windows 95, Windows 98, Windows 2000, Windows NT 4.0, and Sun, <span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span>, Apple Macintosh, and <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span> operating systems.",5,1.0,1.0
K1721808248,jbt,california,missouri,"missouri, LOUISIANA, AND california",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">missouri:[OBJECT_A]</span>, LOUISIANA, AND <span style=""color: #6CB219; font-weight: bold"">california:[OBJECT_B]</span>",5,1.0,1.0
R2837305580,jbt,california,carolina,"This is developing a better North carolina picture so that we can be more competitive with Boston, Atlanta and california.",0.6735,0.5024,2,0,3,NONE,3,3,2,"This is developing a better North <span style=""color: #9A14B2; font-weight: bold"">carolina:[OBJECT_A]</span> picture so that we can be more competitive with Boston, Atlanta and <span style=""color: #6CB219; font-weight: bold"">california:[OBJECT_B]</span>.",5,0.6050599999999999,0.6
T3281946471,jbt,suv,jeep,You won't find a better suv than this outstanding 2013 jeep Patriot.,0.645,0.5333,1,0,4,NONE,4,3,2,"You won't find a better <span style=""color: #9A14B2; font-weight: bold"">suv:[OBJECT_A]</span> than this outstanding 2013 <span style=""color: #6CB219; font-weight: bold"">jeep:[OBJECT_B]</span> Patriot.",5,0.60032,0.8
T3260234451,compsci,Ruby,Perl,"You may find that Perl, Ruby, C#, and others may fit your wants and needs better.",1.0,1.0,0,0,5,NONE,5,3,2,"You may find that <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>, C#, and others may fit your wants and needs better.",5,1.0,1.0
N2227812868,jbt,restaurant,cafe,So Auckland has a decent French restaurant and Christchurch has a Belgian beer cafe.,1.0,1.0,0,0,5,NONE,5,3,2,"So Auckland has a decent French <span style=""color: #9A14B2; font-weight: bold"">restaurant:[OBJECT_A]</span> and Christchurch has a Belgian beer <span style=""color: #6CB219; font-weight: bold"">cafe:[OBJECT_B]</span>.",5,1.0,1.0
