id,domain,object_a,object_b,sentence,it_1_confidence,it_2_confidence,better_count,worse_count,none_count,most_frequent_label,most_frequent_count,it_1_judgments,it_2_judgments,sentence_html,judgments,confidence,most_frequent_percentage
L1838575159,brands,Toyota,Ford,"Not that Toyota, Nissan, Ford or any of the others are really any better.",0.6809999999999999,1.0,0,1,4,NONE,4,3,2,"Not that <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span>, Nissan, <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> or any of the others are really any better.",5,0.8086,0.8
B215779154,compsci,Php,Java,Also it's much easier to find a server for hosting PHP than Java code (unless having your own server).,0.6784,0.5,3,0,2,BETTER,3,3,2,"Also it's much easier to find a server for hosting <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> code (unless having your own server).",5,0.60704,0.6
O2291178639,compsci,Ethernet,Usb,Standard Ethernet and high-speed USB 2.0 gets you connected faster than ever before.,1.0,1.0,0,0,5,NONE,5,3,2,"Standard <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> and high-speed <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> 2.0 gets you connected faster than ever before.",5,1.0,1.0
H1157571938,brands,Apple,Ibm,"I have to say though that at least pre-Jobs-returned, Apple was a lot easier to work with than IBM.",1.0,1.0,5,0,0,BETTER,5,3,2,"I have to say though that at least pre-Jobs-returned, <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> was a lot easier to work with than <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span>.",5,1.0,1.0
T3184751290,compsci,Windows xp,Windows 8,"Windows XP / Windows Vista SP 2 / Windows 7 or Windows 8 Processor: Intel Core 2 Duo 2.8GHz CPU equivalent or better Memory: 2GB RAM or more Video: GeForce 8800 or ATI Radeon HD 2900GT or better, 512MB+ video ram",0.6887,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> / Windows Vista SP 2 / Windows 7 or <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span> Processor: Intel Core 2 Duo 2.8GHz CPU equivalent or better Memory: 2GB RAM or more Video: GeForce 8800 or ATI Radeon HD 2900GT or better, 512MB+ video ram",5,0.81322,1.0
B231898028,jbt,Amazon,Itunes,amazon MP3: Right now I'd think they are a better option than itunes.,1.0,1.0,6,0,0,BETTER,6,4,2,"<span style=""color: #9A14B2; font-weight: bold"">amazon:[OBJECT_A]</span> MP3: Right now I'd think they are a better option than <span style=""color: #6CB219; font-weight: bold"">itunes:[OBJECT_B]</span>.",6,1.0,1.0
C349395979,compsci,Integer,Floating-point,"As a result, Penryn processors can perform Integer and Floating-point division about twice as fast and work faster on square roots as well.",1.0,1.0,0,0,5,NONE,5,3,2,"As a result, Penryn processors can perform <span style=""color: #9A14B2; font-weight: bold"">Integer:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Floating-point:[OBJECT_B]</span> division about twice as fast and work faster on square roots as well.",5,1.0,1.0
G1033025702,compsci,Lisp,Python,"I can wax lyrical about the technical superiority of languages like Self, Smalltalk and Lisp as compared to lesser languages like Java and C# (and even Ruby and Python), but this doesn't matter a jot if people just aren't 'comfortable' with these supposedly 'superior' languages.",1.0,1.0,5,0,0,BETTER,5,3,2,"I can wax lyrical about the technical superiority of languages like Self, Smalltalk and <span style=""color: #9A14B2; font-weight: bold"">Lisp:[OBJECT_A]</span> as compared to lesser languages like Java and C# (and even Ruby and <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>), but this doesn't matter a jot if people just aren't 'comfortable' with these supposedly 'superior' languages.",5,1.0,1.0
D411799909,compsci,Javascript,Python,"But the concept of callbacks is a lot easier to understand in languages like C/C++, JavaScript, Python, probably Ruby and many others.",1.0,1.0,0,0,5,NONE,5,3,2,"But the concept of callbacks is a lot easier to understand in languages like C/C++, <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, probably Ruby and many others.",5,1.0,1.0
T3178002380,brands,Intel,Ibm,"Why would Intel, AMD, IBM or any other tech firm stop developing desktops since they are so much cheaper and easier to put together for enterprise solutions?",1.0,1.0,0,0,5,NONE,5,3,2,"Why would <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>, AMD, <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span> or any other tech firm stop developing desktops since they are so much cheaper and easier to put together for enterprise solutions?",5,1.0,1.0
F868015374,brands,Microsoft,Apple,"Heck, if Microsoft can make a decent keyboard cover, you would think Apple could, right?",0.6553,1.0,0,1,4,NONE,4,3,2,"Heck, if <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> can make a decent keyboard cover, you would think <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> could, right?",5,0.79318,0.8
G958998015,brands,Honda,Toyota,Honda and Toyota don't.,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> don't.",5,1.0,1.0
S2966239723,brands,Intel,Google,"Under the hood, this Chromebook is powered by an 1.8GHz dual-core Intel Core i5 processor, 4GB RAM, 64GB of internal storage via a solid-state drive, and comes with 1TB of free Google Drive cloud storage for three years.",1.0,1.0,0,0,5,NONE,5,3,2,"Under the hood, this Chromebook is powered by an 1.8GHz dual-core <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> Core i5 processor, 4GB RAM, 64GB of internal storage via a solid-state drive, and comes with 1TB of free <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> Drive cloud storage for three years.",5,1.0,1.0
H1124458443,brands,Amazon,Microsoft,"If you take a look at the ""DNA"" of both Amazon and Microsoft they have pivoted massively the last 10 years and have rock solid leadership and vision in terms of what they're doing.",1.0,1.0,0,0,5,NONE,5,3,2,"If you take a look at the ""DNA"" of both <span style=""color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> they have pivoted massively the last 10 years and have rock solid leadership and vision in terms of what they're doing.",5,1.0,1.0
J1433945598,compsci,Javascript,Ruby,It's actually easier to learn than JavaScript or Ruby.,1.0,1.0,0,0,5,NONE,5,3,2,"It's actually easier to learn than <span style=color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>.",5,1.0,1.0
K1732346540,compsci,Mysql,Oracle,"More MySQL, less Oracle.",0.6567,1.0,1,0,4,NONE,4,3,2,"More <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span>, less <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>.",5,0.79402,0.8
S3086071110,brands,Ford,Bmw,"We stock a great range of superior quality sheepskin car seat covers for most vehicles including Ford, holden, vw, mercedes, BMW, hyundai and more.",0.7,1.0,0,0,5,NONE,5,3,2,"We stock a great range of superior quality sheepskin car seat covers for most vehicles including <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span>, holden, vw, mercedes, <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>, hyundai and more.",5,0.8200000000000001,1.0
I1393883963,compsci,Usb,Ethernet,I think USB is the way to go though an Ethernet connection would be even better.,1.0,0.5,0,1,4,NONE,4,3,2,"I think <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> is the way to go though an <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> connection would be even better.",5,0.8,0.8
K1591759928,brands,Sigma,Nikon,"Knowing the lens measurements at Dxomark I think, the Sigma is for sure better than the Nikon 4/24-120.",1.0,0.5385,4,0,1,BETTER,4,3,2,"Knowing the lens measurements at Dxomark I think, the <span style=""color: #9A14B2; font-weight: bold"">Sigma:[OBJECT_A]</span> is for sure better than the <span style=""color: #6CB219; font-weight: bold"">Nikon:[OBJECT_B]</span> 4/24-120.",5,0.8154,0.8
K1657645629,brands,Sony,Google,"luggs wrote : I've got both (roku and the original Sony Google tv with the blueray) I prefer the roku, way easier to navigate",0.6912,1.0,0,0,5,NONE,5,3,2,"luggs wrote : I've got both (roku and the original <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> tv with the blueray) I prefer the roku, way easier to navigate",5,0.8147200000000001,1.0
N2226048234,jbt,Concrete,Stone,Snow removal from concrete is easier than from mulch or stone.,0.65,1.0,3,0,2,BETTER,3,3,2,"Snow removal from <span style=""color: #9A14B2; font-weight: bold"">concrete:[OBJECT_A]</span> is easier than from mulch or <span style=""color: #6CB219; font-weight: bold"">stone:[OBJECT_B]</span>.",5,0.79,0.6
K1744931959,brands,Motorola,Samsung,"Motorola, Samsung, HTC, LG, Sony or other?",1.0,1.0,0,0,6,NONE,6,4,2,"<span style=""color: #9A14B2; font-weight: bold"">Motorola:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span>, HTC, LG, Sony or other?",6,1.0,1.0
B316945182,compsci,Bash,Python,Anything more than a few lines of Bash could be done better in Python.,1.0,1.0,0,5,0,WORSE,5,3,2,"Anything more than a few lines of <span style=""color: #9A14B2; font-weight: bold"">Bash:[OBJECT_A]</span> could be done better in <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>.",5,1.0,1.0
N2145344535,brands,Bmw,Ford,"Seating position: Slightly behind the BMW i3, basically on par with the Mercedes B-class and a bit better than the Volt and Ford Focus.",1.0,1.0,5,0,0,BETTER,5,3,2,"Seating position: Slightly behind the <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> i3, basically on par with the Mercedes B-class and a bit better than the Volt and <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> Focus.",5,1.0,1.0
A47420699,brands,Honda,Nissan,2013 Honda Pilot vs. 2013 Nissan Pathfinder,1.0,1.0,0,0,5,NONE,5,3,2,"2013 <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> Pilot vs. 2013 <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> Pathfinder",5,1.0,1.0
K1656856547,jbt,Carolina,Pennsylvania,"Luckily, in many states, such as West Virginia, Virginia, North carolina and pennsylvania, the laws are relatively consistent and the answer is easier than expected.",1.0,1.0,0,0,5,NONE,5,3,2,"Luckily, in many states, such as West Virginia, Virginia, North <span style=""color: #9A14B2; font-weight: bold"">carolina:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">pennsylvania:[OBJECT_B]</span>, the laws are relatively consistent and the answer is easier than expected.",5,1.0,1.0
Q2617619934,compsci,Ruby,Perl,"The pragmatic nature of Ruby lent itself to writing better code, more modular code, and thus the ability to optimize a particular module muuuchh more than Perl.",1.0,1.0,5,0,0,BETTER,5,3,2,"The pragmatic nature of <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> lent itself to writing better code, more modular code, and thus the ability to optimize a particular module muuuchh more than <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>.",5,1.0,1.0
M2006117577,brands,Google,Kingston,"Please do a Google Search for ""Places of Worship in Kingston, RI"" for complete listings, or contact one of the chaplains for recommendations.",1.0,1.0,0,0,5,NONE,5,3,2,"Please do a <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> Search for ""Places of Worship in <span style=""color: #6CB219; font-weight: bold"">Kingston:[OBJECT_B]</span>, RI"" for complete listings, or contact one of the chaplains for recommendations.",5,1.0,1.0
K1638311394,compsci,Bluetooth,Ethernet,Little USB light USB Bluetooth adapter iSight Kensington mouse Mouse pad w/ wrist padding Coolpad to put my powerbook on so that it can breath a little better A couple powerbook batteries All the wires needed to mirror on a TV Ethernet wire AC adapter phone cord Digital voice recorder iPod w/ iTrip,1.0,1.0,0,0,6,NONE,6,4,2,"Little USB light USB <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> adapter iSight Kensington mouse Mouse pad w/ wrist padding Coolpad to put my powerbook on so that it can breath a little better A couple powerbook batteries All the wires needed to mirror on a TV <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> wire AC adapter phone cord Digital voice recorder iPod w/ iTrip",6,1.0,1.0
D454385813,brands,Ferrari,Bmw,"Cars like: Ferrari, Lamborghini, Porsche, BMW, and more!",1.0,1.0,0,0,5,NONE,5,3,2,"Cars like: <span style=""color: #9A14B2; font-weight: bold"">Ferrari:[OBJECT_A]</span>, Lamborghini, Porsche, <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>, and more!",5,1.0,1.0
D459191277,compsci,Java,Php,C# / C++ / Java PHP Action-script programming a plus Solid 3d math knowledge a plus Driven Cool Gamer/Techy,1.0,1.0,0,0,5,NONE,5,3,2,"C# / C++ / <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> Action-script programming a plus Solid 3d math knowledge a plus Driven Cool Gamer/Techy",5,1.0,1.0
F824212676,brands,Google,Apple,Google and Apple have grown faster,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> have grown faster",5,1.0,1.0
K1635496226,compsci,Windows xp,Windows vista,Linux is inferior to Windows XP or Windows Vista.,0.6744,1.0,0,1,4,NONE,4,3,2,"Linux is inferior to <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Windows Vista:[OBJECT_B]</span>.",5,0.80464,0.8
E606781226,compsci,Ruby,Java,Downloads: Pokemon Ruby Java Mobile Game,1.0,1.0,0,0,5,NONE,5,3,2,"Downloads: Pokemon <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> Mobile Game",5,1.0,1.0
Q2670913501,jbt,Basketball,Hockey,"There's Suns basketball and Coyotes hockey, and the downtown area has several solid restaurants and bars.",1.0,1.0,0,0,5,NONE,5,3,2,"There's Suns <span style=""color: #9A14B2; font-weight: bold"">basketball:[OBJECT_A]</span> and Coyotes <span style=""color: #6CB219; font-weight: bold"">hockey:[OBJECT_B]</span>, and the downtown area has several solid restaurants and bars.",5,1.0,1.0
O2326871995,compsci,Windows 8,Windows 7,"Sure, Windows 8 maybe slightly faster than Windows 7 but is faster than Windows XP?",1.0,1.0,5,0,0,BETTER,5,3,2,"Sure, <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> maybe slightly faster than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> but is faster than Windows XP?",5,1.0,1.0
E563946614,brands,Dell,Sony,"Dell, Acer, Sony -- you guys should have known better.",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span>, Acer, <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> -- you guys should have known better.",5,1.0,1.0
P2548635470,compsci,Scala,Java,"The loop approach written in Scala is roughly 3 times faster than the toMap variant, but still between 2 and 7 times slower than Java.",0.6741,1.0,2,3,0,WORSE,3,3,2,"The loop approach written in <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> is roughly 3 times faster than the toMap variant, but still between 2 and 7 times slower than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.",5,0.80446,0.6
G924043184,jbt,Mobile,Wallet,He talks about the current shift toward the mobile wallet and how it's still not making life easier.,1.0,1.0,0,0,5,NONE,5,3,2,"He talks about the current shift toward the <span style=""color: #9A14B2; font-weight: bold"">mobile:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">wallet:[OBJECT_B]</span> and how it's still not making life easier.",5,1.0,1.0
R2871907844,jbt,Tea,Milk,"This tea is much better with milk, I think.",0.6496,0.5455,2,1,2,NONE,2,3,2,"This <span style=""color: #9A14B2; font-weight: bold"">tea:[OBJECT_A]</span> is much better with <span style=""color: #6CB219; font-weight: bold"">milk:[OBJECT_B]</span>, I think.",5,0.60796,0.4
A20853426,compsci,Python,Ruby,"- 1.26 Is Perl better than PHP, Python, Ruby, etc.?",1.0,1.0,0,0,5,NONE,5,3,2,"- 1.26 Is Perl better than PHP, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>, etc.?",5,1.0,1.0
F824627698,jbt,Wallet,Mobile,"Google, meanwhile, lets businesses integrate the company's wallet application into their apps or mobile sites for easier customer checkout.",0.6653,1.0,0,0,5,NONE,5,3,2,"Google, meanwhile, lets businesses integrate the company's <span style=""color: #9A14B2; font-weight: bold"">wallet:[OBJECT_A]</span> application into their apps or <span style=""color: #6CB219; font-weight: bold"">mobile:[OBJECT_B]</span> sites for easier customer checkout.",5,0.79918,1.0
L1865039878,compsci,Php,Ruby,"Of course, for better AND worse, PHP is not Ruby, but the principles of both framework looks rather similar.",0.7001,1.0,0,0,6,NONE,6,3,3,"Of course, for better AND worse, <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> is not <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>, but the principles of both framework looks rather similar.",6,0.85005,1.0
G1053830693,compsci,Awk,Perl,"I don't know if this sounds right, easier for me to say than to type.. cause I can talk ALOT!!! Just curious if others have done anything similar and if it's do-able, or should I just keep on trying with AWK and stay in my mode of frustration when I know that I can do this in Perl, but having hands tied here.. a slave to ""da- man"" at work... in the dungeon I stay.... -Zo",0.3392,0.5185,1,2,2,NONE,2,3,2,"I don't know if this sounds right, easier for me to say than to type.. cause I can talk ALOT!!! Just curious if others have done anything similar and if it's do-able, or should I just keep on trying with <span style=""color: #9A14B2; font-weight: bold"">AWK:[OBJECT_A]</span> and stay in my mode of frustration when I know that I can do this in <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>, but having hands tied here.. a slave to ""da- man"" at work... in the dungeon I stay.... -Zo",5,0.41092,0.4
T3212533557,compsci,Oracle,Mysql,Would Oracle Harm MySQL?,1.0,1.0,0,0,5,NONE,5,3,2,"Would <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> Harm <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>?",5,1.0,1.0
H1206148406,brands,Gigabyte,Asus,(I'm looking at you Gigabyte and Asus),1.0,1.0,0,0,5,NONE,5,3,2,"(I'm looking at you <span style=""color: #9A14B2; font-weight: bold"">Gigabyte:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Asus:[OBJECT_B]</span>)",5,1.0,1.0
P2504238528,jbt,Knife,Pistol,The Ginsu Home Surgical knife Set ™ will cut through it faster than Plaxico Burress goes through an ammo clip with his 9mm pistol.,1.0,0.5,4,0,1,BETTER,4,3,2,"The Ginsu Home Surgical <span style=""color: #9A14B2; font-weight: bold"">knife:[OBJECT_A]</span> Set ™ will cut through it faster than Plaxico Burress goes through an ammo clip with his 9mm <span style=""color: #6CB219; font-weight: bold"">pistol:[OBJECT_B]</span>.",5,0.8,0.8
T3210860212,brands,Apple,Microsoft,"Worse, Reitzes subjected Apple to the ignominy of a comparison with un-hip Microsoft :",0.6602,0.5172,1,1,3,NONE,3,3,2,"Worse, Reitzes subjected <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> to the ignominy of a comparison with un-hip <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> :",5,0.603,0.6
K1690471759,jbt,Facebook,Google,Maybe facebook and google+ are indexed faster than your site.,1.0,1.0,0,0,5,NONE,5,3,2,"Maybe <span style=""color: #9A14B2; font-weight: bold"">facebook:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">google:[OBJECT_B]</span>+ are indexed faster than your site.",5,1.0,1.0
B316378765,jbt,Sausage,Sandwich,Any sausage link will make a decent sandwich.,1.0,1.0,0,0,5,NONE,5,3,2,"Any <span style=""color: #9A14B2; font-weight: bold"">sausage:[OBJECT_A]</span> link will make a decent <span style=""color: #6CB219; font-weight: bold"">sandwich:[OBJECT_B]</span>.",5,1.0,1.0
N2229956817,brands,Nissan,Honda,"So did Nissan, Honda and Toyota.",1.0,1.0,0,0,5,NONE,5,3,2,"So did <span style=""color: #9A14B2; font-weight: bold"">Nissan:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> and Toyota.",5,1.0,1.0
O2291866099,jbt,Stanford,Harvard,stanford University's business school rejected McNealy twice during those years; only on his third try did his work record win out over his mediocre harvard transcript.,0.6784,0.5106,2,0,3,NONE,3,3,2,"<span style=""color: #9A14B2; font-weight: bold"">stanford:[OBJECT_A]</span> University's business school rejected McNealy twice during those years; only on his third try did his work record win out over his mediocre <span style=""color: #6CB219; font-weight: bold"">harvard:[OBJECT_B]</span> transcript.",5,0.61128,0.6
R2938140169,brands,Honda,Nissan,"Toyota, Honda, or Nissan might buy it.",1.0,1.0,0,0,5,NONE,5,3,2,"Toyota, <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span>, or <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> might buy it.",5,1.0,1.0
O2419559001,compsci,Bluetooth,Usb,The Bluetooth is convenient but the sound quality is so much better with the USB.,1.0,1.0,0,5,0,WORSE,5,3,2,"The <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> is convenient but the sound quality is so much better with the <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span>.",5,1.0,1.0
T3147758589,compsci,Scala,Java,"Whereas in Scala it is as easy or easier to stay immutable, in Java it is easier to stay mutable.",0.3573,0.5122,1,2,2,NONE,2,3,2,"Whereas in <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> it is as easy or easier to stay immutable, in <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> it is easier to stay mutable.",5,0.41925999999999997,0.4
L1898949841,compsci,Python,Javascript,"One of the downsides to exceptions that I'm becoming more sensitive to as time passes, at least as they are implemented in most languages (Python, ruby, C#, C++, Java, VB, JavaScript, etc), is mixing poorly with a functional programming style.",1.0,1.0,0,0,5,NONE,5,3,2,"One of the downsides to exceptions that I'm becoming more sensitive to as time passes, at least as they are implemented in most languages (<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, ruby, C#, C++, Java, VB, <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>, etc), is mixing poorly with a functional programming style.",5,1.0,1.0
T3161169136,jbt,Carolina,Pennsylvania,"While Mitt Romney casually campaigns for the black vote , his surrogates in Florida, Ohio, Texas, Mississippi, South carolina, pennsylvania and elsewhere are taking serious steps to deliberately make voting harder, especially for African Americans.",1.0,1.0,0,0,5,NONE,5,3,2,"While Mitt Romney casually campaigns for the black vote , his surrogates in Florida, Ohio, Texas, Mississippi, South <span style=""color: #9A14B2; font-weight: bold"">carolina:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">pennsylvania:[OBJECT_B]</span> and elsewhere are taking serious steps to deliberately make voting harder, especially for African Americans.",5,1.0,1.0
S3012231191,jbt,Restaurant,Cafe,"Walking distance to cool places, surrounded by decent restaurant and cafe.",1.0,1.0,0,0,5,NONE,5,3,2,"Walking distance to cool places, surrounded by decent <span style=""color: #9A14B2; font-weight: bold"">restaurant:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">cafe:[OBJECT_B]</span>.",5,1.0,1.0
P2582873141,brands,Ibm,Dell,"Then, on the other hand, we have safer, more mature names with limited growth profiles such as IBM, Dell and SAP, actually outperforming this year.""",1.0,1.0,0,0,5,NONE,5,3,2,"Then, on the other hand, we have safer, more mature names with limited growth profiles such as <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> and SAP, actually outperforming this year.""",5,1.0,1.0
S3020081647,jbt,Skiing,Swimming,"Water-skiing and swimming are better on a lake, as well.",1.0,1.0,0,0,5,NONE,5,3,2,"Water-<span style=""color: #9A14B2; font-weight: bold"">skiing:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">swimming:[OBJECT_B]</span> are better on a lake, as well.",5,1.0,1.0
J1463270623,brands,Intel,Dell,"Its Quadrant score of 5,134 is poorer than the average tablet (6,176), the 2-GHz quad-core Intel Atom Z2580-backed Dell Venue 8 (6,354) and the 2.2-GHz quad-core Snapdragon 800-powered Kindle Fire HDX (19,924).",1.0,1.0,0,0,5,NONE,5,3,2,"Its Quadrant score of 5,134 is poorer than the average tablet (6,176), the 2-GHz quad-core <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> Atom Z2580-backed <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> Venue 8 (6,354) and the 2.2-GHz quad-core Snapdragon 800-powered Kindle Fire HDX (19,924).",5,1.0,1.0
H1200936421,jbt,Espn,Fox,I'm fed up with the lousy coverage of the races we get every weekend from espn & fox.,1.0,1.0,0,0,5,NONE,5,3,2,"I'm fed up with the lousy coverage of the races we get every weekend from <span style=""color: #9A14B2; font-weight: bold"">espn:[OBJECT_A]</span> & <span style=""color: #6CB219; font-weight: bold"">fox:[OBJECT_B]</span>.",5,1.0,1.0
H1137457673,brands,Sony,Amazon,"I had narrowed it down to the Kobo and the Sony PRS -300, and even worse I found out that the Amazon Kindle went down to $190, sitting in the price range of all these devices.",1.0,1.0,0,0,5,NONE,5,3,2,"I had narrowed it down to the Kobo and the <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> PRS -300, and even worse I found out that the <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> Kindle went down to $190, sitting in the price range of all these devices.",5,1.0,1.0
H1121013398,jbt,Camping,Fishing,If you're headed out for some camping or fishing bring along a Life Is Good cooler.,1.0,1.0,0,0,5,NONE,5,3,2,"If you're headed out for some <span style=""color: #9A14B2; font-weight: bold"">camping:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">fishing:[OBJECT_B]</span> bring along a Life Is Good cooler.",5,1.0,1.0
R2923148194,jbt,Baseball,Golf,To me baseball is better than golf.,1.0,1.0,5,0,0,BETTER,5,3,2,"To me <span style=""color: #9A14B2; font-weight: bold"">baseball:[OBJECT_A]</span> is better than <span style=""color: #6CB219; font-weight: bold"">golf:[OBJECT_B]</span>.",5,1.0,1.0
D496469273,jbt,Soda,Tea,"Coffee, soda, tea . .",1.0,1.0,0,0,6,NONE,6,4,2,"Coffee, <span style=""color: #9A14B2; font-weight: bold"">soda:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">tea:[OBJECT_B]</span> . .",6,1.0,1.0
