_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,a,also_acceptable,b,gold_label,id,label_gold,marker,raw_text,text_html,text_readable
1576121626,false,finalized,3,2/5/2018 18:42:55,NONE,1.0,truck,,motorcycle,,E597415548,,True,"Donating your car, truck, van, SUV, boat, motorcycle, ATV, RV, trailer or airplane has never been easier!","Donating your car, <span style=""color: #9A14B2; font-weight: bold"">truck:[OBJECT_A]</span>, van, SUV, boat, <span style=""color: #6CB219; font-weight: bold"">motorcycle:[OBJECT_B]</span>, ATV, RV, trailer or airplane has never been easier!","Donating your car, *truck*, van, SUV, boat, §motorcycle$, ATV, RV, trailer or airplane has never been easier!"
1576121627,false,finalized,3,2/5/2018 14:58:49,NONE,1.0,bus,,truck,,B293054563,,True,"And yes, you ARE seeing a very poorly drawn Mac (from Cars), School Bus, and Tow Truck.","And yes, you ARE seeing a very poorly drawn Mac (from Cars), School <span style=""color: #9A14B2; font-weight: bold"">bus:[OBJECT_A]</span>, and Tow <span style=""color: #6CB219; font-weight: bold"">truck:[OBJECT_B]</span>.","And yes, you ARE seeing a very poorly drawn Mac (from Cars), School *bus*, and Tow §truck$."
1576121628,false,finalized,3,2/5/2018 14:58:06,BETTER,1.0,bread,,pasta,,M1972573853,,True,Pasta is way easier to make than bread.,"<span style=""color: #9A14B2; font-weight: bold"">pasta:[OBJECT_A]</span> is way easier to make than <span style=""color: #6CB219; font-weight: bold"">bread:[OBJECT_B]</span>.",*pasta* is way easier to make than §bread$.
1576121629,false,finalized,3,2/5/2018 14:56:01,WORSE,0.3333,amazon,,itunes,,L1791578878,,True,"Netflix, Amazon and I think the new Genius tool for iTunes have much better systems.","Netflix, <span style=""color: #9A14B2; font-weight: bold"">amazon:[OBJECT_A]</span> and I think the new Genius tool for <span style=""color: #6CB219; font-weight: bold"">itunes:[OBJECT_B]</span> have much better systems.","Netflix, *amazon* and I think the new Genius tool for §itunes$ have much better systems."
1576121630,false,finalized,3,2/5/2018 14:55:27,BETTER,0.6812,wii,,psp,,M1937610954,,True,"OT a bit, but I liked Shattered Memories much better on the PSP then the Wii.","OT a bit, but I liked Shattered Memories much better on the <span style=""color: #9A14B2; font-weight: bold"">psp:[OBJECT_A]</span> then the <span style=""color: #6CB219; font-weight: bold"">wii:[OBJECT_B]</span>.","OT a bit, but I liked Shattered Memories much better on the *psp* then the §wii$."
1576121631,false,finalized,3,2/5/2018 14:56:30,NONE,0.6701,california,,michigan,,Q2635992955,,True,"There are always a few Michigan only taps, a few solid California offerings and several other American and European offerings","There are always a few <span style=""color: #9A14B2; font-weight: bold"">michigan:[OBJECT_A]</span> only taps, a few solid <span style=""color: #6CB219; font-weight: bold"">california:[OBJECT_B]</span> offerings and several other American and European offerings","There are always a few *michigan* only taps, a few solid §california$ offerings and several other American and European offerings"
1576121632,false,finalized,3,2/5/2018 15:29:22,BETTER,1.0,amazon,,itunes,,H1131584535,,True,I go to the Amazon MP3 store (better than iTunes.,"I go to the <span style=""color: #9A14B2; font-weight: bold"">amazon:[OBJECT_A]</span> MP3 store (better than <span style=""color: #6CB219; font-weight: bold"">itunes:[OBJECT_B]</span>.",I go to the *amazon* MP3 store (better than §itunes$.
1576121633,false,finalized,3,2/5/2018 14:57:16,NONE,0.6757,bread,,pizza,,O2368022268,,True,"That is why I always have European Peasant Bread dough in my fridge, baking pizza has never been easier and faster.","That is why I always have European Peasant <span style=""color: #9A14B2; font-weight: bold"">bread:[OBJECT_A]</span> dough in my fridge, baking <span style=""color: #6CB219; font-weight: bold"">pizza:[OBJECT_B]</span> has never been easier and faster.","That is why I always have European Peasant *bread* dough in my fridge, baking §pizza$ has never been easier and faster."
1576121634,false,finalized,3,2/5/2018 14:58:41,NONE,0.6619,virginia,,missouri,,J1549219079,,True,"Jesse James returned to Missouri, while Frank went to safer territory in Virginia.","Jesse James returned to <span style=""color: #9A14B2; font-weight: bold"">missouri:[OBJECT_A]</span>, while Frank went to safer territory in <span style=""color: #6CB219; font-weight: bold"">virginia:[OBJECT_B]</span>.","Jesse James returned to *missouri*, while Frank went to safer territory in §virginia$."
1576121635,false,finalized,3,2/5/2018 15:06:16,NONE,1.0,basketball,,softball,,O2290158160,,True,Stacy Scofield ('99): She was a three-time YAIAA player of the year as a softball pitcher and was also a solid basketball player.,"Stacy Scofield ('99): She was a three-time YAIAA player of the year as a <span style=""color: #9A14B2; font-weight: bold"">softball:[OBJECT_A]</span> pitcher and was also a solid <span style=""color: #6CB219; font-weight: bold"">basketball:[OBJECT_B]</span> player.",Stacy Scofield ('99): She was a three-time YAIAA player of the year as a *softball* pitcher and was also a solid §basketball$ player.
1576121636,false,finalized,3,2/5/2018 14:56:30,NONE,0.6842,plastic,,wood,,L1819905216,,True,"No plastic in the mechanism, Solid wood.","No <span style=""color: #9A14B2; font-weight: bold"">plastic:[OBJECT_A]</span> in the mechanism, Solid <span style=""color: #6CB219; font-weight: bold"">wood:[OBJECT_B]</span>.","No *plastic* in the mechanism, Solid §wood$."
1576121637,false,finalized,3,2/5/2018 14:59:17,NONE,1.0,sandwich,,steak,,Q2722650125,,True,"The steak sandwich was supposed to be medium and turned out well done; it was decent, but kind of chewy.","The <span style=""color: #9A14B2; font-weight: bold"">steak:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">sandwich:[OBJECT_B]</span> was supposed to be medium and turned out well done; it was decent, but kind of chewy.","The *steak* §sandwich$ was supposed to be medium and turned out well done; it was decent, but kind of chewy."
1576121638,false,finalized,3,2/5/2018 14:57:23,BETTER,0.6644,pizza,,sandwich,,I1301892343,,True,In the Cafe Promenade the pizza was good but the sandwich selection could have been better compared to Carnival.,"In the Cafe Promenade the <span style=""color: #9A14B2; font-weight: bold"">pizza:[OBJECT_A]</span> was good but the <span style=""color: #6CB219; font-weight: bold"">sandwich:[OBJECT_B]</span> selection could have been better compared to Carnival.",In the Cafe Promenade the *pizza* was good but the §sandwich$ selection could have been better compared to Carnival.
1576121639,false,finalized,3,2/5/2018 15:00:31,NONE,0.3478,google,,amazon,,I1257165572,,True,"In fact, Amazon did poorly in Google overall in general.","In fact, <span style=""color: #9A14B2; font-weight: bold"">amazon:[OBJECT_A]</span> did poorly in <span style=""color: #6CB219; font-weight: bold"">google:[OBJECT_B]</span> overall in general.","In fact, *amazon* did poorly in §google$ overall in general."
1576121640,false,finalized,3,2/5/2018 14:56:36,NONE,1.0,california,,virginia,,D413142475,,True,"But the labor group's grass-roots organizing prevented ""even worse"" results in states like Nevada, West Virginia and California, he added.","But the labor group's grass-roots organizing prevented ""even worse"" results in states like Nevada, West <span style=""color: #9A14B2; font-weight: bold"">virginia:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">california:[OBJECT_B]</span>, he added.","But the labor group's grass-roots organizing prevented ""even worse"" results in states like Nevada, West *virginia* and §california$, he added."
1576121641,false,finalized,3,2/5/2018 14:59:58,NONE,0.6557,milk,,juice,,O2413931611,,True,The beetroot juice or milk sugar (diabetes worse.,"The beetroot <span style=""color: #9A14B2; font-weight: bold"">juice:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">milk:[OBJECT_B]</span> sugar (diabetes worse.",The beetroot *juice* or §milk$ sugar (diabetes worse.
1576121642,false,finalized,3,2/5/2018 14:57:27,NONE,1.0,fox,,espn,,P2527726229,,True,The IOC had no reason to fear that ESPN or Fox would do any worse of a job than NBC.,"The IOC had no reason to fear that <span style=""color: #9A14B2; font-weight: bold"">espn:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">fox:[OBJECT_B]</span> would do any worse of a job than NBC.",The IOC had no reason to fear that *espn* or §fox$ would do any worse of a job than NBC.
1576121643,false,finalized,3,2/5/2018 14:56:38,BETTER,0.6524,metal,,aluminum,,C385502981,,True,"As well, aluminum would be a cooler, reflective metal than steel.","As well, <span style=""color: #9A14B2; font-weight: bold"">aluminum:[OBJECT_A]</span> would be a cooler, reflective <span style=""color: #6CB219; font-weight: bold"">metal:[OBJECT_B]</span> than steel.","As well, *aluminum* would be a cooler, reflective §metal$ than steel."
1576121644,false,finalized,3,2/5/2018 15:00:28,NONE,1.0,amazon,,itunes,,P2521078074,,True,the imagined savior is far easier to paint is available on iTunes and Amazon .,"the imagined savior is far easier to paint is available on <span style=""color: #9A14B2; font-weight: bold"">itunes:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span> .",the imagined savior is far easier to paint is available on *itunes* and §amazon$ .
1576121645,false,finalized,3,2/5/2018 15:27:40,BETTER,0.3573,bus,,truck,,D429408429,,True,"(By analogy, however, getting hit by a bus is no worse than getting hit by a truck!)","(By analogy, however, getting hit by a <span style=""color: #9A14B2; font-weight: bold"">bus:[OBJECT_A]</span> is no worse than getting hit by a <span style=""color: #6CB219; font-weight: bold"">truck:[OBJECT_B]</span>!)","(By analogy, however, getting hit by a *bus* is no worse than getting hit by a §truck$!)"
1576121646,false,finalized,3,2/5/2018 14:59:38,NONE,1.0,rubber,,cement,,J1496490863,,True,I use rubber cement as it's easier to clean up and less likely to cause damage.,"I use <span style=""color: #9A14B2; font-weight: bold"">rubber:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">cement:[OBJECT_B]</span> as it's easier to clean up and less likely to cause damage.",I use *rubber* §cement$ as it's easier to clean up and less likely to cause damage.
1576121647,false,finalized,3,2/5/2018 14:59:28,WORSE,0.6679,amazon,,hulu,,K1629583363,,True,Like Hulu and easier shipping for Amazon stuff.,"Like <span style=""color: #9A14B2; font-weight: bold"">hulu:[OBJECT_A]</span> and easier shipping for <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span> stuff.",Like *hulu* and easier shipping for §amazon$ stuff.
1576121648,false,finalized,3,2/5/2018 14:55:27,NONE,1.0,wedding,,birthday,,Q2658977439,,True,"There is noting worse than having to guess what to buy someone for their birthday, wedding, kitchen tea, House warming, baby shower, ect Now there's a solution!","There is noting worse than having to guess what to buy someone for their <span style=""color: #9A14B2; font-weight: bold"">birthday:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">wedding:[OBJECT_B]</span>, kitchen tea, House warming, baby shower, ect Now there's a solution!","There is noting worse than having to guess what to buy someone for their *birthday*, §wedding$, kitchen tea, House warming, baby shower, ect Now there's a solution!"
1576121649,false,finalized,3,2/5/2018 14:59:38,NONE,1.0,bread,,potato,,E693101419,,True,"Fadge is probably a better-known term in Ireland, where it is a potato bread.","Fadge is probably a better-known term in Ireland, where it is a <span style=""color: #9A14B2; font-weight: bold"">potato:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">bread:[OBJECT_B]</span>.","Fadge is probably a better-known term in Ireland, where it is a *potato* §bread$."
1576121650,false,finalized,3,2/5/2018 15:00:52,NONE,1.0,pizza,,sausage,,D414062616,,True,"BUT then I had a hard time finding Italian Sausage, and decent Pizza.","BUT then I had a hard time finding Italian <span style=""color: #9A14B2; font-weight: bold"">sausage:[OBJECT_A]</span>, and decent <span style=""color: #6CB219; font-weight: bold"">pizza:[OBJECT_B]</span>.","BUT then I had a hard time finding Italian *sausage*, and decent §pizza$."
1576121651,false,finalized,3,2/5/2018 14:59:15,NONE,1.0,reagan,,nixon,,L1859344424,,True,"Obama wars are no better than Bush, Reagan or Nixon wars.","Obama wars are no better than Bush, <span style=""color: #9A14B2; font-weight: bold"">reagan:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">nixon:[OBJECT_B]</span> wars.","Obama wars are no better than Bush, *reagan* or §nixon$ wars."
1576121652,false,finalized,3,2/5/2018 15:00:59,WORSE,1.0,wii,,ds,,P2508197996,,True,"The graphics are good for DS, but I'm sure the wii one has much better graphics.","The graphics are good for <span style=""color: #9A14B2; font-weight: bold"">ds:[OBJECT_A]</span>, but I'm sure the <span style=""color: #6CB219; font-weight: bold"">wii:[OBJECT_B]</span> one has much better graphics.","The graphics are good for *ds*, but I'm sure the §wii$ one has much better graphics."
1576121653,false,finalized,3,2/5/2018 17:13:16,NONE,0.6667,swimming,,skiing,,O2297690845,,True,"Stefano: Spent goods moments with my friends, meeting people and, of course TRAVELLING!!! My favorite sports are : climbing, skiing and swimming..if possible, in the sea is better!","Stefano: Spent goods moments with my friends, meeting people and, of course TRAVELLING!!! My favorite sports are : climbing, <span style=""color: #9A14B2; font-weight: bold"">skiing:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">swimming:[OBJECT_B]</span>..if possible, in the sea is better!","Stefano: Spent goods moments with my friends, meeting people and, of course TRAVELLING!!! My favorite sports are : climbing, *skiing* and §swimming$..if possible, in the sea is better!"
1576121654,false,finalized,3,2/5/2018 14:59:41,NONE,1.0,california,,carolina,,C346151110,,True,"As always, some of the better represented states were Vermont, Texas, New York, California, North Carolina, and Washington.","As always, some of the better represented states were Vermont, Texas, New York, <span style=""color: #9A14B2; font-weight: bold"">california:[OBJECT_A]</span>, North <span style=""color: #6CB219; font-weight: bold"">carolina:[OBJECT_B]</span>, and Washington.","As always, some of the better represented states were Vermont, Texas, New York, *california*, North §carolina$, and Washington."
1576121655,false,finalized,3,2/5/2018 14:58:43,NONE,0.6733,carolina,,missouri,,S2994589331,,True,"Vanderbilt has played two of the SEC's top four offensive teams thus far in Missouri and South Carolina, but it doesn't get any easier.","Vanderbilt has played two of the SEC's top four offensive teams thus far in <span style=""color: #9A14B2; font-weight: bold"">missouri:[OBJECT_A]</span> and South <span style=""color: #6CB219; font-weight: bold"">carolina:[OBJECT_B]</span>, but it doesn't get any easier.","Vanderbilt has played two of the SEC's top four offensive teams thus far in *missouri* and South §carolina$, but it doesn't get any easier."
1576121656,false,finalized,3,2/5/2018 14:58:28,NONE,1.0,virginia,,michigan,,P2530973018,,True,"Their recruiting has gone poorly so far in places like Colorado, Iowa, Michigan, Minnesota, New Hampshire and Virginia, Mr. Kondik said.","Their recruiting has gone poorly so far in places like Colorado, Iowa, <span style=color: #9A14B2; font-weight: bold"">michigan:[OBJECT_A]</span>, Minnesota, New Hampshire and <span style=""color: #6CB219; font-weight: bold"">virginia:[OBJECT_B]</span>,"" Mr. Kondik said.","Their recruiting has gone poorly so far in places like Colorado, Iowa, *michigan*, Minnesota, New Hampshire and §virginia$, Mr. Kondik said."
1576121657,false,finalized,3,2/5/2018 14:59:48,NONE,1.0,psp,,ps2,,Q2677867222,,True,"There were a few decent dubs on ps2/psp, but most otherwise were complete trash.","There were a few decent dubs on <span style=""color: #9A14B2; font-weight: bold"">ps2:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">psp:[OBJECT_B]</span>, but most otherwise were complete trash.","There were a few decent dubs on *ps2*/§psp$, but most otherwise were complete trash."
1576121658,false,finalized,3,2/5/2018 14:59:28,WORSE,1.0,wedding,,birthday,,S3038843040,,True,Wedding gifts are worse than birthday gifts or other thoughtful gestures given freely.,"<span style=""color: #9A14B2; font-weight: bold"">wedding:[OBJECT_A]</span> gifts are worse than <span style=""color: #6CB219; font-weight: bold"">birthday:[OBJECT_B]</span> gifts or other thoughtful gestures given freely.",*wedding* gifts are worse than §birthday$ gifts or other thoughtful gestures given freely.
1576121659,false,finalized,3,2/5/2018 14:59:00,NONE,1.0,coffee,,juice,,P2498778679,,True,"The ""free breakfast"" was lousy old coffee, watered down juice, and silver dollar sized stale pastries.","The ""free breakfast"" was lousy old <span style=""color: #9A14B2; font-weight: bold"">coffee:[OBJECT_A]</span>, watered down <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span>, and silver dollar sized stale pastries.","The ""free breakfast"" was lousy old *coffee*, watered down §juice$, and silver dollar sized stale pastries."
1576121660,false,finalized,3,2/5/2018 14:58:33,NONE,0.6758,california,,carolina,,J1445702269,,True,"It seems by the end of the century, the fringes of north America, the Pacific NW, northern coastal California, New England the the Canadian Maritimes will have 'cooler' weather- By the end of the century 'cooler New England' will have a climate like present day North Carolina- but still better then the baked and hell like conditions elsewhere.","It seems by the end of the century, the fringes of north America, the Pacific NW, northern coastal <span style=""color: #9A14B2; font-weight: bold"">california:[OBJECT_A]</span>, New England the the Canadian Maritimes will have 'cooler' weather- By the end of the century 'cooler New England' will have a climate like present day North <span style=""color: #6CB219; font-weight: bold"">carolina:[OBJECT_B]</span>- but still better then the baked and hell like conditions elsewhere.","It seems by the end of the century, the fringes of north America, the Pacific NW, northern coastal *california*, New England the the Canadian Maritimes will have 'cooler' weather- By the end of the century 'cooler New England' will have a climate like present day North §carolina$- but still better then the baked and hell like conditions elsewhere."
1576121661,false,finalized,3,2/5/2018 14:59:23,NONE,0.66,amazon,,youtube,,T3194959853,,True,"With Netflix as the cornerstone, Amazon content as a supplement and YouTube supposedly on the way, the $99 Roku box keeps looking better and better.","With Netflix as the cornerstone, <span style=""color: #9A14B2; font-weight: bold"">amazon:[OBJECT_A]</span> content as a supplement and <span style=""color: #6CB219; font-weight: bold"">youtube:[OBJECT_B]</span> supposedly on the way, the $99 Roku box keeps looking better and better.","With Netflix as the cornerstone, *amazon* content as a supplement and §youtube$ supposedly on the way, the $99 Roku box keeps looking better and better."
1576121662,false,finalized,3,2/5/2018 14:58:08,BETTER,0.3642,bread,,sausage,,K1718603743,,True,"Mine was the hot dog à la maison (16), a fairly decent sausage presented on rather dry bread and topped with pickled fennel.","Mine was the hot dog à la maison (16), a fairly decent <span style=""color: #9A14B2; font-weight: bold"">sausage:[OBJECT_A]</span> presented on rather dry <span style=""color: #6CB219; font-weight: bold"">bread:[OBJECT_B]</span> and topped with pickled fennel.","Mine was the hot dog à la maison (16), a fairly decent *sausage* presented on rather dry §bread$ and topped with pickled fennel."
1576121663,false,finalized,3,2/5/2018 14:56:54,NONE,1.0,ds,,psp,,A94147868,,False,"60, PS3, DS,PSP . . . . . . . . . . . . .","60, PS3, <span style=""color: #9A14B2; font-weight: bold"">ds:[OBJECT_A]</span>,<span style=""color: #6CB219; font-weight: bold"">psp:[OBJECT_B]</span> . . . . . . . . . . . . .","60, PS3, *ds*,§psp$ . . . . . . . . . . . . ."
1576121664,false,finalized,3,2/5/2018 14:58:41,NONE,1.0,fishing,,skiing,,Q2670557436,,True,"there's some decent mountain biking and Skiing in the area, lots of hiking Camping Fishing and Hunting opportunities if you like that sort of thing.","there's some decent mountain biking and <span style=""color: #9A14B2; font-weight: bold"">skiing:[OBJECT_A]</span> in the area, lots of hiking Camping <span style=""color: #6CB219; font-weight: bold"">fishing:[OBJECT_B]</span> and Hunting opportunities if you like that sort of thing.","there's some decent mountain biking and *skiing* in the area, lots of hiking Camping §fishing$ and Hunting opportunities if you like that sort of thing."
1576121665,false,finalized,3,2/5/2018 14:59:30,WORSE,1.0,metal,,concrete,,K1709061737,,True,"Metal ramps are good, but concrete is better.","<span style=""color: #9A14B2; font-weight: bold"">metal:[OBJECT_A]</span> ramps are good, but <span style=""color: #6CB219; font-weight: bold"">concrete:[OBJECT_B]</span> is better.","*metal* ramps are good, but §concrete$ is better."
1576121666,false,finalized,3,2/5/2018 14:56:48,BETTER,0.6704,milk,,soda,,B208109418,,True,"A long time ago, doctors endorsed cigarettes, and soda was better than mother's milk.","A long time ago, doctors endorsed cigarettes, and <span style=""color: #9A14B2; font-weight: bold"">soda:[OBJECT_A]</span> was better than mother's <span style=""color: #6CB219; font-weight: bold"">milk:[OBJECT_B]</span>.","A long time ago, doctors endorsed cigarettes, and *soda* was better than mother's §milk$."
1576121667,false,finalized,3,2/5/2018 14:59:25,NONE,1.0,phone,,laptop,,K1678532199,,True,"March 18, 2014 - Lawrenceville, GA - New features make searching through 1.6 million homes for sale easier and faster whether using a desktop, laptop, tablet, or phone to search.","March 18, 2014 - Lawrenceville, GA - New features make searching through 1.6 million homes for sale easier and faster whether using a desktop, <span style=""color: #9A14B2; font-weight: bold"">laptop:[OBJECT_A]</span>, tablet, or <span style=""color: #6CB219; font-weight: bold"">phone:[OBJECT_B]</span> to search.","March 18, 2014 - Lawrenceville, GA - New features make searching through 1.6 million homes for sale easier and faster whether using a desktop, *laptop*, tablet, or §phone$ to search."
1576121668,false,finalized,3,2/5/2018 14:59:40,WORSE,0.6709,laptop,,iphone,,M2076615427,,True,"Recently, however, I've ditched the laptop for a small VGA adaptor that plugs directly into my iPhone ... so much easier!","Recently, however, I've ditched the <span style=""color: #9A14B2; font-weight: bold"">laptop:[OBJECT_A]</span> for a small VGA adaptor that plugs directly into my <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> ... so much easier!","Recently, however, I've ditched the *laptop* for a small VGA adaptor that plugs directly into my §iphone$ ... so much easier!"
1576121669,false,finalized,3,2/5/2018 14:57:37,NONE,1.0,truck,,motorcycle,,T3284275724,,True,Z-Bench actually transforms your truck into a mini-toybox since loading your motorcycle does not get safer than using Z-Bench with a ramp.,"Z-Bench actually transforms your <span style=""color: #9A14B2; font-weight: bold"">truck:[OBJECT_A]</span> into a mini-toybox since loading your <span style=""color: #6CB219; font-weight: bold"">motorcycle:[OBJECT_B]</span> does not get safer than using Z-Bench with a ramp.",Z-Bench actually transforms your *truck* into a mini-toybox since loading your §motorcycle$ does not get safer than using Z-Bench with a ramp.
1576121670,false,finalized,3,2/5/2018 14:58:09,NONE,1.0,mobile,,laptop,,J1488643083,,True,"It will be faster than any NVIDIA laptop chip, at least until NVIDIA introduces its mobile variant of G71.","It will be faster than any NVIDIA <span style=""color: #9A14B2; font-weight: bold"">laptop:[OBJECT_A]</span> chip, at least until NVIDIA introduces its <span style=""color: #6CB219; font-weight: bold"">mobile:[OBJECT_B]</span> variant of G71.","It will be faster than any NVIDIA *laptop* chip, at least until NVIDIA introduces its §mobile$ variant of G71."
1576121671,false,finalized,3,2/5/2018 14:59:21,NONE,1.0,basketball,,golf,,F820263764,,False,"golf, basketball and soccer.","<span style=""color: #9A14B2; font-weight: bold"">golf:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">basketball:[OBJECT_B]</span> and soccer.","*golf*, §basketball$ and soccer."
1576121672,false,finalized,3,2/5/2018 14:59:41,NONE,1.0,wood,,cement,,T3207743767,,False,Wood Wool Cement Board ( WWCB ),"<span style=""color: #9A14B2; font-weight: bold"">wood:[OBJECT_A]</span> Wool <span style=""color: #6CB219; font-weight: bold"">cement:[OBJECT_B]</span> Board ( WWCB )",*wood* Wool §cement$ Board ( WWCB )
1576121673,false,finalized,3,2/5/2018 14:59:09,NONE,0.6894,bread,,sausage,,N2135701848,,True,"Sausage Kale and White Bean Soup , Crusty Bread I've made something similar before, but this was a new recipe, and I liked it better.","<span style=""color: #9A14B2; font-weight: bold"">sausage:[OBJECT_A]</span> Kale and White Bean Soup , Crusty <span style=""color: #6CB219; font-weight: bold"">bread:[OBJECT_B]</span> I've made something similar before, but this was a new recipe, and I liked it better.","*sausage* Kale and White Bean Soup , Crusty §bread$ I've made something similar before, but this was a new recipe, and I liked it better."
1576121674,false,finalized,3,2/5/2018 14:58:52,NONE,1.0,california,,georgia,,R2825993646,,True,"This group includes Alaska, Washington, Oregon, Item 16 California, Delaware, Georgia, Gulf States, NY and NJ.- Violatior Facility Van Johnson-Solid Waste cause to Director rental of","This group includes Alaska, Washington, Oregon, Item 16 <span style=""color: #9A14B2; font-weight: bold"">california:[OBJECT_A]</span>, Delaware, <span style=""color: #6CB219; font-weight: bold"">georgia:[OBJECT_B]</span>, Gulf States, NY and NJ.- Violatior Facility Van Johnson-Solid Waste cause to Director rental of","This group includes Alaska, Washington, Oregon, Item 16 *california*, Delaware, §georgia$, Gulf States, NY and NJ.- Violatior Facility Van Johnson-Solid Waste cause to Director rental of"
1576121675,false,finalized,3,2/5/2018 14:58:53,NONE,1.0,phone,,ipod,,R2792899586,,True,They redesigned a mediocre experience by making device convergence work ' phone plus iPod plus Web plus what's-next?,"They redesigned a mediocre experience by making device convergence work ' <span style=""color: #9A14B2; font-weight: bold"">phone:[OBJECT_A]</span> plus <span style=""color: #6CB219; font-weight: bold"">ipod:[OBJECT_B]</span> plus Web plus what's-next?",They redesigned a mediocre experience by making device convergence work ' *phone* plus §ipod$ plus Web plus what's-next?
1576121676,false,finalized,3,2/5/2018 15:29:22,NONE,1.0,basketball,,volleyball,,R2792546877,,True,They're assured of no worse than silver in the women's basketball and volleyball competitions.,"They're assured of no worse than silver in the women's <span style=""color: #9A14B2; font-weight: bold"">basketball:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">volleyball:[OBJECT_B]</span> competitions.",They're assured of no worse than silver in the women's *basketball* and §volleyball$ competitions.
1576121677,false,finalized,3,2/5/2018 14:57:16,BETTER,1.0,steel,,stone,,H1198248885,,True,"I mean a steel tool is much, much superior to a stone tool.","I mean a <span style=""color: #9A14B2; font-weight: bold"">steel:[OBJECT_A]</span> tool is much, much superior to a <span style=""color: #6CB219; font-weight: bold"">stone:[OBJECT_B]</span> tool.","I mean a *steel* tool is much, much superior to a §stone$ tool."
1576121678,false,finalized,3,2/5/2018 14:55:59,NONE,1.0,football,,hockey,,R2788377276,,True,"They make better hockey games, football games, and baseball games.","They make better <span style=""color: #9A14B2; font-weight: bold"">hockey:[OBJECT_A]</span> games, <span style=""color: #6CB219; font-weight: bold"">football:[OBJECT_B]</span> games, and baseball games.","They make better *hockey* games, §football$ games, and baseball games."
1576121679,false,finalized,3,2/5/2018 14:57:18,NONE,1.0,beer,,tea,,F873810898,,True,"He failed to explore whether enchiladas go better with Texas beer, Dos XX, or iced tea.","He failed to explore whether enchiladas go better with Texas <span style=""color: #9A14B2; font-weight: bold"">beer:[OBJECT_A]</span>, Dos XX, or iced <span style=""color: #6CB219; font-weight: bold"">tea:[OBJECT_B]</span>.","He failed to explore whether enchiladas go better with Texas *beer*, Dos XX, or iced §tea$."
1576121680,false,finalized,3,2/5/2018 14:57:37,NONE,1.0,beer,,cider,,D481148355,,True,Cider Beer Cooler,"<span style=""color: #9A14B2; font-weight: bold"">cider:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">beer:[OBJECT_B]</span> Cooler",*cider* §beer$ Cooler
1576121681,false,finalized,3,2/5/2018 14:59:28,NONE,1.0,playstation,,gamecube,,L1885727516,,False,On both the PlayStation 2 and GameCube.,"On both the <span style=""color: #9A14B2; font-weight: bold"">playstation:[OBJECT_A]</span> 2 and <span style=""color: #6CB219; font-weight: bold"">gamecube:[OBJECT_B]</span>.",On both the *playstation* 2 and §gamecube$.
1576121682,false,finalized,3,2/5/2018 14:56:54,NONE,1.0,baseball,,tennis,,D398115901,,True,"But it's helped our other programs, we're very strong in softball and we've got better numbers in baseball and tennis.""","But it's helped our other programs, we're very strong in softball and we've got better numbers in <span style=""color: #9A14B2; font-weight: bold"">baseball:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">tennis:[OBJECT_B]</span>.""","But it's helped our other programs, we're very strong in softball and we've got better numbers in *baseball* and §tennis$."""
1576121683,false,finalized,3,2/5/2018 15:06:16,BETTER,0.6761,facebook,,youtube,,I1289298149,,True,"Instagram, LinkedIn, Twitter, YouTube and even Google+ all grew faster than Facebook.","Instagram, LinkedIn, Twitter, <span style=""color: #9A14B2; font-weight: bold"">youtube:[OBJECT_A]</span> and even Google+ all grew faster than <span style=""color: #6CB219; font-weight: bold"">facebook:[OBJECT_B]</span>.","Instagram, LinkedIn, Twitter, *youtube* and even Google+ all grew faster than §facebook$."
