id,sentence,object_a,object_b,most_frequent_label,most_frequent_percentage,path
I1279011583,In other words migrating from Windows XP or Windows 7 should be made easier by going the Windows 8 route.,Windows XP,Windows 8,NONE,0.8,X/PROPN/nsubjpass/> make/VERB/ROOT/^ by/ADP/prep/< go/VERB/pcomp/< Y/PROPN/dobj/<
I1279011583,In other words migrating from Windows XP or Windows 7 should be made easier by going the Windows 8 route.,Windows XP,Windows 8,NONE,0.8,X/PROPN/nsubjpass/> or/CONJ/cc/V make/VERB/ROOT/^ by/ADP/prep/< go/VERB/pcomp/< Y/PROPN/dobj/<
I1279011583,In other words migrating from Windows XP or Windows 7 should be made easier by going the Windows 8 route.,Windows XP,Windows 8,NONE,0.8,X/PROPN/nsubjpass/> windows/PROPN/conj/V make/VERB/ROOT/^ by/ADP/prep/< go/VERB/pcomp/< Y/PROPN/dobj/<
I1279011583,In other words migrating from Windows XP or Windows 7 should be made easier by going the Windows 8 route.,Windows XP,Windows 8,NONE,0.8,X/PROPN/nsubjpass/> make/VERB/ROOT/^ by/ADP/prep/< go/VERB/pcomp/< the/DET/det/V Y/PROPN/dobj/<
G989925155,How the hell is bread easier to make than pizza??!!,bread,pizza,BETTER,0.6,NOPATH
P2596541142,The only thing left is ditching their Direct3D stuff for OpenGL/OpenCL support to make porting games easier (which will admittedly probably never happen).,Direct3D,OpenGL,WORSE,0.6,X/ADJ/amod/> stuff/NOUN/ROOT/^ for/ADP/prep/< Y/PROPN/pobj/<
L1873094457,"Of the two issues, poorly-written software is much more likely to have an impact on users of Intel products and IBM-compatible computers--where the problem was practically invented because of a hardware monoculture.",Intel,IBM,NONE,1.0,X/ADJ/amod/> product/NOUN/ROOT/^ Y/PROPN/conj/<
M2042289781,"Project Better Place is partnering with Renault for the electric vehicles, Nissan Motor for its lithium-ion battery pack, and the Israeli and Danish governments, which are offering tax credits on zero-emissions vehicles.",Renault,Nissan,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
M2042289781,"Project Better Place is partnering with Renault for the electric vehicles, Nissan Motor for its lithium-ion battery pack, and the Israeli and Danish governments, which are offering tax credits on zero-emissions vehicles.",Renault,Nissan,NONE,1.0,X/PROPN/ROOT/^ for/ADP/prep/V Y/PROPN/conj/<
N2215830499,"Since you'll need a USB for your keyboard and mouse (unless you use Bluetooth), you might be wiser to use firewire readers.",USB,Bluetooth,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/dobj/<
N2215830499,"Since you'll need a USB for your keyboard and mouse (unless you use Bluetooth), you might be wiser to use firewire readers.",USB,Bluetooth,NONE,1.0,X/PROPN/ROOT/^ for/ADP/prep/V Y/PROPN/dobj/<
N2120511628,"Ruby is arguably a nicer language once you know it, given PHP is an ugly piece of shit.",Ruby,PHP,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ give/VERB/prep/< Y/PROPN/pobj/<
F782446200,from playstation to the gamecube.,playstation,gamecube,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
F782446200,from playstation to the gamecube.,playstation,gamecube,NONE,1.0,X/PROPN/ROOT/^ to/ADP/prep/V Y/PROPN/pobj/<
F782446200,from playstation to the gamecube.,playstation,gamecube,NONE,1.0,X/PROPN/ROOT/^ the/DET/det/V Y/PROPN/pobj/<
D494503449,cnn is worse than fox!.,cnn,fox,WORSE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ bad/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
C370678740,A solid understanding of Python or Java,Python,Java,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
C370678740,A solid understanding of Python or Java,Python,Java,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
Q2653230933,There is a long debate regarding whether MySQL is better or PostgreSQL.,MySQL,PostgreSQL,NONE,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ Y/PROPN/npadvmod/<
T3184472038,"Windows 8 is faster than Windows 7, on any PC.",Windows 8,Windows 7,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ fast/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
H1204799230,"I'm into programming languages, and I know many that have better designs than Java and PHP.",Java,PHP,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
H1204799230,"I'm into programming languages, and I know many that have better designs than Java and PHP.",Java,PHP,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
M1970785043,Partnerships with Microsoft & Intel make building your new system easier than ever.,Microsoft,Intel,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
N2260454983,So much better than Wellington milk tea.,milk,tea,NONE,0.8,X/PROPN/compound/> Y/PROPN/ROOT/^
D506273784,"Companies such as Alcatel-Lucent, Cisco, Avaya, Huawei, Microsoft, and Polycom have also adopted new product launches as an eminent strategy to expand their client bases and tap new market spaces with improved solution capabilities.",Avaya,Huawei,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
R2892724872,"Thoughts that day turned not to coffee, but to water and juice, the cooler the better.",coffee,juice,WORSE,0.6,X/PROPN/ROOT/^ Y/PROPN/conj/<
R2892724872,"Thoughts that day turned not to coffee, but to water and juice, the cooler the better.",coffee,juice,WORSE,0.6,X/PROPN/ROOT/^ but/CONJ/cc/V Y/PROPN/conj/<
R2892724872,"Thoughts that day turned not to coffee, but to water and juice, the cooler the better.",coffee,juice,WORSE,0.6,X/PROPN/ROOT/^ to/ADP/conj/V Y/PROPN/conj/<
J1545132302,"Java, Smalltalk, and Scheme pass this test as well.",Java,Smalltalk,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
A93830005,$600+ for a mediocre phone... can buy a decent laptop for that price.,phone,laptop,NONE,0.6,X/PROPN/nsubj/> buy/VERB/ROOT/^ Y/PROPN/dobj/<
A93830005,$600+ for a mediocre phone... can buy a decent laptop for that price.,phone,laptop,NONE,0.6,X/PROPN/nsubj/> buy/VERB/ROOT/^ decent/ADJ/amod/V Y/PROPN/dobj/<
R2803303381,"They will continue to be the pathetic, mediocre, low-budget operation that they are, until the move to Portland, oregon or virginia or wherever they are headed within the next five years.",oregon,virginia,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
R2803303381,"They will continue to be the pathetic, mediocre, low-budget operation that they are, until the move to Portland, oregon or virginia or wherever they are headed within the next five years.",oregon,virginia,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
M1996450114,"PHP and Perl have a harder time since there's no one company (read authority w/ money, consultants and professionals) saying, ""yes, it's good.",PHP,Perl,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
M1996450114,"PHP and Perl have a harder time since there's no one company (read authority w/ money, consultants and professionals) saying, ""yes, it's good.",PHP,Perl,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
D461058072,cement or rubber even would be better than the ruts that are forming on each hole.,cement,rubber,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
D461058072,cement or rubber even would be better than the ruts that are forming on each hole.,cement,rubber,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
P2459702710,"The defense looked pretty good against missouri, even better against Vandy, so what happened to that looking pretty good against South carolina?",missouri,carolina,NONE,0.6,X/PROPN/nsubj/> happen/VERB/ROOT/^ look/VERB/advcl/< against/ADP/prep/< Y/PROPN/pobj/<
P2459702710,"The defense looked pretty good against missouri, even better against Vandy, so what happened to that looking pretty good against South carolina?",missouri,carolina,NONE,0.6,X/PROPN/nsubj/> better/ADV/advmod/V happen/VERB/ROOT/^ look/VERB/advcl/< against/ADP/prep/< Y/PROPN/pobj/<
P2459702710,"The defense looked pretty good against missouri, even better against Vandy, so what happened to that looking pretty good against South carolina?",missouri,carolina,NONE,0.6,X/PROPN/nsubj/> happen/VERB/ROOT/^ look/VERB/advcl/< against/ADP/prep/< south/PROPN/compound/V Y/PROPN/pobj/<
M2039258311,"Processor - Recognized and functional Screen - Resolution functional HDD - I have replaced the standard 80 GB 5400 RPM HDD with a 160 GB 7200 RPM HDD; Fully functional Optical Drive - Nonexistant Graphics - Functional, works better with desktop effects turned on Sound - Functional Ethernet - Functional Wireless - Functional Bluetooth - Nonexistant USB - Functional Card Reader - Functional ExpressCard - Haven't tried Webcam - Functional",Ethernet,Bluetooth,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
M2039258311,"Processor - Recognized and functional Screen - Resolution functional HDD - I have replaced the standard 80 GB 5400 RPM HDD with a 160 GB 7200 RPM HDD; Fully functional Optical Drive - Nonexistant Graphics - Functional, works better with desktop effects turned on Sound - Functional Ethernet - Functional Wireless - Functional Bluetooth - Nonexistant USB - Functional Card Reader - Functional ExpressCard - Haven't tried Webcam - Functional",Ethernet,Bluetooth,NONE,1.0,X/PROPN/compound/> functional/PROPN/compound/V Y/PROPN/ROOT/^
M2039258311,"Processor - Recognized and functional Screen - Resolution functional HDD - I have replaced the standard 80 GB 5400 RPM HDD with a 160 GB 7200 RPM HDD; Fully functional Optical Drive - Nonexistant Graphics - Functional, works better with desktop effects turned on Sound - Functional Ethernet - Functional Wireless - Functional Bluetooth - Nonexistant USB - Functional Card Reader - Functional ExpressCard - Haven't tried Webcam - Functional",Ethernet,Bluetooth,NONE,1.0,X/PROPN/compound/> wireless/PROPN/compound/V Y/PROPN/ROOT/^
M2039258311,"Processor - Recognized and functional Screen - Resolution functional HDD - I have replaced the standard 80 GB 5400 RPM HDD with a 160 GB 7200 RPM HDD; Fully functional Optical Drive - Nonexistant Graphics - Functional, works better with desktop effects turned on Sound - Functional Ethernet - Functional Wireless - Functional Bluetooth - Nonexistant USB - Functional Card Reader - Functional ExpressCard - Haven't tried Webcam - Functional",Ethernet,Bluetooth,NONE,1.0,X/PROPN/compound/> functional/PROPN/compound/V Y/PROPN/ROOT/^
N2139031903,"Scheme, OCaml, Haskell, and Lisp are all an order of magnitude faster than Python.",Lisp,Python,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ faster/ADV/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
N2264449746,"So, PHP scales better than Java, ASP.NET and mod_perl?",PHP,Java,BETTER,1.0,X/PROPN/nsubj/> scale/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
K1744936439,"Motorola's menu design seems better than Samsung to me, but Nokia still rules the roost in interface design.",Samsung,Nokia,WORSE,0.8333333333333334,X/PROPN/ROOT/^ Y/PROPN/conj/<
K1744936439,"Motorola's menu design seems better than Samsung to me, but Nokia still rules the roost in interface design.",Samsung,Nokia,WORSE,0.8333333333333334,X/PROPN/ROOT/^ to/ADP/prep/V Y/PROPN/conj/<
K1744936439,"Motorola's menu design seems better than Samsung to me, but Nokia still rules the roost in interface design.",Samsung,Nokia,WORSE,0.8333333333333334,X/PROPN/ROOT/^ but/CONJ/cc/V Y/PROPN/conj/<
M1979712238,pennsylvania virginia .... New Jersey .,pennsylvania,virginia,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
Q2664838513,"There's a limited European menu of pasta, pizza and steak, but the main menu full of Asian specials is better value for money.",pizza,steak,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
Q2664838513,"There's a limited European menu of pasta, pizza and steak, but the main menu full of Asian specials is better value for money.",pizza,steak,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
T3175699804,Why is soda $5 per gallon when milk is so much better for you?,soda,milk,WORSE,0.6,NOPATH
K1712964495,"michigan is better, Chicago, Ohio, California, the non-Connecticut New England states, Canada - all much better than North carolina.",michigan,carolina,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
K1712964495,"michigan is better, Chicago, Ohio, California, the non-Connecticut New England states, Canada - all much better than North carolina.",michigan,carolina,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< north/PROPN/compound/V Y/PROPN/pobj/<
I1270915124,"In many ways, Scala is a superior language because it relieves many of the age-old, time-consuming Java programming headaches.",Scala,Java,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ consume/VERB/advcl/< Y/PROPN/dobj/<
B316466652,"Any software company wants as huge a target audience as possible, so for them it's much better to write OpenGL-based apps instead of apps based on Direct3D.",OpenGL,Direct3D,BETTER,1.0,X/PROPN/npadvmod/> apps/NOUN/ROOT/^ on/ADP/prep/< Y/PROPN/pobj/<
N2209429179,"Since 2003 I owned about 15 phones, and to be honest, Nokia and SonyEricsson will always stand high, but as I said, Siemens in the end just lost it due to not being smart enough to realise that there were/are better companies, and that you need to develop everything in the phone except for what they've just done, change the design.",Nokia,Siemens,BETTER,0.6,X/PROPN/nsubj/> stand/VERB/ROOT/^ Y/PROPN/conj/<
N2209429179,"Since 2003 I owned about 15 phones, and to be honest, Nokia and SonyEricsson will always stand high, but as I said, Siemens in the end just lost it due to not being smart enough to realise that there were/are better companies, and that you need to develop everything in the phone except for what they've just done, change the design.",Nokia,Siemens,BETTER,0.6,X/PROPN/nsubj/> and/CONJ/cc/V stand/VERB/ROOT/^ Y/PROPN/conj/<
N2209429179,"Since 2003 I owned about 15 phones, and to be honest, Nokia and SonyEricsson will always stand high, but as I said, Siemens in the end just lost it due to not being smart enough to realise that there were/are better companies, and that you need to develop everything in the phone except for what they've just done, change the design.",Nokia,Siemens,BETTER,0.6,X/PROPN/nsubj/> sonyericsson/PROPN/conj/V stand/VERB/ROOT/^ Y/PROPN/conj/<
N2209429179,"Since 2003 I owned about 15 phones, and to be honest, Nokia and SonyEricsson will always stand high, but as I said, Siemens in the end just lost it due to not being smart enough to realise that there were/are better companies, and that you need to develop everything in the phone except for what they've just done, change the design.",Nokia,Siemens,BETTER,0.6,X/PROPN/nsubj/> stand/VERB/ROOT/^ say/VERB/advcl/V Y/PROPN/conj/<
K1664680832,"Major brand names like Home Depot, Intel, Microsoft, Cisco, Southwest, and Dell have persistently resisted increases in market valuation, despite superior competitive performance within their respective categories.",Intel,Dell,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
K1664680832,"Major brand names like Home Depot, Intel, Microsoft, Cisco, Southwest, and Dell have persistently resisted increases in market valuation, despite superior competitive performance within their respective categories.",Intel,Dell,NONE,1.0,X/PROPN/ROOT/^ microsoft/PROPN/conj/V Y/PROPN/conj/<
S3037069425,"We chose for PostgreSQL (not to start an MySQL pg flamewar, but pg was the more suitable for our purposes) because it's open, and thus safer.",PostgreSQL,MySQL,BETTER,0.6,X/PROPN/nsubj/> start/VERB/ROOT/^ Y/PROPN/dobj/<
S3037069425,"We chose for PostgreSQL (not to start an MySQL pg flamewar, but pg was the more suitable for our purposes) because it's open, and thus safer.",PostgreSQL,MySQL,BETTER,0.6,X/PROPN/nsubj/> start/VERB/ROOT/^ an/DET/det/V Y/PROPN/dobj/<
M1988300751,Perl handles regexps about 4 times faster than Python.,Perl,Python,BETTER,1.0,X/PROPN/nsubj/> handle/VERB/ROOT/^ faster/ADV/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
B326211513,"Apple has also add the ability to connect the Apple TV with a Bluetooth keyboard (?!), which allows users to enter text for search much faster that using the four-way remote control, and likely faster than the Remote app for iOS, once you factor in connection and navigation time.",Apple TV,iOS,BETTER,0.8,X/PROPN/ROOT/^ Y/PROPN/pobj/<
B326211513,"Apple has also add the ability to connect the Apple TV with a Bluetooth keyboard (?!), which allows users to enter text for search much faster that using the four-way remote control, and likely faster than the Remote app for iOS, once you factor in connection and navigation time.",Apple TV,iOS,BETTER,0.8,X/PROPN/ROOT/^ with/ADP/prep/V Y/PROPN/pobj/<
B326211513,"Apple has also add the ability to connect the Apple TV with a Bluetooth keyboard (?!), which allows users to enter text for search much faster that using the four-way remote control, and likely faster than the Remote app for iOS, once you factor in connection and navigation time.",Apple TV,iOS,BETTER,0.8,X/PROPN/ROOT/^ allow/VERB/relcl/V Y/PROPN/pobj/<
H1239272913,"In any event, very few would dispute that softball is a faster game than baseball.",softball,baseball,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ game/NOUN/attr/< than/ADP/prep/< Y/PROPN/pobj/<
D419983092,"But those games are both available for ds and Wii as well, its just simply that we were able to get better deals on the ps2 versions.",ds,ps2,WORSE,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ able/ADJ/acomp/< get/VERB/xcomp/< on/ADP/prep/< Y/PROPN/pobj/<
R2906185962,"TI, Qualcomm, Motorola, Nokia, Palm, 9",Motorola,Nokia,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
T3277555675,"youtube, amazon, Imgur, and pretty much every website and app ever) a shot that's still the best-just, you know, better.",youtube,amazon,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
F791505631,"(Further, football strategies move light years' faster than baseball.",football,baseball,BETTER,0.8,X/ADJ/amod/> move/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<
K1588671525,kind of CUDA or OpenCL application will run much slower in Linux because,CUDA,OpenCL,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
K1588671525,kind of CUDA or OpenCL application will run much slower in Linux because,CUDA,OpenCL,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
B217825519,Also remember that Apple is rumored to be working on a big update for the Apple TV-one that includes better support for games and Apple's new iOS 7 controller API.,Apple TV,iOS,NONE,0.8,X/PROPN/ROOT/^ Y/PROPN/conj/<
B217825519,Also remember that Apple is rumored to be working on a big update for the Apple TV-one that includes better support for games and Apple's new iOS 7 controller API.,Apple TV,iOS,NONE,0.8,X/PROPN/ROOT/^ one/NOUN/appos/V Y/PROPN/conj/<
B217825519,Also remember that Apple is rumored to be working on a big update for the Apple TV-one that includes better support for games and Apple's new iOS 7 controller API.,Apple TV,iOS,NONE,0.8,X/PROPN/ROOT/^ apple/PROPN/poss/V Y/PROPN/conj/<
B217825519,Also remember that Apple is rumored to be working on a big update for the Apple TV-one that includes better support for games and Apple's new iOS 7 controller API.,Apple TV,iOS,NONE,0.8,X/PROPN/ROOT/^ new/ADJ/amod/V Y/PROPN/conj/<
P2496422482,The food was pretty decent; good pizza and decent steak tips and real mash potatoes (not from a packet).,pizza,steak,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
P2496422482,The food was pretty decent; good pizza and decent steak tips and real mash potatoes (not from a packet).,pizza,steak,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
P2496422482,The food was pretty decent; good pizza and decent steak tips and real mash potatoes (not from a packet).,pizza,steak,NONE,1.0,X/PROPN/ROOT/^ decent/ADJ/amod/V Y/PROPN/conj/<
L1805170869,Nikon 1 gives me better OOC color than my $7000 Leica M 240 .,Nikon,Leica,BETTER,1.0,X/PROPN/nsubj/> give/VERB/ROOT/^ color/NOUN/dobj/< than/ADP/prep/< Y/PROPN/pobj/<
L1805170869,Nikon 1 gives me better OOC color than my $7000 Leica M 240 .,Nikon,Leica,BETTER,1.0,X/PROPN/nsubj/> give/VERB/ROOT/^ color/NOUN/dobj/< than/ADP/prep/< my/ADJ/poss/V Y/PROPN/pobj/<
L1805170869,Nikon 1 gives me better OOC color than my $7000 Leica M 240 .,Nikon,Leica,BETTER,1.0,X/PROPN/nsubj/> give/VERB/ROOT/^ color/NOUN/dobj/< than/ADP/prep/< 7000/NUM/compound/V Y/PROPN/pobj/<
L1800897966,"Next, the cement cannot penetrate the wood.",cement,wood,NONE,0.8,X/PROPN/nsubj/> penetrate/VERB/ROOT/^ Y/PROPN/dobj/<
L1800897966,"Next, the cement cannot penetrate the wood.",cement,wood,NONE,0.8,X/PROPN/nsubj/> penetrate/VERB/ROOT/^ the/DET/det/V Y/PROPN/dobj/<
H1072916284,"I felt the MSI K9N6PGM2-V2 AM3/AM2+/AM2 Nvidia GeForce 6150SE Micro ATX (mATX) was not an appropriate home server motherboard and therefore switched it to the slightly more expensive, but much better Gigabyte offering, the GA-880GM-UD2H Socket AM3 880G mATX .",MSI,Nvidia,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
H1072916284,"I felt the MSI K9N6PGM2-V2 AM3/AM2+/AM2 Nvidia GeForce 6150SE Micro ATX (mATX) was not an appropriate home server motherboard and therefore switched it to the slightly more expensive, but much better Gigabyte offering, the GA-880GM-UD2H Socket AM3 880G mATX .",MSI,Nvidia,NONE,1.0,X/PROPN/compound/> k9n6pgm2-v2/PROPN/compound/V Y/PROPN/ROOT/^
H1072916284,"I felt the MSI K9N6PGM2-V2 AM3/AM2+/AM2 Nvidia GeForce 6150SE Micro ATX (mATX) was not an appropriate home server motherboard and therefore switched it to the slightly more expensive, but much better Gigabyte offering, the GA-880GM-UD2H Socket AM3 880G mATX .",MSI,Nvidia,NONE,1.0,X/PROPN/compound/> am3/am2+/am2/PROPN/compound/V Y/PROPN/ROOT/^
F776663961,"Fresh baked bread, fresh made pasta what can be better?",bread,pasta,NONE,1.0,X/PROPN/nsubj/> make/VERB/ROOT/^ Y/PROPN/dobj/<
M2054198626,Python / Ruby / PHP / Java),Ruby,Java,NONE,1.0,X/PROPN/nmod/> Y/PROPN/ROOT/^
M2054198626,Python / Ruby / PHP / Java),Ruby,Java,NONE,1.0,X/PROPN/nmod/> php/PROPN/nmod/V Y/PROPN/ROOT/^
H1186410688,I love Asus and Gigabyte.,Asus,Gigabyte,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
H1186410688,I love Asus and Gigabyte.,Asus,Gigabyte,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
I1392708170,I think the UConn women's basketball team would have a better chance against OU than their really mediocre football team.,basketball,football,BETTER,1.0,X/ADJ/amod/> have/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<
I1392708170,I think the UConn women's basketball team would have a better chance against OU than their really mediocre football team.,basketball,football,BETTER,1.0,X/ADJ/amod/> have/VERB/ROOT/^ than/ADP/prep/< their/ADJ/poss/V Y/PROPN/pobj/<
I1392708170,I think the UConn women's basketball team would have a better chance against OU than their really mediocre football team.,basketball,football,BETTER,1.0,X/ADJ/amod/> have/VERB/ROOT/^ than/ADP/prep/< mediocre/ADJ/amod/V Y/PROPN/pobj/<
M2054184575,Python is actually easier than C and Java which makes it easier for me to teach a student about it.,Python,Java,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ easy/ADJ/acomp/< than/ADP/prep/< c/PROPN/pobj/< Y/PROPN/conj/<
A38410851,1) Do a better job of making ebooks work than amazon and itunes will do (unlikely.),amazon,itunes,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
A38410851,1) Do a better job of making ebooks work than amazon and itunes will do (unlikely.),amazon,itunes,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
D387183056,"But here's the really frightening thing: pennsylvania is in far better shape than many states, such as california and Illinois-not to mention America as a whole.",pennsylvania,california,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ than/ADP/prep/< state/NOUN/pobj/< as/ADP/prep/< Y/PROPN/pobj/<
T3186421118,Wi-SB BOX brings superior WiFi and Bluetooth signal quality and even provides 2 front USB 3.0 ports.,Bluetooth,USB,NONE,1.0,X/ADJ/amod/> quality/NOUN/nsubj/> quality/NOUN/ROOT/^ Y/PROPN/dobj/<
T3186421118,Wi-SB BOX brings superior WiFi and Bluetooth signal quality and even provides 2 front USB 3.0 ports.,Bluetooth,USB,NONE,1.0,X/ADJ/amod/> quality/NOUN/nsubj/> quality/NOUN/ROOT/^ front/ADJ/amod/V Y/PROPN/dobj/<
T3229116753,"Yes, Toyota sells more vehicles but BMW makes a vehicle that delivers a much better driving experience.",Toyota,BMW,BETTER,0.4,X/PROPN/nsubj/> sell/VERB/ROOT/^ Y/PROPN/conj/<
I1390985108,"I think the 750ti is a great card by Nvidia, specially for someone looking for a low power and low heat card, either with the MSI twin frozr or going custom aftermeket, but the GTX760 is also a great card, if you feel it furfill your needs better go for it.",Nvidia,MSI,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
I1390985108,"I think the 750ti is a great card by Nvidia, specially for someone looking for a low power and low heat card, either with the MSI twin frozr or going custom aftermeket, but the GTX760 is also a great card, if you feel it furfill your needs better go for it.",Nvidia,MSI,NONE,1.0,X/PROPN/ROOT/^ for/ADP/prep/V Y/PROPN/pobj/<
I1390985108,"I think the 750ti is a great card by Nvidia, specially for someone looking for a low power and low heat card, either with the MSI twin frozr or going custom aftermeket, but the GTX760 is also a great card, if you feel it furfill your needs better go for it.",Nvidia,MSI,NONE,1.0,X/PROPN/ROOT/^ the/DET/det/V Y/PROPN/pobj/<
L1812887545,"No, it doesn't have to be Asus or Gigabyte.",Asus,Gigabyte,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
L1812887545,"No, it doesn't have to be Asus or Gigabyte.",Asus,Gigabyte,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
E666913212,"Even if GM is in the shitter, at least they are trying with newer, better full size trucks and SUV's, new Malibus, Camaros, Cadillac CTS, SRX, Pontiac G8, Buick LaCrosse, ZR1&Z06 Corvettes.And the same could be said for Ford with the new Fusion, Fiesta, Mustang, MKS, the upcoming Focus, Taurus (SHO), etc.",Cadillac,Buick,NONE,1.0,X/PROPN/compound/> cts/PROPN/ROOT/^ srx/PROPN/conj/< g8/PROPN/conj/< Y/PROPN/conj/<
C382468390,A stone tile backsplash surrounds a polished solid-surface countertop with double-bowl stainless steel sink.,stone,steel,NONE,1.0,X/PROPN/compound/> surround/VERB/ROOT/^ Y/PROPN/pobj/<
C382468390,A stone tile backsplash surrounds a polished solid-surface countertop with double-bowl stainless steel sink.,stone,steel,NONE,1.0,X/PROPN/compound/> surround/VERB/ROOT/^ bowl/NOUN/compound/V Y/PROPN/pobj/<
C382468390,A stone tile backsplash surrounds a polished solid-surface countertop with double-bowl stainless steel sink.,stone,steel,NONE,1.0,X/PROPN/compound/> surround/VERB/ROOT/^ stainless/NOUN/compound/V Y/PROPN/pobj/<
I1294757584,"In Swift, you can define subclasses of Objective-C classes.",Swift,Objective-C,NONE,1.0,X/PROPN/npadvmod/> define/VERB/ROOT/^ subclass/NOUN/dobj/< of/ADP/prep/< Y/PROPN/pobj/<
T3263821981,"You need to know Java, C++, C#, VB.NET or Python and have a solid Math background.",Java,Python,NONE,1.0,X/PROPN/poss/> #/NOUN/ROOT/^ vb.net/PROPN/appos/< Y/PROPN/conj/<
T3263821981,"You need to know Java, C++, C#, VB.NET or Python and have a solid Math background.",Java,Python,NONE,1.0,X/PROPN/poss/> c++/PROPN/conj/V #/NOUN/ROOT/^ vb.net/PROPN/appos/< Y/PROPN/conj/<
E659306642,ERP 21 Oracle MySQL MySvc,Oracle,MySQL,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
O2286787491,"Sponsors of Car Classic 2013 included the Ford Motor Company Fund, Jaguar, Land Rover, New Century BMW, RTT USA and Solid Concepts, with in-kind support provided by media partners including L.A. Weekly , Los Angeles Times , KCRW and Los Angeles magazine .",Ford,BMW,NONE,1.0,X/PROPN/compound/> fund/PROPN/ROOT/^ jaguar/PROPN/npadvmod/< rover/PROPN/conj/< Y/PROPN/conj/<
