id,sentence,object_a,object_b,most_frequent_label,most_frequent_percentage,path
R2826089234,"This growth is ""driven by incremental sales of next-generation software (Xbox 360, Wii and PS3) and ongoing solid Sony ps2 and Nintendo ds game sales.""",ps2,ds,NONE,1.0,X/PROPN/conj/> wii/PROPN/ROOT/^ objecta/PROPN/conj/< nintendo/PROPN/compound/V Y/PROPN/conj/<
I1273454584,"In my opinion, Windows 7 is far superior to Windows 8, for standard laptops and desktop PCs.",Windows 7,Windows 8,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ superior/ADJ/acomp/< to/ADP/prep/< Y/PROPN/pobj/<
O2377465418,"That's not as good as Utah or virginia with their A- grades, but better than california with its C-....",virginia,california,BETTER,0.8,X/PROPN/conj/> utah/PROPN/pobj/> as/ADP/prep/> '/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<
O2419633768,"The BMW and Honda both hold more than a 20-hp advantage, and run the quarter-mile better than the Kawi's 10.81 @ 129.6 mph byline, but the Kwakker just plain feels the rowdiest, most virile bike of the bunch.",BMW,Honda,NONE,1.0,X/PROPN/nsubj/> hold/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/<
O2419633768,"The BMW and Honda both hold more than a 20-hp advantage, and run the quarter-mile better than the Kawi's 10.81 @ 129.6 mph byline, but the Kwakker just plain feels the rowdiest, most virile bike of the bunch.",BMW,Honda,NONE,1.0,the/DET/det/V X/PROPN/nsubj/> hold/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/<
O2419633768,"The BMW and Honda both hold more than a 20-hp advantage, and run the quarter-mile better than the Kawi's 10.81 @ 129.6 mph byline, but the Kwakker just plain feels the rowdiest, most virile bike of the bunch.",BMW,Honda,NONE,1.0,X/PROPN/nsubj/> and/CONJ/cc/V hold/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/<
O2419633768,"The BMW and Honda both hold more than a 20-hp advantage, and run the quarter-mile better than the Kawi's 10.81 @ 129.6 mph byline, but the Kwakker just plain feels the rowdiest, most virile bike of the bunch.",BMW,Honda,NONE,1.0,X/PROPN/nsubj/> both/DET/appos/V hold/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/<
T3172980823,Why baseball Is Still Better Than football,baseball,football,BETTER,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ Y/PROPN/attr/<
T3172980823,Why baseball Is Still Better Than football,baseball,football,BETTER,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ than/PROPN/compound/V Y/PROPN/attr/<
K1686547573,"Materials: Solid wood, plastic, Paint.",wood,plastic,NONE,1.0,X/PROPN/appos/> material/NOUN/ROOT/^ objecta/PROPN/appos/< Y/PROPN/conj/<
K1686547573,"Materials: Solid wood, plastic, Paint.",wood,plastic,NONE,1.0,solid/PROPN/compound/V X/PROPN/appos/> material/NOUN/ROOT/^ objecta/PROPN/appos/< Y/PROPN/conj/<
K1686547573,"Materials: Solid wood, plastic, Paint.",wood,plastic,NONE,1.0,X/PROPN/appos/> material/NOUN/ROOT/^ objecta/PROPN/appos/< Y/PROPN/conj/< paint/PROPN/conj/V
F845489078,Handcrafted in America of solid cast-stone (concrete).,stone,concrete,NONE,1.0,X/PROPN/pobj/> handcraft/VERB/ROOT/^ objecta/PROPN/pobj/< Y/PROPN/appos/<
F845489078,Handcrafted in America of solid cast-stone (concrete).,stone,concrete,NONE,1.0,solid/ADJ/amod/V X/PROPN/pobj/> handcraft/VERB/ROOT/^ objecta/PROPN/pobj/< Y/PROPN/appos/<
F845489078,Handcrafted in America of solid cast-stone (concrete).,stone,concrete,NONE,1.0,cast/NOUN/compound/V X/PROPN/pobj/> handcraft/VERB/ROOT/^ objecta/PROPN/pobj/< Y/PROPN/appos/<
M1988327940,Perl/Python/php/ java /C/C++ etc)Solid understanding of software engineering practices/patterns/architectureFamiliarity...,Perl,Python,NONE,1.0,NOPATH
H1109627447,"If you can't get a ps3 at retail price, buy a PSP or Nintendo ds and a couple of decent games to play with during the holidays.",ps3,ds,NONE,0.8,X/PROPN/dobj/> get/VERB/ROOT/^ buy/VERB/conj/< psp/PROPN/dobj/< Y/PROPN/conj/<
H1109627447,"If you can't get a ps3 at retail price, buy a PSP or Nintendo ds and a couple of decent games to play with during the holidays.",ps3,ds,NONE,0.8,X/PROPN/dobj/> get/VERB/ROOT/^ buy/VERB/conj/< psp/PROPN/dobj/< nintendo/PROPN/compound/V Y/PROPN/conj/<
H1109627447,"If you can't get a ps3 at retail price, buy a PSP or Nintendo ds and a couple of decent games to play with during the holidays.",ps3,ds,NONE,0.8,X/PROPN/dobj/> get/VERB/ROOT/^ buy/VERB/conj/< psp/PROPN/dobj/< Y/PROPN/conj/< and/CONJ/cc/V
H1109627447,"If you can't get a ps3 at retail price, buy a PSP or Nintendo ds and a couple of decent games to play with during the holidays.",ps3,ds,NONE,0.8,X/PROPN/dobj/> get/VERB/ROOT/^ buy/VERB/conj/< psp/PROPN/dobj/< Y/PROPN/conj/< couple/NOUN/conj/V
M2070187401,Re: A constructive debate: Eclipse or NetBeans?,Eclipse,NetBeans,NONE,1.0,X/PROPN/appos/> re/ADP/ROOT/^ objecta/PROPN/appos/< Y/PROPN/conj/<
M2070187401,Re: A constructive debate: Eclipse or NetBeans?,Eclipse,NetBeans,NONE,1.0,X/PROPN/appos/> or/CONJ/cc/V re/ADP/ROOT/^ objecta/PROPN/appos/< Y/PROPN/conj/<
L1763230731,"My Dell laptop E1505 works fine, my Intel and AMD destop computers are frozen solid.",Dell,Intel,BETTER,0.6,X/PROPN/compound/> work/VERB/ROOT/^ computer/NOUN/nsubjpass/< Y/PROPN/nmod/<
L1763230731,"My Dell laptop E1505 works fine, my Intel and AMD destop computers are frozen solid.",Dell,Intel,BETTER,0.6,X/PROPN/compound/> work/VERB/ROOT/^ computer/NOUN/nsubjpass/< my/ADJ/poss/V Y/PROPN/nmod/<
L1763230731,"My Dell laptop E1505 works fine, my Intel and AMD destop computers are frozen solid.",Dell,Intel,BETTER,0.6,X/PROPN/compound/> work/VERB/ROOT/^ computer/NOUN/nsubjpass/< Y/PROPN/nmod/< and/CONJ/cc/V
L1763230731,"My Dell laptop E1505 works fine, my Intel and AMD destop computers are frozen solid.",Dell,Intel,BETTER,0.6,X/PROPN/compound/> work/VERB/ROOT/^ computer/NOUN/nsubjpass/< Y/PROPN/nmod/< amd/PROPN/conj/V
H1191953554,I made some research and I found that the Facebook JavaScript SDK is better than the PHP SDK.,JavaScript,PHP,BETTER,1.0,X/PROPN/compound/> be/VERB/ROOT/^ than/ADP/prep/< sdk/PROPN/pobj/< Y/PROPN/compound/<
R2805931965,"Things like a better Gmail client, decent youtube player and better integrated google connectivity all enrich the Android experience.",youtube,google,NONE,0.8,X/PROPN/compound/> client/NOUN/ROOT/^ connectivity/NOUN/conj/< Y/PROPN/compound/<
J1545153273,"Java was pitched as a ""good enough"" Smalltalk.",Java,Smalltalk,NONE,1.0,X/PROPN/nsubjpass/> pitch/VERB/ROOT/^ as/ADP/prep/< Y/PROPN/pobj/<
J1545153273,"Java was pitched as a ""good enough"" Smalltalk.",Java,Smalltalk,NONE,1.0,X/PROPN/nsubjpass/> pitch/VERB/ROOT/^ as/ADP/prep/< good/ADJ/amod/V Y/PROPN/pobj/<
M1964345775,"Pain and fever medicines such as acetaminophen, better know as Tylenol, and Ibuprofen, known as Advil or Motrin are not included in the FDA advisory.",Ibuprofen,Advil,NONE,1.0,X/PROPN/nsubjpass/> know/VERB/ROOT/^ objecta/PROPN/nsubjpass/< know/VERB/acl/< as/ADP/prep/< Y/PROPN/pobj/<
K1732625899,"More open to possibilities that once seemed outlandish, Apple couldn't have found a better enterprise partner than IBM.",Apple,IBM,NONE,0.8,X/PROPN/nsubj/> find/VERB/ROOT/^ partner/NOUN/dobj/< than/ADP/prep/< Y/PROPN/pobj/<
F786170390,From what it looks like Microsoft is far worse than Google.,Microsoft,Google,WORSE,1.0,X/PROPN/nsubj/> look/VERB/ROOT/^ bad/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
E696093861,Fantasy football is now a memory and the transition to fantasy golf couldn't come at a better time.,football,golf,NONE,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ come/VERB/advcl/< Y/PROPN/nsubj/<
E696093861,Fantasy football is now a memory and the transition to fantasy golf couldn't come at a better time.,football,golf,NONE,0.8,fantasy/PROPN/compound/V X/PROPN/nsubj/> be/VERB/ROOT/^ come/VERB/advcl/< Y/PROPN/nsubj/<
K1589392031,Kingston PA. ... Us on Google+ Follow Us on Twitter Follow Us on LinkedIn Follow Us on,Kingston,Google,NONE,1.0,NOPATH
Q2732736308,"The team continued on the rewrite of scap into Python (from Bash scripts + PHP), improving both performance and maintainability in addition to being in a better position to move to a new tool in the future.",Python,Bash,NONE,1.0,X/PROPN/pobj/> rewrite/NOUN/ROOT/^ objecta/PROPN/pobj/< from/ADP/prep/< script/NOUN/pobj/< Y/PROPN/compound/<
L1843805312,"Now get this, Better Place expects to lure electric vehicles from the usual suspects like Toyota, Renault-Nissan, and GM in addition to, get this, Tesla Motors.",Renault,Nissan,NONE,1.0,X/PROPN/compound/> objectb/PROPN/conj/> like/ADP/ROOT/^ Y/PROPN/conj/<
L1843805312,"Now get this, Better Place expects to lure electric vehicles from the usual suspects like Toyota, Renault-Nissan, and GM in addition to, get this, Tesla Motors.",Renault,Nissan,NONE,1.0,X/PROPN/compound/> objectb/PROPN/conj/> like/ADP/ROOT/^ Y/PROPN/conj/< and/CONJ/cc/V
L1843805312,"Now get this, Better Place expects to lure electric vehicles from the usual suspects like Toyota, Renault-Nissan, and GM in addition to, get this, Tesla Motors.",Renault,Nissan,NONE,1.0,X/PROPN/compound/> objectb/PROPN/conj/> like/ADP/ROOT/^ Y/PROPN/conj/< gm/PROPN/conj/V
T3214638097,"WPFP recommends several ways that states across the country can learn from the handful of states that successfully use CACG to serve the harder-to-reach out-of-school groups, with georgia, Texas, New Jersey, and oregon leading the way.",georgia,oregon,NONE,1.0,X/PROPN/pobj/> reach/VERB/ROOT/^ objecta/PROPN/pobj/< jersey/PROPN/conj/< Y/PROPN/conj/<
T3214638097,"WPFP recommends several ways that states across the country can learn from the handful of states that successfully use CACG to serve the harder-to-reach out-of-school groups, with georgia, Texas, New Jersey, and oregon leading the way.",georgia,oregon,NONE,1.0,X/PROPN/pobj/> texas/PROPN/appos/V reach/VERB/ROOT/^ objecta/PROPN/pobj/< jersey/PROPN/conj/< Y/PROPN/conj/<
F756312670,"For one thing, I went to a high school with a lousy football team and a college that celebrates Homecoming during lacrosse season.",football,lacrosse,NONE,0.8,NOPATH
J1520618385,"(I was surprised that they did not cough up some virginia wines, but they limited themselves to the safer california varietals.",virginia,california,NONE,0.6,NOPATH
N2120515907,"Ruby, Java, Magic, rs232, whatever.",Ruby,Java,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
N2120515907,"Ruby, Java, Magic, rs232, whatever.",Ruby,Java,NONE,1.0,X/PROPN/ROOT/^ whatever/ADJ/appos/V Y/PROPN/conj/<
N2120515907,"Ruby, Java, Magic, rs232, whatever.",Ruby,Java,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< magic/PROPN/conj/V
J1542407216,"Jan 12, 2013 (Austin American-Statesman - McClatchy-Tribune Information Services via COMTEX) -- January can be the time for grim reckonings in the investment world, and some analysts are taking a harder look at two personal computer industry stalwarts, Dell Inc. and Hewlett-Packard Co.",Dell,Hewlett-Packard,NONE,1.0,X/PROPN/compound/> stalwart/NOUN/ROOT/^ co./PROPN/conj/< Y/PROPN/compound/<
B278128940,"And that's why I don't want to do it on my own, it's better if Twicker makes a Python applet for a JavaScript chat.",Python,JavaScript,NONE,1.0,X/PROPN/compound/> make/VERB/ROOT/^ chat/NOUN/pobj/< Y/PROPN/compound/<
S2973419863,"Unlike basketball or football, practicing golf on a decent course often requires membership to a country club.",football,golf,NONE,0.6,X/PROPN/conj/> unlike/ADP/ROOT/^ Y/PROPN/dobj/<
T3236947335,"You bet! Concern for GM, Ford, Chrysler??",Ford,Chrysler,NONE,1.0,X/PROPN/conj/> for/ADP/ROOT/^ objecta/PROPN/conj/< Y/PROPN/conj/<
A69976353,360 does better in the US but the ds and the ps2 are still beating it.,ds,ps2,NONE,1.0,X/PROPN/nsubj/> do/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/<
A69976353,360 does better in the US but the ds and the ps2 are still beating it.,ds,ps2,NONE,1.0,the/DET/det/V X/PROPN/nsubj/> do/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/<
A69976353,360 does better in the US but the ds and the ps2 are still beating it.,ds,ps2,NONE,1.0,X/PROPN/nsubj/> and/CONJ/cc/V do/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/<
A69976353,360 does better in the US but the ds and the ps2 are still beating it.,ds,ps2,NONE,1.0,X/PROPN/nsubj/> do/VERB/ROOT/^ objecta/PROPN/nsubj/< the/DET/det/V Y/PROPN/conj/<
M1924386697,"Open Source also has a very solid building blocks (PHP, Perl, apache.",PHP,Perl,NONE,1.0,X/PROPN/dep/> block/NOUN/ROOT/^ objecta/PROPN/dep/< Y/PROPN/conj/<
A140578194,"A day on the beach with a good book, football, volleyball, and a cooler of tasty beverages- aahhh... heaven.",football,volleyball,NONE,1.0,X/PROPN/appos/> with/ADP/ROOT/^ objecta/PROPN/appos/< Y/PROPN/conj/<
M1956990044,"Overall I am quite satisfied with my purchase, but for individuals capable of spending $1k for a laptop, the other features that I mentioned that are needed: INTEGRATED Bluetooth WIRELESS N GIGABIT Ethernet BETTER SPEAKERS ADDITIONAL RAM EXTENDED-LIFE BATTERY would make these units a 5-STAR and should only add $250 to the cost of the unit.",Bluetooth,Ethernet,NONE,1.0,X/PROPN/compound/> objectb/PROPN/nsubj/> battery/PROPN/ROOT/^ Y/PROPN/nsubj/<
M1956990044,"Overall I am quite satisfied with my purchase, but for individuals capable of spending $1k for a laptop, the other features that I mentioned that are needed: INTEGRATED Bluetooth WIRELESS N GIGABIT Ethernet BETTER SPEAKERS ADDITIONAL RAM EXTENDED-LIFE BATTERY would make these units a 5-STAR and should only add $250 to the cost of the unit.",Bluetooth,Ethernet,NONE,1.0,X/PROPN/compound/> objectb/PROPN/nsubj/> battery/PROPN/ROOT/^ gigabit/PROPN/compound/V Y/PROPN/nsubj/<
M1956990044,"Overall I am quite satisfied with my purchase, but for individuals capable of spending $1k for a laptop, the other features that I mentioned that are needed: INTEGRATED Bluetooth WIRELESS N GIGABIT Ethernet BETTER SPEAKERS ADDITIONAL RAM EXTENDED-LIFE BATTERY would make these units a 5-STAR and should only add $250 to the cost of the unit.",Bluetooth,Ethernet,NONE,1.0,X/PROPN/compound/> objectb/PROPN/nsubj/> battery/PROPN/ROOT/^ Y/PROPN/nsubj/< speaker/NOUN/appos/V
R2926024663,"Tony's homemade Italian sausage is wonderful on a bun, and even better on a pizza.",sausage,pizza,NONE,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/conj/< on/ADP/prep/< Y/PROPN/pobj/<
R2926024663,"Tony's homemade Italian sausage is wonderful on a bun, and even better on a pizza.",sausage,pizza,NONE,0.6,tony/PROPN/poss/V X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/conj/< on/ADP/prep/< Y/PROPN/pobj/<
R2926024663,"Tony's homemade Italian sausage is wonderful on a bun, and even better on a pizza.",sausage,pizza,NONE,0.6,italian/ADJ/compound/V X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/conj/< on/ADP/prep/< Y/PROPN/pobj/<
D394257774,But in low traffic sites MySQL/PostgreSQL is better.,MySQL,PostgreSQL,NONE,0.8,NOPATH
N2162215225,"Server side JavaScript does exist, but wouldn't it be easier just to reimplement the JS function in your PHP code?",JavaScript,PHP,NONE,1.0,NOPATH
Q2658977439,"There is noting worse than having to guess what to buy someone for their birthday, wedding, kitchen tea, House warming, baby shower, ect Now there's a solution!",birthday,wedding,NONE,1.0,X/PROPN/nmod/> for/ADP/ROOT/^ objecta/PROPN/nmod/< Y/PROPN/conj/<
Q2658977439,"There is noting worse than having to guess what to buy someone for their birthday, wedding, kitchen tea, House warming, baby shower, ect Now there's a solution!",birthday,wedding,NONE,1.0,their/ADJ/poss/V X/PROPN/nmod/> for/ADP/ROOT/^ objecta/PROPN/nmod/< Y/PROPN/conj/<
G1047348984,"I'd like to see some info on which is better, USB or Bluetooth when it comes to sound quality.",USB,Bluetooth,NONE,1.0,X/PROPN/npadvmod/> like/VERB/ROOT/^ objecta/PROPN/npadvmod/< Y/PROPN/conj/<
G1047348984,"I'd like to see some info on which is better, USB or Bluetooth when it comes to sound quality.",USB,Bluetooth,NONE,1.0,X/PROPN/npadvmod/> or/CONJ/cc/V like/VERB/ROOT/^ objecta/PROPN/npadvmod/< Y/PROPN/conj/<
J1508863892,"I walked over to look inside, and yes, they were selling Pepsi out of their Coca-Cola cooler.",Pepsi,Coca-Cola,NONE,1.0,X/PROPN/dobj/> walk/VERB/ROOT/^ out/ADP/prep/< of/ADP/prep/< cooler/NOUN/pobj/< Y/PROPN/compound/<
M1988301333,"- Perl has constructs that are magnitudes easier than Java will be, by design.",Perl,Java,BETTER,1.0,NOPATH
K1699232832,Meanwhile amazon or hulu might've built upon Netflix's UI and made theirs seem better.,amazon,hulu,NONE,1.0,X/PROPN/nsubj/> build/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/<
K1699232832,Meanwhile amazon or hulu might've built upon Netflix's UI and made theirs seem better.,amazon,hulu,NONE,1.0,X/PROPN/nsubj/> or/CONJ/cc/V build/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/<
B313052205,"Any decent unix system will have grep, AWK, and Sed, which is all you need to get a report.",AWK,Sed,NONE,1.0,X/PROPN/conj/> have/VERB/ROOT/^ objecta/PROPN/conj/< Y/PROPN/conj/<
B313052205,"Any decent unix system will have grep, AWK, and Sed, which is all you need to get a report.",AWK,Sed,NONE,1.0,X/PROPN/conj/> and/CONJ/cc/V have/VERB/ROOT/^ objecta/PROPN/conj/< Y/PROPN/conj/<
B313052205,"Any decent unix system will have grep, AWK, and Sed, which is all you need to get a report.",AWK,Sed,NONE,1.0,X/PROPN/conj/> have/VERB/ROOT/^ objecta/PROPN/conj/< Y/PROPN/conj/< be/VERB/relcl/V
E600599448,"Don't get me wrong, i know it's a ""Me Too"" model in a rather crowded market (BMW, Ford, VW, Vauxhall, Toyota, Honda, Nissan all have small SUVs - and they're the ones i thought of immediately without giving it any decent thought).",BMW,Ford,NONE,1.0,X/PROPN/appos/> in/ADP/ROOT/^ objecta/PROPN/appos/< Y/PROPN/conj/<
E600599448,"Don't get me wrong, i know it's a ""Me Too"" model in a rather crowded market (BMW, Ford, VW, Vauxhall, Toyota, Honda, Nissan all have small SUVs - and they're the ones i thought of immediately without giving it any decent thought).",BMW,Ford,NONE,1.0,X/PROPN/appos/> in/ADP/ROOT/^ objecta/PROPN/appos/< Y/PROPN/conj/< vw/PROPN/conj/V
Q2687649303,"The sausage, which is made next door at Bari , is a solid version, though the pieces are a bit small given the thickness of the bread.",sausage,bread,NONE,1.0,NOPATH
D394789196,But in the end georgia probably missed on George Adeosun because virginia had recruiting him earlier and harder.,georgia,virginia,NONE,0.6,X/PROPN/nsubj/> miss/VERB/ROOT/^ have/VERB/advcl/< Y/PROPN/nsubj/<
I1280902192,I now use a Nikon D200 and a cheap Sigma lens (Until I can afford something better).,Nikon,Sigma,NONE,0.8,X/PROPN/compound/> use/VERB/ROOT/^ lens/NOUN/conj/< Y/ADJ/amod/<
G1015632418,"I am skilled in C/C++, Java, VB, Objective C (iOS development for both iPad and iPhone), Python,Ruby also got decent experience in web developement using html, css, JavaScript, ajax, jsp and php.",Python,JavaScript,NONE,1.0,NOPATH
L1843658284,"Now for some reason the more I learn Python, the faster I can do things in Java.",Python,Java,NONE,0.8,X/PROPN/dobj/> learn/VERB/ROOT/^ faster/ADV/oprd/< do/VERB/relcl/< in/ADP/prep/< Y/PROPN/pobj/<
G1032889652,"I can understand some voters putting oregon fourth, based on their dominance -- they're 11 points a game better than georgia against a tougher schedule.",oregon,georgia,BETTER,1.0,X/PROPN/compound/> fourth/ADJ/dobj/> put/VERB/ccomp/> 're/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<
M2054185098,Python is also object oriented and it's faster (as fast as PHP).,Python,PHP,NONE,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ '/VERB/conj/< fast/ADV/advmod/< as/ADP/prep/< Y/PROPN/pobj/<
C352476483,"As Dell has always been a big, fat Windows/Office customer for Microsoft, suing them would have been worse than idiotic.",Dell,Microsoft,NONE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ customer/NOUN/attr/< for/ADP/prep/< Y/PROPN/pobj/<
N2222343844,"Slower than Perl with PDL, Java, and C.",Perl,Java,NONE,1.0,X/PROPN/pobj/> slow/ADJ/ROOT/^ objecta/PROPN/pobj/< with/ADP/prep/< pdl/PROPN/pobj/< Y/PROPN/conj/<
N2222830635,"Small-block supercharged Chevrolet V-8, external headers, custom tubular dropped front axle with semi-elliptic transverse leaf spring, solid Ford rear axle, American 12-spoke front and five-spoke rear wheels, no front brakes, rear drums.",Chevrolet,Ford,NONE,1.0,X/PROPN/compound/> drop/VERB/ROOT/^ spring/NOUN/pobj/< axle/NOUN/conj/< Y/PROPN/nmod/<
B228996843,aluminum is less expensive than stainless steel and easier and faster to fabricate.,aluminum,steel,BETTER,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ expensive/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
B228996843,aluminum is less expensive than stainless steel and easier and faster to fabricate.,aluminum,steel,BETTER,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ expensive/ADJ/acomp/< than/ADP/prep/< stainless/ADJ/amod/V Y/PROPN/pobj/<
B228996843,aluminum is less expensive than stainless steel and easier and faster to fabricate.,aluminum,steel,BETTER,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ expensive/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/< and/CONJ/cc/V
B228996843,aluminum is less expensive than stainless steel and easier and faster to fabricate.,aluminum,steel,BETTER,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ expensive/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/< easy/ADJ/conj/V
Q2614743671,"The point wasn't ""Java is better than Perl"".",Java,Perl,BETTER,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
A144872198,"Add motion to photos & videos with 2D/3D transitions and Pan/Zoom effects, edit contents individually with music/video editing tools, and 160+ thematic DVD menus like holiday, wedding, love & anniversary make menu authoring easier than ever.",holiday,wedding,NONE,1.0,X/PROPN/pobj/> menu/NOUN/ROOT/^ objecta/PROPN/pobj/< Y/PROPN/conj/<
I1389512622,I think someone would be more inclinded to take better care of a BMW the a Honda.......just a thought.,BMW,Honda,NONE,0.6,X/PROPN/pobj/> take/VERB/ROOT/^ objecta/PROPN/pobj/< Y/PROPN/appos/<
I1389512622,I think someone would be more inclinded to take better care of a BMW the a Honda.......just a thought.,BMW,Honda,NONE,0.6,X/PROPN/pobj/> take/VERB/ROOT/^ objecta/PROPN/pobj/< the/DET/det/V Y/PROPN/appos/<
L1912459997,"On March 30, Dell released eight new black-and-white printers as the PC maker looks to better compete against Hewlett-Packard, which continues to dominate the printing and imaging market.",Dell,Hewlett-Packard,BETTER,0.4,X/PROPN/nsubj/> release/VERB/ROOT/^ look/VERB/advcl/< compete/VERB/xcomp/< against/ADP/prep/< Y/PROPN/pobj/<
H1188936494,"I love the competitiveness, and I'm just a little bit better at softball than I am at basketball.""",softball,basketball,BETTER,0.8,X/PROPN/pobj/> better/ADV/ROOT/^ at/ADP/prep/< Y/PROPN/pobj/<
A116920715,"A BMW Z4-Ferrari?""",BMW,Ferrari,NONE,1.0,NOPATH
T3184463361,"Windows 8 boots faster than Windows 7, but so what?",Windows 8,Windows 7,BETTER,1.0,X/ADJ/amod/> boot/NOUN/ROOT/^ faster/ADV/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
A138645732,"Actually, Sony can be even nastier than Microsoft when it comes to licensing games for their platform.",Sony,Microsoft,WORSE,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ nasty/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
G1003419103,"I also noticed the Apple's own stock SSD (mostly Toshiba or Samsung) have aggressive GC, but their read/write speeds are off compared to many decent SSD's on the market, like sandforce powered OCZ Vertex 3, or intel G3.",Toshiba,Samsung,NONE,1.0,X/PROPN/nsubj/> notice/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/<
G1003419103,"I also noticed the Apple's own stock SSD (mostly Toshiba or Samsung) have aggressive GC, but their read/write speeds are off compared to many decent SSD's on the market, like sandforce powered OCZ Vertex 3, or intel G3.",Toshiba,Samsung,NONE,1.0,mostly/ADV/advmod/V X/PROPN/nsubj/> notice/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/<
G1003419103,"I also noticed the Apple's own stock SSD (mostly Toshiba or Samsung) have aggressive GC, but their read/write speeds are off compared to many decent SSD's on the market, like sandforce powered OCZ Vertex 3, or intel G3.",Toshiba,Samsung,NONE,1.0,X/PROPN/nsubj/> or/CONJ/cc/V notice/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/<
K1622314482,"Let's take inventory, Chris...Romo is better at football, golf, and getting chicks than you could ever hope to be.",football,golf,NONE,1.0,X/PROPN/pobj/> good/ADJ/ROOT/^ objecta/PROPN/pobj/< Y/PROPN/conj/<
P2439284654,The coffee really improved a mediocre base beer.,coffee,beer,BETTER,0.6,X/PROPN/nsubj/> improve/VERB/ROOT/^ base/NOUN/dobj/< Y/PROPN/appos/<
P2439284654,The coffee really improved a mediocre base beer.,coffee,beer,BETTER,0.6,the/DET/det/V X/PROPN/nsubj/> improve/VERB/ROOT/^ base/NOUN/dobj/< Y/PROPN/appos/<
F824714917,google released their own youtube app that is far superior.,google,youtube,NONE,0.8333333333333334,X/PROPN/nsubj/> release/VERB/ROOT/^ app/NOUN/dobj/< Y/PROPN/compound/<
T3227128154,"Yes, Python or Perl is easier but it depends on who is learning...",Python,Perl,NONE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/<
T3227128154,"Yes, Python or Perl is easier but it depends on who is learning...",Python,Perl,NONE,1.0,X/PROPN/nsubj/> or/CONJ/cc/V be/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/<
B209122714,"A lot of device manufacturers -- Cisco , some Tivo competitors, defense contractors -- use PostgreSQL because of its reliability, which is as good or better than any SQL-DBMS, including Oracle.",PostgreSQL,Oracle,BETTER,0.8,NOPATH
L1766731707,"My Gigabyte, Asus and AsRock boards don't have this issue.",Gigabyte,Asus,NONE,1.0,X/PROPN/nsubj/> have/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/<
L1766731707,"My Gigabyte, Asus and AsRock boards don't have this issue.",Gigabyte,Asus,NONE,1.0,my/ADJ/poss/V X/PROPN/nsubj/> have/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/<
L1766731707,"My Gigabyte, Asus and AsRock boards don't have this issue.",Gigabyte,Asus,NONE,1.0,X/PROPN/nsubj/> have/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/< and/CONJ/cc/V
