id,caption,sentence,object_a,object_b,predicted,gold
2260,full_paths_original_4_aip,I never thought I'd say this - but Sony is better than Apple when it comes to low end MP3 players!,Sony,Apple,NONE,ARG
2034,full_paths_original_4_aip,"While Direct3D works, OpenGL seems to give better texture quality and smoother frame rate in CS1.6.",Direct3D,OpenGL,NONE,ARG
295,full_paths_original_4_aip,AbuBakr Akram: The reason why Sony Vegas isn't stable for most of you is because it's one of the FEW video editing softwares that perform better with AMD's OpenCL than they do with Nvidia's CUDA cores.,OpenCL,CUDA,NONE,ARG
1137,full_paths_original_4_aip,Learning speed for Scala is faster than that of C++ or Java for same task.,Scala,Java,NONE,ARG
683,full_paths_original_4_aip,But I'm not convinced it works in JavaScript any better than it works in Perl.,JavaScript,Perl,NONE,ARG
2338,full_paths_original_4_aip,"(To get around this, I use the built in Bluetooth FTP; it's much slower than using a USB connection would be otherwise though.)",Bluetooth,USB,NONE,ARG
1652,full_paths_original_4_aip,Haskell compiled to native code is typically an order of magnitude faster than Python.,Haskell,Python,NONE,ARG
1852,full_paths_original_4_aip,We both know that Lexus has a better rep than Cadillac but I want to know why they cant price their models like BMW and MB if their image is supposedly just as prestigous.,Lexus,Cadillac,NONE,ARG
616,full_paths_original_4_aip,"But with the 3.73 rear axle as tested, the Chevrolet Silverado finished in third place pulling the trailer from 0 to 60-mph in 22.6 seconds, 6.5-seconds behind the Toyota Tundra and 1.1-seconds slower than the Dodge Ram.",Chevrolet,Toyota,NONE,ARG
280,full_paths_original_4_aip,The process of converting it to Java resulted in a 100x speed up - despite Perl possibly having a faster regex implementation.,Java,Perl,NONE,ARG
541,full_paths_original_4_aip,"For example he was acclaiming, that Nokia N8 has a worse camera, than SE Satio or Samsung S8500.",Nokia,Samsung,NONE,ARG
2155,full_paths_original_4_aip,"Other JVM languages - Java is a solid od workhorse, but the real innovation is happening with the new JVM langauges (Scala, Clojure in particular).",Java,Scala,NONE,ARG
885,full_paths_original_4_aip,In the Cafe Promenade the pizza was good but the sandwich selection could have been better compared to Carnival.,pizza,sandwich,NONE,ARG
2367,full_paths_original_4_aip,"- Perl has constructs that are magnitudes easier than Java will be, by design.",Perl,Java,NONE,ARG
1136,full_paths_original_4_aip,"In supply-chain conversations, the Pacific Crest semiconductor team learned that Windows 7 inventory is moving faster than Windows 8.",Windows 7,Windows 8,NONE,ARG
1297,full_paths_original_4_aip,Mobile Nokia 15           Motorola 6           HTC 10,Nokia,Motorola,NONE,ARG
1689,full_paths_original_4_aip,Also 105 degrees in california is way better than 95 in virginia.,california,virginia,NONE,ARG
2231,full_paths_original_4_aip,Lemon juice clabbers milk slower so it works better.,juice,milk,NONE,ARG
1765,full_paths_original_4_aip,"Ford, Chrysler each announce large recalls",Ford,Chrysler,ARG,NONE
1914,full_paths_original_4_aip,"Jimmy Clark wrote: To be concise, the application in this post written in Java may perform faster that the application written in Perl.",Java,Perl,NONE,ARG
546,full_paths_original_4_aip,"However the bandwidth (5.3 GB/second), clock speed (166MHz max) and bus size (256-bit) of the psp GPU is far inferior to that in the ps2.",psp,ps2,NONE,ARG
1619,middle_paths_unrestricted_16,"Plus, unlike hockey or, worse, soccer, football and baseball allow for a lot of downtime.",hockey,football,NONE,ARG
1811,middle_paths_unrestricted_16,"The Lincoln MKX is a big crossover SUV.Based on the superb Ford Edge, the luxurious MKX offers features of pricier crossovers from Acura, BMW, Infiniti, and Lexus.The MKX is a crossover utility vehicle, meaning it has the roominess and cargo capacity of an SUV but is built like a car for improved fuel economy, a smoother ride and better handling.",Ford,BMW,ARG,NONE
134,middle_paths_unrestricted_16,From (1) and (2) follows this question: Is it possible at all to write a web framework in Ruby that's faster than PHP?,Ruby,PHP,NONE,ARG
830,middle_paths_unrestricted_16,"Even without the heavy functional stuff, just as a basic OO language, Scala is far better than C++/Java/C#.",Scala,Java,NONE,ARG
378,middle_paths_unrestricted_16,"Again, this is a decent beer but its not my cup of tea.",beer,tea,ARG,NONE
1618,middle_paths_unrestricted_16,"The sausage is decent too, three kinds sold by the sandwich ($7.50) or by the pound ($15.75).",sausage,sandwich,ARG,NONE
1907,middle_paths_unrestricted_16,"youtube just won't cut it for a screencast, so I found hosting the video myself (amazon S3), was a better solution.",youtube,amazon,NONE,ARG
2231,middle_paths_unrestricted_16,There are not many companies better poised to take a run at Microsoft than IBM and Sun in their heydays.,Microsoft,IBM,ARG,NONE
2105,middle_paths_unrestricted_16,"Rushed to market in 1983 to compete against the new IBM PC, it was so poorly designed that even Apple couldn't sell it.",IBM,Apple,ARG,NONE
2364,middle_paths_unrestricted_16,"Hi, I use PHP validation for my sites it is better then Java script validation ?",PHP,Java,NONE,ARG
1646,middle_paths_unrestricted_16,"The whole Florida line didn't play well versus missouri, but was better against georgia.",missouri,georgia,ARG,NONE
1680,middle_paths_unrestricted_16,"DWTS : ""They prefer a nice, solid Chrysler Town & Country to that newfangled Toyota Prius.""",Chrysler,Toyota,NONE,ARG
1368,middle_paths_unrestricted_16,"The discussion turned to having other people work on the project, and why I felt people who knew Lisp would be better to attract than people who knew, say, Java.",Lisp,Java,ARG,NONE
692,middle_paths_unrestricted_16,-This maybe works too in the ps2 version but it will be harder than on the psp version.,ps2,psp,NONE,ARG
2296,middle_paths_unrestricted_16,"And until Chevrolet can make a better vehicle than Kia or Toyota, I will be driving an inferior vehcile because I buy American when I can.I for one abhor the idea of a global economy and a global government but with the forces pushing us in that direction, I am still looking for ways to fend it off.",Chevrolet,Toyota,NONE,ARG
820,middle_paths_unrestricted_16,Pick your beverage for better nutrition - milk for a calcium boost or juice instead of soda.,milk,soda,NONE,ARG
2387,middle_paths_unrestricted_16,"Interestingly enough, during a recent visit to their HQ in Taiwan, MSI told TweakTown that they ""would probably end up adding the world's first powerless air cooler to an Nvidia motherboard.""",MSI,Nvidia,ARG,NONE
1833,middle_paths_unrestricted_16,I have Swift Framework project that uses the KissXML Objective-C library.,Swift,Objective-C,ARG,NONE
2103,middle_paths_unrestricted_16,the football team is decent but getting better! the basketball teams are awesome!the,football,basketball,NONE,ARG
725,middle_paths_unrestricted_16,"Ultimately I decided on Scala as it provided an easier transition, was more mature, had greater community support, better interoperability with existing Java code, and a nicer syntax.",Scala,Java,ARG,NONE
3,middle_paths_unrestricted_16,Perl has a large user base but it is still easier to find candidates that already know industrial C++ or Java.,Perl,Java,NONE,ARG
733,middle_paths_unrestricted_16,One was for pistol barrels and one with a much slower twist was for rifle barrels.,pistol,rifle,NONE,ARG
1234,middle_paths_unrestricted_16,"Expect enhanced chances of near normal temperatures in Washington, oregon, and western Indiana and cooler than normal in michigan and northern Wisconsin.",oregon,michigan,NONE,ARG
2397,middle_paths_unrestricted_16,"In general PostgreSQL is faster at complex queries with a lot of joins and such, while MySQL is faster at simple queries such as primary key look up.",PostgreSQL,MySQL,ARG,NONE
79,middle_paths_unrestricted_16,"I mean, when you really analyze it, is the Apple iPod really that much superior to an mp3 player from, for example, Sony?",Apple,Sony,NONE,ARG
1234,middle_paths_unrestricted_16,"Is Sigma so technologically deprived that it lags so far behind the ""big boys"" (Canon, Nikon, Sony, etc.) in the business that they could not do better?",Sigma,Nikon,ARG,NONE
1770,middle_paths_unrestricted_16,"I found the better CPU (the CR-48 has a single core Intel Atom processor, the commercial units have dual-core Atoms) and improved trackpad made a huge difference and the Acer has become a favorite web-surfing, Google Docs-writing, Flash-game playing machine around our house.",Intel,Google,ARG,NONE
612,middle_paths_unrestricted_16,I agree with the above mentioned statement of getting a wii if you just want to have fun and look at mediocre graphics or better yet a ps2 which has tons of games with decent graphics and gameplay.,wii,ps2,NONE,ARG
2357,middle_paths_unrestricted_16,"They had a wonderful run over at Chrysler with a far superior total package (combined salary, healthcare, and pension) than their counterparts at the Toyota U.S. facilities.",Chrysler,Toyota,NONE,ARG
1155,middle_paths_unrestricted_16,harvard is better than Western New England and stanford is better than GGU.,harvard,stanford,ARG,NONE
398,middle_paths_unrestricted_16,"Since then I've gone through the Apple Cinema, then on to the bigger and better Dell :)",Apple,Dell,NONE,ARG
48,middle_paths_unrestricted_16,Actually for many Windows XP users it is easier to migrate to Linux Mint than to Windows 8.,Windows XP,Windows 8,ARG,NONE
1737,middle_paths_unrestricted_16,(Whether that makes Ruby and Python better than Java is subjective.),Python,Java,NONE,ARG
1164,middle_paths_unrestricted_16,"Specifically, Gibson suggests, Google is getting better at gadget design faster than Apple is getting better at Internet services.",Google,Apple,NONE,ARG
2249,middle_paths_unrestricted_16,"I used to use Perl or white my own CGI's in C, but PHP is so, much easier than either.",Perl,PHP,NONE,ARG
741,middle_paths_unrestricted_16,Light weight wood or one of the various board substitutes is better than cardboard.,wood,cardboard,NONE,ARG
1373,middle_paths_unrestricted_16,Or may be it's related to the inferior CPU/memory management in Windows 98 in comparison with Windows XP?,Windows 98,Windows XP,NONE,ARG
1072,middle_paths_unrestricted_16,"After california, the next most important states for wine are oregon and Washington in the cooler Pacific Northwest.",california,oregon,ARG,NONE
470,middle_paths_unrestricted_16,"PHP makes it a bit faster to code than, for instance Java however easier... i wouldn't say that.",PHP,Java,NONE,ARG
688,middle_paths_unrestricted_16,"This's the first kernel I'm running on this board; it's a Gigabyte with H61 chipset; what about you? _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog",Google,Kingston,ARG,NONE
935,middle_paths_unrestricted_16,The wii was mostly built using faster but nearly identical processors as the gamecube.,wii,gamecube,NONE,ARG
1656,middle_paths_unrestricted_16,"Hops is also used in beer, which tastes better than the tea.",beer,tea,NONE,ARG
1756,middle_paths_unrestricted_16,pistol/shotgun powder are much faster burning that rifle powder.,pistol,rifle,NONE,ARG
1187,middle_paths_unrestricted_16,california is a much harder place to practice law than is South carolina.,california,carolina,NONE,ARG
1093,middle_paths_unrestricted_16,Apple has to do this to better compete with Google.,Apple,Google,ARG,NONE
663,middle_paths_unrestricted_16,If any company is behaving even worse than Microsoft at it's market peak it is Apple.,Microsoft,Apple,NONE,ARG
547,middle_paths_unrestricted_16,"My Dell laptop E1505 works fine, my Intel and AMD destop computers are frozen solid.",Dell,Intel,NONE,ARG
1293,middle_paths_unrestricted_16,"Now, tennis is the better sport because you have to run around a lot and be in better shape to play and is more aggressive, but in the case you described baseball would be harder.",tennis,baseball,NONE,ARG
2289,middle_paths_unrestricted_16,"In baseball the record was 14-13, and apparently the golf and tennis record was equally mediocre.",baseball,tennis,ARG,NONE
653,middle_paths_unrestricted_16,"MrSeb writes ""In a twist that reinforces Valve's distaste for Windows 8, it turns out that the Source engine - the 3D engine that powers Half Life 2, Left 4 Dead, and Dota 2 - runs faster on Ubuntu 12.04 and OpenGL (315 fps) than Windows 7 and DirectX/Direct3D (270.6 fps); almost a 20% speed-up.",OpenGL,Direct3D,NONE,ARG
991,middle_paths_unrestricted_16,I totally agree with your conclusion that Sony products are better off tham Apple products.,Sony,Apple,NONE,ARG
1810,middle_paths_unrestricted_16,"I have always used a canned CGI (in Perl) gleaned from a resources site, but PHP looks soooo much easier.",Perl,PHP,NONE,ARG
1425,middle_paths_unrestricted_16,It's more explicit and faster (especially since regex in Python is not super optimized like Perl).,Python,Perl,NONE,ARG
2322,middle_paths_unrestricted_16,"Not too big a deal, as USB is the faster connection method when compared against Bluetooth 1.2, anyway.",USB,Bluetooth,NONE,ARG
202,middle_paths_unrestricted_16,This can skew expectations because an implementation may perform very well on Integer math and considerably worse on Floating-point math due to the objects created (and collected).,Integer,Floating-point,NONE,ARG
2238,middle_paths_unrestricted_16,"I love talking cars with people I work with that don't know much about them, a lincoln in their eyes is nowhere near luxury, just a ""nice car"", a Cadillac is nicer, but a real symbol of, hey, I've made it, is still in the Germans and Lexus' range.",Cadillac,Lexus,ARG,NONE
151,middle_paths_unrestricted_16,This means Better Together over Ethernet should work like USB Better Together from UI perspective,Ethernet,USB,ARG,NONE
701,middle_paths_unrestricted_16,"ARM has historically been weak at Floating-point arithmetic, but I'm under the impression that ARM might do better per watt on Integer workloads than x86.",Floating-point,Integer,NONE,ARG
1935,middle_paths_unrestricted_16,"As far as buy back concern, I believe Amazon is offering better deals then even the Microsoft croperate trade in program, especially for win8 tablets and etc.",Amazon,Microsoft,NONE,ARG
2040,middle_paths_unrestricted_16,"We believe that your upgrade experience in Windows 8 will be a breeze by offering a faster experience, a single upgrade path, and compatibility from prior versions of Windows, ' Microsoft's Brandon LeBlanc claimed in a statement which handily overlooks the fact that upgrades from Windows XP won't migrate any programs or settings.",Windows 8,Windows XP,NONE,ARG
1603,middle_paths_unrestricted_16,"The MS-product which is handling the game proper is DirectX/Direct3D, which is pretty damn decent and generally regarded as the best there is (the competitor is OpenGL).",Direct3D,OpenGL,NONE,ARG
12,middle_paths_unrestricted_16,"I think Subversion will remain in use for the same reason MySQL remains in use, even though it is drastically inferior to PostgreSQL -- inertia.",MySQL,PostgreSQL,NONE,ARG
1006,middle_paths_unrestricted_16,"halloween is a short 12 days away, so there is no better time to start planning your thanksgiving meal.",halloween,thanksgiving,ARG,NONE
338,middle_paths_unrestricted_16,NetBeans is not Eclipse.,NetBeans,Eclipse,ARG,NONE
2297,middle_paths_unrestricted_16,The rubber feet once adjusted are solid on the concrete floor.,rubber,concrete,ARG,NONE
1569,middle_paths_unrestricted_16,I wouldn't say Microsoft is worse then Apple.,Microsoft,Apple,ARG,NONE
77,middle_paths_unrestricted_16,"You also say, ""Additionally, it is equally as hard (I believe harder) to score a[n] incapacitating blow with a knife that with a pistol.""",knife,pistol,NONE,ARG
511,middle_paths_unrestricted_16,princeton has almost invariably played her best game against harvard--usually better than when opposing Yale.,princeton,harvard,NONE,ARG
1801,middle_paths_unrestricted_16,Buying a BMW of course it is better than Toyota.,BMW,Toyota,NONE,ARG
1307,middle_paths_unrestricted_16,The previously installed 1TB 5400rpm-only 8MB cache Samsung was somewhat faster speed wise by the numbers overall than the stock Toshiba/Apple 750 GB 5400rpm drive it replaced.,Samsung,Toshiba,NONE,ARG
517,middle_paths_unrestricted_16,"Instead, they've been able to score against everyone except harvard, but Ashley Holt has had the better numbers in goal after Newell had a tough night versus cornell.",harvard,cornell,ARG,NONE
302,middle_paths_unrestricted_16,"I played ds on the ps3 and NG+ was a bit easier due to my knowledge, but the final boss was much harder the second time.",ds,ps3,ARG,NONE
1178,middle_paths_unrestricted_16,Why is soda $5 per gallon when milk is so much better for you?,soda,milk,NONE,ARG
281,middle_paths_unrestricted_16,"further, some stuff is a lot easier (one example: standardized vertex buffers in Direct3D versus the VAR/VAO extension mess in OpenGL).",Direct3D,OpenGL,NONE,ARG
69,middle_paths_unrestricted_16,"A solid beer, no doubt, but just not my cup of tea.",beer,tea,ARG,NONE
507,middle_paths_unrestricted_16,Holy crap IE was technically superior than Mozilla/Firefox as CUDA is to OpenCL?,CUDA,OpenCL,ARG,NONE
708,middle_paths_unrestricted_16,"In Crysis the Kingston 40GB again takes second place to the Intel in the SSD ranks, making it a pretty decent proposition for gaming.",Kingston,Intel,NONE,ARG
1253,middle_paths_unrestricted_16,"Good for Apple, better for Google?",Apple,Google,ARG,NONE
521,middle_paths_unrestricted_16,"Is Ruby truly better than Python (scripting/programming wise), what about speed wise?",Ruby,Python,ARG,NONE
1459,middle_paths_unrestricted_16,This makes Ruby almost as slow as Python was made faster.,Ruby,Python,NONE,ARG
812,middle_paths_unrestricted_16,"Sigma makes some decent lenses, but Nikon knows their own exposure system better than anyone.",Sigma,Nikon,NONE,ARG
893,middle_paths_unrestricted_16,"For example: If AWK has a find_the_first_word_after_this_string(""Insert string here"") command, or If Perl has a grab_text_between_these_two_strings(""string1"", ""string2"") command, then it is quite easy to decent which language is best suited for which task.",AWK,Perl,ARG,NONE
2279,middle_paths_unrestricted_16,"CoffeeScript Basics in 25 Minutes - Charles Max Wood has put together a solid 25 minute introductory screencast for CoffeeScript, an increasingly popular language that compiles into JavaScript (and which will be a dependency of the next major version of Ruby on Rails.)",JavaScript,Ruby,ARG,NONE
922,middle_paths_unrestricted_16,"60% Mesh Discovery 16-RV review Source: Techradar While the Discovery 16-RV may be lacking the power of the Intel Core laptops and the portability of the Sony VAIO VPC-Y21S1E/SI, the solid build, excellent usability and impressive range of features belie the low price.",Intel,Sony,ARG,NONE
293,middle_paths_unrestricted_16,"(ie: the slower, general-purpose Perl engine, versus the faster Python DFA-based engine).",Perl,Python,NONE,ARG
723,middle_paths_unrestricted_16,"The player is working just as well as my older Toshiba 1080p upconverting DVD player/recorder and I think the quality is actually better on my Samsung 61"" DLP 1080p HDTV.",Toshiba,Samsung,NONE,ARG
544,middle_paths_unrestricted_16,"I was originally going to develop my website using JSPs, but learned that my ISP did not support JSPs, only Java servlets (!), so I was forced to look at PHP as a faster, easier way of developing the site.",Java,PHP,NONE,ARG
1693,middle_paths_unrestricted_16,"I hope it will support new standards such as USB 3.0, Bluetooth 3.0, and better processors.",USB,Bluetooth,ARG,NONE
1360,middle_paths_unrestricted_16,"Now that I'm done picking on JavaScript, I'll point out that the situations in both Python and Ruby aren't much better.",JavaScript,Python,ARG,NONE
2363,middle_paths_unrestricted_16,Ubuntu/Mint is definitely slower than Windows 7 and Windows 8 is faster than that.,Windows 7,Windows 8,NONE,ARG
1296,middle_paths_unrestricted_16,"golf isn't any harder than tennis, hockey, or any number of other sports, but a lot of us sure do suck.",golf,hockey,ARG,NONE
2052,middle_paths_unrestricted_16,"So if Sony can offer a usable 650$ Laptop with a decent screen how about Apple providing a 1000$ 15"" Macbook that you can actually use?",Sony,Apple,ARG,NONE
1598,middle_paths_unrestricted_16,I'm sure the same people who think UH won't have trouble filling an independent football schedule must think that Wahine volleyball will have an easier time.,football,volleyball,ARG,NONE
1877,middle_paths_unrestricted_16,It is fantastic but I'm not seeing how iOS on the Apple TV would make it any better.,iOS,Apple TV,ARG,NONE
2238,middle_paths_unrestricted_16,We also plan to add Bluetooth support later but we do encourage our users to stay with USB for faster download.,Bluetooth,USB,NONE,ARG
2208,middle_paths_unrestricted_16,stone is harder than metal.,stone,metal,ARG,NONE
1553,middle_paths_unrestricted_16,wii U GPU And CPU Slower Than Xbox 360 And playstation 3,wii,playstation,NONE,ARG
422,middle_paths_unrestricted_16,And what better to wash down that chocolate donut beer than with a little milk?,beer,milk,ARG,NONE
803,middle_paths_unrestricted_16,"They added Ethernet, a better looking earbud and mic, and a 2nd variety of USB cable.",Ethernet,USB,ARG,NONE
1409,middle_paths_unrestricted_16,"Windows 8 is a Metro shell on an otherwise Windows XP frame (Vista and 7 only candy-coated it, poorly I might add).",Windows 8,Windows XP,ARG,NONE
536,middle_paths_unrestricted_16,"For me, that list is Brian Matusz (San Diego), Aaron Crow (missouri), Tyson Ross (California) and-against my better judgment-Jacob Thompson (virginia) and Lance Lynn (Mississippi).",missouri,virginia,NONE,ARG
1563,middle_paths_unrestricted_16,"Amusingly enough, it was released several months after John Carmack and the rest of the gaming industry started bitching Microsoft out for pushing Direct3D over the clearly superior OpenGL.",Direct3D,OpenGL,NONE,ARG
2301,middle_paths_unrestricted_16,"This is better, but still you have some JavaScript code (even if simpler) in a Python/.zpt",JavaScript,Python,ARG,NONE
1198,middle_paths_unrestricted_16,"It's a well-known fact that returning from a holiday weekend isn't always easy, but a beautiful bride with an ""aversion to all things boring"" and a drop-dead gorgeous Fort Lauderdale wedding can make the transition much, much easier.",holiday,wedding,NONE,ARG
917,middle_paths_unrestricted_16,"It does seem Amazon is using a lower quality display in new Kindle's, so you want the best looking screen maybe better to go with Kindle Keyboard, Nook STR or new Sony-T1.",Amazon,Sony,NONE,ARG
1837,middle_paths_unrestricted_16,"That Samsung, LG, Sony, etc don't have the source code, just means that Google are able to release faster, surely?",Sony,Google,NONE,ARG
2338,middle_paths_unrestricted_16,"A 5-2-1 california team went down, 27-7, then 5-1-1 oregon fell harder, 33-0.",california,oregon,NONE,ARG
1291,middle_paths_unrestricted_16,"Then connect another device or computer to your Android HotSpot , Transferring files from Samsung Kies Air is faster then Bluetooth and have almost good speed as on USB.",Bluetooth,USB,ARG,NONE
726,middle_paths_unrestricted_16,"That's true for Perl too I guess, but I like Python better order of magnitudes myself",Perl,Python,NONE,ARG
949,middle_paths_unrestricted_16,The MSI GeForce 8800 GTS 512MB is one of the better mid-high performance cards available for its price and fills the gap between the current generation of high-end cards and the eagerly awaited series that's soon to come from Nvidia.,MSI,Nvidia,ARG,NONE
1448,middle_paths_unrestricted_16,It's definitely gotten worse since we moved to North carolina from california.,carolina,california,NONE,ARG
2261,middle_paths_unrestricted_16,"It's far easier to exploit flaws in Windows XP than in newer editions, such as Windows 7 and Windows 8, noted Moore, because of the additional security measures that Microsoft's baked into the newer operating systems.",Windows XP,Windows 8,NONE,ARG
41,middle_paths_unrestricted_16,Mobile developers were finding Symbian C++ much harder to learn and develop for that Google's Java-based SDK or Apple's Objective-C based SDK.,Java,Objective-C,ARG,NONE
1986,middle_paths_unrestricted_16,"In fact, Amazon did poorly in Google overall in general.",Amazon,Google,NONE,ARG
234,middle_paths_unrestricted_16,"Remember, you're the one that said the wii was the better Mercedez and the ps3 was the worse KIA.",wii,ps3,NONE,ARG
1850,middle_paths_unrestricted_16,"Once I know Java, is jsp easier to learn than PHP?",Java,PHP,ARG,NONE
200,middle_paths_unrestricted_16,"11/2/07) this year on Nov. 1, the good news for new CEO Robert Nardelli and his two vice-chairmen-incumbent Tom LaSorda and former Toyota Motor (TM) North America boss James Press-is that they have the autonomy to make decisions much faster than Chrysler could under Daimler (DAI).",Toyota,Chrysler,NONE,ARG
1257,middle_paths_unrestricted_16,Kingston 3D map in Google Earth,Kingston,Google,ARG,NONE
381,middle_paths_unrestricted_16,Little USB light USB Bluetooth adapter iSight Kensington mouse Mouse pad w/ wrist padding Coolpad to put my powerbook on so that it can breath a little better A couple powerbook batteries All the wires needed to mirror on a TV Ethernet wire AC adapter phone cord Digital voice recorder iPod w/ iTrip,Bluetooth,Ethernet,ARG,NONE
565,middle_paths_unrestricted_16,It's like giving up my Toyota because somebody promises that the new Ford is better.,Toyota,Ford,NONE,ARG
256,middle_paths_unrestricted_16,"I recommend Eclipse, but others like NetBeans.",Eclipse,NetBeans,ARG,NONE
2202,middle_paths_unrestricted_16,"It would be faster to turn on Windows XP, wait 10 minutes for it to boot, and check email that way."" - TechTarget news director Bridget Botelho's husband, on the non-intuitive nature of Windows 8 on a Samsung Series 7 Slate tablet .",Windows XP,Windows 8,NONE,ARG
2383,middle_paths_unrestricted_16,It'd be a lot easier (for me) in PHP but I have to use JavaScript this time.,PHP,JavaScript,NONE,ARG
1465,middle_paths_unrestricted_16,"That said, the solid metal base provides a 25-degree range of motion, and much more stability than you get from the Samsung Series 7 (DP700A3B-A01US) ($1,099 direct, 3.5 stars) or the Sony VAIO VPC-L231FX/W ($999.99 list, 4.5 stars), if less than you get with the Dell Inspiron One 2320 ($1,249.99 direct, 4 stars).",Sony,Dell,NONE,ARG
1512,middle_paths_unrestricted_16,"2. Dennis Dixon, oregon The West Coast's version of Pat White, except he's a better passer than the West virginia star.",oregon,virginia,NONE,ARG
462,middle_paths_unrestricted_16,"Tomorrow, the ps2 and some WALL-E (I can not play that game on the ds anymore, cuz it is sooooo much slower, more boring, and all you can do is make/throw cubes).",ps2,ds,NONE,ARG
176,middle_paths_unrestricted_16,"Looking back I'd say Perl is more general than AWK, but not necessarily better .",Perl,AWK,ARG,NONE
1299,middle_paths_unrestricted_16,"Indeed is even worse; Ruby shows about 10K hits there, compared to 20K for PHP and 100K for Java.",PHP,Java,NONE,ARG
1829,middle_paths_unrestricted_16,"Apple has also add the ability to connect the Apple TV with a Bluetooth keyboard (?!), which allows users to enter text for search much faster that using the four-way remote control, and likely faster than the Remote app for iOS, once you factor in connection and navigation time.",Apple TV,iOS,NONE,ARG
1176,middle_paths_unrestricted_16,"After some basic performances checking as seen in my Common Lisp Sudoku Solver project where I did get up to ten times faster code when compared to Python, it felt like the amazing set of features of the language could be put to good use here.",Lisp,Python,NONE,ARG
359,middle_paths_unrestricted_16,"(FWIW, Smalltalk (and to a much lesser extent, Java)",Smalltalk,Java,NONE,ARG
301,middle_paths_unrestricted_16,O: pretty decent fruit forward beer that just wasn't my cup of tea.,beer,tea,ARG,NONE
1537,middle_paths_unrestricted_16,"Perl can compile, optimise, and execute some activities faster than Java can load, initialise itself, and execute a pre-compiled .class",Perl,Java,NONE,ARG
2196,middle_paths_unrestricted_16,"KDA_Defacto - --dish machine plate temperature 177.6F --food in freezer frozen solid --Peanut butter and jelly sandwiches in the dining area reach in cooler, 41F Polish sausages in the concession stand fridge, 39F soda pop in the concession stand Pepsi reach in cooler, 42.2F milk in the east walk in cooler, 40F sliced tomatoes in the west walk in cooler, 39F",soda,milk,ARG,NONE
1716,middle_paths_unrestricted_16,"1994 October: IBM released OS/2 version 3.0, an operating system far superior to anything Microsoft had, or would have for years.",IBM,Microsoft,NONE,ARG
1727,middle_paths_unrestricted_16,"WordPress recommends doing this all over the place in PHP, so I can't see how this is any worse in JavaScript.",PHP,JavaScript,ARG,NONE
300,middle_paths_unrestricted_16,How many would argue that a traditional MLS program at michigan or Chapel Hill wouldn't be superior to the online programs at Clarion or North carolina Central University?,michigan,carolina,ARG,NONE
365,middle_paths_unrestricted_16,i.e. counting the number of lines of the diff of Groovy v Java is not that interesting by itself; its much better to consider the real semantic differences in the grammar James,Groovy,Java,ARG,NONE
2023,middle_paths_unrestricted_16,"Scala is a hell of a lot faster than PLT Scheme, and it plays perfectly with the vast Java ecosystem, while Scheme does not.",Scala,Java,ARG,NONE
580,middle_paths_unrestricted_16,I remember the Dems pushing Muskie because he polled better then Carter or kennedy did against reagan.,kennedy,reagan,ARG,NONE
317,middle_paths_unrestricted_16,Is Java really that much faster than Python or is there some serious optimization going on?,Java,Python,NONE,ARG
492,middle_paths_unrestricted_16,"I have also rented many cars, American and Japanese, and with the exception of a very smooth ride in a Cadillac, I always like the Japanese cars better (Nissan and Toyota, vs. Ford, Chrysler and GM).",Toyota,Chrysler,NONE,ARG
787,middle_paths_unrestricted_16,"According to The New York Times, Amazon has an employee stack-ranking system every bit as bad - if not considerably worse - than did Ballmer's Microsoft.",Amazon,Microsoft,NONE,ARG
1378,middle_paths_unrestricted_16,"Contrast that with Microsoft or, even worse, Google and its absolutely a disaster.",Microsoft,Google,NONE,ARG
420,middle_paths_unrestricted_16,Java 8X Faster than Python,Java,Python,NONE,ARG
2344,middle_paths_unrestricted_16,This package provides a tool that will run in Microsoft Windows to update Intel Solid State Drive (SSD) Firmware.,Microsoft,Intel,ARG,NONE
881,middle_paths_unrestricted_16,"Jesse James returned to missouri, while Frank went to safer territory in virginia.",missouri,virginia,ARG,NONE
1458,middle_paths_unrestricted_16,Propose and implement modifications to the Java virtual machine to better support the needs of the Haskell evaluation model.,Java,Haskell,ARG,NONE
1697,middle_paths_unrestricted_16,I'm not saying the ps3 is better or worse than the Xbox360 and wii.,ps3,wii,ARG,NONE
1251,middle_paths_unrestricted_16,3.will Java be a great idea?or PHP or any alternative will be better?whats,Java,PHP,ARG,NONE
847,middle_paths_unrestricted_16,"Ferrari was still leading the constructors' championship, but only by 3 points to BMW Sauber.",Ferrari,BMW,NONE,ARG
2118,middle_paths_unrestricted_16,The pen was the same inferior engraving and the letters had been filled in with what appeared to be gold paint.,pen,paint,ARG,NONE
1668,middle_paths_unrestricted_16,"Yes, everything from Objective-C works on Swift.",Objective-C,Swift,ARG,NONE
293,middle_paths_unrestricted_16,Sony MP3 Player 8Gb Excellent little player - much better sound quality than Apple stuff.,Sony,Apple,NONE,ARG
2137,middle_paths_unrestricted_16,"Some languages like Python don't give you a way to make the errors go away, but for better or worse PHP does.",Python,PHP,NONE,ARG
