id,caption,sentence,object_a,object_b,predicted,gold
M1923715567,middle_paths_unrestricted_16,OpenCL seems to be slower than either C++ AMP or CUDA.,OpenCL,CUDA,BETTER,WORSE
R2839991108,middle_paths_unrestricted_16,"This is most likely done to optimize for Integer calculations, rather than slower Floating-point math.",Integer,Floating-point,BETTER,NONE
B175650125,middle_paths_unrestricted_16,"again, usc lost to oregon fucking state!! notre dame will have 1 quality win and a piss-poor sched, and michigan will have 2 quality wins(bucky, and i reluctanly add notre dame) and a mediocre sched.",oregon,michigan,NONE,WORSE
B326036997,middle_paths_unrestricted_16,"Apple and ARM, and others, are slowly destroying the business models of Intel even though they are still making decent profits.""",Apple,Intel,BETTER,NONE
J1433056709,middle_paths_unrestricted_16,"Its a bouncy, poorly riding, poorly handling live axled truck, while the ML has an independent suspension, smooth and solid modern suv.",truck,suv,BETTER,WORSE
E610038290,middle_paths_unrestricted_16,Do you think though in general simple bread bakeries are harder than small woodfired pizza places?,bread,pizza,BETTER,NONE
M2037680565,middle_paths_unrestricted_16,"Probably it's that Windows 98 does not recognize your audio interface, something that Windows XP does better about the drivers.",Windows 98,Windows XP,NONE,WORSE
T3195104529,middle_paths_unrestricted_16,With Nokia 808 at 2x digital zoom will be already worse than this Samsung.,Nokia,Samsung,BETTER,WORSE
L1911146553,middle_paths_unrestricted_16,Only recommendation would be to move to Python (or something better than Bash/perl) in order to increase library support and adoption.,Python,Bash,NONE,BETTER
Q2627770948,middle_paths_unrestricted_16,"The PSP does support a few thing that ds can't, They are DLC, better sound, ps2-like Graphics.",ds,ps2,BETTER,NONE
L1754050404,middle_paths_unrestricted_16,Much better than JavaScript e -mails/PHP.,JavaScript,PHP,NONE,WORSE
N2262612824,middle_paths_unrestricted_16,Sony MP3 Player 8Gb Excellent little player - much better sound quality than Apple stuff.,Sony,Apple,NONE,BETTER
J1533588532,middle_paths_unrestricted_16,"I would kill to see good games written in Java or better yet, Scala or Clojure.",Java,Scala,NONE,WORSE
R2789908747,middle_paths_unrestricted_16,"they need to upgrade youtube (add chromecast features and the better googletv interface), add vudu, upgrade amazon.",youtube,amazon,BETTER,NONE
T3184460824,middle_paths_unrestricted_16,Windows 8 adoption 5x slower than Windows 7 so far,Windows 8,Windows 7,BETTER,WORSE
Q2640628660,middle_paths_unrestricted_16,"There are other languages which may be better suited than PHP if you want to see things from a different angle - I suggest that you try a functional language like Lisp, Scheme, Haskell, F#, or a weakly typed language like Python.",Lisp,Python,NONE,BETTER
M2032209894,middle_paths_unrestricted_16,"Pretty much if we took in a MBZ,BMW or Lexus it was solid gold ( sport car hands down a Porshe, Audi wasn't our first choice to have on the lot.",Lexus,Audi,NONE,BETTER
A160099612,middle_paths_unrestricted_16,"After all, who would play the 'wii' when there were much cooler names like playstation 3 and Xbox 360?",wii,playstation,BETTER,WORSE
O2423375573,middle_paths_unrestricted_16,"The breakfast was mediocre, juice tasted like a powder mix with water added, coffee was instant from a machine.",juice,coffee,BETTER,NONE
D501575099,middle_paths_unrestricted_16,"Come on now Windows 8 may not be Windows 7 in popularity but it is actually a better, faster and more secure OS.",Windows 8,Windows 7,NONE,BETTER
L1805844629,middle_paths_unrestricted_16,"Nintendo, Microsoft, Sony from best to worse in that exact order.",Microsoft,Sony,NONE,BETTER
F824562036,middle_paths_unrestricted_16,"Google is the main player now, Microsoft are just plain inferior in Mobile.",Google,Microsoft,NONE,BETTER
H1098824612,middle_paths_unrestricted_16,"If the system works as Sony and its partners hope, they calculate that the PS3 will be able to process a trillion maths operations per second - the equivalent of 100 Intel Pentium 4 chips and 1,000 times faster than processing power of the PS2.",Sony,Intel,BETTER,NONE
A65006045,middle_paths_unrestricted_16,2. We all knew Windows 8 wouldn't sell better than Windows 7.,Windows 8,Windows 7,BETTER,WORSE
P2444336259,middle_paths_unrestricted_16,"The company was late to get lens coatings sorted out, but beginning in the late 1980s it cemented its position as a leading maker of camera optics, to the point that today I consider it to be a peer of Zeiss and Leica and, broadly speaking, slightly superior to Canon or Nikon as a lensmaker.",Leica,Nikon,NONE,BETTER
D505085864,middle_paths_unrestricted_16,"Common Lisp is a bit less strongly functionally-oriented, but it still supports it better than, say, C or Java, by having first-class functions and closures.",Lisp,Java,NONE,BETTER
L1903440718,middle_paths_unrestricted_16,One reviewer felt that Mitt Romney delivered a better performance than John F. kennedy against nixon.,kennedy,nixon,NONE,BETTER
S3038843040,middle_paths_unrestricted_16,wedding gifts are worse than birthday gifts or other thoughtful gestures given freely.,wedding,birthday,BETTER,WORSE
P2545585453,middle_paths_unrestricted_16,"The likes of Ford, BMW, Audi, Mercedes, Toyota etc don't even have to try to market a car in Europe because it just happens, but Chevrolet along with their Corvette brand has to work at it much harder.",Ford,Chevrolet,WORSE,NONE
T3247905833,middle_paths_unrestricted_16,You could make it in Java but its probably going to be a lot easier in PHP.,Java,PHP,NONE,WORSE
T3224820173,middle_paths_unrestricted_16,"Yes, CUDA has been around longer, receives more support, and is a better product in almost all ways then OpenCL.",CUDA,OpenCL,NONE,BETTER
I1278573372,middle_paths_unrestricted_16,"In other words, CoffeeScript is an attempt to replace JavaScript syntax with a better one based on experiences from Ruby and Python worlds.",JavaScript,Python,NONE,WORSE
P2543981020,middle_paths_unrestricted_16,"The lens from Sigma just as good(or better) as any other lenses from Nikon , Cannon or Minolta.",Sigma,Nikon,NONE,BETTER
T3179188500,middle_paths_unrestricted_16,wii U GPU And CPU Slower Than Xbox 360 And playstation 3,wii,playstation,NONE,WORSE
I1406247445,middle_paths_unrestricted_16,"It is faster and easier then Python, far easier than C++ or C#/Java, etc... Is commonly used as a embedded scripting language, and has a few wonderful libraries to get started with.",Python,Java,NONE,BETTER
E716131739,middle_paths_unrestricted_16,"Finally, the concept was perfected by Apple - and later poorly copied by Microsoft.",Apple,Microsoft,NONE,BETTER
T3150295303,middle_paths_unrestricted_16,Where the previous version Windows 7 is perceived as superior to Windows 8.,Windows 7,Windows 8,NONE,BETTER
T3162418183,middle_paths_unrestricted_16,"While recognized as a great basketball player, he was only mediocre on the baseball diamond.",basketball,baseball,NONE,BETTER
M1939331226,middle_paths_unrestricted_16,"Other JVM languages - Java is a solid od workhorse, but the real innovation is happening with the new JVM langauges (Scala, Clojure in particular).",Java,Scala,NONE,WORSE
P2567375670,middle_paths_unrestricted_16,"The MS-product which is handling the game proper is DirectX/Direct3D, which is pretty damn decent and generally regarded as the best there is (the competitor is OpenGL).",Direct3D,OpenGL,NONE,BETTER
M1932198337,middle_paths_unrestricted_16,"Originally, that up there said 'Smalltalk' instead of 'Java'.",Smalltalk,Java,NONE,BETTER
N2137845767,middle_paths_unrestricted_16,"Scala is a hell of a lot faster than PLT Scheme, and it plays perfectly with the vast Java ecosystem, while Scheme does not.",Scala,Java,BETTER,NONE
N2102304931,middle_paths_unrestricted_16,"Reviewed by: Lianne Reitter , send e-mail Published by: Stardock Corporation, go to the web site Requires: Works best with Windows XP, but also works with Windows 98, ME and 2000; Pentium III or faster CPU, 128MB RAM MSRP: $49.95",Windows XP,Windows 98,NONE,BETTER
L1763230147,middle_paths_unrestricted_16,My Dell Adamo has a definite affinity for Windows 8. It's more stable and faster than Windows 7.,Windows 8,Windows 7,NONE,BETTER
M1989843760,middle_paths_unrestricted_16,"Personally, I see all of these major players in the hardware segment of the market all supporting Blu-Ray (Samsung, Panasonic, and LG, in addition to Sony) while only Toshiba has support for their format, as an indication that Blu-Ray is, at least from a technological standpoint, a superior format.",Samsung,Toshiba,NONE,WORSE
H1188824574,middle_paths_unrestricted_16,"I love the Apple Bluetooth keyboard , which is even better than the keyboard on my 18-inch Sony VAIO laptop and way better than the one that came with my Dell desktop PC.",Sony,Dell,NONE,BETTER
A115608686,middle_paths_unrestricted_16,A better design would be to move the firewire port inbetween the second USB port and the Ethernet port.,USB,Ethernet,BETTER,NONE
F801586602,middle_paths_unrestricted_16,"Generally, both Amazon and Google are superior to Apple in managing recommendations.",Amazon,Apple,NONE,BETTER
H1148077288,middle_paths_unrestricted_16,I have found that OpenGL games run better on Linux+Intel 3000 and Direct3D games could go either way(PlayOnLinux+Intel vs native+AMD) usually with only a 5-10% difference.,OpenGL,Direct3D,NONE,BETTER
J1434114386,middle_paths_unrestricted_16,"It's a decent rival to the Mercedes-Benz CLA45 AMG, though the Mercedes still wins when it comes to power output; let's hope Audi hurries up and brings out a new RS 3.",Mercedes-Benz,Audi,NONE,BETTER
T3220253871,middle_paths_unrestricted_16,"Yamauchi: ps3 dev was harder than anticipated, pushed psp out",ps3,psp,NONE,WORSE
M2035381358,middle_paths_unrestricted_16,"(Printers connected via Ethernet have widely varying bandwidth, but sometimes perform even worse than USB.)",Ethernet,USB,BETTER,WORSE
K1713800708,middle_paths_unrestricted_16,Microsoft Live Maps Looks Better Than Google Maps/Earth,Microsoft,Google,NONE,BETTER
H1187070887,middle_paths_unrestricted_16,"I loved the look of Chevrolet and that's what I really wanted, but if the price was better, a Ford would have suited me just fine.",Chevrolet,Ford,NONE,BETTER
B233499568,middle_paths_unrestricted_16,American corporations from Lucent Technologies Inc. to Valley legend Hewlett-Packard Co. also are struggling to catch up with faster upstarts such as Cisco and Dell Computer Corp.,Hewlett-Packard,Dell,NONE,WORSE
D390021810,middle_paths_unrestricted_16,"But I don't think that has anything to do with the subject at hand, really, unless we're going to start gathering grudges against Amazon because they're good at their business and better at marketing than Sony.",Amazon,Sony,NONE,BETTER
E673528167,middle_paths_unrestricted_16,"Even when Sony entered the market with its own streaming box, it was an inferior product with nothing to differentiate it from Apple TV, Roku, or Google TV.",Sony,Apple,BETTER,NONE
T3184517097,middle_paths_unrestricted_16,Windows Backup is a truly useful addition to Windows Vista and much nicer than the Backup utility that shipped with Windows XP.,Windows Vista,Windows XP,NONE,BETTER
H1209586139,middle_paths_unrestricted_16,I'm not saying the ps3 is better or worse than the Xbox360 and wii.,ps3,wii,BETTER,NONE
I1367760515,middle_paths_unrestricted_16,It can be done on the iphone but editing is much easier on the IPad or a laptop computer.,iphone,laptop,NONE,WORSE
L1835469031,middle_paths_unrestricted_16,"Not only is Coca-Cola the perfect thirst-quencher, and far superior to Pepsi, it literally has the power to bring the dead back to life.",Coca-Cola,Pepsi,NONE,BETTER
T3125206666,middle_paths_unrestricted_16,When giving presentations I find it easier to carry around my ipod and A/V chord instead of a laptop and chords.,ipod,laptop,NONE,BETTER
P2566681457,middle_paths_unrestricted_16,The move from System p to Intel-based blades was made easier by the fact that the IBM has embraced the Linux platform.,Intel,IBM,NONE,BETTER
J1411796379,middle_paths_unrestricted_16,"It isn't Honda good, but it is better than my old 2001 330Ci which felt like shifting a rubber band in 1-2 (even with the BMW SSK).",Honda,BMW,NONE,BETTER
P2576227089,middle_paths_unrestricted_16,The new Windows 7 is said to be so much better than the problems ridden Windows Vista and is a considerable improvement on Windows XP.,Windows Vista,Windows XP,NONE,WORSE
S3101244807,middle_paths_unrestricted_16,"What are the benefits, where is PHP better than ColdFusion, Java, etc.?",PHP,Java,NONE,BETTER
C347275538,middle_paths_unrestricted_16,"As a Netflix subscriber (and also short since $140) I do agree with most of the comments about the indy-type films being better views than Starz content; however, I can get the indy stuff elsewhere, most of the Stars -- especially Sony content is the high priced stuff that's harder to find elsewhere (ie Amazon, Hulu).",Sony,Amazon,NONE,BETTER
O2373450650,middle_paths_unrestricted_16,":-) That said, MySQL still doesn't handle parallel load nearly as well as PostgreSQL, it's just better than it once was.",MySQL,PostgreSQL,NONE,WORSE
O2351021185,middle_paths_unrestricted_16,Tethering over Bluetooth is slower but being wireless is a great advantage over USB.,Bluetooth,USB,NONE,BETTER
J1475921268,middle_paths_unrestricted_16,"It was a little cooler here in michigan that it was in Florida and georgia, but in reality not all that bad for the time of year.",michigan,georgia,NONE,BETTER
E673917026,middle_paths_unrestricted_16,"Even without the heavy functional stuff, just as a basic OO language, Scala is far better than C++/Java/C#.",Scala,Java,NONE,BETTER
N2120488059,middle_paths_unrestricted_16,"Ruby better than they currently know Perl"".",Ruby,Perl,NONE,BETTER
M2004309352,middle_paths_unrestricted_16,Playing baseball involved different skills than hockey... which one is harder?,baseball,hockey,BETTER,NONE
J1500520082,middle_paths_unrestricted_16,I've been using PostgreSQL 9.2 (officially released today) and it performs substantially better than MySQL.,PostgreSQL,MySQL,NONE,BETTER
D553481320,middle_paths_unrestricted_16,"DavidKorn For a few years after the release of Perl in 1987, AWK remained competitive simply because it had a smaller, faster implementation.",Perl,AWK,NONE,WORSE
L1848861261,middle_paths_unrestricted_16,No wonder why Ford has now been named better overall quality vs Toyota.,Ford,Toyota,NONE,BETTER
S3046641856,middle_paths_unrestricted_16,We got into her BMW X5! Well let me tell you that it is a lot better than my Ford.,BMW,Ford,NONE,BETTER
O2356328080,middle_paths_unrestricted_16,"Thanks to boom years and good investments in virginia, we have achieved decent rates and funding - much, much better than some states such as california, New York, and Illinois.",virginia,california,NONE,BETTER
T3220134933,middle_paths_unrestricted_16,"Yall better get with it, and stick to Samsung cause Nokia made the right choice.WP WILL NOT FAIL!!!!",Samsung,Nokia,BETTER,NONE
H1084032644,middle_paths_unrestricted_16,"If michigan can't do any better than this, I might just have to think about moving back to california.",michigan,california,NONE,WORSE
R2907387083,middle_paths_unrestricted_16,TJL says that a strike against Python is that it is slower than Java.,Python,Java,BETTER,WORSE
I1250153644,middle_paths_unrestricted_16,"Indeed, this has nothing in particular to do with Windows XP, however Windows Vista is becoming worse with respect to integrating DRM into the OS.",Windows XP,Windows Vista,NONE,BETTER
L1770666002,middle_paths_unrestricted_16,"My main sport was football, but I was determined to get better at golf,"" Norwood says.",football,golf,NONE,WORSE
T3152121262,middle_paths_unrestricted_16,(Whether that makes Ruby and Python better than Java is subjective.),Python,Java,NONE,BETTER
N2200288249,middle_paths_unrestricted_16,Should Bluetooth mp3 access be faster than USB memory stick?,Bluetooth,USB,BETTER,NONE
D439463576,middle_paths_unrestricted_16,"caddis: Remember you said this in ten months when a slice of pizza or worse, a cheese steak, starts looking just a little too enticing.",pizza,steak,NONE,BETTER
J1544989266,middle_paths_unrestricted_16,Java does not support Lambdas like Python or Code Blocks like Smalltalk.,Java,Smalltalk,NONE,WORSE
E667277125,middle_paths_unrestricted_16,"Even if Microsoft manages to invent or buy a new idea, Google will come up with a way of making it faster, cheaper, safer and more powerful.",Microsoft,Google,NONE,WORSE
H1134900583,middle_paths_unrestricted_16,"I guess you could say it's like gamecube to wii... it's better, but only just.",gamecube,wii,NONE,WORSE
B253103724,middle_paths_unrestricted_16,And from my experience the ticks are much worse in Mid missouri than they are in South georgia which is much warmer year round.,missouri,georgia,BETTER,WORSE
G1053661711,middle_paths_unrestricted_16,"I don't know if Sony would be better than Dell, or any other make for that matter.",Sony,Dell,BETTER,NONE
B223805654,middle_paths_unrestricted_16,"Although IBM has extensive retail offerings, that's no excuse for a bumpy shopping site; Dell seems to manage its extensive retail much better.",IBM,Dell,BETTER,WORSE
B270616784,middle_paths_unrestricted_16,"And, one for institutional (soda fountains) use which is, thicker and better for fountain drinks like chocolate egg creams.",soda,chocolate,NONE,BETTER
H1110495877,middle_paths_unrestricted_16,If you definately need a system that you can be mobile with then just get a decent gaming laptop.,mobile,laptop,WORSE,NONE
Q2657868295,middle_paths_unrestricted_16,There is no obvious reason as to why Lisp should have better performance than Python.,Lisp,Python,BETTER,NONE
F824293724,middle_paths_unrestricted_16,"Google Chrome is just simple spyware, much worse than even Microsoft.",Google,Microsoft,BETTER,WORSE
B231839816,middle_paths_unrestricted_16,amazon had a similar service for its books but google is much faster and simpler.,amazon,google,NONE,WORSE
C370643168,middle_paths_unrestricted_16,"A solid argument could be made for retrofuturism as one of automotive design's defining themes over the past few years... witness offerings like the Chrysler PT Cruiser, Volkswagen New Beetle, MINI Cooper, and more recently, the Chevrolet HHR and Toyota FJ.",Chrysler,Toyota,BETTER,NONE
H1099630756,middle_paths_unrestricted_16,"If they are good, they might find it easier to make an impact on the PHP community than, say, in the Java or .NET community.",PHP,Java,NONE,BETTER
J1563981247,middle_paths_unrestricted_16,"juice"" is ok, but ""cider"" is much better.",juice,cider,NONE,WORSE
Q2736487353,middle_paths_unrestricted_16,"The thing is that when I look at Ruby, or maybe Groovy or Scala is even better since they're closer to Java, these languages have sets of features that support each other.",Groovy,Java,BETTER,WORSE
F830226616,middle_paths_unrestricted_16,"Granted, Pentium 4M was a horrible CPU platform to start with but somehow IBM pulled off a decent design based on same processor with the T30 and Dell didn't.",IBM,Dell,NONE,BETTER
L1773172863,middle_paths_unrestricted_16,"My original guess was that division might be slower because, for a lot of cases (such as 42/5) the results are non-Integer, so it has to use (mildly slower) Floating-point hardware to find the result.",Integer,Floating-point,NONE,BETTER
C356868068,middle_paths_unrestricted_16,"As for parallel mode MySQL retained its performance while PostgreSQL/PostGIS introduced some decrease in performance while still performing faster, now by 27.5% .",MySQL,PostgreSQL,NONE,BETTER
T3241749624,middle_paths_unrestricted_16,You can hit three birds with one stone thanks to the metal Gear Solid: HD Collection .,stone,metal,BETTER,NONE
K1706816148,middle_paths_unrestricted_16,Men's basketball finds itself somewhere between North carolina (very good) and missouri (decent) when it comes to it's national ranking entering the 2011 season.,carolina,missouri,NONE,BETTER
Q2771987524,middle_paths_unrestricted_16,"They are more reliable than Apple, less expensive than Dell, and just plain better overall.",Apple,Dell,BETTER,NONE
G935199426,middle_paths_unrestricted_16,"Hewlett-Packard regained the lead in worldwide PC shipments in the fourth quarter of 2003, but Dell managed to hold onto its lead for the full year, as the PC industry recorded one of its better years in recent memory, according to preliminary figures from IDC and Gartner.",Hewlett-Packard,Dell,NONE,WORSE
H1118106343,middle_paths_unrestricted_16,"If you mean GOFAI, I consider the Python sources of AIMA much easier to understand than the Lisp sources.",Python,Lisp,NONE,BETTER
S3108539467,middle_paths_unrestricted_16,What I got out of it was that Amazon has a decent enough deal for Apple Care.,Amazon,Apple,BETTER,NONE
R2816819765,middle_paths_unrestricted_16,"This colleague, let's call him Phil, was a role model of self-taught analysis-programming physicists, until he decided that choosing a script language like Python for the said task was completely insane, because, you know, Bash scripts do things much faster, don't they?",Python,Bash,NONE,WORSE
T3226352107,middle_paths_unrestricted_16,"Yes, it's not elegant in pure Java (though Scala is much nicer), but it's effective and can be quite fase.",Java,Scala,NONE,WORSE
F804953248,middle_paths_unrestricted_16,"georgia looked much better against missouri, particularly in the second half than it did at any point against Buffalo and might be putting things together now.",georgia,missouri,NONE,BETTER
R2924538701,middle_paths_unrestricted_16,"To mount on a solid wall like concrete or brick, you will need a plastic anchor:",concrete,plastic,WORSE,NONE
L1839693916,middle_paths_unrestricted_16,"Not to ruin the review, but in our HTPC real world benchmark the Express 6G was 243% faster than the Samsung SSD and an astonishing 361% faster than the Apple stock Toshiba drive; and that's not even the worst drubbing the OWC SSD levied.",Samsung,Toshiba,BETTER,NONE
T3277629928,middle_paths_unrestricted_16,youtube videos can be used to publicize self-produced music - and linked to itunes to allow relatively unknown singers to make a decent living.,youtube,itunes,WORSE,NONE
D507073673,middle_paths_unrestricted_16,"Compare NV with CUDA checked vs. AMD with whatever is faster (OpenCL on, opengl whatever is best for AMD).",CUDA,OpenCL,BETTER,NONE
I1297767926,middle_paths_unrestricted_16,"In terms of revenues, Cisco is growing faster than Intel, about as fast as Juniper, and a bit behind Microsoft.",Intel,Microsoft,NONE,WORSE
D522859624,middle_paths_unrestricted_16,"Cooler Master CM 690 II Asrock P67 Extreme4 Intel Core i5 2500K Boxed Sapphire HD6950 Dirt3 Edition (2GB) Samsung Spinpoint F3 HD103SJ, 1TB Crucial m4 CT064M4SSD2 64GB Kingston HyperX KHX1600C9D3K2/8G Scythe Mugen 2 Rev. B",Intel,Kingston,BETTER,NONE
A17136163,middle_paths_unrestricted_16,"11/2/07) this year on Nov. 1, the good news for new CEO Robert Nardelli and his two vice-chairmen-incumbent Tom LaSorda and former Toyota Motor (TM) North America boss James Press-is that they have the autonomy to make decisions much faster than Chrysler could under Daimler (DAI).",Toyota,Chrysler,NONE,BETTER
T3164961359,middle_paths_unrestricted_16,"While the ps2 was a lousy DVD player, the ps3 is a fantastic Blu-ray player.",ps2,ps3,BETTER,WORSE
F850959316,middle_paths_unrestricted_16,"Haskell has a decent set of libs, not quite as bit as Python however.",Haskell,Python,NONE,BETTER
D521383619,middle_paths_unrestricted_16,"Convenience Due to the larger tank size and better fuel economy of the Audi Q7, you will definitely be making fewer stops at the gas station than with the Lexus RX 450h.",Audi,Lexus,NONE,BETTER
B248631249,middle_paths_unrestricted_16,"(And both are a bit faster than Python on my benchmark, and way faster than Ruby.)",Python,Ruby,NONE,BETTER
L1905912546,middle_paths_unrestricted_16,One was for pistol barrels and one with a much slower twist was for rifle barrels.,pistol,rifle,NONE,BETTER
H1149352766,middle_paths_unrestricted_16,I have it installed on my Windows XP system as well as an older (and considerably slower) Windows 98 machine.,Windows XP,Windows 98,NONE,BETTER
O2374227557,middle_paths_unrestricted_16,"That Samsung, LG, Sony, etc don't have the source code, just means that Google are able to release faster, surely?",Sony,Google,NONE,WORSE
C356884269,middle_paths_unrestricted_16,"As for performance, this primarily comes down to the individual driver implementations of GPU makers, which in NVIDIA's case, we've seen it's possible to achieve OpenGL performance in-line with and, even superior to that, of Direct3D, once the firm had enough incentive to optimise its drivers and remove pesky bugs.",OpenGL,Direct3D,NONE,BETTER
R2877716398,middle_paths_unrestricted_16,This was one of my favourite games on the ps2 and looks fantastic on the ds: the same but better!,ps2,ds,NONE,WORSE
J1545141614,middle_paths_unrestricted_16,Java: The best argument for Smalltalk since C++,Java,Smalltalk,BETTER,NONE
O2349796846,middle_paths_unrestricted_16,Terrible football field; worse baseball field.,football,baseball,NONE,BETTER
J1551554068,middle_paths_unrestricted_16,"Jimmy Clark wrote: To be concise, the application in this post written in Java may perform faster that the application written in Perl.",Java,Perl,NONE,BETTER
P2558676297,middle_paths_unrestricted_16,"The metal is a solid quality, and the real wood isnt cheap plywood, its very good quality.",metal,plywood,WORSE,NONE
H1141194255,middle_paths_unrestricted_16,I have a 2012 MBA with a Toshiba SSD which seems to perform on par if not better to the Samsung ssd on other 2012 MBAs.,Toshiba,Samsung,NONE,BETTER
K1739845699,middle_paths_unrestricted_16,Mostly that it's almost definitely harder to write maintainable PHP than it is to write maintainable Perl.,PHP,Perl,NONE,WORSE
O2417243467,middle_paths_unrestricted_16,"The big jumps in computing power in the last few years have been around adding more CPU cores and reducing power consumption, the major software companies have been making their software run more efficiently (Windows 7 runs better on 5+ year-old hardware than Windows XP did when the hardware was brand new and Windows 8 runs even better again).",Windows XP,Windows 8,BETTER,WORSE
S2960568812,middle_paths_unrestricted_16,Ubuntu/Mint is definitely slower than Windows 7 and Windows 8 is faster than that.,Windows 7,Windows 8,NONE,WORSE
Q2753828157,middle_paths_unrestricted_16,"The vaunted Intel roadmap is nice, but no nicer than the AMD roadmap, and nothing that IBM couldn't have matched.",Intel,IBM,NONE,WORSE
R2934555772,middle_paths_unrestricted_16,"To that I say crap, America does is better then any other country on the planet, America always has done it better, and we always will, so if you want to help your country, buy American products, buy the LG TV rather then the Samsung, buy the Chevrolet rather then the Toyota.",Chevrolet,Toyota,NONE,BETTER
T3210886630,middle_paths_unrestricted_16,"Worse than coffee, the effect beer has on my bladder.",coffee,beer,NONE,BETTER
H1178654056,middle_paths_unrestricted_16,"I like Java very much but it causes severe RSI, so Groovy is a welcome addition it makes life easier for the 10% of the APIs/language we use 90% of the time.",Java,Groovy,NONE,WORSE
P2569316420,middle_paths_unrestricted_16,"Then again, without the Modern UI, Windows 8 doesn't offer many advantages, aside from faster performance, over Windows 7.",Windows 8,Windows 7,NONE,WORSE
B215589547,middle_paths_unrestricted_16,Also I think the high end canon lenses are better than the top Nikon ones these day (although neither matches zeiss/Leica lenses).,Nikon,Leica,NONE,WORSE
S3082464864,middle_paths_unrestricted_16,We say 'Java is the gateway to hell.' Lisp is just a better alternative to the intelligent Internet: It runs on 14 different platforms and doesn't need any type of virtual machine because it compiles directly to native machine instructions on all popular microprocessor architectures.',Java,Lisp,NONE,WORSE
S3107985328,middle_paths_unrestricted_16,What if I can't find any aspect of PHP that is better than Ruby?,PHP,Ruby,BETTER,NONE
F814705439,middle_paths_unrestricted_16,Glass Fiber reinforced plastic technology is an innovative technology that is rapidly replacing the conventional materials such as concrete due to its superior properties.,plastic,concrete,NONE,BETTER
B300877931,middle_paths_unrestricted_16,An integrated Ethernet port makes things much easier than connecting a printer locally to a machine (mind the USB max cable length).,Ethernet,USB,NONE,BETTER
T3263276131,middle_paths_unrestricted_16,"You need a place to cry into your beer, or better yet your champagne.",beer,champagne,NONE,WORSE
J1545119870,middle_paths_unrestricted_16,"JavaScript reminds me of Perl 4 with a slightly better syntax and a couple of additional features (basic lexical scoping, higher order functions, and method dispatch, not to mention competing implementations with a lot of effort spent on optimizing away efficiencies inherent in some of the poorest misfeatures of the language's design).",JavaScript,Perl,NONE,BETTER
I1389616809,middle_paths_unrestricted_16,- I think Swift is much more readable then Objective-C at this point.,Swift,Objective-C,WORSE,BETTER
R2923122999,middle_paths_unrestricted_16,"To me, as a georgia fan, hating Tech is like hating South carolina, or your infinitely less cool, uglier, dumber little brother.",georgia,carolina,BETTER,NONE
T3184468497,middle_paths_unrestricted_16,Windows 8 has no better support than Windows 7 for NTVDM.,Windows 8,Windows 7,BETTER,NONE
L1804968540,middle_paths_unrestricted_16,Nike didn't look to the designs of Adidas to make a better sneaker.,Nike,Adidas,NONE,WORSE
R2832672616,middle_paths_unrestricted_16,"This is all done via the gigabit Ethernet interface, rather than the much slower USB interface.",Ethernet,USB,NONE,BETTER
J1532423700,middle_paths_unrestricted_16,I would do it via USB (assuming that's much faster than Bluetooth).,USB,Bluetooth,NONE,BETTER
C358395075,middle_paths_unrestricted_16,"As good as she was in volleyball, I thought she was even better in football,"" Huser said.",volleyball,football,WORSE,NONE
I1368119323,middle_paths_unrestricted_16,It can be very easy to change Perl code quickly but slower in PHP.,Perl,PHP,NONE,BETTER
N2118195425,middle_paths_unrestricted_16,"Roughly speaking, the conclusion was that PostgreSQL was the better database, but MySQL had a larger user base.",PostgreSQL,MySQL,NONE,BETTER
S3045780679,middle_paths_unrestricted_16,We found that C++ delivered better performance than Java and allowed for better code organization and reuse than C. Also we expect that future versions of UI will be partially implemented in JavaScript and Java in addition to Perl and Bourne Shell.,JavaScript,Perl,BETTER,NONE
F758754877,middle_paths_unrestricted_16,"For some reason baseball players think hitting a softball is 'easier.'""",baseball,softball,NONE,WORSE
K1695826438,middle_paths_unrestricted_16,"Mazda 6, Honda Accord Euro and Toyota Camry better watch out for this advanced strategic move from Ford.",Toyota,Ford,NONE,WORSE
D511135234,middle_paths_unrestricted_16,concrete is cooler than wood or the same.,concrete,wood,WORSE,BETTER
A59655693,middle_paths_unrestricted_16,"2. Dennis Dixon, oregon The West Coast's version of Pat White, except he's a better passer than the West virginia star.",oregon,virginia,NONE,BETTER
E613641206,middle_paths_unrestricted_16,"Drinking fluids - milk-based fluids may be easier to tolerate than acidic liquids, such as juice or soda.",milk,soda,NONE,BETTER
M2034317638,middle_paths_unrestricted_16,"Primarily Ruby on Rails 3.2, but always wanting to get better at JavaScript too.",Ruby,JavaScript,NONE,BETTER
B326370094,middle_paths_unrestricted_16,Apple is reportedly planning to upgrade its current lineup of MacBook Air laptops on Tuesday with faster processors from Intel.,Apple,Intel,NONE,BETTER
P2449363488,middle_paths_unrestricted_16,The core code was simple (vertex / pixel shader + vertex buffer) and in this case OpenGL render path was faster and produced more heat than Direct3D 9 render path.,OpenGL,Direct3D,NONE,BETTER
L1837290234,middle_paths_unrestricted_16,"Not sure, but I am sure that Chrysler can not do 25%+ better than GM and Toyota.",Chrysler,Toyota,BETTER,WORSE
