id,sentence,object_a,object_b,most_frequent_label,most_frequent_percentage,path
O2363224475,"That Ferrari is far better than that Ford,GM,Toyota... it's way more expensive.",Ford,Toyota,NONE,1.0,X/PROPN/compound/>_objectb/PROPN/nsubj/>_expensive/ADJ/acomp/>_be/VERB/ROOT/^_expensive/ADJ/acomp/<_Y/PROPN/nsubj/<
O2363224475,"That Ferrari is far better than that Ford,GM,Toyota... it's way more expensive.",Ford,Toyota,NONE,1.0,X/PROPN/compound/>_objectb/PROPN/nsubj/>_expensive/ADJ/acomp/>_be/VERB/ROOT/^_expensive/ADJ/acomp/<_gm/PROPN/compound/V_Y/PROPN/nsubj/<
O2363224475,"That Ferrari is far better than that Ford,GM,Toyota... it's way more expensive.",Ford,Toyota,NONE,1.0,X/PROPN/compound/>_objectb/PROPN/nsubj/>_expensive/ADJ/acomp/>_be/VERB/ROOT/^_expensive/ADJ/acomp/<_Y/PROPN/nsubj/<_way/NOUN/appos/V
L1813345431,"Nokia, nec, Motorola and siemen.",Nokia,Motorola,NONE,1.0,X/PROPN/compound/>_Y/PROPN/ROOT/^
L1813345431,"Nokia, nec, Motorola and siemen.",Nokia,Motorola,NONE,1.0,X/PROPN/compound/>_nec/NOUN/compound/V_Y/PROPN/ROOT/^
L1813345431,"Nokia, nec, Motorola and siemen.",Nokia,Motorola,NONE,1.0,X/PROPN/compound/>_Y/PROPN/ROOT/^_and/CONJ/cc/V
L1813345431,"Nokia, nec, Motorola and siemen.",Nokia,Motorola,NONE,1.0,X/PROPN/compound/>_Y/PROPN/ROOT/^_siemen/NOUN/conj/V
I1373561116,"It doesn't really matter if ""PostgreSQL"" is faster than ""MySQL"", because they always run on a certain physical computer.",PostgreSQL,MySQL,BETTER,0.8,X/PROPN/nsubj/>_be/VERB/ccomp/>_matter/VERB/ROOT/^_be/VERB/ccomp/<_fast/ADJ/acomp/<_than/ADP/prep/<_Y/PROPN/pobj/<
T3210819770,"Worse, everything you're promoting in this ""war against Apple"" is precisely what Microsoft is doing wrong.",Apple,Microsoft,NONE,0.8,X/PROPN/pobj/>_against/ADP/prep/>_promote/VERB/csubj/>_be/VERB/ROOT/^_do/VERB/ccomp/<_Y/PROPN/nsubj/<
F738911952,"For better or worse, a majority of people still prefer banks over trusting Apple, Google, or PayPal with sensitive data.",Apple,Google,NONE,1.0,X/PROPN/compound/>_objectb/PROPN/dobj/>_trust/VERB/pcomp/>_over/ADP/ROOT/^_trust/VERB/pcomp/<_Y/PROPN/dobj/<
F738911952,"For better or worse, a majority of people still prefer banks over trusting Apple, Google, or PayPal with sensitive data.",Apple,Google,NONE,1.0,X/PROPN/compound/>_objectb/PROPN/dobj/>_trust/VERB/pcomp/>_over/ADP/ROOT/^_trust/VERB/pcomp/<_Y/PROPN/dobj/<_or/CONJ/cc/V
F738911952,"For better or worse, a majority of people still prefer banks over trusting Apple, Google, or PayPal with sensitive data.",Apple,Google,NONE,1.0,X/PROPN/compound/>_objectb/PROPN/dobj/>_trust/VERB/pcomp/>_over/ADP/ROOT/^_trust/VERB/pcomp/<_Y/PROPN/dobj/<_paypal/PROPN/conj/V
R2852439771,This makes Python a better choice for general programming than PHP,Python,PHP,BETTER,1.0,X/PROPN/nsubj/>_choice/NOUN/ccomp/>_make/VERB/ROOT/^_choice/NOUN/ccomp/<_for/ADP/prep/<_programming/NOUN/pobj/<_than/ADP/prep/<_Y/PROPN/pobj/<
K1612043372,League members VCU (against michigan) Saint Louis (against oregon) and Butler (against Marquette) all have decent shots of reaching the Sweet 16 on Saturday.,michigan,oregon,NONE,1.0,X/PROPN/pobj/>_against/ADP/prep/>_vcu/PROPN/ROOT/^_against/ADP/prep/<_Y/PROPN/pobj/<
K1612043372,League members VCU (against michigan) Saint Louis (against oregon) and Butler (against Marquette) all have decent shots of reaching the Sweet 16 on Saturday.,michigan,oregon,NONE,1.0,X/PROPN/pobj/>_against/ADP/prep/>_vcu/PROPN/ROOT/^_against/ADP/prep/<_Y/PROPN/pobj/<_and/CONJ/cc/V
K1612043372,League members VCU (against michigan) Saint Louis (against oregon) and Butler (against Marquette) all have decent shots of reaching the Sweet 16 on Saturday.,michigan,oregon,NONE,1.0,X/PROPN/pobj/>_against/ADP/prep/>_vcu/PROPN/ROOT/^_against/ADP/prep/<_Y/PROPN/pobj/<_butler/PROPN/conj/V
I1406315862,It is flaw to take this to mean object creation is faster in Scala than Java (or environment X).,Scala,Java,BETTER,1.0,X/PROPN/pobj/>_in/ADP/prep/>_be/VERB/ROOT/^_than/ADP/prep/<_Y/PROPN/pobj/<
I1406315862,It is flaw to take this to mean object creation is faster in Scala than Java (or environment X).,Scala,Java,BETTER,1.0,X/PROPN/pobj/>_in/ADP/prep/>_be/VERB/ROOT/^_than/ADP/prep/<_Y/PROPN/pobj/<_or/CONJ/cc/V
R2907387083,TJL says that a strike against Python is that it is slower than Java.,Python,Java,WORSE,1.0,X/PROPN/pobj/>_against/ADP/prep/>_strike/NOUN/nsubj/>_be/VERB/ROOT/^_be/VERB/ccomp/<_slow/ADJ/acomp/<_than/ADP/prep/<_Y/PROPN/pobj/<
A145943253,"Add the letters AMG to a Mercedes-Benz, M to a BMW or S to an Audi and driving enthusiasts will expect cars that go faster, handle tighter and steer quicker than their non-letter counterparts.",Mercedes-Benz,Audi,NONE,1.0,X/PROPN/pobj/>_to/ADP/prep/>_add/VERB/ROOT/^_and/CONJ/cc/<_Y/PROPN/acl/<
N2120533556,"- Ruby, Python, PHP, Java: clients updated",Ruby,Java,NONE,1.0,X/PROPN/compound/>_php/PROPN/compound/>_client/NOUN/nsubj/>_update/VERB/ROOT/^_client/NOUN/nsubj/<_Y/PROPN/compound/<
P2492997858,"The five states that fully include gasoline in their sales tax base (California, georgia, Illinois, Indiana, and michigan) get a better score.",georgia,michigan,NONE,0.8,X/PROPN/nsubj/>_get/VERB/ccomp/>_state/NOUN/ROOT/^_get/VERB/ccomp/<_objecta/PROPN/nsubj/<_indiana/PROPN/appos/<_Y/PROPN/conj/<
P2492997858,"The five states that fully include gasoline in their sales tax base (California, georgia, Illinois, Indiana, and michigan) get a better score.",georgia,michigan,NONE,0.8,california/PROPN/compound/V_X/PROPN/nsubj/>_get/VERB/ccomp/>_state/NOUN/ROOT/^_get/VERB/ccomp/<_objecta/PROPN/nsubj/<_indiana/PROPN/appos/<_Y/PROPN/conj/<
S3008428816,"Volkswagen improves slightly slower than the market at +28% to 10% share in May, followed by Peugeot (+52%), Mercedes (+29%), BMW (+14%), Nissan up a gargantuan 79% and Ford up an equally impressive 78%.",Nissan,Ford,BETTER,0.8,X/PROPN/nsubj/>_up/ADP/prep/>_improve/VERB/ROOT/^_up/ADP/prep/<_objecta/PROPN/nsubj/<_Y/PROPN/conj/<
S3008428816,"Volkswagen improves slightly slower than the market at +28% to 10% share in May, followed by Peugeot (+52%), Mercedes (+29%), BMW (+14%), Nissan up a gargantuan 79% and Ford up an equally impressive 78%.",Nissan,Ford,BETTER,0.8,29/NUM/nummod/V_X/PROPN/nsubj/>_up/ADP/prep/>_improve/VERB/ROOT/^_up/ADP/prep/<_objecta/PROPN/nsubj/<_Y/PROPN/conj/<
S3008428816,"Volkswagen improves slightly slower than the market at +28% to 10% share in May, followed by Peugeot (+52%), Mercedes (+29%), BMW (+14%), Nissan up a gargantuan 79% and Ford up an equally impressive 78%.",Nissan,Ford,BETTER,0.8,bmw/PROPN/nmod/V_X/PROPN/nsubj/>_up/ADP/prep/>_improve/VERB/ROOT/^_up/ADP/prep/<_objecta/PROPN/nsubj/<_Y/PROPN/conj/<
S3008428816,"Volkswagen improves slightly slower than the market at +28% to 10% share in May, followed by Peugeot (+52%), Mercedes (+29%), BMW (+14%), Nissan up a gargantuan 79% and Ford up an equally impressive 78%.",Nissan,Ford,BETTER,0.8,X/PROPN/nsubj/>_up/ADP/prt/V_up/ADP/prep/>_improve/VERB/ROOT/^_up/ADP/prep/<_objecta/PROPN/nsubj/<_Y/PROPN/conj/<
S3008428816,"Volkswagen improves slightly slower than the market at +28% to 10% share in May, followed by Peugeot (+52%), Mercedes (+29%), BMW (+14%), Nissan up a gargantuan 79% and Ford up an equally impressive 78%.",Nissan,Ford,BETTER,0.8,X/PROPN/nsubj/>_and/CONJ/cc/V_up/ADP/prep/>_improve/VERB/ROOT/^_up/ADP/prep/<_objecta/PROPN/nsubj/<_Y/PROPN/conj/<
S3010092116,"Vudu offers better quality, amazon often has better pricing and for catalog titles, Netflix and hulu are both ahead.",amazon,hulu,NONE,0.6,X/PROPN/nsubj/>_have/VERB/conj/>_offer/VERB/ROOT/^_have/VERB/conj/<_be/VERB/conj/<_for/ADP/prep/<_title/NOUN/pobj/<_netflix/PROPN/appos/<_Y/PROPN/conj/<
N2261205129,"Sonego said the project promises better truck and bus processing and a ""more secure"" tunnel.",truck,bus,NONE,1.0,X/PROPN/nmod/>_processing/NOUN/dobj/>_promise/VERB/ROOT/^_processing/NOUN/dobj/<_objecta/PROPN/nmod/<_Y/PROPN/conj/<
N2261205129,"Sonego said the project promises better truck and bus processing and a ""more secure"" tunnel.",truck,bus,NONE,1.0,X/PROPN/nmod/>_and/CONJ/cc/V_processing/NOUN/dobj/>_promise/VERB/ROOT/^_processing/NOUN/dobj/<_objecta/PROPN/nmod/<_Y/PROPN/conj/<
D441947150,Calling Objective-C Methods in Swift,Objective-C,Swift,NONE,1.0,X/PROPN/amod/>_method/NOUN/dobj/>_call/VERB/ROOT/^_method/NOUN/dobj/<_in/ADP/prep/<_Y/PROPN/pobj/<
O2297502608,steel is stronger and harder then aluminum.,steel,aluminum,BETTER,0.8,X/PROPN/nsubj/>_be/VERB/ROOT/^_Y/PROPN/dep/<
O2297502608,steel is stronger and harder then aluminum.,steel,aluminum,BETTER,0.8,X/PROPN/nsubj/>_be/VERB/ROOT/^_then/ADV/advmod/V_Y/PROPN/dep/<
J1448585060,"It's frustrating when there's very little reason (and if there is a halfway decent reason, I'd like to hear about it---and don't give me that ""ease of use"" crap; any competent programmer can use either API rather well) not to use OpenGL over Direct3D, other than the ""Nobody ever got fired for choosing Microsoft"" mentality.",OpenGL,Direct3D,NONE,0.8,X/PROPN/dobj/>_use/VERB/xcomp/>_use/VERB/ROOT/^_use/VERB/xcomp/<_over/ADP/prep/<_other/ADJ/pobj/<_Y/PROPN/dep/<
N2262718500,Sony was as cool or even cooler in the 80's than Apple is today.,Sony,Apple,BETTER,1.0,X/PROPN/nsubj/>_be/VERB/ROOT/>_be/VERB/ROOT/^_be/VERB/ROOT/<_be/VERB/conj/<_Y/PROPN/nsubj/<
B275751805,"And so the question becomes: why buy what is essentially a restyled Accord for $40k when you can get a Cadillac CTS for that kind of money, or the Buick Lacrosse for much less, both of which are much better cars.",Cadillac,Buick,NONE,1.0,X/PROPN/compound/>_cts/PROPN/dobj/>_get/VERB/ROOT/^_be/VERB/advcl/<_Y/PROPN/nsubj/<
B275751805,"And so the question becomes: why buy what is essentially a restyled Accord for $40k when you can get a Cadillac CTS for that kind of money, or the Buick Lacrosse for much less, both of which are much better cars.",Cadillac,Buick,NONE,1.0,X/PROPN/compound/>_cts/PROPN/dobj/>_get/VERB/ROOT/^_be/VERB/advcl/<_the/DET/det/V_Y/PROPN/nsubj/<
B275751805,"And so the question becomes: why buy what is essentially a restyled Accord for $40k when you can get a Cadillac CTS for that kind of money, or the Buick Lacrosse for much less, both of which are much better cars.",Cadillac,Buick,NONE,1.0,X/PROPN/compound/>_cts/PROPN/dobj/>_get/VERB/ROOT/^_be/VERB/advcl/<_Y/PROPN/nsubj/<_lacrosse/PROPN/appos/V
B275751805,"And so the question becomes: why buy what is essentially a restyled Accord for $40k when you can get a Cadillac CTS for that kind of money, or the Buick Lacrosse for much less, both of which are much better cars.",Cadillac,Buick,NONE,1.0,X/PROPN/compound/>_cts/PROPN/dobj/>_get/VERB/ROOT/^_be/VERB/advcl/<_Y/PROPN/nsubj/<_for/ADP/prep/V
H1178737473,I like Microsoft better than Sony.,Microsoft,Sony,BETTER,0.8,X/PROPN/npadvmod/>_good/ADJ/advmod/>_like/VERB/ROOT/^_good/ADJ/advmod/<_than/ADP/prep/<_Y/PROPN/pobj/<
K1661664041,"made in cement,mild steel and wood.",cement,wood,NONE,1.0,X/PROPN/nmod/>_steel/NOUN/ROOT/^_Y/PROPN/conj/<
A47034631,2012 michigan is much better than 2006 missouri.,michigan,missouri,BETTER,1.0,X/PROPN/nsubj/>_be/VERB/ROOT/^_Y/PROPN/dobj/<
T3192326194,"With hulu, youtube, and DVRs, it is easier than ever to make [...]",hulu,youtube,NONE,1.0,X/PROPN/compound/>_objectb/PROPN/advcl/>_be/VERB/ROOT/>_be/VERB/ROOT/<_Y/PROPN/advcl/^
T3192326194,"With hulu, youtube, and DVRs, it is easier than ever to make [...]",hulu,youtube,NONE,1.0,X/PROPN/compound/>_objectb/PROPN/advcl/>_be/VERB/ROOT/>_be/VERB/ROOT/<_Y/PROPN/advcl/^_and/CONJ/cc/V
T3192326194,"With hulu, youtube, and DVRs, it is easier than ever to make [...]",hulu,youtube,NONE,1.0,X/PROPN/compound/>_objectb/PROPN/advcl/>_be/VERB/ROOT/>_be/VERB/ROOT/<_Y/PROPN/advcl/^_dvrs/NOUN/conj/V
T3171830237,"Who's to say that the likes of Lola, USGPE, iSport, etc cannot do a better job than Toyota or BMW?",Toyota,BMW,NONE,1.0,X/PROPN/pobj/>_than/ADP/prep/>_do/VERB/ROOT/^_than/ADP/prep/<_objecta/PROPN/pobj/<_Y/PROPN/conj/<
T3171830237,"Who's to say that the likes of Lola, USGPE, iSport, etc cannot do a better job than Toyota or BMW?",Toyota,BMW,NONE,1.0,X/PROPN/pobj/>_or/CONJ/cc/V_than/ADP/prep/>_do/VERB/ROOT/^_than/ADP/prep/<_objecta/PROPN/pobj/<_Y/PROPN/conj/<
B312999043,Any Coupe Hatchback minivan Sedan suv Truck,minivan,suv,NONE,1.0,X/PROPN/compound/>_sedan/PROPN/appos/>_hatchback/PROPN/ROOT/^_truck/PROPN/appos/<_Y/PROPN/compound/<
B201493006,"All solid concrete and a heavy, metal door the color of pea soup.",concrete,metal,NONE,1.0,X/PROPN/nmod/>_color/NOUN/ROOT/>_color/NOUN/ROOT/^_color/NOUN/ROOT/<_objecta/PROPN/nmod/<_door/NOUN/conj/<_Y/PROPN/compound/<
B201493006,"All solid concrete and a heavy, metal door the color of pea soup.",concrete,metal,NONE,1.0,X/PROPN/nmod/>_and/CONJ/cc/V_color/NOUN/ROOT/>_color/NOUN/ROOT/^_color/NOUN/ROOT/<_objecta/PROPN/nmod/<_door/NOUN/conj/<_Y/PROPN/compound/<
B271674367,and playing on a phone would still be easier/more fun than on an ipod,phone,ipod,BETTER,1.0,X/PROPN/nsubj/>_be/VERB/ROOT/>_be/VERB/ROOT/^_be/VERB/ROOT/<_fun/NOUN/attr/<_than/ADP/prep/<_on/ADP/prep/<_Y/PROPN/pobj/<
B271674367,and playing on a phone would still be easier/more fun than on an ipod,phone,ipod,BETTER,1.0,X/PROPN/nsubj/>_be/VERB/ROOT/>_be/VERB/ROOT/^_be/VERB/ROOT/<_fun/NOUN/attr/<_than/ADP/prep/<_on/ADP/prep/<_an/DET/det/V_Y/PROPN/pobj/<
R2783392958,"They have a decent girls basketball team, track team, and marching band but a lousy football team and baseball team.",football,baseball,NONE,1.0,X/PROPN/compound/>_team/NOUN/conj/>_band/NOUN/ROOT/^_team/NOUN/conj/<_team/NOUN/conj/<_Y/PROPN/compound/<
R2924538701,"To mount on a solid wall like concrete or brick, you will need a plastic anchor:",concrete,plastic,NONE,1.0,X/PROPN/pobj/>_like/ADP/prep/>_wall/NOUN/pobj/>_on/ADP/prep/>_mount/VERB/advcl/>_need/VERB/ROOT/^_anchor/NOUN/dobj/<_Y/PROPN/amod/<
R2924538701,"To mount on a solid wall like concrete or brick, you will need a plastic anchor:",concrete,plastic,NONE,1.0,X/PROPN/pobj/>_or/CONJ/cc/V_like/ADP/prep/>_wall/NOUN/pobj/>_on/ADP/prep/>_mount/VERB/advcl/>_need/VERB/ROOT/^_anchor/NOUN/dobj/<_Y/PROPN/amod/<
R2924538701,"To mount on a solid wall like concrete or brick, you will need a plastic anchor:",concrete,plastic,NONE,1.0,X/PROPN/pobj/>_brick/NOUN/conj/V_like/ADP/prep/>_wall/NOUN/pobj/>_on/ADP/prep/>_mount/VERB/advcl/>_need/VERB/ROOT/^_anchor/NOUN/dobj/<_Y/PROPN/amod/<
K1676263152,Many programmers that prefer a text editor approach to coding don't gain as much from statically typed languages (like C# and Java) and so could be better off if they stick to dynamic ones like Python and JavaScript.,Python,JavaScript,NONE,1.0,X/PROPN/pobj/>_like/ADP/prep/>_one/NOUN/ROOT/^_like/ADP/prep/<_objecta/PROPN/pobj/<_Y/PROPN/conj/<
K1676263152,Many programmers that prefer a text editor approach to coding don't gain as much from statically typed languages (like C# and Java) and so could be better off if they stick to dynamic ones like Python and JavaScript.,Python,JavaScript,NONE,1.0,X/PROPN/pobj/>_and/CONJ/cc/V_like/ADP/prep/>_one/NOUN/ROOT/^_like/ADP/prep/<_objecta/PROPN/pobj/<_Y/PROPN/conj/<
G1025944232,"Ibuprofen Also known as: Advil, Motrin, Aleve",Advil,Motrin,NONE,1.0,X/PROPN/compound/>_objectb/PROPN/compound/>_aleve/PROPN/pobj/>_as/ADP/ROOT/^_aleve/PROPN/pobj/<_Y/PROPN/compound/<
A138611811,"Actually scratch my last post, I canceled the Nikon and ordered the Sigma 18-50 mm f2.8 HSM instead, as I think it should be the better lens.",Nikon,Sigma,WORSE,1.0,X/PROPN/dobj/>_cancel/VERB/ROOT/>_cancel/VERB/ROOT/^_cancel/VERB/ROOT/<_order/VERB/conj/<_Y/PROPN/dobj/<
A138611811,"Actually scratch my last post, I canceled the Nikon and ordered the Sigma 18-50 mm f2.8 HSM instead, as I think it should be the better lens.",Nikon,Sigma,WORSE,1.0,the/DET/det/V_X/PROPN/dobj/>_cancel/VERB/ROOT/>_cancel/VERB/ROOT/^_cancel/VERB/ROOT/<_order/VERB/conj/<_Y/PROPN/dobj/<
A138611811,"Actually scratch my last post, I canceled the Nikon and ordered the Sigma 18-50 mm f2.8 HSM instead, as I think it should be the better lens.",Nikon,Sigma,WORSE,1.0,X/PROPN/dobj/>_cancel/VERB/ROOT/>_cancel/VERB/ROOT/^_cancel/VERB/ROOT/<_order/VERB/conj/<_the/DET/det/V_Y/PROPN/dobj/<
A138611811,"Actually scratch my last post, I canceled the Nikon and ordered the Sigma 18-50 mm f2.8 HSM instead, as I think it should be the better lens.",Nikon,Sigma,WORSE,1.0,X/PROPN/dobj/>_cancel/VERB/ROOT/>_cancel/VERB/ROOT/^_cancel/VERB/ROOT/<_order/VERB/conj/<_Y/PROPN/dobj/<_mm/NOUN/appos/V
A138611811,"Actually scratch my last post, I canceled the Nikon and ordered the Sigma 18-50 mm f2.8 HSM instead, as I think it should be the better lens.",Nikon,Sigma,WORSE,1.0,X/PROPN/dobj/>_cancel/VERB/ROOT/>_cancel/VERB/ROOT/^_cancel/VERB/ROOT/<_order/VERB/conj/<_Y/PROPN/dobj/<_hsm/PROPN/appos/V
B248507592,"And better yet, South carolina kept him away from georgia.",carolina,georgia,NONE,1.0,X/PROPN/nsubj/>_keep/VERB/ROOT/>_keep/VERB/ROOT/^_keep/VERB/ROOT/<_away/ADV/advmod/<_from/ADP/prep/<_Y/PROPN/pobj/<
B248507592,"And better yet, South carolina kept him away from georgia.",carolina,georgia,NONE,1.0,south/PROPN/compound/V_X/PROPN/nsubj/>_keep/VERB/ROOT/>_keep/VERB/ROOT/^_keep/VERB/ROOT/<_away/ADV/advmod/<_from/ADP/prep/<_Y/PROPN/pobj/<
C355377593,"As far as my health care goes, I'd be very happy with a BMW 3-series, though I'll take a good, solid Honda.",BMW,Honda,NONE,0.6,X/PROPN/compound/>_3serie/NOUN/pobj/>_with/ADP/prep/>_happy/ADJ/acomp/>_be/VERB/ROOT/^_take/VERB/advcl/<_Y/PROPN/dobj/<
C355377593,"As far as my health care goes, I'd be very happy with a BMW 3-series, though I'll take a good, solid Honda.",BMW,Honda,NONE,0.6,X/PROPN/compound/>_3serie/NOUN/pobj/>_with/ADP/prep/>_happy/ADJ/acomp/>_be/VERB/ROOT/^_take/VERB/advcl/<_solid/ADJ/amod/V_Y/PROPN/dobj/<
E666150939,"Even better, both Google and Amazon let you access their e-books on pretty much any device you like.",Google,Amazon,NONE,1.0,X/PROPN/nsubj/>_let/VERB/ccomp/>_good/ADJ/ROOT/^_let/VERB/ccomp/<_objecta/PROPN/nsubj/<_Y/PROPN/conj/<
E666150939,"Even better, both Google and Amazon let you access their e-books on pretty much any device you like.",Google,Amazon,NONE,1.0,both/CONJ/preconj/V_X/PROPN/nsubj/>_let/VERB/ccomp/>_good/ADJ/ROOT/^_let/VERB/ccomp/<_objecta/PROPN/nsubj/<_Y/PROPN/conj/<
E666150939,"Even better, both Google and Amazon let you access their e-books on pretty much any device you like.",Google,Amazon,NONE,1.0,X/PROPN/nsubj/>_and/CONJ/cc/V_let/VERB/ccomp/>_good/ADJ/ROOT/^_let/VERB/ccomp/<_objecta/PROPN/nsubj/<_Y/PROPN/conj/<
E566812569,"Depending on how you want to validate user inputs, it may be easier to use JavaScript or you can achieve this with PHP.",JavaScript,PHP,NONE,0.8,X/PROPN/dobj/>_use/VERB/xcomp/>_be/VERB/ROOT/^_achieve/VERB/conj/<_with/ADP/prep/<_Y/PROPN/pobj/<
I1347766065,I should know better - only use amazon or google Checkout.,amazon,google,NONE,1.0,X/PROPN/dobj/>_use/VERB/ccomp/>_know/VERB/ROOT/^_use/VERB/ccomp/<_objecta/PROPN/dobj/<_Y/PROPN/conj/<
I1347766065,I should know better - only use amazon or google Checkout.,amazon,google,NONE,1.0,X/PROPN/dobj/>_or/CONJ/cc/V_use/VERB/ccomp/>_know/VERB/ROOT/^_use/VERB/ccomp/<_objecta/PROPN/dobj/<_Y/PROPN/conj/<
I1347766065,I should know better - only use amazon or google Checkout.,amazon,google,NONE,1.0,X/PROPN/dobj/>_checkout/PROPN/conj/V_use/VERB/ccomp/>_know/VERB/ROOT/^_use/VERB/ccomp/<_objecta/PROPN/dobj/<_Y/PROPN/conj/<
M1937864303,"Other Application: Audi, Aston Martin, BMW, Ferrari, Lamborghini, Maserati, Porsche",BMW,Ferrari,NONE,1.0,X/PROPN/ROOT/^_Y/PROPN/compound/<
M1937864303,"Other Application: Audi, Aston Martin, BMW, Ferrari, Lamborghini, Maserati, Porsche",BMW,Ferrari,NONE,1.0,martin/PROPN/compound/V_X/PROPN/ROOT/^_Y/PROPN/compound/<
M1937864303,"Other Application: Audi, Aston Martin, BMW, Ferrari, Lamborghini, Maserati, Porsche",BMW,Ferrari,NONE,1.0,X/PROPN/ROOT/^_porsche/PROPN/appos/V_Y/PROPN/compound/<
S3109497256,what is better (6:45pm EST Sat Aug 20 2005) what is better to buy a Dell laptop or a Apple laptop - by rianfg,Dell,Apple,NONE,1.0,X/PROPN/compound/>_laptop/NOUN/dobj/>_buy/VERB/ROOT/^_laptop/NOUN/dobj/<_laptop/NOUN/conj/<_Y/PROPN/nmod/<
B214139001,"Also, I'd probably be able to offer better help, but I need to study AWK and Sed more.",AWK,Sed,NONE,1.0,X/PROPN/nmod/>_more/ADJ/dobj/>_need/VERB/ROOT/^_more/ADJ/dobj/<_objecta/PROPN/nmod/<_Y/PROPN/conj/<
B214139001,"Also, I'd probably be able to offer better help, but I need to study AWK and Sed more.",AWK,Sed,NONE,1.0,X/PROPN/nmod/>_and/CONJ/cc/V_more/ADJ/dobj/>_need/VERB/ROOT/^_more/ADJ/dobj/<_objecta/PROPN/nmod/<_Y/PROPN/conj/<
H1158033276,I have tried using Perl (slow) and AWK (faster but still slow) - does anyone have any suggestions or pointers toward alternative approaches?,Perl,AWK,WORSE,0.8,X/PROPN/nsubj/>_have/VERB/ROOT/>_have/VERB/ROOT/^_have/VERB/ROOT/<_slow/VERB/ccomp/<_slow/ADJ/amod/<_Y/PROPN/conj/<
H1158033276,I have tried using Perl (slow) and AWK (faster but still slow) - does anyone have any suggestions or pointers toward alternative approaches?,Perl,AWK,WORSE,0.8,X/PROPN/nsubj/>_have/VERB/ROOT/>_have/VERB/ROOT/^_have/VERB/ROOT/<_slow/VERB/ccomp/<_slow/ADJ/amod/<_Y/PROPN/conj/<_faster/ADV/advmod/V
B319133013,"Anyways, Windows 8 is much better than Windows 7 IMO.",Windows 8,Windows 7,BETTER,1.0,X/PROPN/nsubj/>_be/VERB/ROOT/>_be/VERB/ROOT/^_be/VERB/ROOT/<_good/ADJ/acomp/<_than/ADP/prep/<_Y/PROPN/pobj/<
B319133013,"Anyways, Windows 8 is much better than Windows 7 IMO.",Windows 8,Windows 7,BETTER,1.0,X/PROPN/nsubj/>_be/VERB/ROOT/>_be/VERB/ROOT/^_be/VERB/ROOT/<_good/ADJ/acomp/<_than/ADP/prep/<_Y/PROPN/pobj/<_imo/ADV/mark/V
D506840548,"Compared to PHP, TCL, REXX (or C for that matter), it is a lot easier to make nicely modular and object-oriented code in Python.",PHP,Python,NONE,0.4,X/PROPN/compound/>_rexx/PROPN/pobj/>_to/ADP/prep/>_compare/VERB/prep/>_be/VERB/ROOT/^_easy/ADJ/acomp/<_in/ADP/prep/<_Y/PROPN/pobj/<
S3101244807,"What are the benefits, where is PHP better than ColdFusion, Java, etc.?",PHP,Java,BETTER,0.8,X/PROPN/nsubj/>_good/ADJ/acomp/>_be/VERB/ROOT/^_good/ADJ/acomp/<_than/ADP/prep/<_Y/PROPN/pobj/<
S3101244807,"What are the benefits, where is PHP better than ColdFusion, Java, etc.?",PHP,Java,BETTER,0.8,X/PROPN/nsubj/>_good/ADJ/acomp/>_be/VERB/ROOT/^_good/ADJ/acomp/<_than/ADP/prep/<_coldfusion/PROPN/compound/V_Y/PROPN/pobj/<
S3101244807,"What are the benefits, where is PHP better than ColdFusion, Java, etc.?",PHP,Java,BETTER,0.8,X/PROPN/nsubj/>_good/ADJ/acomp/>_be/VERB/ROOT/^_good/ADJ/acomp/<_than/ADP/prep/<_Y/PROPN/pobj/<_etc/X/nmod/V
N2243630399,"Solid Concrete Block walls, steel composite floor, and 3x12 heavy timber ceilings let you know you have a solid home for decades to come.",steel,timber,NONE,1.0,X/PROPN/nmod/>_floor/NOUN/dobj/>_wall/NOUN/ROOT/^_floor/NOUN/dobj/<_ceiling/NOUN/conj/<_Y/PROPN/compound/<
F785509493,"From this benchmark alone, you can see, that Perl is superior to Ruby",Perl,Ruby,BETTER,1.0,X/PROPN/nsubj/>_be/VERB/ccomp/>_see/VERB/ROOT/^_be/VERB/ccomp/<_superior/ADJ/acomp/<_to/ADP/prep/<_Y/PROPN/pobj/<
E669324919,"Even online giants like amazon, YouTube, facebook and Twitter were once itty-bitty websites with monochrome homepages, poorly-thought-out logos and boring...",amazon,facebook,NONE,1.0,X/PROPN/compound/>_youtube/PROPN/pobj/>_like/ADP/prep/>_giant/NOUN/nsubj/>_be/VERB/ROOT/>_youtube/PROPN/ROOT/^_be/VERB/ROOT/<_Y/PROPN/nsubj/<
E669324919,"Even online giants like amazon, YouTube, facebook and Twitter were once itty-bitty websites with monochrome homepages, poorly-thought-out logos and boring...",amazon,facebook,NONE,1.0,X/PROPN/compound/>_youtube/PROPN/pobj/>_like/ADP/prep/>_giant/NOUN/nsubj/>_be/VERB/ROOT/>_youtube/PROPN/ROOT/^_be/VERB/ROOT/<_Y/PROPN/nsubj/<_and/CONJ/cc/V
