id,sentence,most_frequent_label,most_frequent_percentage,path
O2366590972,"that is: ""Python (or Ruby) can ""something"", but php cann't this, so, php is worse!",NONE,1.0,X/PROPN/attr/> or/CCONJ/cc/V be/VERB/ROOT/^ objectb/PROPN/attr/< Y/PROPN/conj/<
T3184732176,Windows XP and Ubuntu run better than Windows Vista on the small CPU and small RAM of these computers.,BETTER,1.0,X/PROPN/nsubj/> run/VERB/ROOT/^ better/ADV/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
T3184732176,Windows XP and Ubuntu run better than Windows Vista on the small CPU and small RAM of these computers.,BETTER,1.0,X/PROPN/nsubj/> and/CCONJ/cc/V run/VERB/ROOT/^ better/ADV/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
T3184732176,Windows XP and Ubuntu run better than Windows Vista on the small CPU and small RAM of these computers.,BETTER,1.0,X/PROPN/nsubj/> ubuntu/PROPN/conj/V run/VERB/ROOT/^ better/ADV/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
L1777179630,MySQL replaces Oracle.,BETTER,0.8,X/PROPN/nsubj/> replace/VERB/ROOT/^ Y/PROPN/dobj/<
B274772633,"And Smalltalk, Java and",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
B274772633,"And Smalltalk, Java and",NONE,1.0,and/CCONJ/cc/V X/PROPN/ROOT/^ Y/PROPN/conj/<
B274772633,"And Smalltalk, Java and",NONE,1.0,X/PROPN/ROOT/^ and/CCONJ/punct/V Y/PROPN/conj/<
J1545023693,Java is a superior language especially in comparison to PHP.,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ in/ADP/prep/< comparison/NOUN/pobj/< to/ADP/prep/< Y/PROPN/pobj/<
J1545112705,JavaScript is widely considered even worse than PHP and yet is unavoidable in Web development.,WORSE,1.0,X/PROPN/nsubjpass/> consider/VERB/ROOT/^ bad/ADJ/oprd/< than/ADP/prep/< Y/PROPN/pobj/<
E635912979,"Eclipse, or NetBeans.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
E635912979,"Eclipse, or NetBeans.",NONE,1.0,X/PROPN/ROOT/^ or/CCONJ/cc/V Y/PROPN/conj/<
J1545084502,"Java, Ruby.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/npadvmod/<
T3184472032,Windows 8 is faster than Windows 7 and starts up almost instantly.,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ fast/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
J1545141614,Java: The best argument for Smalltalk since C++,NONE,0.6,X/NOUN/ROOT/^ Y/PROPN/pobj/<
J1545141614,Java: The best argument for Smalltalk since C++,NONE,0.6,X/NOUN/ROOT/^ argument/NOUN/appos/V Y/PROPN/pobj/<
M1988307938,"Perl is better for programming than PHP is, but CPAN let me stay away.",BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ be/VERB/advcl/< Y/PROPN/nsubj/<
T3195499165,with Oracle and MySQL.,NONE,1.0,X/PROPN/pobj/> with/ADP/ROOT/^ objecta/PROPN/pobj/< Y/PROPN/conj/<
T3195499165,with Oracle and MySQL.,NONE,1.0,X/PROPN/pobj/> and/CCONJ/cc/V with/ADP/ROOT/^ objecta/PROPN/pobj/< Y/PROPN/conj/<
M1939331226,"Other JVM languages - Java is a solid od workhorse, but the real innovation is happening with the new JVM langauges (Scala, Clojure in particular).",WORSE,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ happen/VERB/conj/< with/ADP/prep/< langauge/NOUN/pobj/< Y/PROPN/appos/<
I1361546429,"Is Windows 8 really better than Windows 7, Vista, or even XP?",BETTER,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ better/ADV/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
I1361546429,"Is Windows 8 really better than Windows 7, Vista, or even XP?",BETTER,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ better/ADV/acomp/< than/ADP/prep/< Y/PROPN/pobj/< vista/PROPN/conj/V
T3184473110,"Windows 8 is noticeably faster than Windows 7 (and particularly Vista), and it simply flies here.",BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ fast/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
T3184473110,"Windows 8 is noticeably faster than Windows 7 (and particularly Vista), and it simply flies here.",BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ fast/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/< and/CCONJ/cc/V
T3184473110,"Windows 8 is noticeably faster than Windows 7 (and particularly Vista), and it simply flies here.",BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ fast/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/< vista/PROPN/conj/V
L1842619513,No way is Python or TCL faster than Java.,WORSE,0.8,X/PROPN/attr/> be/VERB/ROOT/^ faster/ADV/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
L1842619513,No way is Python or TCL faster than Java.,WORSE,0.8,X/PROPN/attr/> or/CCONJ/cc/V be/VERB/ROOT/^ faster/ADV/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
L1842619513,No way is Python or TCL faster than Java.,WORSE,0.8,X/PROPN/attr/> tcl/PROPN/conj/V be/VERB/ROOT/^ faster/ADV/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
M1986682747,Perhaps someone could write a simple Perl or JavaScript to translate between the named and numbered entities to make the XML source easier to read.,NONE,1.0,X/PROPN/dobj/> write/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
M1986682747,Perhaps someone could write a simple Perl or JavaScript to translate between the named and numbered entities to make the XML source easier to read.,NONE,1.0,simple/ADJ/amod/V X/PROPN/dobj/> write/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
M1986682747,Perhaps someone could write a simple Perl or JavaScript to translate between the named and numbered entities to make the XML source easier to read.,NONE,1.0,X/PROPN/dobj/> or/CCONJ/cc/V write/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
L1920197891,"on the same test with 250000 inserts, SQLite is about 3 times slower than MySQL.",WORSE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ slow/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
N2120515902,Ruby/Java in C/C++.,NONE,1.0,X/PROPN/nmod/> Y/PROPN/ROOT/^
N2120515902,Ruby/Java in C/C++.,NONE,1.0,X/PROPN/nmod/> Y/PROPN/ROOT/^ in/ADP/prep/V
J1545084508,"Java, Ruby, anything.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
J1545084508,"Java, Ruby, anything.",NONE,1.0,X/PROPN/ROOT/^ anything/NOUN/npadvmod/V Y/PROPN/conj/<
T3184479636,"Windows 8 reached  60 million unit sales by January , faster than Windows 7.",BETTER,0.8,X/PROPN/nsubj/> reach/VERB/ROOT/^ faster/ADV/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
T3272369785,"Your Python, Perl etc. geeks will understand why it's better.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/compound/<
T3272369785,"Your Python, Perl etc. geeks will understand why it's better.",NONE,1.0,-pron-/ADJ/poss/V X/PROPN/ROOT/^ Y/PROPN/compound/<
T3272369785,"Your Python, Perl etc. geeks will understand why it's better.",NONE,1.0,X/PROPN/ROOT/^ etc/X/appos/V Y/PROPN/compound/<
J1507529161,"I've tried Python, C, Java, and VB, and for GUIs related to I/O processing, nothing is easier than LabView.",NONE,1.0,X/PROPN/dobj/> try/VERB/ROOT/^ objectb/PROPN/dobj/< c/PROPN/conj/< Y/PROPN/conj/<
J1507529161,"I've tried Python, C, Java, and VB, and for GUIs related to I/O processing, nothing is easier than LabView.",NONE,1.0,X/PROPN/dobj/> try/VERB/ROOT/^ objectb/PROPN/dobj/< c/PROPN/conj/< Y/PROPN/conj/< and/CCONJ/cc/V
J1507529161,"I've tried Python, C, Java, and VB, and for GUIs related to I/O processing, nothing is easier than LabView.",NONE,1.0,X/PROPN/dobj/> try/VERB/ROOT/^ objectb/PROPN/dobj/< c/PROPN/conj/< Y/PROPN/conj/< vb/PROPN/conj/V
T3176550083,Why not use Eclipse or NetBeans?,NONE,1.0,X/PROPN/dobj/> use/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
T3176550083,Why not use Eclipse or NetBeans?,NONE,1.0,X/PROPN/dobj/> or/CCONJ/cc/V use/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
J1545084514,"Java, Ruby is very suitable.",NONE,1.0,X/PROPN/advmod/> be/VERB/ROOT/^ Y/PROPN/nsubj/<
G1024610902,"IBM RAD, Eclipse 3.6, 3.7, NetBeans 7.0",NONE,1.0,X/PROPN/npadvmod/> rad/PROPN/ROOT/^ Y/PROPN/appos/<
G1024610902,"IBM RAD, Eclipse 3.6, 3.7, NetBeans 7.0",NONE,1.0,X/PROPN/npadvmod/> 3.6/NUM/nummod/V rad/PROPN/ROOT/^ Y/PROPN/appos/<
G1024610902,"IBM RAD, Eclipse 3.6, 3.7, NetBeans 7.0",NONE,1.0,X/PROPN/npadvmod/> 3.7/NUM/nummod/V rad/PROPN/ROOT/^ Y/PROPN/appos/<
N2137845124,Scala has a nicer syntax than Java to do this.,BETTER,1.0,X/PROPN/nsubj/> have/VERB/ROOT/^ syntax/NOUN/dobj/< than/ADP/prep/< Y/PROPN/pobj/<
K1636295485,"Lisp, Smalltalk, Python, gosh, I could probably name 20 or 30 languages that are ""better"" than Perl, inasmuch as they don't look like that Sperm Whale that exploded in the streets of Taiwan over the summer.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
K1636295485,"Lisp, Smalltalk, Python, gosh, I could probably name 20 or 30 languages that are ""better"" than Perl, inasmuch as they don't look like that Sperm Whale that exploded in the streets of Taiwan over the summer.",NONE,1.0,X/PROPN/ROOT/^ smalltalk/PROPN/conj/V Y/PROPN/conj/<
K1636295485,"Lisp, Smalltalk, Python, gosh, I could probably name 20 or 30 languages that are ""better"" than Perl, inasmuch as they don't look like that Sperm Whale that exploded in the streets of Taiwan over the summer.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< gosh/INTJ/intj/V
R2932959568,To summarize: Scala to me is just a better Java with too many trade offs.,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ Y/PROPN/attr/<
R2932959568,To summarize: Scala to me is just a better Java with too many trade offs.,BETTER,1.0,X/PROPN/nsubj/> to/ADP/prep/V be/VERB/ROOT/^ Y/PROPN/attr/<
R2932959568,To summarize: Scala to me is just a better Java with too many trade offs.,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ just/ADV/advmod/V Y/PROPN/attr/<
R2932959568,To summarize: Scala to me is just a better Java with too many trade offs.,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/amod/V Y/PROPN/attr/<
R2932959568,To summarize: Scala to me is just a better Java with too many trade offs.,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ Y/PROPN/attr/< with/ADP/prep/V
J1500520082,I've been using PostgreSQL 9.2 (officially released today) and it performs substantially better than MySQL.,BETTER,1.0,X/PROPN/dobj/> use/VERB/ROOT/^ perform/VERB/conj/< good/ADJ/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
L1859755889,"Objective-C, Swift, Design patterns & OOD) to join their team.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
L1859755889,"Objective-C, Swift, Design patterns & OOD) to join their team.",NONE,1.0,X/PROPN/ROOT/^ join/VERB/relcl/V Y/PROPN/conj/<
L1859755889,"Objective-C, Swift, Design patterns & OOD) to join their team.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< pattern/NOUN/conj/V
J1545073384,Java or Python or Ruby.,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
J1545073384,Java or Python or Ruby.,NONE,1.0,X/PROPN/ROOT/^ or/CCONJ/cc/V Y/PROPN/conj/<
J1545073384,Java or Python or Ruby.,NONE,1.0,X/PROPN/ROOT/^ python/PROPN/conj/V Y/PROPN/conj/<
N2201492864,"Should you demand more from your ultraportable, configuration options include faster processors, 4GB of memory and accessories such as the MacBook Air SuperDrive and a USB Ethernet Adapter.",NONE,1.0,X/PROPN/compound/> adapter/PROPN/ROOT/^ Y/PROPN/compound/<
L1791485105,NetBeans vs. Eclipse vs. Idea.,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
L1791485105,NetBeans vs. Eclipse vs. Idea.,NONE,1.0,X/PROPN/ROOT/^ vs./ADP/prep/V Y/PROPN/pobj/<
L1791485105,NetBeans vs. Eclipse vs. Idea.,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/< vs./ADP/prep/V
K1740038254,"Most modern graphics cards (nVidia, ATI) support the industry-standard OpenGL or Direct3D, and cannot take advantage of the game's better graphics.",NONE,0.8,X/PROPN/dobj/> support/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
K1740038254,"Most modern graphics cards (nVidia, ATI) support the industry-standard OpenGL or Direct3D, and cannot take advantage of the game's better graphics.",NONE,0.8,the/DET/det/V X/PROPN/dobj/> support/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
K1740038254,"Most modern graphics cards (nVidia, ATI) support the industry-standard OpenGL or Direct3D, and cannot take advantage of the game's better graphics.",NONE,0.8,standard/ADJ/amod/V X/PROPN/dobj/> support/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
K1740038254,"Most modern graphics cards (nVidia, ATI) support the industry-standard OpenGL or Direct3D, and cannot take advantage of the game's better graphics.",NONE,0.8,X/PROPN/dobj/> or/CCONJ/cc/V support/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
R2946280353,"True, Swift had been heavily influenced by Objective-C.",NONE,1.0,X/PROPN/nsubjpass/> influence/VERB/ROOT/^ by/ADP/agent/< Y/PROPN/pobj/<
C380749887,"As the recommendation, you better use Wi-Fi and USB, not Bluetooth.",BETTER,0.8,X/PROPN/conj/> fi/PROPN/ROOT/^ Y/PROPN/appos/<
M1926920076,"Oracle, MySQL and the EU",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
M1926920076,"Oracle, MySQL and the EU",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< and/CCONJ/cc/V
M1926920076,"Oracle, MySQL and the EU",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< eu/PROPN/conj/V
N2120532904,"Ruby, Program Development in Java, The Interpretation",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
N2120532904,"Ruby, Program Development in Java, The Interpretation",NONE,1.0,X/PROPN/ROOT/^ development/PROPN/conj/V Y/PROPN/pobj/<
N2120532904,"Ruby, Program Development in Java, The Interpretation",NONE,1.0,X/PROPN/ROOT/^ interpretation/PROPN/appos/V Y/PROPN/pobj/<
F759800838,"For that, Groovy just offers alternative (better?) syntax over Java.",BETTER,1.0,X/PROPN/nsubj/> offer/VERB/ROOT/^ syntax/NOUN/dobj/< over/ADP/prep/< Y/PROPN/pobj/<
H1213407500,Importing Swift into Objective-C,NONE,1.0,X/PROPN/dobj/> import/VERB/ROOT/^ into/ADP/prep/< Y/PROPN/pobj/<
H1203865671,IMHO Python is much better than Perl due to its OOP features.,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
H1203865671,IMHO Python is much better than Perl due to its OOP features.,BETTER,1.0,imho/PROPN/compound/V X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
Q2717208042,"The sony Ericsson W850i and phone also features Bluetooth, USB 2.0 , GPRS, Infrared and UMTS connectivity for faster data transfer.",NONE,0.8,X/PROPN/dobj/> feature/VERB/ROOT/^ objectb/PROPN/dobj/< connectivity/NOUN/appos/< Y/PROPN/nmod/<
Q2717208042,"The sony Ericsson W850i and phone also features Bluetooth, USB 2.0 , GPRS, Infrared and UMTS connectivity for faster data transfer.",NONE,0.8,X/PROPN/dobj/> feature/VERB/ROOT/^ objectb/PROPN/dobj/< connectivity/NOUN/appos/< Y/PROPN/nmod/< 2.0/NUM/nummod/V
Q2717208042,"The sony Ericsson W850i and phone also features Bluetooth, USB 2.0 , GPRS, Infrared and UMTS connectivity for faster data transfer.",NONE,0.8,X/PROPN/dobj/> feature/VERB/ROOT/^ objectb/PROPN/dobj/< connectivity/NOUN/appos/< Y/PROPN/nmod/< gprs/PROPN/conj/V
L1791484620,NetBeans RCP or Eclipse RCP.,NONE,1.0,X/PROPN/compound/> rcp/PROPN/ROOT/^ rcp/PROPN/conj/< Y/PROPN/compound/<
E715618604,"Finally, let's get real: Compared to a decent object publishing environment,like WebObjects, Zope etc. using PHP, Java and even .NET (with its superior development environment) are quite poor tools for web publishing...",NONE,1.0,X/PROPN/dobj/> use/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
E715618604,"Finally, let's get real: Compared to a decent object publishing environment,like WebObjects, Zope etc. using PHP, Java and even .NET (with its superior development environment) are quite poor tools for web publishing...",NONE,1.0,X/PROPN/dobj/> use/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/< and/CCONJ/cc/V
E715618604,"Finally, let's get real: Compared to a decent object publishing environment,like WebObjects, Zope etc. using PHP, Java and even .NET (with its superior development environment) are quite poor tools for web publishing...",NONE,1.0,X/PROPN/dobj/> use/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/< even/ADV/conj/V
T3229430984,"Yes, Windows 8 is better than Windows 7 under the hood in many, many ways.",BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
J1439878357,"It's a shame you have to switch to a scaled display setting as when it was running at 1024×600 it looked better but at least the Metro apps work, Windows 8 actually works better on this Netbook than Windows 7 did and better than the original Windows XP install with all the crap that came pre-installed in it.",BETTER,1.0,X/PROPN/nsubj/> work/VERB/ROOT/^ install/NOUN/advcl/< Y/PROPN/nsubj/<
J1439878357,"It's a shame you have to switch to a scaled display setting as when it was running at 1024×600 it looked better but at least the Metro apps work, Windows 8 actually works better on this Netbook than Windows 7 did and better than the original Windows XP install with all the crap that came pre-installed in it.",BETTER,1.0,X/PROPN/nsubj/> work/VERB/ROOT/^ install/NOUN/advcl/< the/DET/det/V Y/PROPN/nsubj/<
J1439878357,"It's a shame you have to switch to a scaled display setting as when it was running at 1024×600 it looked better but at least the Metro apps work, Windows 8 actually works better on this Netbook than Windows 7 did and better than the original Windows XP install with all the crap that came pre-installed in it.",BETTER,1.0,X/PROPN/nsubj/> work/VERB/ROOT/^ install/NOUN/advcl/< original/ADJ/amod/V Y/PROPN/nsubj/<
N2165614796,Several developers use both Eclipse and NetBeans.,NONE,1.0,X/PROPN/dobj/> use/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
N2165614796,Several developers use both Eclipse and NetBeans.,NONE,1.0,both/CCONJ/preconj/V X/PROPN/dobj/> use/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
N2165614796,Several developers use both Eclipse and NetBeans.,NONE,1.0,X/PROPN/dobj/> and/CCONJ/cc/V use/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
J1544975600,"Java, COBOL, Smalltalk, etc.)",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
J1544975600,"Java, COBOL, Smalltalk, etc.)",NONE,1.0,X/PROPN/ROOT/^ cobol/PROPN/conj/V Y/PROPN/conj/<
J1544975600,"Java, COBOL, Smalltalk, etc.)",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< etc/X/conj/V
L1777175832,MySQL or Oracle database,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
L1777175832,MySQL or Oracle database,NONE,1.0,X/PROPN/ROOT/^ or/CCONJ/cc/V Y/PROPN/conj/<
L1777175832,MySQL or Oracle database,NONE,1.0,X/PROPN/ROOT/^ database/NOUN/conj/V Y/PROPN/conj/<
Q2771582132,"They are Java, Ruby, Python experts.",NONE,1.0,X/PROPN/attr/> be/VERB/ROOT/^ objecta/PROPN/attr/< Y/PROPN/conj/<
N2220011754,"Skills & Experience; - Swift, Objective-C, and iOS DSK... - REST-APIs.",NONE,1.0,X/PROPN/conj/> skills/PROPN/ROOT/^ objecta/PROPN/conj/< Y/PROPN/conj/<
N2220011754,"Skills & Experience; - Swift, Objective-C, and iOS DSK... - REST-APIs.",NONE,1.0,X/PROPN/conj/> skills/PROPN/ROOT/^ objecta/PROPN/conj/< Y/PROPN/conj/< and/CCONJ/cc/V
S3064829656,"Well, JavaScript is by itself much easier and more consistent than PHP.",BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ easy/ADJ/acomp/< consistent/ADJ/conj/< than/ADP/prep/< Y/PROPN/pobj/<
E567442032,Deploying Java or PHP/Ruby application.,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/compound/<
E567442032,Deploying Java or PHP/Ruby application.,NONE,1.0,deploying/PROPN/compound/V X/PROPN/ROOT/^ Y/PROPN/compound/<
E567442032,Deploying Java or PHP/Ruby application.,NONE,1.0,X/PROPN/ROOT/^ or/CCONJ/cc/V Y/PROPN/compound/<
E567442032,Deploying Java or PHP/Ruby application.,NONE,1.0,X/PROPN/ROOT/^ application/NOUN/conj/V Y/PROPN/compound/<
E567442032,Deploying Java or PHP/Ruby application.,NONE,1.0,X/PROPN/ROOT/^ php/PROPN/nmod/V Y/PROPN/compound/<
M1926876065,"Oracle DB, MySQL, MSSQL7).",NONE,1.0,X/PROPN/compound/> db/PROPN/ROOT/^ Y/PROPN/npadvmod/<
M1926876065,"Oracle DB, MySQL, MSSQL7).",NONE,1.0,X/PROPN/compound/> db/PROPN/ROOT/^ Y/PROPN/npadvmod/< mssql7/PROPN/appos/V
N2253114687,Some Oracle and MySQL.,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
N2253114687,Some Oracle and MySQL.,NONE,1.0,some/DET/det/V X/PROPN/ROOT/^ Y/PROPN/conj/<
N2253114687,Some Oracle and MySQL.,NONE,1.0,X/PROPN/ROOT/^ and/CCONJ/cc/V Y/PROPN/conj/<
M2090903877,Re: MySQL + Oracle,NONE,1.0,X/PROPN/pobj/> re/ADP/ROOT/^ objectb/PROPN/pobj/< Y/PROPN/conj/<
H1100532839,"If they included a USB connected Bluetooth transmitter/receiver with the unit, it would probably be much better.",NONE,1.0,X/PROPN/nmod/> transmitter/NOUN/ROOT/^ Y/PROPN/compound/<
T3184473937,"Windows 8 is sequential successor to Windows 7. It doesn't matter which one is ""better"".",NONE,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ successor/NOUN/attr/< to/ADP/prep/< Y/PROPN/pobj/<
J1544969941,"Java, C++, C, Assembly and even Smalltalk",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
J1544969941,"Java, C++, C, Assembly and even Smalltalk",NONE,1.0,X/PROPN/ROOT/^ c++/PROPN/npadvmod/V Y/PROPN/conj/<
J1544969941,"Java, C++, C, Assembly and even Smalltalk",NONE,1.0,X/PROPN/ROOT/^ even/ADV/advmod/V Y/PROPN/conj/<
N2223380016,Smalltalk had a nice bytecoded multi-platform virtual machine long before Java.,BETTER,0.6,X/PROPN/nsubj/> have/VERB/ROOT/^ long/ADV/advmod/< before/ADP/prep/< Y/PROPN/pobj/<
M1988309914,Perl is surely harder to learn than Python.,WORSE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ hard/ADJ/acomp/< learn/VERB/xcomp/< than/ADP/prep/< Y/PROPN/pobj/<
I1335408869,I really like both Eclipse and NetBeans.,NONE,1.0,X/PROPN/dobj/> like/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
I1335408869,I really like both Eclipse and NetBeans.,NONE,1.0,both/CCONJ/preconj/V X/PROPN/dobj/> like/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
I1335408869,I really like both Eclipse and NetBeans.,NONE,1.0,X/PROPN/dobj/> and/CCONJ/cc/V like/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
L1753402383,"MSSQL, MySQL, Oracle (hah)?",NONE,1.0,X/PROPN/conj/> mssql/PROPN/ROOT/^ objectb/PROPN/conj/< Y/PROPN/conj/<
L1753402383,"MSSQL, MySQL, Oracle (hah)?",NONE,1.0,X/PROPN/conj/> mssql/PROPN/ROOT/^ objectb/PROPN/conj/< Y/PROPN/conj/< hah/INTJ/parataxis/V
M1926930425,Oracle Preparing Unbreakable MySQL?,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
M1926930425,Oracle Preparing Unbreakable MySQL?,NONE,1.0,X/PROPN/compound/> prepare/VERB/compound/V Y/PROPN/ROOT/^
M1926930425,Oracle Preparing Unbreakable MySQL?,NONE,1.0,X/PROPN/compound/> unbreakable/PROPN/compound/V Y/PROPN/ROOT/^
G1039183135,I'd avoid Windows 8 myself and buy Windows 7 (you'll find it an easier transition).,WORSE,0.8,X/PROPN/dobj/> avoid/VERB/ROOT/^ buy/VERB/conj/< Y/PROPN/dobj/<
O2288679272,"# SQLite seems to be faster in almost all cases, and in some cases MySQL can be much slower.",BETTER,0.8,X/PROPN/nsubj/> seem/VERB/ROOT/^ be/VERB/conj/< Y/PROPN/nsubj/<
M1933211751,"Or Java, Ruby or python code either.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
M1933211751,"Or Java, Ruby or python code either.",NONE,1.0,or/CCONJ/cc/V X/PROPN/ROOT/^ Y/PROPN/conj/<
M1933211751,"Or Java, Ruby or python code either.",NONE,1.0,X/PROPN/ROOT/^ either/ADV/advmod/V Y/PROPN/conj/<
M1933211751,"Or Java, Ruby or python code either.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< or/CCONJ/cc/V
M1933211751,"Or Java, Ruby or python code either.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< code/NOUN/conj/V
O2287297140,Spotlight on: MySQL & Oracle Linux,NONE,1.0,X/PROPN/conj/> spotlight/NOUN/ROOT/^ objectb/PROPN/conj/< linux/PROPN/conj/< Y/PROPN/compound/<
M2073548845,"Really, the only advantage that HTML/CSS/JavaScript has over Python is that every PC has an interpreter present out of the box, but given that if you're doing JS there's few tools better than Firebug, you've got installation to do anyway and you might as well just suck it up.",BETTER,0.6,X/PROPN/nsubj/> over/ADP/ROOT/^ Y/PROPN/pobj/<
M2073548845,"Really, the only advantage that HTML/CSS/JavaScript has over Python is that every PC has an interpreter present out of the box, but given that if you're doing JS there's few tools better than Firebug, you've got installation to do anyway and you might as well just suck it up.",BETTER,0.6,html/PROPN/nmod/V X/PROPN/nsubj/> over/ADP/ROOT/^ Y/PROPN/pobj/<
M2073548845,"Really, the only advantage that HTML/CSS/JavaScript has over Python is that every PC has an interpreter present out of the box, but given that if you're doing JS there's few tools better than Firebug, you've got installation to do anyway and you might as well just suck it up.",BETTER,0.6,css/PROPN/nmod/V X/PROPN/nsubj/> over/ADP/ROOT/^ Y/PROPN/pobj/<
G1041651271,"IDEs like IntelliJ, Eclipse, NetBeans.",NONE,1.0,X/PROPN/conj/> intellij/NOUN/ROOT/^ Y/PROPN/appos/<
J1545026916,"Java is not losing out to PHP (and the like) due to lack of focus on the present, not inferior technology.",NONE,0.6,X/PROPN/nsubj/> lose/VERB/ROOT/^ to/ADP/prep/< Y/PROPN/pobj/<
